playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,offsides,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,rightFootGoals,leftFootGoals,handballsConceded,successfulCornersIntoBox,hitWoodwork,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed,savesMadeParried,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesConceded,ownGoalScored,lastPlayerTackle,secondGoalAssists,redCards2ndYellow,otherGoals,setPiecesGoals
503139,Alex Scott,Midfielder,Bournemouth,91,England,2023-24,23.0124,,1.0603,17.0,25.0,0.0,,112.0,,25.0,0.0,165.0,124.0,63.0,23.0,,,23.0,213.0,11.0,24.0,82.0,432.0,,126.0,0.0,,416.0,163.0,,1.0,109.0,15.0,1011.0,670.0,76.0,1.0,20.0,59.0,6.0,144.0,335.0,,3.0,14.0,24.0,89.0,2.0,5.0,4.0,2.0,1.1163,24.0,10.0,2.0,68.0,1.0,5.0,11.0,1.0,1.0,3.0,12.0,26.0,39.0,3.0,7.0,22.0,31.0,2.0,21.0,2.0,67.0,10.0,0.0,3.0,9.0,20.0,,29.0,31.0,2.0,17.0,6.0,5.0,15.0,13.0,4.0,20.0,12.0,18.0,,87.0,4.0,10.0,3.0,13.0,0.7206,1.0,,,,,1.0,,5.0,,,,,,,,,,,,,,2.0,2.0,0.136,,,,,,,
111317,David Brooks,Midfielder,Bournemouth,91,Wales,2023-24,4.7906,1.0,0.5262,2.0,7.0,0.0,,13.0,,1.0,0.0,32.0,38.0,17.0,13.0,,,13.0,67.0,2.0,6.0,26.0,112.0,,24.0,0.0,,110.0,52.0,,,41.0,6.0,272.0,184.0,11.0,1.0,9.0,10.0,,23.0,80.0,,1.0,5.0,5.0,21.0,3.0,1.0,5.0,1.0,1.1785,5.0,12.0,1.0,21.0,1.0,2.0,7.0,1.0,1.0,,11.0,6.0,8.0,2.0,4.0,7.0,12.0,,7.0,1.0,14.0,3.0,0.0,2.0,1.0,6.0,,11.0,7.0,1.0,1.0,7.0,3.0,4.0,4.0,,6.0,2.0,4.0,,20.0,5.0,2.0,,4.0,2.1956,1.0,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
133845,Emiliano Marcondes,Midfielder,Bournemouth,91,Denmark,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444183,Gavin Kilkenny,Midfielder,Bournemouth,91,Ireland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424044,Hamed Traoré,Midfielder,Bournemouth,91,Cote d’Ivoire,2023-24,0.9291,,0.013,,1.0,0.0,,8.0,,,0.0,14.0,8.0,4.0,3.0,,,3.0,12.0,,1.0,6.0,24.0,,12.0,0.0,,24.0,16.0,,,8.0,,44.0,46.0,6.0,,4.0,5.0,,6.0,18.0,,0.0,,1.0,8.0,,1.0,2.0,,,1.0,2.0,1.0,6.0,,,2.0,,,1.0,3.0,1.0,2.0,1.0,,1.0,3.0,,1.0,,7.0,3.0,,1.0,1.0,4.0,,3.0,5.0,,1.0,,2.0,,4.0,,,,1.0,,,,,1.0,,0.179,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156685,Joe Rothwell,Midfielder,Bournemouth,91,England,2023-24,12.7557,,0.2261,2.0,12.0,0.0,,76.0,,2.0,0.0,34.0,56.0,32.0,11.0,,,11.0,108.0,3.0,11.0,25.0,202.0,,32.0,0.0,,191.0,49.0,,,43.0,3.0,381.0,262.0,16.0,1.0,5.0,16.0,4.0,71.0,174.0,,0.0,13.0,4.0,18.0,,1.0,,1.0,,7.0,1.0,,12.0,,1.0,3.0,,,1.0,8.0,8.0,2.0,,2.0,2.0,1.0,,4.0,,16.0,2.0,,,5.0,4.0,,10.0,6.0,,,1.0,1.0,2.0,7.0,2.0,4.0,3.0,5.0,,27.0,,2.0,1.0,3.0,0.0855,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
155408,Lewis Cook,Midfielder,Bournemouth,91,England,2023-24,51.4648,10.0,2.9604,43.0,50.0,1.0,,333.0,,16.0,0.0,269.0,477.0,228.0,33.0,,,33.0,586.0,32.0,45.0,252.0,1343.0,,196.0,1.0,,1264.0,421.0,,7.0,334.0,51.0,2792.0,1855.0,140.0,5.0,46.0,98.0,38.0,539.0,1040.0,,5.0,82.0,71.0,129.0,6.0,3.0,4.0,1.0,0.4338,61.0,9.0,2.0,170.0,3.0,6.0,20.0,,,2.0,1.0,93.0,73.0,3.0,34.0,31.0,9.0,6.0,43.0,1.0,98.0,21.0,,3.0,20.0,14.0,,98.0,33.0,1.0,42.0,5.0,10.0,41.0,21.0,11.0,39.0,65.0,59.0,,199.0,10.0,5.0,2.0,31.0,0.3928,2.0,1.0,1.0,,,,1.0,28.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
201658,Marcus Tavernier,Midfielder,Bournemouth,91,England,2023-24,34.332,3.0,4.2432,19.0,38.0,0.0,,159.0,,22.0,0.0,301.0,223.0,142.0,30.0,,,30.0,471.0,25.0,34.0,157.0,760.0,,257.0,0.0,,741.0,418.0,,2.0,166.0,26.0,2131.0,1364.0,132.0,4.0,55.0,119.0,19.0,156.0,577.0,,3.0,35.0,37.0,169.0,10.0,16.0,16.0,7.0,3.6448,53.0,37.0,3.0,122.0,4.0,11.0,39.0,3.0,3.0,9.0,5.0,59.0,44.0,7.0,24.0,31.0,96.0,4.0,40.0,7.0,138.0,28.0,0.0,7.0,19.0,55.0,,92.0,96.0,7.0,13.0,21.0,29.0,34.0,44.0,3.0,20.0,5.0,38.0,,212.0,31.0,18.0,9.0,16.0,3.9095,3.0,6.0,6.0,4.0,,3.0,,10.0,1.0,,2.0,,,,,,,,,,,4.0,4.0,0.1841,,,,1.0,,,
168991,Philip Billing,Midfielder,Bournemouth,91,Denmark,2023-24,32.0804,1.0,2.1365,27.0,36.0,1.0,,107.0,,12.0,1.0,189.0,152.0,76.0,29.0,,,29.0,252.0,13.0,31.0,108.0,501.0,,129.0,1.0,,494.0,197.0,,1.0,128.0,17.0,1393.0,805.0,93.0,5.0,43.0,57.0,2.0,148.0,376.0,,3.0,12.0,26.0,96.0,5.0,8.0,8.0,2.0,1.3974,33.0,22.0,,96.0,2.0,14.0,19.0,2.0,1.0,3.0,16.0,6.0,60.0,4.0,7.0,24.0,61.0,2.0,21.0,5.0,72.0,26.0,1.0,4.0,17.0,18.0,,22.0,35.0,5.0,36.0,14.0,15.0,16.0,12.0,5.0,19.0,20.0,2.0,1.0,114.0,4.0,7.0,3.0,13.0,2.4672,,2.0,2.0,1.0,,1.0,,2.0,1.0,,3.0,,,,,,,,,,,7.0,7.0,0.5224,,,,,,1.0,
441240,Romain Faivre,Midfielder,Bournemouth,91,France,2023-24,0.0317,,0.0256,,1.0,0.0,,5.0,,4.0,0.0,17.0,10.0,1.0,5.0,,,5.0,17.0,,1.0,4.0,23.0,,16.0,0.0,,22.0,14.0,,,5.0,,37.0,43.0,7.0,,,7.0,,2.0,19.0,,1.0,,1.0,10.0,,1.0,,,,1.0,1.0,,4.0,,,3.0,,,,5.0,,1.0,,,1.0,4.0,,,1.0,9.0,,,,,3.0,,3.0,4.0,1.0,,1.0,,1.0,2.0,,2.0,,,,3.0,,,,2.0,0.1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158499,Ryan Christie,Midfielder,Bournemouth,91,Scotland,2023-24,55.2668,5.0,5.4423,50.0,56.0,0.0,,251.0,,38.0,0.0,421.0,373.0,231.0,37.0,,,37.0,581.0,35.0,49.0,253.0,1220.0,,361.0,0.0,,1180.0,460.0,,6.0,382.0,88.0,2918.0,1897.0,196.0,7.0,67.0,174.0,27.0,405.0,879.0,,6.0,75.0,52.0,225.0,8.0,14.0,13.0,2.0,1.8785,86.0,29.0,17.0,178.0,5.0,7.0,29.0,,,10.0,2.0,30.0,60.0,6.0,19.0,38.0,74.0,6.0,50.0,4.0,187.0,41.0,,6.0,42.0,41.0,,54.0,88.0,4.0,22.0,16.0,14.0,44.0,51.0,11.0,48.0,52.0,21.0,1.0,214.0,2.0,17.0,10.0,40.0,2.3325,5.0,7.0,7.0,,,,1.0,8.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
200785,Tyler Adams,Midfielder,Bournemouth,91,United States,2023-24,2.3659,,0.0253,2.0,3.0,0.0,,15.0,,3.0,0.0,15.0,26.0,7.0,3.0,,,3.0,31.0,1.0,3.0,11.0,69.0,,10.0,0.0,,66.0,15.0,,,17.0,4.0,118.0,96.0,11.0,,2.0,9.0,3.0,27.0,54.0,,0.0,5.0,3.0,4.0,,,,,,4.0,,,6.0,,,1.0,,,,2.0,,5.0,,,3.0,5.0,,1.0,,1.0,2.0,,,1.0,,,1.0,,,2.0,,1.0,3.0,2.0,,,4.0,,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128295,Christian Nørgaard,Midfielder,Brentford,94,Denmark,2023-24,43.8814,7.0,2.4112,49.0,51.0,0.0,,343.0,,32.0,1.0,318.0,502.0,216.0,31.0,,,31.0,602.0,30.0,46.0,271.0,1441.0,,230.0,0.0,,1400.0,342.0,,2.0,370.0,60.0,2513.0,1919.0,159.0,5.0,58.0,118.0,39.0,574.0,1110.0,,8.0,75.0,76.0,159.0,6.0,12.0,7.0,,1.8066,81.0,23.0,8.0,196.0,1.0,24.0,16.0,2.0,2.0,2.0,1.0,1.0,88.0,1.0,6.0,47.0,58.0,1.0,23.0,10.0,112.0,42.0,0.0,1.0,31.0,4.0,2.0,16.0,19.0,10.0,41.0,16.0,7.0,50.0,6.0,6.0,41.0,54.0,,,226.0,23.0,10.0,2.0,24.0,3.4674,1.0,4.0,4.0,9.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
494041,Ethan Brierley,Midfielder,Brentford,94,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428580,Frank Onyeka,Midfielder,Brentford,94,Nigeria,2023-24,20.6141,7.0,1.3902,17.0,27.0,0.0,,78.0,,31.0,0.0,175.0,112.0,73.0,26.0,,,26.0,171.0,11.0,23.0,84.0,375.0,,142.0,0.0,,373.0,157.0,,,94.0,14.0,1155.0,645.0,89.0,4.0,21.0,79.0,13.0,125.0,277.0,,8.0,23.0,21.0,86.0,5.0,8.0,9.0,1.0,1.5729,37.0,14.0,2.0,61.0,2.0,4.0,11.0,1.0,0.0,1.0,15.0,,33.0,4.0,5.0,23.0,28.0,1.0,10.0,7.0,63.0,8.0,1.0,4.0,13.0,14.0,,11.0,26.0,7.0,10.0,5.0,6.0,24.0,11.0,7.0,24.0,23.0,,,91.0,3.0,8.0,1.0,20.0,2.1765,4.0,4.0,4.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
183656,Josh Dasilva,Midfielder,Brentford,94,England,2023-24,0.0532,,0.2415,,,0.0,,1.0,,,0.0,12.0,5.0,2.0,3.0,,,3.0,8.0,,,4.0,13.0,,12.0,0.0,,13.0,17.0,,,5.0,,23.0,33.0,4.0,,1.0,4.0,,2.0,9.0,,0.0,,,8.0,,,,,,2.0,,,4.0,,,4.0,,,,3.0,2.0,,,1.0,,7.0,,1.0,,8.0,,,,1.0,2.0,,5.0,6.0,,,,1.0,1.0,2.0,,2.0,,1.0,,2.0,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
513418,Kevin Schade,Midfielder,Brentford,94,Germany,2023-24,3.5929,,0.7302,4.0,5.0,0.0,,21.0,,6.0,0.0,72.0,26.0,23.0,11.0,,,11.0,40.0,3.0,5.0,32.0,88.0,,41.0,0.0,,88.0,69.0,,,14.0,,331.0,159.0,28.0,,6.0,11.0,,18.0,56.0,,0.0,1.0,2.0,44.0,2.0,1.0,4.0,2.0,1.6498,3.0,7.0,1.0,31.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,,31.0,1.0,2.0,14.0,20.0,,3.0,,30.0,2.0,1.0,1.0,2.0,10.0,,3.0,16.0,,17.0,3.0,8.0,1.0,2.0,,10.0,1.0,,,27.0,,3.0,1.0,2.0,1.2012,2.0,1.0,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
207283,Mathias Jensen,Midfielder,Brentford,94,Denmark,2023-24,42.3807,7.0,4.752,24.0,45.0,0.0,,221.0,,19.0,0.0,244.0,337.0,123.0,32.0,,,32.0,448.0,27.0,42.0,208.0,972.0,,227.0,0.0,,878.0,400.0,,1.0,203.0,82.0,2218.0,1510.0,96.0,3.0,59.0,90.0,25.0,359.0,682.0,,5.0,62.0,51.0,148.0,14.0,3.0,7.0,1.0,1.0816,54.0,11.0,8.0,146.0,3.0,20.0,32.0,3.0,1.0,2.0,5.0,65.0,17.0,3.0,43.0,11.0,23.0,2.0,38.0,1.0,137.0,35.0,2.0,3.0,22.0,23.0,,70.0,41.0,1.0,6.0,4.0,14.0,32.0,18.0,6.0,28.0,23.0,31.0,,211.0,68.0,22.0,2.0,22.0,0.698,2.0,1.0,1.0,43.0,2.0,1.0,1.0,23.0,,1.0,2.0,,,,,,,,,,,3.0,3.0,0.1187,,,1.0,,,,1.0
440089,Mikkel Damsgaard,Midfielder,Brentford,94,Denmark,2023-24,9.0766,5.0,0.9247,10.0,9.0,0.0,,66.0,,8.0,0.0,128.0,174.0,57.0,23.0,,,23.0,199.0,7.0,8.0,104.0,394.0,,105.0,0.0,,391.0,170.0,,,91.0,23.0,834.0,590.0,58.0,1.0,41.0,46.0,4.0,94.0,267.0,,2.0,14.0,20.0,70.0,1.0,3.0,4.0,1.0,0.552,29.0,6.0,10.0,90.0,2.0,11.0,17.0,,,2.0,16.0,7.0,23.0,1.0,3.0,11.0,20.0,,8.0,1.0,59.0,22.0,,1.0,12.0,11.0,,26.0,19.0,1.0,12.0,2.0,9.0,17.0,9.0,1.0,14.0,11.0,6.0,,63.0,7.0,7.0,2.0,12.0,0.9235,3.0,3.0,3.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,0.0388,,,,1.0,,,
450539,Myles Peart-Harris,Midfielder,Brentford,94,England,2023-24,0.131,,0.0042,1.0,,0.0,,1.0,,2.0,0.0,11.0,3.0,,3.0,,,3.0,4.0,,,2.0,7.0,,6.0,0.0,,7.0,6.0,,,,,11.0,15.0,2.0,,,2.0,,1.0,5.0,,0.0,1.0,,9.0,,,,,,,,,1.0,,,1.0,,,,3.0,,5.0,,,5.0,1.0,,1.0,,4.0,,,,,,,1.0,2.0,,,,,,,,2.0,,,,3.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
591357,Ryan Trevitt,Midfielder,Brentford,94,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
