playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,offsides,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,rightFootGoals,leftFootGoals,handballsConceded,successfulCornersIntoBox,hitWoodwork,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed,savesMadeParried,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesConceded,ownGoalScored,lastPlayerTackle,secondGoalAssists,redCards2ndYellow,otherGoals,setPiecesGoals
559963,Kiano Dyer,Midfielder,Chelsea,8,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517995,Leo Castledine,Midfielder,Chelsea,8,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503714,Lesley Ugochukwu,Midfielder,Chelsea,8,France,2023-24,5.2078,1.0,0.1359,5.0,6.0,0.0,,54.0,,2.0,0.0,43.0,57.0,12.0,12.0,,,12.0,74.0,3.0,6.0,28.0,183.0,,32.0,0.0,,183.0,35.0,,1.0,52.0,5.0,298.0,224.0,28.0,,6.0,19.0,2.0,81.0,150.0,,2.0,3.0,12.0,15.0,,,,,,14.0,,,25.0,,5.0,,,,,9.0,,11.0,,,2.0,2.0,,3.0,,13.0,4.0,,,4.0,1.0,,,4.0,,9.0,,,10.0,3.0,2.0,4.0,1.0,,,20.0,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
486672,Moisés Caicedo,Midfielder,Chelsea,8,Ecuador,2023-24,43.6439,2.0,2.0163,33.0,50.0,0.0,,538.0,,49.0,0.0,349.0,497.0,200.0,35.0,,,35.0,905.0,33.0,45.0,193.0,2097.0,3.0,286.0,0.0,3.0,2055.0,296.0,,6.0,630.0,88.0,2872.0,2583.0,196.0,5.0,63.0,165.0,12.0,999.0,1816.0,,11.0,34.0,82.0,153.0,,5.0,4.0,,0.5035,91.0,8.0,12.0,159.0,3.0,35.0,10.0,1.0,0.0,5.0,2.0,,63.0,3.0,,32.0,10.0,2.0,20.0,,121.0,34.0,1.0,3.0,45.0,24.0,,10.0,48.0,,31.0,4.0,6.0,46.0,26.0,25.0,50.0,37.0,,1.0,432.0,3.0,10.0,5.0,46.0,0.4485,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
465920,Mykhailo Mudryk,Midfielder,Chelsea,8,Ukraine,2023-24,22.4934,,3.175,6.0,28.0,0.0,,210.0,,27.0,2.0,204.0,110.0,50.0,31.0,,,31.0,279.0,18.0,26.0,110.0,477.0,,183.0,0.0,,459.0,293.0,,,38.0,14.0,1578.0,862.0,94.0,2.0,27.0,87.0,,103.0,353.0,,5.0,4.0,22.0,110.0,5.0,7.0,12.0,5.0,3.2611,21.0,28.0,5.0,106.0,2.0,12.0,34.0,5.0,2.0,4.0,13.0,52.0,21.0,1.0,15.0,14.0,87.0,2.0,30.0,3.0,96.0,13.0,3.0,1.0,9.0,31.0,,63.0,53.0,3.0,7.0,16.0,22.0,12.0,39.0,1.0,22.0,9.0,27.0,,119.0,3.0,16.0,4.0,17.0,4.425,1.0,6.0,6.0,2.0,3.0,2.0,,10.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
597983,Ollie Harrison,Midfielder,Chelsea,8,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514356,Roméo Lavia,Midfielder,Chelsea,8,Belgium,2023-24,0.4335,,0.0075,1.0,,0.0,,8.0,,1.0,0.0,3.0,5.0,,1.0,,,1.0,17.0,,,5.0,27.0,,3.0,0.0,,27.0,5.0,,,9.0,,32.0,31.0,2.0,,2.0,2.0,,5.0,22.0,,0.0,1.0,1.0,1.0,,,,,,1.0,,,4.0,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121599,Abdoulaye Doucouré,Midfielder,Everton,11,Mali,2023-24,40.8232,2.0,1.5056,18.0,36.0,0.0,,221.0,,8.0,2.0,283.0,215.0,144.0,32.0,,,32.0,437.0,32.0,33.0,186.0,866.0,,217.0,0.0,,850.0,344.0,,9.0,216.0,17.0,2637.0,1272.0,100.0,3.0,49.0,76.0,8.0,246.0,663.0,,7.0,18.0,34.0,183.0,3.0,9.0,23.0,10.0,8.7321,43.0,38.0,1.0,168.0,2.0,32.0,23.0,7.0,3.0,3.0,,,66.0,2.0,3.0,42.0,102.0,7.0,32.0,6.0,141.0,20.0,4.0,2.0,16.0,21.0,1.0,23.0,63.0,6.0,24.0,15.0,11.0,27.0,25.0,3.0,53.0,15.0,,,214.0,,15.0,3.0,35.0,8.7725,21.0,14.0,14.0,,5.0,1.0,1.0,,1.0,,5.0,,,,,,,,,,,,,,1.0,,,,,,
449871,Amadou Onana,Midfielder,Everton,11,Belgium,2023-24,39.8007,,1.372,30.0,38.0,0.0,,241.0,,45.0,1.0,273.0,309.0,160.0,30.0,,,30.0,480.0,23.0,33.0,154.0,1023.0,,201.0,0.0,,1014.0,205.0,,5.0,261.0,61.0,2090.0,1363.0,180.0,5.0,29.0,127.0,4.0,390.0,808.0,,5.0,25.0,42.0,93.0,1.0,8.0,6.0,2.0,1.1244,71.0,21.0,6.0,129.0,,17.0,2.0,2.0,1.0,4.0,7.0,,72.0,1.0,1.0,19.0,29.0,6.0,18.0,4.0,74.0,19.0,1.0,1.0,33.0,8.0,2.0,2.0,18.0,4.0,53.0,15.0,3.0,38.0,12.0,6.0,37.0,21.0,,,212.0,1.0,7.0,4.0,23.0,2.0091,1.0,3.0,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
120250,André Gomes,Midfielder,Everton,11,Portugal,2023-24,8.9563,,0.5459,3.0,7.0,0.0,,69.0,,5.0,0.0,65.0,71.0,34.0,12.0,,,12.0,133.0,3.0,6.0,43.0,259.0,,55.0,0.0,,246.0,90.0,,1.0,56.0,18.0,503.0,368.0,16.0,1.0,16.0,15.0,2.0,86.0,198.0,,4.0,10.0,13.0,49.0,2.0,2.0,4.0,,0.4658,7.0,6.0,4.0,33.0,,2.0,9.0,1.0,1.0,2.0,9.0,10.0,10.0,1.0,3.0,9.0,11.0,2.0,4.0,,40.0,9.0,0.0,1.0,3.0,8.0,,23.0,14.0,,1.0,2.0,4.0,4.0,3.0,1.0,17.0,3.0,7.0,,63.0,4.0,3.0,2.0,13.0,0.304,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,0.0832,,,,,,,
433154,Dwight McNeil,Midfielder,Everton,11,England,2023-24,44.9098,2.0,8.1816,27.0,39.0,0.0,,265.0,,33.0,2.0,283.0,304.0,177.0,35.0,,,35.0,574.0,33.0,33.0,217.0,1001.0,,247.0,0.0,,968.0,553.0,,11.0,158.0,46.0,2897.0,1757.0,123.0,6.0,99.0,107.0,29.0,275.0,738.0,,2.0,53.0,53.0,160.0,25.0,20.0,15.0,3.0,2.4801,44.0,37.0,14.0,164.0,6.0,23.0,105.0,3.0,1.0,10.0,2.0,82.0,36.0,7.0,65.0,20.0,76.0,6.0,63.0,10.0,140.0,37.0,2.0,7.0,17.0,31.0,,164.0,91.0,10.0,16.0,22.0,39.0,27.0,30.0,7.0,18.0,22.0,46.0,1.0,274.0,25.0,9.0,10.0,12.0,3.4412,4.0,5.0,5.0,1.0,,3.0,,29.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,
80801,Idrissa Gueye,Midfielder,Everton,11,Senegal,2023-24,27.6628,2.0,0.8257,16.0,25.0,0.0,,202.0,,31.0,3.0,219.0,251.0,174.0,25.0,,,25.0,399.0,24.0,24.0,127.0,880.0,,195.0,0.0,,871.0,188.0,,4.0,262.0,22.0,1892.0,1197.0,128.0,1.0,31.0,113.0,12.0,355.0,731.0,,8.0,30.0,43.0,91.0,1.0,11.0,7.0,,2.8457,73.0,15.0,2.0,97.0,,17.0,10.0,4.0,2.0,8.0,1.0,,24.0,2.0,1.0,9.0,23.0,2.0,15.0,3.0,82.0,17.0,2.0,2.0,29.0,11.0,,10.0,31.0,3.0,15.0,8.0,6.0,44.0,11.0,7.0,35.0,28.0,,,165.0,4.0,12.0,8.0,30.0,1.3297,,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,0.0604,,,,,,,1.0
232928,James Garner,Midfielder,Everton,11,England,2023-24,47.2667,4.0,3.7406,45.0,47.0,0.0,,253.0,,44.0,1.0,303.0,316.0,172.0,37.0,,,37.0,563.0,34.0,41.0,191.0,1111.0,,254.0,0.0,,1041.0,346.0,,11.0,273.0,46.0,3005.0,1699.0,169.0,6.0,59.0,144.0,17.0,382.0,874.0,,7.0,40.0,42.0,134.0,6.0,10.0,11.0,1.0,2.065,83.0,31.0,4.0,151.0,2.0,19.0,35.0,1.0,0.0,9.0,3.0,59.0,49.0,5.0,25.0,24.0,43.0,7.0,42.0,1.0,110.0,31.0,1.0,5.0,39.0,16.0,,87.0,26.0,1.0,25.0,20.0,13.0,44.0,19.0,14.0,39.0,45.0,39.0,,269.0,13.0,5.0,9.0,31.0,2.71,3.0,5.0,5.0,1.0,1.0,,2.0,19.0,4.0,,,,,,,,,,,,,5.0,5.0,0.318,,,,,,,
491557,Jenson Metcalfe,Midfielder,Everton,11,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461453,Lewis Warrington,Midfielder,Everton,11,England,2023-24,,,,,,0.0,,,,,0.0,,,1.0,1.0,,,1.0,,,,,2.0,,,0.0,,2.0,,,,1.0,,1.0,3.0,,,,,,2.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461446,Tyler Onyango,Midfielder,Everton,11,England,2023-24,,,,,,0.0,,,,,0.0,,,,1.0,,,1.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461682,Brandon Aguilera,Midfielder,Nott'm Forest,17,Costa Rica,2023-24,,,0.0017,,,0.0,,1.0,,,0.0,3.0,5.0,,1.0,,,1.0,3.0,,,4.0,8.0,,3.0,0.0,,8.0,5.0,,,1.0,,4.0,11.0,,,1.0,,,1.0,4.0,,0.0,,1.0,3.0,,,,1.0,,,,,4.0,,1.0,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55037,Cheikhou Kouyaté,Midfielder,Nott'm Forest,17,Senegal,2023-24,5.2776,,0.0448,9.0,6.0,0.0,,12.0,,2.0,0.0,42.0,36.0,14.0,12.0,,,12.0,24.0,2.0,6.0,26.0,73.0,,22.0,0.0,,73.0,34.0,,,12.0,,207.0,116.0,21.0,,4.0,11.0,3.0,23.0,47.0,,2.0,3.0,5.0,21.0,,,1.0,,0.2654,8.0,5.0,,23.0,,,,,,,10.0,,20.0,1.0,,10.0,6.0,1.0,1.0,,11.0,3.0,,1.0,3.0,1.0,,,4.0,,10.0,4.0,1.0,5.0,1.0,1.0,6.0,2.0,,,13.0,,2.0,,6.0,0.2878,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
513046,Danilo,Midfielder,Nott'm Forest,17,Brazil,2023-24,29.4005,4.0,0.7243,41.0,42.0,0.0,,193.0,,9.0,0.0,145.0,220.0,118.0,29.0,,,29.0,299.0,20.0,36.0,140.0,724.0,,120.0,0.0,,710.0,215.0,,1.0,189.0,46.0,1797.0,1036.0,76.0,6.0,41.0,61.0,25.0,289.0,538.0,,4.0,44.0,55.0,69.0,,7.0,7.0,1.0,2.1944,36.0,16.0,4.0,96.0,2.0,8.0,6.0,2.0,1.0,6.0,9.0,19.0,25.0,3.0,4.0,10.0,18.0,4.0,18.0,1.0,59.0,26.0,1.0,3.0,18.0,9.0,,22.0,22.0,1.0,15.0,9.0,6.0,18.0,17.0,8.0,13.0,35.0,16.0,,122.0,1.0,13.0,6.0,11.0,1.8422,2.0,2.0,2.0,,1.0,1.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,
427420,Giovanni Reyna,Midfielder,Nott'm Forest,17,United States,2023-24,2.4025,,0.3691,,3.0,0.0,,33.0,,2.0,0.0,42.0,28.0,14.0,9.0,,,9.0,78.0,2.0,2.0,14.0,129.0,,26.0,0.0,,125.0,38.0,,,39.0,4.0,230.0,184.0,19.0,1.0,6.0,12.0,,39.0,111.0,,0.0,1.0,3.0,23.0,1.0,1.0,2.0,,0.2059,7.0,4.0,,13.0,1.0,8.0,3.0,,,1.0,7.0,4.0,16.0,1.0,2.0,9.0,14.0,,6.0,,14.0,3.0,,1.0,4.0,4.0,,6.0,8.0,,7.0,2.0,2.0,3.0,3.0,,3.0,2.0,3.0,,29.0,1.0,2.0,1.0,3.0,0.2953,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
210462,Ibrahim Sangaré,Midfielder,Nott'm Forest,17,Cote d’Ivoire,2023-24,12.4379,1.0,0.439,19.0,16.0,0.0,,103.0,,9.0,0.0,134.0,146.0,70.0,17.0,,,17.0,162.0,13.0,12.0,81.0,419.0,,109.0,0.0,,412.0,111.0,,1.0,94.0,23.0,1037.0,595.0,65.0,4.0,33.0,56.0,6.0,176.0,315.0,,6.0,17.0,29.0,69.0,,3.0,,1.0,,42.0,5.0,3.0,64.0,,11.0,2.0,,,1.0,4.0,,25.0,,,16.0,12.0,1.0,7.0,2.0,53.0,17.0,,,19.0,6.0,,2.0,14.0,2.0,9.0,5.0,,23.0,6.0,7.0,22.0,16.0,,,76.0,1.0,9.0,1.0,19.0,0.6499,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524070,Jamie McDonnell,Midfielder,Nott'm Forest,17,Northern Ireland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243345,Lewis O'Brien,Midfielder,Nott'm Forest,17,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222531,Morgan Gibbs-White,Midfielder,Nott'm Forest,17,England,2023-24,44.5432,2.0,6.7592,18.0,59.0,0.0,,271.0,,57.0,1.0,419.0,432.0,179.0,37.0,,,37.0,729.0,35.0,50.0,297.0,1284.0,,288.0,0.0,,1205.0,619.0,,3.0,319.0,73.0,3161.0,2030.0,197.0,9.0,53.0,136.0,16.0,312.0,914.0,,9.0,56.0,59.0,222.0,19.0,25.0,15.0,6.0,3.5191,36.0,46.0,17.0,241.0,10.0,35.0,33.0,5.0,1.0,15.0,2.0,97.0,131.0,6.0,54.0,70.0,109.0,4.0,64.0,10.0,152.0,23.0,4.0,6.0,12.0,55.0,1.0,128.0,99.0,10.0,61.0,31.0,25.0,24.0,44.0,8.0,37.0,17.0,65.0,,262.0,5.0,8.0,15.0,27.0,6.9232,6.0,4.0,4.0,,4.0,,1.0,22.0,2.0,,5.0,1.0,1.0,,,,,,,,,4.0,4.0,0.3297,,,,1.0,,,
250199,Nicolás Domínguez,Midfielder,Nott'm Forest,17,Argentina,2023-24,18.402,,1.2779,23.0,27.0,0.0,,213.0,,16.0,0.0,192.0,259.0,108.0,26.0,,,26.0,378.0,19.0,22.0,121.0,829.0,,152.0,0.0,,813.0,167.0,,1.0,209.0,27.0,1503.0,1098.0,107.0,5.0,39.0,86.0,19.0,332.0,681.0,,4.0,26.0,34.0,85.0,1.0,8.0,6.0,2.0,1.4387,63.0,14.0,2.0,95.0,2.0,6.0,3.0,2.0,0.0,1.0,7.0,1.0,40.0,1.0,2.0,19.0,33.0,1.0,8.0,7.0,66.0,26.0,2.0,1.0,29.0,8.0,1.0,4.0,15.0,7.0,21.0,8.0,2.0,34.0,7.0,5.0,26.0,18.0,,,148.0,4.0,16.0,1.0,24.0,1.3184,2.0,3.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
179519,Orel Mangala,Midfielder,Nott'm Forest,17,Belgium,2023-24,22.6608,4.0,0.2972,28.0,31.0,0.0,,199.0,,21.0,0.0,142.0,167.0,74.0,20.0,,,20.0,270.0,19.0,25.0,73.0,642.0,,128.0,0.0,,637.0,125.0,,1.0,187.0,23.0,1569.0,866.0,70.0,6.0,12.0,60.0,6.0,300.0,546.0,,6.0,13.0,25.0,72.0,1.0,1.0,1.0,1.0,0.0208,27.0,9.0,1.0,60.0,,5.0,1.0,1.0,0.0,1.0,1.0,,14.0,,1.0,4.0,9.0,1.0,6.0,,68.0,6.0,1.0,,14.0,13.0,,1.0,31.0,,10.0,8.0,3.0,13.0,13.0,6.0,23.0,26.0,,,89.0,,9.0,1.0,10.0,0.838,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
204968,Ryan Yates,Midfielder,Nott'm Forest,17,England,2023-24,26.4124,7.0,0.5972,39.0,38.0,0.0,,207.0,,57.0,1.0,288.0,274.0,110.0,35.0,,,35.0,304.0,21.0,34.0,162.0,818.0,,207.0,0.0,,743.0,210.0,,1.0,158.0,29.0,1986.0,1192.0,168.0,4.0,50.0,125.0,26.0,353.0,627.0,,6.0,36.0,45.0,120.0,1.0,11.0,7.0,2.0,0.9036,66.0,21.0,2.0,126.0,1.0,12.0,5.0,1.0,1.0,5.0,14.0,,81.0,1.0,1.0,38.0,45.0,2.0,6.0,6.0,82.0,27.0,0.0,1.0,26.0,4.0,,5.0,14.0,6.0,43.0,14.0,8.0,40.0,4.0,15.0,54.0,21.0,,,179.0,2.0,7.0,5.0,40.0,2.6962,2.0,5.0,5.0,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,
156689,Andreas Pereira,Midfielder,Fulham,54,Brazil,2023-24,34.0459,2.0,5.6723,11.0,40.0,0.0,,236.0,,27.0,1.0,234.0,317.0,99.0,37.0,,,37.0,619.0,34.0,34.0,225.0,1063.0,,184.0,0.0,,959.0,498.0,,3.0,266.0,50.0,2637.0,1615.0,84.0,6.0,58.0,70.0,13.0,286.0,788.0,,6.0,57.0,49.0,150.0,14.0,12.0,16.0,3.0,4.7104,25.0,40.0,14.0,168.0,7.0,9.0,62.0,3.0,3.0,6.0,3.0,148.0,50.0,6.0,67.0,36.0,67.0,5.0,77.0,6.0,114.0,14.0,0.0,6.0,13.0,22.0,,153.0,63.0,6.0,14.0,24.0,32.0,12.0,19.0,2.0,22.0,4.0,75.0,,244.0,7.0,29.0,6.0,19.0,4.6373,3.0,7.0,7.0,,2.0,1.0,1.0,51.0,3.0,,,,,,,,,,,,,7.0,7.0,0.4278,,,,1.0,,,
153366,Harrison Reed,Midfielder,Fulham,54,England,2023-24,24.3898,3.0,1.4947,22.0,23.0,0.0,,181.0,,10.0,0.0,128.0,173.0,72.0,27.0,,,27.0,271.0,15.0,19.0,106.0,722.0,,105.0,0.0,,689.0,159.0,,3.0,185.0,21.0,1325.0,917.0,53.0,4.0,34.0,43.0,7.0,349.0,595.0,,6.0,16.0,45.0,75.0,2.0,2.0,2.0,1.0,0.4076,29.0,7.0,2.0,90.0,2.0,8.0,11.0,,,1.0,12.0,5.0,23.0,2.0,4.0,13.0,10.0,4.0,12.0,1.0,62.0,10.0,,2.0,11.0,5.0,,15.0,18.0,1.0,10.0,5.0,3.0,18.0,5.0,9.0,26.0,11.0,4.0,,183.0,7.0,9.0,1.0,21.0,0.2996,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,0.0352,,,,1.0,,,
577725,Josh King,Midfielder,Fulham,54,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154296,João Palhinha,Midfielder,Fulham,54,Portugal,2023-24,39.1317,3.0,1.0041,54.0,46.0,0.0,,417.0,,56.0,0.0,425.0,398.0,195.0,33.0,,,33.0,496.0,31.0,35.0,224.0,1321.0,,353.0,0.0,,1267.0,300.0,,5.0,309.0,80.0,2709.0,1895.0,259.0,11.0,77.0,218.0,23.0,602.0,1017.0,,13.0,64.0,78.0,166.0,1.0,12.0,14.0,1.0,4.1823,152.0,33.0,6.0,160.0,1.0,9.0,4.0,4.0,4.0,6.0,2.0,,72.0,4.0,1.0,31.0,43.0,5.0,12.0,6.0,135.0,48.0,0.0,4.0,77.0,9.0,2.0,4.0,35.0,6.0,41.0,19.0,5.0,75.0,11.0,9.0,52.0,46.0,,,197.0,,13.0,6.0,45.0,3.3161,2.0,6.0,6.0,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,1.0,0.0195,1.0,,,,,,
511504,Kristian Sekularac,Midfielder,Fulham,54,Switzerland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515024,Luke Harris,Midfielder,Fulham,54,Wales,2023-24,3.382,,0.0107,,5.0,0.0,,3.0,,2.0,0.0,8.0,2.0,3.0,1.0,,,1.0,2.0,,5.0,3.0,14.0,,8.0,0.0,,11.0,5.0,,,2.0,,74.0,21.0,3.0,,,3.0,,9.0,11.0,,0.0,,3.0,5.0,,,1.0,,0.2805,1.0,1.0,,3.0,,,,,,,1.0,,,,,,1.0,1.0,,,5.0,,,,,2.0,,,2.0,,,,,1.0,,,2.0,,,,7.0,,,,,0.2773,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515023,Matt Dibley-Dias,Midfielder,Fulham,54,New Zealand,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212314,Sasa Lukic,Midfielder,Fulham,54,Serbia,2023-24,21.7847,1.0,0.4739,18.0,20.0,0.0,,125.0,,9.0,0.0,127.0,121.0,65.0,24.0,,,24.0,206.0,13.0,15.0,61.0,489.0,,108.0,0.0,,469.0,92.0,,2.0,152.0,11.0,1119.0,663.0,58.0,5.0,20.0,47.0,4.0,222.0,417.0,,3.0,10.0,25.0,69.0,,5.0,3.0,,1.3922,33.0,8.0,4.0,51.0,,6.0,3.0,1.0,0.0,,11.0,,19.0,,,8.0,24.0,2.0,11.0,5.0,61.0,13.0,1.0,,14.0,3.0,,4.0,13.0,5.0,11.0,5.0,6.0,19.0,5.0,5.0,27.0,16.0,,,91.0,,8.0,,20.0,1.6081,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
76357,Tom Cairney,Midfielder,Fulham,54,Scotland,2023-24,25.282,3.0,2.4608,6.0,27.0,0.0,,350.0,,23.0,0.0,148.0,303.0,105.0,34.0,,,34.0,635.0,14.0,23.0,120.0,1241.0,,128.0,0.0,,1219.0,208.0,,3.0,302.0,41.0,1475.0,1481.0,87.0,4.0,25.0,73.0,11.0,491.0,1080.0,,3.0,29.0,33.0,61.0,4.0,3.0,8.0,4.0,1.5092,24.0,14.0,2.0,91.0,4.0,8.0,16.0,1.0,0.0,,20.0,2.0,20.0,4.0,5.0,6.0,33.0,5.0,22.0,3.0,55.0,12.0,1.0,4.0,8.0,5.0,,20.0,29.0,3.0,14.0,6.0,3.0,16.0,26.0,4.0,16.0,13.0,1.0,,286.0,,8.0,,12.0,1.0785,,3.0,3.0,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,
432931,Tyrese Francois,Midfielder,Fulham,54,Australia,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
