playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,successfulLaunches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,penaltiesSaved,savesFromPenalty,crossesNotClaimed,foulWonPenalty,redCards2ndYellow,secondGoalAssists,clearancesOffTheLine,otherGoals,penaltiesTaken,penaltyGoals
424876,Dominik Szoboszlai,Midfielder,Liverpool,14,Hungary,2024-25,134.0,25.0,23.0,3.5471,38.0,5.0,36.0,1243.0,6.0,4.0,4.0,13.0,7.0,10.0,10.0,23.0,4.0,83.0,5.0,1.0,30.2011,50.0,12.0,24.0,1.0,133.0,36.0,1.0,5.0,17.0,28.0,40.0,4.0,1178.0,19.0,285.0,20.0,4.0,290.0,44.0,10.0,54.0,388.0,1661.0,35.0,1.0,432.0,1.0,29.0,46.0,6.0,5.8831,0.0,0.1918,,42.0,148.0,6.0,44.0,29.0,177.0,18.0,17.0,42.0,8.0,7.0,13.0,2496.0,3.0,102.0,61.0,1012.0,108.0,14.0,29.0,111.0,290.0,236.0,34.0,2.0,275.0,7.0,18.0,647.0,25.0,,12.0,194.0,19.0,0.0,18.0,21.0,5.0,9.0,12.0,13.0,11.0,15.0,7.3435,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
223541,Federico Chiesa,Forward,Liverpool,14,Italy,2024-25,15.0,2.0,2.0,0.1611,1.0,,6.0,28.0,,,,2.0,5.0,1.0,1.0,4.0,1.0,3.0,,1.0,5.182,2.0,,2.0,0.0,6.0,6.0,,,2.0,2.0,6.0,,28.0,1.0,13.0,,,5.0,3.0,,1.0,7.0,52.0,1.0,1.0,9.0,,,1.0,,0.1567,0.0,,,3.0,2.0,,,1.0,2.0,2.0,,4.0,,1.0,,104.0,,3.0,2.0,25.0,4.0,1.0,3.0,11.0,11.0,18.0,1.0,,5.0,1.0,1.0,17.0,2.0,,,14.0,,0.0,,,,,1.0,2.0,,1.0,0.3377,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
464353,Harvey Davies,Goalkeeper,Liverpool,14,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
444884,Harvey Elliott,Midfielder,Liverpool,14,England,2024-25,16.0,4.0,4.0,1.3269,5.0,1.0,18.0,269.0,1.0,1.0,1.0,2.0,16.0,2.0,2.0,2.0,1.0,10.0,2.0,,7.7442,8.0,2.0,1.0,0.0,15.0,18.0,,1.0,4.0,9.0,8.0,1.0,260.0,9.0,65.0,3.0,1.0,81.0,,2.0,18.0,69.0,350.0,8.0,1.0,80.0,,6.0,8.0,,0.6524,0.0,0.0675,,13.0,34.0,2.0,3.0,2.0,40.0,7.0,6.0,3.0,,1.0,3.0,360.0,,11.0,9.0,211.0,23.0,3.0,6.0,14.0,43.0,27.0,5.0,0.0,76.0,1.0,2.0,152.0,5.0,,2.0,24.0,1.0,0.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,,1.7614,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
204716,Ibrahima Konaté,Defender,Liverpool,14,France,2024-25,70.0,4.0,4.0,0.1609,40.0,1.0,31.0,1897.0,1.0,,1.0,,1.0,3.0,3.0,31.0,2.0,62.0,,,28.5051,8.0,4.0,20.0,0.0,98.0,31.0,,,2.0,,4.0,,1856.0,11.0,199.0,26.0,,675.0,27.0,,45.0,138.0,2221.0,5.0,,1033.0,,77.0,66.0,,0.9252,0.0,,,15.0,107.0,2.0,1.0,30.0,184.0,,,106.0,11.0,,,2565.0,,137.0,22.0,1668.0,23.0,125.0,28.0,39.0,480.0,207.0,14.0,0.0,604.0,,14.0,680.0,26.0,1.0,4.0,101.0,75.0,0.0,3.0,3.0,15.0,17.0,6.0,,31.0,5.0,1.7707,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,
491501,James McConnell,Midfielder,Liverpool,14,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
441428,Jarell Quansah,Defender,Liverpool,14,England,2024-25,26.0,1.0,,,12.0,,13.0,378.0,,,,,9.0,,,10.0,3.0,14.0,,1.0,13.167,2.0,1.0,1.0,0.0,19.0,13.0,,,2.0,2.0,4.0,,358.0,,47.0,8.0,,142.0,9.0,,10.0,33.0,470.0,10.0,,253.0,,13.0,16.0,,0.1954,0.0,,2.0,,19.0,,,4.0,32.0,2.0,,17.0,,,,488.0,,21.0,5.0,336.0,6.0,27.0,12.0,16.0,89.0,47.0,3.0,,114.0,,4.0,93.0,9.0,,1.0,30.0,7.0,0.0,1.0,1.0,7.0,7.0,1.0,,7.0,5.0,0.0953,2.0,,,10.0,,,,,,,10.0,,,,1.0,2.0,1.0,2.0,,,,,,,,,,
171287,Joe Gomez,Defender,Liverpool,14,England,2024-25,13.0,,2.0,0.509,13.0,1.0,9.0,416.0,,,,,3.0,2.0,2.0,4.0,2.0,16.0,,,7.2584,2.0,,3.0,0.0,34.0,9.0,,,,1.0,2.0,,404.0,1.0,51.0,10.0,,131.0,2.0,,13.0,43.0,491.0,4.0,,238.0,,15.0,17.0,1.0,0.0977,0.0,,,3.0,29.0,,1.0,6.0,44.0,1.0,,13.0,1.0,,1.0,519.0,,25.0,5.0,359.0,5.0,19.0,8.0,9.0,103.0,38.0,3.0,,139.0,,3.0,135.0,6.0,,,25.0,9.0,0.0,,,6.0,7.0,2.0,,5.0,,0.3281,1.0,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,
596042,Kieran Morrison,Midfielder,Liverpool,14,Northern Ireland,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214285,Kostas Tsimikas,Defender,Liverpool,14,Greece,2024-25,35.0,1.0,2.0,0.4745,31.0,1.0,18.0,525.0,,1.0,,1.0,9.0,2.0,2.0,8.0,1.0,42.0,7.0,,9.2585,15.0,,6.0,0.0,31.0,18.0,,,5.0,50.0,9.0,,516.0,1.0,119.0,20.0,,28.0,9.0,31.0,24.0,115.0,765.0,58.0,,225.0,,12.0,14.0,5.0,2.3237,0.0,,,3.0,35.0,1.0,1.0,9.0,47.0,15.0,41.0,13.0,2.0,,14.0,833.0,,47.0,12.0,454.0,13.0,17.0,8.0,27.0,166.0,82.0,3.0,,216.0,,11.0,267.0,7.0,,,69.0,5.0,0.0,6.0,5.0,2.0,11.0,5.0,1.0,5.0,3.0,0.3831,2.0,,,,,,,1.0,,,,,,,,5.0,,,,,,,,1.0,,,,
244731,Luis Díaz,Forward,Liverpool,14,Colombia,2024-25,208.0,22.0,30.0,11.5787,39.0,2.0,36.0,826.0,13.0,10.0,6.0,4.0,8.0,13.0,13.0,38.0,2.0,122.0,,,23.6376,51.0,18.0,31.0,4.0,105.0,36.0,7.0,3.0,51.0,21.0,100.0,,823.0,19.0,301.0,26.0,,93.0,48.0,,34.0,203.0,1315.0,14.0,2.0,141.0,2.0,6.0,15.0,11.0,4.4555,0.0,,8.0,49.0,109.0,5.0,21.0,28.0,115.0,21.0,1.0,52.0,4.0,4.0,11.0,2410.0,2.0,136.0,43.0,677.0,181.0,7.0,21.0,170.0,397.0,344.0,19.0,7.0,133.0,4.0,13.0,581.0,19.0,2.0,18.0,292.0,14.0,0.0,22.0,53.0,,7.0,21.0,4.0,1.0,17.0,12.0231,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,
118748,Mohamed Salah,Forward,Liverpool,14,Egypt,2024-25,185.0,26.0,61.0,28.7122,21.0,19.0,38.0,1155.0,29.0,18.0,16.0,3.0,,29.0,29.0,14.0,5.0,118.0,,1.0,42.7087,71.0,23.0,39.0,9.0,101.0,38.0,3.0,26.0,72.0,62.0,139.0,1.0,1149.0,43.0,633.0,11.0,1.0,518.0,25.0,,27.0,336.0,1864.0,22.0,6.0,182.0,2.0,25.0,35.0,17.0,9.0576,0.0,0.1246,7.0,104.0,277.0,18.0,40.0,38.0,302.0,61.0,,23.0,8.0,3.0,17.0,3377.0,3.0,127.0,74.0,826.0,394.0,5.0,40.0,171.0,49.0,312.0,12.0,13.0,252.0,3.0,10.0,688.0,35.0,,23.0,289.0,9.0,0.0,57.0,58.0,,9.0,9.0,3.0,5.0,9.0,25.3674,1.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,2.0,,,9.0,9.0
611922,Rio Ngumoha,Forward,Liverpool,14,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
441266,Ryan Gravenberch,Midfielder,Liverpool,14,Netherlands,2024-25,140.0,7.0,5.0,0.3837,69.0,8.0,37.0,1904.0,,,,6.0,,,,14.0,5.0,158.0,,,36.6996,22.0,1.0,52.0,0.0,193.0,37.0,,,30.0,3.0,56.0,,1882.0,8.0,324.0,35.0,,596.0,47.0,,41.0,321.0,2462.0,10.0,,765.0,,42.0,58.0,4.0,3.5328,1.0,,4.0,13.0,158.0,4.0,29.0,37.0,200.0,3.0,,40.0,11.0,5.0,4.0,3168.0,,184.0,40.0,1663.0,28.0,57.0,35.0,126.0,482.0,324.0,25.0,,505.0,5.0,34.0,943.0,30.0,,1.0,284.0,26.0,1.0,5.0,37.0,10.0,60.0,9.0,6.0,18.0,21.0,1.1183,6.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
169187,Trent Alexander-Arnold,Defender,Liverpool,14,England,2024-25,112.0,18.0,8.0,0.7292,72.0,12.0,33.0,1616.0,3.0,1.0,3.0,11.0,5.0,2.0,2.0,13.0,2.0,98.0,14.0,,27.2243,47.0,7.0,9.0,1.0,132.0,33.0,2.0,1.0,17.0,114.0,32.0,3.0,1558.0,19.0,577.0,50.0,3.0,542.0,11.0,34.0,126.0,178.0,2321.0,153.0,3.0,499.0,,173.0,89.0,23.0,7.3721,0.0,0.2283,3.0,27.0,187.0,6.0,8.0,28.0,360.0,70.0,55.0,16.0,4.0,3.0,39.0,2377.0,,101.0,53.0,1130.0,50.0,48.0,25.0,99.0,131.0,213.0,17.0,0.0,765.0,3.0,22.0,796.0,23.0,,7.0,197.0,3.0,0.0,28.0,17.0,9.0,31.0,16.0,11.0,79.0,3.0,1.88,5.0,,,,,,,14.0,,,,,,,,39.0,,,,,,,,3.0,,,,
581317,Trent Koné-Doherty,Forward,Liverpool,14,Ireland,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
591386,Trey Nyoni,Midfielder,Liverpool,14,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
440148,Tyler Morton,Midfielder,Liverpool,14,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97032,Virgil van Dijk,Defender,Liverpool,14,Netherlands,2024-25,79.0,3.0,8.0,2.3978,38.0,1.0,37.0,2922.0,3.0,,2.0,,,3.0,3.0,46.0,4.0,54.0,,1.0,39.1381,11.0,3.0,13.0,1.0,115.0,37.0,,,2.0,1.0,7.0,1.0,2706.0,16.0,264.0,20.0,1.0,741.0,17.0,,154.0,103.0,3346.0,8.0,1.0,1596.0,,122.0,63.0,,0.9758,0.0,0.0195,,24.0,121.0,1.0,,37.0,243.0,1.0,,165.0,14.0,2.0,,3330.0,,173.0,20.0,2525.0,49.0,190.0,38.0,33.0,1104.0,252.0,11.0,1.0,974.0,2.0,18.0,1083.0,34.0,3.0,3.0,87.0,119.0,0.0,1.0,3.0,16.0,56.0,,,42.0,12.0,2.2383,5.0,,,130.0,,,,12.0,,,125.0,5.0,,,,,,1.0,,,,,,,,,,
432987,Vítezslav Jaros,Goalkeeper,Liverpool,14,Czech Republic,2024-25,,,,,,,1.0,6.0,,,,,1.0,,,,,,,,0.0334,,,,0.0,3.0,1.0,,,,,,,4.0,,2.0,,,,,,4.0,,11.0,,,,,2.0,,,0.003,0.0,,,,,,,,2.0,,,,,,,11.0,,,,,,1.0,,,,,,,6.0,,,4.0,,,,,,0.0,,,,,,,1.0,,,0.0,,,1.0,,,1.0,3.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,
158983,Wataru Endo,Midfielder,Liverpool,14,Japan,2024-25,26.0,,,,12.0,,20.0,189.0,,,,,19.0,,,4.0,,21.0,,,3.8637,2.0,,7.0,0.0,14.0,20.0,,,,1.0,3.0,,187.0,,21.0,8.0,,54.0,15.0,,4.0,35.0,253.0,4.0,,90.0,,,3.0,,0.1018,0.0,,,,11.0,,5.0,1.0,11.0,1.0,,7.0,,,,261.0,,24.0,9.0,174.0,3.0,8.0,5.0,22.0,51.0,50.0,7.0,,49.0,,4.0,88.0,5.0,,,43.0,3.0,0.0,,2.0,1.0,6.0,1.0,,,12.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
