playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goals,offsides,awayGoals,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulPassesOwnHalf,throughBalls,substituteOn,successfulLaunches,tacklesWon,interceptions,unsuccessfulLaunches,foulAttemptedTackle,unsuccessfulLongPasses,savesMadeFromOutsideBox,goalKicks,cleanSheets,penaltiesFaced,penaltiesConceded,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,throwInsToOwnPlayer,savesMadeFromInsideBox,successfulCrossesOpenPlay,overruns,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,successfulCrossesAndCorners,unsuccessfulCrossesAndCorners,shotsBlockedOutsideBox,expectedGoalsFreekick,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,penaltiesTaken,oboxTarget,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltyGoals,throwInsToOppositionPlayer,handballsConceded,foulWonPenalty
606702,Jérémy Jacquet,Defender,Liverpool,14,France,2026-27,7.0,0.1,0.0,,,,7.0,,12.0,3.0,,3.0,15.0,205.0,,,,8.0,,237.0,,3.0,18.0,1.0,2.0,13.0,180.0,2.0,1.0,3.2369,3.0,9.0,4.0,,4.0,49.0,4.0,0.0,25.0,1.0,,55.0,10.0,3.0,,3.0,,,108.0,3.0,1.0,,17.0,5.0,0.0,198.0,,,22.0,2.0,2.0,93.0,3.0,10.0,8.0,246.0,2.0,82.0,,1.0,5.0,,,,4.0,5.0,2.0,2.0,3.0,,5.0,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,
214285,Kostas Tsimikas,Defender,Liverpool,14,Greece,2026-27,2.0,0.0053,0.0,,1.0,0.5365,,1.0,,1.0,,,,13.0,,,,,,19.0,,,,,,,13.0,1.0,,,,,,,2.0,3.0,,0.0,2.0,,,7.0,,1.0,,,,1.0,10.0,,1.0,,2.0,,0.0,13.0,,,3.0,,,1.0,1.0,,2.0,20.0,,3.0,0.0415,0.0,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,
514514,Lewis Koumas,Forward,Liverpool,14,Wales,2026-27,1.0,0.005,0.0,1.0,,,,,,2.0,,,1.0,3.0,,,,1.0,,13.0,,1.0,1.0,,,1.0,2.0,2.0,,0.4883,,,,1.0,,,,0.0,2.0,,,2.0,1.0,2.0,,,,,2.0,,,1.0,1.0,,0.0,3.0,,1.0,1.0,1.0,,,,,1.0,5.0,,,0.0288,0.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544877,Milos Kerkez,Defender,Liverpool,14,Hungary,2026-27,16.0,0.0621,0.0,,1.0,0.0376,6.0,2.0,13.0,3.0,1.0,3.0,19.0,113.0,,,,8.0,,251.0,,4.0,13.0,1.0,2.0,9.0,89.0,2.0,1.0,3.5963,2.0,9.0,4.0,,12.0,39.0,3.0,0.0,29.0,1.0,,48.0,8.0,3.0,,3.0,,2.0,64.0,3.0,6.0,,21.0,4.0,0.0,112.0,1.0,,38.0,,3.0,7.0,5.0,5.0,19.0,174.0,1.0,32.0,0.0243,2.0,4.0,,,,3.0,2.0,4.0,3.0,6.0,,,1.0,,,,,,,,,9.0,,2.0,,,6.0,,2.0,6.0,,,,1.0,,,1.0,,,,,4.0,,
611922,Rio Ngumoha,Forward,Liverpool,14,England,2026-27,6.0,0.0475,0.0,1.0,,,1.0,,4.0,2.0,,1.0,4.0,22.0,,,,1.0,,82.0,,1.0,4.0,1.0,1.0,4.0,18.0,2.0,,1.139,,,2.0,1.0,5.0,8.0,1.0,0.0,10.0,,,2.0,2.0,2.0,,,,2.0,17.0,1.0,4.0,1.0,9.0,,0.0,22.0,,,14.0,2.0,,5.0,1.0,,7.0,39.0,1.0,2.0,0.0402,0.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,4.0,,1.0,4.0,,,,,,,,,,,,,,
445087,Ronald Araujo,Defender,Liverpool,14,Uruguay,2026-27,6.0,0.0535,0.0,,,,2.0,,4.0,3.0,,1.0,10.0,91.0,,,,11.0,,123.0,,2.0,13.0,,3.0,4.0,76.0,1.0,,1.1223,,11.0,,,4.0,20.0,,0.0,19.0,2.0,,24.0,4.0,3.0,,2.0,,1.0,49.0,,1.0,,8.0,9.0,0.0,88.0,,,20.0,2.0,2.0,39.0,2.0,5.0,8.0,125.0,,32.0,,1.0,4.0,,2.0,,,,2.0,,6.0,,,1.0,,,,,,,,,4.0,,,,,2.0,,,2.0,,,,,,,,,,,,3.0,,
441266,Ryan Gravenberch,Midfielder,Liverpool,14,Netherlands,2026-27,9.0,0.0616,0.0,2.0,,,2.0,,5.0,3.0,4.0,1.0,5.0,70.0,,,,1.0,,123.0,,,7.0,1.0,2.0,6.0,62.0,,,1.3362,1.0,1.0,2.0,,9.0,22.0,4.0,0.0,16.0,1.0,,26.0,9.0,3.0,,1.0,,,46.0,1.0,7.0,,15.0,1.0,0.0,70.0,,,16.0,,,13.0,2.0,3.0,9.0,96.0,1.0,19.0,0.0628,0.0,1.0,,2.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,
591386,Trey Nyoni,Midfielder,Liverpool,14,England,2026-27,2.0,0.0055,0.0,,,,2.0,,1.0,2.0,1.0,,2.0,25.0,,,,1.0,,19.0,,1.0,2.0,,1.0,2.0,23.0,,,0.1289,,,,,1.0,9.0,,0.0,4.0,,,9.0,2.0,2.0,,2.0,,,11.0,,,,3.0,,0.0,25.0,,,2.0,,,4.0,,,3.0,28.0,,12.0,,0.0,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97032,Virgil van Dijk,Defender,Liverpool,14,Netherlands,2026-27,4.0,0.0683,0.0,1.0,1.0,0.1741,5.0,1.0,10.0,3.0,,3.0,28.0,265.0,,,,14.0,1.0,270.0,1.0,4.0,15.0,1.0,1.0,5.0,217.0,4.0,1.0,3.5963,,18.0,4.0,1.0,,118.0,,0.0,19.0,1.0,,87.0,15.0,3.0,,1.0,,,113.0,3.0,,1.0,5.0,10.0,0.0,250.0,,1.0,29.0,,,48.0,,20.0,12.0,298.0,,124.0,0.2493,1.0,3.0,,,1.0,4.0,2.0,5.0,,18.0,,6.0,1.0,,,,,,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
551499,Víctor Muñoz,Forward,Liverpool,14,Spain,2026-27,16.0,0.2524,0.0,3.0,1.0,0.4691,2.0,3.0,8.0,3.0,,2.0,9.0,52.0,1.0,,0.0,1.0,,181.0,,1.0,10.0,,5.0,10.0,42.0,10.0,1.0,2.3186,1.0,,2.0,3.0,15.0,11.0,5.0,0.0,26.0,2.0,1.0,8.0,5.0,3.0,1.0,2.0,,6.0,39.0,2.0,9.0,3.0,25.0,,0.0,52.0,2.0,1.0,33.0,3.0,1.0,15.0,5.0,1.0,18.0,111.0,1.0,7.0,0.4178,1.0,1.0,,1.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,3.0,2.0,,5.0,,3.0,5.0,,,,,,,,,,,,,,1.0
158983,Wataru Endo,Midfielder,Liverpool,14,Japan,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
