playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,homeGoals,leftFootGoals,blocks,throwInsToOppositionPlayer,penaltyGoalsConceded,successfulLaunches,lastPlayerTackle,handballsConceded,foulWonPenalty,unsuccessfulLayoffs,rightFootGoals,headedGoals,penaltiesTaken,penaltyGoals,ownGoalScored,penaltiesConceded,redCards2ndYellow,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,otherGoals
40380,Nabil El Zhar,Midfielder,Liverpool,14,Morocco,2009-10,10.0,,0.0,2.0,1.0,4.0,1.0,,2.0,3.0,,,1.0,2.0,4.0,28.0,,2.0,,2.0,,,89.0,2.0,8.0,,8.0,25.0,,,1.0,,,8.0,3.0,0.0,18.0,7.0,3.0,,3.0,19.0,,4.0,8.0,16.0,,0.0,27.0,,1.0,14.0,4.0,1.0,,,5.0,,1.0,60.0,1.0,1.0,,,7.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59948,Nathan Eccleston,Forward,Liverpool,14,England,2009-10,,,0.0,,,,,,3.0,1.0,,,,3.0,,11.0,,1.0,,,,,12.0,,1.0,,1.0,8.0,,,,,1.0,,,0.0,1.0,3.0,1.0,,,3.0,1.0,,,1.0,,0.0,11.0,,,3.0,,1.0,,,,,,13.0,,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8432,Pepe Reina,Goalkeeper,Liverpool,14,Spain,2009-10,4.0,,0.0,,,1.0,,,13.0,38.0,1.0,,38.0,415.0,,1034.0,,,,7.0,17.0,,3420.0,1.0,15.0,2.0,9.0,333.0,,,,40.0,35.0,3.0,6.0,0.0,19.0,467.0,38.0,,,158.0,33.0,,,12.0,6.0,0.0,518.0,,,431.0,1.0,1.0,,,,,286.0,1481.0,2.0,,,191.0,461.0,2.0,402.0,44.0,,,,,,,3.0,73.0,,,,,,,,,,,,1.0,45.0,40.0,293.0,33.0,4.0,1.0,28.0,101.0,1.0,7.0,4.0,394.0,133.0,18.0,60.0,,
14476,Philipp Degen,Defender,Liverpool,14,Switzerland,2009-10,28.0,4.0,1.0,,,13.0,2.0,,32.0,7.0,,6.0,3.0,37.0,6.0,150.0,2.0,4.0,,9.0,,4.0,327.0,6.0,32.0,,29.0,112.0,,8.0,6.0,6.0,3.0,22.0,13.0,0.0,60.0,10.0,7.0,2.0,5.0,80.0,3.0,6.0,9.0,51.0,3.0,1.0,149.0,2.0,,56.0,11.0,3.0,,9.0,8.0,,1.0,246.0,18.0,2.0,,3.0,37.0,1.0,5.0,5.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46506,Péter Gulácsi,Goalkeeper,Liverpool,14,Hungary,2009-10,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19520,Ryan Babel,Forward,Liverpool,14,Netherlands,2009-10,114.0,4.0,0.0,7.0,11.0,18.0,24.0,4.0,61.0,25.0,1.0,41.0,9.0,64.0,27.0,351.0,4.0,16.0,1.0,28.0,2.0,4.0,954.0,20.0,58.0,1.0,50.0,277.0,,48.0,16.0,10.0,8.0,94.0,7.0,2.0,172.0,52.0,25.0,5.0,38.0,196.0,7.0,27.0,71.0,144.0,8.0,0.0,349.0,13.0,11.0,172.0,13.0,25.0,,20.0,12.0,,10.0,613.0,8.0,6.0,1.0,2.0,95.0,1.0,3.0,10.0,4.0,1.0,3.0,1.0,2.0,,,2.0,,2.0,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11248,Sotirios Kyrgiakos,Defender,Liverpool,14,Greece,2009-10,52.0,,1.0,3.0,3.0,15.0,9.0,1.0,83.0,14.0,,3.0,13.0,129.0,,621.0,,1.0,,96.0,6.0,,1193.0,35.0,94.0,,33.0,427.0,,22.0,1.0,130.0,12.0,17.0,16.0,0.0,146.0,25.0,14.0,4.0,,84.0,12.0,,4.0,50.0,61.0,1.0,614.0,6.0,,190.0,11.0,2.0,,11.0,22.0,,65.0,847.0,,,1.0,43.0,408.0,1.0,46.0,38.0,1.0,1.0,0.0,,8.0,,,13.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
40400,Stephen Darby,Defender,Liverpool,14,England,2009-10,1.0,,0.0,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,,1.0,,,,,,0.0,1.0,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Steven Gerrard,Midfielder,Liverpool,14,England,2009-10,171.0,10.0,0.0,38.0,32.0,51.0,66.0,39.0,334.0,33.0,7.0,126.0,32.0,380.0,99.0,1702.0,,1.0,172.0,81.0,11.0,59.0,2850.0,52.0,146.0,1.0,117.0,1179.0,36.0,116.0,73.0,27.0,27.0,119.0,31.0,6.0,317.0,139.0,33.0,17.0,49.0,988.0,26.0,260.0,83.0,236.0,29.0,0.0,1655.0,34.0,54.0,753.0,34.0,35.0,15.0,28.0,43.0,122.0,143.0,2504.0,7.0,6.0,6.0,19.0,393.0,6.0,46.0,47.0,9.0,5.0,4.0,1.0,6.0,2.0,3.0,3.0,,1.0,,9.0,7.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,
13594,Yossi Benayoun,Midfielder,Liverpool,14,Israel,2009-10,143.0,5.0,0.0,8.0,13.0,42.0,27.0,24.0,147.0,30.0,4.0,42.0,19.0,154.0,22.0,816.0,3.0,11.0,14.0,51.0,2.0,6.0,1852.0,32.0,94.0,1.0,75.0,643.0,1.0,94.0,43.0,10.0,23.0,111.0,8.0,0.0,237.0,101.0,30.0,10.0,33.0,485.0,22.0,29.0,78.0,186.0,19.0,0.0,805.0,14.0,12.0,272.0,32.0,25.0,1.0,18.0,45.0,7.0,19.0,1182.0,11.0,16.0,1.0,10.0,183.0,1.0,7.0,24.0,6.0,0.0,6.0,1.0,1.0,4.0,3.0,1.0,,2.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
