playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,goalKicks,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,gkUnsuccessfulDistribution,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,oboxBlocked,goalsConcededOutsideBox,leftFootGoals,unsuccessfulCornersIntoBox,handballsConceded,secondGoalAssists,successfulCrossesOpenPlay,overruns,goalAssists,successfulLayoffs,foulWonPenalty,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,throwInsToOppositionPlayer,homeGoals,oboxTarget,shotsBlockedOutsideBox,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried,savesMadeFromInsideBox,rightFootGoals,hitWoodwork,penaltiesTaken,headedGoals,penaltyGoals,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,ownGoalScored,lastPlayerTackle,clearancesOffTheLine
121145,João Cancelo,Defender,Man City,43,Portugal,2022-23,1.0,1.0,3.0,70.0,1.5177,29.0,11.0,3.0,0.4003,29.0,6.0,2.0,121.0,17.0,21.0,16.0,145.0,33.0,1095.0,4.0,,1.0,38.0,4.0,,1278.0,,11.0,105.0,21.0,78.0,912.0,51.0,1.0,10.6523,11.0,,6.0,15.0,7.0,59.0,437.0,18.0,1.0,175.0,6.0,303.0,80.0,17.0,8.0,23.0,536.0,11.0,33.0,37.0,7.0,137.0,27.0,,1075.0,3.0,19.0,242.0,21.0,31.0,1.0,,118.0,13.0,19.0,38.0,237.0,1433.0,74.0,5.0,5.0,426.0,10.0,0.7349,24.0,30.0,2.0,0.0,4.0,4.0,1.0,,,,12.0,3.0,1.0,1.0,,,1.0,12.0,,4.0,2.0,1.0,4.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0
461358,Julián Alvarez,Forward,Man City,43,Argentina,2022-23,0.0,0.0,0.0,103.0,1.6192,42.0,13.0,22.0,7.1528,26.0,34.0,7.0,75.0,31.0,14.0,13.0,81.0,19.0,469.0,3.0,,18.0,31.0,3.0,7.0,1453.0,7.0,23.0,69.0,30.0,61.0,370.0,97.0,2.0,15.9731,18.0,,5.0,16.0,10.0,80.0,134.0,14.0,2.0,172.0,13.0,69.0,44.0,31.0,10.0,14.0,272.0,16.0,23.0,38.0,10.0,141.0,8.0,,456.0,12.0,20.0,175.0,16.0,21.0,,,133.0,21.0,2.0,18.0,133.0,721.0,4.0,5.0,2.0,119.0,5.0,7.3706,6.0,17.0,9.0,3.0,3.0,,1.0,3.0,1.0,,3.0,1.0,,19.0,1.0,4.0,6.0,3.0,3.0,,6.0,6.0,3.0,,,,,,,,,,,,,8.0,1.0,1.0,,1.0,,,,,,,,
155405,Kalvin Phillips,Midfielder,Man City,43,England,2022-23,0.0,0.0,1.0,21.0,0.1221,14.0,2.0,,,6.0,4.0,,15.0,12.0,10.0,2.0,23.0,,312.0,,,10.0,7.0,1.0,,291.0,,2.0,14.0,5.0,9.0,273.0,6.0,,5.4925,3.0,,8.0,3.0,,19.0,96.0,2.0,0.0,35.0,4.0,51.0,19.0,12.0,2.0,,160.0,3.0,,1.0,,28.0,5.0,,310.0,4.0,1.0,27.0,4.0,1.0,3.0,,109.0,10.0,5.0,16.0,56.0,359.0,,,2.0,129.0,7.0,0.3689,8.0,3.0,,,2.0,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
61366,Kevin De Bruyne,Midfielder,Man City,43,Belgium,2022-23,0.0,0.0,1.0,112.0,14.1332,55.0,21.0,21.0,5.1535,27.0,44.0,28.0,223.0,32.0,23.0,28.0,260.0,115.0,1357.0,5.0,,4.0,26.0,3.0,5.0,2425.0,5.0,13.0,106.0,66.0,93.0,1016.0,104.0,2.0,18.1049,82.0,1.0,10.0,23.0,4.0,99.0,256.0,29.0,2.0,218.0,25.0,419.0,97.0,32.0,15.0,19.0,875.0,18.0,161.0,48.0,4.0,192.0,13.0,,1310.0,23.0,35.0,526.0,12.0,37.0,2.0,,432.0,20.0,9.0,81.0,250.0,1962.0,30.0,12.0,3.0,287.0,13.0,5.4638,37.0,26.0,7.0,2.0,17.0,5.0,2.0,32.0,,1.0,29.0,2.0,16.0,16.0,2.0,72.0,9.0,65.0,,1.0,5.0,9.0,17.0,,,,,,,,,,,,,5.0,1.0,,,,1.0,30.0,7.0,7.0,0.4583,,,1.0
58621,Kyle Walker,Defender,Man City,43,England,2022-23,0.0,0.0,3.0,54.0,0.944,30.0,,1.0,,13.0,5.0,4.0,117.0,27.0,22.0,22.0,181.0,24.0,1729.0,,,5.0,34.0,6.0,,1956.0,,11.0,59.0,28.0,36.0,1477.0,15.0,1.0,20.1192,6.0,5.0,22.0,20.0,,43.0,228.0,10.0,0.0,113.0,10.0,529.0,124.0,27.0,4.0,4.0,831.0,17.0,24.0,10.0,,79.0,23.0,,1704.0,4.0,9.0,255.0,9.0,13.0,2.0,,683.0,15.0,18.0,71.0,289.0,2032.0,109.0,4.0,24.0,721.0,7.0,0.4046,64.0,43.0,,,,3.0,,,1.0,,4.0,,,1.0,,,1.0,4.0,,24.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
211975,Manuel Akanji,Defender,Man City,43,Switzerland,2022-23,0.0,0.0,2.0,77.0,0.9944,28.0,5.0,3.0,,36.0,10.0,,87.0,29.0,16.0,24.0,135.0,5.0,2021.0,,,5.0,58.0,6.0,3.0,2287.0,3.0,34.0,77.0,26.0,53.0,1819.0,34.0,2.0,18.736,6.0,4.0,30.0,23.0,3.0,43.0,522.0,12.0,0.0,154.0,18.0,637.0,136.0,29.0,11.0,3.0,764.0,20.0,5.0,6.0,3.0,96.0,24.0,,1993.0,7.0,1.0,162.0,25.0,6.0,9.0,,713.0,24.0,16.0,67.0,149.0,2258.0,25.0,2.0,16.0,1123.0,8.0,1.2055,48.0,56.0,,,2.0,3.0,,,,,1.0,,1.0,1.0,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
482769,Máximo Perrone,Midfielder,Man City,43,Argentina,2022-23,0.0,0.0,0.0,,0.0067,1.0,,,,,,,2.0,1.0,1.0,,2.0,,20.0,,,1.0,,,,18.0,,,,2.0,,18.0,2.0,,0.4413,,,,1.0,,,3.0,,0.0,,1.0,4.0,3.0,1.0,,,9.0,1.0,,,,,,,20.0,,1.0,3.0,,,,,7.0,,,,6.0,22.0,,,,9.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Man City,43,Netherlands,2022-23,0.0,0.0,2.0,39.0,1.3422,27.0,2.0,2.0,0.2557,26.0,7.0,1.0,113.0,26.0,12.0,22.0,151.0,14.0,1705.0,1.0,,4.0,59.0,6.0,,1876.0,,23.0,80.0,36.0,44.0,1520.0,33.0,3.0,12.4198,9.0,2.0,47.0,15.0,2.0,16.0,637.0,14.0,1.0,119.0,10.0,690.0,96.0,26.0,14.0,1.0,735.0,12.0,14.0,1.0,2.0,60.0,36.0,,1670.0,5.0,8.0,191.0,12.0,4.0,10.0,,238.0,12.0,20.0,34.0,140.0,1992.0,84.0,6.0,16.0,820.0,4.0,1.4988,38.0,55.0,1.0,0.0,,3.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,7.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,
472769,Nico O'Reilly,Midfielder,Man City,43,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209244,Phil Foden,Midfielder,Man City,43,England,2022-23,0.0,0.0,1.0,106.0,4.7521,26.0,13.0,22.0,7.5796,16.0,33.0,4.0,122.0,32.0,10.0,22.0,139.0,38.0,1003.0,6.0,,10.0,45.0,3.0,9.0,1843.0,9.0,26.0,106.0,55.0,87.0,840.0,136.0,,16.2495,38.0,1.0,11.0,16.0,8.0,80.0,271.0,29.0,2.0,212.0,23.0,154.0,91.0,32.0,6.0,31.0,642.0,12.0,64.0,60.0,8.0,167.0,19.0,,993.0,11.0,19.0,304.0,10.0,42.0,2.0,,197.0,10.0,5.0,24.0,381.0,1417.0,13.0,11.0,6.0,249.0,5.0,6.2715,17.0,18.0,11.0,3.0,5.0,4.0,7.0,20.0,1.0,1.0,15.0,3.0,5.0,17.0,1.0,39.0,2.0,27.0,1.0,,8.0,2.0,5.0,,,,,,,,,,,,,4.0,1.0,,,,,12.0,1.0,1.0,0.1642,,,
477064,Rico Lewis,Defender,Man City,43,England,2022-23,0.0,0.0,1.0,38.0,1.6183,27.0,1.0,2.0,0.1525,16.0,4.0,1.0,45.0,14.0,15.0,10.0,50.0,2.0,638.0,,,4.0,6.0,1.0,,903.0,,6.0,42.0,13.0,42.0,581.0,12.0,,7.8298,12.0,1.0,12.0,8.0,1.0,32.0,205.0,18.0,0.0,80.0,4.0,102.0,43.0,14.0,7.0,3.0,341.0,7.0,2.0,16.0,1.0,74.0,,,628.0,2.0,1.0,81.0,9.0,8.0,4.0,,202.0,10.0,6.0,7.0,129.0,784.0,26.0,4.0,4.0,250.0,5.0,0.2706,5.0,14.0,,,,1.0,,,,,3.0,,,8.0,,,2.0,3.0,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
103025,Riyad Mahrez,Forward,Man City,43,Algeria,2022-23,0.0,0.0,2.0,110.0,5.2807,39.0,15.0,13.0,3.9671,30.0,28.0,10.0,123.0,30.0,13.0,22.0,136.0,28.0,1033.0,7.0,,8.0,23.0,3.0,4.0,1923.0,4.0,14.0,108.0,44.0,99.0,861.0,116.0,2.0,18.9143,41.0,,2.0,23.0,8.0,96.0,37.0,42.0,2.0,218.0,26.0,140.0,82.0,30.0,16.0,27.0,670.0,21.0,70.0,54.0,8.0,195.0,9.0,,990.0,15.0,29.0,301.0,14.0,27.0,1.0,,488.0,16.0,9.0,36.0,368.0,1483.0,35.0,11.0,4.0,253.0,8.0,5.7552,13.0,25.0,5.0,1.0,7.0,2.0,3.0,35.0,1.0,1.0,10.0,4.0,10.0,15.0,,65.0,4.0,26.0,,2.0,4.0,4.0,7.0,,,,,,,,,,,,,2.0,1.0,1.0,,1.0,,15.0,7.0,7.0,0.5447,,,
220566,Rodri,Midfielder,Man City,43,Spain,2022-23,0.0,0.0,5.0,133.0,3.5026,90.0,17.0,14.0,2.9284,66.0,33.0,2.0,201.0,36.0,59.0,34.0,260.0,3.0,2977.0,3.0,,2.0,105.0,5.0,7.0,2920.0,7.0,33.0,184.0,47.0,112.0,2546.0,61.0,2.0,20.6187,26.0,6.0,42.0,26.0,11.0,100.0,983.0,20.0,0.0,317.0,26.0,624.0,301.0,36.0,25.0,8.0,1478.0,22.0,3.0,27.0,11.0,212.0,72.0,,2937.0,19.0,6.0,312.0,41.0,26.0,14.0,,974.0,47.0,33.0,171.0,396.0,3363.0,3.0,11.0,25.0,1242.0,27.0,4.6017,59.0,92.0,2.0,1.0,6.0,4.0,,,2.0,1.0,3.0,,6.0,24.0,,,5.0,3.0,1.0,,1.0,5.0,6.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,
171314,Rúben Dias,Defender,Man City,43,Portugal,2022-23,0.0,0.0,3.0,58.0,0.3238,38.0,3.0,2.0,0.5296,21.0,7.0,1.0,89.0,26.0,20.0,22.0,151.0,1.0,2072.0,,6.0,4.0,72.0,7.0,2.0,1997.0,2.0,28.0,81.0,15.0,37.0,1853.0,23.0,1.0,12.377,3.0,7.0,54.0,16.0,3.0,30.0,681.0,7.0,0.0,139.0,8.0,664.0,99.0,26.0,8.0,1.0,746.0,14.0,1.0,5.0,3.0,67.0,44.0,5.0,2028.0,5.0,1.0,158.0,13.0,9.0,13.0,1.0,643.0,19.0,18.0,68.0,84.0,2265.0,7.0,3.0,19.0,1175.0,10.0,1.3628,62.0,56.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
17601,Scott Carson,Goalkeeper,Man City,43,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437468,Sergio Gómez,Midfielder,Man City,43,Spain,2022-23,0.0,0.0,0.0,20.0,1.0682,7.0,1.0,,,9.0,6.0,,29.0,12.0,3.0,2.0,31.0,4.0,287.0,,,10.0,13.0,,,341.0,,10.0,15.0,9.0,12.0,251.0,10.0,1.0,7.4236,4.0,1.0,8.0,6.0,,10.0,112.0,2.0,0.0,35.0,2.0,79.0,19.0,12.0,5.0,3.0,148.0,5.0,6.0,6.0,,22.0,3.0,,282.0,6.0,2.0,51.0,4.0,1.0,3.0,,35.0,1.0,2.0,5.0,61.0,369.0,21.0,1.0,,110.0,,0.6208,2.0,13.0,,,1.0,1.0,,2.0,,,1.0,,1.0,,,3.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
463210,Shea Charles,Midfielder,Man City,43,Northern Ireland,2022-23,0.0,0.0,0.0,1.0,0.0049,,,,,4.0,,,2.0,1.0,,,2.0,,24.0,,1.0,1.0,2.0,,,27.0,,,6.0,1.0,4.0,21.0,,,1.0345,,,2.0,1.0,,1.0,7.0,,0.0,7.0,,5.0,1.0,1.0,4.0,,13.0,1.0,,1.0,,5.0,2.0,1.0,22.0,,,3.0,,,,,11.0,,1.0,1.0,1.0,33.0,1.0,,,9.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88248,Stefan Ortega,Goalkeeper,Man City,43,Germany,2022-23,0.0,0.0,0.0,,0.0023,,,,,,,,4.0,3.0,,3.0,22.0,,151.0,,12.0,,1.0,2.0,,270.0,,,1.0,1.0,,107.0,,,4.0637,,,1.0,1.0,,,30.0,,0.0,1.0,,72.0,26.0,3.0,,,8.0,,,,,,1.0,28.0,134.0,,,22.0,,,,,49.0,,,22.0,,186.0,,,5.0,121.0,,,18.0,14.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,4.0,,,,1.0,14.0,2.0,,,1.0,10.0,,,,,,,,,,,,,
