playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,ownGoalScored,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,leftFootGoals,secondGoalAssists,unsuccessfulLayoffs,headedGoals,clearancesOffTheLine,penaltiesConceded,penaltiesFaced,goalkeeperSmother,penaltiesTaken,setPiecesGoals,penaltyGoals
19534,Javi García,Midfielder,Man City,43,Spain,2013-14,77.0,2.0,6.0,0.5083,25.0,1.0,29.0,984.0,,,,1.0,15.0,5.0,5.0,36.0,3.0,36.0,,,19.7426,10.0,,1.0,11.0,0.0,94.0,29.0,,1.0,1.0,8.0,,978.0,2.0,111.0,21.0,,315.0,18.0,,51.0,78.0,1159.0,,,448.0,,8.0,30.0,1.0,0.4967,0.0,,,8.0,89.0,,5.0,,14.0,97.0,1.0,,102.0,6.0,1.0,1.0,1527.0,102.0,7.0,836.0,17.0,,59.0,20.0,41.0,261.0,179.0,6.0,,330.0,1.0,4.0,,440.0,17.0,1.0,77.0,66.0,0.0,2.0,2.0,4.0,32.0,2.0,1.0,7.0,7.0,0.6491,7.0,,,,,,,,,,,,,,,,,,,,,,,,
17740,Jesús Navas,Defender,Man City,43,Spain,2013-14,76.0,13.0,9.0,3.7217,38.0,7.0,30.0,1025.0,4.0,2.0,1.0,8.0,12.0,4.0,4.0,22.0,3.0,78.0,22.0,1.0,17.3911,52.0,,5.0,15.0,2.0,97.0,30.0,4.0,17.0,127.0,40.0,,1011.0,12.0,340.0,28.0,,383.0,5.0,22.0,53.0,291.0,1461.0,14.0,1.0,270.0,1.0,15.0,35.0,22.0,7.1486,0.0,,2.0,21.0,131.0,7.0,44.0,,18.0,146.0,102.0,50.0,27.0,5.0,1.0,46.0,1774.0,83.0,55.0,826.0,96.0,,14.0,17.0,54.0,111.0,159.0,22.0,3.0,240.0,1.0,10.0,,655.0,14.0,5.0,132.0,5.0,0.0,34.0,25.0,,19.0,8.0,8.0,4.0,1.0,3.7992,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,
15749,Joe Hart,Goalkeeper,Man City,43,England,2013-14,,,,,,,31.0,711.0,,,,,,,,,6.0,4.0,,1.0,30.6359,,72.0,,4.0,0.0,259.0,31.0,,,,,,325.0,,380.0,,,51.0,,,192.0,,1032.0,,,193.0,,363.0,38.0,,0.0458,0.0,,,,12.0,,1.0,,31.0,375.0,,,6.0,13.0,,,2790.0,10.0,3.0,144.0,,,35.0,30.0,,49.0,10.0,2.0,,611.0,,,,143.0,24.0,,4.0,6.0,0.0,1.0,,,1.0,,,214.0,,,1.0,51.0,37.0,227.0,20.0,26.0,,71.0,3.0,3.0,249.0,126.0,23.0,33.0,,,1.0,,,,1.0,3.0,,,
82970,John Guidetti,Forward,Man City,43,Sweden,2013-14,4.0,1.0,,,,,6.0,16.0,,,,,6.0,,,2.0,,1.0,,,2.6875,,,1.0,2.0,0.0,2.0,6.0,,,,1.0,,16.0,,19.0,,,4.0,1.0,,,2.0,32.0,,,1.0,,,,,0.0255,0.0,,1.0,,8.0,,1.0,1.0,,8.0,,,3.0,,,,60.0,2.0,,8.0,7.0,,,,2.0,6.0,6.0,,,4.0,,,,7.0,,1.0,3.0,1.0,0.0,1.0,,,,1.0,,,,0.0826,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7551,Joleon Lescott,Defender,Man City,43,England,2013-14,20.0,,1.0,0.1302,16.0,,10.0,427.0,,,,,2.0,1.0,1.0,6.0,,18.0,,,8.3175,,3.0,,1.0,0.0,48.0,10.0,,1.0,,3.0,,415.0,5.0,50.0,11.0,,113.0,5.0,,17.0,30.0,529.0,1.0,,280.0,,5.0,18.0,,0.0418,0.0,,,6.0,40.0,,,,8.0,45.0,,,20.0,4.0,,,784.0,32.0,5.0,365.0,8.0,,45.0,6.0,14.0,125.0,52.0,3.0,,159.0,,5.0,,102.0,6.0,,32.0,14.0,0.0,2.0,1.0,5.0,17.0,,,6.0,1.0,0.5468,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
15312,Martín Demichelis,Defender,Man City,43,Argentina,2013-14,88.0,1.0,6.0,1.0932,55.0,,27.0,1423.0,2.0,,0.0,1.0,,4.0,4.0,36.0,3.0,62.0,,1.0,25.108,4.0,5.0,,5.0,0.0,145.0,27.0,2.0,2.0,1.0,5.0,,1398.0,9.0,157.0,42.0,,301.0,19.0,,71.0,72.0,1802.0,2.0,1.0,703.0,,38.0,45.0,,0.587,0.0,,,15.0,106.0,1.0,2.0,,27.0,144.0,1.0,,97.0,12.0,,,2430.0,123.0,11.0,1208.0,27.0,,183.0,25.0,52.0,399.0,211.0,9.0,2.0,651.0,,13.0,,576.0,22.0,,114.0,61.0,0.0,,3.0,7.0,69.0,,1.0,46.0,9.0,1.843,6.0,,,,,,,,,,,,,,,,,,,,,,,,
84702,Matija Nastasic,Defender,Man City,43,Serbia,2013-14,42.0,,1.0,0.0411,21.0,,13.0,603.0,,,,,2.0,1.0,1.0,20.0,5.0,26.0,,,9.931,1.0,2.0,,5.0,0.0,53.0,13.0,,,,2.0,,592.0,4.0,54.0,16.0,,132.0,20.0,,36.0,47.0,757.0,,,386.0,,15.0,14.0,,0.0719,0.0,,,5.0,33.0,,3.0,,11.0,48.0,,,46.0,4.0,,,1027.0,52.0,5.0,519.0,8.0,,87.0,10.0,22.0,196.0,94.0,4.0,,228.0,,5.0,2.0,169.0,5.0,,48.0,26.0,0.0,,,5.0,14.0,1.0,,11.0,5.0,0.3759,4.0,,,,,,,,,,,,,,,,,,,,,,,,
20492,Micah Richards,Defender,Man City,43,England,2013-14,8.0,1.0,1.0,0.0293,5.0,,2.0,71.0,,,,,,,,1.0,,7.0,,,0.9709,,,1.0,,0.0,4.0,2.0,,4.0,1.0,5.0,,70.0,,15.0,4.0,,33.0,2.0,,2.0,9.0,107.0,9.0,,23.0,,,2.0,,0.0243,0.0,,,1.0,7.0,,,,2.0,7.0,1.0,,7.0,,1.0,,161.0,13.0,,62.0,4.0,2.0,5.0,2.0,7.0,4.0,21.0,,,25.0,1.0,1.0,,41.0,2.0,1.0,14.0,6.0,0.0,1.0,2.0,,4.0,1.0,,,1.0,0.0703,0.0,,,,,,,,,,,,,,,,,,,,,,,,
20658,Pablo Zabaleta,Defender,Man City,43,Argentina,2013-14,167.0,9.0,2.0,0.8134,120.0,2.0,35.0,1633.0,1.0,,0.0,3.0,1.0,1.0,1.0,51.0,7.0,155.0,,1.0,33.0879,27.0,3.0,6.0,32.0,0.0,160.0,35.0,,9.0,67.0,33.0,,1609.0,10.0,402.0,92.0,,680.0,53.0,,62.0,204.0,2459.0,255.0,1.0,546.0,3.0,45.0,48.0,10.0,5.2658,0.0,,1.0,12.0,205.0,6.0,4.0,1.0,34.0,250.0,67.0,1.0,97.0,15.0,,10.0,3079.0,201.0,45.0,1321.0,83.0,28.0,84.0,33.0,116.0,87.0,368.0,25.0,1.0,662.0,,28.0,1.0,847.0,26.0,6.0,271.0,46.0,0.0,30.0,7.0,10.0,70.0,,3.0,25.0,24.0,1.289,11.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
109653,Rony Lopes,Forward,Man City,43,Portugal,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
28554,Samir Nasri,Midfielder,Man City,43,France,2013-14,137.0,15.0,16.0,6.7196,39.0,17.0,34.0,1899.0,7.0,7.0,0.0,10.0,5.0,5.0,5.0,13.0,3.0,108.0,43.0,1.0,26.4001,85.0,,5.0,27.0,2.0,125.0,34.0,5.0,34.0,138.0,91.0,,1839.0,17.0,441.0,33.0,,429.0,21.0,78.0,57.0,386.0,2519.0,28.0,3.0,469.0,1.0,14.0,26.0,17.0,7.418,0.0,,7.0,33.0,147.0,7.0,79.0,,29.0,161.0,51.0,139.0,15.0,5.0,4.0,66.0,2498.0,110.0,42.0,1681.0,92.0,3.0,10.0,25.0,124.0,598.0,247.0,26.0,7.0,486.0,4.0,6.0,,1335.0,22.0,5.0,232.0,2.0,0.0,26.0,43.0,,20.0,17.0,10.0,3.0,7.0,6.4006,3.0,,,,,,,,,,,,,,2.0,7.0,5.0,,,,,,,,
19688,Scott Sinclair,Midfielder,Man City,43,England,2013-14,15.0,,2.0,0.817,2.0,,8.0,77.0,,,,,4.0,2.0,2.0,1.0,,8.0,1.0,1.0,1.9473,4.0,,,5.0,0.0,18.0,8.0,,2.0,3.0,12.0,,77.0,3.0,34.0,2.0,,12.0,,,,29.0,121.0,,,21.0,,,2.0,1.0,0.2729,0.0,,,5.0,13.0,,5.0,,4.0,13.0,1.0,1.0,4.0,,,3.0,301.0,11.0,2.0,64.0,5.0,,1.0,3.0,14.0,26.0,26.0,,,10.0,,,,46.0,3.0,,22.0,3.0,0.0,,3.0,,,4.0,,,,0.8731,0.0,,,,,,,,,,,,,,,,,,,,,,,,
37572,Sergio Agüero,Forward,Man City,43,Argentina,2013-14,137.0,14.0,43.0,14.6291,13.0,9.0,23.0,490.0,17.0,18.0,7.0,2.0,3.0,21.0,21.0,8.0,2.0,78.0,,,13.3992,31.0,,12.0,23.0,3.0,49.0,23.0,11.0,57.0,21.0,106.0,,483.0,29.0,252.0,11.0,,127.0,17.0,1.0,8.0,146.0,868.0,3.0,2.0,63.0,1.0,4.0,9.0,5.0,4.5967,0.0,,15.0,72.0,70.0,6.0,53.0,,20.0,74.0,20.0,1.0,17.0,2.0,5.0,5.0,1539.0,87.0,22.0,408.0,193.0,,1.0,13.0,129.0,116.0,224.0,4.0,10.0,101.0,5.0,2.0,,358.0,11.0,12.0,207.0,9.0,0.0,21.0,43.0,,6.0,15.0,2.0,,5.0,11.4411,4.0,,,,,,,,,,,,,,5.0,,5.0,1.0,,,,,1.0,,
50442,Stevan Jovetic,Forward,Man City,43,Montenegro,2013-14,30.0,3.0,11.0,2.3914,6.0,,13.0,227.0,3.0,1.0,1.0,1.0,11.0,2.0,2.0,9.0,1.0,33.0,,,2.1632,7.0,,2.0,12.0,0.0,18.0,13.0,3.0,7.0,3.0,15.0,,225.0,9.0,57.0,5.0,,38.0,4.0,,12.0,70.0,317.0,3.0,,47.0,1.0,,3.0,,0.6432,0.0,,,20.0,33.0,1.0,28.0,,2.0,33.0,3.0,,11.0,,6.0,,360.0,35.0,8.0,182.0,22.0,,1.0,4.0,21.0,74.0,65.0,1.0,2.0,45.0,6.0,1.0,,147.0,3.0,2.0,54.0,2.0,0.0,3.0,15.0,,2.0,3.0,1.0,,1.0,1.4125,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
17476,Vincent Kompany,Defender,Man City,43,Belgium,2013-14,64.0,4.0,7.0,1.826,65.0,2.0,28.0,1140.0,4.0,,2.0,,,2.0,2.0,12.0,7.0,87.0,,1.0,26.7692,4.0,11.0,4.0,10.0,0.0,159.0,28.0,3.0,5.0,2.0,14.0,,1127.0,7.0,167.0,46.0,,426.0,22.0,,116.0,29.0,1513.0,2.0,,685.0,,52.0,38.0,,0.8829,1.0,,,14.0,84.0,1.0,,,28.0,136.0,2.0,,49.0,8.0,1.0,,2365.0,124.0,17.0,888.0,24.0,,142.0,30.0,52.0,197.0,188.0,9.0,2.0,488.0,1.0,19.0,3.0,319.0,23.0,4.0,139.0,37.0,1.0,3.0,17.0,14.0,56.0,2.0,,38.0,11.0,2.1932,6.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
14664,Yaya Touré,Midfielder,Man City,43,Cote d’Ivoire,2013-14,161.0,14.0,27.0,13.9183,54.0,17.0,35.0,2502.0,20.0,3.0,8.0,8.0,,4.0,4.0,36.0,7.0,119.0,,1.0,31.1648,32.0,,6.0,24.0,6.0,195.0,35.0,17.0,14.0,9.0,45.0,7.0,2448.0,23.0,336.0,37.0,7.0,704.0,39.0,,162.0,318.0,2873.0,1.0,1.0,893.0,,36.0,54.0,3.0,4.8543,0.0,0.762,2.0,50.0,211.0,9.0,103.0,,35.0,247.0,9.0,,66.0,10.0,3.0,3.0,2927.0,149.0,31.0,2093.0,80.0,,33.0,31.0,125.0,724.0,310.0,18.0,12.0,756.0,3.0,17.0,,1365.0,24.0,6.0,244.0,30.0,0.0,14.0,42.0,3.0,24.0,10.0,8.0,5.0,15.0,10.0622,4.0,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,6.0,4.0,6.0
42892,Álvaro Negredo,Forward,Man City,43,Spain,2013-14,164.0,12.0,26.0,8.7156,12.0,6.0,32.0,554.0,9.0,13.0,2.0,7.0,11.0,10.0,10.0,87.0,4.0,36.0,,,19.6063,30.0,,5.0,16.0,3.0,32.0,32.0,1.0,23.0,13.0,53.0,1.0,517.0,28.0,242.0,9.0,1.0,121.0,21.0,,28.0,196.0,822.0,,2.0,103.0,1.0,8.0,12.0,6.0,2.1368,0.0,0.0781,1.0,54.0,121.0,3.0,88.0,1.0,21.0,129.0,13.0,,137.0,4.0,7.0,6.0,1725.0,86.0,18.0,397.0,97.0,1.0,22.0,19.0,77.0,105.0,250.0,5.0,7.0,132.0,7.0,3.0,,328.0,15.0,5.0,113.0,50.0,0.0,16.0,11.0,1.0,2.0,13.0,7.0,,4.0,10.5196,1.0,,,,,,,,,,,,,,6.0,,9.0,2.0,,,,,,1.0,
