playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,totalTackles,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,awayGoals,oboxBlocked,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,successfulLayoffs,substituteOn,iboxTarget,shotsOnTargetInBox,unsuccessfulDribbles,timesTackled,shotsOffTargetIncWoodwork,foulWonPenalty,goals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,successfulCornersIntoBox,oboxTarget,rightFootGoals,leftFootGoals,hitWoodwork,catches,savesMadeCaught,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeFromInsideBox,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,offsides,unsuccessfulCornersIntoBox,secondGoalAssists,penaltiesSaved,savesMadeFromOutsideBox,penaltiesFaced,savesFromPenalty,punches,drops,savesMadeParried,clearancesOffTheLine,penaltiesTaken,headedGoals,penaltyGoals,setPiecesGoals,ownGoalScored,redCards2ndYellow,penaltiesConceded
205651,Gabriel Jesus,Forward,Man City,43,Brazil,2017-18,126.0,,2.1932,0.0,9.0,23.0,7.0,116.0,29.0,19.0,120.0,2.0,591.0,7.0,2.0,66.0,4.0,,1671.0,45.0,86.0,4.0,32.0,65.0,460.0,130.0,,10.1465,16.0,,6.0,12.0,7.0,81.0,169.0,18.0,3.0,212.0,16.0,6.0,88.0,53.0,29.0,8.0,349.0,8.0,2.0,7.0,146.0,21.0,0.0,567.0,14.0,207.0,15.0,24.0,,115.0,28.0,8.0,11.0,219.0,860.0,3.0,14.0,2.0,,122.0,18.0,4.0,14.185,6.0,4.0,19.0,33.0,15.9285,47.0,3.0,92.0,10.0,19.0,19.0,13.0,39.0,14.0,,13.0,,1.0,14.0,,1.0,7.0,3.0,3.0,,,,,,,,,,,,15.0,,2.0,,,,,,,,,2.0,3.0,,,,,
59859,Ilkay Gündogan,Midfielder,Man City,43,Germany,2017-18,83.0,,2.0532,0.0,12.0,27.0,6.0,102.0,30.0,15.0,116.0,3.0,1402.0,2.0,6.0,16.0,4.0,2.0,1510.0,12.0,75.0,3.0,29.0,71.0,1252.0,56.0,,14.0549,19.0,,10.0,14.0,6.0,71.0,352.0,19.0,1.0,158.0,13.0,2.0,331.0,124.0,30.0,12.0,795.0,11.0,6.0,6.0,142.0,4.0,0.0,1378.0,12.0,189.0,15.0,26.0,1.0,403.0,14.0,16.0,34.0,316.0,1652.0,3.0,6.0,6.0,2.0,493.0,12.0,,3.0475,3.0,14.0,17.0,11.0,3.0428,23.0,1.0,56.0,15.0,3.0,3.0,9.0,29.0,12.0,,4.0,10.0,4.0,3.0,1.0,4.0,3.0,,1.0,,,,,,,,,0.0691,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,
97299,John Stones,Defender,Man City,43,England,2017-18,28.0,,0.1805,0.0,1.0,15.0,,28.0,18.0,16.0,52.0,1.0,1246.0,0.0,,44.0,6.0,,1306.0,11.0,54.0,2.0,5.0,21.0,1133.0,16.0,,9.51,,1.0,41.0,11.0,1.0,17.0,284.0,2.0,0.0,82.0,3.0,0.0,408.0,67.0,18.0,4.0,418.0,9.0,1.0,1.0,38.0,33.0,0.0,1223.0,2.0,64.0,11.0,4.0,5.0,496.0,6.0,19.0,61.0,58.0,1374.0,3.0,5.0,,15.0,776.0,3.0,,0.7615,0.0,24.0,20.0,4.0,0.5441,10.0,,1.0,2.0,4.0,4.0,,5.0,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61366,Kevin De Bruyne,Midfielder,Man City,43,Belgium,2017-18,187.0,14.0,11.6676,0.0,24.0,62.0,41.0,376.0,37.0,36.0,446.0,117.0,2693.0,3.0,21.0,31.0,8.0,61.0,3083.0,16.0,172.0,6.0,110.0,157.0,2117.0,91.0,2.0,20.9774,90.0,1.0,12.0,22.0,3.0,171.0,656.0,33.0,2.0,359.0,43.0,5.0,750.0,207.0,37.0,19.0,1677.0,16.0,187.0,3.0,328.0,15.0,0.0,2575.0,60.0,810.0,43.0,63.0,2.0,799.0,30.0,25.0,130.0,488.0,3542.0,43.0,13.0,21.0,3.0,631.0,21.0,,5.2316,2.0,70.0,56.0,39.0,9.601,70.0,16.0,60.0,1.0,7.0,7.0,24.0,84.0,31.0,1.0,8.0,151.0,24.0,8.0,40.0,24.0,3.0,5.0,5.0,,,,,,,,,1.0313,15.0,15.0,2.0,49.0,5.0,,,,,,,,,,,,1.0,,,
58621,Kyle Walker,Defender,Man City,43,England,2017-18,91.0,5.0,5.1352,1.0,3.0,47.0,,206.0,32.0,32.0,289.0,51.0,2362.0,0.0,3.0,103.0,14.0,5.0,2787.0,33.0,161.0,5.0,58.0,91.0,1986.0,36.0,34.0,20.7392,24.0,4.0,67.0,22.0,,58.0,205.0,19.0,0.0,252.0,19.0,0.0,648.0,175.0,32.0,16.0,1217.0,17.0,51.0,,149.0,70.0,0.0,2326.0,16.0,445.0,31.0,26.0,2.0,1081.0,17.0,29.0,87.0,428.0,3011.0,229.0,2.0,3.0,30.0,861.0,7.0,2.0,0.6495,2.0,83.0,92.0,1.0,0.0672,10.0,6.0,6.0,,,,12.0,30.0,9.0,,,,1.0,,,1.0,,,,,,,,,,,,0.0636,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,
182156,Leroy Sané,Forward,Man City,43,Germany,2017-18,160.0,9.0,7.2118,0.0,18.0,27.0,2.0,167.0,32.0,27.0,172.0,42.0,1091.0,5.0,5.0,30.0,9.0,21.0,2422.0,14.0,154.0,4.0,51.0,138.0,905.0,200.0,4.0,18.6362,43.0,,6.0,22.0,13.0,146.0,460.0,27.0,1.0,314.0,21.0,5.0,142.0,122.0,32.0,6.0,762.0,18.0,72.0,13.0,284.0,16.0,0.0,1074.0,35.0,455.0,21.0,85.0,1.0,115.0,24.0,13.0,14.0,374.0,1679.0,17.0,9.0,5.0,2.0,178.0,11.0,2.0,5.7297,4.0,5.0,24.0,20.0,7.7433,39.0,15.0,70.0,5.0,9.0,9.0,47.0,111.0,19.0,,10.0,55.0,1.0,6.0,12.0,1.0,,10.0,2.0,,,,,,,,,0.4378,6.0,6.0,7.0,29.0,2.0,,,,,,,,,,,,,,,
174594,Lukas Nmecha,Forward,Man City,43,Germany,2017-18,2.0,,0.01,0.0,,,,,2.0,,,,5.0,0.0,,,,,14.0,,,,,,5.0,,,0.021,,,,,,2.0,1.0,,0.0,2.0,,0.0,,,2.0,,4.0,,,,2.0,,0.0,5.0,,2.0,,,,1.0,,,,3.0,7.0,,,,,1.0,,,,0.0,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57410,Nicolás Otamendi,Defender,Man City,43,Argentina,2017-18,121.0,,1.144,0.0,6.0,58.0,3.0,168.0,34.0,33.0,249.0,2.0,3074.0,2.0,2.0,147.0,14.0,,2968.0,68.0,161.0,6.0,22.0,82.0,2679.0,39.0,,23.9896,12.0,12.0,122.0,25.0,4.0,53.0,1131.0,22.0,1.0,282.0,11.0,2.0,916.0,190.0,34.0,15.0,1253.0,19.0,2.0,4.0,135.0,79.0,0.0,3033.0,2.0,275.0,43.0,5.0,10.0,894.0,28.0,48.0,146.0,133.0,3456.0,4.0,2.0,2.0,41.0,1572.0,20.0,1.0,2.7422,9.0,81.0,86.0,10.0,2.4909,26.0,,1.0,1.0,3.0,3.0,2.0,3.0,16.0,,4.0,,3.0,,,3.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,1.0
206325,Oleksandr Zinchenko,Defender,Man City,43,Ukraine,2017-18,18.0,,0.5089,0.0,,23.0,,43.0,8.0,6.0,51.0,10.0,672.0,0.0,,19.0,2.0,,533.0,3.0,43.0,,11.0,27.0,604.0,2.0,4.0,2.8141,8.0,,7.0,3.0,,15.0,331.0,1.0,0.0,61.0,3.0,0.0,170.0,32.0,8.0,7.0,419.0,3.0,10.0,,42.0,16.0,0.0,668.0,4.0,69.0,16.0,3.0,,76.0,7.0,6.0,17.0,95.0,787.0,43.0,3.0,,2.0,202.0,7.0,,0.0992,1.0,8.0,14.0,2.0,0.0959,5.0,,5.0,2.0,,,,2.0,3.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
209244,Phil Foden,Midfielder,Man City,43,England,2017-18,5.0,1.0,0.2415,0.0,,1.0,,4.0,5.0,,4.0,2.0,44.0,0.0,,3.0,,1.0,45.0,3.0,7.0,1.0,1.0,7.0,40.0,5.0,,0.4972,1.0,,1.0,1.0,,2.0,10.0,3.0,0.0,12.0,,0.0,8.0,,5.0,,32.0,,3.0,,9.0,,0.0,43.0,1.0,9.0,1.0,3.0,,10.0,1.0,,,16.0,59.0,,,,,9.0,,,,0.0,,,,,,1.0,2.0,5.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
103955,Raheem Sterling,Forward,Man City,43,England,2017-18,201.0,6.0,5.7734,1.0,19.0,19.0,8.0,171.0,33.0,29.0,187.0,30.0,1170.0,7.0,7.0,32.0,8.0,7.0,2592.0,24.0,148.0,6.0,73.0,140.0,975.0,263.0,1.0,19.2292,44.0,,7.0,23.0,12.0,177.0,252.0,58.0,5.0,349.0,24.0,11.0,200.0,109.0,33.0,5.0,797.0,17.0,32.0,12.0,317.0,8.0,0.0,1163.0,40.0,416.0,14.0,64.0,,339.0,39.0,9.0,8.0,379.0,1719.0,8.0,9.0,7.0,5.0,193.0,18.0,5.0,16.2566,3.0,16.0,26.0,35.0,14.4738,68.0,11.0,63.0,4.0,13.0,13.0,55.0,114.0,33.0,6.0,18.0,6.0,4.0,11.0,1.0,4.0,11.0,7.0,4.0,,,,,,,,,,,,19.0,2.0,1.0,,,,,,,,,1.0,,1.0,,,1.0,1.0
37572,Sergio Agüero,Forward,Man City,43,Argentina,2017-18,115.0,6.0,3.8345,0.0,20.0,9.0,4.0,104.0,25.0,22.0,108.0,10.0,628.0,6.0,5.0,29.0,6.0,6.0,1969.0,19.0,92.0,2.0,31.0,82.0,516.0,171.0,,14.3285,34.0,1.0,3.0,12.0,15.0,96.0,151.0,17.0,8.0,207.0,11.0,15.0,113.0,59.0,25.0,3.0,417.0,10.0,10.0,15.0,178.0,10.0,0.0,604.0,23.0,255.0,6.0,56.0,1.0,157.0,10.0,6.0,4.0,207.0,1007.0,3.0,9.0,5.0,3.0,109.0,6.0,,16.2977,2.0,4.0,17.0,42.0,19.0831,74.0,6.0,66.0,3.0,20.0,20.0,28.0,71.0,32.0,,21.0,1.0,1.0,4.0,,1.0,15.0,1.0,3.0,,,,,,,,,0.0742,1.0,1.0,16.0,,,,,,,,,,,4.0,5.0,4.0,,,,
109646,Tosin Adarabioyo,Defender,Man City,43,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17476,Vincent Kompany,Defender,Man City,43,Belgium,2017-18,38.0,,0.5757,0.0,2.0,20.0,1.0,71.0,17.0,17.0,106.0,,1429.0,0.0,,54.0,6.0,,1396.0,12.0,66.0,2.0,3.0,24.0,1239.0,11.0,,11.5285,3.0,4.0,71.0,12.0,2.0,26.0,373.0,1.0,0.0,104.0,2.0,1.0,443.0,91.0,17.0,9.0,503.0,10.0,,2.0,50.0,42.0,0.0,1416.0,,115.0,11.0,3.0,8.0,561.0,18.0,16.0,84.0,52.0,1579.0,4.0,3.0,,15.0,820.0,9.0,,0.7752,6.0,35.0,41.0,2.0,0.1915,7.0,1.0,,,1.0,1.0,,2.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
14664,Yaya Touré,Midfielder,Man City,43,Cote d’Ivoire,2017-18,11.0,,1.2362,0.0,4.0,2.0,3.0,22.0,10.0,1.0,26.0,,416.0,0.0,4.0,9.0,,,228.0,4.0,11.0,,3.0,6.0,377.0,5.0,,3.4336,5.0,,4.0,2.0,,7.0,111.0,,0.0,22.0,2.0,0.0,121.0,9.0,10.0,,269.0,2.0,,,13.0,5.0,0.0,411.0,2.0,30.0,2.0,4.0,1.0,127.0,5.0,5.0,13.0,57.0,446.0,,1.0,4.0,,121.0,,,0.3705,1.0,4.0,7.0,1.0,0.0471,1.0,2.0,9.0,9.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,0.2557,3.0,3.0,,,,,,,,,,,,,,,,,,
