playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,groundDuelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,totalTouchesInOppositionBox,shotsBlockedInBox,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,backwardPasses,substituteOff,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,throwInsToOppositionPlayer,leftFootGoals,throwInsToOwnPlayer,penaltiesTaken,otherGoals,penaltyGoals,penaltiesConceded,headedGoals,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,ownGoalScored,redCards2ndYellow
214470,Jake Vokins,Defender,Southampton,20,England,2019-20,2.0,,0.0878,0.0,,2.0,,8.0,1.0,1.0,12.0,58.0,0.0,,,,,90.0,,3.0,,2.0,3.0,43.0,,,,0.5405,1.0,,1.0,1.0,21.0,,1.0,0.0,5.0,,0.0,,18.0,1.0,1.0,,,29.0,1.0,5.0,,0.0,,57.0,18.0,2.0,,,,1.0,,3.0,83.0,2.0,17.0,,0.0,4.0,1.0,2.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,2.0,,1.0,,,,18.0,,,,,,0.0214,1.0,,11.0,,,,,,,,,,,,,,,
101178,James Ward-Prowse,Midfielder,Southampton,20,England,2019-20,202.0,,5.8558,0.0,,92.0,,230.0,38.0,38.0,318.0,1667.0,3.0,,138.0,9.0,,3420.0,65.0,218.0,5.0,57.0,145.0,1268.0,,,3.0,56.2336,59.0,11.0,71.0,60.0,368.0,,43.0,1.0,420.0,34.0,2.0,,551.0,249.0,38.0,,,820.0,55.0,282.0,73.0,0.0,,1555.0,599.0,48.0,14.0,,,428.0,57.0,81.0,2520.0,44.0,587.0,,9.0,88.0,81.0,137.0,9.0,14.0,26.0,7.911,43.0,2.0,3.0,17.0,1.0,42.0,5.0,,12.0,,17.0,58.0,4.0,4.0,,43.0,2.0,17.0,4.0,44.0,7.0,207.0,28.0,2.0,17.0,29.0,14.0,60.0,320.0,,1.0,12.0,38.0,2.0,7.5981,12.0,1.0,38.0,3.0,,1.0,,,2.0,41.0,24.0,24.0,135.0,1.0,1.6605,183.0,,
171771,Jan Bednarek,Defender,Southampton,20,Poland,2019-20,109.0,,0.6758,0.0,,65.0,,236.0,34.0,34.0,382.0,1539.0,0.0,,176.0,7.0,,3058.0,47.0,206.0,4.0,35.0,77.0,1072.0,,,3.0,51.6176,2.0,32.0,193.0,57.0,325.0,,12.0,0.0,315.0,21.0,1.0,,687.0,161.0,34.0,,,336.0,53.0,139.0,129.0,0.0,,1510.0,426.0,38.0,2.0,,,425.0,33.0,85.0,2072.0,89.0,821.0,,4.0,146.0,150.0,62.0,,1.0,1.0,0.4597,6.0,,1.0,,,1.0,1.0,,,,,,,,,16.0,1.0,,1.0,27.0,,1.0,1.0,1.0,5.0,1.0,23.0,77.0,102.0,1.0,,,17.0,1.0,1.1415,27.0,,26.0,,,,1.0,,,,,,,,,,1.0,
93100,Jannik Vestergaard,Defender,Southampton,20,Denmark,2019-20,58.0,,0.2016,0.0,,19.0,,110.0,19.0,17.0,188.0,824.0,0.0,,110.0,4.0,,1497.0,29.0,112.0,1.0,9.0,31.0,594.0,,,1.0,19.306,6.0,11.0,97.0,26.0,261.0,,9.0,0.0,170.0,6.0,1.0,,343.0,80.0,19.0,,,237.0,25.0,60.0,81.0,0.0,,806.0,223.0,12.0,3.0,,,166.0,9.0,42.0,1073.0,40.0,400.0,,3.0,78.0,71.0,29.0,1.0,2.0,5.0,1.4519,10.0,,,,,,1.0,,,2.0,1.0,1.0,3.0,3.0,,18.0,2.0,1.0,,7.0,2.0,,3.0,2.0,5.0,3.0,9.0,26.0,54.0,2.0,1.0,,7.0,,1.3588,19.0,,10.0,,,,,1.0,,,,,,,,,,
135720,Kevin Danso,Defender,Southampton,20,Austria,2019-20,24.0,,0.0533,1.0,,6.0,,21.0,6.0,3.0,34.0,131.0,0.0,,19.0,1.0,,276.0,12.0,18.0,1.0,5.0,11.0,93.0,,,1.0,7.4607,1.0,2.0,7.0,8.0,45.0,,2.0,0.0,42.0,4.0,0.0,,56.0,13.0,6.0,,,53.0,7.0,23.0,7.0,0.0,,130.0,60.0,4.0,3.0,,,16.0,4.0,4.0,213.0,11.0,44.0,,0.0,13.0,12.0,12.0,,,,,1.0,,1.0,,,4.0,,,,3.0,,,,,,2.0,,,,2.0,4.0,4.0,5.0,,1.0,,3.0,2.0,14.0,1.0,,,3.0,,0.0586,13.0,,19.0,,,,,,,,,,,,,,,1.0
158534,Kyle Walker-Peters,Defender,Southampton,20,England,2019-20,53.0,,0.1297,0.0,,21.0,,72.0,13.0,10.0,103.0,532.0,,,28.0,2.0,,946.0,19.0,77.0,1.0,26.0,68.0,415.0,,,,5.4772,6.0,2.0,22.0,12.0,39.0,,26.0,,130.0,9.0,,,168.0,75.0,13.0,,,240.0,11.0,102.0,9.0,0.0,,519.0,169.0,13.0,22.0,,,185.0,7.0,14.0,832.0,18.0,190.0,,1.0,31.0,38.0,34.0,1.0,2.0,,,1.0,,,,,18.0,,2.0,1.0,3.0,,1.0,,,,15.0,,,,8.0,4.0,18.0,,,1.0,7.0,5.0,17.0,140.0,2.0,,1.0,3.0,,0.0292,21.0,,91.0,,,,,,,,,,,,,,,
80447,Maya Yoshida,Defender,Southampton,20,Japan,2019-20,16.0,,0.035,0.0,,8.0,,25.0,8.0,6.0,56.0,267.0,0.0,,21.0,1.0,,558.0,7.0,27.0,2.0,8.0,13.0,196.0,,,2.0,12.9517,,1.0,25.0,18.0,68.0,,5.0,0.0,43.0,4.0,0.0,,112.0,33.0,8.0,,,58.0,16.0,22.0,14.0,0.0,,262.0,62.0,5.0,1.0,,,74.0,3.0,15.0,346.0,15.0,153.0,,1.0,31.0,14.0,9.0,,,3.0,0.4754,5.0,,,,,,,,,2.0,1.0,,2.0,2.0,,10.0,,1.0,,3.0,,,2.0,,2.0,,2.0,4.0,13.0,,,,2.0,,0.6666,1.0,,2.0,,,,,,,,,,,,,,,
220598,Michael Obafemi,Forward,Southampton,20,Ireland,2019-20,84.0,,0.7646,0.0,,7.0,,27.0,21.0,8.0,27.0,136.0,3.0,,48.0,,,661.0,39.0,37.0,,7.0,28.0,106.0,,,,10.7742,8.0,,,12.0,38.0,,7.0,1.0,121.0,3.0,0.0,,17.0,23.0,21.0,,,82.0,12.0,73.0,9.0,0.0,,135.0,96.0,3.0,14.0,,,30.0,11.0,3.0,273.0,,27.0,,1.0,,5.0,45.0,,5.0,5.0,2.2143,7.0,1.0,2.0,10.0,,2.0,3.0,3.0,,13.0,1.0,,1.0,1.0,1.0,34.0,5.0,1.0,2.0,4.0,10.0,2.0,25.0,5.0,2.0,4.0,,6.0,51.0,8.0,,,4.0,1.0,1.7889,,1.0,,,,,,,,,,,,,,,,
431131,Moussa Djenepo,Forward,Southampton,20,Mali,2019-20,92.0,,1.3638,1.0,,27.0,,45.0,18.0,10.0,62.0,239.0,2.0,,19.0,1.0,,926.0,16.0,104.0,1.0,24.0,101.0,172.0,,,,13.9001,9.0,1.0,9.0,13.0,76.0,,30.0,2.0,196.0,14.0,0.0,,75.0,48.0,18.0,,,123.0,12.0,177.0,3.0,1.0,,238.0,172.0,21.0,44.0,,,35.0,23.0,5.0,551.0,11.0,58.0,,4.0,17.0,12.0,76.0,4.0,3.0,8.0,1.9084,17.0,1.0,2.0,4.0,,17.0,2.0,3.0,2.0,8.0,2.0,4.0,4.0,4.0,2.0,53.0,1.0,2.0,2.0,6.0,22.0,17.0,43.0,1.0,9.0,14.0,1.0,9.0,53.0,5.0,,2.0,11.0,,2.3608,2.0,,7.0,,,,,,,,,,,,,,,
83283,Nathan Redmond,Forward,Southampton,20,England,2019-20,196.0,,2.6662,0.0,,49.0,,202.0,32.0,32.0,269.0,1021.0,4.0,,63.0,6.0,,2768.0,45.0,176.0,4.0,67.0,158.0,714.0,,,3.0,43.2863,33.0,3.0,10.0,51.0,330.0,,31.0,1.0,372.0,37.0,0.0,,284.0,203.0,32.0,,,552.0,47.0,309.0,18.0,0.0,,1003.0,495.0,29.0,79.0,,,143.0,23.0,38.0,1609.0,25.0,207.0,,2.0,67.0,48.0,151.0,7.0,14.0,21.0,5.4976,45.0,4.0,4.0,22.0,,34.0,4.0,5.0,3.0,,8.0,7.0,9.0,9.0,2.0,120.0,11.0,8.0,3.0,20.0,44.0,34.0,96.0,11.0,24.0,30.0,2.0,16.0,264.0,8.0,2.0,3.0,7.0,2.0,5.1139,,1.0,4.0,,,,,,,,2.0,2.0,,,0.0933,,,
203389,Nathan Tella,Forward,Southampton,20,Nigeria,2019-20,1.0,,,0.0,,,,1.0,1.0,,1.0,1.0,0.0,,2.0,,,2.0,1.0,2.0,,,1.0,,,,,,,,,,1.0,,1.0,0.0,3.0,,0.0,,,,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,,,,,,,,3.0,,,,0.0,,,,,,1.0,0.0335,1.0,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.0424,,,,,,,,,,,,,,,,,,
78056,Oriol Romeu,Midfielder,Southampton,20,Spain,2019-20,130.0,,1.0056,0.0,,55.0,,150.0,30.0,20.0,208.0,1075.0,0.0,,81.0,3.0,,1858.0,39.0,126.0,3.0,41.0,84.0,821.0,,,2.0,33.6123,19.0,4.0,30.0,38.0,272.0,,16.0,0.0,256.0,22.0,0.0,,354.0,152.0,30.0,,,459.0,35.0,175.0,42.0,0.0,,1064.0,233.0,35.0,13.0,,,293.0,39.0,46.0,1340.0,35.0,411.0,,5.0,58.0,58.0,91.0,3.0,5.0,,,3.0,1.0,,11.0,,3.0,,1.0,3.0,10.0,,3.0,,,1.0,4.0,2.0,,,20.0,3.0,3.0,7.0,2.0,3.0,3.0,13.0,34.0,156.0,7.0,,3.0,29.0,2.0,0.245,,,,,,,,,,,,,,,,,,
132015,Pierre-Emile Højbjerg,Midfielder,Southampton,20,Denmark,2019-20,178.0,,1.6864,0.0,,80.0,,273.0,33.0,30.0,400.0,1824.0,0.0,,98.0,7.0,,2750.0,43.0,210.0,5.0,63.0,155.0,1318.0,,,3.0,46.5491,29.0,17.0,49.0,51.0,418.0,,36.0,0.0,388.0,39.0,0.0,,672.0,325.0,33.0,,,797.0,46.0,290.0,55.0,0.0,,1770.0,531.0,49.0,40.0,,,435.0,46.0,106.0,2385.0,84.0,636.0,,5.0,127.0,94.0,135.0,9.0,10.0,11.0,2.3183,36.0,4.0,1.0,15.0,,18.0,,1.0,6.0,3.0,6.0,9.0,5.0,5.0,1.0,40.0,4.0,6.0,,31.0,12.0,18.0,38.0,4.0,25.0,10.0,5.0,46.0,299.0,1.0,,6.0,33.0,,3.2507,3.0,,14.0,,,,1.0,,,,,,,,,1.0,,
40146,Ryan Bertrand,Defender,Southampton,20,England,2019-20,147.0,,3.7928,1.0,,47.0,,217.0,32.0,31.0,295.0,1229.0,0.0,,117.0,7.0,,2744.0,58.0,149.0,4.0,65.0,90.0,891.0,,,2.0,43.9209,29.0,11.0,28.0,44.0,457.0,,33.0,1.0,296.0,15.0,1.0,,480.0,118.0,32.0,,,577.0,40.0,179.0,59.0,1.0,,1194.0,538.0,28.0,11.0,,,69.0,27.0,43.0,2060.0,41.0,393.0,,3.0,78.0,70.0,89.0,25.0,4.0,3.0,1.1902,14.0,2.0,1.0,,,59.0,1.0,1.0,1.0,1.0,2.0,36.0,,,,49.0,3.0,2.0,1.0,19.0,13.0,86.0,34.0,3.0,11.0,31.0,12.0,37.0,223.0,1.0,,1.0,11.0,2.0,1.7262,64.0,,280.0,,,,,,,5.0,1.0,1.0,19.0,,0.1024,25.0,,
20452,Shane Long,Forward,Southampton,20,Ireland,2019-20,185.0,,1.2519,0.0,,19.0,,169.0,26.0,15.0,175.0,381.0,0.0,,230.0,,,1399.0,117.0,161.0,4.0,26.0,48.0,203.0,,,1.0,19.0375,18.0,,16.0,20.0,89.0,,25.0,1.0,346.0,12.0,2.0,,108.0,43.0,26.0,,,178.0,16.0,116.0,113.0,0.0,,381.0,285.0,10.0,6.0,,,93.0,32.0,3.0,643.0,1.0,31.0,,0.0,6.0,20.0,68.0,3.0,5.0,14.0,2.2405,28.0,,2.0,17.0,,16.0,2.0,12.0,,11.0,2.0,3.0,10.0,10.0,16.0,68.0,5.0,2.0,,9.0,7.0,16.0,27.0,5.0,14.0,8.0,,4.0,91.0,13.0,2.0,,17.0,2.0,4.837,,1.0,1.0,,,,,1.0,,,,,,,,,,
128198,Sofiane Boufal,Forward,Southampton,20,Morocco,2019-20,116.0,,1.4431,0.0,,16.0,,61.0,20.0,8.0,65.0,288.0,0.0,,18.0,,,760.0,11.0,96.0,1.0,24.0,89.0,217.0,,,,15.8316,13.0,1.0,,17.0,73.0,,20.0,0.0,212.0,17.0,0.0,,83.0,45.0,20.0,,,183.0,16.0,194.0,7.0,0.0,,284.0,206.0,8.0,53.0,,,66.0,25.0,6.0,602.0,2.0,43.0,,2.0,4.0,16.0,105.0,3.0,6.0,7.0,1.2351,12.0,1.0,2.0,5.0,,24.0,,2.0,2.0,12.0,5.0,3.0,2.0,2.0,,57.0,4.0,5.0,,8.0,33.0,24.0,73.0,4.0,5.0,9.0,,4.0,66.0,7.0,,2.0,10.0,2.0,0.9983,,,6.0,,,,1.0,,,,,,,,,1.0,,
91047,Stuart Armstrong,Midfielder,Southampton,20,Scotland,2019-20,131.0,,1.4448,0.0,,32.0,,118.0,30.0,19.0,133.0,579.0,4.0,,44.0,3.0,,1713.0,30.0,95.0,3.0,48.0,81.0,434.0,,,2.0,26.6298,15.0,2.0,22.0,25.0,83.0,,20.0,0.0,226.0,18.0,1.0,,160.0,106.0,30.0,,,320.0,22.0,182.0,14.0,0.0,,571.0,260.0,19.0,30.0,,,206.0,25.0,12.0,963.0,7.0,131.0,,4.0,15.0,46.0,101.0,5.0,11.0,20.0,3.8506,35.0,2.0,3.0,13.0,,18.0,5.0,4.0,9.0,11.0,9.0,5.0,6.0,6.0,1.0,44.0,2.0,9.0,3.0,13.0,23.0,18.0,48.0,2.0,15.0,18.0,4.0,11.0,130.0,12.0,,9.0,17.0,,2.8474,,2.0,13.0,,,,,,,,,,,,,,,
214466,Will Smallbone,Midfielder,Southampton,20,Ireland,2019-20,27.0,,0.1598,0.0,,10.0,,29.0,9.0,4.0,33.0,207.0,0.0,,20.0,,,393.0,17.0,19.0,,8.0,16.0,162.0,,,,4.663,1.0,,1.0,4.0,44.0,,6.0,0.0,46.0,6.0,0.0,,47.0,32.0,9.0,,,95.0,4.0,26.0,3.0,0.0,,201.0,47.0,5.0,,,,67.0,2.0,12.0,263.0,1.0,80.0,,0.0,4.0,6.0,10.0,1.0,2.0,,,4.0,,2.0,4.0,,4.0,,,1.0,5.0,,1.0,,,2.0,7.0,1.0,,,5.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,49.0,4.0,1.0,1.0,2.0,,0.2644,1.0,,1.0,,,,,,,,,,,,,,,
213482,Yan Valery,Defender,Southampton,20,Tunisia,2019-20,64.0,,0.7657,0.0,,20.0,,61.0,11.0,10.0,97.0,222.0,0.0,,37.0,,,782.0,17.0,62.0,1.0,18.0,42.0,119.0,,,1.0,15.9265,2.0,2.0,29.0,20.0,7.0,,8.0,0.0,126.0,8.0,0.0,,107.0,45.0,11.0,,,75.0,19.0,89.0,20.0,0.0,,221.0,180.0,7.0,14.0,,,48.0,7.0,6.0,490.0,24.0,52.0,,1.0,36.0,28.0,47.0,2.0,1.0,2.0,0.0731,2.0,1.0,,,,9.0,,3.0,,1.0,,2.0,2.0,2.0,,12.0,1.0,,,13.0,13.0,9.0,32.0,1.0,,4.0,1.0,13.0,60.0,6.0,,,2.0,,0.252,23.0,,64.0,,,,,,,,,,,,,,,
