season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385502,1,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,1.0,19.0,25.0,43.0,3.0,3.0,2.0,,,,,,,8.0,6.0,,,0.0729387,0.0,0.0,2.0,,,,,,,,90.0,,1.0,,,,,,,25.0,,6.4,,,,1.0,3.0,4.0,,4.0,1.0,32.0,30.0,58.0,0,2.0,93.0,2.0,1.0,,1.0
2022-23,10385502,1,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385502,1,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,5.0,22.0,16.0,36.0,2.0,,6.0,,,,,,,3.0,2.0,,,0.0897017,0.0,0.0,2.0,,,,,,1.0,1.0,90.0,,,,,,,,,37.0,,6.9,,,,2.0,,9.0,,14.0,,49.0,21.0,61.0,0,2.0,93.0,1.0,,,2.0
2022-23,10385502,1,14,Liverpool,Away,883537,244731,Luis Díaz,luis-diaz,M,False,,,1.0,12.0,7.0,19.0,2.0,,2.0,,,1.0,,,4.0,7.0,3.0,,,0.017478,0.1826,0.0,1.0,,,,,1.0,,,78.0,,,,,,,,,10.0,,6.6,,,1.0,,1.0,,,1.0,,15.0,8.0,23.0,2,,37.0,1.0,2.0,1.0,
2022-23,10385502,1,14,Liverpool,Away,924378,444765,Sepp van den Berg,sepp-van-den-berg,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385502,1,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,1.0,3.0,2.0,5.0,2.0,3.0,,1.0,2.0,,,,1.0,4.0,3.0,,,0.101194,0.5599,1.1739,,1.0,1.0,,,,,2.0,39.0,3.0,,,,,,,,4.0,,7.4,,,1.0,,1.0,,,1.0,1.0,4.0,2.0,6.0,4,,14.0,1.0,,,
2022-23,10385502,1,14,Liverpool,Away,955245,444884,Harvey Elliott,harvey-elliott,M,True,,,,13.0,4.0,17.0,2.0,,4.0,,,,,,1.0,4.0,1.0,,,0.0183484,0.0,0.0,,,,,,,1.0,1.0,39.0,,,,,,,,,7.0,,6.3,,,,,1.0,1.0,,,,17.0,4.0,20.0,0,,27.0,1.0,1.0,,
2022-23,10385502,1,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,3.0,1.0,,,0.00056483,0.0478,0.0,2.0,,,,,,2.0,,12.0,,,,,,,,,,,6.7,,,1.0,,,,,,,1.0,1.0,2.0,1,,5.0,,,,
2022-23,10385502,1,14,Liverpool,Away,1134530,462491,Luke Chambers,luke-chambers,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385502,1,14,Liverpool,Away,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385740,2,14,Liverpool,Home,791,15157,James Milner,james-milner,M,False,,,2.0,20.0,13.0,33.0,,1.0,3.0,,,,2.0,,2.0,5.0,2.0,,,0.230655,0.0426,0.0,,1.0,,,,,2.0,2.0,63.0,,,,,,,,,12.0,,6.8,,,1.0,1.0,1.0,3.0,,3.0,,28.0,13.0,38.0,1,1.0,51.0,1.0,,,1.0
2022-23,10385740,2,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,True,1.0,,4.0,19.0,11.0,29.0,,,4.0,,,,,,,,,,,0.0493307,0.0,0.0,,,,,,,1.0,1.0,27.0,,,,,,,,,6.0,,7.1,,,,,,1.0,,5.0,,23.0,11.0,33.0,0,,37.0,,,,
2022-23,10385740,2,14,Liverpool,Home,50539,60706,Adrián,adrian,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385740,2,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,5.0,27.0,45.0,72.0,,,14.0,,,,,,,,,,,0.0265294,0.013,0.0,,,,,,,,,90.0,,,,,,,,,8.0,,6.9,,,1.0,3.0,,,,7.0,,35.0,45.0,80.0,1,,87.0,,,,
2022-23,10385740,2,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,4.0,25.0,2.0,26.0,,,1.0,,1.0,,,,2.0,8.0,1.0,,,0.292201,0.3379,0.4526,1.0,,,,,,,8.0,90.0,1.0,,,,,,,,21.0,,6.9,,,2.0,,6.0,3.0,,4.0,2.0,33.0,2.0,32.0,3,,54.0,6.0,,1.0,
2022-23,10385740,2,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,9.0,60.0,55.0,115.0,,1.0,11.0,,,,4.0,,1.0,7.0,5.0,,,0.0565099,0.0,0.0,2.0,,,,,,2.0,1.0,90.0,,,,,,,,,9.0,,7.2,,,,1.0,,1.0,,12.0,,68.0,55.0,122.0,0,3.0,134.0,,1.0,,2.0
2022-23,10385740,2,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,,2.0,1.0,23.0,24.0,,,6.0,,,,,,,,,,,0.00043855,0.0,0.0,,,,0.0322,,,,,90.0,,,,,,,,,4.0,,6.6,1.0,2.0,,,,,,6.0,,3.0,25.0,28.0,0,,34.0,,,,
2022-23,10385740,2,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,,26.0,20.0,45.0,3.0,1.0,6.0,,,1.0,1.0,,,5.0,1.0,,,0.027624,0.0999,0.0,,,,,,,1.0,,63.0,,,,,,,,,13.0,,6.2,,,,,1.0,3.0,,2.0,,35.0,23.0,55.0,1,,72.0,,,,
2022-23,10385740,2,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,2.0,23.0,21.0,44.0,1.0,1.0,4.0,,,,,,,1.0,1.0,,,0.0208386,0.0,0.0,,,,,,,1.0,,27.0,,,,,,,,,1.0,,6.8,,,,1.0,,,,3.0,,24.0,21.0,45.0,0,,48.0,,,,
2022-23,10385740,2,14,Liverpool,Home,365772,175592,Naby Keïta,naby-keita,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385740,2,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,11.0,6.0,17.0,1.0,,2.0,,,1.0,1.0,,,3.0,3.0,,,0.0134671,0.0557,0.0,,,,,,,,,27.0,,,,,,,,,7.0,,6.7,,,,,1.0,6.0,,,,17.0,6.0,17.0,1,2.0,31.0,,1.0,,2.0
2022-23,10385740,2,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,4.0,,11.0,56.0,22.0,74.0,,1.0,5.0,2.0,,3.0,3.0,,,3.0,2.0,,,0.876926,0.2113,0.0,,,,,,,1.0,5.0,90.0,,,,,,,,,27.0,,8.0,,,1.0,1.0,,10.0,,19.0,1.0,81.0,23.0,94.0,4,1.0,127.0,,,,1.0
2022-23,10385740,2,14,Liverpool,Home,883537,244731,Luis Díaz,luis-diaz,M,False,,,2.0,27.0,7.0,34.0,4.0,,3.0,,,,,,4.0,12.0,16.0,,,0.0332375,0.2344,0.6396,1.0,,1.0,,,,1.0,1.0,90.0,2.0,,,,,,,,21.0,,8.1,,,1.0,,10.0,,,2.0,,36.0,8.0,44.0,3,6.0,84.0,4.0,3.0,7.0,5.0
2022-23,10385740,2,14,Liverpool,Home,920393,197464,Nathaniel Phillips,nathaniel-phillips,D,False,,,7.0,29.0,39.0,68.0,,4.0,14.0,,,1.0,,,,1.0,6.0,,,0.00942449,0.0433,0.0,1.0,,,,,,2.0,,63.0,,,,,,,,,13.0,,7.1,,,,1.0,,,,12.0,,37.0,42.0,79.0,1,2.0,87.0,2.0,,,1.0
2022-23,10385740,2,14,Liverpool,Home,924378,444765,Sepp van den Berg,sepp-van-den-berg,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385740,2,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,1.0,5.0,1.0,6.0,5.0,,,,2.0,2.0,,,,6.0,2.0,,,0.0899201,0.6892,0.0,1.0,,,,,1.0,,,57.0,,,,,,,,,6.0,,5.4,,,3.0,,1.0,2.0,,1.0,,9.0,2.0,9.0,5,,19.0,1.0,1.0,1.0,
2022-23,10385740,2,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,False,,,1.0,36.0,18.0,54.0,1.0,,7.0,1.0,,2.0,2.0,,1.0,5.0,6.0,,,0.102548,0.2871,0.1419,1.0,,,,,,2.0,2.0,79.0,1.0,,,,,,,,7.0,,7.6,,,,,1.0,,,2.0,,41.0,19.0,60.0,3,5.0,74.0,,,1.0,3.0
2022-23,10385740,2,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,3.0,1.0,4.0,1.0,,1.0,,,,,,2.0,3.0,1.0,,,0.0470363,0.0535,0.0,,,,,,,,,11.0,,,,,,,,,5.0,,6.3,,,1.0,,,,,,,3.0,2.0,5.0,1,,12.0,2.0,1.0,,
2022-23,10385740,2,14,Liverpool,Home,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385740,2,14,Liverpool,Home,1142638,491970,Bobby Clark,bobby-clark,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,14,Liverpool,Away,791,15157,James Milner,james-milner,M,False,,,2.0,16.0,18.0,34.0,2.0,2.0,4.0,1.0,,1.0,4.0,,1.0,8.0,7.0,,,0.316437,0.2057,0.0,1.0,,,,,,,1.0,73.0,,,,,,,,,15.0,,6.6,,,1.0,1.0,3.0,1.0,,2.0,,26.0,19.0,44.0,2,,58.0,3.0,2.0,3.0,
2022-23,10385531,3,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,3.0,18.0,16.0,34.0,,1.0,6.0,,,,,,,,3.0,,,0.0478774,0.0909,0.0,,,,,,,,1.0,59.0,,1.0,,,,,,,10.0,,7.0,,,1.0,,,,,6.0,,24.0,19.0,43.0,1,2.0,51.0,1.0,,,2.0
2022-23,10385531,3,14,Liverpool,Away,50539,60706,Adrián,adrian,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,32.0,14.0,46.0,1.0,3.0,4.0,,,,,,1.0,3.0,7.0,,,0.40419,0.0404,0.5053,,,,,,,,1.0,90.0,1.0,,,,,,,,15.0,,7.0,,,,1.0,1.0,,,,,38.0,16.0,54.0,1,3.0,70.0,5.0,1.0,,2.0
2022-23,10385531,3,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,8.0,21.0,56.0,77.0,1.0,6.0,9.0,,,,1.0,,,3.0,6.0,,,0.0146456,0.0,0.0,1.0,,,,,,3.0,,90.0,,1.0,,,,,,,15.0,,6.8,,,,2.0,,,,12.0,,29.0,63.0,92.0,0,,98.0,,,,
2022-23,10385531,3,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,14.0,2.0,16.0,1.0,1.0,1.0,,,1.0,,,6.0,8.0,5.0,,,0.424923,0.2694,0.3149,,,1.0,,,,,4.0,90.0,1.0,,,,,,,,18.0,,7.4,,,1.0,,3.0,1.0,,1.0,1.0,21.0,4.0,24.0,3,1.0,42.0,1.0,1.0,2.0,1.0
2022-23,10385531,3,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,True,,,,4.0,13.0,17.0,,,1.0,,,,,,1.0,1.0,3.0,,,0.00153579,0.0636,0.0527,,,,,,,,,31.0,1.0,,,,,,,,2.0,,6.8,,,,,,,,,,5.0,13.0,18.0,1,1.0,24.0,,2.0,,1.0
2022-23,10385531,3,14,Liverpool,Away,243609,116535,Alisson,alisson,G,False,,1.0,5.0,3.0,29.0,32.0,,,12.0,,,,,,,,,,,0.00236609,0.0,0.0,,,,1.1363,,,,,90.0,,,,,,,,,4.0,,6.6,2.0,3.0,,1.0,,,1.0,9.0,,5.0,31.0,36.0,0,,49.0,,,,
2022-23,10385531,3,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,,28.0,32.0,58.0,1.0,,5.0,,,,,,1.0,2.0,,,,0.136829,0.0,0.0,,,,,,,,2.0,85.0,,,,,,,,,17.0,,6.7,,,,,,8.0,,2.0,,40.0,36.0,68.0,0,,92.0,,,,
2022-23,10385531,3,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,False,,,7.0,31.0,57.0,88.0,3.0,4.0,11.0,,,,1.0,,,4.0,5.0,,,0.0217325,0.0,0.0,,,,,,,2.0,,90.0,,1.0,,,,,,,13.0,,6.8,,,,2.0,,,,12.0,,39.0,62.0,101.0,0,1.0,108.0,,,,1.0
2022-23,10385531,3,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,3.0,,3.0,,,,,,,1.0,,,1.0,1.0,,,0.0010621,0.0,0.0,,,,,,,1.0,,11.0,,,,,,,,,,,6.6,,,,,,,,,,3.0,,3.0,0,1.0,6.0,,,,1.0
2022-23,10385531,3,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,4.0,,5.0,30.0,20.0,46.0,,,10.0,,,,1.0,,,3.0,4.0,,,0.187017,0.02,0.0,2.0,,,,,,,2.0,90.0,,,,,,,,,23.0,,7.1,,,1.0,,1.0,11.0,,8.0,,47.0,22.0,58.0,1,3.0,92.0,,,1.0,2.0
2022-23,10385531,3,14,Liverpool,Away,883537,244731,Luis Díaz,luis-diaz,M,False,,,,20.0,13.0,33.0,2.0,3.0,4.0,,1.0,,1.0,,9.0,15.0,9.0,,,0.0443043,0.2213,0.8823,2.0,,,,,,,,90.0,1.0,,,,,,,,21.0,,6.2,,,1.0,,3.0,1.0,,,,27.0,15.0,41.0,2,1.0,64.0,2.0,3.0,2.0,1.0
2022-23,10385531,3,14,Liverpool,Away,920393,197464,Nathaniel Phillips,nathaniel-phillips,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,14,Liverpool,Away,924378,444765,Sepp van den Berg,sepp-van-den-berg,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,14,Liverpool,Away,955245,444884,Harvey Elliott,harvey-elliott,M,False,,,1.0,32.0,16.0,48.0,1.0,,2.0,,,2.0,2.0,,1.0,5.0,2.0,,,0.0953782,0.2679,0.0,1.0,,,,,,,2.0,90.0,,,,,,,,,10.0,,6.5,,,2.0,,1.0,1.0,,1.0,1.0,38.0,18.0,55.0,4,,67.0,1.0,1.0,1.0,
2022-23,10385531,3,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,1.0,6.0,2.0,8.0,2.0,,,,,1.0,,,1.0,3.0,1.0,,,0.00971894,0.1786,0.0343,,,,,,,,,17.0,1.0,,,,,,,,2.0,,6.6,,,,,1.0,,,1.0,,6.0,2.0,8.0,2,,14.0,1.0,,1.0,
2022-23,10385531,3,14,Liverpool,Away,1008403,464353,Harvey Davies,harvey-davies,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,14,Liverpool,Away,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,14,Liverpool,Away,1142638,491970,Bobby Clark,bobby-clark,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385547,4,14,Liverpool,Home,791,15157,James Milner,james-milner,M,True,,,2.0,13.0,5.0,18.0,1.0,,3.0,,,,,,,1.0,,,,0.016711,0.0557,0.1267,,,,,,,,,21.0,1.0,,,,,,,,2.0,,6.9,,,,,,,,2.0,,15.0,5.0,20.0,1,,24.0,,,,
2022-23,10385547,4,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,4.0,35.0,16.0,51.0,,2.0,4.0,,,,,,1.0,3.0,5.0,,,0.0539178,0.0,0.0,,,,,,,2.0,,70.0,,,,,,,,,13.0,,7.0,,,,1.0,3.0,,,6.0,,43.0,18.0,61.0,0,1.0,71.0,,1.0,1.0,1.0
2022-23,10385547,4,14,Liverpool,Home,50539,60706,Adrián,adrian,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385547,4,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,False,1.0,,1.0,15.0,6.0,20.0,,,4.0,1.0,1.0,,1.0,,2.0,5.0,1.0,,,0.431758,1.1841,2.3867,,3.0,2.0,,,,1.0,4.0,69.0,4.0,,,,,,,,15.0,,9.7,,,1.0,,2.0,1.0,,3.0,1.0,24.0,7.0,30.0,5,,47.0,1.0,1.0,,
2022-23,10385547,4,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,7.0,47.0,41.0,88.0,3.0,8.0,9.0,,,1.0,,,,3.0,10.0,,,0.0914323,0.1838,0.3144,,,1.0,,,,1.0,,90.0,1.0,,,,,,,,10.0,,8.2,,,1.0,1.0,1.0,,,11.0,,54.0,44.0,98.0,3,1.0,108.0,,,1.0,1.0
2022-23,10385547,4,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,31.0,,31.0,,,2.0,,2.0,,,,2.0,6.0,1.0,,,0.0746245,1.2268,0.0919,1.0,,,,,,,2.0,90.0,1.0,,,,,,,,17.0,,6.0,,,3.0,,3.0,,,1.0,2.0,39.0,,39.0,4,,56.0,4.0,1.0,,
2022-23,10385547,4,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,2.0,27.0,18.0,45.0,4.0,2.0,7.0,1.0,,,2.0,,,7.0,7.0,,,0.191955,0.0,0.0,1.0,,,,,,,1.0,90.0,,,,,,,,,8.0,,7.3,,,,,,,,3.0,,32.0,19.0,51.0,0,5.0,61.0,2.0,,,4.0
2022-23,10385547,4,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,2.0,1.0,,18.0,18.0,,,7.0,,,,,,,,,,,7.387e-05,0.0,0.0,,,,0.5728,,,,,90.0,,,,,,,,,2.0,,7.3,1.0,2.0,,1.0,,,2.0,3.0,,2.0,18.0,20.0,0,,28.0,,,,
2022-23,10385547,4,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,3.0,31.0,21.0,51.0,,2.0,1.0,,,,1.0,,1.0,2.0,3.0,,,0.0402946,0.0903,0.0,,1.0,,,,,,1.0,69.0,,,,,,,,,10.0,,7.0,,,1.0,,1.0,3.0,,5.0,,39.0,22.0,58.0,1,,68.0,,,1.0,
2022-23,10385547,4,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,3.0,42.0,31.0,73.0,3.0,3.0,9.0,,,,2.0,,,7.0,6.0,,,0.0140721,0.0,0.0,2.0,,,,,,2.0,,90.0,,1.0,,,,,,,11.0,,7.3,,,,,2.0,,,9.0,,51.0,33.0,84.0,0,,95.0,,1.0,2.0,
2022-23,10385547,4,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,1.0,,,10.0,1.0,10.0,,,1.0,,,,,,,,,,,0.176431,0.0,0.0,,2.0,,,,,,2.0,21.0,,,,,,,,,3.0,,7.6,,,,,,1.0,,2.0,,11.0,2.0,12.0,0,,18.0,1.0,,,
2022-23,10385547,4,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,6.0,,9.0,60.0,29.0,83.0,,,12.0,,,,,,,,2.0,,,0.251933,0.0358,0.3994,,,1.0,,,,2.0,3.0,83.0,1.0,,,,,,,,19.0,,9.0,,,,,,11.0,,15.0,,75.0,31.0,95.0,1,2.0,122.0,1.0,,,2.0
2022-23,10385547,4,14,Liverpool,Home,883537,244731,Luis Díaz,luis-diaz,M,False,1.0,,,35.0,10.0,44.0,2.0,1.0,7.0,,,,,,2.0,7.0,4.0,,,0.107461,0.3672,0.6789,1.0,,2.0,,,,1.0,1.0,90.0,2.0,,,,,,,,6.0,,8.6,,,,,4.0,1.0,,,,37.0,10.0,46.0,2,1.0,58.0,,,2.0,
2022-23,10385547,4,14,Liverpool,Home,920393,197464,Nathaniel Phillips,nathaniel-phillips,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385547,4,14,Liverpool,Home,924378,444765,Sepp van den Berg,sepp-van-den-berg,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
