season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025013,1,14,Liverpool,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,,22.0,18.0,40.0,1.0,1.0,12.0,2.0,1.0,,,1.0,,,5.0,5.0,,,0.0173222,0.0319,0.1203,2.0,1.0,,,,,1.0,1.0,,0.45,4.28,1.44,0.1,2.21,72.0,1.0,,,,,,,9.0,2.0,,6.8,,,,93.565723839362,,1.0,1.0,,,,26.0,20.0,46.0,64.214957959319,36.719326064616,1,3.0,61.0,1.0,1.0,,2.0
2025-26,14025013,1,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,True,,,1.0,6.0,3.0,9.0,2.0,2.0,5.0,1.0,,,,,,,2.0,2.0,,,0.0418864,,,,0.0,,,,,,1.0,,0.29,1.1,0.51,0.17,0.86,18.0,,,,,,,,3.0,1.0,,6.8,,,,45.844710668117,,,,,2.0,,8.0,3.0,11.0,15.337757315793,28.547171506123,0,,12.0,,,,
2025-26,14025013,1,14,Liverpool,Home,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025013,1,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025013,1,14,Liverpool,Home,970361,216094,Jeremie Frimpong,jeremie-frimpong,D,False,,,,6.0,6.0,12.0,,,5.0,1.0,,,1.0,1.0,,,1.0,3.0,,,0.00529083,0.0081,,,0.0,,,,,1.0,,,0.57,2.71,0.79,0.55,1.92,60.0,,,,,,,,5.0,,,6.9,,,,33.916428343719,2.0,1.0,1.0,,1.0,,7.0,9.0,16.0,17.436557261514,,1,1.0,28.0,,1.0,1.0,1.0
2025-26,14025013,1,14,Liverpool,Home,1019322,494595,Florian Wirtz,florian-wirtz,M,False,2.0,,4.0,25.0,13.0,38.0,2.0,,20.0,6.0,,,,2.0,,3.0,7.0,3.0,,,0.27973,0.1442,,,0.0,,,,,,3.0,,1.15,4.79,2.37,0.41,2.3,82.0,,,,,,,,21.0,2.0,,6.7,,,1.0,147.35433005582,1.0,,4.0,,4.0,,38.0,13.0,51.0,46.407474770708,32.696716061143,1,2.0,73.0,2.0,1.0,,2.0
2025-26,14025013,1,14,Liverpool,Home,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,False,,,1.0,9.0,5.0,14.0,2.0,4.0,7.0,,,1.0,,,,2.0,6.0,5.0,,,0.0208555,1.1358,0.6557,1.0,1.0,1.0,,,,,2.0,,0.71,4.25,1.39,0.24,2.08,72.0,2.0,,,,,,,11.0,2.0,,8.0,,,2.0,49.726922374332,1.0,2.0,,,1.0,,14.0,7.0,21.0,22.279346959266,22.339152080685,4,,33.0,1.0,,1.0,
2025-26,14025013,1,14,Liverpool,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,3.0,9.0,18.0,27.0,4.0,2.0,8.0,5.0,,,,1.0,,,6.0,4.0,,,0.0107083,,,1.0,0.0,,,,,,,,0.47,3.11,1.01,0.22,2.1,60.0,,,,,,,,6.0,,,6.8,,,,62.624598922585,5.0,,1.0,,4.0,,10.0,19.0,29.0,-3.0948046095545,,0,1.0,48.0,1.0,1.0,,1.0
2025-26,14025013,1,14,Liverpool,Home,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025013,1,14,Liverpool,Home,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,14,Liverpool,Away,143040,158983,Wataru Endo,wataru-endo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,2.0,15.0,39.0,54.0,4.0,5.0,,1.0,,,,1.0,,,5.0,6.0,,,0.00311647,,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,8.0,,,6.9,,,,,13.0,,,,7.0,,22.0,40.0,62.0,,,0,,78.0,,1.0,,
2025-26,14147154,2,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,,13.0,4.0,17.0,,,,1.0,2.0,,,,,,1.0,1.0,,,0.207513,,,1.0,1.0,,,,,,2.0,,,,,,,89.0,,,,,,,,10.0,,,6.3,,,,,1.0,,1.0,,1.0,,20.0,5.0,25.0,,,0,,34.0,2.0,1.0,,
2025-26,14147154,2,14,Liverpool,Away,243609,116535,Alisson,alisson,G,False,,2.0,8.0,3.0,20.0,23.0,,,,10.0,,,,,,,,1.0,,,0.00119302,,,,0.0,,-0.1338,1.0,,,,,,,,,,90.0,,,,,,,,12.0,,3.0,6.7,1.0,1.0,,,5.0,,,2.0,19.0,,13.0,21.0,34.0,,,0,,47.0,,1.0,,
2025-26,14147154,2,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,,18.0,33.0,51.0,,2.0,,1.0,,,,1.0,,,2.0,4.0,,,0.00650323,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,4.0,,,6.5,,,,,5.0,,,,,,21.0,33.0,54.0,,,0,1.0,65.0,1.0,1.0,,1.0
2025-26,14147154,2,14,Liverpool,Away,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,4.0,1.0,,,0.00405054,,,1.0,0.0,,,,,,,,,,,,,10.0,,,,,,,,1.0,,,6.4,,,,,1.0,,,,,,1.0,1.0,2.0,,,0,,5.0,,1.0,,
2025-26,14147154,2,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,7.0,4.0,11.0,,1.0,,4.0,,,1.0,2.0,,1.0,6.0,9.0,,,0.0750624,0.0584,,3.0,2.0,,,,,,2.0,,,,,,,89.0,,,,,,,,12.0,,,7.4,,,,,2.0,1.0,2.0,,,,10.0,7.0,17.0,,,1,3.0,40.0,3.0,4.0,1.0,
2025-26,14147154,2,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,,,4.0,18.0,22.0,40.0,,,,4.0,,,,1.0,,,3.0,1.0,,,0.0089903,,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,7.0,,,6.4,,,,,4.0,,2.0,,8.0,,21.0,24.0,45.0,,,0,1.0,58.0,,,,1.0
2025-26,14147154,2,14,Liverpool,Away,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,,22.0,21.0,43.0,2.0,1.0,,4.0,,,,1.0,,2.0,7.0,3.0,,,0.0100429,0.0231,0.3377,2.0,0.0,1.0,,,,1.0,,,,,,,,90.0,1.0,,,,,,,7.0,,,7.3,,,,,3.0,,,,3.0,,25.0,22.0,47.0,,,1,1.0,58.0,1.0,1.0,,1.0
2025-26,14147154,2,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,False,,,1.0,20.0,30.0,50.0,,,,6.0,,1.0,,,,,,7.0,,,0.0181535,,,,0.0,,,,,,,,,,,,,89.0,,,,,,,,8.0,,,7.0,,,,,,2.0,,,3.0,,24.0,32.0,56.0,,,0,4.0,66.0,2.0,1.0,2.0,2.0
2025-26,14147154,2,14,Liverpool,Away,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,14,Liverpool,Away,955245,444884,Harvey Elliott,harvey-elliott,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,1.0,,,,0.00183224,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,5.0,,,6.4,,,,,,1.0,,,2.0,,6.0,2.0,8.0,,,0,,9.0,,,,
2025-26,14147154,2,14,Liverpool,Away,1008402,492777,Conor Bradley,conor-bradley,D,True,,,,6.0,5.0,11.0,,1.0,,,,,,1.0,,2.0,5.0,2.0,,,0.0129159,,,1.0,0.0,,,,,,,,,,,,,10.0,,1.0,,,,,,5.0,,,6.3,,,,,,1.0,,,,,7.0,5.0,12.0,,,0,,20.0,,1.0,,
2025-26,14147154,2,14,Liverpool,Away,1019322,494595,Florian Wirtz,florian-wirtz,M,False,1.0,,,13.0,12.0,25.0,4.0,,,2.0,,,,,,1.0,7.0,3.0,,1.0,0.100574,0.0512,0.2903,2.0,0.0,,,,,,,,,,,,,80.0,1.0,,,,,,,7.0,,,6.2,,,,,,,2.0,,1.0,,14.0,12.0,26.0,,,1,1.0,41.0,4.0,2.0,,1.0
2025-26,14147154,2,14,Liverpool,Away,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,False,,,,6.0,1.0,7.0,2.0,1.0,,2.0,,,,1.0,,1.0,7.0,3.0,,,0.0608246,0.2048,0.7543,2.0,0.0,1.0,,,,,2.0,,,,,,,80.0,1.0,,,,,,,12.0,,,7.2,,,,,3.0,2.0,,,,,12.0,4.0,16.0,,,1,,28.0,1.0,1.0,1.0,
2025-26,14147154,2,14,Liverpool,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,,10.0,21.0,31.0,2.0,7.0,,4.0,,,,,,1.0,3.0,9.0,1.0,,0.00359828,,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,14.0,,,6.4,,,,,6.0,,1.0,,5.0,,16.0,24.0,40.0,,,0,2.0,69.0,,1.0,,2.0
2025-26,14147154,2,14,Liverpool,Away,1473137,647681,Giovanni Leoni,giovanni-leoni,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,14,Liverpool,Away,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,0.00023736,0.3553,0.8729,,0.0,1.0,,,,,,,,,,,,8.0,1.0,,,,,,,1.0,,,7.6,,,,,,1.0,1.0,,,,1.0,,1.0,,,1,,4.0,,,1.0,
2025-26,14025103,3,14,Liverpool,Home,143040,158983,Wataru Endo,wataru-endo,M,True,,,,,,,1.0,,,,,,,,,1.0,3.0,,,,,,,1.0,0.0,,,,,,,,,,,,,10.0,,,,,,,,2.0,,,6.4,,,,,1.0,,,,,,,1.0,1.0,,,0,,3.0,,,,
2025-26,14025103,3,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,9.0,17.0,56.0,73.0,,,,2.0,,,,,,1.0,1.0,2.0,,,0.0150042,,,,0.0,,,,,1.0,,,,,,,,90.0,,3.0,,,,,,9.0,,,7.9,,,,,4.0,1.0,,,14.0,,21.0,60.0,81.0,,,0,,92.0,,1.0,1.0,
2025-26,14025103,3,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,8.0,4.0,12.0,2.0,1.0,,2.0,,,1.0,,,1.0,4.0,2.0,,,0.0263424,0.052,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,15.0,,,6.3,,,,,,1.0,2.0,,3.0,,14.0,6.0,20.0,,,1,,32.0,3.0,1.0,,
2025-26,14025103,3,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,1.0,6.0,3.0,35.0,38.0,,,,9.0,,,,,,,,,,,0.00067702,,,,0.0,,0.5561,,,,,,,,,,,90.0,,,,,,,,9.0,,,7.5,1.0,1.0,,,2.0,,,1.0,15.0,,11.0,36.0,47.0,,,0,,54.0,,,,
2025-26,14025103,3,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025103,3,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,4.0,4.0,,3.0,,,,,,,,,,3.0,,,9.293e-05,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,1.0,,,7.0,,,,,7.0,,,,,,,5.0,5.0,,,0,,13.0,,,,
2025-26,14025103,3,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,2.0,10.0,34.0,44.0,1.0,1.0,,2.0,,,,,,,3.0,2.0,,,0.00242917,,,2.0,0.0,,,,,,,,,,,,,79.0,,2.0,,,,,,1.0,,,7.1,,,,,2.0,,,,2.0,,10.0,34.0,44.0,,,0,1.0,54.0,,,,1.0
2025-26,14025103,3,14,Liverpool,Home,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,1.0,,1.0,,,,,,,1.0,1.0,,,2.0,,,,0.00025084,0.1246,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,1.0,,,6.4,,,,,,1.0,,,,,1.0,,1.0,,,1,,3.0,,,,
2025-26,14025103,3,14,Liverpool,Home,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,1.0,6.0,8.0,14.0,1.0,2.0,,2.0,,,,,,1.0,3.0,7.0,,,0.0114951,0.0544,0.0157,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,1.0,1.0,,,,,,7.0,,,7.0,,,1.0,,,1.0,,,1.0,1.0,10.0,8.0,18.0,,,2,1.0,32.0,2.0,3.0,1.0,
2025-26,14025103,3,14,Liverpool,Home,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,1.0,,5.0,17.0,30.0,47.0,,1.0,,5.0,,,,1.0,,,1.0,3.0,,,0.0165011,0.034,0.1848,,0.0,1.0,,,,1.0,1.0,,,,,,,90.0,1.0,,,,,,,11.0,,,8.3,,,,,6.0,,2.0,,9.0,,22.0,30.0,52.0,,,1,2.0,81.0,,,,2.0
2025-26,14025103,3,14,Liverpool,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,1.0,14.0,7.0,21.0,1.0,,,7.0,,,1.0,,,,4.0,,,,0.049815,0.0535,,1.0,0.0,,,,,2.0,2.0,,,,,,,61.0,,,,,,,,9.0,,,6.7,,,,,,3.0,,,1.0,,17.0,8.0,25.0,,,1,,37.0,2.0,,,
2025-26,14025103,3,14,Liverpool,Home,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,1.0,12.0,35.0,47.0,,,,7.0,,,,,,,1.0,4.0,,,0.00586247,0.0246,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,13.0,,,6.7,,,1.0,,,2.0,,,7.0,,18.0,39.0,57.0,,,1,1.0,67.0,3.0,1.0,2.0,1.0
2025-26,14025103,3,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,True,,,1.0,11.0,10.0,21.0,,,,2.0,,,,,,,,1.0,,,0.0210487,,,,0.0,,,,,,1.0,,,,,,,29.0,,,,,,,,1.0,,,6.9,,,,,1.0,,,,1.0,,11.0,11.0,22.0,,,0,,25.0,,1.0,,
2025-26,14025103,3,14,Liverpool,Home,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025103,3,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025103,3,14,Liverpool,Home,1008402,492777,Conor Bradley,conor-bradley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025103,3,14,Liverpool,Home,1019322,494595,Florian Wirtz,florian-wirtz,M,False,,,1.0,14.0,6.0,20.0,1.0,,,4.0,,,1.0,1.0,,,2.0,5.0,,,0.0635379,0.1818,0.0729,,0.0,,,,,1.0,1.0,,,,,,,89.0,1.0,,,,,,,11.0,,,7.3,,,,,1.0,3.0,1.0,,4.0,,20.0,8.0,28.0,,,2,2.0,46.0,1.0,,3.0,2.0
2025-26,14025103,3,14,Liverpool,Home,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,False,,,,2.0,,2.0,,,,1.0,,,,,,3.0,6.0,2.0,,,0.00213986,,,1.0,0.0,,,,,,,,,,,,,79.0,,,,,,,,10.0,,,6.2,,,,,,2.0,,,,,5.0,,5.0,,,0,1.0,18.0,2.0,1.0,,1.0
2025-26,14025103,3,14,Liverpool,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,,7.0,17.0,24.0,2.0,2.0,,2.0,,,,,,,2.0,7.0,,,0.00364267,,,,0.0,,,,,,,1.0,,,,,,90.0,,1.0,,,,,,9.0,,,7.8,,,,,5.0,,2.0,,3.0,,10.0,19.0,29.0,,,0,3.0,55.0,1.0,2.0,,2.0
2025-26,14025103,3,14,Liverpool,Home,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025130,4,14,Liverpool,Away,143040,158983,Wataru Endo,wataru-endo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025130,4,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,2.0,66.0,28.0,94.0,,8.0,,1.0,,,,,,,1.0,10.0,,,0.0579105,,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,11.0,,,8.3,,,,,4.0,,,,3.0,,75.0,30.0,105.0,,,0,1.0,112.0,,1.0,,1.0
2025-26,14025130,4,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,31.0,6.0,37.0,2.0,1.0,,3.0,,,,,,2.0,5.0,1.0,,,0.149657,0.7884,0.9845,1.0,0.0,1.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,15.0,,,6.6,,,,,,,3.0,,1.0,,37.0,6.0,43.0,,,1,,55.0,3.0,,,
2025-26,14025130,4,14,Liverpool,Away,243609,116535,Alisson,alisson,G,False,,,1.0,3.0,17.0,20.0,,,,5.0,,,,,,,,,,,0.00070801,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,2.0,,,6.7,,,,,,,,,3.0,,5.0,17.0,22.0,,,0,,25.0,,,,
2025-26,14025130,4,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,True,3.0,,,36.0,9.0,45.0,2.0,1.0,,2.0,1.0,,,,,,2.0,2.0,,,0.370696,0.1008,0.0529,,0.0,,,,,,5.0,,,,,,,52.0,1.0,,,,,,,12.0,,,6.9,,,,,,1.0,8.0,,1.0,1.0,40.0,12.0,52.0,,,1,,65.0,,,1.0,
2025-26,14025130,4,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025130,4,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,1.0,47.0,30.0,77.0,3.0,8.0,,3.0,,1.0,,,,,4.0,14.0,,,0.049463,0.4923,,1.0,0.0,,,,,2.0,2.0,,,,,,,87.0,,,,,,,,14.0,,,7.7,,,1.0,,2.0,,1.0,,2.0,,55.0,35.0,90.0,,,1,4.0,105.0,,2.0,,3.0
