season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025282,20,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,2.0,42.0,32.0,74.0,3.0,2.0,34.0,5.0,,,,,,,3.0,5.0,,,0.0370984,,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,9.0,1.0,,7.0,,,,258.38940839913,5.0,1.0,,,4.0,,49.0,32.0,81.0,145.74,30.898253688518,0,,93.0,2.0,2.0,1.0,
2025-26,14025282,20,14,Liverpool,Away,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,16.0,,,,,,,,,,,6.5,,,,,,,,,,1.0,,,,,,0,,,,,,
2025-26,14025282,20,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,11.0,2.0,13.0,2.0,1.0,12.0,,,1.0,1.0,,,,3.0,4.0,,,0.0484727,0.5776,0.7807,1.0,0.0,1.0,,,,,,,,,,,,89.0,1.0,,,,,,,7.0,4.0,,7.5,,,3.0,125.33923320868,,1.0,1.0,,,2.0,12.0,3.0,15.0,63.42,59.506744778089,5,,29.0,3.0,2.0,1.0,
2025-26,14025282,20,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,1.0,,5.0,32.0,10.0,42.0,,,16.0,3.0,,,,,,2.0,3.0,,,,0.109662,0.0525,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,23.0,1.0,,6.4,,,1.0,139.6166324406,1.0,1.0,11.0,,5.0,,39.0,10.0,49.0,39.375,23.189902975217,1,,73.0,2.0,,,
2025-26,14025282,20,14,Liverpool,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,4.0,37.0,32.0,69.0,,,27.0,4.0,,,,2.0,,2.0,5.0,2.0,,,0.0349249,0.0559,,1.0,0.0,,,,1.0,2.0,,,,,,,,90.0,,,,,,,,11.0,3.0,,6.5,,,1.0,248.80208744285,1.0,,,,8.0,,46.0,32.0,78.0,26.985,68.871852523135,1,1.0,89.0,,1.0,,
2025-26,14025282,20,14,Liverpool,Away,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,1.0,40.0,28.0,68.0,2.0,1.0,27.0,2.0,,,,1.0,,,4.0,3.0,,,0.0305196,,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,10.0,2.0,,6.5,,,,258.81016128098,3.0,1.0,,,2.0,,46.0,29.0,75.0,79.485,52.109085409514,0,1.0,90.0,2.0,1.0,,1.0
2025-26,14025282,20,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,False,,,1.0,41.0,13.0,54.0,2.0,,26.0,1.0,1.0,,1.0,,,,3.0,2.0,,,0.291967,0.2567,,1.0,0.0,,,,,,3.0,,,,,,,85.0,,1.0,,,,,,7.0,1.0,,6.6,,,,206.40946393569,,1.0,1.0,,1.0,,46.0,13.0,59.0,19.11,11.780611189578,1,,65.0,1.0,1.0,1.0,
2025-26,14025282,20,14,Liverpool,Away,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025282,20,14,Liverpool,Away,970361,216094,Jeremie Frimpong,jeremie-frimpong,D,True,,,,3.0,1.0,4.0,,,2.0,,,,,,,,1.0,1.0,,,0.00106359,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,10.0,,,6.1,,,,11.388606299219,,2.0,2.0,,1.0,,6.0,2.0,8.0,1.05,,0,,17.0,3.0,,1.0,
2025-26,14025282,20,14,Liverpool,Away,991227,489580,Calvin Ramsay,calvin-ramsay,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025282,20,14,Liverpool,Away,1008402,492777,Conor Bradley,conor-bradley,D,False,,,,31.0,15.0,46.0,1.0,2.0,24.0,5.0,1.0,,,1.0,,3.0,6.0,8.0,,,0.153407,,,,1.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,15.0,3.0,,6.7,,,,248.76502736807,7.0,1.0,3.0,,3.0,,37.0,16.0,53.0,51.555,60.024178595747,0,3.0,95.0,1.0,3.0,,2.0
2025-26,14025282,20,14,Liverpool,Away,1019322,494595,Florian Wirtz,florian-wirtz,M,False,,,2.0,38.0,10.0,48.0,2.0,1.0,19.0,5.0,,,1.0,1.0,,3.0,7.0,2.0,,,0.456593,0.4288,0.4331,,0.0,1.0,,,,,1.0,,,,,,,76.0,1.0,,,,,,,18.0,3.0,,7.3,,,,225.2017593346,,1.0,2.0,,5.0,,46.0,12.0,58.0,76.44,74.538958301816,2,1.0,73.0,2.0,,,1.0
2025-26,14025282,20,14,Liverpool,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,4.0,25.0,20.0,45.0,,2.0,17.0,4.0,,,,,,,,3.0,,,0.0220785,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,10.0,,,6.3,,,,137.5874257894,2.0,,3.0,,5.0,1.0,31.0,20.0,51.0,19.845,,0,1.0,67.0,,,,1.0
2025-26,14025282,20,14,Liverpool,Away,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025282,20,14,Liverpool,Away,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025019,21,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,3.0,41.0,35.0,76.0,,1.0,23.0,2.0,,,,,,,,1.0,,,0.0154901,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,7.0,,,7.2,,,,118.37306328623,2.0,,,,9.0,,45.0,38.0,83.0,16.485,,0,,86.0,,,,
2025-26,14025019,21,14,Liverpool,Away,243609,116535,Alisson,alisson,G,False,,,6.0,3.0,18.0,21.0,,,7.0,10.0,,,,,,,,,,,0.00145608,,,,0.0,,0.6784,2.0,,,,,,,,,,90.0,,,,,,,,11.0,,1.0,7.8,2.0,4.0,,34.402330266465,1.0,,,,14.0,,8.0,21.0,29.0,11.445,,0,,42.0,,,,
2025-26,14025019,21,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025019,21,14,Liverpool,Away,284417,155503,Freddie Woodman,freddie-woodman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025019,21,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025019,21,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,1.0,27.0,27.0,54.0,,,14.0,1.0,,,,,,,,1.0,,,0.0101344,,,,0.0,,,,,1.0,,,,,,,,90.0,,2.0,,,,,,4.0,,,7.2,,,,79.031895093336,7.0,,,,4.0,,30.0,28.0,58.0,25.305,,0,,73.0,,1.0,,
2025-26,14025019,21,14,Liverpool,Away,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025019,21,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,2.0,19.0,4.0,23.0,3.0,2.0,12.0,3.0,,,1.0,1.0,,1.0,8.0,6.0,,,0.0140813,0.0532,,3.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,10.0,,,6.6,,,,88.509050081678,3.0,,,,2.0,1.0,25.0,5.0,30.0,8.4,,1,,42.0,1.0,4.0,,
2025-26,14025019,21,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,,,1.0,29.0,18.0,47.0,,,14.0,1.0,,,2.0,,,1.0,1.0,2.0,,,0.0203179,0.2109,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,6.0,,,6.7,,,3.0,84.076997101217,,1.0,,,2.0,,31.0,19.0,50.0,5.775,,5,,64.0,2.0,1.0,1.0,
2025-26,14025019,21,14,Liverpool,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,2.0,27.0,17.0,44.0,2.0,,17.0,5.0,,,,2.0,,,5.0,3.0,,,0.0237605,,,2.0,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,,8.0,2.0,,6.8,,,,133.85184538465,2.0,1.0,,,3.0,,28.0,22.0,50.0,61.32,36.471859899638,0,1.0,59.0,2.0,1.0,1.0,
2025-26,14025019,21,14,Liverpool,Away,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,,31.0,21.0,52.0,,1.0,32.0,3.0,,,,,,2.0,3.0,6.0,,,0.211083,0.0194,,,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,8.0,2.0,,7.3,,,1.0,268.54720585852,1.0,2.0,,,,,32.0,23.0,55.0,86.415,43.931289575814,1,3.0,70.0,1.0,1.0,1.0,2.0
2025-26,14025019,21,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025019,21,14,Liverpool,Away,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025019,21,14,Liverpool,Away,970361,216094,Jeremie Frimpong,jeremie-frimpong,D,False,,,,19.0,3.0,22.0,,,15.0,3.0,,,,,,1.0,2.0,3.0,,,0.0112911,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,16.0,4.0,,6.6,,,,144.74578329494,,3.0,6.0,,1.0,,22.0,5.0,27.0,86.1,78.31235230112,0,,45.0,3.0,1.0,2.0,
2025-26,14025019,21,14,Liverpool,Away,991227,489580,Calvin Ramsay,calvin-ramsay,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025019,21,14,Liverpool,Away,1008402,492777,Conor Bradley,conor-bradley,D,False,,,2.0,27.0,17.0,44.0,,,19.0,3.0,,,,4.0,,3.0,9.0,3.0,,,0.0109454,0.0329,,2.0,0.0,,,,1.0,1.0,,,,,,,,89.0,,,,,,,,13.0,2.0,,6.6,,,1.0,159.49743133654,6.0,2.0,1.0,,5.0,,32.0,18.0,50.0,65.52,61.604463983239,1,1.0,80.0,1.0,,2.0,
2025-26,14025019,21,14,Liverpool,Away,1019322,494595,Florian Wirtz,florian-wirtz,M,False,,,1.0,28.0,16.0,44.0,,,14.0,4.0,,,,,,,2.0,4.0,,,0.032844,,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,7.0,,,6.9,,,,90.833253323546,,3.0,,,2.0,,29.0,18.0,47.0,6.4049999999999,,0,1.0,57.0,3.0,1.0,2.0,1.0
2025-26,14025019,21,14,Liverpool,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,2.0,15.0,11.0,26.0,1.0,1.0,12.0,2.0,,,,1.0,,,3.0,6.0,,,0.00517875,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,9.0,2.0,,7.6,,,,122.9517926964,1.0,1.0,2.0,,3.0,,18.0,12.0,30.0,27.615,46.79972519756,0,4.0,49.0,1.0,,1.0,4.0
2025-26,14025019,21,14,Liverpool,Away,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025019,21,14,Liverpool,Away,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025076,22,14,Liverpool,Home,143040,158983,Wataru Endo,wataru-endo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025076,22,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,7.0,56.0,30.0,86.0,2.0,6.0,26.0,4.0,,,,,,,2.0,6.0,,,0.0958635,,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,13.0,5.0,,7.3,,,,259.68164143626,6.0,,,,13.0,,65.0,33.0,98.0,217.77,110.50141069968,0,,108.0,,,,
2025-26,14025076,22,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,,2.0,1.0,26.0,27.0,,,13.0,10.0,,,,,,,,,,,0.00053215,,,,0.0,,-0.9201,,,,,,,,,,,90.0,,,,,,,,5.0,,1.0,6.1,,1.0,,67.343343508645,1.0,,,,7.0,,3.0,29.0,32.0,37.275,,0,,39.0,,,,
2025-26,14025076,22,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,True,,,1.0,5.0,1.0,6.0,,,2.0,1.0,,,,,,,,2.0,,,0.0044615,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,8.0,,,6.8,,,,18.255301915207,1.0,1.0,2.0,,2.0,,5.0,5.0,10.0,16.8,,0,1.0,20.0,1.0,,1.0,
2025-26,14025076,22,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025076,22,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,1.0,,1.0,43.0,24.0,67.0,2.0,9.0,31.0,1.0,,,,,,,3.0,11.0,,,0.104194,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,13.0,2.0,,7.5,,,,239.60533165116,5.0,,1.0,,5.0,,50.0,30.0,80.0,151.83,33.070391140482,0,1.0,91.0,,1.0,,1.0
2025-26,14025076,22,14,Liverpool,Home,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,1.0,1.0,2.0,,,2.0,,,,,,,,1.0,1.0,,,0.00368849,,,1.0,0.0,,,,,,,,,,,,,11.0,,,,,,,,2.0,,,6.1,,,,14.975664350784,,,,,,,3.0,1.0,4.0,-0.83999999999999,,0,,5.0,,1.0,,
2025-26,14025076,22,14,Liverpool,Home,862967,243298,Cody Gakpo,cody-gakpo,M,False,1.0,,,32.0,1.0,33.0,1.0,2.0,28.0,2.0,,,2.0,,,1.0,3.0,3.0,,,0.41143,0.2496,0.339,,0.0,,,,,,3.0,,,,,,,78.0,4.0,,,,,,1.0,18.0,9.0,,7.0,,,,217.00386428885,,1.0,9.0,,,,39.0,1.0,40.0,76.545,119.86130567562,6,,60.0,,1.0,,
2025-26,14025076,22,14,Liverpool,Home,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,1.0,,5.0,70.0,22.0,92.0,,1.0,42.0,4.0,1.0,1.0,3.0,,,,1.0,5.0,,,0.378862,0.942,0.1082,,0.0,,,,1.0,,2.0,,,,,,,90.0,1.0,,,,1.0,,,15.0,5.0,,7.3,,,2.0,339.96745227121,,3.0,6.0,,7.0,,76.0,23.0,99.0,139.545,75.83621815833,6,,122.0,2.0,2.0,2.0,
2025-26,14025076,22,14,Liverpool,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,True,1.0,,,8.0,2.0,10.0,,,5.0,2.0,,,,,,2.0,2.0,,,,0.087267,0.2464,0.0199,,0.0,,,,,,1.0,,,,,,,12.0,1.0,1.0,,,,,,3.0,,,6.6,,,2.0,56.699538131245,,,1.0,,,,9.0,2.0,11.0,-35.91,,3,,18.0,,,,
2025-26,14025076,22,14,Liverpool,Home,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,2.0,49.0,18.0,67.0,,,34.0,6.0,,,2.0,,,1.0,1.0,6.0,,,0.13734,0.1796,,,0.0,,,,,2.0,1.0,,,,,,,78.0,,1.0,,,,,,7.0,4.0,,8.1,,,,302.05493832282,,2.0,,,3.0,,53.0,18.0,71.0,172.41,108.9565347808,2,2.0,89.0,2.0,2.0,2.0,1.0
2025-26,14025076,22,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,False,,,4.0,40.0,24.0,64.0,2.0,,30.0,6.0,1.0,,1.0,2.0,,3.0,10.0,1.0,,,0.156694,0.142,,2.0,1.0,,,,,2.0,3.0,,,,,,,87.0,,,,,,,,15.0,2.0,,6.5,,,1.0,226.39921109589,,1.0,,,5.0,,47.0,25.0,72.0,42.42,39.177215271173,2,1.0,89.0,3.0,,,
2025-26,14025076,22,14,Liverpool,Home,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025076,22,14,Liverpool,Home,970361,216094,Jeremie Frimpong,jeremie-frimpong,D,False,3.0,,2.0,28.0,8.0,36.0,,,17.0,3.0,,,1.0,2.0,,1.0,3.0,4.0,,,0.331988,0.2357,,,0.0,,,,,1.0,4.0,,,,,,,90.0,,,,,,,,11.0,4.0,,7.4,,,2.0,144.23836571507,,2.0,6.0,,4.0,,32.0,10.0,42.0,100.59,64.205678277975,3,,72.0,1.0,2.0,2.0,
2025-26,14025076,22,14,Liverpool,Home,991227,489580,Calvin Ramsay,calvin-ramsay,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025076,22,14,Liverpool,Home,1019322,494595,Florian Wirtz,florian-wirtz,M,False,,,1.0,62.0,8.0,70.0,3.0,,33.0,1.0,,1.0,1.0,2.0,,,9.0,3.0,,,0.590995,0.5177,1.4,1.0,0.0,1.0,,,,1.0,3.0,,,,,,,90.0,3.0,,,,,,,20.0,1.0,,8.2,,,,193.61773307863,,6.0,1.0,,2.0,,76.0,9.0,85.0,43.575,9.8270036124955,4,,103.0,1.0,,3.0,
2025-26,14025076,22,14,Liverpool,Home,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,False,,,,13.0,2.0,15.0,1.0,1.0,12.0,,,1.0,3.0,1.0,,1.0,7.0,4.0,,,0.525979,0.67,0.3018,1.0,0.0,,,,,,1.0,,,,,,,90.0,2.0,,,,,,,10.0,2.0,,6.6,,,1.0,86.494903602244,,6.0,,,,1.0,16.0,3.0,19.0,-7.35,24.924032368518,6,,38.0,2.0,,3.0,
2025-26,14025076,22,14,Liverpool,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,2.0,,1.0,43.0,10.0,53.0,1.0,1.0,22.0,4.0,,,,,,,3.0,6.0,,,0.132368,,,2.0,0.0,,,,,,6.0,,,,,,,78.0,,,,,,,,8.0,5.0,,6.9,,,,218.03288183017,,2.0,5.0,,1.0,,46.0,11.0,57.0,172.2,114.02403793899,0,2.0,73.0,1.0,1.0,2.0,2.0
2025-26,14025076,22,14,Liverpool,Home,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025076,22,14,Liverpool,Home,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,7.0,,7.0,,,8.0,,,,,,,,1.0,,,,0.183416,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,6.0,2.0,,6.8,,,,77.633815724683,,1.0,3.0,,,,8.0,,8.0,21.84,32.462272308096,0,,13.0,1.0,,,
2025-26,14025095,23,14,Liverpool,Away,143040,158983,Wataru Endo,wataru-endo,M,True,,,2.0,16.0,20.0,36.0,1.0,2.0,11.0,,,,,,,,2.0,4.0,,,0.0403742,,,,0.0,,,,,,,,,,,,,56.0,,,,,,,,7.0,2.0,,6.9,,,,86.631137226522,4.0,1.0,,,2.0,,20.0,21.0,41.0,54.705,46.511251120905,0,1.0,51.0,1.0,1.0,,
2025-26,14025095,23,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,4.0,28.0,39.0,67.0,2.0,3.0,13.0,3.0,,,,,,,2.0,5.0,1.0,,0.0254386,0.1337,0.755,,0.0,1.0,,,,,,,,,,,,90.0,1.0,1.0,,,,,,7.0,4.0,,7.2,,,,178.57872589007,11.0,,,,8.0,,32.0,41.0,73.0,136.605,93.86059687793,1,1.0,92.0,1.0,1.0,,1.0
2025-26,14025095,23,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,,19.0,4.0,23.0,,1.0,13.0,2.0,,1.0,,,,3.0,6.0,1.0,,,0.524081,0.3471,0.2887,1.0,1.0,,,,,,2.0,,,,,,,90.0,2.0,,,,,,,21.0,3.0,,6.6,,,1.0,106.40811668559,2.0,2.0,8.0,,,,24.0,4.0,28.0,44.1,39.378324829303,3,,54.0,4.0,,,
2025-26,14025095,23,14,Liverpool,Away,243609,116535,Alisson,alisson,G,False,,,,,33.0,33.0,,,10.0,10.0,,,,,,,,,,,0.00022115,,,,0.0,,-1.5002,,,,,,,,,,,90.0,,,,,,,,1.0,,,6.1,1.0,2.0,,71.881300610551,,,,,1.0,,1.0,33.0,34.0,51.765,,0,,42.0,,,,
2025-26,14025095,23,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,True,,,,14.0,8.0,22.0,,,6.0,1.0,,,,,,,,1.0,,,0.0594858,,,,0.0,,,,,,1.0,,,,,,,45.0,,,,,,,,7.0,2.0,,6.3,,,,74.076675956376,,,,,2.0,,19.0,9.0,28.0,65.205,52.332804580808,0,1.0,35.0,1.0,,,
2025-26,14025095,23,14,Liverpool,Away,284417,155503,Freddie Woodman,freddie-woodman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025095,23,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,False,,,3.0,11.0,8.0,19.0,,1.0,9.0,1.0,,,,,,,,2.0,,,0.00672709,,,,0.0,,,,,1.0,,,,,,,,34.0,,,,,,,,4.0,,,6.0,,,,68.735750178419,,,,,4.0,,13.0,10.0,23.0,23.52,,0,1.0,25.0,,,,1.0
2025-26,14025095,23,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,3.0,18.0,5.0,23.0,1.0,,14.0,2.0,1.0,,2.0,,,,2.0,1.0,,,0.172689,0.0511,,,0.0,,,,,,1.0,,,,,,,74.0,,,,,,,,6.0,3.0,,6.6,,,,157.21383402408,,1.0,1.0,,3.0,,20.0,5.0,25.0,-13.545,44.307080062221,2,1.0,34.0,2.0,,,
2025-26,14025095,23,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,2.0,,4.0,47.0,13.0,60.0,1.0,,18.0,5.0,,,,1.0,,,2.0,2.0,,,0.263444,0.0492,0.1249,,1.0,1.0,,,,1.0,3.0,,,,,,,90.0,1.0,,,,,,,13.0,,,8.4,,,,158.46861803849,,1.0,5.0,,6.0,,54.0,15.0,69.0,13.44,,1,1.0,84.0,,,1.0,1.0
2025-26,14025095,23,14,Liverpool,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,,43.0,16.0,59.0,,,19.0,1.0,,,1.0,1.0,,1.0,3.0,2.0,,,0.0331659,0.0341,,1.0,0.0,,,,,1.0,,,,,,,,59.0,,,,,,,,8.0,3.0,,6.7,,,,162.90690252341,2.0,,,,1.0,,49.0,17.0,66.0,117.075,61.25938056733,1,2.0,76.0,,,,1.0
2025-26,14025095,23,14,Liverpool,Away,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,,34.0,27.0,61.0,,,21.0,4.0,,,,,,1.0,3.0,2.0,,,0.0597532,0.0418,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,2.0,,,,,,10.0,3.0,,6.7,,,1.0,209.21939651469,1.0,1.0,,,1.0,,40.0,28.0,68.0,122.115,54.521338879645,1,2.0,83.0,1.0,,,2.0
2025-26,14025095,23,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,,22.0,1.0,23.0,,,7.0,2.0,,,1.0,1.0,,1.0,2.0,1.0,,,0.12516,0.121,,,0.0,,,,,,,,,,,,,31.0,,,,,,,,5.0,2.0,,6.6,,,,84.456236089279,1.0,,1.0,,,,22.0,2.0,24.0,50.82,54.752117667556,1,,32.0,2.0,1.0,,
2025-26,14025095,23,14,Liverpool,Away,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025095,23,14,Liverpool,Away,970361,216094,Jeremie Frimpong,jeremie-frimpong,D,False,1.0,,1.0,20.0,11.0,31.0,,,13.0,10.0,,,1.0,1.0,,2.0,3.0,5.0,,,0.0462864,0.0466,,,0.0,,,,,,,,,,,,,59.0,,,,,,,,11.0,2.0,,6.3,,,,146.63940407252,1.0,1.0,3.0,,2.0,,23.0,13.0,36.0,110.145,53.15809621659,1,2.0,60.0,2.0,2.0,1.0,2.0
2025-26,14025095,23,14,Liverpool,Away,991227,489580,Calvin Ramsay,calvin-ramsay,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
