matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
284272,28,2010-02-27 15:00:00,"Turf Moor, Burnley",19714,Away,Portsmouth,Burnley,2,1,W,1,1,1,0,2.0,15.0,6.0,7.0,2.0,1.0,1.0,10.0,5.0,21.0,73.0,394.0,286.0,52.4,,14.0,8.0,22.0,36.0,20.0,4.0,,,8.0,7.0,174.0,,1.0,,,49.0,60.0,19.0,19.0,3.0,3.0,,13.0,13.0,0.0,0.0,2.0,1.0,5.0
284286,29,2010-03-24 19:45:00,"Fratton Park, Portsmouth",18753,Home,Portsmouth,Chelsea,0,5,L,0,1,0,0,,9.0,,4.0,5.0,,,5.0,1.0,14.0,73.0,326.0,248.0,40.2,,14.0,8.0,16.0,29.0,20.0,1.0,,1.0,3.0,12.0,128.0,,5.0,,,38.0,41.0,10.0,11.0,1.0,1.0,1.0,11.0,12.0,0.0,0.0,,,1.0
284295,30,2010-03-15 20:00:00,"Anfield, Liverpool",40316,Away,Portsmouth,Liverpool,1,4,L,0,3,0,0,1.0,9.0,3.0,6.0,,,1.0,6.0,3.0,16.0,58.0,321.0,239.0,35.1,,17.0,14.0,24.0,26.0,13.0,6.0,,1.0,8.0,8.0,134.0,,4.0,,,49.0,47.0,11.0,3.0,4.0,4.0,1.0,16.0,10.0,0.0,0.0,,,1.0
284306,31,2010-03-20 15:00:00,"Fratton Park, Portsmouth",16513,Home,Portsmouth,Hull,3,2,W,1,1,0,0,3.0,19.0,3.0,7.0,9.0,,2.0,10.0,6.0,21.0,69.0,455.0,373.0,59.0,,10.0,7.0,18.0,20.0,11.0,2.0,,,3.0,12.0,144.0,,2.0,,,37.0,53.0,16.0,28.0,11.0,11.0,,7.0,8.0,0.0,0.0,,,2.0
284317,32,2010-03-27 15:00:00,"White Hart Lane, London",35870,Away,Portsmouth,Spurs,0,2,L,0,2,0,0,,9.0,3.0,6.0,,,,7.0,3.0,24.0,64.0,386.0,280.0,47.8,,22.0,19.0,13.0,24.0,12.0,4.0,,1.0,10.0,23.0,170.0,,2.0,,,53.0,71.0,19.0,16.0,2.0,2.0,,10.0,6.0,0.0,0.0,,,1.0
284327,33,2010-04-03 15:00:00,"Fratton Park, Portsmouth",16207,Home,Portsmouth,Blackburn,0,0,D,0,0,1,0,,8.0,2.0,3.0,3.0,,,6.0,4.0,13.0,45.0,366.0,278.0,50.6,,20.0,16.0,13.0,44.0,29.0,3.0,,,9.0,12.0,153.0,,,1.0,,51.0,50.0,11.0,12.0,1.0,1.0,1.0,13.0,9.0,0.0,0.0,,,2.0
284338,34,2010-04-14 19:45:00,"The Brick Community Stadium, Wigan",14323,Away,Portsmouth,Wigan,0,0,D,0,0,0,0,,6.0,1.0,4.0,1.0,,,5.0,2.0,8.0,45.0,297.0,198.0,38.5,,25.0,20.0,18.0,40.0,14.0,7.0,1.0,,16.0,17.0,163.0,,,1.0,,64.0,57.0,20.0,11.0,3.0,3.0,,9.0,16.0,0.0,0.0,,,2.0
284345,35,2010-04-18 16:00:00,"Fratton Park, Portsmouth",16523,Home,Portsmouth,Aston Villa,1,2,L,1,1,0,0,1.0,19.0,6.0,4.0,9.0,1.0,1.0,15.0,13.0,18.0,59.0,346.0,260.0,42.7,,25.0,19.0,18.0,30.0,16.0,,,,11.0,14.0,152.0,,2.0,,,54.0,52.0,8.0,11.0,7.0,7.0,,5.0,11.0,0.0,0.0,,,3.0
284352,36,2010-04-24 15:00:00,"Toughsheet Community Stadium, Bolton",20526,Away,Portsmouth,Bolton,2,2,D,0,2,0,0,2.0,16.0,5.0,8.0,3.0,1.0,2.0,12.0,7.0,17.0,66.0,314.0,229.0,45.8,,21.0,16.0,22.0,30.0,18.0,2.0,,,7.0,13.0,152.0,,2.0,,,57.0,68.0,10.0,19.0,5.0,5.0,,14.0,17.0,0.0,0.0,,,1.0
284365,37,2010-05-01 15:00:00,"Fratton Park, Portsmouth",19213,Home,Portsmouth,Wolves,3,1,W,2,1,0,0,3.0,13.0,6.0,4.0,3.0,,3.0,11.0,8.0,37.0,68.0,284.0,196.0,44.3,18.0,11.0,8.0,12.0,41.0,20.0,3.0,2.0,,1.0,8.0,150.0,8.0,1.0,,,33.0,34.0,5.0,10.0,7.0,7.0,1.0,11.0,13.0,0.0,0.0,,,5.0
284375,38,2010-05-09 16:00:00,"Goodison Park, Liverpool",38730,Away,Portsmouth,Everton,0,1,L,0,0,0,0,,11.0,4.0,6.0,1.0,,,10.0,5.0,5.0,57.0,320.0,253.0,36.7,,18.0,12.0,24.0,30.0,21.0,7.0,,,8.0,9.0,111.0,,1.0,,,51.0,43.0,17.0,10.0,1.0,1.0,,12.0,11.0,0.0,0.0,,,5.0
