season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767936,1,11,Everton,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,12.0,1.0,13.0,9.0,5.0,1.0,,1.0,,,,,1.0,11.0,7.0,,,1.0,1.0,,,,,1.0,,89.0,1.0,,,,,,,,,6.7,,,1.0,,,1.0,,,3.0,24.0,1.0,24.0,2,,33.0,1.0,2.0,,
2015-16,6767936,1,11,Everton,Home,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767936,1,11,Everton,Home,98435,88894,Ross Barkley,ross-barkley,M,False,1.0,,1.0,24.0,11.0,34.0,3.0,,6.0,1.0,,1.0,,,,1.0,8.0,3.0,,,1.0,,1.0,,,2.0,1.0,,90.0,2.0,,,,,,,,,7.4,,,1.0,,4.0,2.0,,3.0,,34.0,11.0,43.0,4,,64.0,2.0,2.0,1.0,
2015-16,6767936,1,11,Everton,Home,103119,80181,Conor McAleny,conor-mcaleny,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767936,1,11,Everton,Home,109064,77762,Bryan Oviedo,bryan-oviedo,D,True,1.0,,,4.0,3.0,6.0,,,1.0,,,,1.0,,,,5.0,1.0,,,2.0,,,,,,,,13.0,,,,,,,,,,5.8,,,,,2.0,2.0,,,,7.0,3.0,8.0,0,,15.0,,1.0,,
2015-16,6767936,1,11,Everton,Home,152077,97299,John Stones,john-stones,D,False,,,11.0,23.0,38.0,61.0,5.0,5.0,10.0,,,,2.0,,,,8.0,9.0,,,,,,,,4.0,,,90.0,,1.0,,,,,,,,7.1,,,,5.0,1.0,,,15.0,,29.0,38.0,67.0,0,4.0,83.0,,,,
2015-16,6767936,1,11,Everton,Home,198030,108824,Brendan Galloway,brendan-galloway,D,False,,,4.0,22.0,9.0,31.0,1.0,,4.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,,63.0,,,,,,,,,,6.6,,,,6.0,,1.0,,4.0,,26.0,9.0,34.0,0,,53.0,,2.0,,
2015-16,6767936,1,11,Everton,Home,1401160,,Guangtai Jiang,jiang-guangtai,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767949,2,11,Everton,Away,544,1632,Gareth Barry,gareth-barry,M,False,,,2.0,18.0,20.0,38.0,,2.0,8.0,,,,,,,,2.0,4.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,,,7.1,,,,4.0,1.0,,,4.0,,22.0,22.0,44.0,0,2.0,56.0,,,,
2015-16,6767949,2,11,Everton,Away,744,15337,Tim Howard,tim-howard,G,False,,,6.0,4.0,6.0,10.0,,,13.0,,,,,,1.0,,,,,,,,,2.0,,,,,90.0,,,,,,,,,,7.4,2.0,4.0,,,,,,20.0,,15.0,9.0,24.0,0,,39.0,,,,
2015-16,6767949,2,11,Everton,Away,1161,8378,Leon Osman,leon-osman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767949,2,11,Everton,Away,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767949,2,11,Everton,Away,9257,18981,Steven Naismith,steven-naismith,F,True,,,,2.0,2.0,4.0,1.0,,1.0,,,,1.0,,,3.0,5.0,,,,,,,,,,,,10.0,,,,,,,,,,6.1,,,,,,,,,1.0,2.0,2.0,4.0,0,,10.0,,,,
2015-16,6767949,2,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,1.0,,6.0,8.0,15.0,22.0,2.0,4.0,3.0,,,,1.0,,,,4.0,5.0,,,1.0,,,,,6.0,1.0,,90.0,,1.0,,,,,,,,7.6,,,1.0,10.0,,1.0,,14.0,,15.0,19.0,33.0,1,,54.0,,1.0,,
2015-16,6767949,2,11,Everton,Away,12790,26921,Arouna Koné,arouna-kone,F,False,1.0,,,18.0,6.0,23.0,4.0,1.0,2.0,1.0,,1.0,,,,3.0,7.0,2.0,,,,1.0,,,,,1.0,,80.0,,,,,,,,,,6.9,,,,,1.0,1.0,,1.0,,21.0,6.0,26.0,1,,34.0,1.0,,1.0,
2015-16,6767949,2,11,Everton,Away,39283,50472,James McCarthy,james-mccarthy,M,False,,,3.0,31.0,9.0,40.0,1.0,,5.0,,,,,,,1.0,4.0,3.0,,,3.0,,,,,2.0,1.0,,90.0,,,,,,,,,,6.8,,,,5.0,,2.0,,6.0,,37.0,9.0,44.0,0,1.0,60.0,1.0,2.0,,
2015-16,6767949,2,11,Everton,Away,46432,43250,Tom Cleverley,tom-cleverley,M,False,1.0,,4.0,21.0,13.0,33.0,1.0,1.0,7.0,,1.0,1.0,1.0,,,1.0,4.0,4.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,,6.7,,,1.0,3.0,,6.0,,7.0,1.0,33.0,16.0,43.0,2,2.0,65.0,2.0,1.0,,
2015-16,6767949,2,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,1.0,17.0,10.0,27.0,,1.0,6.0,,,,1.0,,,,1.0,4.0,,2.0,,1.0,,,,1.0,1.0,,90.0,,1.0,,,,,,,,7.0,,,,6.0,,3.0,,3.0,,23.0,13.0,33.0,0,2.0,57.0,2.0,1.0,,
2015-16,6767949,2,11,Everton,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,1.0,,,21.0,2.0,22.0,2.0,3.0,3.0,1.0,,1.0,,,,1.0,5.0,8.0,,,1.0,,2.0,,,,2.0,,89.0,2.0,,,,,,,,,8.9,,,,,4.0,1.0,,,,30.0,3.0,32.0,3,,47.0,2.0,2.0,3.0,
2015-16,6767949,2,11,Everton,Away,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767949,2,11,Everton,Away,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,2.0,1.0,,,
2015-16,6767949,2,11,Everton,Away,98435,88894,Ross Barkley,ross-barkley,M,False,,,3.0,32.0,15.0,47.0,1.0,3.0,3.0,,1.0,1.0,,,,1.0,7.0,8.0,,,2.0,1.0,1.0,,,1.0,2.0,,90.0,2.0,,,,,,,,,7.9,,,,,5.0,4.0,,5.0,,40.0,17.0,53.0,3,2.0,76.0,,1.0,2.0,
2015-16,6767949,2,11,Everton,Away,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767949,2,11,Everton,Away,152077,97299,John Stones,john-stones,D,False,,,,5.0,21.0,26.0,1.0,2.0,5.0,,,,,,,,1.0,5.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,,,7.3,,,,4.0,,,,2.0,,9.0,22.0,31.0,0,2.0,40.0,,1.0,,
2015-16,6767949,2,11,Everton,Away,198030,108824,Brendan Galloway,brendan-galloway,D,False,,,1.0,6.0,7.0,13.0,2.0,,5.0,,,,1.0,,,2.0,6.0,5.0,,,1.0,,,,,2.0,,,88.0,,1.0,,,,,,,,6.6,,,,,1.0,1.0,,2.0,,10.0,8.0,17.0,0,3.0,42.0,3.0,2.0,,
2015-16,6767949,2,11,Everton,Away,1401160,,Guangtai Jiang,jiang-guangtai,D,True,,,,2.0,6.0,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,6.0,8.0,0,,8.0,,,,
2015-16,6767962,3,11,Everton,Home,544,1632,Gareth Barry,gareth-barry,M,False,,,5.0,24.0,19.0,43.0,1.0,4.0,3.0,,,,,,,3.0,5.0,7.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,,,7.0,,,1.0,3.0,,,,5.0,,28.0,20.0,48.0,1,2.0,64.0,1.0,1.0,,
2015-16,6767962,3,11,Everton,Home,744,15337,Tim Howard,tim-howard,G,False,,,5.0,5.0,9.0,14.0,,,10.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,,,7.8,4.0,7.0,,,,,,12.0,,12.0,9.0,21.0,0,,37.0,,,,
2015-16,6767962,3,11,Everton,Home,1161,8378,Leon Osman,leon-osman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767962,3,11,Everton,Home,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767962,3,11,Everton,Home,9257,18981,Steven Naismith,steven-naismith,F,True,,,,6.0,,6.0,1.0,,,,,1.0,,,,,2.0,,,,1.0,,,,,,1.0,,26.0,,,,,,,,,,6.7,,,,,,,,1.0,1.0,10.0,,10.0,1,,12.0,,,,
2015-16,6767962,3,11,Everton,Home,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,,2.0,22.0,24.0,3.0,,1.0,,,,,,,,3.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,,,6.7,,,1.0,5.0,,,,6.0,,8.0,27.0,35.0,1,3.0,48.0,,1.0,,
2015-16,6767962,3,11,Everton,Home,12790,26921,Arouna Koné,arouna-kone,F,False,,,,15.0,2.0,17.0,2.0,,1.0,,,1.0,2.0,,,,6.0,2.0,,,,,,,,1.0,1.0,,64.0,,1.0,,,,,,,,6.5,,,,,4.0,,,,,16.0,2.0,18.0,1,,27.0,,,2.0,
2015-16,6767962,3,11,Everton,Home,39283,50472,James McCarthy,james-mccarthy,M,False,1.0,,3.0,28.0,19.0,46.0,,,1.0,,,,2.0,,,,3.0,2.0,,,1.0,,,,,,1.0,,90.0,,2.0,,,,,,,,6.6,,,,,,2.0,,4.0,,31.0,19.0,48.0,0,2.0,60.0,3.0,,,
2015-16,6767962,3,11,Everton,Home,46432,43250,Tom Cleverley,tom-cleverley,M,False,2.0,,2.0,21.0,11.0,30.0,1.0,,3.0,,,,2.0,,,,3.0,5.0,,,,,,,,2.0,3.0,,86.0,,,,,,,,,,7.1,,,,1.0,1.0,10.0,,3.0,,35.0,12.0,37.0,0,3.0,60.0,,1.0,1.0,
2015-16,6767962,3,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,3.0,21.0,10.0,31.0,1.0,1.0,12.0,,,,,,,,2.0,10.0,,,,,,,,2.0,,,90.0,,,,,,,,,,7.2,,,1.0,3.0,4.0,2.0,,7.0,1.0,29.0,12.0,39.0,1,4.0,70.0,1.0,2.0,3.0,
2015-16,6767962,3,11,Everton,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,15.0,6.0,21.0,4.0,1.0,1.0,,,1.0,,,,2.0,6.0,3.0,,,1.0,,,,1.0,,,,90.0,,,,,,,,,,6.8,,,1.0,,2.0,,,,1.0,24.0,9.0,33.0,2,,49.0,6.0,,2.0,
2015-16,6767962,3,11,Everton,Home,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767962,3,11,Everton,Home,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,True,1.0,,,5.0,1.0,5.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,5.0,1.0,5.0,0,,10.0,1.0,,1.0,
2015-16,6767962,3,11,Everton,Home,98435,88894,Ross Barkley,ross-barkley,M,False,1.0,,3.0,26.0,15.0,40.0,1.0,,9.0,,,1.0,1.0,,,3.0,7.0,8.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,,,7.1,,,1.0,,8.0,4.0,,6.0,,36.0,16.0,48.0,3,1.0,71.0,,1.0,6.0,
2015-16,6767962,3,11,Everton,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767962,3,11,Everton,Home,152077,97299,John Stones,john-stones,D,False,,,5.0,11.0,29.0,40.0,1.0,2.0,4.0,,,,,,,1.0,4.0,8.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,,7.0,,,,5.0,2.0,,,8.0,,14.0,31.0,45.0,0,5.0,62.0,,,1.0,
2015-16,6767962,3,11,Everton,Home,198030,108824,Brendan Galloway,brendan-galloway,D,False,,,1.0,1.0,6.0,7.0,,1.0,3.0,,,,3.0,,,1.0,4.0,1.0,,,,,,,,,,,45.0,,,,,,,,,,6.1,,,,2.0,,,,2.0,,3.0,6.0,9.0,0,,13.0,,,,
2015-16,6767962,3,11,Everton,Home,1401160,,Guangtai Jiang,jiang-guangtai,D,True,,,1.0,3.0,7.0,10.0,1.0,2.0,3.0,,,,,,,,1.0,3.0,,1.0,,,,,,2.0,,,45.0,,,,,,,,,,6.4,,,,5.0,,,,3.0,,4.0,8.0,12.0,0,1.0,25.0,,1.0,,
2015-16,6768030,4,11,Everton,Away,544,1632,Gareth Barry,gareth-barry,M,False,,,3.0,28.0,16.0,44.0,1.0,1.0,8.0,,,,1.0,,,1.0,5.0,5.0,,2.0,2.0,,,,,2.0,,,90.0,,1.0,,,,,,,,6.5,,,,,,,,7.0,1.0,33.0,18.0,51.0,0,3.0,63.0,2.0,1.0,,
2015-16,6768030,4,11,Everton,Away,744,15337,Tim Howard,tim-howard,G,False,,,13.0,13.0,7.0,20.0,,,9.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,,8.2,5.0,6.0,,,,,,24.0,,23.0,8.0,31.0,0,,49.0,1.0,,,
2015-16,6768030,4,11,Everton,Away,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,1.0,3.0,6.0,9.0,,1.0,2.0,,,,,,,,2.0,4.0,,,1.0,,,,,,,,45.0,1.0,,,,,,,,,6.9,,,1.0,,2.0,1.0,,1.0,,4.0,9.0,12.0,2,,22.0,1.0,2.0,1.0,
2015-16,6768030,4,11,Everton,Away,9257,18981,Steven Naismith,steven-naismith,F,True,,,,3.0,2.0,5.0,2.0,1.0,,,,,,,,,3.0,5.0,,,1.0,,,,,,,,21.0,,,,,,,,,,6.8,,,,1.0,,,,,,3.0,2.0,5.0,0,1.0,12.0,1.0,3.0,,
2015-16,6768030,4,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,10.0,14.0,22.0,36.0,2.0,1.0,6.0,,,,1.0,,,,3.0,2.0,,,,,,,,3.0,,,90.0,,3.0,,,,,,,,7.4,,,,7.0,,,,13.0,,17.0,25.0,42.0,0,1.0,59.0,2.0,,,
2015-16,6768030,4,11,Everton,Away,12790,26921,Arouna Koné,arouna-kone,F,False,,,1.0,22.0,13.0,35.0,2.0,2.0,4.0,,1.0,,1.0,,,3.0,8.0,8.0,,,1.0,,,,,,,,84.0,,,,,,,,,,6.5,,,1.0,,4.0,,,1.0,,28.0,14.0,42.0,1,1.0,57.0,3.0,2.0,3.0,
2015-16,6768030,4,11,Everton,Away,39283,50472,James McCarthy,james-mccarthy,M,False,,,8.0,32.0,20.0,52.0,,,3.0,,,,1.0,,,1.0,2.0,4.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,,,7.1,,,,2.0,,,,13.0,,40.0,21.0,61.0,0,2.0,73.0,1.0,2.0,,
2015-16,6768030,4,11,Everton,Away,46432,43250,Tom Cleverley,tom-cleverley,M,False,,,3.0,12.0,8.0,20.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,1.0,,45.0,1.0,,,,,,,,,7.0,,,,,,1.0,,3.0,,14.0,8.0,21.0,1,2.0,28.0,1.0,,,
2015-16,6768030,4,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,4.0,19.0,12.0,31.0,,,6.0,,,,1.0,,,,5.0,7.0,,,,,,,,,,,90.0,,,,,,,,,,6.7,,,,2.0,4.0,2.0,,9.0,,26.0,15.0,39.0,0,3.0,67.0,1.0,4.0,,
2015-16,6768030,4,11,Everton,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,17.0,5.0,22.0,2.0,3.0,1.0,,,1.0,,,,5.0,9.0,4.0,,,1.0,,,,,,1.0,,69.0,,,,,,,,,,6.5,,,,,1.0,,,1.0,,24.0,6.0,30.0,1,1.0,45.0,3.0,,,
2015-16,6768030,4,11,Everton,Away,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768030,4,11,Everton,Away,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,True,1.0,,,3.0,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,6.0,,,,,,,,,,,,,,,,3.0,,,,5.0,,2.0,0,,5.0,,,,
2015-16,6768030,4,11,Everton,Away,98435,88894,Ross Barkley,ross-barkley,M,False,1.0,,4.0,25.0,7.0,31.0,2.0,,3.0,,,,,,,2.0,5.0,7.0,,,,,,,,,,,90.0,1.0,,,,,,,,,7.0,,,2.0,1.0,4.0,6.0,,5.0,,34.0,7.0,35.0,3,,59.0,3.0,4.0,3.0,
2015-16,6768030,4,11,Everton,Away,109064,77762,Bryan Oviedo,bryan-oviedo,D,False,2.0,,3.0,17.0,16.0,31.0,3.0,,4.0,1.0,,,,,,2.0,9.0,5.0,,,3.0,,,,,,3.0,,90.0,,,,,,,,,,7.1,,,,1.0,3.0,3.0,,4.0,,21.0,19.0,37.0,0,3.0,62.0,,1.0,1.0,
2015-16,6768030,4,11,Everton,Away,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768030,4,11,Everton,Away,152077,97299,John Stones,john-stones,D,False,,,2.0,8.0,22.0,30.0,1.0,2.0,6.0,,,,,,,,1.0,2.0,,,,,,,,,,,90.0,,1.0,,,,,,,,6.9,,,,5.0,,,,6.0,,12.0,23.0,35.0,0,,43.0,,,,
2015-16,6768030,4,11,Everton,Away,371366,114093,Matthew Pennington,matthew-pennington,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768030,4,11,Everton,Away,1401160,,Guangtai Jiang,jiang-guangtai,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768043,5,11,Everton,Home,544,1632,Gareth Barry,gareth-barry,M,False,,,4.0,22.0,12.0,34.0,1.0,2.0,5.0,,,,1.0,,,,3.0,8.0,,,1.0,,,,,1.0,1.0,,90.0,,3.0,,,,,,,,7.5,,,,5.0,1.0,,,7.0,,28.0,12.0,40.0,0,5.0,58.0,,,1.0,
2015-16,6768043,5,11,Everton,Home,744,15337,Tim Howard,tim-howard,G,False,,,4.0,3.0,7.0,10.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,1.0,6.5,1.0,1.0,,1.0,,,,12.0,,10.0,9.0,19.0,0,,30.0,,,,
2015-16,6768043,5,11,Everton,Home,1161,8378,Leon Osman,leon-osman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768043,5,11,Everton,Home,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768043,5,11,Everton,Home,9257,18981,Steven Naismith,steven-naismith,F,True,1.0,,,13.0,7.0,19.0,,,2.0,,,,1.0,,,,9.0,8.0,,,6.0,,3.0,,,,3.0,,81.0,3.0,,,,,,,,,9.3,,,,2.0,3.0,1.0,,2.0,,17.0,8.0,24.0,3,3.0,45.0,,4.0,1.0,
2015-16,6768043,5,11,Everton,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,18.0,,,,,,,,,,6.7,,,,,,,,,,2.0,1.0,3.0,0,,7.0,,1.0,,
2015-16,6768043,5,11,Everton,Home,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,3.0,9.0,22.0,31.0,,3.0,5.0,,,,,,,,1.0,5.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,,,7.3,,,,13.0,,,,6.0,,12.0,23.0,35.0,0,2.0,54.0,,,,
2015-16,6768043,5,11,Everton,Home,12790,26921,Arouna Koné,arouna-kone,F,False,2.0,,2.0,15.0,5.0,18.0,2.0,,4.0,,,,,,,1.0,6.0,2.0,,,1.0,,,,,,1.0,,72.0,2.0,,,,,,,,,7.0,,,,3.0,2.0,2.0,,3.0,,19.0,6.0,23.0,2,2.0,40.0,4.0,,,
2015-16,6768043,5,11,Everton,Home,39283,50472,James McCarthy,james-mccarthy,M,False,,,2.0,19.0,19.0,38.0,,,2.0,,,,2.0,,,,2.0,3.0,,1.0,,,,,,,,,90.0,1.0,,,,,,,,,6.7,,,,4.0,,2.0,,3.0,,24.0,19.0,41.0,1,3.0,53.0,1.0,,,
2015-16,6768043,5,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,2.0,16.0,12.0,27.0,,1.0,7.0,,,,2.0,,,,5.0,5.0,,,,,,,,,1.0,,77.0,,,,,,,,,,6.5,,,2.0,1.0,5.0,4.0,,4.0,,21.0,13.0,30.0,2,2.0,52.0,1.0,,2.0,
2015-16,6768043,5,11,Everton,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,16.0,4.0,20.0,1.0,3.0,,,,,,,,4.0,8.0,6.0,,,1.0,,,,,,,,90.0,2.0,,,,,,,,,6.9,,,1.0,,6.0,1.0,,,,26.0,4.0,29.0,3,,43.0,,,3.0,
2015-16,6768043,5,11,Everton,Home,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
