season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089875,1,88,Hull_City,Home,48547,59856.0,Abel Hernández,abel-hernandez,F,False,,,,5.0,5.0,10.0,5.0,1.0,1.0,,,,2.0,,,1.0,10.0,2.0,,,1.0,1.0,,,,,1.0,,90.0,1.0,,,,,,,6.0,,6.8,,,2.0,1.0,1.0,,,,1.0,9.0,5.0,14.0,3,,22.0,,1.0,,
2016-17,7089875,1,88,Hull_City,Home,74440,74033.0,Sam Clucas,sam-clucas,M,False,,,5.0,10.0,37.0,47.0,,1.0,11.0,,,,4.0,,,1.0,6.0,8.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,5.0,,7.1,,,,4.0,1.0,,,6.0,,11.0,40.0,51.0,0,3.0,71.0,,3.0,1.0,3.0
2016-17,7089875,1,88,Hull_City,Home,262911,122798.0,Andy Robertson,andy-robertson,D,False,,,3.0,10.0,33.0,43.0,,,7.0,,,,,,,1.0,2.0,6.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,13.0,,7.2,,,,1.0,1.0,3.0,,6.0,,15.0,36.0,48.0,0,4.0,73.0,,1.0,1.0,3.0
2016-17,7089875,1,88,Hull_City,Home,552884,178186.0,Jarrod Bowen,jarrod-bowen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089875,1,88,Hull_City,Home,788980,202174.0,Greg Luer,greg-luer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089875,1,88,Hull_City,Home,830238,221267.0,Josh Tymon,josh-tymon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089875,1,88,Hull_City,Home,846026,213384.0,Josh Clackstone,clackstone-josh,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089875,1,88,Hull_City,Home,846028,155509.0,Greg Olley,greg-olley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,88,Hull_City,Away,4387,11974.0,Eldin Jakupović,eldin-jakupovic,G,False,,,10.0,9.0,10.0,19.0,,1.0,7.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,24.0,2.0,7.4,,3.0,,2.0,,,,34.0,,32.0,11.0,43.0,0,,50.0,,,,
2016-17,7090015,2,88,Hull_City,Away,9003,9110.0,Shaun Maloney,shaun-maloney,M,True,,,,5.0,2.0,7.0,,,,1.0,,1.0,,,,,,3.0,,,,1.0,1.0,,,,1.0,,17.0,1.0,,,,,,,,,8.6,,,,,,,,,,5.0,2.0,7.0,2,2.0,14.0,,1.0,,1.0
2016-17,7090015,2,88,Hull_City,Away,9127,18987.0,Robert Snodgrass,robert-snodgrass,M,False,2.0,,3.0,16.0,19.0,33.0,3.0,,4.0,,,1.0,3.0,,,3.0,10.0,2.0,,,1.0,,,,,,6.0,,90.0,,,,,,,,11.0,,7.4,,,,3.0,,3.0,,3.0,1.0,20.0,22.0,39.0,1,2.0,54.0,,,,2.0
2016-17,7090015,2,88,Hull_City,Away,9689,15109.0,Tom Huddlestone,tom-huddlestone,M,False,,,1.0,19.0,19.0,38.0,2.0,,10.0,1.0,,1.0,,,,1.0,5.0,2.0,,,2.0,,,,,2.0,3.0,,90.0,,,,,,,,12.0,,7.3,,,,3.0,,,,3.0,1.0,26.0,21.0,47.0,1,1.0,62.0,2.0,1.0,,1.0
2016-17,7090015,2,88,Hull_City,Away,10281,19115.0,Curtis Davies,curtis-davies,D,False,,,3.0,2.0,42.0,44.0,1.0,3.0,3.0,1.0,,,,,,,2.0,4.0,,,1.0,1.0,,,,9.0,1.0,,90.0,1.0,3.0,,,,,,2.0,,8.9,,,1.0,5.0,,,,4.0,,3.0,43.0,46.0,2,1.0,66.0,,,,1.0
2016-17,7090015,2,88,Hull_City,Away,29301,,Dušan Kuciak,dusan-kuciak,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,88,Hull_City,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,2.0,4.0,32.0,36.0,1.0,1.0,11.0,,,,2.0,,,1.0,5.0,5.0,,,1.0,,,,,4.0,,,90.0,,,,,,,,20.0,,7.1,,,,2.0,,2.0,,9.0,,13.0,36.0,47.0,0,4.0,75.0,1.0,,,4.0
2016-17,7090015,2,88,Hull_City,Away,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,8.0,7.0,41.0,48.0,2.0,,10.0,,,,,,,1.0,5.0,4.0,,,2.0,,,,,2.0,,,90.0,,2.0,,,,,,15.0,,7.6,,,,7.0,1.0,,,16.0,,14.0,46.0,60.0,0,3.0,79.0,,,1.0,2.0
2016-17,7090015,2,88,Hull_City,Away,43247,111847.0,Adama Diomandé,adama-diomande,F,False,,,1.0,11.0,8.0,19.0,4.0,5.0,4.0,,,,1.0,,,5.0,10.0,8.0,,,,,,,,,,,73.0,,,,,,,,16.0,,6.8,,,2.0,1.0,2.0,,,1.0,1.0,19.0,9.0,28.0,2,1.0,44.0,1.0,,2.0,1.0
2016-17,7090015,2,88,Hull_City,Away,43442,53371.0,David Meyler,david-meyler,M,False,,,2.0,9.0,30.0,39.0,3.0,1.0,5.0,,,,1.0,,,1.0,5.0,8.0,,1.0,,,,,,2.0,,,90.0,,,,,,,,5.0,,7.1,,,,7.0,,,,3.0,,11.0,31.0,42.0,0,4.0,64.0,1.0,3.0,,1.0
2016-17,7090015,2,88,Hull_City,Away,48547,59856.0,Abel Hernández,abel-hernandez,F,False,,,,8.0,6.0,14.0,7.0,3.0,1.0,,1.0,1.0,1.0,,,1.0,12.0,4.0,,,2.0,,1.0,,,,,,90.0,2.0,,,,,,,13.0,,6.7,,,,,1.0,,,,2.0,15.0,8.0,23.0,3,,32.0,2.0,1.0,,
2016-17,7090015,2,88,Hull_City,Away,74440,74033.0,Sam Clucas,sam-clucas,M,False,,,,10.0,24.0,34.0,,1.0,4.0,,,1.0,2.0,,,1.0,4.0,8.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,8.0,,7.3,,,,3.0,1.0,,,1.0,,12.0,29.0,41.0,1,5.0,60.0,,1.0,1.0,3.0
2016-17,7090015,2,88,Hull_City,Away,262911,122798.0,Andy Robertson,andy-robertson,D,False,,,4.0,7.0,24.0,31.0,,,8.0,,,,,,,,2.0,4.0,,,,,,,,4.0,1.0,,90.0,,1.0,,,,,,13.0,,7.6,,,,1.0,2.0,,,7.0,,12.0,25.0,37.0,0,4.0,59.0,,,,2.0
2016-17,7090015,2,88,Hull_City,Away,552884,178186.0,Jarrod Bowen,jarrod-bowen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,88,Hull_City,Away,788980,202174.0,Greg Luer,greg-luer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,88,Hull_City,Away,830238,221267.0,Josh Tymon,josh-tymon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,88,Hull_City,Away,846026,213384.0,Josh Clackstone,clackstone-josh,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,88,Hull_City,Away,846028,155509.0,Greg Olley,greg-olley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090027,3,88,Hull_City,Home,4387,11974.0,Eldin Jakupović,eldin-jakupovic,G,False,,,7.0,5.0,14.0,19.0,,,13.0,,,,,,,,,,,,,,,1.0,,1.0,,,90.0,,,,,,,,24.0,,8.1,3.0,8.0,,1.0,,,,31.0,,27.0,16.0,43.0,0,,57.0,,,,
2016-17,7090027,3,88,Hull_City,Home,9003,9110.0,Shaun Maloney,shaun-maloney,M,True,2.0,,1.0,6.0,6.0,10.0,,,2.0,,,,1.0,,,,2.0,3.0,,,,,,,,,,,42.0,,,,,,,,3.0,,6.7,,,,2.0,3.0,2.0,,2.0,,8.0,6.0,12.0,0,1.0,22.0,,,2.0,1.0
2016-17,7090027,3,88,Hull_City,Home,9127,18987.0,Robert Snodgrass,robert-snodgrass,M,False,,,,5.0,8.0,13.0,1.0,2.0,1.0,,,1.0,3.0,,,,6.0,2.0,,,2.0,,,,,1.0,,,48.0,,,,,,,,3.0,,6.5,,,1.0,1.0,,,,,,7.0,8.0,15.0,2,,21.0,1.0,,,
2016-17,7090027,3,88,Hull_City,Home,9689,15109.0,Tom Huddlestone,tom-huddlestone,M,False,,,5.0,15.0,23.0,38.0,,,6.0,,,1.0,1.0,,,,3.0,1.0,,,2.0,,,,,3.0,,,90.0,,1.0,,,,,,10.0,,6.9,,,2.0,4.0,,,,10.0,,23.0,24.0,47.0,3,1.0,65.0,1.0,,,1.0
2016-17,7090027,3,88,Hull_City,Home,10281,19115.0,Curtis Davies,curtis-davies,D,False,,,,2.0,15.0,17.0,2.0,4.0,4.0,,,,,1.0,,1.0,3.0,6.0,,,,,,,,5.0,,,90.0,,5.0,,,,,,4.0,,8.5,,,,17.0,,,,1.0,,4.0,16.0,20.0,0,2.0,52.0,,,,2.0
2016-17,7090027,3,88,Hull_City,Home,29301,,Dušan Kuciak,dusan-kuciak,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090027,3,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,3.0,4.0,23.0,27.0,,1.0,12.0,,,,2.0,,,,2.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,,21.0,,7.0,,,,7.0,1.0,2.0,,13.0,,15.0,29.0,42.0,0,4.0,74.0,3.0,,1.0,3.0
2016-17,7090027,3,88,Hull_City,Home,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,1.0,3.0,35.0,38.0,1.0,1.0,2.0,,,,,,,,1.0,3.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,6.0,,7.1,,,,6.0,,,,4.0,,7.0,37.0,44.0,0,2.0,54.0,,,,1.0
2016-17,7090027,3,88,Hull_City,Home,43247,111847.0,Adama Diomandé,adama-diomande,F,False,,,,13.0,12.0,25.0,4.0,,4.0,,,,4.0,,,3.0,14.0,4.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,18.0,,6.3,,,,,2.0,,,,,19.0,14.0,33.0,0,2.0,49.0,4.0,2.0,,2.0
2016-17,7090027,3,88,Hull_City,Home,43442,53371.0,David Meyler,david-meyler,M,False,1.0,,1.0,19.0,18.0,36.0,1.0,,8.0,,,,2.0,,,,5.0,5.0,,,2.0,,,,,2.0,2.0,,90.0,,1.0,,,,,,3.0,,7.5,,,1.0,4.0,,1.0,,1.0,,19.0,21.0,39.0,1,4.0,58.0,,1.0,,3.0
2016-17,7090027,3,88,Hull_City,Home,48547,59856.0,Abel Hernández,abel-hernandez,F,False,,,,6.0,4.0,10.0,4.0,1.0,3.0,,,,,,,4.0,9.0,2.0,,,2.0,,,,,,,,83.0,2.0,,,,,,,9.0,,6.7,,,,,,,,,,9.0,5.0,14.0,2,,22.0,1.0,1.0,,
2016-17,7090027,3,88,Hull_City,Home,74440,74033.0,Sam Clucas,sam-clucas,M,False,,,2.0,15.0,24.0,39.0,1.0,,3.0,,,,,,,,1.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,8.0,,6.9,,,,2.0,,,,6.0,,18.0,28.0,46.0,0,3.0,56.0,1.0,1.0,,1.0
2016-17,7090027,3,88,Hull_City,Home,149380,95658.0,Harry Maguire,harry-maguire,D,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,1.0,,,,,,1.0,,,,,,2.0,,2.0,0,,3.0,,,,
2016-17,7090027,3,88,Hull_City,Home,262911,122798.0,Andy Robertson,andy-robertson,D,False,,,3.0,16.0,16.0,32.0,1.0,,3.0,,,,1.0,,,2.0,5.0,3.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,10.0,,6.6,,,,6.0,3.0,2.0,,5.0,,21.0,18.0,37.0,0,1.0,60.0,,,2.0,
2016-17,7090027,3,88,Hull_City,Home,552884,178186.0,Jarrod Bowen,jarrod-bowen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090027,3,88,Hull_City,Home,846026,213384.0,Josh Clackstone,clackstone-josh,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090027,3,88,Hull_City,Home,846028,155509.0,Greg Olley,greg-olley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090027,3,88,Hull_City,Home,848456,221268.0,Ben Hinchcliffe,ben-hinchcliffe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090041,4,88,Hull_City,Away,4387,11974.0,Eldin Jakupović,eldin-jakupovic,G,False,,1.0,2.0,2.0,15.0,17.0,,,9.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,13.0,,6.5,,1.0,,,,,1.0,14.0,,11.0,18.0,29.0,0,,39.0,,,,
2016-17,7090041,4,88,Hull_City,Away,9003,9110.0,Shaun Maloney,shaun-maloney,M,True,,,,3.0,3.0,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,,4.0,,6.4,,,,,1.0,4.0,,,,7.0,3.0,6.0,0,,11.0,,,1.0,
2016-17,7090041,4,88,Hull_City,Away,9004,15144.0,David Marshall,david-marshall,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090041,4,88,Hull_City,Away,9127,18987.0,Robert Snodgrass,robert-snodgrass,M,False,1.0,,3.0,28.0,21.0,48.0,1.0,2.0,10.0,1.0,,,,,,,2.0,9.0,,,1.0,,1.0,,,1.0,2.0,,90.0,2.0,,,,,,,19.0,,8.2,,,,1.0,1.0,8.0,,3.0,,41.0,24.0,57.0,2,1.0,86.0,3.0,5.0,1.0,
2016-17,7090041,4,88,Hull_City,Away,9689,15109.0,Tom Huddlestone,tom-huddlestone,M,False,,,5.0,31.0,25.0,56.0,,,2.0,,,,1.0,,,1.0,3.0,2.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,20.0,,6.6,,,1.0,,,1.0,,8.0,,46.0,27.0,72.0,1,,82.0,2.0,2.0,,
2016-17,7090041,4,88,Hull_City,Away,10281,19115.0,Curtis Davies,curtis-davies,D,False,,,4.0,5.0,49.0,54.0,1.0,5.0,,,1.0,,,,,,1.0,10.0,,,,,,,1.0,8.0,,,90.0,,1.0,,,,,,3.0,,8.2,,,1.0,8.0,1.0,,,6.0,,5.0,52.0,57.0,1,2.0,83.0,,3.0,1.0,1.0
2016-17,7090041,4,88,Hull_City,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,2.0,,3.0,32.0,38.0,68.0,2.0,1.0,8.0,,,,,,,,2.0,1.0,,,,,,,,1.0,,,90.0,,,,,,,,13.0,,6.9,,,1.0,4.0,,5.0,,8.0,,40.0,41.0,76.0,1,,100.0,2.0,,,
2016-17,7090041,4,88,Hull_City,Away,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,10.0,17.0,63.0,80.0,4.0,2.0,5.0,,,,,,,,4.0,3.0,,,,,,,,4.0,,,90.0,,2.0,,,,,,13.0,,7.2,,,,2.0,,,,17.0,,25.0,66.0,91.0,0,,103.0,,1.0,,
2016-17,7090041,4,88,Hull_City,Away,43247,111847.0,Adama Diomandé,adama-diomande,F,False,,,,8.0,7.0,15.0,3.0,1.0,6.0,,1.0,,3.0,,,2.0,8.0,4.0,,,1.0,,,,,2.0,,,70.0,,2.0,,,,,,5.0,,6.3,,,2.0,,,,,,1.0,11.0,7.0,18.0,2,2.0,32.0,,1.0,,
2016-17,7090041,4,88,Hull_City,Away,43442,53371.0,David Meyler,david-meyler,M,False,1.0,,2.0,20.0,25.0,44.0,,,3.0,1.0,,,,,,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,73.0,,,,,,,,10.0,,7.0,,,1.0,1.0,1.0,2.0,,4.0,,24.0,27.0,49.0,1,1.0,61.0,2.0,,,
2016-17,7090041,4,88,Hull_City,Away,44567,58791.0,Ryan Mason,ryan-mason,M,True,,,,4.0,8.0,12.0,,,,,,,,,,,,,,,,,,,,,1.0,,17.0,,,,,,,,1.0,,6.6,,,,,,,,,,5.0,8.0,13.0,0,,14.0,,,,
2016-17,7090041,4,88,Hull_City,Away,48547,59856.0,Abel Hernández,abel-hernandez,F,False,,,,7.0,3.0,10.0,3.0,1.0,,,,,1.0,,,2.0,6.0,2.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,8.0,,6.7,,,1.0,,,,,,1.0,9.0,3.0,12.0,2,,23.0,3.0,1.0,,
2016-17,7090041,4,88,Hull_City,Away,61238,82771.0,Markus Henriksen,markus-henriksen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090041,4,88,Hull_City,Away,74440,74033.0,Sam Clucas,sam-clucas,M,False,,,7.0,14.0,43.0,57.0,2.0,,8.0,,,,1.0,,,1.0,4.0,6.0,,,,,,,,3.0,,,83.0,,,,,,,,8.0,,7.4,,,,1.0,1.0,,,9.0,,16.0,47.0,63.0,0,5.0,77.0,1.0,,1.0,2.0
2016-17,7090041,4,88,Hull_City,Away,98431,91126.0,Will Keane,will-keane,F,True,,,,3.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,4.0,,6.5,,,,,,,,,1.0,6.0,1.0,7.0,0,,7.0,,,,
2016-17,7090041,4,88,Hull_City,Away,149380,95658.0,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090041,4,88,Hull_City,Away,262911,122798.0,Andy Robertson,andy-robertson,D,False,,,6.0,28.0,38.0,66.0,,,8.0,,,,1.0,,,1.0,3.0,4.0,,,,,,,,2.0,2.0,,90.0,,1.0,,,,,,17.0,,7.3,,,1.0,3.0,2.0,4.0,,9.0,,39.0,40.0,75.0,1,3.0,101.0,1.0,,1.0,3.0
2016-17,7090041,4,88,Hull_City,Away,353214,156686.0,James Weir,james-weir,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090048,5,88,Hull_City,Home,4387,11974.0,Eldin Jakupović,eldin-jakupovic,G,False,,,10.0,8.0,12.0,20.0,,,5.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,1.0,1.0,,11.0,,7.0,4.0,6.0,,1.0,1.0,,,20.0,,16.0,14.0,30.0,0,,43.0,,,1.0,
2016-17,7090048,5,88,Hull_City,Home,9003,9110.0,Shaun Maloney,shaun-maloney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090048,5,88,Hull_City,Home,9004,15144.0,David Marshall,david-marshall,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090048,5,88,Hull_City,Home,9127,18987.0,Robert Snodgrass,robert-snodgrass,M,False,,,2.0,17.0,15.0,32.0,2.0,1.0,4.0,,,1.0,,,,1.0,5.0,11.0,,,1.0,,1.0,,,,2.0,,90.0,2.0,,,,,,,10.0,,8.0,,,,1.0,6.0,4.0,,2.0,,23.0,16.0,35.0,3,1.0,56.0,1.0,4.0,5.0,1.0
2016-17,7090048,5,88,Hull_City,Home,9689,15109.0,Tom Huddlestone,tom-huddlestone,M,False,,,1.0,12.0,21.0,33.0,,,5.0,,,,,,,,2.0,2.0,,,2.0,,,,,,1.0,,58.0,,,,,,,,10.0,,6.6,,,,1.0,,1.0,,5.0,,19.0,24.0,42.0,0,1.0,52.0,,1.0,,1.0
2016-17,7090048,5,88,Hull_City,Home,10281,19115.0,Curtis Davies,curtis-davies,D,False,,,2.0,6.0,36.0,42.0,,1.0,4.0,,,,,,,1.0,1.0,4.0,,,,,,,,4.0,,,90.0,,2.0,,,,,,11.0,,6.9,,,,4.0,1.0,,,4.0,,10.0,41.0,51.0,0,1.0,67.0,,1.0,1.0,1.0
2016-17,7090048,5,88,Hull_City,Home,17801,39472.0,Dieumerci Mbokani,dieumerci-mbokani,F,True,,,1.0,,2.0,2.0,,1.0,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,13.0,,,,,,,1.0,2.0,,6.9,,,,,,,,1.0,,,3.0,3.0,0,,6.0,,2.0,,
2016-17,7090048,5,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,1.0,,5.0,20.0,38.0,57.0,1.0,1.0,4.0,,,,,,,1.0,4.0,4.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,16.0,,5.9,,,,2.0,4.0,8.0,,7.0,,32.0,39.0,63.0,0,,89.0,,1.0,2.0,
2016-17,7090048,5,88,Hull_City,Home,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,5.0,6.0,18.0,24.0,,,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,40.0,,,,1.0,,,,3.0,,5.2,,,,,,,,7.0,,8.0,19.0,27.0,0,,29.0,,,,
2016-17,7090048,5,88,Hull_City,Home,43247,111847.0,Adama Diomandé,adama-diomande,F,False,,,,8.0,13.0,21.0,1.0,1.0,4.0,,,,,,,1.0,3.0,6.0,,,,,,,,,,,42.0,,,,,,,,5.0,,6.8,,,,1.0,2.0,,,,,9.0,13.0,22.0,0,4.0,34.0,2.0,,1.0,3.0
