matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444577,11,2024-11-10 14:00:00,40,Ipswich,Away,94.0,12.0,2.0,3.0,1.0,1.0,,97.0,6.0,,12.0,8.0,5.0,21.0,188.0,,,7.0,16.0,13.0,2.0,2.0,2.0,2.0,,,,,,,,,6.0,,1.0,,,,5.0,11.0,6.0,6.0,2.0,51.0,49.0,2.0,2.0,2.0,,14.0,3.0,11.0,,,2.0,4.0,2.0,,10.0,4.0,58.0,51.0,,34.0,14.0,,1.0,,,,,,44.0,19.0,9.0,1.0,,2.0,,,114.0,1.0,,,1.0,,1.0,15.0,2.0,6.0,,14.0,1.0,11.0,11.0,2.0,13.0,54.0,50.0,20.0,12.0,1.0,2.0,3.0,3.0,249.0,3.0,,,33.0,45.0,17.0,,,,,130.0,130.0,2.0,20.0,10.0,33.7,1.0,,,,23.0,0.0,59.0,3.0,1.0,5.0,,1.0,2.0,2.0,1.0,,3.0,58.0,173.0,14.0,5.0,114.0,24.0,34.0,16.0,2.0,8.0,6.0,,2.0,102.0,10.0,172.0,7.0,,31.0,6.0,60.0,,278.0,1.0,0.0,8.0,17.0,1.0,13.0,5.0,486.0,23.0,15.0,13.0,2.0,9.0,0.0
2444585,12,2024-11-24 16:30:00,40,Ipswich,Home,144.0,6.0,1.0,4.0,3.0,,1.0,209.0,2.0,2.0,5.0,3.0,7.0,17.0,349.0,,,10.0,14.0,9.0,6.0,,1.0,1.0,,1.0,1.0,,,,,,9.0,,,,,,6.0,8.0,3.0,5.0,6.0,69.0,51.0,2.0,3.0,,1.0,6.0,2.0,5.0,,,4.0,7.0,4.0,,9.0,,44.0,40.0,1.0,12.0,1.0,,,,,,,,58.0,11.0,10.0,,,2.0,1.0,1.0,129.0,1.0,,,1.0,,,4.0,1.0,2.0,,1.0,,5.0,5.0,,5.0,98.0,56.0,30.0,3.0,1.0,3.0,4.0,6.0,409.0,2.0,1.0,,40.0,93.0,21.0,,,,,122.0,122.0,6.0,16.0,22.0,40.3,,,1.0,,13.0,0.0,128.0,2.0,1.0,3.0,,,1.0,3.0,,,4.0,91.0,338.0,6.0,7.0,161.0,15.0,12.0,11.0,4.0,16.0,12.0,,1.0,128.0,2.0,279.0,3.0,2.0,21.0,7.0,43.0,,424.0,,0.0,11.0,16.0,,17.0,0.0,581.0,11.0,12.0,5.0,4.0,7.0,0.0
2444596,13,2024-11-30 15:00:00,40,Ipswich,Away,178.0,14.0,3.0,3.0,,3.0,,132.0,8.0,,8.0,3.0,5.0,16.0,307.0,,,15.0,17.0,17.0,6.0,1.0,2.0,,,,,,,,,,5.0,,,,,,7.0,8.0,4.0,5.0,2.0,58.0,36.0,,,,2.0,2.0,2.0,7.0,,,7.0,5.0,3.0,,10.0,2.0,57.0,46.0,2.0,19.0,7.0,,1.0,,,,,,43.0,16.0,5.0,,,1.0,1.0,,131.0,,,,,,,8.0,,2.0,2.0,7.0,,4.0,4.0,,8.0,92.0,42.0,19.0,8.0,,2.0,5.0,3.0,370.0,2.0,,,33.0,54.0,23.0,1.0,1.0,1.0,,140.0,140.0,1.0,13.0,10.0,55.3,,,,,14.0,0.0,106.0,3.0,1.0,4.0,,1.0,,2.0,1.0,,5.0,74.0,291.0,2.0,7.0,214.0,32.0,19.0,18.0,7.0,16.0,9.0,,,101.0,6.0,189.0,2.0,,19.0,5.0,41.0,1.0,387.0,3.0,0.0,7.0,16.0,,26.0,3.0,559.0,19.0,15.0,8.0,7.0,10.0,0.0
2444605,14,2024-12-03 19:30:00,40,Ipswich,Home,259.0,14.0,2.0,5.0,3.0,1.0,,185.0,10.0,,2.0,15.0,7.0,41.0,439.0,,,10.0,15.0,31.0,5.0,2.0,2.0,1.0,,,,,,,,,6.0,,,1.0,,1.0,11.0,9.0,4.0,5.0,4.0,88.0,52.0,1.0,1.0,,,,3.0,4.0,,,4.0,12.0,5.0,,9.0,1.0,48.0,71.0,,26.0,16.0,,1.0,,,,,,57.0,14.0,13.0,,,2.0,,,153.0,,,,,,,10.0,,,,16.0,1.0,9.0,9.0,,2.0,130.0,73.0,47.0,7.0,,3.0,4.0,2.0,500.0,6.0,6.0,,46.0,63.0,28.0,,,,,144.0,144.0,3.0,19.0,25.0,54.4,1.0,,,,13.0,0.0,155.0,2.0,,2.0,,3.0,1.0,4.0,1.0,,4.0,83.0,413.0,,7.0,289.0,28.0,26.0,15.0,4.0,21.0,17.0,,1.0,117.0,7.0,258.0,,,29.0,7.0,68.0,1.0,526.0,,0.0,9.0,18.0,2.0,13.0,2.0,709.0,13.0,16.0,9.0,4.0,11.0,0.0
2444615,15,2024-12-08 14:00:00,40,Ipswich,Home,134.0,21.0,3.0,4.0,1.0,2.0,,120.0,6.0,1.0,1.0,13.0,5.0,28.0,250.0,1.0,1.0,13.0,19.0,25.0,13.0,,4.0,,,,,,,,,,7.0,,,,,3.0,1.0,14.0,8.0,11.0,7.0,43.0,64.0,1.0,1.0,,3.0,6.0,7.0,11.0,,,6.0,6.0,1.0,,16.0,1.0,60.0,63.0,3.0,29.0,12.0,1.0,3.0,,,,,,47.0,9.0,11.0,,,,,,156.0,1.0,,1.0,,1.0,,11.0,,1.0,2.0,12.0,,5.0,5.0,,1.0,64.0,62.0,28.0,13.0,1.0,5.0,9.0,5.0,313.0,7.0,1.0,,26.0,31.0,26.0,,,,,155.0,155.0,3.0,32.0,21.0,43.0,,3.0,,2.0,19.0,0.0,77.0,2.0,2.0,4.0,,1.0,,6.0,,,4.0,65.0,231.0,6.0,14.0,160.0,34.0,29.0,15.0,6.0,13.0,7.0,,,99.0,7.0,193.0,1.0,2.0,29.0,5.0,60.0,,340.0,1.0,0.0,18.0,19.0,3.0,23.0,2.0,557.0,30.0,22.0,8.0,6.0,12.0,0.0
2444629,16,2024-12-14 15:00:00,40,Ipswich,Away,232.0,14.0,1.0,3.0,2.0,1.0,,121.0,5.0,,8.0,6.0,8.0,19.0,350.0,1.0,,10.0,12.0,15.0,7.0,,1.0,,,,,,,,,,9.0,,,,,,6.0,11.0,5.0,7.0,3.0,68.0,66.0,2.0,2.0,,2.0,4.0,3.0,15.0,,,3.0,7.0,5.0,,12.0,4.0,56.0,51.0,2.0,31.0,14.0,,2.0,,,,,,51.0,9.0,13.0,,,3.0,3.0,,141.0,1.0,1.0,1.0,,1.0,,6.0,,4.0,,14.0,,12.0,12.0,,8.0,101.0,50.0,29.0,7.0,,2.0,6.0,5.0,398.0,5.0,1.0,,43.0,41.0,24.0,,,,,125.0,125.0,2.0,26.0,21.0,45.7,,,,2.0,8.0,0.0,110.0,3.0,2.0,5.0,,,,2.0,,1.0,4.0,63.0,335.0,4.0,8.0,251.0,29.0,31.0,19.0,2.0,17.0,15.0,,,102.0,5.0,186.0,4.0,,21.0,8.0,45.0,4.0,420.0,2.0,0.0,10.0,12.0,2.0,11.0,3.0,622.0,32.0,15.0,11.0,3.0,4.0,0.0
2444635,17,2024-12-21 15:00:00,40,Ipswich,Home,208.0,18.0,2.0,3.0,1.0,,,152.0,4.0,1.0,5.0,4.0,8.0,21.0,357.0,,1.0,9.0,8.0,8.0,8.0,1.0,1.0,2.0,,,,,,,,,9.0,,,,,,4.0,13.0,2.0,8.0,2.0,69.0,59.0,,1.0,,,4.0,4.0,11.0,,,2.0,8.0,2.0,,7.0,1.0,42.0,28.0,,14.0,8.0,2.0,,,,,,,55.0,9.0,6.0,,,,,,150.0,,,,,,,8.0,,1.0,,8.0,,4.0,4.0,1.0,5.0,107.0,59.0,36.0,1.0,,4.0,5.0,2.0,409.0,1.0,,,54.0,45.0,16.0,,,,,117.0,117.0,9.0,22.0,19.0,41.6,,,,,15.0,0.0,105.0,3.0,,3.0,,,2.0,4.0,1.0,,5.0,75.0,342.0,4.0,9.0,227.0,24.0,14.0,12.0,2.0,12.0,10.0,,2.0,112.0,,216.0,1.0,1.0,19.0,9.0,49.0,3.0,431.0,,0.0,10.0,10.0,4.0,11.0,2.0,566.0,20.0,14.0,4.0,2.0,5.0,0.0
2444641,18,2024-12-27 20:15:00,40,Ipswich,Away,140.0,9.0,,1.0,1.0,1.0,,117.0,2.0,,1.0,2.0,9.0,9.0,256.0,,,6.0,13.0,15.0,2.0,,,,,,,,,,,,3.0,,,,,,6.0,9.0,4.0,,3.0,51.0,39.0,,,,1.0,3.0,3.0,7.0,,,1.0,4.0,2.0,,17.0,1.0,54.0,44.0,1.0,29.0,10.0,,,,,,,,26.0,12.0,6.0,,1.0,1.0,1.0,,106.0,,,,,,,6.0,,1.0,2.0,10.0,,11.0,11.0,3.0,1.0,81.0,31.0,14.0,5.0,,,2.0,,304.0,5.0,,,36.0,45.0,9.0,,,,,110.0,110.0,2.0,25.0,10.0,32.2,,,,1.0,9.0,0.0,80.0,3.0,1.0,4.0,,,,,,,5.0,54.0,249.0,3.0,2.0,168.0,15.0,29.0,13.0,1.0,8.0,7.0,,,69.0,3.0,158.0,1.0,,21.0,10.0,36.0,2.0,318.0,,0.0,3.0,18.0,,10.0,1.0,480.0,5.0,10.0,6.0,1.0,10.0,0.0
2444655,19,2024-12-30 19:45:00,40,Ipswich,Home,89.0,11.0,1.0,2.0,1.0,3.0,,57.0,8.0,,5.0,6.0,4.0,19.0,144.0,1.0,,6.0,16.0,15.0,4.0,,1.0,3.0,,,,,,,,,6.0,1.0,,,,1.0,6.0,13.0,7.0,8.0,1.0,35.0,44.0,1.0,1.0,1.0,2.0,8.0,2.0,4.0,1.0,,4.0,3.0,,,7.0,3.0,38.0,39.0,2.0,26.0,15.0,,1.0,,,,,,36.0,9.0,5.0,1.0,,1.0,,,119.0,1.0,,1.0,1.0,,,15.0,1.0,4.0,2.0,15.0,,6.0,6.0,1.0,5.0,39.0,59.0,22.0,7.0,1.0,1.0,4.0,6.0,204.0,8.0,2.0,,20.0,39.0,10.0,,,,1.0,121.0,121.0,,20.0,15.0,24.1,,,,,11.0,0.0,34.0,3.0,2.0,4.0,,2.0,3.0,1.0,1.0,,5.0,21.0,133.0,8.0,5.0,111.0,20.0,26.0,7.0,4.0,7.0,3.0,,3.0,50.0,6.0,123.0,4.0,,31.0,4.0,56.0,,227.0,2.0,0.0,9.0,17.0,,10.0,4.0,385.0,15.0,16.0,3.0,4.0,7.0,0.0
2444664,20,2025-01-05 14:00:00,40,Ipswich,Away,102.0,7.0,,2.0,2.0,1.0,,96.0,4.0,1.0,3.0,5.0,4.0,17.0,196.0,,1.0,5.0,24.0,20.0,4.0,,,1.0,,,,,,,,,6.0,1.0,,1.0,,,10.0,10.0,5.0,5.0,2.0,47.0,43.0,1.0,1.0,2.0,1.0,6.0,1.0,12.0,,,2.0,3.0,2.0,,10.0,2.0,67.0,46.0,1.0,47.0,28.0,,,,,,,,39.0,14.0,10.0,1.0,,3.0,,,98.0,,,,,,,7.0,1.0,2.0,,28.0,2.0,15.0,15.0,2.0,3.0,62.0,46.0,17.0,9.0,1.0,2.0,2.0,3.0,237.0,7.0,1.0,,28.0,36.0,15.0,2.0,2.0,2.0,1.0,106.0,106.0,1.0,17.0,16.0,27.4,1.0,2.0,,,10.0,0.0,53.0,2.0,,2.0,,,1.0,3.0,1.0,,5.0,42.0,182.0,6.0,4.0,119.0,15.0,47.0,13.0,2.0,7.0,5.0,108044.56,1.0,71.0,4.0,148.0,2.0,1.0,25.0,4.0,53.0,1.0,260.0,,0.0,7.0,11.0,1.0,11.0,5.0,445.0,14.0,12.0,6.0,2.0,6.0,0.0
2444673,21,2025-01-16 19:30:00,40,Ipswich,Home,250.0,3.0,,2.0,2.0,1.0,1.0,93.0,7.0,,4.0,8.0,3.0,16.0,341.0,1.0,,10.0,16.0,13.0,4.0,,,,,,,,,,,,4.0,,,,,,4.0,10.0,1.0,3.0,2.0,61.0,43.0,,,,1.0,7.0,,10.0,,,1.0,4.0,3.0,,6.0,2.0,53.0,43.0,1.0,27.0,14.0,1.0,1.0,,,,,,40.0,13.0,14.0,,,1.0,2.0,,122.0,,,,,,,9.0,,,,14.0,,10.0,10.0,1.0,4.0,125.0,50.0,26.0,9.0,,1.0,3.0,3.0,384.0,6.0,2.0,,35.0,33.0,11.0,,,,,107.0,107.0,4.0,25.0,9.0,46.3,,,,,16.0,0.0,102.0,2.0,1.0,3.0,,1.0,,2.0,,,4.0,42.0,319.0,7.0,4.0,279.0,17.0,27.0,13.0,,9.0,9.0,,,65.0,4.0,140.0,,,20.0,3.0,40.0,1.0,410.0,2.0,0.0,5.0,13.0,,13.0,2.0,570.0,8.0,11.0,5.0,1.0,8.0,0.0
2444684,22,2025-01-19 16:30:00,40,Ipswich,Home,183.0,10.0,2.0,3.0,1.0,,,128.0,10.0,,4.0,6.0,2.0,26.0,308.0,,,5.0,6.0,10.0,4.0,3.0,2.0,1.0,,,,,,,1.0,,4.0,,,,,2.0,,14.0,3.0,5.0,3.0,79.0,33.0,1.0,1.0,,1.0,7.0,3.0,9.0,,,4.0,3.0,4.0,,7.0,2.0,33.0,37.0,1.0,21.0,7.0,1.0,3.0,,,,,,38.0,4.0,7.0,,,2.0,1.0,,109.0,,,,,,,10.0,,1.0,,7.0,,8.0,8.0,1.0,4.0,89.0,31.0,19.0,7.0,,,7.0,4.0,329.0,4.0,,,49.0,39.0,16.0,,,,,84.0,84.0,1.0,19.0,8.0,32.7,,,,2.0,9.0,0.0,76.0,3.0,,3.0,,,1.0,1.0,,,5.0,65.0,284.0,7.0,7.0,206.0,15.0,21.0,14.0,4.0,12.0,8.0,,1.0,82.0,,159.0,1.0,,22.0,4.0,46.0,1.0,353.0,,0.0,8.0,13.0,,8.0,0.0,501.0,14.0,12.0,7.0,4.0,9.0,0.0
2444695,23,2025-01-25 15:00:00,40,Ipswich,Away,192.0,11.0,1.0,3.0,2.0,1.0,,52.0,10.0,,4.0,7.0,2.0,18.0,241.0,,,6.0,11.0,5.0,1.0,,2.0,,,,,,,,,,1.0,,,,,,4.0,10.0,6.0,2.0,1.0,43.0,49.0,2.0,1.0,1.0,3.0,7.0,,16.0,,,4.0,4.0,2.0,1.0,8.0,1.0,54.0,45.0,3.0,34.0,17.0,,,,,,,,29.0,11.0,10.0,,,,,,112.0,1.0,1.0,1.0,,1.0,,11.0,,1.0,,17.0,,13.0,13.0,3.0,4.0,74.0,39.0,11.0,3.0,,,2.0,3.0,285.0,3.0,1.0,,35.0,15.0,11.0,,,,,114.0,114.0,1.0,29.0,11.0,29.6,,,,,18.0,0.0,83.0,1.0,1.0,2.0,,1.0,,,,,5.0,30.0,218.0,7.0,2.0,224.0,22.0,34.0,16.0,3.0,9.0,6.0,112136.25,,54.0,2.0,97.0,3.0,,27.0,4.0,47.0,1.0,312.0,,0.0,3.0,22.0,,11.0,2.0,493.0,7.0,14.0,8.0,4.0,12.0,0.0
2444705,24,2025-02-01 15:00:00,40,Ipswich,Home,242.0,13.0,1.0,3.0,2.0,4.0,,219.0,3.0,,1.0,6.0,15.0,20.0,458.0,,1.0,21.0,26.0,19.0,9.0,,,2.0,1.0,,2.0,,,,,2.0,12.0,,,,,,9.0,7.0,2.0,8.0,7.0,74.0,65.0,1.0,1.0,1.0,3.0,3.0,4.0,7.0,,,1.0,8.0,4.0,,19.0,1.0,78.0,66.0,3.0,15.0,6.0,,,0.696591,1.842,0.1507,1.427,0.4539,65.0,11.0,14.0,1.0,,5.0,1.0,2.0,188.0,,,,,,1.0,3.0,1.0,2.0,,6.0,,4.0,4.0,,1.0,132.0,75.0,45.0,2.0,,4.0,5.0,6.0,517.0,3.0,1.0,,56.0,57.0,26.0,,,,,155.0,155.0,6.0,30.0,25.0,57.0,,,,,14.0,0.0,144.0,2.0,,2.0,,1.0,2.0,5.0,,,4.0,100.0,437.0,3.0,9.0,268.0,29.0,15.0,32.0,1.0,14.0,13.0,120649.17,2.0,132.0,8.0,284.0,2.0,,20.0,15.0,47.0,,538.0,,0.0,15.0,16.0,1.0,25.0,0.0,765.0,28.0,25.0,17.0,1.0,8.0,0.0
2444710,25,2025-02-15 15:00:00,40,Ipswich,Away,98.0,7.0,1.0,3.0,2.0,,,65.0,8.0,,1.0,6.0,4.0,16.0,160.0,,1.0,9.0,11.0,7.0,1.0,,,,,1.0,1.0,,,,,,3.0,,,,,,4.0,15.0,10.0,2.0,2.0,41.0,37.0,,,,4.0,7.0,1.0,17.0,,,1.0,4.0,1.0,,8.0,5.0,51.0,41.0,4.0,39.0,22.0,,,0.262221,0.3668,0.0581,1.1568,2.7909,28.0,11.0,7.0,1.0,,2.0,,1.0,89.0,1.0,,1.0,1.0,,,14.0,1.0,,,22.0,,13.0,13.0,5.0,1.0,49.0,40.0,14.0,16.0,,,2.0,3.0,191.0,9.0,1.0,,26.0,31.0,9.0,,,,,94.0,94.0,3.0,22.0,7.0,24.4,,2.0,,1.0,11.0,0.0,40.0,4.0,1.0,6.0,1.0,,,,,,5.0,25.0,144.0,7.0,2.0,115.0,13.0,39.0,9.0,1.0,6.0,5.0,103632.28,,46.0,6.0,110.0,,1.0,22.0,4.0,45.0,3.0,219.0,,1.0,4.0,22.0,2.0,13.0,3.0,400.0,9.0,12.0,5.0,1.0,10.0,0.0
2444725,26,2025-02-22 15:00:00,40,Ipswich,Home,152.0,12.0,2.0,6.0,4.0,2.0,1.0,146.0,5.0,,3.0,8.0,6.0,20.0,292.0,1.0,,11.0,7.0,4.0,10.0,3.0,2.0,,,,1.0,,,,,,10.0,,,1.0,,3.0,6.0,9.0,1.0,10.0,7.0,72.0,50.0,3.0,2.0,1.0,,4.0,7.0,5.0,,,4.0,7.0,5.0,,8.0,1.0,44.0,46.0,,11.0,4.0,,,0.561235,1.1548,0.0711,0.724,2.6685,56.0,15.0,14.0,,,4.0,4.0,1.0,110.0,1.0,,1.0,1.0,,,6.0,1.0,,,4.0,1.0,10.0,10.0,,3.0,82.0,46.0,28.0,4.0,1.0,4.0,10.0,5.0,332.0,3.0,2.0,,52.0,46.0,19.0,,,,,108.0,108.0,13.0,11.0,20.0,41.1,1.0,,,1.0,15.0,0.0,91.0,2.0,,2.0,,2.0,,5.0,1.0,,5.0,82.0,272.0,4.0,14.0,167.0,18.0,11.0,14.0,3.0,19.0,16.0,109821.57,,116.0,9.0,207.0,,,25.0,6.0,44.0,2.0,355.0,1.0,0.0,17.0,23.0,1.0,12.0,2.0,528.0,26.0,10.0,5.0,4.0,12.0,0.0
2444739,27,2025-02-26 19:30:00,40,Ipswich,Away,133.0,9.0,1.0,2.0,1.0,3.0,,257.0,4.0,1.0,6.0,4.0,7.0,13.0,388.0,,1.0,8.0,10.0,15.0,7.0,,2.0,,,,,1.0,,,,,10.0,,,,,,9.0,9.0,2.0,5.0,7.0,68.0,46.0,,,1.0,3.0,3.0,5.0,7.0,,,6.0,8.0,5.0,,9.0,4.0,51.0,44.0,3.0,21.0,6.0,,2.0,0.461846,1.4286,,1.3847,1.8482,72.0,16.0,9.0,,,2.0,1.0,,139.0,1.0,,,1.0,,,5.0,2.0,2.0,,6.0,,11.0,11.0,2.0,6.0,115.0,45.0,24.0,5.0,2.0,2.0,6.0,3.0,431.0,3.0,,1.0,73.0,75.0,31.0,,,,,109.0,109.0,6.0,23.0,10.0,55.4,,3.0,,,12.0,0.0,129.0,4.0,,4.0,,1.0,,4.0,,,5.0,134.0,374.0,3.0,8.0,143.0,21.0,21.0,14.0,4.0,18.0,14.0,114604.27,,172.0,4.0,326.0,2.0,1.0,10.0,7.0,31.0,2.0,451.0,,0.0,12.0,16.0,1.0,9.0,4.0,616.0,19.0,9.0,5.0,6.0,11.0,0.0
2444743,28,2025-03-08 15:00:00,40,Ipswich,Away,148.0,11.0,1.0,3.0,2.0,1.0,,107.0,6.0,,1.0,5.0,5.0,18.0,252.0,,,13.0,21.0,22.0,9.0,2.0,5.0,2.0,,,,,,,,,9.0,,,,,1.0,4.0,14.0,5.0,9.0,6.0,51.0,49.0,1.0,4.0,,,13.0,3.0,9.0,,,4.0,7.0,3.0,,13.0,2.0,60.0,54.0,,38.0,25.0,1.0,1.0,0.417839,1.4842,,1.8954,1.2787,46.0,7.0,8.0,,,3.0,2.0,,131.0,,,,,,,10.0,,,,25.0,,8.0,8.0,,1.0,77.0,60.0,31.0,5.0,,4.0,7.0,8.0,318.0,9.0,4.0,,53.0,42.0,31.0,,,,,159.0,159.0,7.0,17.0,22.0,44.8,,,,1.0,23.0,0.0,76.0,3.0,,3.0,,,2.0,4.0,,,5.0,52.0,239.0,13.0,11.0,171.0,25.0,38.0,20.0,4.0,16.0,12.0,107160.25,2.0,87.0,3.0,180.0,2.0,,19.0,8.0,48.0,,335.0,,0.0,15.0,14.0,2.0,28.0,3.0,567.0,16.0,21.0,10.0,4.0,9.0,0.0
2444755,29,2025-03-15 15:00:00,40,Ipswich,Home,224.0,15.0,2.0,3.0,1.0,,,148.0,8.0,1.0,8.0,2.0,5.0,22.0,369.0,,,11.0,14.0,13.0,2.0,3.0,4.0,1.0,,,1.0,,,1.0,,1.0,5.0,,,,,1.0,1.0,6.0,5.0,4.0,7.0,62.0,44.0,,,,1.0,11.0,2.0,4.0,,,6.0,7.0,4.0,,9.0,1.0,36.0,44.0,1.0,21.0,14.0,,1.0,0.361699,0.4247,0.0485,0.6986,2.6686,52.0,4.0,13.0,,,4.0,2.0,1.0,136.0,2.0,,2.0,2.0,,,8.0,2.0,1.0,1.0,14.0,,4.0,4.0,,8.0,115.0,65.0,39.0,3.0,1.0,4.0,3.0,4.0,413.0,1.0,2.0,,56.0,38.0,26.0,,,,,118.0,118.0,3.0,11.0,22.0,55.7,,,,,15.0,0.0,125.0,2.0,,2.0,,,1.0,5.0,,1.0,5.0,71.0,346.0,11.0,7.0,242.0,28.0,21.0,15.0,5.0,18.0,13.0,108303.81,1.0,107.0,,214.0,1.0,1.0,16.0,6.0,48.0,1.0,438.0,,0.0,11.0,10.0,,15.0,1.0,616.0,12.0,12.0,9.0,6.0,8.0,0.0
2444760,30,2025-04-02 19:45:00,40,Ipswich,Away,125.0,11.0,1.0,2.0,1.0,4.0,,83.0,5.0,1.0,4.0,9.0,5.0,21.0,206.0,1.0,,14.0,19.0,16.0,6.0,1.0,2.0,,,,,,,,,,7.0,,,,,,6.0,11.0,13.0,7.0,3.0,38.0,55.0,3.0,1.0,2.0,,6.0,2.0,4.0,1.0,,3.0,8.0,,,9.0,2.0,54.0,51.0,,58.0,32.0,1.0,,0.537949,1.1676,,0.8037,1.0059,50.0,15.0,14.0,1.0,,1.0,2.0,,144.0,2.0,,2.0,2.0,,,10.0,2.0,3.0,,32.0,,6.0,6.0,,4.0,54.0,64.0,32.0,8.0,1.0,5.0,4.0,2.0,270.0,8.0,,,32.0,33.0,12.0,,,,,143.0,143.0,4.0,23.0,16.0,35.9,,,,2.0,22.0,0.0,62.0,3.0,3.0,5.0,,1.0,,6.0,,,5.0,40.0,187.0,6.0,9.0,158.0,21.0,58.0,15.0,3.0,13.0,10.0,114768.3,,79.0,8.0,153.0,3.0,1.0,33.0,9.0,60.0,,298.0,1.0,0.0,10.0,14.0,1.0,21.0,2.0,521.0,16.0,17.0,8.0,3.0,10.0,0.0
2444775,31,2025-04-05 15:00:00,40,Ipswich,Home,143.0,24.0,,1.0,1.0,2.0,,102.0,8.0,,3.0,7.0,2.0,27.0,244.0,,,18.0,22.0,21.0,3.0,,,,,,,,,,,,2.0,,,,,1.0,6.0,19.0,3.0,5.0,1.0,45.0,38.0,1.0,,1.0,1.0,6.0,2.0,9.0,1.0,,4.0,6.0,2.0,,5.0,1.0,54.0,53.0,1.0,33.0,15.0,,,0.700669,0.7973,,0.6211,2.1517,52.0,12.0,16.0,1.0,,2.0,2.0,,121.0,1.0,,1.0,,1.0,,10.0,,3.0,,15.0,,4.0,4.0,1.0,3.0,71.0,62.0,34.0,8.0,,1.0,3.0,2.0,293.0,7.0,1.0,,34.0,44.0,26.0,,,,,133.0,133.0,3.0,14.0,13.0,44.2,,3.0,,,15.0,0.0,86.0,4.0,1.0,4.0,,,,2.0,,,5.0,43.0,222.0,6.0,4.0,158.0,40.0,33.0,12.0,4.0,14.0,10.0,105022.2,,86.0,8.0,179.0,3.0,,18.0,2.0,55.0,1.0,323.0,,0.0,6.0,12.0,,26.0,2.0,514.0,16.0,18.0,4.0,4.0,6.0,0.0
