matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2562001,11.0,2025-11-09 14:00:00,2,Leeds,Away,241.0,7.0,1.0,2.0,1.0,1.0,,114.0,9.0,,5.0,3.0,12.0,19.0,353.0,,,11.0,13.0,19.0,3.0,1.0,3.0,,0.0,,,,,,,,,,5.0,0.0,,,,,,1.0,4.0,10.0,4.0,5.0,5.0,,68.0,45.0,1.0,1.0,,3.0,6.0,2.0,7.0,,,4.0,5.0,2.0,0.0,9.0,1.0,58.0,49.0,3.0,28.0,17.0,,,0.312567,0.6871,,0.926,3.4153,64.0,11.0,10.0,1.0,,2.0,2.0,,149.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,17.0,,9.0,9.0,,0.0,5.0,111.0,73.0,34.0,6.0,0.0,2.0,3.0,3.0,412.0,,,5.0,3.0,0.0,51.0,49.0,20.0,1.0,1.0,1.0,,143.0,143.0,4.0,17.0,19.0,54.5,,3.0,,,19.0,0.0,,,,107.0,1.0,2.0,3.0,,,,5.0,,0.0,5.0,47.0,331.0,6.0,5.0,263.0,25.0,28.0,23.0,4.0,13.0,9.0,113130.77,,92.0,1.0,185.0,1.0,,23.0,12.0,55.0,1.0,435.0,1.0,0.0,10.0,15.0,,17.0,1.0,640.0,20.0,13.0,0.0,5.0,4.0,10.0,0.0
2562010,12.0,2025-11-23 14:00:00,2,Leeds,Home,177.0,10.0,,4.0,4.0,2.0,2.0,166.0,5.0,,1.0,5.0,12.0,20.0,339.0,1.0,,4.0,15.0,11.0,10.0,2.0,1.0,1.0,0.0,,,,,,,,,,8.0,0.0,,,,,,5.0,10.0,8.0,6.0,9.0,5.0,,65.0,59.0,2.0,2.0,1.0,1.0,8.0,4.0,12.0,,1.0,3.0,10.0,8.0,0.0,7.0,1.0,61.0,62.0,1.0,21.0,10.0,,,0.795231,1.791,,1.7132,0.4638,62.0,18.0,16.0,1.0,,5.0,6.0,,149.0,,,,,,,9.0,,,0.0,,,,,2.0,10.0,,12.0,12.0,1.0,0.0,1.0,85.0,57.0,38.0,3.0,0.0,4.0,8.0,5.0,375.0,,,3.0,1.0,0.0,49.0,49.0,28.0,,,,,132.0,132.0,7.0,24.0,27.0,47.9,,3.0,,,19.0,0.0,,,,101.0,1.0,,2.0,,,1.0,5.0,,0.0,5.0,87.0,320.0,8.0,12.0,202.0,13.0,21.0,22.0,2.0,26.0,24.0,112971.89,1.0,110.0,6.0,224.0,,,24.0,13.0,48.0,4.0,400.0,2.0,0.0,14.0,26.0,,11.0,5.0,612.0,24.0,17.0,0.0,9.0,3.0,16.0,0.0
2562020,13.0,2025-11-29 15:00:00,2,Leeds,Away,187.0,10.0,,3.0,3.0,1.0,2.0,81.0,4.0,1.0,3.0,6.0,4.0,20.0,265.0,,1.0,5.0,20.0,18.0,1.0,2.0,,,0.0,,,,,,,,,,2.0,0.0,,1.0,,,,5.0,6.0,14.0,4.0,8.0,1.0,,73.0,41.0,,1.0,2.0,,7.0,2.0,7.0,,,1.0,6.0,3.0,0.0,3.0,2.0,44.0,64.0,,21.0,11.0,,,0.571254,1.5366,,2.2884,3.6775,42.0,11.0,17.0,1.0,,4.0,4.0,,136.0,,,,,,,8.0,,,1.0,,,,,,11.0,,8.0,8.0,3.0,0.0,4.0,68.0,54.0,18.0,8.0,0.0,2.0,1.0,4.0,319.0,,,6.0,,0.0,26.0,42.0,23.0,,,,1.0,132.0,132.0,4.0,19.0,11.0,38.3,,,,,17.0,0.0,,,,71.0,5.0,1.0,6.0,,1.0,,3.0,,1.0,5.0,32.0,245.0,7.0,3.0,209.0,24.0,21.0,7.0,1.0,14.0,13.0,113461.66,,66.0,5.0,153.0,,1.0,26.0,7.0,56.0,4.0,348.0,,0.0,9.0,26.0,2.0,10.0,1.0,527.0,20.0,22.0,0.0,4.0,1.0,14.0,0.0
2562030,14.0,2025-12-03 20:15:00,2,Leeds,Home,86.0,5.0,2.0,6.0,4.0,1.0,,106.0,4.0,,4.0,9.0,5.0,20.0,186.0,1.0,,9.0,18.0,14.0,6.0,1.0,3.0,2.0,0.0,,,,,,,,,,11.0,0.0,,,,,,,5.0,11.0,3.0,11.0,6.0,,47.0,53.0,1.0,1.0,1.0,2.0,10.0,2.0,8.0,,,4.0,7.0,6.0,1.0,8.0,,51.0,51.0,2.0,32.0,13.0,,,0.463006,2.786,,2.5276,0.7723,55.0,10.0,12.0,1.0,,,1.0,,120.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,2.0,1.0,,,,1.0,13.0,,9.0,9.0,1.0,0.0,5.0,51.0,61.0,24.0,2.0,1.0,6.0,3.0,5.0,242.0,,,5.0,4.0,0.0,58.0,32.0,25.0,,,,,130.0,130.0,8.0,19.0,21.0,28.9,,,,,17.0,0.0,,,,46.0,1.0,,1.0,,1.0,2.0,10.0,,0.0,5.0,45.0,175.0,10.0,9.0,101.0,13.0,32.0,12.0,4.0,18.0,14.0,119766.25,2.0,88.0,5.0,181.0,1.0,,40.0,7.0,59.0,3.0,264.0,2.0,0.0,17.0,21.0,,12.0,1.0,470.0,20.0,13.0,0.0,4.0,4.0,15.0,0.0
2562040,15.0,2025-12-06 17:30:00,2,Leeds,Home,162.0,8.0,1.0,4.0,3.0,5.0,,163.0,3.0,,5.0,5.0,6.0,14.0,321.0,,,17.0,19.0,17.0,6.0,1.0,3.0,,0.0,,,,,,,,,,6.0,1.0,,,,,,1.0,6.0,12.0,4.0,9.0,3.0,,64.0,44.0,,,2.0,1.0,15.0,2.0,6.0,,1.0,5.0,3.0,6.0,0.0,10.0,3.0,55.0,43.0,1.0,19.0,12.0,1.0,1.0,0.433051,1.506,,2.0707,3.6922,65.0,14.0,14.0,1.0,,2.0,1.0,,135.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,1.0,12.0,,10.0,10.0,1.0,0.0,6.0,110.0,67.0,31.0,4.0,1.0,4.0,4.0,5.0,378.0,,,4.0,2.0,0.0,73.0,39.0,29.0,,,,1.0,133.0,133.0,5.0,18.0,15.0,44.7,,,1.0,2.0,23.0,0.0,,,,93.0,4.0,,4.0,,,,5.0,,1.0,5.0,75.0,305.0,15.0,8.0,179.0,19.0,19.0,12.0,4.0,14.0,10.0,115203.07,,121.0,9.0,237.0,,,31.0,6.0,50.0,2.0,402.0,,0.0,12.0,9.0,,23.0,3.0,596.0,19.0,14.0,0.0,5.0,5.0,6.0,0.0
2562046,16.0,2025-12-14 16:30:00,2,Leeds,Away,122.0,11.0,,6.0,6.0,1.0,,155.0,3.0,,6.0,7.0,4.0,18.0,271.0,,,6.0,31.0,26.0,11.0,,1.0,1.0,0.0,,,,,,,,,,13.0,0.0,,,,,,,2.0,4.0,3.0,11.0,7.0,,61.0,46.0,2.0,1.0,1.0,1.0,2.0,8.0,4.0,,,3.0,10.0,8.0,0.0,7.0,1.0,53.0,57.0,1.0,43.0,29.0,,,1.29444,1.5178,,1.6698,0.8401,51.0,9.0,8.0,1.0,,,2.0,,145.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,1.0,29.0,,7.0,7.0,1.0,0.0,7.0,74.0,74.0,33.0,,0.0,4.0,8.0,4.0,342.0,,,1.0,1.0,0.0,56.0,56.0,38.0,,1.0,,,152.0,152.0,6.0,11.0,20.0,43.1,,,1.0,,5.0,0.0,,,,81.0,1.0,,1.0,,1.0,1.0,6.0,,0.0,4.0,77.0,260.0,2.0,12.0,142.0,26.0,43.0,13.0,3.0,23.0,20.0,113907.87,1.0,120.0,8.0,242.0,1.0,,31.0,4.0,52.0,,361.0,,0.0,18.0,15.0,,21.0,0.0,566.0,31.0,16.0,0.0,8.0,3.0,8.0,0.0
2562060,17.0,2025-12-20 20:00:00,2,Leeds,Home,212.0,10.0,5.0,6.0,1.0,3.0,,121.0,2.0,,4.0,5.0,6.0,19.0,327.0,,,18.0,23.0,27.0,2.0,5.0,8.0,,1.0,,,1.0,,,,,,,4.0,0.0,,,,,,,3.0,5.0,4.0,14.0,6.0,,62.0,45.0,1.0,1.0,3.0,1.0,6.0,5.0,5.0,,1.0,9.0,10.0,3.0,0.0,13.0,1.0,55.0,58.0,1.0,29.0,19.0,,,1.39115,2.674,0.0765,3.1661,0.8976,51.0,5.0,10.0,2.0,,1.0,,1.0,138.0,1.0,,1.0,,1.0,,4.0,,,0.0,1.0,,,,,19.0,,7.0,7.0,,0.0,5.0,107.0,66.0,30.0,5.0,2.0,4.0,4.0,8.0,381.0,,,3.0,1.0,0.0,43.0,55.0,41.0,1.0,1.0,1.0,1.0,152.0,152.0,4.0,15.0,21.0,52.8,,,,,12.0,0.0,,,,93.0,1.0,1.0,2.0,,2.0,,7.0,,0.0,5.0,50.0,314.0,6.0,8.0,220.0,22.0,29.0,15.0,9.0,22.0,13.0,118033.43,,90.0,10.0,202.0,1.0,,22.0,7.0,48.0,2.0,400.0,,0.0,20.0,15.0,,34.0,1.0,631.0,37.0,21.0,0.0,6.0,9.0,11.0,0.0
2562073,18.0,2025-12-28 14:00:00,2,Leeds,Away,250.0,14.0,4.0,7.0,3.0,2.0,,190.0,2.0,,4.0,3.0,10.0,21.0,433.0,2.0,1.0,11.0,20.0,27.0,12.0,3.0,4.0,,0.0,,,,,,,,,,12.0,0.0,,,,,,1.0,4.0,8.0,,11.0,6.0,,89.0,46.0,4.0,3.0,1.0,3.0,10.0,6.0,5.0,,,9.0,12.0,6.0,0.0,4.0,,46.0,52.0,3.0,20.0,13.0,,,2.17885,2.167,,1.2205,0.51,52.0,9.0,7.0,1.0,,,1.0,,159.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,1.0,13.0,,6.0,6.0,,0.0,5.0,139.0,60.0,33.0,3.0,0.0,5.0,11.0,6.0,495.0,,,2.0,,0.0,62.0,60.0,41.0,,,,,132.0,132.0,5.0,13.0,23.0,56.8,,,1.0,,26.0,0.0,,,,126.0,2.0,,2.0,,,,5.0,,0.0,3.0,87.0,420.0,10.0,16.0,263.0,31.0,20.0,14.0,8.0,27.0,19.0,113997.53,,128.0,8.0,277.0,,,17.0,12.0,50.0,3.0,513.0,3.0,0.0,17.0,14.0,2.0,13.0,0.0,696.0,42.0,12.0,0.0,4.0,9.0,8.0,0.0
2562080,19.0,2026-01-01 17:30:00,2,Leeds,Away,124.0,8.0,1.0,3.0,2.0,,,73.0,2.0,,3.0,7.0,9.0,18.0,194.0,,,7.0,26.0,22.0,,1.0,1.0,,0.0,,,,,,,,,,3.0,0.0,,,,,,,4.0,11.0,8.0,3.0,1.0,,43.0,42.0,,1.0,,3.0,6.0,1.0,12.0,,,3.0,3.0,3.0,0.0,5.0,2.0,53.0,58.0,3.0,37.0,15.0,,1.0,0.141756,0.6946,,0.9702,0.7617,50.0,8.0,10.0,,,1.0,1.0,,137.0,,,,,,,9.0,,,0.0,,,,,1.0,15.0,,11.0,11.0,3.0,0.0,3.0,51.0,61.0,19.0,8.0,0.0,,1.0,2.0,270.0,,,8.0,,0.0,41.0,27.0,21.0,,,,,144.0,144.0,2.0,22.0,12.0,31.7,,,,,19.0,0.0,,,,64.0,2.0,2.0,4.0,,2.0,,1.0,,0.0,4.0,34.0,186.0,6.0,1.0,153.0,22.0,37.0,11.0,3.0,10.0,7.0,113320.3,,82.0,5.0,152.0,,,31.0,9.0,60.0,1.0,295.0,,0.0,4.0,18.0,,18.0,2.0,480.0,11.0,16.0,0.0,8.0,3.0,10.0,0.0
2562090,20.0,2026-01-04 12:30:00,2,Leeds,Home,151.0,11.0,1.0,3.0,2.0,10.0,,164.0,4.0,1.0,3.0,8.0,5.0,21.0,312.0,,,10.0,16.0,23.0,6.0,1.0,2.0,3.0,0.0,,,,,,,1.0,,,6.0,0.0,,,,1.0,,,5.0,9.0,6.0,8.0,3.0,,63.0,52.0,1.0,,1.0,,7.0,2.0,5.0,,,6.0,8.0,6.0,0.0,13.0,,55.0,54.0,,23.0,13.0,,,0.834347,0.899,,1.5242,0.3914,67.0,9.0,9.0,,,,,,195.0,1.0,,1.0,1.0,,1.0,8.0,,,1.0,,,,,,13.0,1.0,17.0,17.0,,0.0,4.0,80.0,83.0,45.0,4.0,1.0,4.0,4.0,3.0,403.0,,,4.0,2.0,0.0,57.0,58.0,42.0,,,,,180.0,180.0,2.0,21.0,25.0,45.4,1.0,2.0,,,24.0,0.0,,,,87.0,1.0,,1.0,,,3.0,6.0,,0.0,4.0,72.0,298.0,7.0,8.0,180.0,21.0,23.0,16.0,6.0,20.0,14.0,113021.56,4.0,123.0,15.0,265.0,,1.0,31.0,8.0,61.0,1.0,425.0,,0.0,11.0,18.0,1.0,20.0,0.0,628.0,25.0,11.0,0.0,4.0,6.0,10.0,0.0
2562103,21.0,2026-01-07 20:15:00,2,Leeds,Away,103.0,16.0,2.0,4.0,2.0,3.0,1.0,157.0,3.0,,2.0,9.0,10.0,24.0,256.0,,,4.0,23.0,19.0,4.0,3.0,2.0,1.0,0.0,,,,,,,,,,9.0,1.0,,,1.0,,,1.0,3.0,15.0,3.0,12.0,2.0,,55.0,50.0,2.0,2.0,1.0,2.0,4.0,3.0,8.0,1.0,,4.0,6.0,,0.0,8.0,2.0,53.0,52.0,2.0,33.0,15.0,,,0.713836,1.8919,,2.2222,2.8711,62.0,10.0,9.0,3.0,,1.0,2.0,,130.0,2.0,,1.0,2.0,,,7.0,,,2.0,2.0,,,,1.0,15.0,1.0,16.0,16.0,4.0,0.0,5.0,71.0,59.0,31.0,8.0,0.0,3.0,6.0,6.0,313.0,,,5.0,,0.0,58.0,40.0,28.0,1.0,1.0,1.0,1.0,133.0,133.0,7.0,20.0,18.0,37.5,1.0,3.0,,2.0,9.0,0.0,,,,78.0,3.0,1.0,3.0,,,1.0,5.0,1.0,0.0,5.0,69.0,242.0,4.0,9.0,113.0,29.0,33.0,14.0,4.0,12.0,8.0,123382.0,1.0,114.0,7.0,233.0,2.0,,27.0,10.0,54.0,,334.0,2.0,0.0,14.0,17.0,2.0,15.0,2.0,525.0,26.0,19.0,0.0,8.0,4.0,7.0,0.0
2562108,22.0,2026-01-17 15:00:00,2,Leeds,Home,189.0,14.0,2.0,5.0,3.0,5.0,,127.0,2.0,2.0,3.0,4.0,3.0,18.0,311.0,,1.0,15.0,27.0,22.0,9.0,2.0,3.0,2.0,0.0,,,,,,,,,,11.0,0.0,,,,,,,4.0,5.0,3.0,10.0,4.0,,63.0,47.0,5.0,4.0,1.0,1.0,7.0,1.0,3.0,,,7.0,13.0,,0.0,11.0,,52.0,46.0,1.0,13.0,9.0,,1.0,0.907655,1.4306,,1.119,0.0899,55.0,6.0,11.0,,,3.0,2.0,,152.0,1.0,,1.0,1.0,,,9.0,,,1.0,2.0,,,,,9.0,,7.0,7.0,,0.0,3.0,96.0,71.0,35.0,3.0,0.0,6.0,6.0,5.0,379.0,,,2.0,2.0,0.0,40.0,55.0,32.0,,,,,151.0,151.0,2.0,23.0,18.0,46.3,,,,,15.0,0.0,,,,91.0,1.0,,1.0,,,2.0,8.0,1.0,1.0,4.0,51.0,300.0,7.0,12.0,207.0,34.0,13.0,9.0,6.0,21.0,15.0,116379.77,2.0,94.0,8.0,216.0,2.0,2.0,23.0,3.0,58.0,8.0,402.0,,0.0,14.0,10.0,2.0,21.0,1.0,576.0,22.0,12.0,0.0,4.0,7.0,8.0,0.0
2562120,23.0,2026-01-26 20:00:00,2,Leeds,Away,186.0,12.0,1.0,2.0,1.0,4.0,,120.0,3.0,1.0,2.0,14.0,8.0,27.0,304.0,,1.0,11.0,31.0,23.0,6.0,1.0,2.0,1.0,0.0,,,,,,,,,1.0,11.0,0.0,,,,,1.0,,5.0,6.0,4.0,10.0,4.0,,63.0,60.0,2.0,2.0,1.0,3.0,9.0,3.0,10.0,,,4.0,3.0,4.0,0.0,7.0,2.0,73.0,63.0,3.0,44.0,28.0,,2.0,0.714133,1.377,,0.7943,0.9973,57.0,13.0,9.0,,,1.0,1.0,,154.0,1.0,,1.0,1.0,,,4.0,,,1.0,1.0,,,,1.0,28.0,1.0,10.0,10.0,,0.0,2.0,95.0,70.0,28.0,4.0,1.0,3.0,5.0,4.0,375.0,,,4.0,3.0,0.0,37.0,52.0,24.0,,,,,151.0,151.0,3.0,31.0,19.0,41.9,1.0,2.0,,,19.0,0.0,,,,82.0,1.0,1.0,2.0,,,1.0,7.0,,0.0,4.0,62.0,295.0,9.0,8.0,207.0,23.0,44.0,14.0,4.0,12.0,8.0,118619.72,1.0,98.0,10.0,199.0,1.0,1.0,38.0,8.0,66.0,,394.0,,0.0,14.0,31.0,2.0,22.0,3.0,623.0,23.0,17.0,0.0,1.0,4.0,20.0,0.0
2562128,24.0,2026-01-31 15:00:00,2,Leeds,Home,174.0,9.0,1.0,1.0,,3.0,,143.0,4.0,,6.0,4.0,8.0,17.0,316.0,,,12.0,18.0,18.0,1.0,1.0,1.0,,0.0,,,,1.0,,,,,,2.0,0.0,,,,,,,5.0,12.0,3.0,2.0,1.0,,68.0,36.0,,,,3.0,6.0,1.0,10.0,1.0,,4.0,8.0,6.0,0.0,4.0,1.0,52.0,47.0,3.0,36.0,20.0,,1.0,0.179203,0.15,,0.4179,1.5138,53.0,10.0,7.0,,,1.0,1.0,,120.0,,,,,,,6.0,,,0.0,,,,,,20.0,,10.0,10.0,1.0,0.0,6.0,106.0,75.0,31.0,12.0,0.0,1.0,2.0,1.0,373.0,,,3.0,,0.0,53.0,63.0,23.0,,,,,139.0,139.0,2.0,12.0,11.0,49.5,,,,1.0,10.0,0.0,,,,101.0,4.0,1.0,4.0,,,,1.0,,0.0,5.0,64.0,302.0,6.0,2.0,188.0,27.0,36.0,16.0,4.0,19.0,15.0,108407.35,,102.0,9.0,226.0,,,22.0,12.0,53.0,,395.0,,0.0,3.0,16.0,,23.0,1.0,587.0,21.0,17.0,0.0,6.0,4.0,6.0,0.0
2562140,25.0,2026-02-06 20:00:00,2,Leeds,Home,261.0,9.0,2.0,7.0,5.0,3.0,1.0,144.0,8.0,1.0,4.0,5.0,9.0,17.0,398.0,1.0,1.0,7.0,19.0,18.0,5.0,3.0,6.0,,0.0,,,,,,1.0,,,1.0,7.0,0.0,,,1.0,,,1.0,6.0,9.0,7.0,13.0,1.0,,76.0,33.0,5.0,4.0,3.0,4.0,6.0,6.0,10.0,,,5.0,10.0,1.0,0.0,9.0,3.0,52.0,63.0,4.0,36.0,25.0,,1.0,1.40175,2.504,,2.9396,1.4936,48.0,9.0,12.0,2.0,,2.0,1.0,,154.0,3.0,,2.0,3.0,,,11.0,,,3.0,,,,,,25.0,1.0,5.0,5.0,,0.0,4.0,132.0,72.0,34.0,10.0,1.0,2.0,9.0,5.0,447.0,,,4.0,1.0,0.0,43.0,55.0,24.0,,,,,126.0,126.0,4.0,8.0,13.0,56.4,1.0,,,,13.0,0.0,,,,115.0,4.0,1.0,5.0,,,,3.0,1.0,0.0,3.0,72.0,375.0,6.0,11.0,281.0,18.0,36.0,16.0,5.0,17.0,12.0,115654.28,,104.0,6.0,213.0,1.0,1.0,24.0,10.0,50.0,1.0,477.0,1.0,0.0,14.0,22.0,1.0,12.0,1.0,685.0,30.0,16.0,0.0,11.0,5.0,16.0,0.0
2562147,26.0,2026-02-10 19:30:00,2,Leeds,Away,170.0,19.0,,1.0,1.0,1.0,1.0,105.0,5.0,,7.0,2.0,6.0,21.0,274.0,,,11.0,14.0,17.0,,1.0,,,0.0,,,,,,,,,,2.0,1.0,,,,,,1.0,7.0,14.0,5.0,2.0,2.0,,60.0,30.0,1.0,,2.0,1.0,5.0,2.0,5.0,,,1.0,,1.0,0.0,12.0,1.0,46.0,38.0,1.0,33.0,17.0,,1.0,0.552799,1.441,,1.7439,1.4537,40.0,13.0,9.0,1.0,,2.0,2.0,,105.0,1.0,,1.0,1.0,,,14.0,,,1.0,,,,,,17.0,,9.0,9.0,1.0,0.0,7.0,93.0,55.0,28.0,4.0,0.0,,2.0,2.0,308.0,,,7.0,2.0,0.0,23.0,45.0,12.0,1.0,1.0,1.0,1.0,108.0,108.0,1.0,12.0,8.0,34.2,,,1.0,1.0,11.0,0.0,,,,78.0,,2.0,2.0,,,,,,1.0,3.0,45.0,256.0,5.0,2.0,185.0,25.0,33.0,4.0,1.0,4.0,3.0,113569.38,,74.0,2.0,155.0,,,18.0,7.0,52.0,1.0,336.0,1.0,0.0,4.0,11.0,,17.0,4.0,504.0,17.0,20.0,0.0,2.0,1.0,6.0,0.0
2562155,27.0,2026-02-21 15:00:00,2,Leeds,Away,108.0,8.0,,5.0,5.0,2.0,1.0,79.0,8.0,,4.0,5.0,3.0,17.0,182.0,,,11.0,23.0,15.0,8.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,1.0,7.0,0.0,,,,,,1.0,6.0,6.0,10.0,9.0,5.0,,39.0,43.0,2.0,2.0,,3.0,11.0,4.0,8.0,1.0,,2.0,5.0,4.0,0.0,9.0,2.0,61.0,53.0,3.0,40.0,15.0,,,0.699291,1.3541,0.0375,1.1031,1.8303,36.0,16.0,11.0,,,3.0,2.0,1.0,112.0,,,,,,,13.0,,,0.0,3.0,,,,,15.0,,11.0,11.0,,0.0,4.0,52.0,54.0,26.0,7.0,1.0,4.0,5.0,4.0,226.0,,,5.0,,0.0,39.0,23.0,19.0,,,,,118.0,118.0,4.0,17.0,14.0,33.2,,2.0,,2.0,20.0,0.0,,,,53.0,1.0,2.0,3.0,,,1.0,6.0,1.0,0.0,3.0,37.0,162.0,11.0,9.0,126.0,18.0,40.0,10.0,2.0,13.0,11.0,113815.1,1.0,72.0,8.0,143.0,3.0,,16.0,4.0,44.0,5.0,256.0,,0.0,14.0,22.0,,16.0,4.0,473.0,21.0,12.0,0.0,5.0,2.0,13.0,0.0
2562170,28.0,2026-02-28 17:30:00,2,Leeds,Home,141.0,12.0,1.0,6.0,5.0,1.0,1.0,94.0,1.0,1.0,2.0,2.0,2.0,18.0,229.0,,,14.0,16.0,9.0,8.0,2.0,2.0,3.0,0.0,,,,,,,,,1.0,9.0,0.0,,,,,,2.0,6.0,11.0,3.0,7.0,7.0,,47.0,41.0,3.0,3.0,,,8.0,5.0,16.0,,,5.0,9.0,6.0,0.0,7.0,2.0,59.0,32.0,,26.0,16.0,,1.0,0.868708,1.4907,,0.4695,2.6259,40.0,10.0,8.0,,,,2.0,,115.0,,,,,,,4.0,,,0.0,,,,,,16.0,,9.0,9.0,,0.0,2.0,76.0,56.0,23.0,3.0,0.0,5.0,5.0,2.0,292.0,,,4.0,1.0,0.0,28.0,37.0,33.0,,,,,139.0,139.0,6.0,13.0,17.0,33.0,,,,,20.0,0.0,,,,73.0,4.0,,4.0,,,3.0,7.0,,0.0,5.0,50.0,217.0,8.0,10.0,160.0,25.0,26.0,11.0,5.0,22.0,17.0,116914.08,3.0,86.0,5.0,173.0,,1.0,16.0,2.0,46.0,1.0,311.0,1.0,0.0,14.0,14.0,,21.0,0.0,495.0,25.0,15.0,0.0,1.0,5.0,5.0,0.0
2562180,29.0,2026-03-03 19:30:00,2,Leeds,Home,254.0,11.0,2.0,4.0,2.0,2.0,1.0,205.0,,2.0,3.0,16.0,9.0,30.0,455.0,,,17.0,25.0,24.0,7.0,3.0,2.0,1.0,0.0,,1.0,2.0,,,,,,,8.0,0.0,,,,,,1.0,6.0,3.0,,12.0,6.0,,92.0,51.0,1.0,,1.0,1.0,5.0,9.0,2.0,,1.0,9.0,7.0,9.0,0.0,8.0,,56.0,62.0,1.0,20.0,15.0,,,0.64384,1.1503,0.1521,0.7287,0.6468,65.0,15.0,19.0,,,6.0,4.0,2.0,188.0,1.0,1.0,1.0,,1.0,,1.0,,,0.0,1.0,,,,2.0,15.0,1.0,6.0,6.0,,0.0,3.0,141.0,76.0,43.0,2.0,0.0,2.0,8.0,4.0,528.0,,,2.0,2.0,0.0,70.0,77.0,37.0,1.0,1.0,1.0,,162.0,162.0,5.0,19.0,22.0,70.3,,,,,18.0,0.0,,,,129.0,,,,,,1.0,5.0,2.0,0.0,5.0,83.0,436.0,5.0,10.0,278.0,31.0,20.0,11.0,9.0,29.0,20.0,117588.76,1.0,125.0,7.0,301.0,1.0,2.0,35.0,9.0,66.0,2.0,550.0,,0.0,18.0,16.0,,22.0,1.0,748.0,25.0,17.0,0.0,3.0,9.0,6.0,0.0
