season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attLgRight,clearanceOffLine,attPenMiss,attPenPost,attLgLeft,expectedGoalsOnTarget,subsGoals,penaltySave,attOboxOwnGoal,keeperGoals,winningGoal
2021-22,2210459,19,2021-12-26 15:00:00,20,Southampton,Away,126.0,13.0,,3.0,3.0,4.0,1.0,167.0,9.0,,2.0,3.0,3.0,20.0,290.0,,,14.0,19.0,21.0,7.0,,1.0,,,,,,,,,1.0,,,8.0,1.0,,,,,1.0,2.0,6.0,5.0,5.0,6.0,71.0,54.0,,,1.0,1.0,12.0,3.0,8.0,1.0,2.0,4.0,1.0,1.0,10.0,1.0,49.0,59.0,1.0,37.0,22.0,,,,,,,30.0,52.0,9.0,10.0,,1.0,1.0,1.0,,146.0,2.0,1.0,1.0,1.0,1.0,,17.0,1.0,,,22.0,,13.0,13.0,2.0,2.0,72.0,73.0,32.0,10.0,2.0,2.0,7.0,6.0,346.0,4.0,,,60.0,72.0,9.0,,,,1.0,130.0,130.0,5.0,26.0,16.0,44.2,,,,2.0,12.0,0.0,89.0,2.0,1.0,2.0,,,,2.0,,3.0,18.0,59.0,272.0,7.0,9.0,149.0,27.0,37.0,12.0,2.0,8.0,6.0,,92.0,8.0,237.0,,,24.0,3.0,59.0,1.0,378.0,,0.0,11.0,19.0,,18.0,3.0,568.0,12.0,18.0,9.0,2.0,10.0,0.0,,1.0,,,,,,,,,
2021-22,2210459,19,2021-12-26 15:00:00,21,West Ham,Home,135.0,13.0,1.0,4.0,3.0,2.0,,231.0,1.0,,2.0,6.0,3.0,27.0,362.0,,,17.0,21.0,19.0,7.0,1.0,5.0,,,,,,,,,,,,6.0,,,,,,,7.0,5.0,6.0,6.0,5.0,76.0,67.0,2.0,,2.0,,13.0,3.0,9.0,1.0,10.0,17.0,6.0,,13.0,1.0,59.0,49.0,,11.0,9.0,,,,,,,30.0,76.0,10.0,9.0,,1.0,2.0,3.0,,176.0,2.0,,2.0,1.0,1.0,,2.0,1.0,,,9.0,,9.0,9.0,1.0,2.0,101.0,60.0,35.0,2.0,1.0,2.0,8.0,5.0,437.0,3.0,2.0,,101.0,67.0,46.0,1.0,1.0,1.0,,164.0,164.0,7.0,32.0,25.0,55.8,,,,,13.0,0.0,98.0,1.0,2.0,3.0,,,,3.0,1.0,3.0,12.0,119.0,352.0,5.0,10.0,158.0,33.0,11.0,14.0,10.0,36.0,26.0,,166.0,8.0,329.0,,,13.0,3.0,55.0,2.0,451.0,1.0,0.0,11.0,13.0,,20.0,2.0,639.0,31.0,16.0,8.0,10.0,10.0,0.0,,,,,,,,,,,
2021-22,2210451,19,2021-12-26 17:30:00,7,Aston Villa,Home,221.0,16.0,,1.0,1.0,1.0,,162.0,7.0,,4.0,,5.0,16.0,382.0,,1.0,13.0,8.0,7.0,6.0,,,1.0,,,,,,,,,,,8.0,,,,,,,5.0,9.0,1.0,5.0,3.0,67.0,52.0,,,,2.0,14.0,5.0,10.0,,2.0,7.0,3.0,,7.0,1.0,43.0,44.0,2.0,22.0,11.0,,,,,,,26.0,39.0,8.0,11.0,,,1.0,1.0,,138.0,,,,,,,7.0,,,,11.0,,12.0,12.0,2.0,4.0,112.0,47.0,31.0,5.0,,1.0,5.0,1.0,421.0,3.0,2.0,,59.0,42.0,19.0,2.0,2.0,2.0,,114.0,114.0,4.0,22.0,20.0,42.1,,3.0,,1.0,14.0,0.0,129.0,1.0,,1.0,,1.0,1.0,2.0,,3.0,13.0,76.0,358.0,8.0,6.0,241.0,30.0,22.0,19.0,1.0,12.0,11.0,1.0,108.0,1.0,217.0,,1.0,1.0,5.0,29.0,2.0,446.0,1.0,0.0,8.0,17.0,5.0,18.0,3.0,624.0,18.0,13.0,9.0,2.0,9.0,0.0,,,,,,,,,,,
2021-22,2210451,19,2021-12-26 17:30:00,8,Chelsea,Away,219.0,25.0,,3.0,3.0,,,325.0,2.0,2.0,6.0,1.0,,40.0,541.0,,,20.0,7.0,8.0,6.0,,,1.0,,1.0,,,1.0,1.0,,,,,7.0,2.0,,,,,,5.0,6.0,3.0,9.0,1.0,92.0,55.0,2.0,2.0,2.0,1.0,15.0,3.0,9.0,,5.0,9.0,6.0,,11.0,,44.0,43.0,1.0,18.0,7.0,,,,,,,26.0,75.0,11.0,8.0,,,4.0,1.0,1.0,177.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,,7.0,1.0,16.0,16.0,1.0,6.0,178.0,67.0,50.0,2.0,2.0,2.0,5.0,4.0,599.0,4.0,,1.0,90.0,121.0,39.0,,,,2.0,117.0,117.0,5.0,26.0,18.0,57.9,,,3.0,,15.0,0.0,162.0,,1.0,1.0,,,1.0,3.0,,3.0,13.0,163.0,531.0,5.0,7.0,238.0,41.0,18.0,16.0,5.0,21.0,16.0,1.0,199.0,1.0,392.0,1.0,2.0,7.0,1.0,59.0,2.0,609.0,,0.0,10.0,17.0,,23.0,1.0,800.0,32.0,9.0,10.0,5.0,10.0,0.0,,,,,,,,,,,
2021-22,2210452,19,2021-12-26 20:00:00,36,Brighton,Home,184.0,14.0,1.0,4.0,3.0,1.0,,195.0,2.0,,6.0,3.0,4.0,21.0,375.0,,1.0,11.0,15.0,20.0,6.0,1.0,1.0,,,1.0,,1.0,3.0,,,,,1.0,11.0,,,,,,,4.0,12.0,4.0,4.0,11.0,84.0,74.0,1.0,,1.0,3.0,21.0,3.0,15.0,,6.0,10.0,1.0,,9.0,1.0,53.0,51.0,3.0,23.0,16.0,,1.0,,,,,17.0,72.0,8.0,9.0,2.0,,3.0,,3.0,173.0,2.0,,1.0,2.0,,,4.0,2.0,1.0,,16.0,,11.0,11.0,1.0,6.0,102.0,54.0,28.0,9.0,,3.0,6.0,5.0,451.0,5.0,3.0,,104.0,40.0,30.0,,,,,152.0,152.0,7.0,25.0,34.0,50.4,,,,1.0,21.0,0.0,108.0,4.0,2.0,5.0,,,,7.0,,3.0,9.0,114.0,366.0,11.0,9.0,204.0,28.0,23.0,16.0,5.0,16.0,11.0,,165.0,4.0,279.0,1.0,,17.0,4.0,55.0,2.0,467.0,1.0,0.0,15.0,13.0,5.0,15.0,1.0,685.0,24.0,23.0,9.0,6.0,7.0,0.0,,1.0,,,,,,,,,
2021-22,2210452,19,2021-12-26 20:00:00,94,Brentford,Away,203.0,13.0,1.0,4.0,3.0,1.0,,149.0,10.0,,7.0,7.0,7.0,19.0,348.0,,,15.0,20.0,15.0,12.0,1.0,5.0,,,,,,,,,,,,9.0,,,,,,,4.0,4.0,11.0,12.0,4.0,70.0,64.0,1.0,1.0,,,24.0,4.0,9.0,,9.0,6.0,9.0,,10.0,1.0,51.0,53.0,,21.0,12.0,,,,,,,17.0,48.0,10.0,8.0,,,1.0,,,181.0,,,,,,,10.0,,1.0,,12.0,,12.0,12.0,2.0,7.0,97.0,56.0,35.0,6.0,,4.0,9.0,6.0,424.0,3.0,,,45.0,59.0,31.0,,,,,157.0,157.0,7.0,29.0,17.0,49.6,,,,,24.0,0.0,102.0,1.0,2.0,3.0,,1.0,,6.0,,3.0,8.0,63.0,325.0,10.0,13.0,241.0,32.0,21.0,18.0,9.0,24.0,15.0,,104.0,8.0,233.0,1.0,,25.0,7.0,50.0,3.0,450.0,,0.0,16.0,16.0,,19.0,3.0,654.0,31.0,15.0,15.0,9.0,9.0,0.0,,,,,,,,,,,
2021-22,2210456,19,2021-12-27 20:00:00,1,Man Utd,Away,200.0,31.0,2.0,6.0,4.0,,1.0,261.0,2.0,,3.0,3.0,4.0,30.0,455.0,,1.0,31.0,9.0,16.0,8.0,3.0,2.0,,,,,,,,,,,,9.0,,,,,,2.0,5.0,5.0,8.0,8.0,5.0,76.0,60.0,3.0,3.0,,,18.0,6.0,12.0,,3.0,12.0,7.0,,4.0,6.0,47.0,55.0,,19.0,7.0,,,,,,,23.0,74.0,8.0,11.0,,,2.0,1.0,,183.0,,,,,,,7.0,1.0,1.0,,7.0,,10.0,10.0,,3.0,162.0,77.0,48.0,2.0,,2.0,9.0,4.0,545.0,2.0,2.0,,71.0,74.0,33.0,,,,,167.0,167.0,4.0,29.0,24.0,68.6,,,1.0,,18.0,0.0,145.0,2.0,5.0,7.0,,1.0,,3.0,1.0,3.0,14.0,93.0,439.0,7.0,11.0,237.0,58.0,19.0,25.0,3.0,23.0,20.0,,139.0,,352.0,1.0,,10.0,6.0,67.0,3.0,566.0,,0.0,13.0,17.0,2.0,32.0,3.0,764.0,18.0,15.0,11.0,3.0,10.0,0.0,,,,,,,,,,,
2021-22,2210456,19,2021-12-27 20:00:00,4,Newcastle,Home,72.0,8.0,,,,3.0,,95.0,5.0,1.0,3.0,6.0,5.0,25.0,167.0,,,22.0,16.0,9.0,8.0,,,1.0,,,,,,,,,,,13.0,,,,,1.0,,6.0,8.0,5.0,5.0,8.0,33.0,59.0,1.0,1.0,,2.0,16.0,2.0,11.0,,2.0,4.0,1.0,,9.0,1.0,55.0,47.0,2.0,20.0,11.0,,1.0,,,,,23.0,43.0,11.0,8.0,,,2.0,2.0,,140.0,1.0,,,1.0,,,12.0,1.0,,,11.0,1.0,17.0,17.0,2.0,3.0,47.0,59.0,19.0,3.0,1.0,1.0,8.0,8.0,236.0,7.0,1.0,,60.0,35.0,23.0,,,,,147.0,147.0,3.0,20.0,31.0,31.4,1.0,2.0,,,16.0,0.0,39.0,2.0,1.0,2.0,,1.0,1.0,3.0,,3.0,9.0,51.0,156.0,9.0,9.0,92.0,21.0,20.0,20.0,2.0,9.0,7.0,1.0,92.0,4.0,176.0,1.0,1.0,23.0,6.0,62.0,2.0,259.0,,0.0,13.0,18.0,,28.0,3.0,472.0,18.0,20.0,12.0,2.0,10.0,0.0,,1.0,,,,,,,,,
2021-22,2210454,19,2022-02-23 19:45:00,14,Liverpool,Home,328.0,15.0,3.0,5.0,2.0,2.0,1.0,260.0,2.0,1.0,7.0,3.0,9.0,37.0,583.0,1.0,4.0,19.0,1.0,9.0,14.0,,2.0,2.0,,,,,,,,,,1.0,18.0,2.0,,,,,1.0,3.0,1.0,2.0,16.0,7.0,110.0,80.0,4.0,2.0,6.0,,16.0,3.0,11.0,1.0,4.0,5.0,4.0,2.0,9.0,,38.0,47.0,,8.0,3.0,,,,,,,32.0,71.0,5.0,10.0,4.0,,4.0,2.0,,218.0,3.0,1.0,3.0,2.0,1.0,,2.0,3.0,,,3.0,,12.0,12.0,2.0,7.0,158.0,84.0,57.0,,,4.0,13.0,15.0,656.0,,,,72.0,64.0,29.0,,,,2.0,139.0,139.0,8.0,23.0,42.0,63.7,,,,,16.0,0.0,186.0,,2.0,2.0,,,2.0,5.0,,3.0,21.0,117.0,572.0,3.0,17.0,345.0,36.0,8.0,32.0,4.0,15.0,11.0,2.0,161.0,2.0,342.0,,1.0,15.0,10.0,66.0,1.0,672.0,1.0,0.0,23.0,8.0,6.0,20.0,0.0,862.0,45.0,17.0,20.0,4.0,3.0,0.0,,,,,,,,,,,
2021-22,2210454,19,2022-02-23 19:45:00,2,Leeds,Away,211.0,15.0,,,,3.0,,69.0,4.0,1.0,12.0,,3.0,21.0,280.0,,1.0,10.0,9.0,1.0,2.0,,,,,,,,,,,,,,3.0,,,,,,,8.0,16.0,7.0,1.0,2.0,61.0,82.0,,,,,16.0,,20.0,,,4.0,2.0,,7.0,2.0,47.0,38.0,,9.0,2.0,,,,,,,32.0,39.0,11.0,5.0,,,1.0,,,131.0,,,,,,,10.0,,,1.0,2.0,,15.0,15.0,2.0,12.0,87.0,61.0,22.0,4.0,,1.0,1.0,2.0,354.0,3.0,1.0,,40.0,31.0,17.0,2.0,2.0,2.0,,138.0,138.0,4.0,35.0,28.0,36.3,,,,,16.0,0.0,99.0,7.0,2.0,8.0,,,,1.0,,3.0,11.0,26.0,265.0,13.0,2.0,242.0,39.0,9.0,12.0,,6.0,6.0,,63.0,4.0,142.0,,1.0,16.0,4.0,65.0,6.0,378.0,,0.0,3.0,21.0,1.0,11.0,3.0,543.0,4.0,18.0,11.0,,10.0,0.0,,1.0,,,,,,,,,
2021-22,2210460,19,2022-03-10 19:30:00,39,Wolves,Home,390.0,28.0,2.0,8.0,6.0,1.0,,209.0,6.0,,2.0,,5.0,39.0,591.0,1.0,,24.0,12.0,18.0,5.0,,1.0,,,,,,,,1.0,,,,9.0,,,,,,,4.0,5.0,4.0,6.0,4.0,97.0,54.0,2.0,1.0,2.0,1.0,8.0,1.0,11.0,,5.0,12.0,3.0,,5.0,,46.0,43.0,1.0,8.0,3.0,,,,,,,19.0,48.0,11.0,9.0,2.0,,1.0,1.0,,185.0,2.0,,1.0,2.0,,,6.0,3.0,,1.0,3.0,,9.0,9.0,,2.0,178.0,72.0,55.0,2.0,1.0,3.0,4.0,5.0,646.0,4.0,2.0,,63.0,83.0,24.0,,,,,124.0,124.0,4.0,21.0,27.0,65.8,,,,1.0,8.0,0.0,206.0,,,,,,,4.0,,3.0,11.0,93.0,571.0,3.0,7.0,417.0,41.0,8.0,14.0,5.0,21.0,16.0,,121.0,6.0,270.0,,,5.0,6.0,53.0,1.0,666.0,1.0,0.0,10.0,10.0,3.0,24.0,2.0,822.0,21.0,20.0,6.0,5.0,7.0,0.0,,,,,,,,,,,
2021-22,2210460,19,2022-03-10 19:30:00,57,Watford,Away,156.0,16.0,,3.0,3.0,1.0,,116.0,3.0,2.0,6.0,3.0,3.0,18.0,269.0,,2.0,13.0,18.0,12.0,5.0,,,,,1.0,,,2.0,1.0,1.0,,,,6.0,,,,,,1.0,5.0,7.0,4.0,5.0,4.0,67.0,55.0,,,,2.0,6.0,4.0,6.0,,2.0,3.0,2.0,,5.0,1.0,43.0,46.0,2.0,17.0,7.0,1.0,1.0,,,,,19.0,40.0,10.0,10.0,,,3.0,2.0,2.0,125.0,,,,,,,5.0,,,1.0,7.0,,7.0,7.0,,6.0,67.0,59.0,28.0,5.0,,3.0,2.0,,324.0,1.0,,1.0,39.0,53.0,13.0,,,,,108.0,108.0,3.0,24.0,20.0,34.2,,,,,6.0,0.0,84.0,1.0,1.0,2.0,,,,5.0,,3.0,8.0,38.0,257.0,3.0,5.0,178.0,27.0,17.0,16.0,2.0,9.0,7.0,,66.0,4.0,174.0,1.0,2.0,29.0,3.0,57.0,4.0,343.0,,0.0,9.0,13.0,2.0,14.0,2.0,491.0,10.0,13.0,11.0,2.0,7.0,0.0,,,,,,,,,,,
2021-22,2210453,19,2022-04-06 19:30:00,11,Everton,Away,56.0,12.0,2.0,5.0,3.0,1.0,,156.0,3.0,1.0,,4.0,4.0,20.0,207.0,,1.0,18.0,30.0,21.0,10.0,1.0,1.0,1.0,,,,,,,,,,,13.0,2.0,,,1.0,,,7.0,10.0,3.0,12.0,4.0,41.0,62.0,,,2.0,7.0,16.0,8.0,8.0,1.0,6.0,15.0,7.0,,6.0,,64.0,63.0,7.0,35.0,20.0,1.0,,,,,,28.0,53.0,16.0,11.0,2.0,,2.0,,,140.0,,,,,,,8.0,,,1.0,20.0,2.0,9.0,9.0,1.0,,74.0,62.0,21.0,9.0,,4.0,7.0,4.0,299.0,3.0,,,65.0,53.0,37.0,,,,2.0,175.0,175.0,9.0,28.0,20.0,49.1,1.0,3.0,,1.0,16.0,0.0,69.0,1.0,,1.0,,1.0,1.0,4.0,,2.0,18.0,101.0,198.0,6.0,11.0,90.0,32.0,35.0,17.0,6.0,28.0,22.0,1.0,163.0,5.0,262.0,,1.0,24.0,4.0,65.0,,324.0,,0.0,16.0,19.0,1.0,25.0,2.0,543.0,36.0,17.0,12.0,6.0,11.0,0.0,,,,,,,,,,,
2021-22,2210453,19,2022-04-06 19:30:00,90,Burnley,Home,99.0,19.0,2.0,2.0,,3.0,,124.0,6.0,1.0,4.0,4.0,5.0,25.0,221.0,1.0,,30.0,21.0,30.0,5.0,,1.0,,,,,,,,,,,,10.0,,,,,,2.0,5.0,12.0,4.0,10.0,3.0,46.0,52.0,3.0,,3.0,2.0,22.0,3.0,12.0,,9.0,13.0,2.0,1.0,5.0,1.0,63.0,64.0,2.0,27.0,11.0,,,,,,,28.0,58.0,11.0,15.0,1.0,,2.0,1.0,,156.0,3.0,1.0,3.0,2.0,1.0,,10.0,2.0,2.0,,11.0,,17.0,17.0,4.0,4.0,65.0,75.0,31.0,6.0,1.0,2.0,6.0,4.0,305.0,8.0,,,38.0,63.0,34.0,2.0,2.0,2.0,,181.0,181.0,4.0,26.0,15.0,50.9,,,3.0,1.0,22.0,0.0,70.0,1.0,1.0,2.0,,,,6.0,,3.0,10.0,70.0,201.0,9.0,8.0,125.0,50.0,27.0,22.0,8.0,24.0,16.0,,133.0,8.0,236.0,3.0,1.0,21.0,6.0,69.0,1.0,337.0,1.0,0.0,13.0,11.0,,36.0,2.0,581.0,40.0,17.0,8.0,9.0,2.0,0.0,,,,,,,,,,,
2021-22,2210464,20,2021-12-28 15:00:00,31,Crystal Palace,Home,199.0,15.0,3.0,6.0,3.0,3.0,1.0,113.0,3.0,,2.0,10.0,8.0,35.0,306.0,,,24.0,14.0,20.0,6.0,4.0,4.0,1.0,,,,,,,,,,,10.0,1.0,,,,,4.0,2.0,6.0,6.0,17.0,2.0,52.0,52.0,,1.0,1.0,3.0,15.0,7.0,6.0,,8.0,6.0,2.0,,11.0,1.0,45.0,68.0,3.0,14.0,11.0,,1.0,,,,,18.0,42.0,9.0,13.0,2.0,,6.0,5.0,,144.0,2.0,,1.0,2.0,,,3.0,2.0,,,11.0,,6.0,6.0,,2.0,86.0,62.0,29.0,8.0,1.0,4.0,8.0,6.0,377.0,8.0,1.0,,51.0,43.0,28.0,,,,1.0,136.0,136.0,4.0,25.0,21.0,50.9,,,,,15.0,0.0,109.0,2.0,1.0,2.0,,,1.0,6.0,1.0,3.0,7.0,55.0,294.0,5.0,12.0,231.0,29.0,14.0,14.0,8.0,21.0,13.0,1.0,87.0,11.0,181.0,,,32.0,8.0,66.0,1.0,391.0,,0.0,19.0,26.0,,30.0,1.0,598.0,33.0,12.0,9.0,8.0,16.0,0.0,,1.0,,,,,,,,,
2021-22,2210464,20,2021-12-28 15:00:00,45,Norwich,Away,166.0,25.0,2.0,5.0,3.0,1.0,1.0,137.0,4.0,1.0,4.0,6.0,4.0,34.0,298.0,,,20.0,20.0,14.0,7.0,1.0,1.0,,,,,,,,,,,,9.0,,,,,,2.0,9.0,17.0,2.0,6.0,6.0,56.0,59.0,,,,2.0,16.0,7.0,9.0,,8.0,6.0,3.0,,14.0,1.0,68.0,45.0,2.0,23.0,14.0,,,,,,,18.0,50.0,13.0,9.0,,,2.0,2.0,,162.0,,,,,,,5.0,,,,14.0,1.0,5.0,5.0,,4.0,80.0,67.0,35.0,8.0,,2.0,6.0,3.0,359.0,7.0,2.0,,52.0,77.0,22.0,1.0,1.0,1.0,,139.0,139.0,8.0,24.0,23.0,49.1,,,,1.0,16.0,0.0,78.0,3.0,,3.0,,,,2.0,1.0,3.0,11.0,73.0,284.0,8.0,8.0,183.0,48.0,23.0,18.0,8.0,19.0,11.0,,110.0,6.0,212.0,,1.0,16.0,4.0,61.0,3.0,376.0,1.0,0.0,12.0,16.0,,21.0,2.0,576.0,20.0,15.0,6.0,8.0,8.0,0.0,,,,,,,,,,,
2021-22,2210469,20,2021-12-28 15:00:00,20,Southampton,Home,65.0,11.0,,2.0,2.0,2.0,,138.0,1.0,2.0,1.0,7.0,2.0,25.0,201.0,,,8.0,20.0,21.0,5.0,,,,,,,,,,,,,,7.0,,,,,,,8.0,14.0,7.0,4.0,5.0,45.0,66.0,,,,2.0,17.0,4.0,5.0,,3.0,7.0,,,6.0,1.0,49.0,44.0,2.0,26.0,13.0,,,,,,,28.0,58.0,15.0,3.0,,,1.0,1.0,,114.0,,,,,,,6.0,,3.0,,13.0,,10.0,10.0,,1.0,75.0,60.0,22.0,7.0,1.0,2.0,3.0,2.0,265.0,5.0,2.0,,60.0,56.0,19.0,1.0,1.0,1.0,,134.0,134.0,6.0,22.0,26.0,34.6,,2.0,,,17.0,0.0,56.0,7.0,3.0,10.0,1.0,,,3.0,,2.0,13.0,69.0,190.0,6.0,5.0,79.0,30.0,26.0,8.0,3.0,11.0,8.0,,110.0,5.0,222.0,3.0,2.0,22.0,2.0,65.0,3.0,290.0,,1.0,9.0,15.0,1.0,17.0,2.0,461.0,9.0,13.0,5.0,3.0,4.0,0.0,,,,,,,,,,,
2021-22,2210469,20,2021-12-28 15:00:00,6,Spurs,Away,164.0,16.0,2.0,12.0,10.0,2.0,1.0,300.0,2.0,2.0,3.0,2.0,4.0,24.0,452.0,,2.0,22.0,21.0,20.0,13.0,2.0,3.0,1.0,,,,1.0,1.0,,,,,,15.0,1.0,,,,,1.0,2.0,4.0,5.0,14.0,7.0,81.0,68.0,3.0,3.0,1.0,2.0,17.0,5.0,5.0,1.0,7.0,18.0,8.0,,10.0,,44.0,49.0,2.0,13.0,5.0,,,,,,,28.0,60.0,5.0,15.0,1.0,,4.0,1.0,1.0,187.0,,,,,,,2.0,,1.0,2.0,5.0,,5.0,5.0,1.0,3.0,124.0,62.0,41.0,3.0,,3.0,12.0,11.0,512.0,4.0,,,71.0,86.0,44.0,,,,1.0,138.0,138.0,3.0,34.0,25.0,65.4,,,1.0,,17.0,0.0,144.0,,1.0,1.0,,1.0,1.0,5.0,1.0,3.0,15.0,180.0,431.0,9.0,15.0,196.0,37.0,13.0,10.0,4.0,31.0,27.0,1.0,213.0,5.0,371.0,1.0,2.0,10.0,4.0,47.0,3.0,536.0,1.0,0.0,21.0,9.0,2.0,23.0,2.0,731.0,32.0,16.0,5.0,7.0,7.0,0.0,,,,,,,,,,,
2021-22,2210470,20,2021-12-28 15:00:00,21,West Ham,Away,163.0,12.0,2.0,6.0,4.0,3.0,,159.0,3.0,,1.0,10.0,5.0,25.0,316.0,2.0,,18.0,25.0,19.0,7.0,1.0,1.0,,,,,,,,,,,1.0,11.0,1.0,,1.0,,,,4.0,11.0,3.0,10.0,3.0,44.0,76.0,4.0,2.0,3.0,2.0,17.0,4.0,11.0,2.0,5.0,8.0,7.0,,8.0,3.0,63.0,55.0,2.0,15.0,7.0,,1.0,,,,,27.0,50.0,12.0,12.0,,,2.0,1.0,,171.0,3.0,,3.0,3.0,,,12.0,3.0,,1.0,7.0,1.0,16.0,16.0,,1.0,105.0,74.0,32.0,4.0,3.0,3.0,8.0,6.0,398.0,3.0,,,66.0,66.0,27.0,,,,1.0,165.0,165.0,7.0,33.0,33.0,57.0,1.0,,3.0,,17.0,0.0,103.0,4.0,,4.0,,,,3.0,,3.0,15.0,91.0,302.0,3.0,11.0,197.0,30.0,15.0,17.0,5.0,21.0,16.0,,129.0,7.0,247.0,,,35.0,5.0,75.0,1.0,423.0,2.0,0.0,13.0,15.0,,26.0,1.0,614.0,30.0,18.0,9.0,5.0,9.0,0.0,,,,,,,,,,,
2021-22,2210470,20,2021-12-28 15:00:00,57,Watford,Home,91.0,15.0,2.0,6.0,4.0,,1.0,124.0,1.0,,1.0,9.0,1.0,24.0,209.0,,,18.0,19.0,25.0,5.0,2.0,2.0,,,,,,,,,,,1.0,9.0,,,,,,3.0,7.0,10.0,3.0,11.0,3.0,50.0,70.0,2.0,2.0,,1.0,18.0,4.0,9.0,,4.0,9.0,3.0,,8.0,2.0,55.0,63.0,1.0,20.0,7.0,,,,,,,27.0,61.0,12.0,11.0,1.0,,1.0,3.0,,151.0,1.0,,1.0,1.0,,,5.0,1.0,,,7.0,,13.0,13.0,1.0,1.0,55.0,69.0,33.0,5.0,,3.0,5.0,5.0,293.0,4.0,2.0,,30.0,69.0,30.0,1.0,1.0,1.0,,165.0,165.0,9.0,35.0,21.0,43.0,,3.0,,1.0,18.0,0.0,60.0,2.0,,2.0,,1.0,,5.0,1.0,3.0,12.0,59.0,197.0,13.0,8.0,121.0,32.0,20.0,18.0,4.0,19.0,15.0,,109.0,5.0,214.0,,,28.0,1.0,62.0,,316.0,,0.0,14.0,16.0,,25.0,0.0,536.0,25.0,21.0,11.0,4.0,12.0,0.0,,,,,,,,,,,
