season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attFreekickGoal,attIboxOwnGoal,attLgCentre,ownGoals,secondYellow,attObxdRight,attPenMiss,attFreekickPost,goalFastbreak,attLgRight,attPenPost,attLgLeft
2017-18,919189,30,2018-03-10 15:00:00,20,Southampton,Away,172.0,18.0,2.0,5.0,3.0,5.0,,207.0,2.0,,6.0,5.0,8.0,31.0,374.0,,,40.0,28.0,20.0,3.0,2.0,,,,,,,4.0,,,,,,,7.0,5.0,2.0,3.0,3.0,72.0,62.0,1.0,1.0,,1.0,20.0,1.0,8.0,,,6.0,15.0,2.0,,10.0,1.0,60.0,54.0,1.0,12.0,10.0,,1.0,76.0,10.0,10.0,,,1.0,1.0,,190.0,,,,,,8.0,,,1.0,10.0,,4.0,4.0,,6.0,123.0,94.0,43.0,2.0,,2.0,3.0,2.0,485.0,,4.0,100.0,109.0,33.0,,,,,,189.0,189.0,,26.0,28.0,63.0,,,,,20.0,0.0,124.0,1.0,1.0,2.0,,,3.0,,3.0,87.0,360.0,6.0,5.0,202.0,52.0,12.0,15.0,6.0,24.0,18.0,,151.0,14.0,331.0,,,27.0,12.0,81.0,1.0,509.0,1.0,0.0,6.0,14.0,,43.0,2.0,692.0,12.0,12.0,10.0,6.0,10.0,0.0,,,,,,,,,,,,,
2017-18,919189,30,2018-03-10 15:00:00,4,Newcastle,Home,90.0,14.0,1.0,2.0,1.0,4.0,,100.0,5.0,1.0,3.0,8.0,7.0,21.0,188.0,,1.0,26.0,20.0,28.0,3.0,1.0,2.0,,,,,,6.0,,,,,,,5.0,3.0,3.0,5.0,2.0,36.0,60.0,3.0,1.0,2.0,4.0,17.0,,10.0,,,2.0,2.0,3.0,,8.0,2.0,54.0,60.0,4.0,35.0,17.0,,,59.0,10.0,9.0,,,2.0,2.0,,163.0,3.0,,3.0,3.0,,14.0,3.0,3.0,,17.0,,16.0,16.0,,3.0,56.0,87.0,32.0,6.0,3.0,2.0,5.0,5.0,276.0,1.0,1.0,33.0,59.0,22.0,,,,,,158.0,158.0,5.0,22.0,22.0,37.0,,,,1.0,17.0,0.0,50.0,1.0,1.0,2.0,2.0,2.0,2.0,,3.0,45.0,178.0,10.0,8.0,113.0,37.0,35.0,14.0,2.0,9.0,7.0,3.0,93.0,12.0,201.0,3.0,1.0,37.0,8.0,80.0,1.0,305.0,,0.0,7.0,15.0,1.0,28.0,0.0,499.0,13.0,16.0,8.0,2.0,10.0,0.0,,,,,,,,,,1.0,,,
2017-18,919191,30,2018-03-10 15:00:00,13,Leicester,Away,128.0,31.0,3.0,6.0,3.0,2.0,,241.0,1.0,1.0,3.0,3.0,18.0,35.0,363.0,1.0,3.0,28.0,18.0,30.0,8.0,1.0,,,,,,1.0,12.0,,,,,,,1.0,2.0,4.0,9.0,5.0,66.0,67.0,4.0,1.0,3.0,2.0,19.0,3.0,8.0,,,6.0,10.0,4.0,,7.0,1.0,50.0,64.0,2.0,24.0,15.0,,,79.0,7.0,5.0,1.0,,,,,179.0,4.0,1.0,4.0,3.0,1.0,8.0,3.0,1.0,,15.0,,11.0,11.0,,3.0,121.0,79.0,37.0,7.0,2.0,4.0,9.0,6.0,454.0,1.0,1.0,108.0,65.0,24.0,,,,,,159.0,159.0,3.0,34.0,25.0,56.2,,,3.0,,19.0,0.0,108.0,,1.0,1.0,,,5.0,,3.0,114.0,353.0,4.0,13.0,158.0,48.0,24.0,22.0,5.0,19.0,14.0,,166.0,10.0,335.0,2.0,1.0,23.0,19.0,82.0,2.0,474.0,2.0,0.0,14.0,17.0,6.0,32.0,3.0,663.0,22.0,11.0,12.0,6.0,8.0,0.0,,,,,,,,,,,,,
2017-18,919191,30,2018-03-10 15:00:00,35,West Brom,Home,124.0,16.0,1.0,2.0,1.0,2.0,,145.0,3.0,2.0,3.0,6.0,15.0,26.0,267.0,,,17.0,30.0,18.0,2.0,,,,,,,,5.0,,,,,,,3.0,9.0,5.0,2.0,4.0,62.0,54.0,,,,4.0,17.0,1.0,12.0,,,7.0,10.0,2.0,,9.0,2.0,64.0,50.0,4.0,16.0,7.0,,,73.0,6.0,7.0,1.0,,1.0,2.0,,163.0,1.0,,1.0,1.0,,10.0,1.0,,1.0,7.0,1.0,7.0,7.0,1.0,3.0,66.0,84.0,38.0,6.0,,,3.0,2.0,338.0,3.0,2.0,39.0,76.0,27.0,,,,,,162.0,162.0,1.0,26.0,20.0,43.8,,3.0,,,17.0,0.0,71.0,2.0,,3.0,1.0,,3.0,,3.0,79.0,256.0,11.0,3.0,146.0,41.0,16.0,16.0,7.0,21.0,14.0,,134.0,6.0,237.0,,2.0,23.0,15.0,69.0,1.0,362.0,,0.0,6.0,17.0,,30.0,1.0,545.0,12.0,15.0,8.0,7.0,10.0,0.0,,,,,,,,,,,,,
2017-18,919192,30,2018-03-10 15:00:00,21,West Ham,Home,98.0,20.0,2.0,8.0,6.0,4.0,,213.0,3.0,,2.0,6.0,8.0,27.0,303.0,,2.0,20.0,23.0,21.0,10.0,1.0,,,,,,,11.0,,,,,,,4.0,4.0,3.0,8.0,5.0,66.0,51.0,1.0,1.0,,1.0,29.0,3.0,2.0,,,5.0,14.0,9.0,,7.0,,45.0,59.0,1.0,16.0,7.0,1.0,,77.0,13.0,7.0,,,2.0,2.0,,153.0,,,,,,4.0,,1.0,,7.0,,12.0,12.0,2.0,2.0,91.0,61.0,35.0,1.0,,5.0,6.0,4.0,367.0,1.0,3.0,107.0,41.0,42.0,,,,,,130.0,130.0,2.0,22.0,22.0,51.7,,,,1.0,29.0,0.0,75.0,,1.0,1.0,,,6.0,,1.0,110.0,290.0,12.0,11.0,117.0,42.0,16.0,21.0,5.0,30.0,25.0,,159.0,8.0,298.0,2.0,,19.0,11.0,57.0,1.0,385.0,4.0,0.0,13.0,14.0,3.0,25.0,2.0,572.0,24.0,6.0,17.0,5.0,10.0,0.0,,,,,,,,,,,,,
2017-18,919192,30,2018-03-10 15:00:00,90,Burnley,Away,155.0,13.0,,2.0,2.0,4.0,,134.0,4.0,,6.0,7.0,4.0,37.0,287.0,,,20.0,21.0,23.0,3.0,1.0,,,,,,1.0,6.0,,,,,,1.0,4.0,8.0,5.0,4.0,3.0,57.0,45.0,1.0,,2.0,7.0,23.0,1.0,17.0,,2.0,1.0,6.0,5.0,,10.0,1.0,59.0,45.0,7.0,37.0,18.0,,,72.0,7.0,13.0,1.0,,,,,146.0,2.0,,2.0,2.0,,9.0,3.0,2.0,,18.0,,7.0,7.0,1.0,6.0,91.0,78.0,36.0,5.0,,2.0,4.0,4.0,348.0,3.0,,63.0,48.0,22.0,,,,,,132.0,132.0,3.0,15.0,18.0,48.3,,,,1.0,23.0,0.0,78.0,3.0,1.0,4.0,,,2.0,,2.0,78.0,277.0,10.0,6.0,172.0,22.0,37.0,6.0,1.0,12.0,11.0,,126.0,10.0,212.0,2.0,,33.0,6.0,77.0,3.0,372.0,,0.0,7.0,11.0,,24.0,2.0,559.0,17.0,16.0,2.0,1.0,6.0,0.0,,,,,,,,,,,,,
2017-18,919185,30,2018-03-10 17:30:00,31,Crystal Palace,Away,125.0,11.0,1.0,5.0,4.0,7.0,1.0,168.0,6.0,1.0,4.0,4.0,10.0,24.0,288.0,,,11.0,18.0,15.0,5.0,,,,,1.0,1.0,,5.0,,,,1.0,,1.0,7.0,16.0,12.0,5.0,4.0,57.0,57.0,2.0,1.0,1.0,4.0,26.0,2.0,19.0,3.0,1.0,3.0,9.0,3.0,1.0,11.0,5.0,63.0,54.0,4.0,34.0,10.0,,,46.0,9.0,8.0,,,4.0,3.0,1.0,129.0,1.0,,1.0,1.0,,12.0,1.0,,,10.0,1.0,9.0,9.0,,4.0,81.0,71.0,39.0,12.0,,4.0,2.0,2.0,339.0,9.0,2.0,61.0,54.0,27.0,,,,,,129.0,129.0,7.0,23.0,18.0,37.7,1.0,,,,26.0,0.0,94.0,6.0,4.0,7.0,,,5.0,,3.0,85.0,276.0,16.0,6.0,145.0,22.0,34.0,18.0,3.0,18.0,15.0,,120.0,12.0,234.0,1.0,1.0,19.0,10.0,55.0,2.0,361.0,1.0,0.0,9.0,19.0,,15.0,2.0,578.0,24.0,18.0,12.0,3.0,13.0,0.0,,,1.0,,1.0,,,,,,,,
2017-18,919185,30,2018-03-10 17:30:00,8,Chelsea,Home,216.0,20.0,1.0,8.0,7.0,3.0,,310.0,8.0,,7.0,4.0,16.0,34.0,518.0,,,22.0,15.0,18.0,20.0,,1.0,,1.0,1.0,,1.0,21.0,,,,,1.0,,6.0,5.0,4.0,15.0,12.0,91.0,55.0,6.0,6.0,,3.0,27.0,7.0,12.0,,,12.0,24.0,4.0,,13.0,,54.0,63.0,3.0,20.0,11.0,,2.0,61.0,8.0,9.0,1.0,,3.0,,1.0,162.0,1.0,,,1.0,,13.0,1.0,,,11.0,1.0,9.0,9.0,2.0,7.0,169.0,58.0,41.0,3.0,,6.0,15.0,11.0,560.0,2.0,2.0,79.0,95.0,48.0,,,,,,143.0,143.0,6.0,22.0,19.0,62.3,1.0,,,,27.0,0.0,171.0,,1.0,1.0,1.0,1.0,9.0,1.0,3.0,201.0,493.0,7.0,21.0,242.0,33.0,20.0,25.0,5.0,33.0,28.0,1.0,237.0,4.0,384.0,,,11.0,18.0,58.0,2.0,593.0,,0.0,27.0,17.0,1.0,22.0,1.0,826.0,48.0,20.0,19.0,12.0,11.0,0.0,,,,,,,,,,,,,
2017-18,919184,30,2018-03-11 13:30:00,3,Arsenal,Home,202.0,12.0,1.0,2.0,1.0,,1.0,217.0,6.0,2.0,7.0,2.0,13.0,23.0,417.0,,2.0,14.0,17.0,22.0,6.0,1.0,,,,,,2.0,9.0,,,,,,1.0,7.0,9.0,2.0,10.0,1.0,68.0,63.0,4.0,3.0,1.0,4.0,22.0,,7.0,,1.0,4.0,2.0,3.0,1.0,7.0,4.0,49.0,58.0,4.0,32.0,22.0,,1.0,47.0,12.0,9.0,1.0,,2.0,1.0,,166.0,3.0,1.0,3.0,2.0,1.0,11.0,2.0,1.0,,22.0,,8.0,8.0,2.0,7.0,148.0,57.0,39.0,9.0,1.0,3.0,7.0,7.0,476.0,2.0,1.0,64.0,66.0,21.0,,1.0,1.0,1.0,,127.0,127.0,3.0,22.0,29.0,59.7,,,,,22.0,0.0,120.0,3.0,1.0,4.0,1.0,,4.0,,3.0,114.0,397.0,9.0,10.0,231.0,22.0,32.0,14.0,3.0,9.0,6.0,,145.0,3.0,280.0,1.0,2.0,10.0,14.0,43.0,5.0,502.0,,0.0,11.0,21.0,4.0,17.0,2.0,695.0,25.0,13.0,8.0,4.0,13.0,0.0,,,,,,,,,,,,,
2017-18,919184,30,2018-03-11 13:30:00,57,Watford,Away,108.0,23.0,1.0,3.0,2.0,4.0,,140.0,5.0,,2.0,9.0,5.0,30.0,245.0,,,18.0,22.0,17.0,6.0,,,,1.0,1.0,,,7.0,,1.0,,,,2.0,3.0,10.0,1.0,9.0,2.0,53.0,56.0,,2.0,,,26.0,2.0,8.0,,,9.0,11.0,3.0,,12.0,3.0,58.0,49.0,,16.0,7.0,,,53.0,9.0,12.0,,,4.0,2.0,1.0,131.0,,,,,,7.0,,,,7.0,,15.0,15.0,3.0,2.0,68.0,62.0,29.0,4.0,,3.0,3.0,4.0,299.0,,5.0,65.0,40.0,36.0,,,,,1.0,153.0,153.0,8.0,20.0,21.0,40.3,,,,,26.0,0.0,72.0,3.0,1.0,4.0,,,5.0,,3.0,74.0,227.0,13.0,6.0,123.0,39.0,16.0,16.0,8.0,24.0,16.0,,113.0,10.0,225.0,,,24.0,6.0,60.0,3.0,324.0,,0.0,11.0,13.0,,28.0,1.0,524.0,21.0,14.0,7.0,9.0,4.0,0.0,,,,,,,,,,,,,
2017-18,919183,30,2018-03-11 16:00:00,6,Spurs,Away,221.0,18.0,2.0,4.0,2.0,1.0,,248.0,7.0,,1.0,2.0,8.0,36.0,465.0,,1.0,12.0,13.0,14.0,5.0,1.0,2.0,,,,,1.0,11.0,,,,,,,3.0,7.0,7.0,10.0,2.0,82.0,63.0,3.0,1.0,4.0,1.0,26.0,3.0,17.0,,1.0,5.0,13.0,7.0,1.0,9.0,2.0,59.0,63.0,1.0,19.0,6.0,,,71.0,7.0,10.0,,2.0,1.0,1.0,,189.0,3.0,,3.0,3.0,,9.0,4.0,,,6.0,,13.0,13.0,,1.0,132.0,80.0,44.0,4.0,3.0,,9.0,8.0,538.0,4.0,,71.0,56.0,33.0,,,,,,167.0,167.0,3.0,32.0,24.0,63.0,,,3.0,,26.0,0.0,156.0,,2.0,2.0,,2.0,1.0,,3.0,119.0,448.0,13.0,9.0,247.0,34.0,19.0,30.0,3.0,24.0,21.0,3.0,158.0,2.0,336.0,,,18.0,9.0,70.0,3.0,559.0,,0.0,12.0,22.0,1.0,20.0,1.0,775.0,35.0,18.0,17.0,5.0,14.0,0.0,,,,,,,,,,1.0,,,
2017-18,919183,30,2018-03-11 16:00:00,91,Bournemouth,Home,125.0,15.0,2.0,4.0,2.0,4.0,,105.0,3.0,1.0,2.0,6.0,7.0,23.0,226.0,,,15.0,14.0,13.0,7.0,1.0,1.0,,,1.0,,1.0,10.0,,,1.0,,,,3.0,10.0,2.0,7.0,7.0,42.0,62.0,1.0,1.0,,4.0,23.0,4.0,17.0,,1.0,4.0,3.0,2.0,,14.0,3.0,63.0,59.0,4.0,25.0,6.0,2.0,,48.0,10.0,7.0,,2.0,2.0,1.0,1.0,162.0,1.0,,1.0,1.0,,8.0,1.0,,,6.0,1.0,13.0,13.0,4.0,2.0,57.0,68.0,27.0,5.0,1.0,6.0,3.0,3.0,307.0,3.0,1.0,45.0,54.0,21.0,,,,,,160.0,160.0,7.0,26.0,25.0,37.0,1.0,3.0,,1.0,23.0,0.0,70.0,2.0,2.0,4.0,1.0,1.0,7.0,,3.0,54.0,212.0,9.0,9.0,157.0,27.0,25.0,25.0,4.0,10.0,6.0,1.0,92.0,10.0,184.0,1.0,1.0,31.0,7.0,61.0,,331.0,,0.0,14.0,22.0,,21.0,1.0,540.0,19.0,18.0,17.0,4.0,13.0,0.0,,,,,,,,,,,,,
2017-18,919190,30,2018-03-12 20:00:00,110,Stoke,Home,94.0,10.0,,1.0,1.0,2.0,1.0,72.0,4.0,2.0,,8.0,4.0,26.0,165.0,1.0,,15.0,16.0,13.0,3.0,,,,,,,,2.0,,,,,,1.0,4.0,12.0,5.0,1.0,2.0,39.0,48.0,,,,2.0,16.0,2.0,10.0,,,3.0,3.0,3.0,,10.0,2.0,47.0,49.0,2.0,16.0,8.0,,,40.0,6.0,8.0,,,1.0,1.0,,114.0,,,,,,11.0,,,,8.0,,10.0,10.0,3.0,,52.0,68.0,26.0,10.0,,1.0,2.0,,218.0,3.0,3.0,43.0,30.0,14.0,,,,,,134.0,134.0,3.0,24.0,17.0,22.9,,,,,16.0,0.0,40.0,2.0,2.0,4.0,,,1.0,,2.0,31.0,152.0,11.0,3.0,114.0,23.0,16.0,15.0,3.0,10.0,7.0,,63.0,7.0,141.0,,2.0,30.0,8.0,65.0,2.0,245.0,1.0,0.0,3.0,19.0,,25.0,1.0,410.0,5.0,14.0,9.0,3.0,12.0,0.0,,,,,,,,,,,,,
2017-18,919190,30,2018-03-12 20:00:00,43,Man City,Away,387.0,19.0,1.0,2.0,1.0,,,377.0,3.0,1.0,1.0,1.0,25.0,35.0,762.0,,1.0,16.0,13.0,16.0,12.0,1.0,1.0,,,,,1.0,12.0,,,,,,1.0,5.0,1.0,2.0,12.0,5.0,137.0,59.0,3.0,2.0,2.0,1.0,17.0,3.0,9.0,,1.0,10.0,7.0,1.0,,12.0,,49.0,47.0,1.0,21.0,12.0,,,59.0,8.0,6.0,,,2.0,1.0,,206.0,2.0,,2.0,2.0,,4.0,2.0,,,12.0,,4.0,4.0,,1.0,261.0,96.0,68.0,3.0,2.0,6.0,9.0,6.0,826.0,2.0,1.0,115.0,113.0,28.0,,,,,,130.0,130.0,8.0,26.0,23.0,77.1,,,,,17.0,0.0,243.0,,,1.0,,1.0,8.0,,2.0,174.0,742.0,4.0,15.0,405.0,28.0,21.0,17.0,1.0,10.0,9.0,1.0,216.0,1.0,452.0,,1.0,12.0,25.0,60.0,4.0,847.0,,0.0,17.0,16.0,4.0,20.0,0.0,1006.0,33.0,9.0,10.0,10.0,11.0,0.0,,,,,,,,,,,,,
2017-18,919193,31,2018-03-17 15:00:00,35,West Brom,Away,118.0,23.0,,8.0,8.0,5.0,,137.0,1.0,,1.0,9.0,6.0,33.0,247.0,,,15.0,18.0,19.0,8.0,,,,,,,,11.0,,,,,,,4.0,7.0,10.0,8.0,3.0,59.0,79.0,3.0,2.0,1.0,1.0,20.0,4.0,6.0,,1.0,2.0,12.0,5.0,,12.0,2.0,51.0,49.0,1.0,25.0,10.0,,,68.0,9.0,6.0,1.0,,,,,160.0,1.0,,1.0,1.0,,6.0,1.0,1.0,,10.0,,15.0,15.0,3.0,1.0,63.0,88.0,38.0,3.0,,1.0,8.0,6.0,326.0,5.0,2.0,57.0,44.0,30.0,,,,,,160.0,160.0,11.0,40.0,17.0,39.4,,3.0,,,20.0,0.0,68.0,1.0,2.0,3.0,2.0,,1.0,,3.0,61.0,238.0,10.0,9.0,139.0,44.0,25.0,10.0,2.0,19.0,17.0,,111.0,12.0,230.0,1.0,,35.0,8.0,83.0,1.0,350.0,,0.0,11.0,21.0,2.0,21.0,2.0,549.0,23.0,18.0,3.0,2.0,12.0,0.0,,,,,,,,,,,,,
2017-18,919193,31,2018-03-17 15:00:00,91,Bournemouth,Home,209.0,14.0,,2.0,2.0,,,234.0,6.0,,8.0,3.0,11.0,38.0,441.0,,,21.0,19.0,18.0,10.0,,,1.0,1.0,3.0,,,11.0,,,,,,1.0,3.0,8.0,3.0,7.0,10.0,72.0,70.0,,,,2.0,19.0,8.0,3.0,1.0,,3.0,9.0,6.0,,10.0,2.0,49.0,51.0,2.0,23.0,16.0,,,85.0,6.0,9.0,,,5.0,2.0,3.0,177.0,1.0,,,1.0,,6.0,1.0,,,16.0,,7.0,7.0,1.0,8.0,143.0,61.0,33.0,2.0,2.0,1.0,10.0,5.0,528.0,5.0,2.0,81.0,79.0,33.0,,,,,,162.0,162.0,6.0,30.0,23.0,60.6,,,3.0,,19.0,0.0,152.0,3.0,2.0,4.0,,,4.0,,3.0,114.0,428.0,8.0,11.0,235.0,28.0,23.0,17.0,1.0,18.0,17.0,,171.0,5.0,327.0,,,17.0,12.0,69.0,1.0,544.0,,0.0,17.0,19.0,,27.0,1.0,750.0,27.0,13.0,6.0,3.0,10.0,0.0,,1.0,,1.0,,,,,,,,,
2017-18,919195,31,2018-03-17 15:00:00,31,Crystal Palace,Away,133.0,13.0,3.0,4.0,1.0,1.0,,146.0,7.0,,2.0,10.0,8.0,31.0,275.0,,,18.0,21.0,32.0,9.0,2.0,,1.0,,2.0,,,9.0,1.0,,,,,,7.0,3.0,3.0,11.0,7.0,63.0,83.0,1.0,2.0,2.0,1.0,29.0,7.0,10.0,,1.0,7.0,7.0,2.0,1.0,14.0,2.0,66.0,87.0,1.0,34.0,16.0,,1.0,55.0,12.0,11.0,,,4.0,,2.0,173.0,,,,,,9.0,,,,16.0,,22.0,22.0,3.0,2.0,88.0,82.0,41.0,4.0,1.0,4.0,7.0,6.0,370.0,1.0,1.0,31.0,62.0,21.0,,,,,1.0,186.0,186.0,9.0,41.0,26.0,45.4,,,,,29.0,0.0,69.0,,2.0,2.0,1.0,,5.0,2.0,2.0,65.0,260.0,17.0,11.0,168.0,27.0,34.0,25.0,5.0,14.0,9.0,,109.0,10.0,239.0,,,30.0,8.0,68.0,2.0,393.0,,0.0,18.0,29.0,1.0,29.0,2.0,660.0,22.0,20.0,15.0,7.0,18.0,0.0,,,,,,,,,,,,,
2017-18,919195,31,2018-03-17 15:00:00,38,Huddersfield,Home,153.0,20.0,1.0,1.0,,1.0,,174.0,3.0,1.0,2.0,7.0,2.0,24.0,326.0,,,36.0,32.0,21.0,2.0,1.0,,,,,,,4.0,,,,,,,10.0,11.0,7.0,3.0,3.0,58.0,73.0,,,,3.0,27.0,1.0,15.0,1.0,,4.0,8.0,4.0,,16.0,2.0,87.0,66.0,3.0,18.0,8.0,,,72.0,11.0,12.0,,,3.0,4.0,,203.0,,,,,,8.0,,,,8.0,1.0,12.0,12.0,,2.0,98.0,60.0,34.0,7.0,,2.0,1.0,2.0,448.0,8.0,2.0,76.0,87.0,31.0,1.0,1.0,1.0,,,210.0,210.0,9.0,29.0,30.0,54.6,,,,,27.0,0.0,111.0,3.0,1.0,3.0,,,3.0,,3.0,77.0,313.0,9.0,3.0,201.0,39.0,18.0,23.0,3.0,19.0,16.0,,149.0,5.0,288.0,,1.0,26.0,3.0,58.0,1.0,470.0,1.0,0.0,6.0,24.0,,38.0,3.0,700.0,12.0,14.0,10.0,4.0,14.0,0.0,,,,,,,,,,,,,
2017-18,919199,31,2018-03-17 15:00:00,11,Everton,Away,180.0,7.0,1.0,7.0,6.0,1.0,1.0,173.0,2.0,1.0,5.0,8.0,6.0,20.0,346.0,,1.0,14.0,21.0,10.0,10.0,2.0,,,1.0,1.0,,1.0,10.0,,,,,,2.0,8.0,5.0,4.0,13.0,3.0,67.0,75.0,6.0,5.0,2.0,1.0,18.0,2.0,10.0,,,9.0,12.0,7.0,,13.0,,60.0,51.0,1.0,14.0,7.0,,1.0,59.0,12.0,12.0,2.0,,1.0,1.0,1.0,144.0,2.0,,1.0,2.0,,5.0,2.0,,1.0,7.0,,7.0,7.0,,5.0,113.0,67.0,31.0,1.0,,5.0,9.0,9.0,408.0,3.0,5.0,49.0,64.0,33.0,,,,,,153.0,153.0,3.0,27.0,36.0,56.5,,,,,18.0,0.0,107.0,1.0,2.0,3.0,,,5.0,,3.0,75.0,330.0,6.0,15.0,201.0,24.0,14.0,17.0,6.0,26.0,20.0,,115.0,2.0,256.0,,1.0,30.0,6.0,60.0,4.0,431.0,,0.0,16.0,19.0,2.0,20.0,1.0,629.0,21.0,15.0,11.0,9.0,11.0,0.0,,,,,,,,,,,,,
2017-18,919199,31,2018-03-17 15:00:00,110,Stoke,Home,108.0,16.0,,,,4.0,,148.0,3.0,2.0,,9.0,9.0,27.0,256.0,,,3.0,10.0,21.0,6.0,,1.0,,,,,,8.0,,,,,,1.0,7.0,13.0,3.0,5.0,4.0,48.0,68.0,1.0,,1.0,4.0,15.0,3.0,11.0,1.0,1.0,1.0,7.0,3.0,,16.0,2.0,51.0,60.0,4.0,17.0,8.0,,,51.0,13.0,11.0,,,2.0,,,148.0,1.0,1.0,1.0,,1.0,9.0,,,1.0,8.0,,12.0,12.0,4.0,,65.0,76.0,40.0,9.0,,1.0,6.0,4.0,310.0,3.0,3.0,44.0,24.0,24.0,,,,,,144.0,144.0,6.0,35.0,21.0,43.5,,,,,15.0,0.0,83.0,4.0,3.0,6.0,,1.0,2.0,,3.0,62.0,236.0,8.0,7.0,128.0,28.0,17.0,13.0,1.0,11.0,10.0,1.0,101.0,10.0,227.0,,2.0,28.0,9.0,62.0,,344.0,,1.0,9.0,19.0,,8.0,1.0,519.0,21.0,18.0,10.0,1.0,12.0,0.0,,,,1.0,,,,,,,,,
2017-18,919197,31,2018-03-17 17:30:00,14,Liverpool,Home,277.0,19.0,,4.0,4.0,1.0,,203.0,4.0,,5.0,5.0,10.0,27.0,476.0,,3.0,20.0,20.0,18.0,5.0,,1.0,,,,,,12.0,,,,,,,4.0,2.0,2.0,10.0,3.0,93.0,70.0,2.0,,3.0,1.0,24.0,2.0,8.0,,3.0,6.0,5.0,3.0,,23.0,,64.0,53.0,1.0,13.0,6.0,,,65.0,5.0,4.0,5.0,,1.0,,,163.0,4.0,,2.0,4.0,,4.0,5.0,,,6.0,,8.0,8.0,,5.0,165.0,94.0,54.0,1.0,,1.0,8.0,10.0,566.0,1.0,2.0,61.0,61.0,34.0,,,,,,172.0,172.0,6.0,15.0,42.0,58.0,,,,,24.0,0.0,160.0,1.0,,1.0,,1.0,1.0,,3.0,77.0,464.0,14.0,9.0,301.0,31.0,13.0,22.0,5.0,13.0,8.0,1.0,130.0,8.0,293.0,,,19.0,11.0,52.0,6.0,581.0,,0.0,13.0,18.0,4.0,26.0,1.0,771.0,39.0,13.0,14.0,6.0,13.0,0.0,,,,,,,,,,,,,
