season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attLgLeft,attOboxOwnGoal,attPenPost,attLgRight,attPenMiss,ptsGainedLosingPos,blockedPass,putThrough
2011-12,360473,1,2011-08-13 17:30:00,3,Arsenal,Away,203.0,11.0,1.0,4.0,3.0,4.0,,260.0,3.0,3.0,8.0,4.0,12.0,25.0,459.0,,2.0,21.0,13.0,12.0,7.0,1.0,,1.0,,1.0,,1.0,,,,,9.0,,,,,,,3.0,5.0,,,60.0,59.0,1.0,1.0,,2.0,3.0,2.0,,5.0,12.0,4.0,,17.0,,49.0,58.0,2.0,15.0,11.0,,,77.0,11.0,10.0,,,2.0,1.0,1.0,190.0,,,,,,,8.0,,2.0,,17.0,,20.0,18.0,1.0,8.0,138.0,97.0,62.0,2.0,,5.0,3.0,2.0,,2.0,1.0,,59.0,86.0,24.0,,,,,,165.0,153.0,1.0,24.0,23.0,62.2,,,2.0,0.0,160.0,1.0,,,,,1.0,6.0,,3.0,99.0,,8.0,217.0,22.0,27.0,20.0,5.0,22.0,17.0,1.0,150.0,13.0,353.0,2.0,3.0,15.0,13.0,47.0,1.0,548.0,2.0,1.0,11.0,22.0,5.0,22.0,5.0,762.0,,15.0,14.0,5.0,17.0,0.0,,,,,,,,,
2011-12,360473,1,2011-08-13 17:30:00,4,Newcastle,Home,103.0,13.0,,2.0,2.0,1.0,,121.0,5.0,2.0,7.0,7.0,8.0,19.0,222.0,,,19.0,12.0,13.0,3.0,,,,,,,1.0,,,,,6.0,,,,,,,4.0,7.0,,,44.0,62.0,,,,4.0,2.0,14.0,1.0,2.0,5.0,10.0,,16.0,1.0,58.0,49.0,4.0,21.0,10.0,,,65.0,10.0,11.0,,,2.0,3.0,1.0,142.0,,,,,,,9.0,,4.0,,13.0,,16.0,10.0,5.0,7.0,68.0,71.0,37.0,5.0,,1.0,2.0,1.0,,4.0,3.0,,36.0,40.0,27.0,,,,,,171.0,161.0,1.0,24.0,21.0,37.8,,,,0.0,66.0,2.0,,,,,,5.0,,3.0,52.0,,3.0,127.0,35.0,31.0,8.0,2.0,20.0,18.0,,95.0,10.0,213.0,4.0,2.0,17.0,9.0,43.0,3.0,320.0,,0.0,8.0,23.0,3.0,24.0,3.0,523.0,,8.0,2.0,2.0,18.0,0.0,,1.0,,,,,,,
2011-12,360475,1,2011-08-14 13:30:00,110,Stoke,Home,41.0,20.0,,1.0,1.0,4.0,,86.0,9.0,2.0,,9.0,3.0,21.0,126.0,,1.0,7.0,13.0,14.0,5.0,1.0,,,,,,,,,,,5.0,,,,,,,8.0,11.0,,,25.0,64.0,,,,2.0,2.0,15.0,,4.0,12.0,1.0,,9.0,3.0,57.0,64.0,2.0,23.0,14.0,,,71.0,13.0,12.0,,,3.0,4.0,,133.0,,,,,,,11.0,,1.0,,22.0,,24.0,20.0,3.0,,42.0,83.0,35.0,6.0,,3.0,3.0,1.0,,4.0,,,31.0,54.0,28.0,,,,,,183.0,166.0,3.0,34.0,16.0,34.4,,,,0.0,28.0,4.0,3.0,,,,,3.0,,3.0,46.0,,6.0,62.0,34.0,40.0,13.0,4.0,21.0,17.0,,96.0,13.0,187.0,1.0,2.0,39.0,5.0,55.0,1.0,228.0,,0.0,6.0,32.0,7.0,23.0,2.0,457.0,,9.0,6.0,4.0,20.0,0.0,,,,,,,,,
2011-12,360475,1,2011-08-14 13:30:00,8,Chelsea,Away,140.0,21.0,2.0,4.0,2.0,3.0,1.0,226.0,2.0,2.0,9.0,7.0,33.0,31.0,362.0,,,18.0,14.0,13.0,7.0,2.0,,1.0,,,1.0,2.0,,1.0,,,15.0,,,,,,1.0,1.0,5.0,,,49.0,75.0,1.0,1.0,,3.0,4.0,6.0,,6.0,13.0,5.0,,15.0,,64.0,57.0,3.0,14.0,8.0,,,62.0,12.0,13.0,,,3.0,3.0,2.0,182.0,,,,,,,5.0,,4.0,,18.0,1.0,20.0,18.0,,10.0,108.0,74.0,42.0,4.0,,3.0,6.0,7.0,,2.0,6.0,,78.0,54.0,23.0,,,,,,187.0,175.0,7.0,25.0,29.0,65.6,,,1.0,0.0,115.0,,1.0,,,,1.0,8.0,,3.0,108.0,,9.0,163.0,34.0,26.0,32.0,6.0,27.0,21.0,1.0,156.0,9.0,318.0,5.0,2.0,27.0,34.0,54.0,5.0,454.0,,0.0,19.0,16.0,6.0,21.0,2.0,686.0,,10.0,15.0,6.0,14.0,0.0,,,,,,,,,
2011-12,360477,1,2011-08-14 16:00:00,1,Man Utd,Away,188.0,19.0,,4.0,4.0,5.0,1.0,248.0,,,4.0,6.0,16.0,40.0,432.0,,,16.0,12.0,8.0,5.0,2.0,,,,,,,,,,,7.0,,,,,,2.0,9.0,7.0,,,63.0,46.0,1.0,2.0,,1.0,4.0,4.0,,5.0,14.0,8.0,,9.0,,40.0,50.0,1.0,15.0,12.0,1.0,,67.0,11.0,17.0,1.0,,5.0,4.0,,152.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,22.0,,11.0,9.0,,4.0,134.0,78.0,48.0,6.0,,5.0,3.0,1.0,,6.0,,,86.0,59.0,22.0,,,,,,147.0,132.0,2.0,21.0,17.0,59.2,,,,0.0,147.0,1.0,1.0,,,,,6.0,,3.0,127.0,,8.0,200.0,24.0,30.0,16.0,5.0,31.0,26.0,,165.0,6.0,327.0,1.0,,21.0,17.0,56.0,,496.0,1.0,0.0,11.0,14.0,,20.0,2.0,679.0,,14.0,11.0,5.0,10.0,0.0,,,,,,,,,
2011-12,360477,1,2011-08-14 16:00:00,35,West Brom,Home,103.0,21.0,2.0,3.0,1.0,3.0,,175.0,4.0,,,12.0,25.0,21.0,275.0,,,13.0,8.0,12.0,11.0,,,,,,,,1.0,,,,14.0,,,,,,1.0,7.0,5.0,,,56.0,53.0,,,,7.0,6.0,11.0,,6.0,4.0,4.0,,10.0,,50.0,40.0,7.0,16.0,6.0,,,62.0,19.0,10.0,1.0,,4.0,3.0,,124.0,1.0,,1.0,1.0,,,9.0,1.0,,1.0,9.0,,14.0,9.0,2.0,,76.0,73.0,43.0,5.0,,5.0,7.0,3.0,,4.0,4.0,1.0,49.0,52.0,15.0,,,,,,135.0,122.0,1.0,31.0,20.0,40.8,,,3.0,0.0,90.0,,,,,,,7.0,,2.0,82.0,,12.0,117.0,37.0,29.0,8.0,6.0,17.0,11.0,,125.0,8.0,246.0,,,28.0,27.0,38.0,1.0,346.0,,0.0,16.0,14.0,,17.0,3.0,522.0,,9.0,4.0,6.0,10.0,0.0,,,,,,,,,
2011-12,360472,1,2011-08-15 20:00:00,43,Man City,Home,137.0,12.0,1.0,4.0,3.0,1.0,,209.0,4.0,1.0,7.0,1.0,15.0,10.0,342.0,1.0,1.0,20.0,6.0,10.0,21.0,2.0,,1.0,,,1.0,1.0,,,,,23.0,,,2.0,,,1.0,2.0,6.0,,,57.0,65.0,4.0,2.0,3.0,2.0,6.0,12.0,,7.0,11.0,2.0,,12.0,2.0,48.0,45.0,2.0,9.0,3.0,,,53.0,10.0,2.0,3.0,,3.0,1.0,1.0,165.0,3.0,,2.0,3.0,,,5.0,4.0,3.0,,9.0,2.0,14.0,10.0,,7.0,102.0,63.0,33.0,4.0,1.0,7.0,19.0,15.0,,2.0,4.0,,47.0,44.0,23.0,,,,,,144.0,135.0,3.0,24.0,29.0,42.4,2.0,,,0.0,100.0,2.0,1.0,,,,1.0,9.0,,3.0,107.0,,26.0,156.0,23.0,18.0,22.0,4.0,18.0,14.0,1.0,144.0,7.0,286.0,3.0,1.0,17.0,17.0,25.0,4.0,424.0,2.0,0.0,30.0,19.0,8.0,24.0,0.0,630.0,,6.0,14.0,7.0,13.0,0.0,,,,,,,,,
2011-12,360472,1,2011-08-15 20:00:00,80,Swansea,Away,308.0,16.0,,2.0,2.0,3.0,1.0,180.0,5.0,2.0,13.0,5.0,34.0,44.0,486.0,,2.0,17.0,10.0,6.0,6.0,1.0,,1.0,,,,,,,,,6.0,,,,,,,23.0,7.0,,,119.0,63.0,,,,1.0,2.0,14.0,,4.0,6.0,3.0,,13.0,7.0,45.0,48.0,1.0,16.0,7.0,1.0,,53.0,3.0,10.0,,,3.0,2.0,,185.0,,,,,,,9.0,,,,13.0,,13.0,8.0,,13.0,147.0,88.0,55.0,7.0,,2.0,5.0,3.0,,6.0,,,54.0,81.0,10.0,,,,,,156.0,145.0,1.0,24.0,21.0,57.6,,,,0.0,129.0,7.0,4.0,,,1.0,1.0,3.0,,3.0,50.0,,7.0,338.0,34.0,27.0,18.0,3.0,14.0,11.0,1.0,89.0,8.0,256.0,,2.0,26.0,35.0,71.0,1.0,580.0,1.0,0.0,8.0,20.0,4.0,18.0,0.0,781.0,,14.0,12.0,4.0,15.0,0.0,,,,,,,,,
2011-12,360476,1,2012-01-11 19:45:00,11,Everton,Away,131.0,2.0,1.0,5.0,4.0,,,155.0,4.0,,5.0,8.0,12.0,11.0,281.0,,,13.0,19.0,11.0,7.0,1.0,,2.0,,,,,,,1.0,,10.0,,,,,,1.0,7.0,9.0,,,68.0,61.0,1.0,1.0,,,5.0,6.0,,4.0,12.0,10.0,,6.0,1.0,51.0,35.0,,15.0,5.0,,,70.0,16.0,6.0,,,1.0,,,135.0,,,,,,,11.0,,1.0,1.0,15.0,,29.0,22.0,3.0,5.0,72.0,74.0,28.0,6.0,,4.0,4.0,,,4.0,3.0,,73.0,32.0,23.0,,,,,,161.0,141.0,3.0,23.0,25.0,37.9,,,1.0,0.0,86.0,1.0,1.0,,,1.0,2.0,8.0,,3.0,92.0,,8.0,149.0,4.0,35.0,5.0,4.0,26.0,22.0,2.0,134.0,7.0,238.0,1.0,,36.0,13.0,35.0,,361.0,,0.0,13.0,18.0,,16.0,3.0,568.0,,16.0,,4.0,16.0,0.0,,,,,,,,,
2011-12,360476,1,2012-01-11 19:45:00,6,Spurs,Home,253.0,29.0,,5.0,5.0,1.0,,302.0,4.0,,11.0,8.0,34.0,53.0,550.0,,3.0,16.0,11.0,19.0,10.0,,,1.0,,,,,,1.0,,,15.0,,,,,,,8.0,5.0,,,101.0,56.0,2.0,2.0,,3.0,5.0,,,6.0,10.0,5.0,1.0,14.0,,35.0,51.0,3.0,25.0,16.0,,1.0,85.0,6.0,15.0,,,,,,178.0,2.0,,,2.0,,,8.0,2.0,,,32.0,,13.0,10.0,,11.0,157.0,83.0,59.0,4.0,1.0,6.0,6.0,4.0,,5.0,5.0,,81.0,88.0,16.0,,,,,,161.0,135.0,2.0,16.0,27.0,62.1,,,1.0,0.0,184.0,,,,,,1.0,7.0,,2.0,133.0,,12.0,262.0,39.0,51.0,10.0,5.0,20.0,15.0,1.0,169.0,3.0,378.0,,,22.0,36.0,70.0,1.0,620.0,,0.0,16.0,11.0,4.0,19.0,1.0,835.0,,19.0,6.0,6.0,6.0,0.0,,,,,,,,,
