season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attLgLeft,attOboxOwnGoal,attPenPost,attLgRight,attPenMiss,ptsGainedLosingPos,blockedPass,putThrough
2011-12,360775,31,2012-03-31 15:00:00,3,Arsenal,Away,245.0,9.0,3.0,5.0,2.0,5.0,,314.0,3.0,,6.0,,27.0,25.0,554.0,,2.0,9.0,5.0,8.0,6.0,2.0,,,,,2.0,4.0,,,,1.0,7.0,,,,,1.0,,7.0,4.0,,,77.0,66.0,1.0,1.0,1.0,3.0,2.0,10.0,,6.0,11.0,3.0,,21.0,1.0,56.0,54.0,,12.0,5.0,1.0,,77.0,10.0,14.0,,,6.0,2.0,4.0,212.0,,,,,,,3.0,1.0,1.0,1.0,7.0,1.0,22.0,17.0,,6.0,180.0,74.0,55.0,4.0,1.0,4.0,4.0,6.0,,2.0,3.0,,59.0,85.0,27.0,,,,,,165.0,158.0,2.0,31.0,27.0,67.7,1.0,,,0.0,180.0,2.0,2.0,,,,,5.0,,3.0,152.0,,8.0,268.0,29.0,16.0,19.0,6.0,22.0,16.0,,206.0,7.0,403.0,1.0,,6.0,27.0,37.0,3.0,649.0,,0.0,13.0,24.0,13.0,11.0,2.0,839.0,,6.0,8.0,6.0,17.0,0.0,,,,,,,,,
2011-12,360775,31,2012-03-31 15:00:00,52,QPR,Home,91.0,8.0,2.0,4.0,2.0,2.0,2.0,119.0,8.0,,,11.0,6.0,22.0,206.0,2.0,,18.0,8.0,5.0,5.0,2.0,,,,,,,,1.0,,,8.0,,,,,,2.0,5.0,8.0,,,46.0,59.0,,,,5.0,2.0,8.0,,4.0,9.0,1.0,,17.0,3.0,54.0,56.0,5.0,12.0,2.0,,,58.0,15.0,9.0,,,4.0,4.0,,125.0,2.0,,1.0,2.0,,,13.0,2.0,,1.0,11.0,,22.0,17.0,3.0,,60.0,70.0,30.0,6.0,2.0,3.0,6.0,6.0,,2.0,3.0,,42.0,59.0,14.0,,,,,,164.0,152.0,,37.0,18.0,32.3,,,1.0,0.0,64.0,,5.0,,,2.0,,3.0,,1.0,69.0,,9.0,109.0,21.0,24.0,17.0,3.0,17.0,14.0,,114.0,13.0,203.0,,,30.0,7.0,43.0,6.0,295.0,2.0,0.0,11.0,32.0,,22.0,5.0,510.0,,8.0,10.0,4.0,21.0,0.0,,,,,,,,,
2011-12,360777,31,2012-03-31 15:00:00,110,Stoke,Away,74.0,15.0,1.0,4.0,3.0,3.0,1.0,127.0,3.0,,4.0,12.0,9.0,30.0,197.0,,,22.0,6.0,15.0,4.0,,,,,,,,,,,,3.0,,,,,,2.0,9.0,5.0,,,50.0,40.0,,,,1.0,,7.0,,1.0,9.0,3.0,,15.0,3.0,48.0,45.0,1.0,23.0,9.0,1.0,2.0,81.0,14.0,13.0,,,3.0,3.0,,122.0,,,,,,,8.0,,3.0,,16.0,,14.0,11.0,,4.0,50.0,68.0,39.0,8.0,,3.0,1.0,1.0,,5.0,1.0,,44.0,56.0,17.0,,,,,,164.0,147.0,,17.0,13.0,39.2,,,,0.0,62.0,4.0,,,,,,4.0,,3.0,54.0,,4.0,85.0,26.0,40.0,10.0,1.0,16.0,15.0,,115.0,11.0,215.0,3.0,1.0,32.0,10.0,52.0,5.0,284.0,,0.0,5.0,13.0,,25.0,4.0,480.0,,13.0,4.0,1.0,8.0,0.0,,,,,,,,,
2011-12,360777,31,2012-03-31 15:00:00,111,Wigan,Home,175.0,22.0,,8.0,8.0,5.0,1.0,188.0,2.0,,7.0,7.0,13.0,45.0,355.0,,1.0,21.0,15.0,6.0,9.0,1.0,,3.0,,,,,,1.0,,,9.0,,,,,,4.0,4.0,1.0,,,61.0,35.0,2.0,3.0,1.0,4.0,5.0,4.0,,8.0,14.0,5.0,1.0,8.0,,45.0,48.0,4.0,9.0,6.0,,1.0,62.0,16.0,14.0,1.0,,3.0,1.0,,166.0,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,3.0,12.0,,16.0,12.0,,7.0,108.0,64.0,37.0,1.0,,3.0,8.0,6.0,,,4.0,,78.0,51.0,16.0,,,,,,164.0,147.0,2.0,14.0,13.0,60.8,,,1.0,0.0,114.0,,1.0,,,,3.0,3.0,,3.0,79.0,,11.0,203.0,39.0,26.0,12.0,4.0,24.0,20.0,3.0,118.0,17.0,270.0,1.0,,28.0,13.0,67.0,,449.0,1.0,0.0,14.0,21.0,3.0,22.0,2.0,631.0,,17.0,7.0,8.0,11.0,0.0,,,,,,,,,
2011-12,360778,31,2012-03-31 15:00:00,30,Bolton,Away,70.0,13.0,1.0,6.0,5.0,2.0,,138.0,4.0,1.0,1.0,10.0,6.0,24.0,202.0,2.0,2.0,20.0,26.0,12.0,12.0,1.0,,,,,,,,,,,17.0,1.0,,1.0,,,,11.0,5.0,,,41.0,50.0,4.0,4.0,2.0,7.0,4.0,4.0,1.0,5.0,10.0,7.0,1.0,6.0,2.0,55.0,45.0,7.0,22.0,10.0,,,77.0,11.0,12.0,1.0,,4.0,1.0,,142.0,1.0,,,1.0,,,13.0,2.0,2.0,,22.0,1.0,17.0,13.0,4.0,1.0,64.0,94.0,43.0,13.0,1.0,6.0,8.0,7.0,,4.0,1.0,,53.0,36.0,23.0,,,,,1.0,178.0,160.0,,18.0,17.0,49.1,1.0,,,0.0,55.0,4.0,,,,1.0,,9.0,,3.0,79.0,,14.0,94.0,25.0,40.0,14.0,3.0,21.0,18.0,,130.0,9.0,229.0,3.0,1.0,39.0,6.0,61.0,,302.0,2.0,0.0,20.0,15.0,4.0,27.0,1.0,532.0,,14.0,6.0,4.0,9.0,0.0,,,,,,,,,
2011-12,360778,31,2012-03-31 15:00:00,39,Wolves,Home,76.0,14.0,4.0,18.0,14.0,4.0,1.0,149.0,5.0,2.0,2.0,19.0,7.0,24.0,207.0,1.0,,19.0,12.0,26.0,10.0,2.0,,1.0,,,,,,,,,12.0,,,1.0,,,,16.0,4.0,,,45.0,55.0,2.0,2.0,,5.0,3.0,6.0,,13.0,28.0,5.0,,10.0,3.0,45.0,55.0,5.0,36.0,15.0,,,77.0,12.0,11.0,,,1.0,1.0,,129.0,1.0,,,1.0,,1.0,9.0,2.0,,,22.0,1.0,9.0,5.0,2.0,2.0,62.0,84.0,40.0,4.0,2.0,6.0,7.0,6.0,,4.0,2.0,,51.0,48.0,23.0,1.0,1.0,1.0,,,183.0,163.0,1.0,17.0,31.0,50.9,1.0,,1.0,0.0,59.0,3.0,1.0,,,1.0,1.0,7.0,,3.0,85.0,,13.0,86.0,21.0,56.0,9.0,10.0,44.0,34.0,1.0,140.0,12.0,253.0,,2.0,52.0,10.0,55.0,4.0,295.0,1.0,0.0,16.0,14.0,,24.0,1.0,541.0,,19.0,4.0,13.0,11.0,0.0,,,,,,,,,
2011-12,360774,31,2012-04-01 13:30:00,14,Liverpool,Away,206.0,10.0,1.0,3.0,2.0,3.0,,167.0,4.0,,9.0,4.0,19.0,22.0,370.0,,,12.0,10.0,14.0,3.0,2.0,,,,,,,,,,,,,,,,,1.0,7.0,3.0,,,76.0,57.0,,1.0,,1.0,4.0,7.0,,6.0,12.0,6.0,,10.0,,44.0,50.0,1.0,8.0,1.0,,1.0,70.0,12.0,10.0,,,,,,175.0,,,,,,,8.0,,1.0,1.0,6.0,2.0,10.0,8.0,,9.0,111.0,76.0,43.0,3.0,,2.0,3.0,2.0,,3.0,,,38.0,64.0,19.0,,,,,,156.0,150.0,3.0,21.0,21.0,51.4,,,2.0,0.0,100.0,1.0,,,,1.0,,3.0,,3.0,74.0,,5.0,217.0,33.0,14.0,14.0,5.0,26.0,21.0,,132.0,9.0,271.0,1.0,,17.0,19.0,48.0,5.0,462.0,,1.0,9.0,19.0,2.0,16.0,3.0,624.0,,5.0,7.0,6.0,12.0,0.0,,,,,,,,,
2011-12,360774,31,2012-04-01 13:30:00,4,Newcastle,Home,227.0,10.0,,7.0,7.0,5.0,,142.0,5.0,1.0,2.0,9.0,22.0,32.0,362.0,,,18.0,14.0,10.0,7.0,1.0,,1.0,,,,,,,,,,,,,,1.0,2.0,5.0,4.0,,,90.0,56.0,,,1.0,3.0,3.0,7.0,1.0,3.0,5.0,7.0,,10.0,1.0,50.0,44.0,2.0,12.0,5.0,,1.0,69.0,10.0,10.0,2.0,,,,,163.0,2.0,,2.0,2.0,,,7.0,,,,13.0,1.0,18.0,12.0,2.0,2.0,87.0,81.0,47.0,6.0,,4.0,6.0,3.0,,5.0,,,45.0,48.0,17.0,,,,,,149.0,132.0,1.0,28.0,20.0,48.6,1.0,,,0.0,113.0,1.0,1.0,,,,1.0,4.0,,3.0,45.0,,10.0,256.0,29.0,28.0,16.0,2.0,16.0,14.0,,92.0,10.0,213.0,1.0,2.0,33.0,24.0,59.0,2.0,453.0,,0.0,10.0,17.0,7.0,19.0,3.0,643.0,,8.0,7.0,3.0,11.0,0.0,,,,,,,,,
2011-12,360776,31,2012-04-01 16:00:00,6,Spurs,Home,142.0,16.0,5.0,11.0,6.0,,,217.0,2.0,,3.0,3.0,10.0,17.0,348.0,,,19.0,6.0,3.0,12.0,2.0,,1.0,,,,,,,,,15.0,,,,,,,4.0,7.0,,,68.0,56.0,2.0,,2.0,2.0,2.0,11.0,,7.0,15.0,4.0,,16.0,1.0,49.0,57.0,2.0,8.0,3.0,,,52.0,10.0,12.0,2.0,,,1.0,,121.0,2.0,1.0,2.0,1.0,1.0,,5.0,2.0,1.0,,3.0,,30.0,25.0,2.0,3.0,112.0,70.0,49.0,7.0,1.0,6.0,10.0,9.0,,5.0,2.0,,71.0,50.0,13.0,,,,,,119.0,115.0,3.0,22.0,28.0,40.7,,,,0.0,103.0,,1.0,,,,1.0,9.0,,3.0,88.0,,16.0,151.0,25.0,12.0,17.0,7.0,27.0,20.0,1.0,114.0,2.0,280.0,1.0,,14.0,11.0,29.0,1.0,404.0,,0.0,20.0,31.0,,20.0,0.0,621.0,,14.0,11.0,7.0,24.0,0.0,,,,,,,,,
2011-12,360776,31,2012-04-01 16:00:00,80,Swansea,Away,346.0,15.0,3.0,7.0,4.0,,,189.0,5.0,,6.0,,48.0,27.0,528.0,,1.0,26.0,3.0,6.0,5.0,2.0,,,,1.0,,1.0,,,,,6.0,,,,,,,13.0,7.0,,,118.0,59.0,,,,5.0,5.0,11.0,,6.0,9.0,2.0,,20.0,4.0,57.0,49.0,5.0,11.0,3.0,,,32.0,12.0,10.0,,,1.0,,1.0,169.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,6.0,1.0,15.0,9.0,1.0,6.0,158.0,79.0,48.0,7.0,1.0,3.0,5.0,2.0,,2.0,1.0,,60.0,79.0,7.0,,,,,,146.0,140.0,4.0,25.0,26.0,59.3,,,1.0,0.0,164.0,4.0,2.0,,,1.0,,4.0,,3.0,68.0,,8.0,374.0,32.0,17.0,22.0,5.0,16.0,11.0,,90.0,1.0,251.0,1.0,,6.0,50.0,40.0,2.0,609.0,,0.0,11.0,22.0,1.0,27.0,0.0,805.0,,12.0,11.0,7.0,17.0,0.0,,,,,,,,,
2011-12,360770,31,2012-04-02 20:00:00,1,Man Utd,Away,276.0,27.0,4.0,10.0,6.0,3.0,,376.0,6.0,,3.0,2.0,14.0,83.0,642.0,,,21.0,10.0,9.0,8.0,1.0,,,,,1.0,1.0,,,,,9.0,,,,,,,4.0,7.0,,,85.0,49.0,1.0,1.0,,1.0,3.0,4.0,,10.0,26.0,9.0,,11.0,3.0,34.0,40.0,1.0,24.0,18.0,,1.0,68.0,5.0,9.0,,,2.0,1.0,1.0,152.0,2.0,,,2.0,,,9.0,2.0,,,31.0,1.0,4.0,2.0,1.0,3.0,227.0,65.0,53.0,2.0,2.0,4.0,7.0,5.0,,2.0,2.0,,96.0,138.0,20.0,,,,,,152.0,136.0,3.0,21.0,22.0,73.3,,,1.0,0.0,237.0,1.0,3.0,,,1.0,,5.0,1.0,3.0,183.0,,11.0,289.0,40.0,40.0,11.0,10.0,46.0,36.0,,216.0,11.0,458.0,,,7.0,17.0,96.0,1.0,701.0,,0.0,13.0,15.0,2.0,25.0,1.0,915.0,,16.0,7.0,10.0,11.0,0.0,,,,,,,,,
2011-12,360770,31,2012-04-02 20:00:00,5,Blackburn,Home,97.0,8.0,1.0,4.0,3.0,2.0,,88.0,4.0,,1.0,5.0,9.0,20.0,181.0,,,11.0,9.0,10.0,6.0,1.0,,,,,1.0,1.0,,,,,7.0,,,,,,,7.0,6.0,,,35.0,39.0,,,,7.0,2.0,7.0,,2.0,6.0,6.0,,7.0,3.0,40.0,34.0,7.0,21.0,13.0,,1.0,66.0,11.0,5.0,,,2.0,,1.0,102.0,,,,,,,7.0,,1.0,2.0,21.0,,16.0,12.0,1.0,1.0,58.0,73.0,36.0,10.0,,4.0,3.0,4.0,,3.0,1.0,,34.0,33.0,14.0,,,,,,143.0,122.0,1.0,21.0,9.0,26.7,,,1.0,0.0,59.0,1.0,2.0,,,,,5.0,,,37.0,,7.0,108.0,25.0,42.0,12.0,2.0,14.0,12.0,,87.0,8.0,160.0,1.0,,21.0,9.0,47.0,,254.0,,0.0,11.0,15.0,1.0,22.0,1.0,443.0,,9.0,4.0,2.0,9.0,0.0,,,,,,,,,
2011-12,360787,32,2012-04-06 16:30:00,4,Newcastle,Away,115.0,9.0,,,,1.0,,66.0,4.0,,1.0,9.0,10.0,18.0,181.0,,1.0,12.0,3.0,7.0,2.0,,,,,,,,,,,,5.0,,,,,,,8.0,11.0,,,48.0,57.0,2.0,,2.0,4.0,1.0,14.0,,,2.0,,,11.0,2.0,38.0,38.0,4.0,10.0,5.0,,1.0,31.0,9.0,10.0,2.0,,2.0,1.0,,126.0,2.0,,2.0,2.0,,,8.0,2.0,,1.0,10.0,,37.0,29.0,2.0,1.0,46.0,59.0,28.0,7.0,,1.0,3.0,3.0,,5.0,,,24.0,24.0,6.0,,,,,,133.0,125.0,2.0,30.0,17.0,23.0,,,,0.0,50.0,1.0,7.0,,,,,1.0,,3.0,20.0,,4.0,150.0,19.0,18.0,7.0,,3.0,3.0,,48.0,11.0,123.0,,,29.0,12.0,38.0,1.0,270.0,,0.0,5.0,16.0,2.0,14.0,1.0,439.0,,13.0,5.0,,15.0,0.0,,,,,,,,,
2011-12,360787,32,2012-04-06 16:30:00,80,Swansea,Home,362.0,23.0,2.0,4.0,2.0,1.0,,477.0,5.0,,2.0,,54.0,68.0,835.0,,,26.0,7.0,3.0,13.0,2.0,,,,,2.0,2.0,,,,,15.0,,,,,,,3.0,2.0,,,164.0,62.0,,,,,5.0,5.0,,7.0,12.0,8.0,,10.0,,38.0,38.0,,6.0,4.0,,,78.0,10.0,8.0,,,3.0,1.0,2.0,211.0,,,,,,,5.0,,,,5.0,,17.0,10.0,,2.0,281.0,83.0,74.0,,,6.0,9.0,8.0,,1.0,,,101.0,182.0,17.0,,,,,,134.0,132.0,5.0,18.0,38.0,77.0,,,,0.0,256.0,,1.0,,,,,6.0,,2.0,168.0,,15.0,373.0,36.0,8.0,20.0,5.0,26.0,21.0,,215.0,2.0,565.0,,,5.0,55.0,72.0,,912.0,,0.0,19.0,13.0,5.0,26.0,1.0,1081.0,,17.0,14.0,7.0,10.0,0.0,,,,,,,,,
2011-12,360786,32,2012-04-07 12:45:00,56,Sunderland,Home,96.0,15.0,4.0,9.0,5.0,5.0,1.0,110.0,2.0,,,6.0,15.0,25.0,197.0,,,7.0,15.0,10.0,7.0,2.0,,,,,,,,,,,8.0,,,,,,2.0,6.0,10.0,,,43.0,50.0,,,,2.0,5.0,10.0,,11.0,11.0,1.0,,17.0,1.0,61.0,46.0,2.0,18.0,12.0,,,48.0,13.0,10.0,,,3.0,3.0,,104.0,,,,,,,7.0,,2.0,,19.0,,17.0,12.0,1.0,,59.0,60.0,34.0,4.0,,3.0,6.0,3.0,,7.0,,,35.0,35.0,16.0,,,,,,140.0,126.0,,26.0,22.0,29.3,,,1.0,0.0,61.0,,1.0,,,,,4.0,1.0,2.0,36.0,,9.0,113.0,33.0,32.0,11.0,10.0,25.0,15.0,,74.0,17.0,179.0,2.0,,17.0,15.0,41.0,1.0,267.0,,0.0,12.0,22.0,1.0,13.0,2.0,456.0,,4.0,4.0,11.0,15.0,0.0,,,,,,,,,
2011-12,360786,32,2012-04-07 12:45:00,6,Spurs,Away,355.0,25.0,,5.0,5.0,2.0,2.0,254.0,7.0,1.0,10.0,4.0,44.0,47.0,604.0,1.0,3.0,17.0,10.0,15.0,9.0,1.0,,,,,,,,,,,14.0,,,,,,2.0,10.0,2.0,,,102.0,61.0,2.0,2.0,,1.0,7.0,4.0,,4.0,6.0,6.0,,12.0,,46.0,61.0,1.0,18.0,12.0,,,70.0,11.0,12.0,,,2.0,3.0,,180.0,,,,,,,7.0,,,1.0,16.0,,25.0,21.0,3.0,10.0,201.0,86.0,65.0,11.0,,5.0,5.0,1.0,,4.0,3.0,,75.0,72.0,16.0,,,,,,147.0,137.0,1.0,22.0,28.0,70.7,,,,0.0,201.0,2.0,1.0,,,1.0,,8.0,1.0,3.0,101.0,,10.0,369.0,44.0,28.0,20.0,4.0,19.0,15.0,,144.0,5.0,334.0,1.0,1.0,8.0,46.0,64.0,2.0,684.0,1.0,0.0,16.0,24.0,7.0,19.0,2.0,905.0,,14.0,10.0,4.0,15.0,0.0,,,,,,,,,
2011-12,360780,32,2012-04-07 15:00:00,30,Bolton,Home,136.0,19.0,2.0,6.0,4.0,4.0,1.0,233.0,2.0,2.0,8.0,9.0,7.0,31.0,363.0,,,11.0,11.0,15.0,7.0,2.0,,,,,,,,,,,9.0,,,,,,,7.0,4.0,,,68.0,52.0,,,,1.0,4.0,9.0,,5.0,22.0,5.0,,12.0,3.0,49.0,38.0,1.0,16.0,7.0,,,74.0,12.0,7.0,,,5.0,4.0,,162.0,,,,,,,8.0,,1.0,,11.0,,17.0,12.0,1.0,8.0,105.0,75.0,38.0,3.0,,6.0,3.0,1.0,,2.0,,,70.0,51.0,27.0,,,,,,166.0,156.0,2.0,17.0,22.0,52.4,,,,0.0,114.0,2.0,1.0,,,1.0,,7.0,,3.0,113.0,,9.0,152.0,37.0,26.0,9.0,5.0,36.0,31.0,,163.0,10.0,333.0,1.0,2.0,23.0,10.0,54.0,,449.0,,0.0,12.0,12.0,,15.0,1.0,633.0,,13.0,4.0,5.0,10.0,0.0,,,,,,,,,
2011-12,360780,32,2012-04-07 15:00:00,54,Fulham,Away,188.0,10.0,1.0,3.0,2.0,2.0,,160.0,5.0,,7.0,,8.0,21.0,345.0,,1.0,15.0,15.0,11.0,7.0,,,,1.0,,,1.0,,,,,10.0,,,,,,,8.0,4.0,,,74.0,59.0,4.0,2.0,2.0,4.0,2.0,4.0,,3.0,6.0,2.0,,9.0,1.0,38.0,49.0,4.0,17.0,12.0,,,58.0,10.0,12.0,2.0,,1.0,,1.0,144.0,2.0,,2.0,2.0,,,11.0,2.0,3.0,3.0,29.0,,20.0,13.0,2.0,7.0,105.0,84.0,39.0,5.0,1.0,3.0,6.0,6.0,,3.0,2.0,,35.0,59.0,12.0,,,,,,154.0,128.0,,28.0,19.0,47.6,,,,0.0,105.0,,1.0,,,,,3.0,,3.0,62.0,,9.0,207.0,30.0,43.0,12.0,2.0,10.0,8.0,,101.0,8.0,231.0,4.0,,20.0,8.0,53.0,4.0,428.0,1.0,0.0,11.0,17.0,3.0,19.0,0.0,627.0,,10.0,9.0,3.0,13.0,0.0,,,,,,,,,
2011-12,360781,32,2012-04-07 15:00:00,111,Wigan,Away,160.0,12.0,1.0,6.0,5.0,4.0,,137.0,5.0,1.0,1.0,10.0,19.0,35.0,291.0,1.0,1.0,20.0,9.0,,6.0,2.0,,,,,,1.0,,4.0,,,8.0,,,,,,1.0,15.0,5.0,,,50.0,45.0,1.0,1.0,,3.0,2.0,8.0,,3.0,12.0,1.0,,12.0,,48.0,44.0,3.0,13.0,4.0,,,58.0,12.0,14.0,,,1.0,,1.0,149.0,1.0,,,1.0,,,10.0,1.0,1.0,1.0,8.0,,18.0,15.0,4.0,1.0,93.0,82.0,44.0,5.0,1.0,4.0,5.0,4.0,,4.0,3.0,,58.0,51.0,18.0,,,,,,142.0,134.0,1.0,24.0,17.0,45.3,,,,0.0,76.0,5.0,1.0,,,1.0,,5.0,,3.0,54.0,,9.0,184.0,26.0,21.0,12.0,2.0,15.0,13.0,,86.0,9.0,199.0,1.0,1.0,29.0,20.0,66.0,5.0,368.0,5.0,0.0,11.0,26.0,1.0,25.0,2.0,557.0,,10.0,4.0,3.0,19.0,0.0,,,,,,,,,
2011-12,360781,32,2012-04-07 15:00:00,8,Chelsea,Home,169.0,18.0,1.0,9.0,8.0,3.0,1.0,206.0,5.0,2.0,6.0,9.0,10.0,32.0,366.0,,3.0,15.0,,9.0,13.0,1.0,,,,,,,,,,,17.0,,,,1.0,,2.0,4.0,7.0,,,65.0,71.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,11.0,8.0,1.0,20.0,,44.0,48.0,2.0,10.0,5.0,,,78.0,14.0,11.0,1.0,,4.0,2.0,,179.0,1.0,,1.0,,1.0,,11.0,1.0,2.0,,8.0,1.0,13.0,10.0,3.0,6.0,85.0,92.0,60.0,3.0,,6.0,9.0,8.0,,2.0,3.0,,67.0,39.0,24.0,,,,,,143.0,137.0,2.0,28.0,30.0,54.7,1.0,,,0.0,105.0,1.0,2.0,,,1.0,,9.0,1.0,3.0,110.0,,15.0,175.0,35.0,16.0,14.0,3.0,24.0,21.0,,153.0,5.0,283.0,2.0,2.0,18.0,10.0,56.0,3.0,434.0,,0.0,20.0,20.0,4.0,18.0,2.0,636.0,,13.0,8.0,5.0,17.0,0.0,,,,,,,,,
2011-12,360782,32,2012-04-07 15:00:00,14,Liverpool,Home,217.0,25.0,2.0,13.0,11.0,1.0,1.0,305.0,4.0,,9.0,3.0,14.0,54.0,509.0,1.0,,29.0,8.0,11.0,17.0,2.0,,,,,,,,,,,17.0,,,1.0,2.0,,1.0,3.0,2.0,,,83.0,64.0,1.0,1.0,1.0,,2.0,2.0,,11.0,20.0,14.0,,8.0,,26.0,41.0,,9.0,4.0,,,87.0,5.0,9.0,1.0,,4.0,3.0,,238.0,,,,,,,8.0,,2.0,,8.0,4.0,8.0,6.0,1.0,9.0,155.0,87.0,57.0,3.0,,14.0,5.0,5.0,,1.0,3.0,,118.0,88.0,34.0,,,,,,181.0,174.0,2.0,25.0,25.0,69.6,3.0,,1.0,0.0,136.0,,1.0,,,2.0,,17.0,1.0,3.0,159.0,,19.0,243.0,44.0,16.0,13.0,11.0,48.0,37.0,,212.0,10.0,417.0,2.0,,11.0,15.0,68.0,1.0,612.0,2.0,0.0,24.0,12.0,,31.0,1.0,826.0,,14.0,9.0,11.0,12.0,0.0,,,,,,,,,
2011-12,360782,32,2012-04-07 15:00:00,7,Aston Villa,Away,82.0,6.0,2.0,2.0,,2.0,,87.0,11.0,,,11.0,12.0,16.0,167.0,,,6.0,11.0,8.0,2.0,1.0,,,,,,,,,,,3.0,,,,,,,17.0,7.0,,,38.0,59.0,1.0,1.0,,6.0,1.0,9.0,,3.0,3.0,4.0,,7.0,2.0,41.0,26.0,6.0,35.0,18.0,,,77.0,10.0,4.0,,,1.0,1.0,,122.0,1.0,,1.0,1.0,,,24.0,1.0,,,30.0,,28.0,20.0,3.0,,61.0,91.0,41.0,11.0,1.0,1.0,3.0,2.0,,2.0,1.0,,66.0,14.0,19.0,,,,,,172.0,146.0,5.0,26.0,20.0,30.4,,,,0.0,40.0,3.0,1.0,,,1.0,,2.0,,3.0,40.0,,4.0,98.0,15.0,61.0,7.0,3.0,11.0,8.0,,92.0,12.0,174.0,,,36.0,12.0,52.0,,261.0,1.0,0.0,5.0,12.0,,11.0,1.0,466.0,,12.0,2.0,3.0,12.0,0.0,,,,,,,,,
2011-12,360784,32,2012-04-07 15:00:00,11,Everton,Away,138.0,10.0,1.0,7.0,6.0,4.0,,202.0,1.0,,7.0,9.0,20.0,26.0,333.0,,,22.0,12.0,14.0,3.0,1.0,,,,,,,,,,,8.0,,,,,,1.0,6.0,9.0,,,68.0,79.0,,1.0,,5.0,3.0,2.0,,4.0,12.0,6.0,,16.0,1.0,48.0,38.0,5.0,13.0,5.0,,,80.0,18.0,7.0,2.0,,,,,212.0,2.0,,2.0,1.0,1.0,,5.0,1.0,4.0,1.0,13.0,1.0,19.0,15.0,4.0,7.0,89.0,107.0,42.0,2.0,,,6.0,5.0,,6.0,4.0,,90.0,65.0,19.0,,,,,,201.0,189.0,3.0,25.0,32.0,51.7,,,1.0,0.0,100.0,2.0,2.0,,,,,2.0,,3.0,100.0,,6.0,169.0,19.0,25.0,5.0,4.0,22.0,18.0,,160.0,8.0,322.0,5.0,,56.0,20.0,68.0,2.0,469.0,,0.0,10.0,13.0,6.0,24.0,3.0,673.0,,9.0,4.0,4.0,10.0,0.0,,,,,,,,,
