season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attObxdRight,attPenMiss,penaltySave,secondYellow,attLgRight,attPenPost
2016-17,855270,10,2016-10-29 15:00:00,57,Watford,Home,158.0,11.0,1.0,8.0,7.0,3.0,1.0,224.0,6.0,1.0,3.0,5.0,15.0,27.0,374.0,1.0,1.0,18.0,15.0,24.0,18.0,1.0,6.0,,,,,,,,,,,17.0,,,1.0,,1.0,,7.0,3.0,5.0,11.0,12.0,73.0,58.0,1.0,1.0,,3.0,14.0,7.0,3.0,,,7.0,17.0,6.0,,9.0,2.0,41.0,51.0,3.0,21.0,11.0,,,67.0,13.0,8.0,,,1.0,2.0,,169.0,,,,,,,10.0,,,1.0,11.0,2.0,19.0,19.0,1.0,3.0,102.0,79.0,44.0,2.0,,15.0,4.0,,454.0,2.0,1.0,,31.0,101.0,38.0,,,,,149.0,149.0,1.0,24.0,30.0,54.4,2.0,,,1.0,14.0,0.0,132.0,1.0,1.0,2.0,,,16.0,,3.0,108.0,357.0,4.0,19.0,182.0,26.0,21.0,10.0,4.0,29.0,25.0,,155.0,12.0,323.0,,1.0,28.0,16.0,64.0,,476.0,3.0,0.0,23.0,13.0,1.0,20.0,1.0,672.0,32.0,11.0,7.0,7.0,8.0,0.0,,,,,,,
2016-17,855270,10,2016-10-29 15:00:00,88,Hull,Away,129.0,16.0,1.0,1.0,,1.0,,162.0,3.0,,4.0,4.0,17.0,21.0,290.0,,,13.0,24.0,15.0,6.0,1.0,1.0,,,,,,1.0,,,,,6.0,,,,,,1.0,4.0,12.0,12.0,3.0,5.0,67.0,50.0,,,,2.0,14.0,2.0,7.0,,,2.0,11.0,7.0,,8.0,1.0,51.0,41.0,2.0,37.0,14.0,,,61.0,8.0,12.0,,,3.0,3.0,,162.0,,,,,,,15.0,,2.0,,14.0,,7.0,7.0,1.0,4.0,78.0,90.0,32.0,7.0,,4.0,3.0,2.0,369.0,7.0,,1.0,52.0,83.0,24.0,,,,,160.0,160.0,1.0,22.0,19.0,45.6,,,,1.0,14.0,0.0,92.0,,,,,,4.0,,2.0,92.0,280.0,10.0,7.0,159.0,38.0,37.0,8.0,2.0,23.0,21.0,,130.0,6.0,263.0,3.0,,25.0,18.0,76.0,2.0,399.0,,0.0,8.0,12.0,,17.0,2.0,585.0,15.0,10.0,3.0,2.0,6.0,0.0,,,,,,,
2016-17,855271,10,2016-10-29 15:00:00,35,West Brom,Home,122.0,10.0,,4.0,4.0,,1.0,102.0,5.0,1.0,2.0,12.0,,33.0,220.0,1.0,1.0,12.0,10.0,8.0,6.0,1.0,,,,,1.0,1.0,,,,,,7.0,,,,,1.0,1.0,10.0,12.0,9.0,6.0,3.0,46.0,48.0,,,,,13.0,1.0,12.0,1.0,,1.0,8.0,5.0,,5.0,2.0,48.0,38.0,,17.0,9.0,1.0,,40.0,17.0,9.0,,,3.0,2.0,1.0,112.0,,,,,,,7.0,,,1.0,9.0,1.0,9.0,9.0,2.0,2.0,55.0,62.0,35.0,7.0,,6.0,1.0,1.0,257.0,8.0,5.0,,42.0,35.0,21.0,,,,,103.0,103.0,2.0,22.0,18.0,30.1,1.0,,,,13.0,0.0,68.0,3.0,1.0,3.0,,,7.0,1.0,3.0,48.0,205.0,6.0,7.0,141.0,17.0,17.0,14.0,1.0,16.0,15.0,,71.0,3.0,156.0,,1.0,34.0,,65.0,3.0,281.0,1.0,0.0,9.0,12.0,1.0,12.0,4.0,431.0,19.0,12.0,9.0,1.0,8.0,0.0,,,,,,,
2016-17,855271,10,2016-10-29 15:00:00,43,Man City,Away,271.0,10.0,2.0,4.0,2.0,1.0,,336.0,9.0,1.0,5.0,3.0,26.0,25.0,603.0,,2.0,11.0,8.0,10.0,13.0,,1.0,,,,,1.0,,,,,2.0,19.0,,,,,,,6.0,6.0,3.0,12.0,9.0,109.0,46.0,2.0,2.0,1.0,2.0,13.0,9.0,9.0,,,7.0,8.0,2.0,,7.0,,38.0,48.0,2.0,19.0,10.0,,,74.0,10.0,16.0,2.0,,2.0,,1.0,180.0,2.0,,2.0,2.0,,,10.0,4.0,,1.0,10.0,,9.0,9.0,1.0,5.0,177.0,70.0,46.0,1.0,2.0,3.0,12.0,8.0,641.0,1.0,1.0,,64.0,101.0,30.0,,,,,105.0,105.0,3.0,17.0,20.0,69.9,,,,1.0,13.0,0.0,209.0,,1.0,1.0,,,4.0,,3.0,141.0,572.0,7.0,15.0,283.0,23.0,19.0,17.0,3.0,13.0,10.0,,186.0,2.0,405.0,,2.0,18.0,26.0,54.0,3.0,675.0,1.0,0.0,21.0,10.0,4.0,12.0,3.0,835.0,36.0,7.0,12.0,7.0,6.0,0.0,,,,,,,
2016-17,855262,10,2016-10-29 17:30:00,14,Liverpool,Away,177.0,16.0,2.0,5.0,3.0,5.0,,227.0,1.0,,4.0,5.0,11.0,27.0,399.0,1.0,3.0,21.0,32.0,19.0,8.0,,2.0,,,,,,,,,,1.0,15.0,,,,1.0,,,3.0,6.0,1.0,13.0,4.0,82.0,76.0,3.0,1.0,2.0,2.0,12.0,2.0,13.0,,1.0,3.0,9.0,3.0,2.0,11.0,1.0,76.0,66.0,2.0,29.0,10.0,1.0,,84.0,5.0,15.0,1.0,,4.0,2.0,,200.0,4.0,2.0,4.0,2.0,2.0,,4.0,2.0,2.0,,10.0,2.0,8.0,8.0,1.0,4.0,118.0,85.0,37.0,3.0,1.0,4.0,8.0,10.0,489.0,,5.0,,61.0,73.0,30.0,,,,,182.0,182.0,10.0,26.0,30.0,55.3,1.0,,,,12.0,0.0,118.0,4.0,,4.0,,,5.0,,3.0,134.0,385.0,8.0,12.0,196.0,35.0,29.0,25.0,3.0,17.0,14.0,,202.0,11.0,339.0,2.0,1.0,26.0,11.0,67.0,1.0,518.0,1.0,0.0,17.0,23.0,4.0,24.0,2.0,737.0,36.0,15.0,9.0,3.0,18.0,0.0,,,,,,,
2016-17,855262,10,2016-10-29 17:30:00,31,Crystal Palace,Home,140.0,20.0,1.0,3.0,2.0,7.0,,167.0,4.0,1.0,3.0,14.0,7.0,45.0,304.0,,,26.0,19.0,32.0,4.0,1.0,1.0,,,,,,,,,,1.0,5.0,,,,,,1.0,8.0,13.0,4.0,6.0,1.0,56.0,68.0,,,1.0,1.0,12.0,,9.0,,1.0,3.0,6.0,6.0,,19.0,3.0,66.0,76.0,1.0,32.0,12.0,,,77.0,15.0,5.0,,,,1.0,,183.0,1.0,,1.0,1.0,,,7.0,2.0,,,12.0,,16.0,16.0,1.0,4.0,92.0,89.0,50.0,3.0,2.0,1.0,5.0,6.0,393.0,2.0,8.0,,51.0,61.0,23.0,,,,,180.0,180.0,4.0,33.0,21.0,44.7,,,,1.0,12.0,0.0,86.0,4.0,2.0,6.0,1.0,,1.0,,3.0,85.0,291.0,4.0,6.0,168.0,34.0,32.0,17.0,2.0,14.0,13.0,,144.0,18.0,263.0,,1.0,42.0,7.0,91.0,4.0,417.0,,0.0,7.0,27.0,,30.0,1.0,641.0,23.0,16.0,13.0,3.0,21.0,0.0,,,,,,,
2016-17,855263,10,2016-10-30 13:30:00,11,Everton,Home,149.0,17.0,2.0,5.0,3.0,,,189.0,8.0,,5.0,4.0,9.0,33.0,333.0,,1.0,9.0,8.0,14.0,11.0,2.0,3.0,,,1.0,,1.0,,,,,1.0,13.0,,,,,,,5.0,7.0,6.0,12.0,5.0,64.0,56.0,3.0,1.0,2.0,7.0,12.0,7.0,10.0,,,8.0,14.0,3.0,,6.0,2.0,40.0,52.0,7.0,20.0,12.0,,1.0,60.0,15.0,10.0,1.0,,2.0,,1.0,135.0,2.0,,2.0,2.0,,,13.0,2.0,2.0,,12.0,,13.0,13.0,1.0,5.0,113.0,65.0,39.0,8.0,1.0,3.0,12.0,6.0,381.0,6.0,,,44.0,74.0,33.0,,,,,120.0,120.0,,26.0,24.0,49.3,,,,,12.0,0.0,98.0,2.0,1.0,3.0,,,4.0,,3.0,102.0,314.0,4.0,15.0,167.0,27.0,20.0,14.0,6.0,23.0,17.0,,139.0,4.0,266.0,2.0,,17.0,9.0,65.0,2.0,410.0,,0.0,17.0,15.0,1.0,9.0,2.0,587.0,22.0,16.0,13.0,8.0,13.0,0.0,,,,,,,
2016-17,855263,10,2016-10-30 13:30:00,21,West Ham,Away,175.0,22.0,2.0,4.0,3.0,3.0,1.0,180.0,5.0,,5.0,3.0,12.0,22.0,351.0,,1.0,15.0,14.0,8.0,9.0,1.0,1.0,,,,,2.0,,,,,,9.0,,,,,,1.0,4.0,12.0,5.0,7.0,6.0,73.0,55.0,,1.0,,3.0,12.0,6.0,13.0,,,8.0,10.0,8.0,,10.0,3.0,52.0,40.0,3.0,19.0,9.0,,,54.0,12.0,15.0,,,5.0,3.0,2.0,136.0,,,,,,,6.0,,4.0,2.0,9.0,,14.0,14.0,1.0,5.0,99.0,69.0,39.0,8.0,,4.0,6.0,3.0,392.0,7.0,1.0,,56.0,62.0,31.0,,,,,124.0,124.0,7.0,19.0,18.0,50.7,,,,,12.0,0.0,110.0,4.0,,4.0,1.0,,4.0,,3.0,82.0,328.0,8.0,10.0,189.0,32.0,19.0,15.0,7.0,27.0,21.0,,111.0,5.0,256.0,4.0,,22.0,13.0,51.0,1.0,418.0,,0.0,13.0,7.0,1.0,17.0,3.0,616.0,21.0,15.0,10.0,8.0,6.0,0.0,,,,,,,
2016-17,855266,10,2016-10-30 16:00:00,20,Southampton,Home,147.0,17.0,1.0,7.0,6.0,2.0,1.0,268.0,5.0,,2.0,4.0,17.0,29.0,408.0,,,22.0,16.0,18.0,7.0,1.0,1.0,,,,1.0,1.0,,,,,,6.0,,,,,,2.0,6.0,9.0,4.0,6.0,4.0,82.0,45.0,,,,1.0,22.0,3.0,13.0,,,7.0,12.0,7.0,,18.0,4.0,69.0,64.0,1.0,13.0,10.0,,,72.0,13.0,16.0,,,7.0,2.0,1.0,162.0,,,,,,,7.0,,,,10.0,1.0,16.0,16.0,2.0,2.0,132.0,70.0,47.0,3.0,,6.0,2.0,1.0,460.0,2.0,2.0,,107.0,93.0,42.0,,,,,138.0,138.0,4.0,21.0,16.0,54.8,,,,,22.0,0.0,110.0,3.0,2.0,5.0,,,6.0,,3.0,128.0,386.0,11.0,8.0,160.0,30.0,13.0,17.0,6.0,27.0,21.0,,172.0,8.0,353.0,,,21.0,19.0,56.0,2.0,486.0,,0.0,10.0,23.0,1.0,24.0,0.0,692.0,19.0,7.0,8.0,7.0,17.0,0.0,,,,,,,
2016-17,855266,10,2016-10-30 16:00:00,8,Chelsea,Away,155.0,17.0,2.0,4.0,2.0,2.0,,174.0,2.0,,3.0,5.0,4.0,27.0,325.0,,1.0,19.0,18.0,16.0,10.0,1.0,1.0,,,,,,,,,,,11.0,,,,,,1.0,6.0,6.0,4.0,9.0,4.0,71.0,49.0,1.0,1.0,,2.0,22.0,2.0,8.0,,,3.0,8.0,1.0,,15.0,1.0,64.0,69.0,2.0,33.0,18.0,,,43.0,16.0,13.0,2.0,,6.0,1.0,,152.0,2.0,,,1.0,1.0,,9.0,1.0,1.0,,18.0,,16.0,16.0,,3.0,92.0,65.0,31.0,7.0,,4.0,9.0,7.0,385.0,3.0,1.0,,63.0,47.0,22.0,,,,,131.0,131.0,2.0,25.0,18.0,45.2,,,,1.0,22.0,0.0,94.0,,1.0,1.0,1.0,,4.0,1.0,3.0,99.0,313.0,11.0,13.0,182.0,31.0,33.0,21.0,3.0,13.0,10.0,,128.0,8.0,240.0,1.0,,21.0,4.0,61.0,,409.0,,0.0,13.0,27.0,2.0,25.0,0.0,622.0,23.0,8.0,13.0,3.0,21.0,0.0,,,,,,,
2016-17,855267,10,2016-10-31 20:00:00,110,Stoke,Home,131.0,17.0,2.0,2.0,,3.0,,138.0,4.0,1.0,3.0,4.0,6.0,21.0,267.0,1.0,1.0,18.0,27.0,16.0,7.0,2.0,5.0,,,,,,,,,,,11.0,,,,2.0,1.0,1.0,3.0,8.0,6.0,10.0,7.0,65.0,68.0,3.0,1.0,2.0,1.0,21.0,5.0,5.0,,,6.0,3.0,4.0,,10.0,2.0,52.0,59.0,1.0,14.0,11.0,,,57.0,7.0,14.0,2.0,,2.0,2.0,,139.0,2.0,,2.0,1.0,1.0,,9.0,1.0,1.0,,11.0,3.0,8.0,8.0,1.0,3.0,89.0,87.0,43.0,4.0,,6.0,5.0,4.0,337.0,3.0,1.0,,41.0,51.0,32.0,,,,,151.0,151.0,5.0,21.0,32.0,45.6,3.0,,,,21.0,0.0,71.0,2.0,3.0,5.0,,,8.0,,3.0,58.0,254.0,10.0,11.0,148.0,33.0,14.0,12.0,6.0,15.0,9.0,,98.0,11.0,231.0,1.0,1.0,27.0,7.0,61.0,2.0,364.0,1.0,0.0,17.0,21.0,1.0,27.0,2.0,549.0,22.0,15.0,8.0,6.0,18.0,0.0,,,,,,,
2016-17,855267,10,2016-10-31 20:00:00,80,Swansea,Away,203.0,17.0,3.0,7.0,4.0,3.0,,151.0,7.0,1.0,5.0,1.0,14.0,34.0,347.0,,2.0,20.0,16.0,27.0,8.0,3.0,3.0,,,,,,1.0,,,,,11.0,,,,,,,5.0,11.0,7.0,8.0,6.0,69.0,66.0,1.0,,1.0,,21.0,4.0,8.0,,1.0,4.0,3.0,7.0,,16.0,1.0,59.0,52.0,,33.0,21.0,,2.0,55.0,14.0,7.0,,,1.0,1.0,,156.0,1.0,,1.0,1.0,,,12.0,1.0,,,21.0,1.0,14.0,14.0,1.0,5.0,93.0,81.0,50.0,6.0,1.0,3.0,9.0,6.0,410.0,5.0,2.0,1.0,47.0,53.0,23.0,,,,,140.0,140.0,4.0,26.0,30.0,54.4,,,,,21.0,0.0,117.0,2.0,,2.0,1.0,,4.0,,3.0,67.0,328.0,11.0,12.0,229.0,33.0,33.0,10.0,4.0,15.0,11.0,,102.0,7.0,221.0,,2.0,17.0,19.0,73.0,1.0,435.0,,0.0,14.0,14.0,2.0,24.0,0.0,639.0,21.0,16.0,5.0,4.0,11.0,0.0,,,,,,,
2016-17,855272,11,2016-11-05 15:00:00,56,Sunderland,Away,53.0,7.0,,2.0,2.0,,,112.0,7.0,,,8.0,13.0,28.0,163.0,,,15.0,7.0,14.0,7.0,,,,,,,,,,,,,8.0,1.0,,,,,,13.0,16.0,6.0,6.0,3.0,33.0,51.0,,,1.0,5.0,14.0,5.0,17.0,,,2.0,7.0,3.0,,11.0,4.0,56.0,55.0,5.0,28.0,11.0,,,65.0,17.0,14.0,1.0,,2.0,1.0,,104.0,1.0,,,1.0,,,15.0,1.0,2.0,,11.0,,16.0,16.0,5.0,,41.0,58.0,34.0,12.0,1.0,,8.0,4.0,197.0,4.0,3.0,,45.0,28.0,25.0,,,,1.0,126.0,126.0,3.0,25.0,14.0,30.2,,,3.0,,14.0,0.0,57.0,3.0,3.0,6.0,1.0,,,,3.0,62.0,137.0,8.0,8.0,70.0,15.0,28.0,14.0,1.0,12.0,11.0,,108.0,7.0,177.0,2.0,,24.0,13.0,62.0,2.0,235.0,2.0,1.0,9.0,18.0,,21.0,2.0,438.0,21.0,18.0,10.0,2.0,16.0,0.0,,,,,1.0,,
2016-17,855272,11,2016-11-05 15:00:00,91,Bournemouth,Home,173.0,8.0,3.0,7.0,4.0,,,298.0,1.0,,4.0,3.0,14.0,30.0,464.0,,2.0,17.0,14.0,7.0,15.0,2.0,6.0,,,,1.0,1.0,,,,,,14.0,,,,,1.0,1.0,10.0,6.0,3.0,16.0,6.0,74.0,61.0,3.0,2.0,1.0,2.0,14.0,5.0,10.0,,,12.0,19.0,4.0,,13.0,2.0,55.0,56.0,2.0,21.0,14.0,,,56.0,14.0,17.0,,,6.0,4.0,1.0,169.0,1.0,,1.0,1.0,,,2.0,1.0,,,14.0,1.0,4.0,4.0,2.0,4.0,136.0,56.0,38.0,2.0,1.0,7.0,11.0,7.0,507.0,5.0,5.0,,82.0,74.0,46.0,1.0,1.0,1.0,,134.0,134.0,9.0,34.0,12.0,69.8,1.0,3.0,,,14.0,0.0,158.0,1.0,1.0,2.0,,,10.0,,3.0,191.0,435.0,6.0,18.0,187.0,18.0,21.0,22.0,3.0,30.0,27.0,,235.0,2.0,380.0,,1.0,16.0,15.0,50.0,1.0,537.0,,0.0,22.0,15.0,6.0,17.0,3.0,751.0,52.0,14.0,17.0,12.0,11.0,0.0,,,,,,,
2016-17,855274,11,2016-11-05 15:00:00,31,Crystal Palace,Away,201.0,20.0,,10.0,10.0,5.0,1.0,209.0,4.0,1.0,7.0,16.0,11.0,37.0,400.0,,,23.0,20.0,27.0,10.0,,,,,,,,,,,,,14.0,1.0,,,,1.0,1.0,5.0,9.0,5.0,8.0,8.0,94.0,69.0,2.0,1.0,2.0,1.0,18.0,4.0,4.0,1.0,,7.0,14.0,16.0,,14.0,1.0,57.0,59.0,1.0,13.0,10.0,1.0,,79.0,12.0,10.0,1.0,,4.0,5.0,,184.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,10.0,1.0,13.0,13.0,,7.0,119.0,98.0,48.0,4.0,,4.0,7.0,5.0,488.0,2.0,3.0,,53.0,74.0,52.0,,,,1.0,182.0,182.0,2.0,24.0,35.0,61.8,1.0,,,,18.0,0.0,111.0,4.0,,3.0,,,7.0,,3.0,90.0,388.0,8.0,11.0,220.0,44.0,13.0,23.0,7.0,42.0,35.0,,142.0,12.0,330.0,1.0,1.0,41.0,11.0,82.0,3.0,508.0,,0.0,16.0,8.0,1.0,25.0,2.0,725.0,31.0,11.0,14.0,7.0,5.0,0.0,,,,,,,
2016-17,855274,11,2016-11-05 15:00:00,90,Burnley,Home,102.0,11.0,,5.0,5.0,3.0,,117.0,,1.0,1.0,16.0,2.0,39.0,214.0,,,10.0,27.0,20.0,7.0,,,1.0,,,,,,1.0,,,,14.0,,,,,,,6.0,8.0,8.0,9.0,5.0,42.0,58.0,1.0,,2.0,4.0,18.0,1.0,14.0,,1.0,4.0,6.0,4.0,,7.0,2.0,59.0,57.0,4.0,44.0,35.0,,,56.0,11.0,12.0,1.0,,2.0,2.0,,158.0,2.0,,2.0,2.0,,1.0,7.0,3.0,2.0,1.0,35.0,,8.0,8.0,2.0,1.0,65.0,99.0,48.0,7.0,1.0,3.0,6.0,7.0,301.0,4.0,2.0,,40.0,45.0,25.0,1.0,1.0,1.0,,148.0,148.0,1.0,26.0,17.0,38.2,,,,,18.0,0.0,63.0,3.0,,3.0,,1.0,6.0,,3.0,36.0,203.0,10.0,9.0,130.0,26.0,44.0,5.0,4.0,16.0,12.0,2.0,80.0,20.0,214.0,2.0,1.0,42.0,2.0,87.0,3.0,328.0,,0.0,14.0,23.0,,15.0,1.0,514.0,13.0,5.0,4.0,4.0,19.0,0.0,,,,,,,
2016-17,855279,11,2016-11-05 15:00:00,25,Boro,Away,93.0,12.0,1.0,3.0,2.0,4.0,,91.0,8.0,2.0,,11.0,7.0,30.0,181.0,,,12.0,16.0,14.0,3.0,,1.0,,,,,,,1.0,,,,4.0,,,,,,,10.0,14.0,11.0,3.0,2.0,38.0,49.0,,,,3.0,7.0,1.0,17.0,,,2.0,3.0,2.0,,10.0,2.0,62.0,54.0,3.0,41.0,17.0,,1.0,38.0,15.0,7.0,,1.0,,,,132.0,1.0,,1.0,1.0,,,13.0,1.0,,1.0,17.0,,13.0,13.0,6.0,,48.0,69.0,30.0,8.0,1.0,1.0,3.0,3.0,235.0,7.0,2.0,,30.0,46.0,5.0,,,,,124.0,124.0,2.0,24.0,12.0,29.0,,,1.0,,7.0,0.0,48.0,4.0,2.0,6.0,,,1.0,,2.0,22.0,164.0,2.0,4.0,114.0,19.0,41.0,21.0,1.0,6.0,5.0,,50.0,11.0,158.0,,2.0,35.0,7.0,68.0,2.0,266.0,,0.0,5.0,17.0,,18.0,3.0,450.0,6.0,10.0,16.0,2.0,12.0,0.0,,,,,,,
2016-17,855279,11,2016-11-05 15:00:00,43,Man City,Home,154.0,21.0,3.0,7.0,4.0,,,407.0,3.0,,1.0,1.0,14.0,28.0,554.0,1.0,,21.0,14.0,16.0,15.0,4.0,5.0,,,,,1.0,,,,,,19.0,,,,,1.0,,6.0,3.0,2.0,14.0,11.0,88.0,59.0,2.0,2.0,1.0,1.0,7.0,7.0,16.0,,,8.0,21.0,4.0,,10.0,1.0,54.0,62.0,1.0,14.0,12.0,,1.0,96.0,7.0,14.0,1.0,,5.0,1.0,1.0,156.0,1.0,,1.0,1.0,,,3.0,1.0,,,12.0,1.0,15.0,15.0,1.0,1.0,196.0,52.0,33.0,2.0,,10.0,10.0,7.0,611.0,1.0,1.0,,105.0,104.0,55.0,,,,,139.0,139.0,4.0,19.0,35.0,71.0,1.0,2.0,,,7.0,0.0,192.0,1.0,1.0,2.0,1.0,,11.0,,3.0,245.0,534.0,5.0,20.0,170.0,33.0,14.0,24.0,7.0,33.0,26.0,,294.0,2.0,495.0,,,17.0,16.0,55.0,5.0,632.0,1.0,0.0,25.0,15.0,2.0,23.0,1.0,838.0,44.0,10.0,17.0,8.0,11.0,0.0,,,,,,,
2016-17,855281,11,2016-11-05 15:00:00,110,Stoke,Away,117.0,17.0,1.0,3.0,2.0,9.0,,153.0,5.0,1.0,,14.0,5.0,31.0,267.0,,,16.0,21.0,21.0,4.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,7.0,,,,,,1.0,5.0,6.0,4.0,6.0,6.0,47.0,58.0,1.0,,1.0,7.0,10.0,1.0,13.0,,,4.0,10.0,4.0,,8.0,2.0,56.0,50.0,7.0,17.0,9.0,,,71.0,10.0,11.0,,,3.0,2.0,1.0,147.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,1.0,9.0,,15.0,15.0,2.0,,77.0,83.0,44.0,6.0,,4.0,2.0,4.0,337.0,1.0,,1.0,33.0,61.0,33.0,,,,,142.0,142.0,3.0,25.0,20.0,41.9,,,1.0,1.0,10.0,0.0,90.0,1.0,1.0,2.0,1.0,,7.0,,3.0,82.0,250.0,6.0,6.0,133.0,30.0,17.0,8.0,4.0,20.0,16.0,,136.0,29.0,248.0,1.0,1.0,41.0,5.0,66.0,1.0,361.0,,0.0,12.0,16.0,1.0,21.0,1.0,526.0,15.0,11.0,2.0,4.0,13.0,0.0,,,,,,,
2016-17,855281,11,2016-11-05 15:00:00,21,West Ham,Home,233.0,17.0,3.0,6.0,3.0,1.0,,183.0,2.0,,6.0,7.0,13.0,26.0,410.0,,,21.0,21.0,21.0,4.0,3.0,4.0,,,1.0,,1.0,,,,,,4.0,,,,,,,8.0,6.0,6.0,5.0,4.0,73.0,60.0,,,,3.0,10.0,1.0,2.0,,,6.0,15.0,4.0,,8.0,1.0,50.0,56.0,3.0,26.0,19.0,1.0,,63.0,11.0,9.0,,,1.0,,1.0,190.0,,,,,,,7.0,,1.0,,19.0,,7.0,7.0,1.0,6.0,115.0,77.0,42.0,4.0,,4.0,3.0,2.0,478.0,1.0,1.0,,67.0,66.0,27.0,,,,,139.0,139.0,3.0,24.0,26.0,58.1,,2.0,,,10.0,0.0,120.0,1.0,2.0,3.0,,,6.0,,3.0,79.0,397.0,4.0,7.0,257.0,26.0,26.0,21.0,6.0,25.0,19.0,,113.0,7.0,266.0,2.0,1.0,31.0,15.0,64.0,4.0,498.0,,0.0,9.0,14.0,2.0,24.0,4.0,680.0,9.0,8.0,13.0,6.0,11.0,0.0,,,,,,,
2016-17,855275,11,2016-11-05 17:30:00,11,Everton,Away,185.0,13.0,1.0,2.0,1.0,5.0,,197.0,3.0,1.0,,6.0,20.0,29.0,380.0,,,14.0,8.0,18.0,,1.0,1.0,,,,,,,,,,,,,,,,,,10.0,15.0,6.0,1.0,,73.0,55.0,,,,1.0,13.0,,17.0,,,2.0,4.0,3.0,,17.0,4.0,67.0,49.0,1.0,25.0,13.0,,,56.0,16.0,4.0,,,1.0,,,143.0,,,,,,,4.0,,1.0,,13.0,,9.0,9.0,1.0,,125.0,67.0,41.0,4.0,,1.0,,,446.0,7.0,1.0,,48.0,79.0,12.0,,,,,128.0,128.0,2.0,26.0,24.0,39.9,,,,,13.0,0.0,122.0,3.0,1.0,4.0,,,1.0,,3.0,66.0,365.0,5.0,1.0,207.0,30.0,25.0,13.0,2.0,9.0,7.0,,108.0,15.0,265.0,1.0,1.0,24.0,24.0,60.0,1.0,463.0,,0.0,1.0,23.0,,15.0,3.0,620.0,4.0,9.0,4.0,2.0,20.0,0.0,,,,,,,
