season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attObxdLeft,attIboxOwnGoal,attLgRight,attPenTarget,ownGoals,attOboxOwnGoal,attObxdRight,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,expectedGoalsFreekick,attPenPost,keeperGoals,subsGoals,winningGoal,rescindedRedCard
2019-20,1059984,29,2020-03-08 14:00:00,11,Everton,Away,201.0,20.0,,1.0,1.0,2.0,,128.0,4.0,1.0,11.0,,3.0,22.0,328.0,,1.0,14.0,17.0,19.0,1.0,1.0,,,,,,,,1.0,2.0,,,,,1.0,5.0,9.0,8.0,2.0,1.0,63.0,59.0,1.0,1.0,,,10.0,1.0,20.0,,,1.0,7.0,5.0,,10.0,5.0,57.0,53.0,,11.0,5.0,,,44.0,10.0,8.0,,,2.0,2.0,,140.0,,,,,,,4.0,,4.0,2.0,5.0,,9.0,9.0,1.0,11.0,116.0,73.0,45.0,6.0,,1.0,1.0,1.0,397.0,1.0,1.0,43.0,64.0,19.0,,,,,,129.0,129.0,4.0,22.0,20.0,39.8,,,,,10.0,0.0,96.0,4.0,3.0,7.0,,1.0,,1.0,,3.0,47.0,312.0,4.0,2.0,223.0,35.0,11.0,14.0,,14.0,14.0,,82.0,3.0,206.0,4.0,1.0,9.0,4.0,48.0,1.0,415.0,,0.0,3.0,15.0,2.0,15.0,2.0,571.0,7.0,13.0,11.0,1.0,10.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059984,29,2020-03-08 14:00:00,8,Chelsea,Home,358.0,24.0,3.0,3.0,2.0,,,217.0,6.0,,5.0,7.0,5.0,41.0,572.0,,1.0,18.0,19.0,17.0,8.0,2.0,3.0,1.0,,,1.0,1.0,,1.0,13.0,,,,,,8.0,2.0,1.0,9.0,8.0,109.0,56.0,3.0,1.0,2.0,1.0,9.0,1.0,11.0,,,6.0,8.0,3.0,,8.0,,53.0,57.0,1.0,12.0,7.0,,1.0,46.0,8.0,8.0,3.0,,3.0,2.0,1.0,170.0,4.0,,2.0,3.0,1.0,,7.0,3.0,2.0,,7.0,,7.0,7.0,1.0,5.0,173.0,72.0,51.0,1.0,1.0,4.0,10.0,11.0,626.0,1.0,1.0,74.0,56.0,29.0,,,,,,123.0,123.0,3.0,21.0,24.0,60.2,,,,,9.0,0.0,194.0,,1.0,1.0,,2.0,1.0,5.0,,3.0,99.0,553.0,5.0,14.0,378.0,41.0,12.0,27.0,4.0,15.0,13.0,1.0,131.0,5.0,283.0,2.0,,16.0,7.0,64.0,,646.0,,0.0,17.0,13.0,2.0,19.0,1.0,823.0,27.0,20.0,20.0,6.0,7.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059988,29,2020-03-08 16:30:00,1,Man Utd,Home,121.0,23.0,1.0,2.0,1.0,3.0,,97.0,5.0,,2.0,4.0,2.0,24.0,216.0,1.0,2.0,11.0,11.0,8.0,5.0,1.0,1.0,1.0,,,,1.0,1.0,,9.0,,,,,1.0,5.0,4.0,3.0,8.0,4.0,40.0,60.0,,1.0,1.0,5.0,11.0,4.0,18.0,,,2.0,7.0,,,4.0,2.0,54.0,47.0,5.0,33.0,16.0,,1.0,38.0,11.0,9.0,1.0,,2.0,,1.0,137.0,1.0,1.0,1.0,,1.0,,7.0,1.0,,,16.0,,17.0,17.0,4.0,2.0,60.0,46.0,20.0,11.0,,2.0,5.0,6.0,275.0,,,52.0,28.0,14.0,,,,,,114.0,114.0,1.0,35.0,21.0,27.7,,,,1.0,11.0,0.0,57.0,2.0,2.0,4.0,,,1.0,2.0,,3.0,50.0,201.0,8.0,7.0,152.0,46.0,33.0,23.0,2.0,9.0,7.0,1.0,85.0,9.0,151.0,,,15.0,2.0,58.0,1.0,294.0,1.0,0.0,12.0,19.0,4.0,14.0,2.0,488.0,12.0,10.0,12.0,2.0,9.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059988,29,2020-03-08 16:30:00,43,Man City,Away,322.0,28.0,3.0,2.0,1.0,2.0,,356.0,2.0,1.0,3.0,1.0,4.0,44.0,676.0,,,27.0,8.0,11.0,6.0,1.0,2.0,,,,,,,,5.0,,,,,,5.0,8.0,4.0,4.0,3.0,122.0,52.0,1.0,1.0,,1.0,15.0,,12.0,,2.0,11.0,16.0,9.0,,11.0,1.0,47.0,54.0,1.0,8.0,4.0,2.0,1.0,69.0,9.0,10.0,,,3.0,,,175.0,,,,,,,2.0,,,,4.0,,8.0,8.0,,4.0,237.0,78.0,58.0,2.0,,3.0,4.0,4.0,738.0,4.0,1.0,132.0,86.0,36.0,,,,,,151.0,151.0,3.0,23.0,21.0,72.3,,,,,15.0,0.0,227.0,4.0,,4.0,,,,3.0,,3.0,148.0,655.0,2.0,7.0,337.0,44.0,8.0,26.0,8.0,31.0,25.0,,195.0,5.0,455.0,,1.0,11.0,6.0,68.0,2.0,761.0,,0.0,7.0,15.0,2.0,27.0,4.0,948.0,14.0,14.0,18.0,11.0,5.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059986,29,2020-03-09 20:00:00,13,Leicester,Home,230.0,30.0,3.0,7.0,4.0,,2.0,224.0,5.0,,3.0,5.0,8.0,43.0,447.0,2.0,,34.0,15.0,18.0,7.0,4.0,4.0,2.0,,,,,,,9.0,1.0,,,,1.0,11.0,2.0,2.0,12.0,3.0,76.0,62.0,2.0,1.0,2.0,2.0,19.0,1.0,5.0,,1.0,9.0,14.0,7.0,,8.0,,58.0,62.0,2.0,12.0,7.0,,,61.0,15.0,11.0,,,3.0,2.0,,181.0,2.0,,1.0,2.0,,1.0,5.0,3.0,1.0,,7.0,,8.0,8.0,,3.0,146.0,66.0,41.0,,2.0,7.0,6.0,7.0,521.0,,3.0,82.0,102.0,33.0,,,,,1.0,164.0,164.0,3.0,19.0,34.0,64.6,,,,,19.0,0.0,140.0,,1.0,1.0,,,2.0,7.0,,3.0,116.0,426.0,5.0,13.0,259.0,53.0,12.0,24.0,6.0,29.0,23.0,3.0,157.0,2.0,313.0,1.0,,14.0,9.0,64.0,3.0,543.0,3.0,0.0,15.0,24.0,2.0,34.0,2.0,757.0,38.0,17.0,9.0,9.0,13.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059986,29,2020-03-09 20:00:00,7,Aston Villa,Away,115.0,14.0,,1.0,1.0,2.0,1.0,95.0,4.0,,4.0,6.0,1.0,22.0,209.0,1.0,,20.0,18.0,15.0,2.0,1.0,,1.0,,,,,,,3.0,,,,,1.0,7.0,12.0,3.0,2.0,2.0,42.0,67.0,1.0,1.0,,8.0,13.0,,9.0,,,,2.0,2.0,,14.0,2.0,62.0,58.0,8.0,22.0,11.0,1.0,,40.0,12.0,15.0,,,4.0,6.0,,129.0,,,,,,,10.0,,,1.0,11.0,,10.0,10.0,1.0,4.0,68.0,64.0,28.0,9.0,,2.0,1.0,1.0,274.0,1.0,1.0,37.0,46.0,15.0,1.0,1.0,1.0,,,149.0,149.0,1.0,32.0,30.0,35.4,,,,,13.0,0.0,62.0,3.0,,3.0,,1.0,1.0,3.0,,2.0,30.0,191.0,6.0,3.0,141.0,37.0,22.0,15.0,,10.0,10.0,1.0,55.0,9.0,170.0,,1.0,17.0,2.0,55.0,2.0,301.0,1.0,0.0,4.0,23.0,,27.0,1.0,510.0,4.0,14.0,5.0,,16.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059998,30,2020-06-19 18:00:00,20,Southampton,Away,80.0,7.0,3.0,4.0,1.0,2.0,,154.0,2.0,1.0,,8.0,5.0,19.0,230.0,,1.0,21.0,13.0,23.0,11.0,2.0,4.0,4.0,,,2.0,2.0,,,16.0,,1.0,,,,10.0,5.0,4.0,14.0,8.0,48.0,74.0,1.0,2.0,,1.0,22.0,7.0,10.0,,,7.0,6.0,5.0,,7.0,,56.0,72.0,1.0,16.0,10.0,,,66.0,15.0,7.0,1.0,,3.0,,2.0,146.0,3.0,,,3.0,,,5.0,3.0,,,10.0,1.0,17.0,17.0,,,64.0,64.0,25.0,9.0,2.0,4.0,12.0,9.0,315.0,5.0,2.0,59.0,49.0,24.0,,,,,,166.0,166.0,6.0,28.0,37.0,45.0,1.0,,,,22.0,0.0,75.0,,1.0,1.0,,,4.0,6.0,6.0,5.0,86.0,220.0,11.0,16.0,103.0,25.0,16.0,30.0,7.0,18.0,11.0,4.0,140.0,9.0,248.0,,1.0,34.0,5.0,62.0,1.0,333.0,,0.0,22.0,24.0,1.0,27.0,1.0,552.0,33.0,21.0,18.0,7.0,12.0,0.0,,1.0,,,,,,,,,,,,,,,,
2019-20,1059998,30,2020-06-19 18:00:00,45,Norwich,Home,181.0,10.0,1.0,2.0,1.0,2.0,1.0,110.0,6.0,,8.0,8.0,6.0,23.0,289.0,,,13.0,23.0,13.0,7.0,1.0,2.0,1.0,,,,,,,6.0,,,,,1.0,3.0,14.0,8.0,5.0,4.0,62.0,68.0,1.0,1.0,,3.0,20.0,5.0,18.0,1.0,,9.0,3.0,1.0,,12.0,2.0,72.0,56.0,3.0,15.0,8.0,,,47.0,9.0,15.0,,,3.0,2.0,,158.0,,,,,,,10.0,,1.0,2.0,8.0,,5.0,5.0,,8.0,92.0,71.0,24.0,7.0,,3.0,5.0,1.0,376.0,8.0,1.0,57.0,42.0,21.0,,,,,,177.0,177.0,6.0,31.0,19.0,55.0,,,,,20.0,0.0,94.0,4.0,2.0,6.0,,,1.0,3.0,5.0,5.0,55.0,269.0,8.0,8.0,225.0,33.0,15.0,22.0,9.0,15.0,6.0,1.0,96.0,6.0,196.0,1.0,,37.0,7.0,76.0,3.0,406.0,,0.0,9.0,19.0,,19.0,1.0,616.0,14.0,13.0,10.0,9.0,10.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059999,30,2020-06-19 20:15:00,1,Man Utd,Away,215.0,13.0,,4.0,4.0,,,274.0,8.0,,2.0,,3.0,16.0,485.0,,,19.0,14.0,19.0,10.0,,,,,,,,,,11.0,1.0,,,,,8.0,4.0,6.0,7.0,5.0,65.0,60.0,1.0,2.0,1.0,2.0,15.0,2.0,10.0,,1.0,6.0,4.0,5.0,,9.0,1.0,56.0,66.0,2.0,18.0,10.0,,,68.0,18.0,17.0,,,4.0,2.0,,162.0,,,,,,,8.0,,,,10.0,,15.0,15.0,2.0,2.0,159.0,73.0,50.0,7.0,1.0,4.0,6.0,6.0,562.0,3.0,2.0,72.0,95.0,34.0,,,,,1.0,152.0,152.0,5.0,17.0,36.0,61.2,,,1.0,1.0,15.0,0.0,200.0,1.0,1.0,2.0,,1.0,,4.0,2.0,5.0,112.0,462.0,8.0,10.0,233.0,38.0,18.0,19.0,6.0,17.0,11.0,,165.0,,370.0,,,6.0,3.0,34.0,3.0,586.0,,0.0,12.0,16.0,,21.0,1.0,791.0,24.0,17.0,14.0,6.0,8.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059999,30,2020-06-19 20:15:00,6,Spurs,Home,148.0,15.0,,1.0,1.0,1.0,,126.0,7.0,,2.0,5.0,7.0,23.0,273.0,,,19.0,19.0,14.0,5.0,,2.0,,,,,2.0,,,6.0,,,,,,9.0,7.0,5.0,4.0,6.0,51.0,58.0,,,,1.0,16.0,4.0,14.0,,,7.0,8.0,,,5.0,3.0,66.0,56.0,1.0,30.0,20.0,,1.0,46.0,17.0,18.0,,,3.0,1.0,2.0,142.0,1.0,,,1.0,,,7.0,1.0,,,20.0,,12.0,12.0,2.0,2.0,88.0,68.0,36.0,6.0,1.0,1.0,5.0,3.0,335.0,2.0,1.0,71.0,46.0,20.0,1.0,1.0,1.0,,,146.0,146.0,,32.0,19.0,38.8,,2.0,,,16.0,0.0,84.0,3.0,2.0,6.0,,1.0,,3.0,4.0,2.0,63.0,249.0,6.0,6.0,176.0,31.0,30.0,21.0,7.0,16.0,9.0,,96.0,6.0,205.0,,,25.0,7.0,58.0,1.0,365.0,,0.0,10.0,14.0,,24.0,0.0,566.0,11.0,16.0,10.0,7.0,9.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1060000,30,2020-06-20 12:30:00,13,Leicester,Away,192.0,18.0,1.0,3.0,2.0,1.0,1.0,263.0,6.0,,6.0,1.0,9.0,20.0,452.0,,,20.0,22.0,21.0,10.0,1.0,,,,,,1.0,,,13.0,,,,1.0,1.0,8.0,7.0,1.0,5.0,10.0,67.0,67.0,1.0,1.0,,1.0,22.0,6.0,5.0,,,7.0,10.0,5.0,1.0,7.0,,51.0,68.0,1.0,25.0,14.0,,1.0,81.0,12.0,15.0,,,4.0,3.0,1.0,176.0,1.0,,1.0,1.0,,,6.0,1.0,,,14.0,1.0,4.0,4.0,,6.0,153.0,60.0,34.0,2.0,,5.0,7.0,2.0,534.0,1.0,3.0,66.0,106.0,27.0,,,,,,159.0,159.0,3.0,32.0,26.0,68.3,1.0,2.0,,,22.0,0.0,159.0,3.0,,3.0,,,,7.0,6.0,3.0,120.0,433.0,9.0,12.0,221.0,44.0,25.0,11.0,6.0,23.0,18.0,,175.0,3.0,357.0,,,14.0,9.0,50.0,3.0,555.0,,0.0,15.0,27.0,,23.0,1.0,760.0,16.0,14.0,5.0,7.0,17.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1060000,30,2020-06-20 12:30:00,57,Watford,Home,43.0,14.0,1.0,4.0,3.0,2.0,1.0,120.0,4.0,1.0,,9.0,5.0,29.0,159.0,,1.0,17.0,21.0,22.0,3.0,2.0,2.0,1.0,,,,,,1.0,4.0,,,,,2.0,11.0,5.0,10.0,7.0,1.0,39.0,59.0,3.0,2.0,1.0,2.0,22.0,1.0,5.0,,,2.0,9.0,2.0,1.0,13.0,1.0,68.0,51.0,2.0,22.0,11.0,,,58.0,15.0,12.0,,,3.0,3.0,,130.0,1.0,,,1.0,,,12.0,,1.0,,11.0,,10.0,10.0,1.0,1.0,43.0,64.0,31.0,7.0,,1.0,5.0,4.0,224.0,6.0,,41.0,62.0,34.0,,,,,,162.0,162.0,5.0,31.0,17.0,31.7,,,1.0,,22.0,0.0,42.0,,1.0,1.0,,,1.0,3.0,1.0,5.0,76.0,144.0,12.0,6.0,74.0,36.0,22.0,19.0,2.0,16.0,14.0,1.0,120.0,3.0,196.0,1.0,1.0,23.0,7.0,70.0,,254.0,,0.0,8.0,13.0,1.0,30.0,0.0,459.0,29.0,14.0,5.0,2.0,9.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059994,30,2020-06-20 15:00:00,3,Arsenal,Away,237.0,8.0,,3.0,3.0,1.0,,189.0,3.0,1.0,6.0,1.0,5.0,21.0,423.0,,,18.0,7.0,11.0,6.0,1.0,2.0,1.0,,,,,,,10.0,,1.0,,,1.0,4.0,7.0,2.0,9.0,4.0,78.0,49.0,,,,2.0,18.0,4.0,6.0,,1.0,7.0,10.0,5.0,,10.0,1.0,43.0,39.0,2.0,25.0,12.0,,,46.0,8.0,13.0,1.0,,1.0,,,131.0,1.0,,,1.0,,,5.0,1.0,2.0,,12.0,1.0,4.0,4.0,1.0,6.0,139.0,48.0,36.0,10.0,,1.0,7.0,6.0,454.0,2.0,,58.0,65.0,28.0,,,,,,115.0,115.0,4.0,18.0,20.0,58.7,1.0,3.0,,,18.0,0.0,128.0,3.0,,3.0,,1.0,1.0,3.0,4.0,5.0,86.0,406.0,8.0,8.0,256.0,14.0,25.0,20.0,7.0,22.0,15.0,1.0,108.0,3.0,242.0,2.0,1.0,6.0,5.0,37.0,4.0,476.0,1.0,0.0,13.0,8.0,1.0,19.0,1.0,665.0,17.0,16.0,8.0,8.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059994,30,2020-06-20 15:00:00,36,Brighton,Home,131.0,15.0,1.0,3.0,2.0,,,133.0,5.0,,4.0,1.0,2.0,11.0,261.0,,2.0,14.0,11.0,7.0,5.0,,3.0,,,,,,,,6.0,,,,,,10.0,9.0,4.0,7.0,2.0,51.0,46.0,1.0,,1.0,2.0,17.0,2.0,8.0,,,10.0,11.0,5.0,1.0,5.0,4.0,39.0,43.0,2.0,23.0,12.0,,1.0,36.0,13.0,8.0,1.0,,2.0,1.0,,113.0,1.0,,1.0,1.0,,,5.0,1.0,,,12.0,,8.0,8.0,1.0,5.0,76.0,34.0,15.0,8.0,,1.0,5.0,5.0,303.0,4.0,1.0,49.0,41.0,32.0,,,,,,108.0,108.0,7.0,17.0,15.0,41.3,,,3.0,,17.0,0.0,85.0,4.0,1.0,5.0,,,,2.0,2.0,5.0,74.0,243.0,8.0,6.0,150.0,29.0,23.0,9.0,8.0,25.0,17.0,,107.0,1.0,200.0,,,8.0,2.0,32.0,,325.0,,0.0,9.0,22.0,2.0,15.0,2.0,495.0,17.0,11.0,6.0,10.0,15.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1060001,30,2020-06-20 17:30:00,21,West Ham,Home,139.0,14.0,1.0,2.0,1.0,2.0,,135.0,1.0,,8.0,2.0,4.0,20.0,272.0,,1.0,17.0,24.0,19.0,5.0,1.0,1.0,,,,,,,,6.0,,,,,,2.0,6.0,4.0,3.0,4.0,55.0,52.0,1.0,1.0,,,20.0,3.0,13.0,,,5.0,10.0,7.0,,13.0,1.0,60.0,50.0,,16.0,11.0,,,50.0,8.0,7.0,,,1.0,,,134.0,,,,,,,3.0,,,1.0,11.0,,7.0,7.0,1.0,8.0,72.0,53.0,24.0,7.0,,2.0,4.0,2.0,342.0,3.0,,52.0,66.0,28.0,,,,,,141.0,141.0,3.0,19.0,20.0,42.2,,,,1.0,20.0,0.0,96.0,3.0,1.0,4.0,,,,2.0,3.0,3.0,63.0,262.0,7.0,6.0,160.0,33.0,16.0,14.0,5.0,22.0,17.0,,99.0,5.0,219.0,,,23.0,6.0,58.0,,357.0,,0.0,7.0,15.0,1.0,22.0,1.0,536.0,11.0,13.0,9.0,5.0,9.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1060001,30,2020-06-20 17:30:00,39,Wolves,Away,231.0,31.0,1.0,6.0,5.0,2.0,1.0,189.0,2.0,,5.0,4.0,2.0,43.0,414.0,1.0,,22.0,19.0,24.0,7.0,,1.0,,,,,,,,9.0,,,,,,7.0,3.0,4.0,6.0,4.0,97.0,45.0,1.0,,1.0,2.0,18.0,3.0,9.0,,,7.0,9.0,3.0,,5.0,1.0,50.0,60.0,2.0,18.0,10.0,,,55.0,7.0,6.0,1.0,,2.0,2.0,,152.0,2.0,,2.0,2.0,,,4.0,2.0,2.0,,10.0,,10.0,10.0,,5.0,123.0,68.0,44.0,5.0,,1.0,8.0,6.0,493.0,3.0,1.0,74.0,68.0,28.0,,,,,,138.0,138.0,1.0,20.0,16.0,57.8,,,,,18.0,0.0,134.0,1.0,1.0,2.0,,,,1.0,3.0,4.0,83.0,404.0,11.0,9.0,263.0,43.0,18.0,23.0,5.0,19.0,14.0,,119.0,7.0,262.0,2.0,,17.0,2.0,70.0,1.0,506.0,1.0,0.0,10.0,18.0,,26.0,1.0,695.0,25.0,12.0,13.0,7.0,11.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059992,30,2020-06-20 19:45:00,31,Crystal Palace,Away,113.0,16.0,1.0,1.0,,6.0,,156.0,5.0,,,6.0,8.0,26.0,268.0,1.0,,13.0,19.0,23.0,4.0,,1.0,1.0,1.0,,,1.0,,,4.0,,,,,1.0,9.0,6.0,6.0,5.0,2.0,67.0,50.0,1.0,,1.0,1.0,21.0,1.0,13.0,,1.0,4.0,5.0,1.0,,13.0,,65.0,69.0,1.0,20.0,8.0,,,46.0,15.0,12.0,1.0,,4.0,2.0,1.0,151.0,1.0,,1.0,1.0,,,10.0,1.0,,,8.0,,13.0,13.0,,,64.0,60.0,34.0,11.0,1.0,3.0,2.0,2.0,324.0,4.0,2.0,66.0,33.0,12.0,,,,,,132.0,132.0,2.0,25.0,20.0,41.3,,,,,21.0,0.0,68.0,1.0,,1.0,,1.0,1.0,4.0,1.0,3.0,78.0,250.0,9.0,5.0,142.0,25.0,20.0,14.0,2.0,10.0,8.0,1.0,105.0,14.0,218.0,1.0,,24.0,9.0,54.0,3.0,350.0,1.0,0.0,7.0,26.0,,16.0,2.0,541.0,15.0,15.0,9.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059992,30,2020-06-20 19:45:00,91,Bournemouth,Home,177.0,20.0,4.0,5.0,1.0,2.0,,240.0,4.0,,2.0,6.0,10.0,20.0,412.0,,,18.0,23.0,19.0,6.0,5.0,4.0,,,,,1.0,,,6.0,,,,,,8.0,5.0,2.0,6.0,6.0,79.0,54.0,,,,2.0,20.0,4.0,9.0,,1.0,11.0,5.0,2.0,,9.0,,69.0,65.0,2.0,8.0,5.0,,,58.0,13.0,15.0,,,3.0,,1.0,159.0,,,,,,,5.0,,1.0,1.0,5.0,,7.0,7.0,,2.0,128.0,55.0,39.0,4.0,,7.0,4.0,1.0,468.0,1.0,3.0,88.0,72.0,30.0,,,,,,143.0,143.0,7.0,25.0,20.0,58.7,,,,,20.0,0.0,128.0,,,,,,,7.0,4.0,3.0,126.0,389.0,10.0,11.0,201.0,33.0,8.0,30.0,9.0,16.0,7.0,,163.0,5.0,309.0,1.0,,13.0,11.0,36.0,2.0,494.0,1.0,0.0,12.0,18.0,,20.0,3.0,680.0,25.0,17.0,13.0,11.0,10.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059997,30,2020-06-21 14:00:00,4,Newcastle,Home,245.0,16.0,1.0,4.0,3.0,2.0,,120.0,5.0,,3.0,7.0,3.0,29.0,361.0,2.0,1.0,17.0,22.0,20.0,7.0,,1.0,1.0,,1.0,,1.0,,1.0,10.0,,,,,,5.0,6.0,1.0,7.0,5.0,72.0,60.0,4.0,2.0,2.0,6.0,15.0,2.0,6.0,,,2.0,3.0,5.0,,9.0,,53.0,50.0,6.0,12.0,8.0,,,45.0,9.0,10.0,1.0,,4.0,3.0,1.0,158.0,3.0,,2.0,3.0,,,11.0,3.0,,,8.0,,6.0,6.0,1.0,3.0,103.0,70.0,32.0,4.0,2.0,1.0,9.0,8.0,424.0,2.0,3.0,45.0,53.0,19.0,,,,,,131.0,131.0,6.0,31.0,20.0,46.0,,,,1.0,15.0,0.0,109.0,1.0,,1.0,,,1.0,2.0,2.0,5.0,57.0,350.0,6.0,10.0,271.0,39.0,12.0,16.0,2.0,13.0,11.0,1.0,86.0,8.0,184.0,,,17.0,3.0,65.0,3.0,442.0,2.0,0.0,12.0,11.0,2.0,21.0,2.0,603.0,20.0,15.0,9.0,2.0,7.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059997,30,2020-06-21 14:00:00,49,Sheff Utd,Away,197.0,17.0,1.0,6.0,5.0,4.0,,233.0,1.0,,7.0,5.0,4.0,31.0,424.0,1.0,,15.0,20.0,22.0,6.0,1.0,1.0,,,,,,,,6.0,,,,,,5.0,7.0,5.0,6.0,1.0,82.0,58.0,1.0,1.0,,,21.0,3.0,9.0,,,4.0,13.0,3.0,,3.0,2.0,50.0,53.0,,12.0,5.0,1.0,,75.0,10.0,9.0,,,3.0,3.0,,176.0,,,,,,,3.0,,,,5.0,,4.0,4.0,,7.0,126.0,71.0,40.0,2.0,,3.0,4.0,1.0,492.0,2.0,,80.0,109.0,23.0,,,,,,131.0,131.0,3.0,23.0,22.0,54.0,,,,,21.0,0.0,125.0,3.0,2.0,5.0,1.0,2.0,,3.0,3.0,4.0,100.0,412.0,9.0,7.0,217.0,38.0,12.0,14.0,3.0,22.0,19.0,,145.0,9.0,314.0,,,14.0,4.0,61.0,1.0,509.0,1.0,1.0,7.0,16.0,,20.0,0.0,664.0,13.0,13.0,6.0,4.0,9.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059993,30,2020-06-21 16:15:00,7,Aston Villa,Home,74.0,16.0,,3.0,3.0,,1.0,87.0,3.0,,2.0,5.0,7.0,21.0,158.0,,,13.0,26.0,26.0,4.0,1.0,1.0,,,,1.0,1.0,,,2.0,,,,,4.0,3.0,8.0,11.0,6.0,2.0,44.0,43.0,2.0,2.0,1.0,5.0,10.0,1.0,5.0,,,2.0,3.0,4.0,1.0,6.0,1.0,47.0,52.0,5.0,31.0,11.0,,,52.0,9.0,17.0,,,4.0,2.0,1.0,118.0,,,,,,,14.0,,1.0,,11.0,,17.0,17.0,6.0,2.0,44.0,61.0,22.0,10.0,,2.0,3.0,4.0,211.0,7.0,1.0,40.0,40.0,19.0,,,,,,118.0,118.0,2.0,26.0,10.0,26.0,,3.0,,,10.0,0.0,40.0,,3.0,3.0,,1.0,,3.0,,4.0,44.0,138.0,7.0,5.0,93.0,33.0,31.0,3.0,1.0,10.0,9.0,,83.0,4.0,163.0,1.0,,25.0,8.0,61.0,,246.0,,0.0,8.0,8.0,,19.0,2.0,412.0,7.0,9.0,2.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,
