season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attLgLeft,attLgRight,attPenTarget,penGoalsConceded,penaltyConceded,penaltyFaced,attFreekickPost,penaltySave,attPenPost,secondYellow,attPenMiss,attOboxOwnGoal
2025-26,2562107,22,2026-01-17 15:00:00,8,Chelsea,Home,240.0,8.0,,1.0,1.0,1.0,,135.0,4.0,,5.0,9.0,13.0,27.0,374.0,,,10.0,12.0,12.0,4.0,,,,0.0,,,,,,,,,5.0,1.0,,,,,1.0,10.0,5.0,4.0,2.0,100.0,51.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,,1.0,3.0,7.0,3.0,0.0,4.0,1.0,36.0,45.0,1.0,42.0,19.0,,1.0,0.334346,1.5914,,1.2431,0.6015,40.0,7.0,9.0,1.0,,1.0,,,136.0,1.0,,,1.0,,,6.0,1.0,3.0,,19.0,,11.0,11.0,2.0,0.0,5.0,106.0,54.0,31.0,9.0,1.0,2.0,3.0,2.0,421.0,5.0,,0.0,54.0,29.0,13.0,1.0,109.0,109.0,3.0,17.0,18.0,45.8,,,,,16.0,0.0,101.0,4.0,1.0,6.0,,,2.0,,0.0,5.0,75.0,358.0,6.0,5.0,267.0,16.0,42.0,17.0,1.0,11.0,10.0,109019.88,,99.0,2.0,187.0,3.0,1.0,27.0,14.0,55.0,1.0,443.0,,0.0,6.0,17.0,,13.0,3.0,623.0,11.0,13.0,0.0,7.0,3.0,9.0,0.0,,,,,,,,,,,,
2025-26,2562107,22,2026-01-17 15:00:00,94,Brentford,Away,256.0,23.0,2.0,7.0,5.0,,1.0,197.0,6.0,,2.0,2.0,3.0,22.0,446.0,,1.0,18.0,12.0,12.0,12.0,2.0,4.0,2.0,0.0,,,,,,,,,7.0,0.0,,1.0,,1.0,4.0,4.0,2.0,10.0,5.0,81.0,50.0,3.0,3.0,,2.0,8.0,5.0,7.0,,,9.0,12.0,8.0,0.0,7.0,,45.0,36.0,2.0,16.0,10.0,,,1.17975,1.5161,,0.6015,1.2431,62.0,10.0,7.0,,,1.0,1.0,,141.0,,,,,,,6.0,0.0,,1.0,10.0,1.0,8.0,8.0,1.0,0.0,2.0,145.0,63.0,37.0,3.0,0.0,5.0,9.0,5.0,497.0,2.0,1.0,0.0,70.0,57.0,43.0,,125.0,125.0,4.0,18.0,25.0,54.2,1.0,,,,15.0,0.0,146.0,,,,,2.0,5.0,1.0,0.0,4.0,91.0,430.0,8.0,14.0,266.0,43.0,16.0,13.0,8.0,29.0,21.0,113975.36,2.0,129.0,,276.0,,,12.0,4.0,49.0,1.0,513.0,1.0,0.0,15.0,14.0,1.0,21.0,2.0,694.0,33.0,14.0,0.0,3.0,9.0,9.0,0.0,,,,1.0,1.0,1.0,,,,,,
2025-26,2562108,22,2026-01-17 15:00:00,2,Leeds,Home,189.0,14.0,2.0,5.0,3.0,5.0,,127.0,2.0,2.0,3.0,4.0,3.0,18.0,311.0,,1.0,15.0,27.0,22.0,9.0,2.0,3.0,2.0,0.0,,,,,,,,,11.0,0.0,,,,,4.0,5.0,3.0,10.0,4.0,63.0,47.0,5.0,4.0,1.0,1.0,7.0,1.0,3.0,,,7.0,13.0,,0.0,11.0,,52.0,46.0,1.0,13.0,9.0,,1.0,0.907655,1.4306,,1.119,0.0899,55.0,6.0,11.0,,,3.0,2.0,,152.0,1.0,,1.0,1.0,,,9.0,1.0,2.0,,9.0,,7.0,7.0,,0.0,3.0,96.0,71.0,35.0,3.0,0.0,6.0,6.0,5.0,379.0,2.0,2.0,0.0,40.0,55.0,32.0,,151.0,151.0,2.0,23.0,18.0,46.3,,,,,15.0,0.0,91.0,1.0,,1.0,,2.0,8.0,1.0,1.0,4.0,51.0,300.0,7.0,12.0,207.0,34.0,13.0,9.0,6.0,21.0,15.0,116379.77,2.0,94.0,8.0,216.0,2.0,2.0,23.0,3.0,58.0,8.0,402.0,,0.0,14.0,10.0,2.0,21.0,1.0,576.0,22.0,12.0,0.0,4.0,7.0,8.0,0.0,,,,,,,,,,,,
2025-26,2562108,22,2026-01-17 15:00:00,54,Fulham,Away,272.0,17.0,1.0,1.0,,,,117.0,10.0,,9.0,8.0,7.0,22.0,388.0,,1.0,13.0,22.0,27.0,4.0,1.0,3.0,,0.0,,,,,,,,,5.0,0.0,,,,,5.0,10.0,4.0,5.0,3.0,71.0,40.0,,,,5.0,3.0,2.0,4.0,,,3.0,2.0,2.0,0.0,5.0,2.0,46.0,52.0,5.0,31.0,16.0,,1.0,0.420435,0.3873,,0.0899,1.119,48.0,11.0,6.0,,,1.0,1.0,,156.0,,,,,,,13.0,0.0,3.0,,16.0,,10.0,10.0,,0.0,10.0,130.0,81.0,51.0,7.0,0.0,4.0,1.0,1.0,450.0,1.0,,0.0,44.0,37.0,16.0,,122.0,122.0,2.0,15.0,11.0,53.7,,,,,11.0,0.0,120.0,2.0,2.0,4.0,1.0,,5.0,,0.0,5.0,38.0,364.0,3.0,5.0,300.0,30.0,31.0,8.0,3.0,8.0,5.0,112651.4,,76.0,7.0,185.0,4.0,,28.0,9.0,54.0,3.0,477.0,,0.0,8.0,16.0,1.0,16.0,5.0,645.0,7.0,9.0,0.0,3.0,3.0,7.0,0.0,,,,,,,,,,,,
2025-26,2562109,22,2026-01-17 15:00:00,14,Liverpool,Home,177.0,11.0,,9.0,9.0,1.0,,467.0,7.0,,5.0,4.0,10.0,26.0,635.0,3.0,2.0,24.0,12.0,20.0,24.0,,1.0,1.0,0.0,,,,,,,,,30.0,0.0,1.0,,,,3.0,5.0,2.0,20.0,12.0,122.0,44.0,2.0,3.0,,1.0,3.0,13.0,7.0,,,9.0,16.0,10.0,0.0,9.0,1.0,46.0,52.0,1.0,13.0,10.0,,,3.14508,3.1811,,2.1689,0.0799,80.0,8.0,10.0,,,3.0,1.0,,227.0,1.0,,1.0,1.0,,,7.0,1.0,,,10.0,1.0,8.0,8.0,1.0,0.0,5.0,195.0,59.0,41.0,1.0,1.0,3.0,22.0,11.0,707.0,2.0,1.0,0.0,136.0,103.0,60.0,1.0,154.0,154.0,3.0,13.0,22.0,72.9,1.0,2.0,,1.0,16.0,0.0,184.0,,,1.0,,1.0,8.0,1.0,0.0,4.0,304.0,614.0,3.0,25.0,200.0,25.0,13.0,25.0,7.0,34.0,27.0,111942.59,1.0,355.0,1.0,562.0,,,14.0,10.0,49.0,1.0,728.0,5.0,0.0,32.0,7.0,2.0,25.0,1.0,940.0,78.0,14.0,0.0,15.0,9.0,4.0,0.0,,,,,,,,,1.0,,,
2025-26,2562109,22,2026-01-17 15:00:00,90,Burnley,Away,95.0,9.0,,,,,,96.0,5.0,,3.0,2.0,1.0,12.0,191.0,,,8.0,20.0,12.0,2.0,,,1.0,0.0,,,,,,,,,5.0,0.0,,,,,2.0,20.0,12.0,5.0,2.0,33.0,44.0,,,,2.0,11.0,2.0,15.0,2.0,,1.0,3.0,3.0,0.0,6.0,5.0,52.0,46.0,2.0,41.0,19.0,,,0.227665,0.3967,,0.0799,2.1689,35.0,10.0,8.0,1.0,,,,,129.0,1.0,,1.0,1.0,,,16.0,1.0,,,19.0,,9.0,9.0,1.0,0.0,3.0,57.0,62.0,19.0,9.0,0.0,1.0,2.0,1.0,246.0,15.0,,0.0,52.0,30.0,15.0,,118.0,118.0,7.0,18.0,10.0,27.1,,,1.0,3.0,15.0,0.0,56.0,5.0,5.0,8.0,1.0,1.0,4.0,,0.0,5.0,51.0,181.0,11.0,3.0,115.0,19.0,41.0,8.0,1.0,7.0,6.0,113544.97,1.0,82.0,2.0,167.0,,,26.0,1.0,60.0,2.0,275.0,2.0,0.0,7.0,19.0,,12.0,2.0,469.0,15.0,14.0,0.0,7.0,1.0,7.0,0.0,,,,,1.0,1.0,,,,,,
2025-26,2562112,22,2026-01-17 15:00:00,31,Crystal Palace,Away,126.0,10.0,1.0,2.0,1.0,3.0,,131.0,7.0,2.0,1.0,3.0,4.0,15.0,255.0,,1.0,9.0,27.0,24.0,3.0,1.0,2.0,,0.0,1.0,,1.0,,,1.0,,,2.0,0.0,,,,1.0,7.0,10.0,3.0,5.0,1.0,49.0,42.0,2.0,2.0,,2.0,13.0,2.0,6.0,,,4.0,8.0,3.0,0.0,11.0,2.0,59.0,47.0,2.0,36.0,21.0,,1.0,0.987177,0.6107,0.0289,1.0447,2.6411,62.0,15.0,8.0,1.0,,2.0,,1.0,140.0,,,,,,,12.0,0.0,,1.0,21.0,,9.0,9.0,3.0,0.0,2.0,82.0,52.0,22.0,3.0,0.0,1.0,3.0,2.0,317.0,1.0,1.0,0.0,40.0,40.0,26.0,,133.0,133.0,3.0,16.0,20.0,42.7,,3.0,,,20.0,0.0,68.0,5.0,,5.0,,,2.0,1.0,0.0,,55.0,241.0,13.0,4.0,151.0,21.0,36.0,7.0,4.0,15.0,11.0,109315.69,,95.0,11.0,203.0,,2.0,22.0,4.0,50.0,2.0,339.0,,0.0,6.0,12.0,2.0,12.0,3.0,511.0,16.0,14.0,0.0,3.0,4.0,7.0,0.0,,,,,,,,,,,,
2025-26,2562112,22,2026-01-17 15:00:00,56,Sunderland,Home,204.0,17.0,1.0,7.0,6.0,2.0,,168.0,5.0,,3.0,3.0,8.0,21.0,365.0,,,14.0,24.0,27.0,5.0,1.0,1.0,,0.0,,,1.0,,,,,,6.0,0.0,,,,2.0,1.0,5.0,1.0,10.0,3.0,65.0,38.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,,,3.0,9.0,6.0,0.0,5.0,1.0,47.0,59.0,3.0,35.0,19.0,,1.0,0.569065,1.7126,0.0329,2.6411,1.0447,62.0,8.0,14.0,1.0,,1.0,,1.0,158.0,1.0,,1.0,1.0,,,7.0,2.0,1.0,,19.0,1.0,11.0,11.0,,0.0,3.0,112.0,55.0,30.0,4.0,1.0,2.0,5.0,7.0,430.0,2.0,2.0,0.0,56.0,41.0,41.0,,146.0,146.0,1.0,12.0,17.0,57.3,,,3.0,2.0,19.0,0.0,121.0,1.0,1.0,1.0,1.0,,5.0,,0.0,2.0,85.0,346.0,4.0,7.0,231.0,41.0,35.0,13.0,3.0,18.0,15.0,105911.72,,131.0,5.0,243.0,1.0,,20.0,9.0,57.0,,456.0,,0.0,13.0,15.0,2.0,25.0,3.0,657.0,18.0,19.0,0.0,6.0,3.0,11.0,0.0,,,,,,,,,,,,
2025-26,2562113,22,2026-01-17 15:00:00,21,West Ham,Away,125.0,12.0,1.0,6.0,5.0,4.0,,111.0,9.0,,2.0,14.0,3.0,24.0,230.0,,,10.0,20.0,26.0,10.0,1.0,5.0,,0.0,,,,,,,,,11.0,0.0,,,,1.0,11.0,15.0,6.0,17.0,,47.0,50.0,2.0,3.0,1.0,6.0,6.0,6.0,13.0,,,5.0,11.0,3.0,0.0,12.0,2.0,69.0,67.0,6.0,43.0,26.0,,,0.583592,2.846,,2.5408,1.5888,37.0,17.0,11.0,,,1.0,1.0,,113.0,1.0,,,1.0,,,10.0,1.0,,,26.0,,19.0,19.0,2.0,0.0,2.0,72.0,58.0,30.0,11.0,1.0,4.0,8.0,4.0,282.0,4.0,1.0,0.0,31.0,40.0,21.0,,129.0,129.0,4.0,29.0,10.0,38.3,,,,1.0,13.0,0.0,74.0,2.0,3.0,5.0,,,7.0,1.0,1.0,3.0,45.0,210.0,6.0,12.0,146.0,24.0,43.0,13.0,5.0,20.0,15.0,108346.74,,71.0,9.0,180.0,,,30.0,5.0,49.0,1.0,306.0,,0.0,17.0,25.0,,12.0,3.0,541.0,28.0,16.0,0.0,6.0,5.0,12.0,0.0,,,,,,,,,,,,
2025-26,2562113,22,2026-01-17 15:00:00,6,Spurs,Home,183.0,14.0,2.0,10.0,8.0,2.0,,228.0,6.0,,4.0,3.0,5.0,21.0,401.0,1.0,,15.0,26.0,20.0,15.0,2.0,3.0,,0.0,,,,,,,,,12.0,0.0,,,,4.0,8.0,17.0,,15.0,6.0,62.0,58.0,1.0,2.0,1.0,2.0,6.0,4.0,6.0,,,11.0,22.0,11.0,1.0,9.0,2.0,67.0,69.0,2.0,15.0,10.0,1.0,,1.42743,1.4423,,1.5888,2.5408,64.0,12.0,17.0,,,5.0,2.0,,162.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,1.0,10.0,,7.0,7.0,1.0,0.0,4.0,117.0,56.0,39.0,5.0,0.0,10.0,8.0,6.0,452.0,6.0,2.0,0.0,69.0,78.0,47.0,,161.0,161.0,4.0,21.0,28.0,61.7,,,,,18.0,0.0,140.0,2.0,,2.0,1.0,,11.0,,0.0,4.0,133.0,373.0,6.0,18.0,200.0,21.0,15.0,29.0,8.0,43.0,35.0,107537.09,,177.0,8.0,324.0,1.0,,9.0,6.0,36.0,1.0,481.0,3.0,0.0,21.0,19.0,3.0,18.0,5.0,725.0,52.0,17.0,0.0,13.0,11.0,15.0,0.0,,,,,,,,,,,,
2025-26,2562111,22,2026-01-17 17:30:00,17,Nott'm Forest,Home,101.0,12.0,2.0,5.0,3.0,4.0,,163.0,4.0,1.0,4.0,3.0,4.0,18.0,259.0,1.0,,14.0,18.0,17.0,4.0,,,,0.0,,,,,,,,,4.0,0.0,,,,2.0,4.0,14.0,1.0,1.0,5.0,56.0,31.0,,,,2.0,7.0,3.0,6.0,,,4.0,11.0,8.0,0.0,6.0,3.0,48.0,46.0,2.0,33.0,15.0,,2.0,0.540496,0.3409,,,0.8523,52.0,8.0,14.0,,,2.0,2.0,,119.0,,,,,,,11.0,0.0,,,15.0,,6.0,6.0,2.0,0.0,4.0,72.0,57.0,26.0,9.0,0.0,2.0,2.0,,297.0,8.0,2.0,0.0,60.0,60.0,27.0,,123.0,123.0,4.0,14.0,8.0,40.0,,,,1.0,15.0,0.0,74.0,3.0,,3.0,,,3.0,,0.0,2.0,94.0,248.0,7.0,4.0,114.0,25.0,33.0,14.0,4.0,25.0,21.0,106411.48,,122.0,9.0,232.0,,1.0,19.0,5.0,48.0,1.0,321.0,1.0,0.0,6.0,12.0,1.0,19.0,1.0,524.0,14.0,17.0,0.0,4.0,4.0,5.0,0.0,,,,,,,,,,,,
2025-26,2562111,22,2026-01-17 17:30:00,3,Arsenal,Away,217.0,17.0,4.0,11.0,7.0,1.0,1.0,210.0,5.0,2.0,6.0,1.0,8.0,15.0,416.0,,,10.0,17.0,18.0,7.0,4.0,6.0,3.0,0.0,,,,,,,,,7.0,0.0,,,,2.0,4.0,1.0,5.0,14.0,1.0,69.0,36.0,3.0,4.0,,4.0,4.0,8.0,4.0,,,9.0,14.0,2.0,0.0,5.0,,46.0,48.0,4.0,27.0,17.0,,,2.26173,2.0982,,0.8523,,50.0,14.0,8.0,,,2.0,1.0,,155.0,,,,,,,6.0,0.0,2.0,,17.0,,4.0,4.0,,0.0,6.0,134.0,58.0,32.0,4.0,0.0,3.0,8.0,3.0,478.0,3.0,,0.0,48.0,106.0,40.0,,117.0,117.0,2.0,14.0,13.0,60.0,,,,1.0,13.0,0.0,136.0,,,,,3.0,4.0,5.0,0.0,5.0,109.0,405.0,4.0,11.0,232.0,37.0,27.0,13.0,9.0,26.0,17.0,111322.91,3.0,146.0,3.0,288.0,2.0,2.0,20.0,9.0,46.0,,494.0,,0.0,15.0,16.0,1.0,10.0,1.0,658.0,36.0,12.0,0.0,6.0,9.0,7.0,0.0,,,,,,,,,,,,
2025-26,2562114,22,2026-01-18 14:00:00,39,Wolves,Home,133.0,10.0,,3.0,3.0,1.0,,105.0,5.0,,2.0,5.0,5.0,18.0,235.0,,1.0,10.0,19.0,11.0,5.0,,1.0,1.0,0.0,,,,,,,,,4.0,0.0,,,,,11.0,9.0,3.0,6.0,,58.0,39.0,,,,3.0,5.0,2.0,6.0,,,4.0,5.0,8.0,0.0,5.0,1.0,49.0,37.0,3.0,28.0,10.0,,1.0,0.556331,0.2851,,0.1512,0.4824,37.0,14.0,8.0,,,,,,107.0,,,,,,,12.0,0.0,1.0,,10.0,,8.0,8.0,4.0,0.0,2.0,80.0,43.0,15.0,7.0,0.0,2.0,3.0,2.0,277.0,4.0,1.0,0.0,31.0,38.0,25.0,,112.0,112.0,1.0,24.0,10.0,33.0,,,,2.0,14.0,0.0,58.0,2.0,,2.0,2.0,1.0,2.0,,0.0,3.0,43.0,223.0,5.0,5.0,148.0,22.0,28.0,12.0,4.0,17.0,13.0,111160.88,1.0,74.0,4.0,172.0,1.0,,23.0,5.0,52.0,1.0,303.0,1.0,0.0,6.0,11.0,1.0,14.0,2.0,463.0,14.0,14.0,0.0,7.0,4.0,9.0,0.0,,,,,,,,,,,,
2025-26,2562114,22,2026-01-18 14:00:00,4,Newcastle,Away,249.0,20.0,2.0,10.0,8.0,1.0,1.0,324.0,6.0,2.0,7.0,2.0,15.0,22.0,563.0,1.0,1.0,12.0,11.0,19.0,7.0,1.0,1.0,,0.0,1.0,,1.0,,,,,,6.0,0.0,,,,4.0,4.0,6.0,,9.0,3.0,92.0,45.0,,,,2.0,9.0,4.0,7.0,,,7.0,17.0,8.0,0.0,4.0,,37.0,49.0,2.0,20.0,13.0,,,1.19306,0.9423,0.0491,0.4824,0.1512,60.0,8.0,14.0,,,5.0,2.0,1.0,155.0,,,,,,,7.0,0.0,,,13.0,,8.0,8.0,1.0,0.0,7.0,195.0,52.0,44.0,4.0,0.0,4.0,4.0,2.0,594.0,2.0,1.0,0.0,92.0,104.0,51.0,,113.0,113.0,3.0,11.0,24.0,67.0,,,,,17.0,0.0,172.0,2.0,,2.0,3.0,,6.0,,0.0,3.0,163.0,545.0,9.0,8.0,259.0,25.0,20.0,13.0,7.0,34.0,27.0,113062.34,,196.0,1.0,389.0,,2.0,7.0,16.0,34.0,3.0,614.0,1.0,0.0,12.0,10.0,4.0,12.0,2.0,808.0,24.0,23.0,0.0,6.0,7.0,7.0,0.0,,,,,,,,,,,,
2025-26,2562105,22,2026-01-18 16:30:00,11,Everton,Away,132.0,11.0,2.0,2.0,,1.0,,97.0,6.0,,6.0,5.0,5.0,26.0,227.0,,,4.0,16.0,19.0,5.0,2.0,2.0,1.0,0.0,,,,,,,,,7.0,0.0,,1.0,,,7.0,12.0,6.0,5.0,4.0,52.0,55.0,,,1.0,1.0,7.0,4.0,5.0,,,4.0,3.0,,0.0,9.0,2.0,47.0,53.0,1.0,28.0,12.0,,,0.205333,0.506,,0.9835,0.9689,43.0,13.0,15.0,1.0,,2.0,2.0,,114.0,,,,,,,9.0,1.0,1.0,,12.0,1.0,13.0,13.0,2.0,0.0,6.0,68.0,53.0,26.0,6.0,0.0,2.0,5.0,3.0,263.0,6.0,,0.0,59.0,35.0,14.0,,110.0,110.0,5.0,20.0,22.0,37.1,1.0,,,2.0,15.0,0.0,58.0,2.0,3.0,5.0,,1.0,2.0,2.0,0.0,1.0,53.0,209.0,7.0,7.0,149.0,20.0,28.0,7.0,2.0,7.0,5.0,108275.77,1.0,82.0,2.0,150.0,1.0,,16.0,8.0,52.0,4.0,292.0,2.0,0.0,9.0,17.0,2.0,12.0,2.0,475.0,16.0,14.0,0.0,2.0,4.0,10.0,0.0,,,,,,,,,,,,
2025-26,2562105,22,2026-01-18 16:30:00,7,Aston Villa,Home,221.0,9.0,2.0,4.0,3.0,2.0,,217.0,6.0,1.0,3.0,3.0,10.0,22.0,434.0,1.0,1.0,17.0,19.0,16.0,14.0,1.0,3.0,1.0,0.0,,,,,,,,,15.0,0.0,1.0,,,,6.0,5.0,4.0,12.0,6.0,62.0,49.0,,,,,8.0,6.0,2.0,,,6.0,12.0,3.0,0.0,10.0,1.0,53.0,47.0,,16.0,9.0,2.0,,1.26013,1.4407,,0.9689,0.9835,50.0,15.0,13.0,,,,,,135.0,,,,,,,6.0,0.0,2.0,,9.0,1.0,4.0,4.0,,0.0,3.0,154.0,48.0,32.0,4.0,0.0,7.0,8.0,5.0,468.0,4.0,1.0,0.0,57.0,49.0,33.0,,125.0,125.0,5.0,21.0,18.0,62.9,1.0,,,,16.0,0.0,144.0,,2.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,113.0,408.0,8.0,15.0,239.0,23.0,16.0,12.0,5.0,19.0,15.0,107640.81,1.0,138.0,3.0,275.0,2.0,1.0,8.0,10.0,44.0,1.0,495.0,1.0,0.0,18.0,14.0,2.0,20.0,1.0,689.0,31.0,27.0,0.0,5.0,6.0,7.0,0.0,,,,,,,,,,,,
2025-26,2562106,22,2026-01-19 20:00:00,36,Brighton,Home,219.0,22.0,2.0,5.0,3.0,1.0,,276.0,6.0,,2.0,3.0,11.0,24.0,490.0,,,16.0,20.0,22.0,12.0,2.0,6.0,,0.0,,,1.0,,,1.0,,,10.0,0.0,,,,1.0,6.0,7.0,4.0,12.0,5.0,95.0,50.0,1.0,1.0,,2.0,8.0,7.0,6.0,,,11.0,7.0,8.0,0.0,4.0,1.0,51.0,61.0,2.0,24.0,11.0,,2.0,0.786873,1.0245,0.0405,1.6002,1.0284,74.0,7.0,6.0,,,3.0,1.0,1.0,172.0,1.0,,1.0,1.0,1.0,,6.0,1.0,1.0,,11.0,1.0,2.0,2.0,,0.0,2.0,164.0,55.0,39.0,6.0,0.0,5.0,10.0,5.0,559.0,5.0,1.0,0.0,81.0,88.0,32.0,,155.0,155.0,3.0,15.0,28.0,66.9,,,1.0,1.0,18.0,0.0,149.0,1.0,,1.0,,,5.0,1.0,1.0,5.0,140.0,471.0,8.0,15.0,239.0,36.0,24.0,26.0,7.0,23.0,16.0,115861.18,,183.0,5.0,364.0,1.0,,8.0,12.0,40.0,1.0,580.0,1.0,0.0,17.0,21.0,,22.0,2.0,796.0,45.0,21.0,0.0,12.0,11.0,10.0,0.0,,,,1.0,1.0,1.0,,,,,,
2025-26,2562106,22,2026-01-19 20:00:00,91,Bournemouth,Away,103.0,24.0,,2.0,2.0,1.0,,93.0,2.0,,3.0,5.0,5.0,27.0,194.0,,1.0,14.0,22.0,20.0,7.0,,3.0,1.0,0.0,,,,,,,,,7.0,1.0,,1.0,,,5.0,12.0,5.0,7.0,4.0,50.0,52.0,1.0,1.0,1.0,2.0,8.0,5.0,12.0,,1.0,6.0,7.0,4.0,0.0,12.0,2.0,61.0,51.0,2.0,31.0,15.0,,,0.57792,1.2867,,1.0284,1.6002,49.0,6.0,7.0,,,1.0,,,133.0,,,,,,,8.0,0.0,,,15.0,1.0,17.0,17.0,2.0,0.0,3.0,51.0,55.0,16.0,11.0,1.0,4.0,3.0,2.0,262.0,7.0,3.0,0.0,56.0,26.0,20.0,1.0,152.0,152.0,2.0,26.0,17.0,33.1,1.0,2.0,,2.0,18.0,0.0,48.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0,4.0,53.0,185.0,8.0,7.0,129.0,40.0,31.0,15.0,4.0,15.0,11.0,113295.0,1.0,94.0,2.0,168.0,,,32.0,6.0,70.0,3.0,282.0,,0.0,11.0,18.0,1.0,21.0,3.0,496.0,18.0,17.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,,,,
2025-26,2562124,23,2026-01-24 12:30:00,21,West Ham,Home,151.0,10.0,1.0,2.0,1.0,1.0,,130.0,7.0,,2.0,3.0,7.0,26.0,279.0,,,19.0,21.0,15.0,6.0,,3.0,,0.0,,,,,,,,,7.0,1.0,1.0,,,2.0,4.0,4.0,3.0,7.0,6.0,66.0,37.0,2.0,2.0,2.0,3.0,7.0,3.0,2.0,,,3.0,4.0,1.0,0.0,3.0,,44.0,60.0,3.0,24.0,20.0,,,1.03216,1.5228,,1.2161,1.094,56.0,9.0,16.0,,,6.0,5.0,,126.0,1.0,,1.0,1.0,,,8.0,2.0,1.0,,20.0,1.0,5.0,5.0,1.0,0.0,2.0,92.0,63.0,26.0,3.0,3.0,1.0,6.0,5.0,344.0,1.0,2.0,0.0,53.0,59.0,21.0,1.0,132.0,132.0,3.0,17.0,11.0,47.1,1.0,,,,10.0,0.0,82.0,,1.0,1.0,3.0,,5.0,,0.0,4.0,62.0,264.0,7.0,7.0,170.0,27.0,24.0,14.0,3.0,13.0,10.0,108038.85,,100.0,4.0,209.0,1.0,,29.0,7.0,63.0,,366.0,,0.0,13.0,25.0,,24.0,2.0,555.0,25.0,14.0,0.0,4.0,3.0,16.0,0.0,,,,,,,,,,,,
