playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,foulWonPenalty,unsuccessfulLayoffs,penaltiesConceded,throwInsToOppositionPlayer,redCards2ndYellow,iboxTarget,shotsOnTargetInBox,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,headedGoals,otherGoals
168977,Joel Coleman,Goalkeeper,Huddersfield,38,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192301,Jon Gorenc Stankovic,Midfielder,Huddersfield,38,Slovenia,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
57513,Jonas Lössl,Goalkeeper,Huddersfield,38,Denmark,2017-18,8.0,,0.1483,0.0,,,,,1.0,,,4.0,38.0,1.0,,38.0,560.0,,1284.0,,,,,,19.0,10.0,,,3420.0,4.0,24.0,6.0,1.0,9.0,304.0,,,52.7768,2.0,174.0,37.0,58.0,,4.0,106.0,6.0,32.0,,1027.0,345.0,38.0,,,,1.0,,,296.0,52.0,,,,13.0,15.0,0.0,680.0,,1.0,567.0,,3.0,,,151.0,,4.0,,,,420.0,,1592.0,,,,,322.0,428.0,,,,1.0,556.0,80.0,,,,,,,,2.0,26.0,37.0,5.0,6.0,2.0,24.0,1.0,103.0,7.0,5.0,6.0,277.0,130.0,21.0,64.0,,
79619,Jonathan Hogg,Midfielder,Huddersfield,38,England,2017-18,145.0,1.0,0.8773,1.0,,4.0,2.0,0.1953,93.0,8.0,2.0,158.0,30.0,,9.0,29.0,210.0,2.0,1413.0,,,3.0,1.0,,65.0,6.0,2.0,1.0,2406.0,30.0,164.0,2.0,56.0,129.0,1141.0,,4.0,38.9086,9.0,5.0,45.0,39.0,1.0,115.0,406.0,30.0,309.0,39.0,436.0,209.0,30.0,,2.0,,29.0,,4.0,537.0,37.0,2.0,,1.0,244.0,35.0,0.0,1380.0,6.0,2.0,264.0,64.0,8.0,12.0,,408.0,32.0,69.0,,1.0,,62.0,163.0,1815.0,2.0,11.0,,3.0,21.0,667.0,22.0,1.0,0.4837,8.0,52.0,69.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
147303,Laurent Depoitre,Forward,Huddersfield,38,Belgium,2017-18,240.0,,0.4293,0.0,,6.0,12.0,4.4,14.0,19.0,1.0,204.0,33.0,1.0,27.0,18.0,207.0,3.0,482.0,6.0,6.0,1.0,15.0,,271.0,3.0,1.0,,1808.0,144.0,168.0,4.0,24.0,41.0,270.0,,59.0,30.0823,13.0,,35.0,34.0,5.0,96.0,116.0,16.0,408.0,12.0,146.0,65.0,33.0,,1.0,3.0,6.0,1.0,14.0,171.0,30.0,3.0,,5.0,137.0,127.0,0.0,451.0,7.0,5.0,329.0,8.0,12.0,3.0,,90.0,28.0,11.0,,,,5.0,130.0,776.0,,3.0,1.0,1.0,1.0,104.0,16.0,1.0,3.8169,1.0,3.0,31.0,1.0,12.0,,,,5.0,5.0,,,,,,,,,,,,,,,,,2.0,
87856,Michael Hefele,Defender,Huddersfield,38,Germany,2017-18,2.0,,0.0009,0.0,,,,,,,,1.0,2.0,,,,1.0,,9.0,,,,2.0,,1.0,,,,32.0,,1.0,,,,8.0,,,1.207,,,5.0,1.0,,2.0,2.0,,3.0,,3.0,1.0,2.0,,,,,,,1.0,1.0,,,,2.0,1.0,0.0,9.0,,,2.0,,,,,4.0,2.0,1.0,,,,,,16.0,,,,,,7.0,2.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
168991,Philip Billing,Midfielder,Huddersfield,38,Denmark,2017-18,49.0,2.0,0.3638,0.0,,1.0,2.0,0.1421,25.0,6.0,1.0,66.0,16.0,,13.0,8.0,90.0,10.0,371.0,,1.0,1.0,8.0,,37.0,2.0,2.0,2.0,760.0,12.0,60.0,3.0,24.0,35.0,265.0,,,10.8297,2.0,1.0,13.0,11.0,,37.0,88.0,6.0,109.0,16.0,129.0,73.0,16.0,,2.0,,9.0,,2.0,119.0,8.0,10.0,,,72.0,25.0,0.0,365.0,4.0,3.0,127.0,16.0,4.0,1.0,,86.0,14.0,18.0,,,,16.0,68.0,520.0,2.0,4.0,,1.0,6.0,164.0,8.0,,0.1967,3.0,24.0,27.0,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,
51344,Rajiv van La Parra,Forward,Huddersfield,38,Netherlands,2017-18,203.0,7.0,1.2006,1.0,,17.0,15.0,4.8896,41.0,26.0,3.0,117.0,33.0,,14.0,26.0,130.0,71.0,633.0,3.0,3.0,7.0,7.0,5.0,42.0,1.0,5.0,8.0,2144.0,29.0,168.0,3.0,72.0,155.0,489.0,1.0,54.0,33.009,14.0,1.0,7.0,36.0,10.0,174.0,212.0,47.0,371.0,26.0,167.0,152.0,33.0,1.0,5.0,3.0,12.0,,61.0,329.0,33.0,76.0,,10.0,329.0,13.0,1.0,631.0,11.0,27.0,417.0,29.0,68.0,1.0,,77.0,29.0,21.0,4.0,,1.0,14.0,177.0,1244.0,6.0,15.0,1.0,7.0,4.0,182.0,21.0,,3.0701,3.0,13.0,34.0,,1.0,,,,7.0,7.0,,,,,,,,,,,,,,,,,,
1243,Robert Green,Goalkeeper,Huddersfield,38,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
79733,Scott Malone,Defender,Huddersfield,38,England,2017-18,65.0,3.0,0.5261,0.0,,2.0,2.0,0.233,39.0,6.0,,82.0,22.0,1.0,1.0,12.0,138.0,43.0,493.0,,,,10.0,,27.0,2.0,1.0,3.0,1115.0,13.0,76.0,3.0,44.0,62.0,314.0,,19.0,18.0149,9.0,11.0,38.0,23.0,2.0,52.0,183.0,9.0,141.0,10.0,211.0,89.0,22.0,,1.0,,10.0,,15.0,206.0,20.0,43.0,,2.0,114.0,14.0,0.0,484.0,4.0,10.0,267.0,29.0,15.0,2.0,,21.0,19.0,26.0,,,,41.0,78.0,932.0,134.0,6.0,,,38.0,152.0,13.0,,0.5288,3.0,56.0,45.0,,,1.0,28.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
169141,Steve Mounié,Forward,Huddersfield,38,Benin,2017-18,240.0,,0.7402,0.0,0.0644,4.0,22.0,6.4175,11.0,45.0,2.0,197.0,28.0,1.0,37.0,21.0,199.0,9.0,523.0,7.0,23.0,2.0,7.0,,280.0,3.0,6.0,,1858.0,134.0,183.0,4.0,29.0,37.0,316.0,,82.0,26.7391,16.0,1.0,29.0,32.0,2.0,106.0,139.0,16.0,423.0,20.0,149.0,63.0,28.0,,6.0,2.0,3.0,1.0,6.0,215.0,28.0,9.0,1.0,2.0,143.0,146.0,0.0,503.0,23.0,11.0,334.0,8.0,13.0,3.0,1.0,91.0,28.0,7.0,,1.0,,8.0,144.0,846.0,1.0,9.0,3.0,2.0,1.0,109.0,7.0,3.0,5.1769,2.0,2.0,28.0,,13.0,,1.0,,9.0,9.0,,,,,,,,,,,,,,,,,3.0,1.0
109434,Terence Kongolo,Defender,Huddersfield,38,Netherlands,2017-18,34.0,2.0,0.2509,0.0,,,,,33.0,2.0,,58.0,13.0,,,11.0,89.0,8.0,311.0,,,,2.0,,41.0,2.0,,2.0,1047.0,13.0,77.0,2.0,18.0,49.0,210.0,,7.0,15.2688,3.0,6.0,64.0,14.0,,21.0,81.0,10.0,111.0,6.0,175.0,50.0,13.0,,,,13.0,,3.0,125.0,12.0,8.0,,,70.0,28.0,0.0,304.0,2.0,1.0,148.0,20.0,7.0,6.0,,20.0,5.0,32.0,,,,12.0,35.0,591.0,39.0,,,,16.0,99.0,4.0,,0.2771,0.0,31.0,31.0,,,,27.0,,,,,,,,,,,,,,,,,,,,,
86176,Tom Ince,Midfielder,Huddersfield,38,England,2017-18,144.0,8.0,1.2459,0.0,0.2692,24.0,20.0,4.2491,35.0,46.0,2.0,106.0,33.0,,19.0,27.0,140.0,19.0,685.0,2.0,10.0,11.0,6.0,36.0,61.0,5.0,8.0,15.0,2453.0,44.0,114.0,4.0,48.0,97.0,528.0,7.0,86.0,32.8868,18.0,1.0,11.0,39.0,13.0,100.0,149.0,36.0,258.0,20.0,174.0,136.0,33.0,,8.0,,8.0,2.0,30.0,353.0,35.0,44.0,4.0,13.0,197.0,17.0,0.0,654.0,26.0,18.0,316.0,27.0,27.0,,4.0,188.0,22.0,12.0,24.0,,,17.0,174.0,1133.0,12.0,10.0,2.0,11.0,11.0,207.0,10.0,1.0,6.4373,0.0,34.0,38.0,,3.0,,3.0,,10.0,10.0,,,,,,,,,,,,,,,,,,
104545,Tommy Smith,Defender,Huddersfield,38,England,2017-18,60.0,12.0,1.7592,0.0,,2.0,2.0,0.0934,38.0,6.0,1.0,119.0,24.0,1.0,1.0,21.0,232.0,52.0,792.0,,3.0,2.0,3.0,,33.0,5.0,2.0,12.0,1908.0,15.0,83.0,3.0,45.0,65.0,517.0,,8.0,30.9927,14.0,19.0,72.0,31.0,,45.0,36.0,18.0,143.0,16.0,357.0,109.0,24.0,,2.0,,11.0,,4.0,297.0,28.0,52.0,,,110.0,18.0,0.0,771.0,4.0,11.0,378.0,27.0,9.0,6.0,,250.0,20.0,26.0,,1.0,,43.0,149.0,1375.0,201.0,6.0,,2.0,82.0,275.0,11.0,1.0,0.1869,7.0,113.0,59.0,,,1.0,58.0,,,,,,,,,,,,,,,,,,,,,
48760,Zanka,Defender,Huddersfield,38,Denmark,2017-18,153.0,,1.0828,0.0,,3.0,3.0,0.3498,55.0,10.0,2.0,195.0,38.0,2.0,1.0,38.0,363.0,,1561.0,,2.0,,,,170.0,10.0,,,3420.0,82.0,154.0,6.0,47.0,66.0,1094.0,,28.0,52.7768,7.0,25.0,241.0,58.0,3.0,71.0,204.0,9.0,307.0,29.0,751.0,166.0,38.0,,,,19.0,,,405.0,52.0,,,3.0,137.0,88.0,0.0,1507.0,7.0,3.0,382.0,36.0,3.0,20.0,,476.0,45.0,76.0,,,,104.0,130.0,2077.0,8.0,,,,94.0,793.0,32.0,,1.924,6.0,168.0,112.0,,,1.0,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,,
