season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768127,12,8,Chelsea,Away,21212,18507,Diego Costa,diego-costa,F,False,,,1.0,19.0,3.0,22.0,3.0,3.0,2.0,,,,1.0,,,1.0,11.0,7.0,,,4.0,,,,,,2.0,,90.0,1.0,,,,,,,,6.8,,,1.0,,2.0,5.0,2.0,,2.0,,28.0,4.0,30.0,2,,49.0,3.0,3.0,2.0
2015-16,6768127,12,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,,,,45.0,4.0,49.0,,,3.0,,,2.0,1.0,,,1.0,4.0,7.0,,,1.0,,,,,,3.0,,90.0,,,,,,,,,7.6,,,2.0,,,5.0,1.0,,,,56.0,4.0,59.0,4,1.0,83.0,2.0,2.0,4.0
2015-16,6768127,12,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,2.0,,1.0,17.0,10.0,25.0,1.0,,4.0,,,1.0,1.0,,,,4.0,4.0,,,1.0,,,,1.0,,1.0,,70.0,,,,,,,,,7.0,,,1.0,,,1.0,3.0,,3.0,,27.0,11.0,35.0,2,,50.0,1.0,4.0,
2015-16,6768130,13,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768130,13,8,Chelsea,Home,21212,18507,Diego Costa,diego-costa,F,False,,,,23.0,,23.0,5.0,,2.0,,1.0,2.0,,,,4.0,11.0,1.0,,,1.0,,1.0,,,,1.0,,90.0,2.0,,,,,,,,7.0,,,1.0,,2.0,1.0,,,,3.0,27.0,,27.0,5,,44.0,2.0,1.0,
2015-16,6768130,13,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,,,4.0,60.0,4.0,64.0,,1.0,4.0,,,1.0,,,,4.0,6.0,14.0,,,,,,,,1.0,5.0,,89.0,,,,,,,,,8.1,,,,,,11.0,1.0,,5.0,2.0,69.0,4.0,72.0,1,1.0,101.0,2.0,3.0,9.0
2015-16,6768130,13,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,,,1.0,32.0,13.0,45.0,1.0,1.0,9.0,,,1.0,2.0,,,4.0,9.0,6.0,,,1.0,,,,,,1.0,,83.0,,,,,,,,,6.5,,,2.0,,,4.0,4.0,,4.0,,42.0,14.0,52.0,3,1.0,74.0,3.0,1.0,3.0
2015-16,6768130,13,8,Chelsea,Home,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768143,14,8,Chelsea,Away,21212,18507,Diego Costa,diego-costa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768143,14,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,,,3.0,34.0,3.0,37.0,2.0,2.0,4.0,,,,,,,2.0,7.0,5.0,,,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,,,,6.9,,,1.0,,,2.0,1.0,,3.0,2.0,50.0,6.0,55.0,2,1.0,70.0,3.0,2.0,
2015-16,6768143,14,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,,,2.0,14.0,5.0,19.0,4.0,,6.0,,,1.0,,,,2.0,9.0,4.0,,,1.0,,,,,,,,89.0,,,,,,,,,6.4,,,1.0,,,2.0,1.0,,3.0,,19.0,6.0,24.0,2,2.0,37.0,2.0,2.0,
2015-16,6768158,15,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,2.0,,2.0,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,7.0,,,,,,,,,6.9,,,,,,1.0,1.0,,,,3.0,,2.0,1,,5.0,,,1.0
2015-16,6768158,15,8,Chelsea,Home,21212,18507,Diego Costa,diego-costa,F,True,,,,6.0,2.0,8.0,5.0,,1.0,,,,,,,3.0,12.0,,,,2.0,,,,,,1.0,,45.0,1.0,,,,,,,,6.2,,,,,,2.0,1.0,,,,9.0,2.0,10.0,1,,20.0,1.0,,
2015-16,6768158,15,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,2.0,,5.0,47.0,6.0,51.0,2.0,1.0,2.0,,,,,,,1.0,6.0,5.0,,,1.0,,,,,,5.0,,90.0,2.0,,,,,,,,7.5,,,,,,5.0,4.0,,5.0,1.0,59.0,7.0,62.0,2,,79.0,2.0,1.0,3.0
2015-16,6768158,15,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,,,4.0,18.0,11.0,29.0,,,5.0,,,2.0,3.0,,,3.0,10.0,12.0,,,2.0,,,,,2.0,3.0,,90.0,2.0,,,,,,,,7.7,,,1.0,,,8.0,4.0,,7.0,,26.0,13.0,35.0,5,3.0,69.0,,3.0,6.0
2015-16,6768158,15,8,Chelsea,Home,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,4.0,1.0,5.0,,1.0,,,,,1.0,,,,1.0,3.0,,,,,,,,,,,7.0,,,,,,,,,6.6,,,,,,1.0,2.0,,,,9.0,1.0,8.0,0,1.0,13.0,,,1.0
2015-16,6768162,16,8,Chelsea,Away,16674,38419,Loïc Rémy,loic-remy,F,True,,,1.0,5.0,3.0,8.0,1.0,1.0,1.0,,,,,,,1.0,2.0,4.0,,,,,1.0,,,,,,25.0,1.0,,,,,,,,7.5,,,1.0,,,2.0,,,1.0,,6.0,3.0,9.0,2,,17.0,2.0,1.0,2.0
2015-16,6768162,16,8,Chelsea,Away,21212,18507,Diego Costa,diego-costa,F,False,,,1.0,20.0,3.0,23.0,6.0,5.0,3.0,,1.0,,,,,1.0,8.0,10.0,,,,,,,,,,,90.0,1.0,,,,,,,,6.4,,,,,,2.0,2.0,,1.0,2.0,28.0,4.0,30.0,1,,45.0,4.0,4.0,1.0
2015-16,6768162,16,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,,,2.0,8.0,1.0,9.0,1.0,,2.0,,,1.0,1.0,,,,3.0,2.0,,,,,,,,,,,31.0,,,,,,,,,6.5,,,,,,2.0,1.0,,2.0,,12.0,1.0,12.0,1,,18.0,,1.0,1.0
2015-16,6768162,16,8,Chelsea,Away,35428,49579,Pedro,pedro,F,True,2.0,,2.0,14.0,12.0,24.0,1.0,,5.0,1.0,,1.0,1.0,,,3.0,5.0,5.0,,,,1.0,,,,,2.0,,59.0,,,,,,,,,7.4,,,,,1.0,2.0,5.0,,4.0,,24.0,13.0,32.0,1,1.0,52.0,2.0,2.0,2.0
2015-16,6768167,17,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,2.0,,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,14.0,1.0,,,,,,,,6.6,,,1.0,,,1.0,,,,,2.0,,2.0,2,,6.0,1.0,,1.0
2015-16,6768167,17,8,Chelsea,Home,21212,18507,Diego Costa,diego-costa,F,False,,,,19.0,6.0,25.0,6.0,3.0,,,1.0,,,,,2.0,13.0,4.0,,,1.0,,,,,,,,76.0,,,,,,,,,6.0,,,2.0,,1.0,4.0,,,,,27.0,6.0,33.0,2,1.0,46.0,3.0,,
2015-16,6768167,17,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,2.0,,4.0,32.0,11.0,41.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,,,5.0,12.0,8.0,,,,,1.0,,,2.0,3.0,,90.0,1.0,,,,,,,,7.3,,,1.0,,,7.0,5.0,,4.0,,40.0,12.0,47.0,3,1.0,78.0,1.0,4.0,3.0
2015-16,6768167,17,8,Chelsea,Home,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768174,18,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768174,18,8,Chelsea,Home,21212,18507,Diego Costa,diego-costa,F,False,,,1.0,19.0,2.0,21.0,2.0,2.0,5.0,,,,,,,3.0,10.0,7.0,,,3.0,,2.0,,,,,,90.0,2.0,,,,,,,,8.0,,,2.0,,,3.0,1.0,,1.0,,28.0,2.0,29.0,4,2.0,47.0,,3.0,
2015-16,6768174,18,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,True,,,1.0,12.0,,12.0,,,1.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,,16.0,,,,,,,1.0,,7.2,,,,,,2.0,1.0,,2.0,,15.0,,14.0,0,,20.0,,1.0,2.0
2015-16,6768174,18,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,1.0,,1.0,20.0,9.0,28.0,,,4.0,,,1.0,1.0,,,3.0,5.0,4.0,,,,,,,,1.0,2.0,,74.0,,,,,,,,,6.5,,,,,,1.0,4.0,,2.0,2.0,26.0,10.0,32.0,1,3.0,48.0,1.0,1.0,
2015-16,6768346,19,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,,,3.0,22.0,4.0,26.0,2.0,,3.0,,,,,,,5.0,9.0,11.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,6.9,,,,,,5.0,2.0,,4.0,,34.0,4.0,36.0,0,1.0,61.0,5.0,6.0,4.0
2015-16,6768346,19,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,,,3.0,13.0,7.0,20.0,1.0,,5.0,1.0,,,3.0,,,,7.0,5.0,,,1.0,,,,,1.0,3.0,,90.0,1.0,,,,,,,,7.2,,,,,1.0,3.0,2.0,,3.0,,17.0,10.0,25.0,1,3.0,43.0,1.0,1.0,1.0
2015-16,6768346,19,8,Chelsea,Away,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
