season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576148,3,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576148,3,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,,13.0,9.0,22.0,1.0,,3.0,,,,1.0,,,2.0,4.0,2.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,13.0,,6.7,,,1.0,,,,2.0,,2.0,1.0,18.0,10.0,26.0,1,1.0,41.0,5.0,1.0,,
2021-22,9576148,3,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,3.0,3.0,6.0,,1.0,3.0,,,1.0,,,,1.0,1.0,3.0,,,,,1.0,,,,,,,45.0,1.0,,,,,,,6.0,,7.2,,,,,2.0,,,,1.0,,4.0,6.0,10.0,2,1.0,19.0,,1.0,,
2021-22,9576168,4,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,8.0,2.0,10.0,3.0,3.0,2.0,,,,,,,,4.0,4.0,,,,,2.0,,,,,,,90.0,2.0,1.0,,,,,,5.0,,8.4,,,,,2.0,2.0,,,,,8.0,2.0,10.0,2,,25.0,4.0,,1.0,
2021-22,9576168,4,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,True,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,8.0,,,,,,,,,,6.5,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2021-22,9576168,4,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576168,4,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,8.0,12.0,20.0,1.0,2.0,6.0,,,,,,,,4.0,5.0,,,1.0,,,,,,1.0,1.0,,64.0,,,,,,,,7.0,,6.8,,,1.0,,4.0,2.0,,,,,9.0,13.0,22.0,1,1.0,37.0,3.0,2.0,,
2021-22,9576161,5,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,11.0,2.0,13.0,2.0,3.0,4.0,1.0,,2.0,,,,1.0,5.0,7.0,,,1.0,,,,,,,3.0,,90.0,1.0,,,,,,,10.0,,7.6,,,,,1.0,4.0,1.0,,,1.0,16.0,3.0,18.0,3,1.0,35.0,2.0,,3.0,
2021-22,9576161,5,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,8.0,,8.0,,,,,1.0,,,,,1.0,3.0,,,,2.0,1.0,,,,,,1.0,,20.0,1.0,,,,,,,5.0,,6.5,,,,,,,2.0,,,,10.0,,8.0,1,,14.0,2.0,,,
2021-22,9576161,5,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,,10.0,8.0,18.0,,2.0,8.0,,,2.0,1.0,,,,4.0,3.0,,,1.0,,,,,,1.0,,,45.0,,,,,,,,7.0,,6.6,,,,,,3.0,3.0,,,,13.0,8.0,18.0,2,,32.0,2.0,,1.0,
2021-22,9576161,5,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,1.0,,1.0,16.0,5.0,20.0,6.0,,4.0,,,1.0,,,,3.0,15.0,1.0,,,3.0,,,,,,,,,70.0,,,,,,,,18.0,,6.2,,,2.0,,1.0,3.0,1.0,,1.0,,19.0,7.0,25.0,3,1.0,49.0,5.0,,,1.0
2021-22,9576243,6,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,4.0,3.0,7.0,1.0,2.0,,,,,,,,,1.0,6.0,,,,,,,,,,1.0,,90.0,,,,,,,,9.0,,6.8,,,,,1.0,1.0,1.0,,,,10.0,3.0,12.0,0,,21.0,3.0,3.0,1.0,
2021-22,9576243,6,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,False,,,,5.0,3.0,8.0,1.0,1.0,2.0,,,2.0,2.0,,,,6.0,4.0,,,,,,,,,,,,90.0,,,,,,,,12.0,,6.2,,,,,1.0,3.0,2.0,,,2.0,9.0,5.0,12.0,2,1.0,29.0,1.0,2.0,,
2021-22,9576243,6,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,2.0,2.0,4.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,30.0,,,,,,,,2.0,,6.4,,,,,,,,,,1.0,3.0,2.0,5.0,0,,7.0,1.0,,,
2021-22,9576127,7,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,7.0,3.0,10.0,,2.0,5.0,1.0,1.0,,,,,1.0,1.0,3.0,,,,,,,,1.0,,1.0,,90.0,,,,,,,,7.0,,6.9,,,2.0,,,1.0,,,,1.0,11.0,4.0,15.0,2,,24.0,1.0,,1.0,
2021-22,9576127,7,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,False,,,1.0,11.0,3.0,14.0,,,3.0,,1.0,2.0,2.0,,,4.0,8.0,6.0,,,,,1.0,,,,,,,90.0,4.0,,,,,,,18.0,,7.0,,,,,1.0,4.0,4.0,,2.0,,17.0,4.0,17.0,6,1.0,51.0,5.0,3.0,2.0,
2021-22,9576127,7,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,True,1.0,,,14.0,4.0,17.0,,,,1.0,,,3.0,,,2.0,5.0,,,,,,,,,,,2.0,,25.0,1.0,,,,,,,6.0,,6.7,,,,,,,2.0,,,,17.0,4.0,19.0,1,,25.0,1.0,,,
2021-22,9576127,7,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576374,8,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,1.0,7.0,1.0,8.0,2.0,2.0,1.0,,,,1.0,,,2.0,5.0,2.0,,,,,,,,,,1.0,,76.0,,,,,,,,7.0,,6.6,,,1.0,,2.0,,1.0,,1.0,2.0,11.0,1.0,11.0,1,,19.0,1.0,,,
2021-22,9576374,8,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,False,,,,22.0,4.0,26.0,,,,,,,2.0,,,,4.0,3.0,,,1.0,,,,,,,,,90.0,,,,,,,,12.0,,6.6,,,1.0,,,2.0,2.0,,,2.0,32.0,4.0,34.0,1,,45.0,,2.0,1.0,
2021-22,9576374,8,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,True,,,1.0,7.0,3.0,10.0,,,1.0,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,25.0,,,,,,,,6.0,,6.5,,,,,2.0,2.0,,,2.0,,10.0,3.0,13.0,0,1.0,22.0,2.0,,1.0,
2021-22,9576374,8,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,True,,,,,2.0,2.0,2.0,4.0,,,,,,,,,2.0,5.0,,,,,,,,,,,,14.0,,,,,,,,1.0,,6.9,,,,,5.0,,,,,,1.0,2.0,3.0,0,1.0,10.0,,,,1.0
2021-22,9576385,9,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,,,,32.0,5.0,37.0,1.0,,3.0,1.0,,,,,,1.0,5.0,1.0,,,2.0,1.0,3.0,,,,,3.0,,90.0,4.0,,,,,,,12.0,,10.0,,,1.0,,,1.0,2.0,,,,38.0,5.0,41.0,5,1.0,55.0,1.0,,,
2021-22,9576385,9,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,19.0,3.0,22.0,,1.0,3.0,,,1.0,3.0,,,2.0,7.0,6.0,,,1.0,,,,,,,,,70.0,1.0,,,,,,,12.0,,6.7,,,,,,3.0,,,,,22.0,4.0,26.0,2,1.0,43.0,5.0,2.0,2.0,
2021-22,9576072,10,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,22.0,5.0,27.0,4.0,2.0,4.0,1.0,1.0,2.0,,,,,4.0,7.0,,,1.0,,,,,,,1.0,,90.0,1.0,,,,,,1.0,8.0,,7.4,,,1.0,,2.0,2.0,,,,2.0,29.0,5.0,34.0,4,,48.0,1.0,3.0,2.0,
2021-22,9576137,11,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,5.0,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,3.0,,6.6,,,,,,,2.0,,,,8.0,,6.0,0,,9.0,,1.0,,
2021-22,9576137,11,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,True,2.0,,,3.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,2.0,,6.9,,,,,,,3.0,,1.0,,5.0,2.0,4.0,0,,7.0,,,,
2021-22,9576137,11,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,23.0,11.0,34.0,3.0,,5.0,,1.0,1.0,,,,,4.0,,,,1.0,,1.0,,,,1.0,,,90.0,1.0,,,,,,,10.0,,7.1,,,1.0,,,,1.0,,,1.0,28.0,12.0,39.0,3,,52.0,4.0,,,
2021-22,9576217,12,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576217,12,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,5.0,2.0,7.0,1.0,1.0,1.0,,1.0,,,,,2.0,4.0,2.0,,,,,1.0,,,,,1.0,,28.0,1.0,,,,,,,6.0,,6.7,,,1.0,,,1.0,,,,1.0,6.0,2.0,8.0,2,,17.0,2.0,1.0,,
2021-22,9576217,12,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,,14.0,6.0,20.0,,,4.0,,,,,,,2.0,5.0,2.0,,,1.0,,,,,,1.0,,,62.0,,,,,,,,12.0,,6.4,,,1.0,,,2.0,,,1.0,,20.0,7.0,27.0,1,2.0,38.0,1.0,,,2.0
2021-22,9576217,12,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,1.0,14.0,5.0,19.0,2.0,3.0,1.0,,,1.0,,,,,6.0,6.0,,,3.0,,,,,,,,,62.0,,,,,,,,9.0,,6.8,,,,,1.0,2.0,,,1.0,,17.0,6.0,23.0,1,,39.0,4.0,2.0,1.0,
2021-22,9576155,13,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,2.0,,2.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,1.0,,8.0,,,,,,,,2.0,,6.6,,,,,,1.0,,,,,2.0,,2.0,0,,5.0,1.0,,1.0,
2021-22,9576155,13,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,False,,,,7.0,3.0,10.0,2.0,,,,,4.0,,,,,4.0,2.0,,,1.0,,,,,,,,,82.0,,,,,,,,9.0,,6.7,,,2.0,,,2.0,1.0,,,,11.0,3.0,13.0,6,1.0,27.0,4.0,,1.0,
2021-22,9576155,13,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,1.0,,,11.0,1.0,11.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,12.0,,,,,,,,4.0,,6.6,,,,,,1.0,2.0,,,,14.0,1.0,13.0,0,,21.0,,1.0,,
2021-22,9576155,13,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,True,,,,8.0,1.0,9.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,12.0,,,,,,,,6.0,,6.6,,,,,,1.0,2.0,,,,11.0,1.0,10.0,0,,15.0,2.0,,,
2021-22,9576155,13,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,4.0,,4.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,21.0,,,,,,,,4.0,,6.6,,,,,1.0,,,,,1.0,8.0,,8.0,0,,10.0,,,,
2021-22,9576088,14,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,5.0,5.0,10.0,4.0,1.0,5.0,,,,2.0,,,,10.0,5.0,,,3.0,,,,,,1.0,1.0,,90.0,,,,,,,,18.0,,6.7,,,,,3.0,2.0,,,,,10.0,8.0,18.0,0,,40.0,6.0,3.0,1.0,
2021-22,9576088,14,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,1.0,,,10.0,4.0,13.0,5.0,1.0,3.0,,,,1.0,,,,8.0,5.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,90.0,1.0,,,,,,,13.0,,8.1,,,1.0,,1.0,2.0,2.0,,1.0,,15.0,8.0,21.0,2,2.0,42.0,3.0,1.0,1.0,
2021-22,9576088,14,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,1.0,,,11.0,3.0,13.0,4.0,3.0,5.0,1.0,,,,,,3.0,7.0,11.0,,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,,12.0,,7.7,,,,,2.0,4.0,1.0,,,4.0,15.0,5.0,19.0,1,1.0,42.0,3.0,3.0,4.0,
2021-22,9576375,15,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,6.0,2.0,8.0,1.0,2.0,,,,,,,,2.0,3.0,3.0,,,,,,,,,,,,45.0,,,,,,,,6.0,,6.5,,,1.0,,,,,,,,8.0,2.0,10.0,1,,16.0,2.0,1.0,,
2021-22,9576375,15,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,3.0,1.0,4.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,18.0,,,,,,,,3.0,,6.5,,,1.0,,1.0,,1.0,,,,4.0,1.0,4.0,1,,11.0,2.0,,,
2021-22,9576375,15,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,5.0,,,42.0,9.0,46.0,1.0,,2.0,1.0,,,,,,1.0,3.0,1.0,,,,1.0,1.0,,,,,4.0,,90.0,3.0,,,,,,,14.0,,8.8,,,,,,1.0,10.0,,,1.0,54.0,9.0,53.0,3,1.0,72.0,,,,1.0
2021-22,9576375,15,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,1.0,9.0,5.0,14.0,2.0,,1.0,,,1.0,,,,1.0,3.0,1.0,,,,,,,,,,,,45.0,1.0,,,,,,,5.0,,6.7,,,,,,1.0,1.0,,1.0,,12.0,5.0,16.0,2,,24.0,1.0,,1.0,
2021-22,9576139,16,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,2.0,,6.5,,,,,,,,,,,3.0,,3.0,0,,3.0,,,,
2021-22,9576139,16,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,False,,,1.0,10.0,5.0,15.0,2.0,1.0,6.0,,,,2.0,,,2.0,8.0,1.0,,,1.0,,,,,,,,,74.0,1.0,,,,,,,10.0,,6.5,,,,,1.0,1.0,1.0,,1.0,,13.0,7.0,19.0,1,,30.0,2.0,,,
2021-22,9576139,16,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576139,16,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,3.0,,1.0,24.0,3.0,24.0,1.0,,5.0,,,,3.0,,,1.0,7.0,4.0,,,1.0,,1.0,,,,1.0,1.0,,90.0,2.0,,,,,,,12.0,,7.6,,,,,1.0,2.0,5.0,,1.0,,29.0,3.0,27.0,2,2.0,50.0,5.0,1.0,1.0,2.0
2021-22,9576139,16,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,18.0,5.0,23.0,1.0,4.0,4.0,,1.0,2.0,,,,4.0,7.0,7.0,,,,,,,,,,,,90.0,1.0,,,,,,,15.0,,6.3,,,,,1.0,3.0,,,,1.0,24.0,5.0,29.0,3,1.0,52.0,2.0,1.0,1.0,
2021-22,9576237,17,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,10.0,4.0,14.0,5.0,1.0,2.0,,1.0,,,,,1.0,9.0,6.0,,,,,,,,,,2.0,,90.0,1.0,,,,,,,13.0,,6.5,,,2.0,,,3.0,,,,,14.0,5.0,19.0,3,1.0,39.0,3.0,4.0,,
2021-22,9576237,17,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,2.0,,1.0,26.0,9.0,33.0,1.0,,6.0,,1.0,1.0,,,,1.0,5.0,2.0,,,1.0,,1.0,,,,,1.0,,90.0,4.0,,,,,,,21.0,,7.6,,,1.0,,,2.0,7.0,,1.0,,39.0,9.0,41.0,6,2.0,67.0,5.0,,,2.0
2021-22,9576254,18,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,12.0,2.0,14.0,3.0,1.0,1.0,,1.0,,,,,,5.0,2.0,,,1.0,,,,,,,,,90.0,1.0,,,,,,,14.0,,6.2,,,,,,3.0,1.0,,1.0,1.0,21.0,3.0,23.0,1,,30.0,2.0,,1.0,
2021-22,9576254,18,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,3.0,,,45.0,7.0,49.0,3.0,,1.0,,,2.0,,,,1.0,5.0,5.0,,,,,,,,,1.0,3.0,,90.0,,,,,,,,25.0,,7.6,,,,,,2.0,13.0,,1.0,1.0,66.0,7.0,60.0,2,3.0,90.0,2.0,1.0,1.0,1.0
2021-22,9576381,19,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,1.0,5.0,1.0,6.0,1.0,2.0,,,,,1.0,,,1.0,3.0,5.0,,,,,1.0,,,,,,,45.0,1.0,,,,,,1.0,6.0,,7.7,,,,,1.0,1.0,1.0,,1.0,,8.0,3.0,10.0,1,,18.0,,2.0,1.0,
2021-22,9576381,19,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,1.0,25.0,7.0,32.0,3.0,,5.0,,,,1.0,,,2.0,8.0,3.0,,,,,,,,,,1.0,,90.0,,,,,,,,12.0,,6.6,,,,,1.0,4.0,,,2.0,,29.0,9.0,38.0,0,,55.0,1.0,1.0,2.0,
2021-22,9576381,19,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,,22.0,4.0,26.0,,,2.0,,1.0,1.0,1.0,,,2.0,5.0,3.0,,,1.0,,,,,1.0,,1.0,,90.0,,,,,,,,17.0,,6.5,,,1.0,,,3.0,7.0,,,1.0,33.0,5.0,31.0,2,1.0,49.0,2.0,,2.0,1.0
2021-22,9576395,20,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,1.0,17.0,6.0,23.0,5.0,7.0,5.0,,,,,,,5.0,13.0,8.0,,,1.0,,1.0,,,,,2.0,,90.0,1.0,,,,,,,18.0,,7.3,,,1.0,,3.0,2.0,1.0,,1.0,1.0,23.0,8.0,30.0,2,,49.0,2.0,1.0,,
2021-22,9576395,20,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,2.0,20.0,10.0,30.0,,1.0,4.0,,,,4.0,,,3.0,10.0,7.0,,,1.0,,,,,,,1.0,,90.0,,,,,,,,14.0,,6.3,,,,,,4.0,,,2.0,,23.0,12.0,35.0,0,2.0,65.0,4.0,2.0,2.0,2.0
2021-22,9576395,20,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,4.0,,,18.0,5.0,19.0,1.0,1.0,4.0,,,1.0,1.0,,,,6.0,7.0,,,3.0,1.0,,,,,2.0,4.0,,90.0,1.0,,,,,,,14.0,,7.7,,,,,,2.0,8.0,,,,27.0,5.0,24.0,2,4.0,49.0,2.0,1.0,1.0,2.0
2021-22,9576395,20,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576392,21,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,15.0,5.0,20.0,5.0,,4.0,,1.0,,1.0,,,1.0,10.0,6.0,,,1.0,,1.0,,,,1.0,,,90.0,2.0,,,,,,,17.0,,6.8,,,1.0,,,4.0,4.0,,,1.0,22.0,6.0,24.0,3,1.0,53.0,6.0,3.0,2.0,1.0
2021-22,9576392,21,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,2.0,,,22.0,4.0,24.0,2.0,,4.0,,,2.0,2.0,,,3.0,9.0,,,,1.0,,,,,,,2.0,,90.0,1.0,,,,,,,17.0,,6.7,,,1.0,,1.0,1.0,5.0,,1.0,,30.0,5.0,30.0,4,,50.0,2.0,,,
2021-22,9576392,21,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,11.0,2.0,13.0,5.0,2.0,1.0,,,1.0,1.0,,,1.0,10.0,5.0,,,2.0,,,,,,1.0,,,79.0,,,,,,,,6.0,,6.5,,,,,,2.0,,,,1.0,12.0,2.0,14.0,1,1.0,29.0,3.0,1.0,1.0,1.0
2021-22,9576278,22,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,4.0,3.0,7.0,7.0,,1.0,,1.0,,,,,,7.0,,,,,,,,,,,,,90.0,1.0,,,,,,,9.0,,6.2,,,,,,,,,,,8.0,4.0,12.0,1,,20.0,3.0,,,
