matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128393,11,2020-12-06 16:30:00,3,Arsenal,Away,212.0,17.0,,9.0,9.0,,2.0,345.0,1.0,1.0,4.0,2.0,5.0,17.0,548.0,,,13.0,19.0,19.0,5.0,1.0,,,0.0,,,,1.0,,,,,9.0,0.0,,,,1.0,6.0,2.0,3.0,6.0,5.0,107.0,55.0,,,,,11.0,2.0,5.0,,,9.0,20.0,12.0,0.0,5.0,,49.0,60.0,,10.0,7.0,,,34.0,63.0,12.0,15.0,,1.0,8.0,4.0,1.0,172.0,,,,,,,2.0,0.0,,,7.0,,5.0,5.0,,0.0,4.0,185.0,69.0,51.0,3.0,0.0,3.0,3.0,2.0,614.0,1.0,3.0,0.0,136.0,60.0,65.0,,,,,,155.0,155.0,6.0,7.0,38.0,69.8,,,,,11.0,0.0,168.0,,1.0,1.0,,,,7.0,,0.0,2.0,17.0,162.0,533.0,5.0,6.0,223.0,36.0,10.0,19.0,8.0,44.0,36.0,,214.0,2.0,453.0,,1.0,6.0,5.0,36.0,,632.0,,0.0,11.0,15.0,,17.0,2.0,826.0,36.0,15.0,0.0,11.0,9.0,11.0,0.0
2128396,12,2020-12-13 19:15:00,3,Arsenal,Home,252.0,17.0,2.0,7.0,5.0,1.0,,217.0,6.0,1.0,5.0,1.0,1.0,24.0,462.0,1.0,,27.0,25.0,10.0,15.0,1.0,3.0,,,,,,,1.0,,,,14.0,,,,,1.0,4.0,8.0,3.0,12.0,6.0,82.0,50.0,3.0,3.0,,,14.0,6.0,4.0,,2.0,13.0,20.0,8.0,,7.0,1.0,46.0,36.0,,10.0,5.0,,,28.0,73.0,5.0,10.0,,,1.0,2.0,,183.0,,,,,,,11.0,,,,5.0,,8.0,8.0,1.0,,5.0,150.0,72.0,34.0,4.0,,5.0,11.0,6.0,526.0,3.0,2.0,1.0,71.0,80.0,48.0,,,,,,163.0,163.0,2.0,20.0,21.0,64.7,,,,,14.0,0.0,142.0,1.0,1.0,2.0,,,,6.0,3.0,,3.0,12.0,139.0,439.0,6.0,16.0,281.0,34.0,10.0,9.0,8.0,38.0,30.0,,181.0,3.0,314.0,,1.0,16.0,2.0,61.0,3.0,557.0,1.0,1.0,18.0,12.0,,31.0,2.0,757.0,39.0,16.0,,4.0,13.0,5.0,0.0
2128406,13,2020-12-16 18:00:00,3,Arsenal,Home,156.0,16.0,,1.0,1.0,1.0,1.0,107.0,2.0,1.0,7.0,3.0,2.0,27.0,262.0,,,17.0,11.0,18.0,5.0,2.0,,,,,,,,,,,,7.0,,1.0,,,2.0,8.0,5.0,8.0,5.0,4.0,52.0,57.0,1.0,,1.0,2.0,17.0,2.0,8.0,,,2.0,6.0,2.0,,5.0,,41.0,46.0,2.0,28.0,14.0,,1.0,33.0,57.0,13.0,13.0,1.0,,2.0,2.0,,134.0,1.0,,1.0,1.0,,,5.0,1.0,,2.0,14.0,1.0,17.0,17.0,4.0,,7.0,82.0,64.0,33.0,7.0,,2.0,6.0,4.0,320.0,2.0,1.0,,58.0,23.0,16.0,,,,,,115.0,115.0,1.0,27.0,21.0,35.2,1.0,,1.0,2.0,17.0,0.0,72.0,1.0,1.0,2.0,1.0,1.0,,3.0,,,3.0,15.0,50.0,250.0,9.0,8.0,175.0,34.0,28.0,14.0,1.0,11.0,10.0,,93.0,3.0,176.0,,1.0,17.0,2.0,56.0,1.0,340.0,,1.0,9.0,8.0,,18.0,1.0,517.0,15.0,13.0,,8.0,2.0,6.0,0.0
2128420,14,2020-12-19 17:30:00,3,Arsenal,Away,239.0,6.0,,5.0,5.0,,,255.0,7.0,,6.0,4.0,2.0,30.0,489.0,,,13.0,14.0,10.0,10.0,,1.0,,,1.0,,,1.0,1.0,,1.0,,10.0,1.0,,,,,6.0,4.0,6.0,9.0,4.0,97.0,49.0,,,1.0,2.0,14.0,4.0,7.0,,,3.0,12.0,5.0,,8.0,1.0,42.0,37.0,2.0,11.0,4.0,,,29.0,68.0,9.0,9.0,1.0,,3.0,,1.0,165.0,,,,,,,8.0,,1.0,,4.0,1.0,8.0,8.0,1.0,,6.0,154.0,59.0,41.0,4.0,,6.0,4.0,2.0,532.0,3.0,2.0,1.0,80.0,73.0,28.0,,,,,1.0,109.0,109.0,3.0,23.0,17.0,57.8,,,,,14.0,0.0,135.0,,1.0,1.0,,,,7.0,1.0,,3.0,16.0,135.0,471.0,9.0,10.0,255.0,22.0,11.0,13.0,2.0,19.0,17.0,,170.0,,315.0,1.0,,8.0,2.0,54.0,,551.0,2.0,0.0,13.0,9.0,,16.0,3.0,718.0,39.0,16.0,,9.0,3.0,6.0,0.0
2128426,15,2020-12-26 17:30:00,3,Arsenal,Home,131.0,10.0,,1.0,1.0,4.0,,99.0,6.0,,4.0,,8.0,17.0,229.0,1.0,,15.0,36.0,16.0,5.0,,2.0,,1.0,,,,1.0,,,,,11.0,1.0,1.0,,,,10.0,11.0,8.0,12.0,3.0,54.0,46.0,1.0,2.0,1.0,2.0,15.0,4.0,9.0,,1.0,7.0,9.0,2.0,,5.0,1.0,67.0,49.0,2.0,18.0,12.0,,,35.0,46.0,13.0,10.0,1.0,,4.0,1.0,1.0,143.0,1.0,,,1.0,,,14.0,1.0,1.0,,12.0,1.0,7.0,7.0,3.0,,4.0,76.0,56.0,21.0,9.0,2.0,1.0,5.0,7.0,301.0,4.0,2.0,,54.0,37.0,18.0,,1.0,1.0,1.0,1.0,146.0,146.0,2.0,27.0,10.0,39.0,1.0,,,,15.0,0.0,55.0,1.0,1.0,2.0,,,,4.0,,,3.0,17.0,70.0,213.0,6.0,6.0,160.0,26.0,18.0,12.0,4.0,16.0,12.0,,108.0,8.0,184.0,1.0,,12.0,8.0,52.0,1.0,328.0,1.0,0.0,15.0,16.0,,24.0,2.0,505.0,24.0,10.0,,7.0,7.0,7.0,0.0
2128436,16,2020-12-29 18:00:00,3,Arsenal,Away,265.0,17.0,,4.0,4.0,1.0,1.0,177.0,3.0,1.0,8.0,2.0,2.0,23.0,438.0,1.0,,13.0,24.0,12.0,7.0,1.0,3.0,,,1.0,,,1.0,,,,,6.0,,,,,1.0,3.0,9.0,4.0,9.0,2.0,80.0,61.0,1.0,1.0,,3.0,17.0,2.0,13.0,,,4.0,7.0,1.0,,11.0,2.0,58.0,37.0,3.0,14.0,5.0,,1.0,26.0,50.0,4.0,11.0,,,4.0,2.0,1.0,147.0,1.0,,1.0,1.0,,,7.0,1.0,,,5.0,,10.0,10.0,2.0,,8.0,147.0,67.0,43.0,5.0,,4.0,5.0,3.0,490.0,6.0,1.0,,85.0,50.0,23.0,,,,,,117.0,117.0,3.0,25.0,21.0,50.3,,,,,17.0,0.0,137.0,2.0,,2.0,,1.0,,6.0,1.0,,3.0,17.0,67.0,427.0,9.0,9.0,292.0,33.0,14.0,11.0,3.0,13.0,10.0,,94.0,4.0,232.0,,1.0,14.0,3.0,55.0,,511.0,1.0,0.0,11.0,10.0,1.0,17.0,0.0,679.0,16.0,13.0,,5.0,4.0,5.0,0.0
2128455,17,2021-01-02 20:00:00,3,Arsenal,Away,304.0,11.0,1.0,4.0,3.0,,,215.0,1.0,,7.0,3.0,4.0,23.0,515.0,,1.0,17.0,27.0,15.0,12.0,1.0,1.0,1.0,,,,,,,,,1.0,19.0,,,,,1.0,2.0,4.0,3.0,17.0,4.0,107.0,75.0,4.0,2.0,3.0,2.0,18.0,2.0,10.0,,,5.0,12.0,2.0,1.0,7.0,1.0,54.0,48.0,2.0,16.0,9.0,,,35.0,54.0,4.0,7.0,2.0,,2.0,2.0,,194.0,3.0,,2.0,3.0,,,3.0,4.0,,,9.0,1.0,16.0,16.0,2.0,,7.0,166.0,63.0,42.0,3.0,1.0,5.0,11.0,12.0,612.0,1.0,,,87.0,71.0,34.0,,,,,,158.0,158.0,2.0,42.0,23.0,61.9,,,,,18.0,0.0,156.0,1.0,2.0,3.0,,,1.0,7.0,,,3.0,19.0,108.0,510.0,6.0,16.0,345.0,28.0,16.0,18.0,5.0,21.0,16.0,1.0,159.0,,299.0,1.0,,20.0,4.0,53.0,2.0,623.0,,0.0,21.0,14.0,1.0,19.0,2.0,817.0,35.0,16.0,,12.0,5.0,11.0,0.0
2128456,18,2021-01-14 20:00:00,3,Arsenal,Home,286.0,30.0,3.0,6.0,3.0,2.0,,320.0,6.0,,7.0,2.0,2.0,29.0,600.0,,,13.0,14.0,17.0,5.0,2.0,5.0,,,,,,,,,,,5.0,,,,,1.0,7.0,8.0,4.0,5.0,6.0,118.0,69.0,,,,1.0,18.0,2.0,17.0,,,7.0,15.0,,,5.0,2.0,56.0,63.0,1.0,8.0,3.0,,,34.0,82.0,11.0,11.0,,,3.0,3.0,,186.0,,,,,,,6.0,,,,3.0,,10.0,10.0,,,7.0,202.0,62.0,46.0,3.0,,3.0,4.0,4.0,675.0,4.0,2.0,,80.0,102.0,34.0,,,,,,140.0,140.0,6.0,20.0,34.0,67.3,,,,,18.0,0.0,186.0,2.0,,2.0,,,,5.0,,,3.0,21.0,159.0,584.0,8.0,7.0,306.0,42.0,8.0,27.0,7.0,25.0,18.0,,211.0,4.0,411.0,,,9.0,2.0,47.0,1.0,692.0,2.0,0.0,11.0,17.0,,13.0,1.0,875.0,24.0,12.0,,18.0,7.0,8.0,0.0
2128466,19,2021-01-18 20:00:00,3,Arsenal,Home,287.0,26.0,3.0,7.0,4.0,,1.0,290.0,3.0,,5.0,2.0,6.0,31.0,570.0,1.0,,10.0,16.0,9.0,9.0,3.0,2.0,1.0,,,,,1.0,,,,,16.0,,,,1.0,1.0,1.0,3.0,1.0,14.0,6.0,106.0,67.0,2.0,2.0,1.0,,14.0,3.0,9.0,,1.0,7.0,17.0,3.0,,7.0,,45.0,33.0,,12.0,9.0,,,36.0,84.0,9.0,8.0,,1.0,4.0,1.0,1.0,175.0,3.0,,2.0,3.0,,1.0,6.0,3.0,,,9.0,1.0,9.0,9.0,,,5.0,174.0,61.0,44.0,2.0,3.0,8.0,7.0,6.0,618.0,1.0,1.0,,88.0,109.0,32.0,,,,,,113.0,113.0,6.0,22.0,34.0,66.4,1.0,,,,14.0,0.0,179.0,1.0,,1.0,,1.0,1.0,11.0,,,3.0,26.0,144.0,557.0,4.0,15.0,302.0,37.0,12.0,13.0,5.0,26.0,21.0,2.0,182.0,,358.0,,,5.0,7.0,48.0,4.0,634.0,1.0,0.0,20.0,7.0,,10.0,0.0,798.0,35.0,13.0,,9.0,7.0,5.0,0.0
2128484,20,2021-01-26 20:15:00,3,Arsenal,Away,138.0,17.0,1.0,3.0,2.0,1.0,,138.0,4.0,,5.0,3.0,7.0,31.0,273.0,,3.0,19.0,10.0,11.0,4.0,1.0,1.0,2.0,,,,,,,,,1.0,8.0,,,,,,4.0,8.0,5.0,7.0,2.0,59.0,49.0,4.0,1.0,3.0,2.0,15.0,,14.0,,,5.0,7.0,4.0,,11.0,2.0,47.0,49.0,2.0,15.0,8.0,,1.0,29.0,48.0,6.0,11.0,1.0,,2.0,2.0,,140.0,3.0,,3.0,3.0,,,9.0,3.0,,,8.0,,7.0,7.0,,,5.0,72.0,54.0,29.0,4.0,2.0,3.0,5.0,5.0,329.0,3.0,2.0,,75.0,37.0,21.0,,,,,,136.0,136.0,6.0,19.0,18.0,42.0,,,3.0,1.0,15.0,0.0,82.0,2.0,2.0,4.0,,,2.0,4.0,,,3.0,15.0,86.0,255.0,7.0,8.0,166.0,33.0,15.0,18.0,3.0,16.0,13.0,2.0,124.0,4.0,203.0,,,16.0,7.0,59.0,2.0,353.0,,0.0,9.0,15.0,3.0,22.0,2.0,536.0,22.0,19.0,,12.0,5.0,8.0,0.0
2128486,21,2021-01-30 17:30:00,3,Arsenal,Home,189.0,12.0,2.0,5.0,3.0,,1.0,168.0,1.0,,4.0,,3.0,15.0,352.0,,,7.0,12.0,10.0,8.0,2.0,3.0,2.0,,1.0,1.0,,3.0,,,,,11.0,,1.0,,,,5.0,8.0,6.0,8.0,9.0,68.0,58.0,,,,2.0,19.0,6.0,6.0,,,4.0,5.0,,,7.0,1.0,37.0,45.0,2.0,21.0,12.0,,,32.0,50.0,9.0,16.0,,,6.0,3.0,3.0,157.0,,,,,,,8.0,,,,12.0,1.0,13.0,13.0,3.0,,4.0,113.0,51.0,24.0,7.0,,5.0,5.0,3.0,416.0,3.0,,,62.0,48.0,21.0,,,,,,108.0,108.0,3.0,31.0,20.0,43.3,1.0,,,,19.0,0.0,98.0,1.0,2.0,3.0,,,2.0,8.0,2.0,,3.0,14.0,88.0,340.0,13.0,10.0,217.0,25.0,21.0,9.0,4.0,12.0,8.0,2.0,121.0,,231.0,,,9.0,3.0,43.0,,436.0,,0.0,17.0,13.0,1.0,9.0,1.0,606.0,17.0,5.0,,6.0,4.0,7.0,0.0
2128502,22,2021-02-02 18:00:00,3,Arsenal,Away,244.0,5.0,,2.0,2.0,,1.0,193.0,4.0,,6.0,3.0,6.0,10.0,435.0,1.0,1.0,8.0,11.0,12.0,5.0,,1.0,,,,,,,,,,,8.0,,,1.0,,,5.0,7.0,4.0,6.0,3.0,84.0,43.0,1.0,1.0,,4.0,9.0,5.0,18.0,,3.0,6.0,4.0,2.0,,7.0,2.0,46.0,43.0,4.0,25.0,11.0,,,26.0,45.0,8.0,10.0,,,1.0,1.0,,133.0,1.0,,,1.0,,,5.0,1.0,2.0,1.0,11.0,2.0,4.0,4.0,,,6.0,138.0,57.0,41.0,9.0,1.0,1.0,5.0,3.0,469.0,,2.0,,42.0,77.0,24.0,1.0,1.0,1.0,,,88.0,88.0,2.0,16.0,17.0,45.4,1.0,3.0,,,9.0,0.0,133.0,2.0,3.0,5.0,,,,1.0,,,3.0,14.0,66.0,420.0,7.0,6.0,253.0,21.0,25.0,11.0,5.0,12.0,7.0,,98.0,1.0,247.0,2.0,1.0,9.0,7.0,30.0,3.0,488.0,1.0,2.0,9.0,13.0,1.0,8.0,2.0,639.0,23.0,10.0,,8.0,6.0,7.0,0.0
2128506,23,2021-02-06 12:30:00,3,Arsenal,Away,232.0,18.0,1.0,8.0,7.0,2.0,1.0,298.0,3.0,,6.0,3.0,11.0,17.0,522.0,,,14.0,24.0,19.0,9.0,1.0,2.0,,,,,1.0,1.0,,,,,10.0,,,,,1.0,7.0,9.0,3.0,10.0,4.0,81.0,65.0,,,,1.0,21.0,5.0,10.0,,,7.0,19.0,11.0,,8.0,4.0,63.0,47.0,1.0,9.0,3.0,1.0,,33.0,65.0,12.0,11.0,,,3.0,4.0,1.0,199.0,,,,,,,3.0,,,1.0,3.0,,6.0,6.0,2.0,,6.0,154.0,61.0,45.0,3.0,,4.0,6.0,3.0,583.0,1.0,2.0,,95.0,79.0,44.0,,,,,,145.0,145.0,2.0,28.0,29.0,66.4,,,,1.0,21.0,0.0,163.0,4.0,3.0,7.0,,,,6.0,,,3.0,17.0,172.0,508.0,7.0,10.0,258.0,28.0,9.0,15.0,6.0,40.0,34.0,,200.0,3.0,379.0,,,16.0,11.0,36.0,,597.0,2.0,0.0,14.0,12.0,,15.0,2.0,793.0,44.0,17.0,,5.0,7.0,7.0,0.0
2128516,24,2021-02-14 16:30:00,3,Arsenal,Home,179.0,13.0,1.0,2.0,1.0,1.0,,146.0,3.0,,11.0,2.0,10.0,19.0,323.0,2.0,,20.0,14.0,12.0,8.0,,,,,,,,,,,,,12.0,1.0,,,1.0,,3.0,5.0,4.0,8.0,5.0,82.0,63.0,2.0,1.0,2.0,,17.0,5.0,7.0,,1.0,4.0,4.0,,1.0,3.0,1.0,39.0,39.0,,15.0,7.0,,1.0,41.0,45.0,8.0,15.0,3.0,,3.0,1.0,,157.0,3.0,,2.0,3.0,,,7.0,3.0,,,7.0,1.0,16.0,16.0,4.0,,11.0,84.0,67.0,27.0,5.0,,3.0,8.0,5.0,398.0,2.0,,,56.0,49.0,21.0,,,,,1.0,136.0,136.0,4.0,16.0,31.0,45.9,1.0,,,1.0,17.0,0.0,100.0,2.0,1.0,3.0,,4.0,,3.0,,,3.0,26.0,58.0,307.0,10.0,11.0,208.0,38.0,15.0,14.0,4.0,9.0,5.0,,95.0,4.0,224.0,,,20.0,13.0,59.0,2.0,423.0,3.0,0.0,13.0,5.0,,23.0,0.0,596.0,35.0,14.0,,7.0,4.0,2.0,0.0
2128526,25,2021-02-21 16:30:00,3,Arsenal,Home,263.0,24.0,1.0,3.0,2.0,,,147.0,10.0,1.0,6.0,2.0,7.0,19.0,407.0,,,8.0,9.0,13.0,4.0,,,,,,,,,,,,,7.0,,,,,,9.0,12.0,3.0,5.0,2.0,75.0,45.0,,,,1.0,9.0,3.0,19.0,,,1.0,10.0,3.0,,1.0,1.0,44.0,38.0,1.0,12.0,3.0,,2.0,24.0,39.0,11.0,8.0,,,,,,147.0,,,,,,,11.0,,,,3.0,,6.0,6.0,,,6.0,129.0,45.0,32.0,3.0,,1.0,3.0,1.0,454.0,6.0,,,52.0,33.0,22.0,,,,,,109.0,109.0,1.0,19.0,18.0,45.0,,,,,9.0,0.0,128.0,2.0,,2.0,,1.0,,3.0,,,4.0,9.0,62.0,387.0,5.0,4.0,290.0,40.0,12.0,14.0,1.0,14.0,13.0,,97.0,1.0,203.0,,1.0,10.0,8.0,40.0,1.0,479.0,,0.0,7.0,8.0,1.0,9.0,2.0,608.0,19.0,19.0,,10.0,1.0,3.0,0.0
2128540,26,2021-02-28 12:00:00,3,Arsenal,Away,215.0,15.0,3.0,9.0,6.0,1.0,3.0,213.0,1.0,1.0,4.0,5.0,10.0,27.0,419.0,,,23.0,14.0,13.0,7.0,,2.0,,,,,,,,,,,8.0,1.0,,,,1.0,2.0,6.0,2.0,6.0,6.0,84.0,59.0,,,2.0,,15.0,4.0,6.0,,2.0,7.0,8.0,3.0,1.0,8.0,,44.0,45.0,,10.0,5.0,1.0,,31.0,60.0,3.0,14.0,1.0,,6.0,5.0,,160.0,1.0,1.0,1.0,,1.0,,3.0,1.0,,,5.0,,9.0,9.0,3.0,,5.0,117.0,56.0,33.0,2.0,1.0,3.0,5.0,4.0,493.0,2.0,3.0,,67.0,92.0,25.0,,,,,1.0,142.0,142.0,4.0,24.0,25.0,55.8,,,3.0,,15.0,0.0,146.0,,2.0,2.0,,,,4.0,2.0,,3.0,19.0,111.0,408.0,6.0,8.0,247.0,29.0,10.0,22.0,7.0,23.0,16.0,,143.0,5.0,283.0,,1.0,22.0,10.0,60.0,1.0,507.0,1.0,0.0,12.0,9.0,,25.0,1.0,690.0,21.0,12.0,,9.0,7.0,8.0,0.0
2128548,27,2021-03-06 12:30:00,3,Arsenal,Away,268.0,18.0,1.0,4.0,3.0,1.0,,224.0,3.0,,13.0,,4.0,16.0,488.0,,,15.0,26.0,26.0,7.0,,,,,,,,,,,,,15.0,,,,1.0,,5.0,6.0,3.0,11.0,4.0,104.0,76.0,2.0,4.0,,1.0,19.0,6.0,4.0,,1.0,3.0,9.0,4.0,,8.0,2.0,55.0,45.0,1.0,17.0,11.0,1.0,,28.0,49.0,12.0,4.0,1.0,,,1.0,,185.0,1.0,,,1.0,,,6.0,1.0,,2.0,11.0,2.0,5.0,5.0,1.0,,13.0,161.0,71.0,35.0,2.0,,2.0,6.0,3.0,579.0,,2.0,,80.0,47.0,29.0,,,,,,164.0,164.0,2.0,33.0,26.0,58.9,1.0,2.0,,,19.0,0.0,145.0,2.0,2.0,4.0,,1.0,,6.0,,,3.0,17.0,121.0,477.0,7.0,8.0,312.0,40.0,17.0,10.0,2.0,16.0,14.0,,157.0,1.0,299.0,1.0,,28.0,4.0,61.0,2.0,595.0,1.0,0.0,15.0,12.0,,22.0,1.0,770.0,37.0,19.0,,3.0,4.0,6.0,0.0
2128556,28,2021-03-14 16:30:00,3,Arsenal,Home,212.0,19.0,,2.0,2.0,,,239.0,,,7.0,4.0,5.0,28.0,449.0,2.0,,10.0,23.0,11.0,10.0,,,,,,,,,,1.0,,,12.0,1.0,1.0,,1.0,,7.0,4.0,2.0,6.0,7.0,105.0,64.0,1.0,1.0,1.0,1.0,23.0,2.0,12.0,,1.0,6.0,19.0,2.0,,9.0,,65.0,53.0,1.0,8.0,2.0,,,23.0,60.0,12.0,13.0,1.0,,4.0,1.0,,168.0,1.0,,1.0,1.0,,,1.0,1.0,,,2.0,2.0,11.0,11.0,1.0,,7.0,116.0,62.0,44.0,3.0,1.0,7.0,4.0,3.0,500.0,1.0,1.0,,84.0,82.0,35.0,,,,,1.0,128.0,128.0,5.0,20.0,31.0,52.6,2.0,,3.0,1.0,23.0,0.0,130.0,2.0,,2.0,,,,8.0,1.0,,3.0,17.0,136.0,434.0,5.0,11.0,228.0,31.0,8.0,18.0,4.0,26.0,22.0,,172.0,2.0,317.0,,,17.0,5.0,54.0,,519.0,2.0,0.0,13.0,20.0,,13.0,1.0,697.0,25.0,12.0,,9.0,6.0,11.0,0.0
2128575,29,2021-03-21 15:00:00,3,Arsenal,Away,227.0,11.0,1.0,6.0,5.0,2.0,1.0,304.0,5.0,,1.0,1.0,7.0,14.0,525.0,,2.0,16.0,18.0,23.0,12.0,1.0,2.0,,,,,,,,,,,14.0,,,,,,4.0,15.0,,9.0,7.0,96.0,56.0,1.0,,1.0,3.0,11.0,5.0,7.0,,,5.0,16.0,4.0,,6.0,,43.0,57.0,3.0,21.0,12.0,,,20.0,63.0,8.0,15.0,1.0,,5.0,3.0,,205.0,1.0,,1.0,1.0,,,6.0,1.0,,,12.0,,9.0,9.0,,,1.0,146.0,55.0,29.0,3.0,,4.0,10.0,7.0,579.0,3.0,1.0,,76.0,74.0,38.0,,,,,,127.0,127.0,6.0,24.0,25.0,63.1,,,1.0,1.0,11.0,0.0,159.0,2.0,,2.0,,,,4.0,,,3.0,13.0,172.0,500.0,7.0,14.0,247.0,35.0,21.0,15.0,4.0,27.0,23.0,,214.0,3.0,386.0,,,8.0,10.0,39.0,,606.0,1.0,0.0,16.0,10.0,2.0,18.0,1.0,785.0,27.0,10.0,,9.0,5.0,6.0,0.0
2128576,30,2021-04-03 20:00:00,3,Arsenal,Home,184.0,22.0,,1.0,1.0,,,117.0,2.0,1.0,4.0,2.0,6.0,20.0,300.0,,,13.0,19.0,13.0,2.0,,1.0,,,,,,,,,,,2.0,,,,,,4.0,9.0,7.0,2.0,1.0,77.0,54.0,,,,,12.0,1.0,13.0,,,1.0,4.0,2.0,,9.0,,60.0,50.0,,24.0,10.0,1.0,,24.0,45.0,10.0,10.0,,,,,,143.0,,,,,,,8.0,,,,10.0,,7.0,7.0,1.0,,4.0,98.0,63.0,24.0,2.0,,,2.0,2.0,370.0,3.0,,,51.0,45.0,6.0,,,,,,136.0,136.0,4.0,27.0,18.0,35.8,,,,1.0,12.0,0.0,77.0,3.0,1.0,4.0,,2.0,,,,,3.0,11.0,55.0,283.0,7.0,2.0,220.0,50.0,24.0,15.0,1.0,7.0,6.0,,83.0,2.0,182.0,,1.0,22.0,7.0,64.0,,395.0,,0.0,3.0,21.0,,19.0,1.0,556.0,7.0,11.0,,6.0,1.0,5.0,0.0
2128592,31,2021-04-11 19:00:00,3,Arsenal,Away,299.0,18.0,2.0,2.0,,3.0,,217.0,4.0,,2.0,2.0,2.0,21.0,514.0,,2.0,21.0,9.0,14.0,7.0,,1.0,1.0,,,,,1.0,,1.0,,,12.0,,,,,,2.0,5.0,2.0,8.0,6.0,87.0,45.0,2.0,,3.0,1.0,13.0,6.0,3.0,,1.0,4.0,3.0,2.0,,9.0,,33.0,43.0,1.0,11.0,6.0,,,23.0,46.0,6.0,9.0,2.0,,1.0,,1.0,150.0,2.0,,2.0,2.0,,,6.0,3.0,,1.0,6.0,,2.0,2.0,,,2.0,179.0,56.0,40.0,2.0,1.0,3.0,6.0,5.0,560.0,3.0,1.0,,57.0,73.0,26.0,,,,,,105.0,105.0,7.0,16.0,20.0,54.9,,,,,13.0,0.0,161.0,2.0,,2.0,,1.0,1.0,3.0,1.0,,3.0,10.0,86.0,500.0,8.0,9.0,314.0,30.0,11.0,15.0,4.0,9.0,5.0,1.0,116.0,5.0,272.0,,,4.0,2.0,35.0,3.0,577.0,1.0,0.0,14.0,12.0,3.0,25.0,1.0,731.0,29.0,11.0,,8.0,4.0,7.0,0.0
