matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360582,12,2011-11-19 12:45:00,3,Arsenal,Away,223.0,17.0,1.0,4.0,3.0,,,221.0,3.0,,11.0,4.0,27.0,31.0,440.0,2.0,3.0,14.0,13.0,6.0,15.0,,,3.0,,,,1.0,,,,,19.0,,,1.0,,,,3.0,6.0,,,76.0,68.0,5.0,4.0,2.0,1.0,4.0,3.0,,6.0,8.0,2.0,,15.0,,50.0,49.0,,7.0,4.0,1.0,,82.0,11.0,11.0,2.0,,2.0,,1.0,207.0,2.0,,2.0,2.0,,1.0,9.0,2.0,2.0,1.0,6.0,1.0,17.0,10.0,,11.0,136.0,91.0,52.0,1.0,,4.0,13.0,11.0,,2.0,,,52.0,66.0,21.0,,,,,,174.0,169.0,3.0,27.0,25.0,57.4,1.0,,,0.0,135.0,,1.0,,,1.0,3.0,5.0,,2.0,93.0,,17.0,252.0,25.0,11.0,19.0,6.0,16.0,10.0,4.0,152.0,4.0,318.0,2.0,,22.0,28.0,53.0,3.0,554.0,3.0,0.0,20.0,22.0,8.0,17.0,0.0,741.0,,7.0,10.0,6.0,14.0,0.0
360589,13,2011-11-26 17:30:00,3,Arsenal,Home,210.0,12.0,4.0,6.0,3.0,,1.0,274.0,4.0,,6.0,4.0,17.0,29.0,478.0,,3.0,21.0,8.0,8.0,13.0,3.0,,1.0,,1.0,,1.0,1.0,,,,17.0,,,,,,1.0,6.0,5.0,,,60.0,72.0,1.0,,1.0,1.0,4.0,7.0,,13.0,16.0,5.0,1.0,14.0,1.0,45.0,57.0,1.0,7.0,5.0,,,65.0,10.0,7.0,,,4.0,1.0,1.0,173.0,1.0,,1.0,1.0,,,4.0,1.0,,1.0,8.0,,23.0,16.0,,6.0,143.0,66.0,47.0,4.0,,5.0,12.0,9.0,,5.0,4.0,1.0,75.0,63.0,19.0,,,,,,146.0,140.0,4.0,36.0,26.0,55.6,,,,0.0,175.0,1.0,1.0,,,1.0,1.0,7.0,,3.0,123.0,,17.0,222.0,21.0,13.0,21.0,13.0,34.0,22.0,1.0,158.0,4.0,363.0,,,7.0,17.0,39.0,3.0,551.0,,0.0,20.0,28.0,5.0,21.0,1.0,772.0,,11.0,14.0,13.0,23.0,0.0
360607,14,2011-12-03 15:00:00,3,Arsenal,Away,313.0,7.0,3.0,6.0,3.0,4.0,,300.0,3.0,2.0,12.0,3.0,27.0,19.0,607.0,1.0,2.0,9.0,3.0,5.0,8.0,2.0,,,,,,,,,,,12.0,,,,,,,2.0,5.0,,,112.0,68.0,2.0,1.0,2.0,,2.0,9.0,1.0,5.0,9.0,3.0,1.0,14.0,,45.0,35.0,,3.0,2.0,,1.0,60.0,12.0,8.0,2.0,,1.0,,,218.0,3.0,1.0,2.0,2.0,1.0,,4.0,3.0,2.0,,4.0,,14.0,13.0,,12.0,174.0,88.0,71.0,4.0,1.0,6.0,7.0,7.0,,3.0,1.0,,55.0,69.0,21.0,,,,,,122.0,117.0,1.0,28.0,27.0,65.4,,,,0.0,175.0,1.0,2.0,,,,,7.0,1.0,3.0,120.0,,13.0,328.0,17.0,8.0,17.0,4.0,16.0,12.0,,166.0,4.0,367.0,2.0,2.0,9.0,28.0,29.0,3.0,679.0,1.0,0.0,16.0,12.0,7.0,10.0,2.0,830.0,,8.0,10.0,5.0,10.0,0.0
360609,15,2011-12-10 15:00:00,3,Arsenal,Home,253.0,15.0,3.0,5.0,2.0,4.0,,210.0,1.0,1.0,6.0,3.0,24.0,30.0,458.0,,3.0,15.0,12.0,12.0,9.0,3.0,,1.0,,,,,,,,,,,,,,,1.0,7.0,3.0,,,70.0,58.0,,,,5.0,5.0,3.0,,7.0,12.0,5.0,,14.0,,42.0,49.0,,9.0,5.0,,,65.0,7.0,13.0,1.0,,,,,204.0,1.0,,1.0,1.0,,,7.0,,4.0,,10.0,,20.0,12.0,1.0,6.0,127.0,92.0,54.0,4.0,,6.0,7.0,3.0,,1.0,1.0,,56.0,57.0,21.0,,,,,,170.0,156.0,3.0,29.0,18.0,61.6,,,2.0,0.0,145.0,,,,,,1.0,6.0,2.0,3.0,87.0,,13.0,280.0,27.0,18.0,14.0,7.0,24.0,17.0,,130.0,13.0,290.0,4.0,1.0,10.0,25.0,46.0,6.0,546.0,,0.0,14.0,16.0,12.0,21.0,2.0,741.0,,10.0,8.0,7.0,11.0,0.0
360623,16,2011-12-18 16:10:00,3,Arsenal,Away,172.0,17.0,1.0,5.0,4.0,3.0,,210.0,6.0,3.0,7.0,6.0,16.0,33.0,377.0,,,14.0,12.0,11.0,8.0,3.0,,,,,,1.0,,,,,8.0,,,,,,2.0,11.0,4.0,,,66.0,60.0,,,,1.0,5.0,10.0,,6.0,8.0,5.0,,27.0,4.0,65.0,58.0,,8.0,2.0,,3.0,72.0,11.0,13.0,,,3.0,2.0,1.0,194.0,,,,,,,8.0,,1.0,1.0,10.0,,20.0,12.0,1.0,7.0,107.0,96.0,60.0,4.0,,3.0,8.0,6.0,,4.0,1.0,,51.0,59.0,19.0,,,,,,170.0,157.0,3.0,23.0,22.0,53.0,,,,0.0,100.0,5.0,,,,2.0,,3.0,1.0,3.0,86.0,,11.0,196.0,26.0,20.0,16.0,4.0,19.0,15.0,,129.0,12.0,290.0,1.0,3.0,25.0,19.0,55.0,3.0,467.0,,0.0,14.0,24.0,3.0,17.0,3.0,692.0,,11.0,10.0,6.0,17.0,0.0
360633,17,2011-12-21 19:45:00,3,Arsenal,Away,212.0,12.0,6.0,7.0,1.0,2.0,,213.0,2.0,,7.0,6.0,19.0,26.0,418.0,1.0,2.0,23.0,7.0,14.0,8.0,1.0,,1.0,,,,,,,,,7.0,1.0,,,,,,3.0,6.0,,,67.0,57.0,1.0,1.0,1.0,3.0,3.0,6.0,,15.0,7.0,3.0,,18.0,1.0,52.0,58.0,1.0,16.0,9.0,2.0,,62.0,9.0,10.0,1.0,,2.0,,,177.0,1.0,1.0,1.0,,1.0,,11.0,,,,17.0,,13.0,8.0,,7.0,134.0,84.0,46.0,7.0,1.0,3.0,7.0,5.0,,1.0,3.0,,48.0,59.0,9.0,,,,,1.0,176.0,165.0,,23.0,24.0,61.8,,,2.0,0.0,132.0,1.0,1.0,,,2.0,1.0,3.0,,3.0,84.0,,10.0,249.0,20.0,25.0,25.0,11.0,21.0,10.0,1.0,112.0,8.0,282.0,,,21.0,20.0,48.0,,510.0,1.0,0.0,11.0,22.0,3.0,28.0,3.0,724.0,,11.0,12.0,15.0,16.0,0.0
360639,18,2011-12-27 15:00:00,3,Arsenal,Home,259.0,13.0,5.0,12.0,7.0,1.0,,331.0,2.0,,1.0,4.0,27.0,23.0,578.0,1.0,4.0,19.0,6.0,13.0,15.0,3.0,,1.0,,,3.0,4.0,,,,,16.0,,,,,,,3.0,3.0,18.0,9.0,98.0,47.0,4.0,3.0,1.0,2.0,9.0,2.0,,13.0,18.0,8.0,,10.0,,28.0,46.0,,4.0,2.0,,,63.0,5.0,12.0,1.0,,5.0,1.0,4.0,205.0,1.0,,1.0,1.0,,1.0,5.0,1.0,,2.0,5.0,,10.0,9.0,,1.0,176.0,88.0,64.0,3.0,,6.0,13.0,11.0,643.0,3.0,1.0,,82.0,77.0,51.0,,,,,,158.0,148.0,4.0,22.0,20.0,73.3,,2.0,,0.0,178.0,,,,,,1.0,7.0,,3.0,160.0,567.0,19.0,273.0,20.0,12.0,16.0,11.0,38.0,27.0,2.0,203.0,4.0,422.0,,,13.0,29.0,34.0,2.0,657.0,2.0,0.0,27.0,12.0,10.0,22.0,2.0,856.0,61.0,20.0,9.0,13.0,12.0,0.0
360649,19,2011-12-31 15:00:00,3,Arsenal,Home,179.0,12.0,1.0,2.0,1.0,2.0,,243.0,2.0,,5.0,3.0,18.0,20.0,420.0,2.0,2.0,17.0,8.0,13.0,12.0,,,2.0,,,,1.0,,,,,13.0,,,,,,1.0,2.0,6.0,,,69.0,60.0,3.0,3.0,1.0,2.0,6.0,4.0,,12.0,9.0,2.0,,11.0,3.0,40.0,52.0,2.0,15.0,10.0,,,65.0,11.0,13.0,1.0,,2.0,,1.0,156.0,1.0,,1.0,1.0,,,6.0,1.0,2.0,,19.0,,13.0,10.0,,6.0,141.0,76.0,44.0,4.0,,6.0,7.0,4.0,,1.0,3.0,,49.0,73.0,28.0,,,,,,159.0,146.0,3.0,20.0,27.0,59.2,,,1.0,0.0,133.0,1.0,3.0,,,,2.0,8.0,,3.0,106.0,,13.0,189.0,22.0,28.0,14.0,8.0,19.0,11.0,2.0,153.0,3.0,329.0,2.0,,18.0,18.0,39.0,6.0,499.0,2.0,0.0,18.0,18.0,4.0,22.0,2.0,696.0,,14.0,8.0,12.0,14.0,0.0
360662,20,2012-01-02 17:30:00,3,Arsenal,Away,175.0,8.0,1.0,3.0,2.0,2.0,,214.0,6.0,2.0,9.0,5.0,11.0,21.0,386.0,,1.0,14.0,8.0,5.0,14.0,1.0,,,,,,,,,,,17.0,,,,,,1.0,11.0,11.0,,,65.0,53.0,1.0,2.0,1.0,4.0,4.0,14.0,,3.0,12.0,3.0,1.0,11.0,3.0,55.0,43.0,4.0,13.0,10.0,2.0,2.0,53.0,13.0,6.0,,,1.0,1.0,,151.0,,,,,,,15.0,1.0,1.0,,19.0,,16.0,11.0,2.0,9.0,104.0,85.0,47.0,4.0,,5.0,10.0,9.0,,4.0,,,43.0,57.0,12.0,,,,,,152.0,132.0,4.0,21.0,15.0,47.2,,,1.0,0.0,137.0,2.0,1.0,,1.0,1.0,,6.0,,3.0,112.0,,15.0,193.0,14.0,33.0,16.0,2.0,18.0,16.0,,141.0,7.0,282.0,1.0,2.0,30.0,12.0,44.0,4.0,457.0,,1.0,19.0,25.0,3.0,14.0,0.0,680.0,,13.0,7.0,3.0,17.0,0.0
360675,21,2012-01-15 16:00:00,3,Arsenal,Away,143.0,17.0,1.0,7.0,6.0,3.0,1.0,201.0,3.0,2.0,4.0,2.0,17.0,20.0,337.0,,3.0,20.0,4.0,5.0,11.0,2.0,,,,,,,,,,,15.0,,,,,,1.0,4.0,6.0,,,52.0,67.0,2.0,2.0,1.0,3.0,4.0,13.0,,2.0,5.0,7.0,,19.0,,52.0,45.0,1.0,19.0,8.0,1.0,,69.0,11.0,9.0,1.0,,3.0,3.0,,166.0,2.0,,2.0,2.0,,,8.0,2.0,,2.0,12.0,,28.0,22.0,3.0,4.0,107.0,82.0,48.0,9.0,1.0,6.0,9.0,8.0,,2.0,2.0,,72.0,55.0,23.0,1.0,1.0,1.0,,,164.0,157.0,10.0,21.0,31.0,44.7,,,,0.0,103.0,1.0,,,,,,6.0,,3.0,91.0,,15.0,164.0,28.0,24.0,19.0,2.0,17.0,15.0,,134.0,6.0,281.0,,2.0,24.0,18.0,41.0,4.0,428.0,1.0,0.0,18.0,19.0,9.0,23.0,0.0,657.0,,16.0,12.0,2.0,11.0,0.0
360679,22,2012-01-22 16:00:00,3,Arsenal,Home,137.0,17.0,,3.0,3.0,2.0,,200.0,3.0,,4.0,6.0,11.0,29.0,334.0,,,23.0,22.0,8.0,13.0,,,,,,,,,,,,14.0,,,,,,,9.0,,,,45.0,59.0,1.0,1.0,,4.0,4.0,17.0,1.0,,11.0,8.0,,19.0,1.0,78.0,50.0,1.0,17.0,6.0,,,64.0,15.0,4.0,1.0,,1.0,1.0,,170.0,1.0,,1.0,1.0,,,10.0,1.0,2.0,,10.0,,13.0,7.0,1.0,4.0,100.0,82.0,41.0,5.0,,7.0,7.0,3.0,,1.0,,,36.0,70.0,16.0,,,,,,159.0,149.0,1.0,32.0,18.0,48.6,,,,0.0,105.0,4.0,,,,,,7.0,1.0,3.0,77.0,,14.0,161.0,26.0,24.0,12.0,,20.0,20.0,,113.0,7.0,279.0,2.0,,32.0,11.0,57.0,,420.0,,0.0,14.0,30.0,,25.0,5.0,635.0,,13.0,7.0,,22.0,0.0
360689,23,2012-02-01 20:00:00,3,Arsenal,Away,225.0,11.0,2.0,6.0,4.0,1.0,,255.0,7.0,,7.0,4.0,17.0,28.0,474.0,,2.0,21.0,14.0,15.0,12.0,2.0,,1.0,,,,,,,,,13.0,,,1.0,,1.0,,6.0,6.0,,,79.0,61.0,4.0,4.0,,4.0,3.0,5.0,,6.0,10.0,3.0,,15.0,1.0,51.0,58.0,2.0,15.0,11.0,,1.0,76.0,11.0,9.0,,,1.0,1.0,,214.0,,,,,,,9.0,,1.0,1.0,19.0,2.0,14.0,11.0,1.0,7.0,149.0,81.0,55.0,6.0,,8.0,6.0,4.0,,4.0,2.0,,49.0,82.0,20.0,,,,,,183.0,168.0,1.0,26.0,27.0,64.7,2.0,,,0.0,135.0,1.0,2.0,,,1.0,1.0,9.0,1.0,2.0,105.0,,14.0,261.0,23.0,28.0,16.0,6.0,20.0,14.0,1.0,152.0,6.0,336.0,1.0,,18.0,17.0,46.0,4.0,577.0,,0.0,16.0,25.0,10.0,23.0,1.0,804.0,,19.0,9.0,6.0,15.0,0.0
360699,24,2012-02-04 13:00:00,3,Arsenal,Home,183.0,15.0,3.0,5.0,2.0,1.0,,332.0,3.0,2.0,7.0,1.0,32.0,31.0,510.0,1.0,4.0,13.0,5.0,13.0,7.0,1.0,,1.0,,,,,,,,,13.0,,,,1.0,,,1.0,4.0,,,79.0,55.0,4.0,2.0,3.0,,3.0,10.0,,11.0,17.0,3.0,,10.0,,41.0,53.0,,4.0,2.0,,,77.0,11.0,15.0,3.0,,5.0,2.0,,222.0,6.0,,5.0,5.0,1.0,,3.0,5.0,,1.0,5.0,1.0,12.0,9.0,,7.0,147.0,67.0,54.0,1.0,3.0,6.0,8.0,7.0,,2.0,,,65.0,100.0,28.0,,,,,,133.0,130.0,3.0,19.0,26.0,68.4,1.0,,,0.0,142.0,,1.0,,,1.0,1.0,9.0,1.0,3.0,169.0,,14.0,198.0,34.0,7.0,17.0,9.0,31.0,22.0,2.0,221.0,4.0,423.0,,2.0,7.0,36.0,41.0,3.0,590.0,3.0,0.0,19.0,14.0,13.0,13.0,2.0,742.0,,5.0,11.0,11.0,10.0,0.0
360715,25,2012-02-11 15:00:00,3,Arsenal,Away,267.0,11.0,,8.0,8.0,3.0,1.0,344.0,5.0,1.0,9.0,1.0,29.0,30.0,603.0,,,17.0,2.0,15.0,8.0,1.0,,1.0,,,,2.0,,1.0,,,11.0,,,,,,,5.0,5.0,,,79.0,60.0,1.0,,1.0,4.0,6.0,5.0,,3.0,17.0,6.0,,13.0,2.0,36.0,57.0,2.0,8.0,2.0,,,90.0,8.0,9.0,1.0,,4.0,1.0,2.0,218.0,1.0,,1.0,1.0,,,5.0,2.0,2.0,,7.0,,11.0,8.0,,9.0,196.0,64.0,45.0,7.0,1.0,3.0,7.0,4.0,,2.0,4.0,,58.0,120.0,24.0,,,,,,146.0,137.0,3.0,25.0,22.0,69.4,,,,0.0,186.0,,2.0,,,2.0,1.0,4.0,,3.0,155.0,,10.0,281.0,23.0,15.0,17.0,3.0,27.0,24.0,1.0,202.0,8.0,425.0,2.0,1.0,10.0,29.0,42.0,1.0,679.0,,0.0,14.0,24.0,7.0,18.0,1.0,873.0,,15.0,9.0,3.0,17.0,0.0
360719,26,2012-02-26 13:30:00,3,Arsenal,Home,150.0,9.0,3.0,7.0,4.0,3.0,,265.0,3.0,1.0,9.0,1.0,28.0,20.0,408.0,1.0,4.0,15.0,9.0,11.0,10.0,3.0,,2.0,,1.0,,2.0,,,,,17.0,,,,1.0,,,6.0,5.0,,,69.0,69.0,5.0,2.0,3.0,2.0,7.0,5.0,,7.0,13.0,3.0,1.0,23.0,3.0,63.0,61.0,,10.0,4.0,,,72.0,16.0,12.0,1.0,,3.0,1.0,2.0,181.0,4.0,,4.0,4.0,,2.0,5.0,5.0,,,12.0,1.0,16.0,11.0,,9.0,116.0,84.0,53.0,5.0,3.0,5.0,12.0,8.0,,,1.0,,56.0,94.0,22.0,1.0,1.0,1.0,,,162.0,147.0,7.0,26.0,26.0,56.9,1.0,,1.0,0.0,123.0,1.0,2.0,,,,2.0,8.0,,3.0,115.0,,17.0,169.0,23.0,23.0,21.0,6.0,23.0,17.0,4.0,159.0,5.0,343.0,,1.0,15.0,29.0,43.0,,489.0,1.0,0.0,23.0,27.0,7.0,17.0,3.0,713.0,,12.0,11.0,7.0,19.0,0.0
360731,27,2012-03-03 12:45:00,3,Arsenal,Away,168.0,13.0,,1.0,1.0,2.0,,152.0,6.0,5.0,9.0,5.0,18.0,22.0,319.0,1.0,1.0,22.0,11.0,10.0,8.0,,,,,,,,1.0,,,,10.0,,,,,,,11.0,2.0,,,59.0,60.0,2.0,,2.0,1.0,,7.0,,,4.0,4.0,,17.0,4.0,53.0,49.0,,21.0,7.0,,,74.0,10.0,10.0,2.0,,,,,172.0,2.0,,2.0,2.0,,,11.0,2.0,1.0,,18.0,,18.0,13.0,1.0,9.0,90.0,87.0,36.0,12.0,,3.0,7.0,7.0,,,4.0,1.0,36.0,58.0,15.0,,1.0,1.0,1.0,,176.0,157.0,,33.0,14.0,46.0,,,1.0,0.0,91.0,4.0,,,,3.0,,3.0,,3.0,64.0,,10.0,191.0,30.0,39.0,16.0,,8.0,8.0,,110.0,7.0,229.0,1.0,5.0,27.0,18.0,51.0,1.0,412.0,1.0,0.0,10.0,21.0,6.0,29.0,1.0,636.0,,15.0,8.0,,17.0,0.0
360739,28,2012-03-12 20:00:00,3,Arsenal,Home,212.0,21.0,3.0,9.0,6.0,2.0,1.0,259.0,5.0,,9.0,1.0,23.0,26.0,462.0,1.0,3.0,13.0,19.0,9.0,13.0,3.0,,2.0,,,1.0,1.0,,,,,16.0,,,,,,1.0,3.0,1.0,,,73.0,70.0,6.0,5.0,2.0,2.0,7.0,3.0,,6.0,17.0,5.0,1.0,14.0,1.0,55.0,52.0,1.0,3.0,3.0,,,70.0,11.0,12.0,1.0,,5.0,3.0,1.0,173.0,1.0,,1.0,1.0,,1.0,5.0,2.0,1.0,,12.0,,11.0,10.0,,9.0,143.0,65.0,42.0,3.0,,7.0,10.0,8.0,,2.0,2.0,,40.0,100.0,20.0,,,,,,153.0,143.0,3.0,22.0,35.0,60.9,,,,0.0,151.0,,1.0,,,1.0,2.0,8.0,3.0,2.0,136.0,,17.0,240.0,37.0,12.0,20.0,6.0,31.0,25.0,2.0,169.0,4.0,331.0,1.0,,6.0,26.0,37.0,8.0,540.0,2.0,0.0,23.0,19.0,8.0,16.0,2.0,758.0,,8.0,12.0,6.0,15.0,0.0
360751,29,2012-03-21 20:00:00,3,Arsenal,Away,208.0,16.0,2.0,3.0,1.0,6.0,,224.0,10.0,2.0,1.0,10.0,27.0,30.0,429.0,1.0,2.0,19.0,10.0,22.0,9.0,1.0,,1.0,,,,,,,,,9.0,,,,1.0,,,4.0,3.0,,,86.0,46.0,3.0,2.0,1.0,3.0,5.0,,,6.0,10.0,3.0,1.0,10.0,,38.0,59.0,2.0,12.0,4.0,,,66.0,13.0,11.0,,,2.0,1.0,,213.0,1.0,1.0,1.0,,1.0,,12.0,,,1.0,12.0,1.0,14.0,12.0,1.0,1.0,116.0,97.0,59.0,4.0,,3.0,8.0,4.0,,2.0,4.0,,54.0,85.0,19.0,,,,,,180.0,169.0,,23.0,19.0,61.7,1.0,,,0.0,118.0,1.0,,,,,1.0,5.0,,2.0,102.0,,11.0,244.0,29.0,22.0,16.0,6.0,20.0,14.0,1.0,139.0,19.0,309.0,,2.0,30.0,30.0,50.0,3.0,533.0,2.0,0.0,14.0,16.0,6.0,24.0,1.0,739.0,,18.0,10.0,6.0,11.0,0.0
360759,30,2012-03-24 15:00:00,3,Arsenal,Home,225.0,21.0,3.0,9.0,6.0,8.0,,319.0,3.0,1.0,15.0,8.0,19.0,36.0,535.0,1.0,2.0,16.0,8.0,9.0,11.0,1.0,,,1.0,1.0,,3.0,,,1.0,,13.0,,,,,,,2.0,1.0,,,99.0,62.0,2.0,2.0,1.0,2.0,4.0,6.0,,15.0,15.0,5.0,1.0,9.0,,35.0,42.0,1.0,8.0,3.0,,,63.0,7.0,13.0,,,3.0,,3.0,210.0,2.0,,2.0,2.0,,,5.0,2.0,3.0,,7.0,,5.0,3.0,,15.0,158.0,82.0,55.0,5.0,2.0,5.0,9.0,8.0,,2.0,,,73.0,101.0,20.0,,,,,,133.0,128.0,4.0,23.0,19.0,71.5,,,1.0,0.0,142.0,,,,,,,7.0,1.0,3.0,173.0,,14.0,240.0,27.0,12.0,15.0,10.0,30.0,20.0,,208.0,13.0,399.0,3.0,1.0,22.0,20.0,48.0,2.0,609.0,2.0,0.0,19.0,10.0,5.0,19.0,0.0,779.0,,12.0,10.0,15.0,10.0,0.0
360775,31,2012-03-31 15:00:00,3,Arsenal,Away,245.0,9.0,3.0,5.0,2.0,5.0,,314.0,3.0,,6.0,,27.0,25.0,554.0,,2.0,9.0,5.0,8.0,6.0,2.0,,,,,2.0,4.0,,,,1.0,7.0,,,,,1.0,,7.0,4.0,,,77.0,66.0,1.0,1.0,1.0,3.0,2.0,10.0,,6.0,11.0,3.0,,21.0,1.0,56.0,54.0,,12.0,5.0,1.0,,77.0,10.0,14.0,,,6.0,2.0,4.0,212.0,,,,,,,3.0,1.0,1.0,1.0,7.0,1.0,22.0,17.0,,6.0,180.0,74.0,55.0,4.0,1.0,4.0,4.0,6.0,,2.0,3.0,,59.0,85.0,27.0,,,,,,165.0,158.0,2.0,31.0,27.0,67.7,1.0,,,0.0,180.0,2.0,2.0,,,,,5.0,,3.0,152.0,,8.0,268.0,29.0,16.0,19.0,6.0,22.0,16.0,,206.0,7.0,403.0,1.0,,6.0,27.0,37.0,3.0,649.0,,0.0,13.0,24.0,13.0,11.0,2.0,839.0,,6.0,8.0,6.0,17.0,0.0
360779,32,2012-04-08 16:00:00,3,Arsenal,Home,154.0,23.0,3.0,7.0,4.0,2.0,,293.0,4.0,2.0,9.0,3.0,32.0,34.0,440.0,,2.0,26.0,13.0,12.0,8.0,1.0,,1.0,,,,,,,,,10.0,,,,,1.0,,4.0,2.0,,,68.0,56.0,4.0,5.0,,1.0,2.0,12.0,,7.0,24.0,6.0,,10.0,,54.0,64.0,,8.0,1.0,,,74.0,14.0,14.0,,,1.0,2.0,,188.0,,,,,,,7.0,1.0,4.0,2.0,5.0,3.0,15.0,9.0,1.0,9.0,144.0,73.0,43.0,6.0,1.0,3.0,6.0,5.0,,2.0,1.0,,67.0,114.0,25.0,,,,,,175.0,168.0,5.0,15.0,27.0,64.5,1.0,,,0.0,139.0,,,,,1.0,1.0,6.0,,3.0,153.0,,9.0,170.0,39.0,14.0,18.0,6.0,38.0,32.0,1.0,211.0,7.0,407.0,4.0,2.0,18.0,34.0,52.0,3.0,539.0,,0.0,13.0,27.0,8.0,29.0,2.0,758.0,,11.0,11.0,7.0,21.0,0.0
360798,33,2012-04-11 19:45:00,3,Arsenal,Away,336.0,21.0,1.0,2.0,1.0,3.0,,413.0,5.0,,2.0,,53.0,49.0,747.0,,2.0,13.0,10.0,11.0,7.0,,,,,,,,,,,,11.0,1.0,,,,,,7.0,3.0,,,130.0,56.0,2.0,1.0,2.0,1.0,3.0,5.0,,4.0,10.0,2.0,,9.0,2.0,38.0,43.0,,6.0,2.0,,1.0,81.0,4.0,8.0,1.0,,2.0,,,206.0,2.0,,1.0,2.0,,,8.0,2.0,2.0,,6.0,,11.0,7.0,1.0,2.0,252.0,90.0,71.0,6.0,2.0,2.0,7.0,7.0,,4.0,2.0,,88.0,136.0,24.0,,,,,1.0,135.0,128.0,5.0,30.0,19.0,72.0,,,1.0,0.0,240.0,2.0,,,,1.0,,2.0,,2.0,181.0,,9.0,355.0,39.0,12.0,21.0,3.0,15.0,12.0,,225.0,5.0,488.0,2.0,,6.0,55.0,61.0,,828.0,,0.0,12.0,13.0,13.0,13.0,0.0,974.0,,10.0,11.0,4.0,10.0,0.0
360799,34,2012-04-16 20:00:00,3,Arsenal,Home,153.0,12.0,2.0,10.0,8.0,1.0,,345.0,6.0,,3.0,1.0,21.0,27.0,488.0,1.0,1.0,20.0,10.0,13.0,14.0,3.0,,,,1.0,,2.0,,,,,15.0,,,,,,,10.0,5.0,,,64.0,57.0,3.0,2.0,1.0,1.0,8.0,15.0,,9.0,15.0,11.0,1.0,11.0,5.0,66.0,57.0,,7.0,4.0,1.0,2.0,77.0,16.0,13.0,,,3.0,1.0,2.0,162.0,1.0,,1.0,1.0,,,8.0,1.0,,1.0,6.0,,10.0,6.0,,3.0,173.0,50.0,36.0,3.0,,8.0,10.0,5.0,,4.0,1.0,,67.0,88.0,37.0,,,,,,139.0,133.0,2.0,29.0,23.0,64.3,,,,0.0,159.0,3.0,2.0,,,,,10.0,,3.0,184.0,,18.0,165.0,22.0,12.0,29.0,8.0,35.0,27.0,,230.0,3.0,428.0,,1.0,5.0,21.0,33.0,1.0,558.0,1.0,0.0,23.0,17.0,14.0,20.0,2.0,771.0,,8.0,14.0,9.0,15.0,0.0
