matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
284100,11.0,2009-10-31 12:45:00,3,Arsenal,Home,173.0,15.0,1.0,4.0,3.0,3.0,,212.0,2.0,,12.0,8.0,23.0,23.0,381.0,,4.0,15.0,23.0,15.0,10.0,2.0,,3.0,,,,,,,,,,,,,,1.0,4.0,6.0,,,,89.0,,4.0,9.0,,6.0,8.0,3.0,,19.0,1.0,77.0,62.0,,15.0,13.0,,,,,,,,67.0,14.0,10.0,2.0,,,,,2.0,,1.0,2.0,,1.0,5.0,,,,3.0,,,,2.0,21.0,,24.0,24.0,,,12.0,105.0,65.0,2.0,1.0,6.0,8.0,8.0,,,,2.0,,43.0,82.0,22.0,,,,,,168.0,156.0,2.0,36.0,32.0,52.0,,,,0.0,,,,2.0,2.0,,,3.0,6.0,1.0,,3.0,99.0,,14.0,193.0,28.0,27.0,27.0,5.0,18.0,13.0,,152.0,11.0,306.0,5.0,,30.0,28.0,51.0,4.0,481.0,,0.0,18.0,24.0,11.0,17.0,1.0,781.0,,,13.0,6.0,19.0,0.0
284119,12.0,2009-11-07 17:30:00,3,Arsenal,Away,233.0,11.0,,2.0,2.0,4.0,,198.0,2.0,1.0,4.0,8.0,24.0,38.0,429.0,1.0,3.0,29.0,14.0,15.0,11.0,,,2.0,,,,,,,,12.0,,,,,,,3.0,4.0,,,,70.0,2.0,5.0,2.0,,4.0,8.0,4.0,,20.0,,57.0,56.0,2.0,23.0,14.0,,,,,,,,77.0,15.0,9.0,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,6.0,,,1.0,2.0,,,,,25.0,,28.0,27.0,,,4.0,102.0,51.0,4.0,2.0,3.0,9.0,5.0,,,,3.0,,46.0,77.0,23.0,,,,,,193.0,174.0,1.0,36.0,25.0,60.5,,,,0.0,,,,,,,2.0,2.0,3.0,,,3.0,88.0,,12.0,256.0,28.0,42.0,13.0,4.0,17.0,13.0,2.0,142.0,10.0,308.0,2.0,1.0,34.0,26.0,70.0,8.0,547.0,2.0,0.0,13.0,25.0,8.0,32.0,3.0,784.0,,,7.0,4.0,21.0,0.0
284128,13.0,2009-11-21 15:00:00,3,Arsenal,Away,191.0,11.0,1.0,3.0,2.0,5.0,,254.0,4.0,2.0,11.0,5.0,27.0,25.0,442.0,1.0,1.0,32.0,12.0,6.0,8.0,1.0,,,,,,,,,,,,,,,,,7.0,1.0,,,,61.0,3.0,4.0,7.0,,6.0,21.0,4.0,,20.0,1.0,58.0,39.0,3.0,23.0,15.0,,,,,,,,66.0,11.0,10.0,,,,,,,,,,,,8.0,,,,2.0,,,,1.0,20.0,,24.0,24.0,,,11.0,102.0,63.0,2.0,,5.0,4.0,2.0,,,,,,53.0,101.0,22.0,,,,,,169.0,156.0,1.0,25.0,21.0,64.5,,,,0.0,,,,1.0,,,,,6.0,,,3.0,124.0,,9.0,214.0,20.0,36.0,17.0,3.0,30.0,27.0,,169.0,11.0,349.0,2.0,2.0,23.0,31.0,51.0,1.0,533.0,1.0,0.0,12.0,15.0,5.0,36.0,1.0,833.0,,,8.0,6.0,12.0,0.0
284130,14.0,2009-11-29 16:00:00,3,Arsenal,Home,157.0,11.0,,6.0,6.0,2.0,1.0,249.0,2.0,,7.0,3.0,17.0,25.0,400.0,,,22.0,11.0,8.0,4.0,2.0,,,,,,1.0,1.0,,,10.0,,,,,,1.0,6.0,5.0,,,,63.0,,7.0,8.0,,4.0,20.0,11.0,,24.0,1.0,71.0,61.0,,11.0,5.0,,,,,,,,71.0,17.0,13.0,,,3.0,2.0,1.0,,,,,,,6.0,,,,2.0,,,,,12.0,,21.0,20.0,,,8.0,73.0,52.0,3.0,,,6.0,2.0,,,,2.0,1.0,73.0,67.0,25.0,,,,,,165.0,155.0,1.0,28.0,26.0,56.3,,,,0.0,,,,2.0,,,1.0,,3.0,,,3.0,128.0,,6.0,171.0,17.0,21.0,18.0,3.0,36.0,33.0,,176.0,7.0,345.0,2.0,,15.0,19.0,38.0,3.0,480.0,,0.0,12.0,33.0,5.0,24.0,2.0,718.0,,,7.0,4.0,23.0,0.0
284140,15.0,2009-12-05 15:00:00,3,Arsenal,Home,227.0,12.0,,3.0,3.0,2.0,,330.0,2.0,1.0,6.0,1.0,37.0,32.0,554.0,,7.0,24.0,21.0,16.0,10.0,,,,,,,,,,,,,1.0,,,,,2.0,3.0,,,,55.0,,2.0,2.0,,10.0,17.0,5.0,,24.0,,61.0,57.0,,21.0,13.0,,,,,,,,89.0,4.0,10.0,,,,,,1.0,,1.0,1.0,,,3.0,,,,,,,,1.0,27.0,1.0,21.0,20.0,,,6.0,72.0,50.0,2.0,2.0,6.0,5.0,7.0,,,,1.0,,108.0,71.0,26.0,,,,,1.0,178.0,158.0,3.0,27.0,18.0,66.8,,,2.0,0.0,,,,1.0,2.0,,1.0,,6.0,2.0,,3.0,161.0,,11.0,247.0,21.0,41.0,20.0,8.0,31.0,23.0,,215.0,5.0,429.0,1.0,1.0,10.0,37.0,45.0,1.0,645.0,,0.0,15.0,22.0,16.0,26.0,0.0,934.0,,,9.0,10.0,16.0,0.0
284155,16.0,2009-12-13 16:00:00,3,Arsenal,Away,159.0,8.0,,2.0,2.0,1.0,1.0,165.0,3.0,,8.0,2.0,15.0,22.0,322.0,,,22.0,19.0,14.0,5.0,2.0,,,,,,,,,,7.0,,,,,,2.0,8.0,1.0,,,,78.0,2.0,2.0,13.0,,4.0,10.0,4.0,,20.0,1.0,75.0,65.0,2.0,16.0,7.0,,,,,,,,76.0,16.0,19.0,,,4.0,3.0,,,,,,,,12.0,,,1.0,3.0,,,,,19.0,,25.0,25.0,2.0,,10.0,103.0,49.0,3.0,1.0,3.0,4.0,4.0,,,,3.0,,35.0,84.0,23.0,,,,,,210.0,192.0,,34.0,27.0,51.9,,,2.0,0.0,,,,2.0,,,1.0,,3.0,,,3.0,59.0,,7.0,189.0,22.0,34.0,20.0,1.0,18.0,17.0,,124.0,13.0,282.0,3.0,,25.0,18.0,51.0,2.0,453.0,,0.0,9.0,19.0,7.0,27.0,3.0,696.0,,,13.0,4.0,16.0,0.0
284162,17.0,2009-12-16 19:45:00,3,Arsenal,Away,112.0,7.0,3.0,4.0,1.0,4.0,,206.0,4.0,,2.0,4.0,15.0,15.0,314.0,1.0,4.0,20.0,16.0,18.0,12.0,2.0,4.0,,,,1.0,2.0,,,,13.0,,,,,1.0,,5.0,4.0,9.0,10.0,,48.0,1.0,3.0,4.0,,6.0,10.0,4.0,,11.0,2.0,51.0,67.0,1.0,23.0,11.0,,,,,,,,77.0,12.0,11.0,,,2.0,1.0,2.0,,,,,,,10.0,,,1.0,2.0,,,,,24.0,1.0,25.0,24.0,1.0,,2.0,77.0,33.0,3.0,1.0,7.0,7.0,7.0,405.0,,,2.0,,35.0,63.0,39.0,1.0,1.0,1.0,,,177.0,160.0,7.0,11.0,20.0,53.7,1.0,2.0,,0.0,,,,,1.0,2.0,1.0,,9.0,,,2.0,112.0,302.0,14.0,145.0,13.0,40.0,12.0,6.0,21.0,15.0,,163.0,8.0,306.0,2.0,,27.0,15.0,52.0,4.0,430.0,1.0,0.0,19.0,34.0,9.0,24.0,0.0,671.0,29.0,,4.0,6.0,27.0,0.0
284170,18.0,2009-12-19 17:30:00,3,Arsenal,Home,206.0,8.0,1.0,4.0,3.0,,,306.0,6.0,3.0,10.0,1.0,28.0,20.0,508.0,1.0,4.0,18.0,16.0,10.0,15.0,,,3.0,1.0,,,2.0,,,,,,,,,,,6.0,3.0,,,,67.0,,5.0,8.0,,8.0,14.0,3.0,,21.0,1.0,58.0,59.0,,14.0,7.0,,,,,,,,69.0,9.0,15.0,1.0,,,,2.0,2.0,,2.0,2.0,,,9.0,,,,2.0,,,,,18.0,,21.0,20.0,1.0,,10.0,74.0,48.0,,2.0,10.0,7.0,4.0,,,,2.0,,55.0,83.0,24.0,,1.0,1.0,1.0,,163.0,146.0,1.0,32.0,22.0,64.1,,,,0.0,,,,3.0,,,,3.0,11.0,,,3.0,130.0,,17.0,225.0,17.0,31.0,10.0,5.0,24.0,19.0,,192.0,8.0,405.0,2.0,3.0,22.0,32.0,45.0,,606.0,1.0,0.0,20.0,28.0,10.0,18.0,1.0,885.0,,,6.0,8.0,23.0,0.0
284180,19.0,2009-12-27 13:30:00,3,Arsenal,Home,164.0,6.0,2.0,4.0,2.0,,,247.0,2.0,1.0,6.0,6.0,13.0,18.0,407.0,1.0,1.0,17.0,33.0,11.0,10.0,3.0,,1.0,1.0,1.0,,3.0,,1.0,,,,,,,,3.0,7.0,3.0,,,,67.0,1.0,6.0,4.0,,10.0,10.0,5.0,,25.0,,81.0,57.0,1.0,14.0,7.0,,,,,,,,73.0,15.0,20.0,,,,,3.0,2.0,,1.0,2.0,,1.0,8.0,,,,2.0,,,,,14.0,,11.0,10.0,,,6.0,84.0,41.0,4.0,3.0,4.0,11.0,9.0,,,,2.0,,32.0,98.0,20.0,,,,,,171.0,161.0,1.0,32.0,24.0,61.5,,,2.0,0.0,,,,1.0,1.0,,1.0,1.0,6.0,1.0,,3.0,122.0,,15.0,183.0,19.0,24.0,17.0,8.0,27.0,19.0,,174.0,8.0,347.0,2.0,1.0,19.0,13.0,39.0,1.0,503.0,1.0,0.0,21.0,14.0,5.0,22.0,1.0,774.0,,,12.0,10.0,12.0,0.0
284196,20.0,2009-12-30 19:45:00,3,Arsenal,Away,220.0,10.0,1.0,5.0,4.0,1.0,,302.0,6.0,1.0,6.0,1.0,26.0,31.0,517.0,1.0,,8.0,13.0,16.0,7.0,,,1.0,,,,2.0,,,,12.0,,,,,,2.0,8.0,4.0,,,,66.0,3.0,9.0,5.0,,10.0,17.0,6.0,,16.0,1.0,42.0,67.0,3.0,15.0,9.0,,1.0,,,,,,73.0,3.0,14.0,,,3.0,2.0,2.0,2.0,,2.0,2.0,,,7.0,,,2.0,1.0,,,,,19.0,,22.0,20.0,2.0,,7.0,90.0,57.0,2.0,3.0,1.0,8.0,5.0,,,,3.0,,65.0,105.0,25.0,,,,,,177.0,162.0,3.0,19.0,33.0,65.2,,,1.0,0.0,,,,3.0,,,1.0,1.0,5.0,1.0,,3.0,144.0,,9.0,240.0,23.0,30.0,15.0,7.0,32.0,25.0,1.0,193.0,4.0,411.0,3.0,1.0,13.0,29.0,50.0,4.0,619.0,1.0,0.0,19.0,27.0,6.0,14.0,0.0,857.0,,,10.0,10.0,18.0,0.0
284200,21.0,2010-01-09 15:00:00,3,Arsenal,Home,215.0,10.0,4.0,6.0,2.0,4.0,,312.0,7.0,1.0,6.0,4.0,24.0,24.0,521.0,,1.0,13.0,10.0,12.0,5.0,2.0,,1.0,,,,,,,,5.0,,,,,,,3.0,5.0,,,,59.0,3.0,6.0,9.0,,6.0,13.0,15.0,,22.0,1.0,62.0,57.0,3.0,21.0,11.0,,,,,,,,76.0,12.0,11.0,,,1.0,,,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,1.0,17.0,,21.0,21.0,2.0,,6.0,81.0,56.0,8.0,1.0,1.0,7.0,1.0,,,,2.0,,70.0,112.0,25.0,,,,,,167.0,158.0,2.0,23.0,26.0,65.9,,,1.0,0.0,,,,,1.0,,,1.0,2.0,,,3.0,118.0,,8.0,234.0,18.0,30.0,24.0,6.0,34.0,28.0,1.0,164.0,6.0,413.0,1.0,2.0,23.0,26.0,45.0,2.0,613.0,,0.0,9.0,20.0,7.0,15.0,1.0,838.0,,,14.0,6.0,16.0,0.0
