matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695020,12,2013-11-23 15:00:00,3,Arsenal,Home,157.0,29.0,,4.0,4.0,10.0,,234.0,,2.0,5.0,13.0,18.0,43.0,387.0,,,24.0,4.0,30.0,5.0,,,1.0,,,,,,,8.0,1.0,,2.0,,,1.0,3.0,7.0,6.0,3.0,80.0,70.0,,,2.0,1.0,12.0,1.0,10.0,,,5.0,10.0,5.0,,12.0,1.0,58.0,69.0,1.0,35.0,24.0,,1.0,80.0,10.0,14.0,2.0,,2.0,,,183.0,,,,,,,2.0,1.0,1.0,,24.0,2.0,16.0,16.0,,5.0,105.0,79.0,44.0,6.0,,3.0,2.0,4.0,452.0,4.0,3.0,,66.0,103.0,35.0,,,,,1.0,168.0,168.0,4.0,24.0,32.0,49.3,2.0,,,2.0,14.0,0.0,112.0,2.0,2.0,4.0,,,1.0,4.0,,,3.0,140.0,366.0,12.0,5.0,174.0,48.0,35.0,28.0,4.0,19.0,15.0,2.0,192.0,14.0,325.0,1.0,2.0,28.0,18.0,61.0,11.0,480.0,,0.0,9.0,21.0,3.0,28.0,0.0,724.0,24.0,8.0,6.0,5.0,18.0,0.0
695022,13,2013-11-30 15:00:00,3,Arsenal,Away,223.0,19.0,1.0,3.0,2.0,5.0,,260.0,4.0,2.0,3.0,9.0,17.0,39.0,480.0,1.0,5.0,9.0,13.0,18.0,11.0,,,2.0,,,,,,,14.0,,1.0,,,1.0,2.0,4.0,6.0,9.0,6.0,80.0,68.0,3.0,3.0,1.0,1.0,11.0,4.0,10.0,,,3.0,8.0,3.0,,5.0,3.0,40.0,51.0,1.0,38.0,25.0,,,61.0,8.0,6.0,,,1.0,1.0,,187.0,3.0,,3.0,3.0,,1.0,5.0,3.0,1.0,2.0,25.0,1.0,16.0,16.0,1.0,3.0,152.0,73.0,51.0,3.0,2.0,5.0,9.0,6.0,547.0,2.0,4.0,,94.0,62.0,22.0,,,,,,132.0,132.0,6.0,30.0,24.0,56.5,1.0,,,1.0,19.0,0.0,147.0,1.0,3.0,4.0,,,2.0,5.0,1.0,1.0,3.0,133.0,465.0,11.0,14.0,245.0,31.0,38.0,18.0,2.0,14.0,12.0,3.0,170.0,7.0,335.0,1.0,2.0,23.0,19.0,54.0,1.0,566.0,1.0,0.0,15.0,17.0,7.0,13.0,3.0,761.0,25.0,15.0,12.0,3.0,16.0,0.0
695031,14,2013-12-04 19:45:00,3,Arsenal,Home,289.0,14.0,5.0,7.0,2.0,5.0,,440.0,1.0,1.0,4.0,10.0,50.0,47.0,722.0,,2.0,16.0,13.0,19.0,12.0,3.0,8.0,1.0,,,,,,1.0,11.0,,,,,1.0,2.0,4.0,3.0,15.0,5.0,118.0,68.0,3.0,2.0,2.0,4.0,6.0,5.0,5.0,,,11.0,15.0,1.0,,8.0,,48.0,43.0,4.0,25.0,15.0,,1.0,81.0,9.0,6.0,1.0,,1.0,1.0,,258.0,2.0,,2.0,2.0,,,5.0,2.0,,,15.0,,11.0,11.0,,4.0,208.0,82.0,66.0,1.0,1.0,7.0,10.0,7.0,792.0,2.0,,,125.0,91.0,45.0,,,,,,141.0,141.0,3.0,29.0,30.0,66.6,,,,,19.0,0.0,224.0,2.0,,2.0,,,1.0,8.0,1.0,,3.0,230.0,712.0,6.0,17.0,310.0,27.0,25.0,21.0,8.0,25.0,17.0,2.0,279.0,15.0,523.0,,1.0,15.0,51.0,60.0,1.0,808.0,1.0,0.0,20.0,11.0,5.0,21.0,0.0,1001.0,46.0,10.0,8.0,11.0,11.0,0.0
695041,15,2013-12-08 16:00:00,3,Arsenal,Home,107.0,21.0,1.0,7.0,6.0,5.0,1.0,222.0,5.0,2.0,2.0,5.0,21.0,21.0,322.0,1.0,2.0,19.0,8.0,10.0,8.0,,,,,,,,,2.0,11.0,,1.0,,,,5.0,7.0,5.0,9.0,2.0,58.0,70.0,3.0,2.0,1.0,2.0,11.0,2.0,9.0,,,3.0,13.0,4.0,,7.0,2.0,44.0,50.0,2.0,28.0,15.0,,2.0,64.0,13.0,10.0,,,2.0,1.0,,164.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,15.0,1.0,24.0,24.0,1.0,2.0,85.0,63.0,38.0,2.0,1.0,2.0,7.0,5.0,390.0,2.0,2.0,,55.0,71.0,37.0,,,,,,130.0,130.0,3.0,39.0,23.0,44.1,1.0,2.0,,1.0,17.0,0.0,106.0,1.0,2.0,3.0,,1.0,,4.0,,,3.0,125.0,307.0,11.0,9.0,130.0,31.0,28.0,17.0,3.0,21.0,18.0,1.0,173.0,12.0,304.0,1.0,2.0,17.0,24.0,43.0,2.0,413.0,2.0,0.0,11.0,20.0,4.0,20.0,0.0,620.0,36.0,6.0,10.0,3.0,14.0,0.0
695056,16,2013-12-14 12:45:00,3,Arsenal,Away,144.0,9.0,,5.0,5.0,4.0,,228.0,10.0,2.0,7.0,3.0,13.0,26.0,367.0,,3.0,20.0,12.0,10.0,8.0,,1.0,,,1.0,1.0,,,1.0,10.0,,,,,,4.0,14.0,8.0,8.0,4.0,57.0,51.0,4.0,3.0,1.0,3.0,9.0,2.0,16.0,,2.0,8.0,13.0,2.0,1.0,11.0,1.0,56.0,54.0,3.0,29.0,15.0,2.0,1.0,59.0,6.0,12.0,,1.0,2.0,3.0,1.0,170.0,3.0,,3.0,2.0,1.0,,16.0,2.0,,,15.0,,17.0,17.0,,7.0,110.0,48.0,28.0,8.0,2.0,4.0,7.0,6.0,401.0,4.0,3.0,,35.0,89.0,34.0,1.0,1.0,1.0,,,131.0,131.0,2.0,25.0,16.0,47.6,,,,1.0,15.0,0.0,98.0,,1.0,1.0,,1.0,,4.0,1.0,,3.0,118.0,340.0,9.0,11.0,162.0,17.0,29.0,21.0,7.0,25.0,18.0,1.0,147.0,8.0,298.0,,2.0,9.0,15.0,40.0,4.0,435.0,,0.0,12.0,22.0,7.0,22.0,1.0,657.0,21.0,11.0,10.0,8.0,14.0,0.0
695061,17,2013-12-23 20:00:00,3,Arsenal,Home,228.0,17.0,1.0,4.0,3.0,6.0,,238.0,5.0,,10.0,7.0,20.0,38.0,462.0,,1.0,20.0,27.0,19.0,4.0,1.0,1.0,,,,,,,,6.0,,,,,,3.0,8.0,5.0,5.0,2.0,93.0,56.0,2.0,2.0,,,4.0,3.0,10.0,,2.0,8.0,15.0,2.0,,8.0,3.0,61.0,53.0,,42.0,29.0,,1.0,73.0,7.0,11.0,,,1.0,,,214.0,,,,,,,7.0,,1.0,,29.0,,13.0,13.0,,10.0,124.0,76.0,48.0,6.0,,1.0,4.0,2.0,529.0,4.0,,,49.0,100.0,36.0,,,,,,146.0,146.0,,22.0,21.0,61.4,,,,,9.0,0.0,120.0,2.0,2.0,4.0,,1.0,,2.0,,,,100.0,445.0,4.0,5.0,240.0,38.0,42.0,15.0,8.0,25.0,17.0,,152.0,14.0,336.0,1.0,,15.0,27.0,57.0,3.0,551.0,,0.0,7.0,17.0,2.0,25.0,2.0,760.0,21.0,11.0,6.0,8.0,12.0,0.0
695080,18,2013-12-26 15:00:00,3,Arsenal,Away,166.0,18.0,3.0,8.0,5.0,7.0,,321.0,10.0,1.0,7.0,7.0,24.0,37.0,479.0,,3.0,17.0,9.0,26.0,14.0,4.0,6.0,1.0,,,2.0,,,1.0,19.0,,,,,2.0,2.0,6.0,6.0,18.0,11.0,85.0,58.0,3.0,4.0,,2.0,7.0,12.0,4.0,,1.0,10.0,19.0,4.0,,5.0,1.0,25.0,58.0,2.0,50.0,30.0,1.0,,78.0,6.0,10.0,,,3.0,1.0,2.0,216.0,2.0,,1.0,2.0,,,12.0,3.0,2.0,1.0,30.0,,9.0,9.0,1.0,7.0,145.0,68.0,44.0,,2.0,7.0,13.0,8.0,538.0,,1.0,,54.0,84.0,47.0,,,,,,132.0,132.0,4.0,28.0,18.0,66.3,,,3.0,,20.0,0.0,122.0,1.0,3.0,4.0,,,1.0,9.0,2.0,1.0,3.0,191.0,451.0,7.0,21.0,184.0,26.0,50.0,9.0,6.0,30.0,24.0,1.0,238.0,15.0,414.0,2.0,1.0,17.0,26.0,52.0,2.0,568.0,2.0,0.0,29.0,16.0,4.0,19.0,1.0,792.0,58.0,8.0,6.0,10.0,12.0,0.0
695087,19,2013-12-29 13:30:00,3,Arsenal,Away,196.0,16.0,,,,3.0,,252.0,7.0,1.0,4.0,8.0,29.0,35.0,448.0,,1.0,23.0,27.0,18.0,6.0,,,,,,,,,,9.0,,,,,2.0,3.0,4.0,7.0,4.0,7.0,77.0,60.0,1.0,2.0,1.0,3.0,11.0,1.0,9.0,1.0,,1.0,11.0,,,14.0,1.0,67.0,55.0,3.0,55.0,30.0,,2.0,74.0,8.0,10.0,1.0,,2.0,,,177.0,1.0,1.0,1.0,,1.0,,13.0,,2.0,,30.0,1.0,13.0,13.0,,4.0,164.0,80.0,50.0,4.0,,3.0,4.0,5.0,516.0,3.0,2.0,,50.0,93.0,23.0,,,,,,150.0,150.0,7.0,21.0,25.0,52.7,,,,1.0,21.0,0.0,126.0,1.0,2.0,2.0,,1.0,,5.0,,,3.0,104.0,429.0,11.0,7.0,213.0,36.0,55.0,17.0,,11.0,11.0,,157.0,13.0,342.0,2.0,1.0,22.0,31.0,60.0,1.0,544.0,1.0,0.0,11.0,20.0,4.0,29.0,3.0,772.0,13.0,11.0,8.0,1.0,15.0,0.0
695091,20,2014-01-01 15:00:00,3,Arsenal,Home,228.0,11.0,7.0,14.0,7.0,3.0,,342.0,5.0,1.0,9.0,2.0,26.0,32.0,556.0,3.0,4.0,21.0,8.0,19.0,17.0,4.0,7.0,1.0,1.0,,2.0,,,1.0,19.0,,,2.0,,,3.0,3.0,5.0,18.0,10.0,100.0,53.0,4.0,3.0,2.0,3.0,4.0,8.0,4.0,,2.0,12.0,19.0,2.0,,5.0,2.0,30.0,51.0,3.0,35.0,21.0,,1.0,68.0,6.0,11.0,,,3.0,1.0,2.0,198.0,1.0,,1.0,1.0,,,6.0,2.0,,,21.0,2.0,14.0,14.0,,9.0,153.0,58.0,46.0,2.0,1.0,10.0,12.0,6.0,612.0,3.0,1.0,,70.0,97.0,56.0,,,,,,120.0,120.0,5.0,17.0,22.0,68.1,2.0,,,,17.0,0.0,179.0,2.0,,2.0,,,1.0,14.0,,1.0,3.0,184.0,541.0,4.0,22.0,241.0,21.0,35.0,23.0,12.0,34.0,22.0,1.0,234.0,10.0,423.0,,1.0,11.0,27.0,49.0,3.0,630.0,4.0,0.0,28.0,9.0,9.0,22.0,1.0,863.0,59.0,8.0,15.0,12.0,7.0,0.0
695101,21,2014-01-13 20:00:00,3,Arsenal,Away,220.0,22.0,,1.0,1.0,4.0,,373.0,2.0,,1.0,7.0,16.0,59.0,592.0,,1.0,17.0,19.0,18.0,6.0,,1.0,,,,,,,,7.0,,,,,,2.0,4.0,7.0,5.0,3.0,104.0,64.0,,,,2.0,3.0,2.0,2.0,,,5.0,11.0,1.0,,10.0,1.0,52.0,63.0,2.0,54.0,35.0,1.0,1.0,103.0,9.0,12.0,1.0,,1.0,1.0,,218.0,2.0,,2.0,2.0,,,6.0,2.0,,,35.0,,10.0,10.0,,1.0,180.0,94.0,66.0,3.0,1.0,2.0,6.0,4.0,654.0,2.0,1.0,,89.0,151.0,26.0,,,,,,150.0,150.0,3.0,31.0,24.0,64.0,,,,1.0,12.0,0.0,180.0,1.0,3.0,4.0,,1.0,,2.0,,,3.0,193.0,571.0,3.0,8.0,237.0,32.0,54.0,21.0,2.0,15.0,13.0,,243.0,14.0,460.0,,,22.0,18.0,80.0,5.0,682.0,,0.0,8.0,25.0,2.0,21.0,2.0,898.0,21.0,14.0,9.0,5.0,21.0,0.0
695111,22,2014-01-18 15:00:00,3,Arsenal,Home,177.0,7.0,1.0,4.0,3.0,10.0,1.0,457.0,7.0,3.0,7.0,5.0,20.0,33.0,630.0,,1.0,11.0,9.0,14.0,13.0,1.0,,,,,2.0,,,1.0,16.0,,,,,4.0,2.0,3.0,5.0,12.0,10.0,111.0,59.0,1.0,3.0,,6.0,8.0,7.0,4.0,,,4.0,12.0,3.0,,10.0,,34.0,51.0,6.0,26.0,14.0,,4.0,81.0,5.0,7.0,,,4.0,1.0,2.0,204.0,1.0,,1.0,1.0,,,8.0,2.0,2.0,,14.0,1.0,21.0,21.0,2.0,7.0,184.0,75.0,66.0,4.0,2.0,6.0,9.0,8.0,675.0,4.0,,,87.0,103.0,29.0,,,,,,108.0,108.0,,17.0,32.0,58.7,,,,,17.0,0.0,193.0,,2.0,2.0,,2.0,,7.0,1.0,,2.0,247.0,615.0,8.0,15.0,183.0,15.0,26.0,19.0,2.0,18.0,16.0,,293.0,12.0,527.0,2.0,3.0,10.0,23.0,38.0,1.0,692.0,2.0,0.0,22.0,18.0,3.0,11.0,0.0,900.0,35.0,15.0,13.0,4.0,12.0,0.0
695126,23,2014-01-28 19:45:00,3,Arsenal,Away,176.0,16.0,1.0,3.0,2.0,3.0,,216.0,1.0,,6.0,6.0,15.0,30.0,389.0,,1.0,31.0,16.0,10.0,3.0,,3.0,1.0,,,,,,,4.0,,,,,,3.0,11.0,2.0,5.0,2.0,68.0,67.0,,,,7.0,7.0,1.0,14.0,,2.0,5.0,9.0,5.0,,15.0,2.0,62.0,51.0,7.0,35.0,18.0,,2.0,74.0,4.0,11.0,1.0,,2.0,1.0,,183.0,2.0,,1.0,2.0,,,5.0,2.0,2.0,,18.0,1.0,17.0,17.0,3.0,6.0,126.0,75.0,40.0,7.0,1.0,1.0,4.0,4.0,461.0,5.0,2.0,,83.0,93.0,27.0,,,,,,154.0,154.0,5.0,40.0,12.0,47.4,,2.0,1.0,3.0,19.0,0.0,108.0,3.0,,4.0,,,1.0,2.0,,,3.0,91.0,374.0,7.0,5.0,196.0,27.0,35.0,26.0,4.0,19.0,15.0,1.0,133.0,13.0,308.0,2.0,1.0,22.0,16.0,58.0,2.0,485.0,,1.0,7.0,18.0,2.0,33.0,1.0,725.0,22.0,7.0,12.0,5.0,15.0,0.0
695131,24,2014-02-02 16:00:00,3,Arsenal,Home,275.0,17.0,,,,3.0,,451.0,9.0,,4.0,2.0,42.0,31.0,726.0,,2.0,23.0,9.0,18.0,3.0,2.0,3.0,,1.0,,1.0,,,1.0,5.0,,,,,2.0,1.0,5.0,5.0,7.0,4.0,113.0,47.0,1.0,,1.0,6.0,9.0,1.0,7.0,,,6.0,3.0,3.0,,21.0,1.0,55.0,58.0,6.0,33.0,20.0,,,97.0,9.0,14.0,,,3.0,,1.0,247.0,2.0,,1.0,2.0,,,12.0,2.0,1.0,,20.0,,11.0,11.0,,4.0,212.0,80.0,68.0,5.0,2.0,2.0,5.0,6.0,768.0,2.0,1.0,,108.0,77.0,32.0,,,,,,130.0,130.0,4.0,16.0,23.0,73.0,,,,,19.0,0.0,225.0,2.0,,2.0,,,,4.0,,,3.0,198.0,701.0,9.0,7.0,284.0,30.0,33.0,16.0,6.0,12.0,6.0,,242.0,7.0,525.0,1.0,,4.0,45.0,43.0,,797.0,,0.0,11.0,22.0,5.0,23.0,1.0,1012.0,19.0,15.0,6.0,6.0,14.0,0.0
695144,25,2014-02-08 12:45:00,3,Arsenal,Away,153.0,5.0,2.0,4.0,2.0,2.0,1.0,289.0,5.0,2.0,6.0,3.0,19.0,27.0,438.0,,,30.0,10.0,14.0,6.0,1.0,1.0,,,1.0,2.0,,,,6.0,1.0,,,,1.0,5.0,15.0,7.0,4.0,7.0,82.0,48.0,,,1.0,,8.0,4.0,13.0,,,6.0,10.0,,,11.0,5.0,71.0,61.0,,38.0,21.0,2.0,,83.0,14.0,14.0,,,7.0,4.0,2.0,161.0,,,,,,,9.0,,1.0,,21.0,,11.0,11.0,,6.0,124.0,63.0,42.0,6.0,1.0,1.0,6.0,6.0,480.0,1.0,3.0,,65.0,87.0,23.0,,,,,1.0,135.0,135.0,2.0,16.0,23.0,57.3,,,,,15.0,0.0,139.0,4.0,3.0,7.0,,,,1.0,,,3.0,135.0,417.0,8.0,7.0,161.0,12.0,38.0,42.0,6.0,20.0,14.0,1.0,177.0,9.0,365.0,1.0,2.0,14.0,22.0,44.0,,506.0,3.0,0.0,11.0,16.0,2.0,34.0,2.0,755.0,19.0,9.0,18.0,6.0,12.0,0.0
695151,26,2014-02-12 19:45:00,3,Arsenal,Home,157.0,10.0,4.0,7.0,3.0,4.0,,320.0,2.0,2.0,4.0,11.0,16.0,30.0,470.0,,1.0,28.0,16.0,33.0,12.0,3.0,3.0,,,,2.0,,,,12.0,,,,,,5.0,4.0,2.0,8.0,9.0,75.0,73.0,2.0,2.0,,4.0,11.0,7.0,10.0,,,5.0,10.0,5.0,,15.0,1.0,62.0,76.0,4.0,39.0,27.0,,1.0,85.0,10.0,13.0,,,5.0,2.0,2.0,206.0,,,,,,,6.0,,,,27.0,,15.0,15.0,,4.0,146.0,76.0,52.0,5.0,,5.0,10.0,5.0,550.0,1.0,1.0,,97.0,84.0,37.0,,,,,,160.0,160.0,3.0,31.0,33.0,57.4,,,,1.0,21.0,0.0,142.0,2.0,,2.0,,1.0,,5.0,,,1.0,170.0,458.0,11.0,16.0,174.0,28.0,39.0,24.0,5.0,22.0,17.0,1.0,234.0,14.0,417.0,,2.0,23.0,20.0,50.0,1.0,569.0,,0.0,17.0,23.0,1.0,31.0,1.0,815.0,16.0,14.0,12.0,5.0,18.0,0.0
695170,27,2014-02-22 15:00:00,3,Arsenal,Home,223.0,21.0,2.0,3.0,1.0,4.0,,407.0,3.0,1.0,3.0,5.0,35.0,32.0,627.0,,2.0,14.0,6.0,12.0,6.0,2.0,3.0,1.0,,,,,,3.0,8.0,,,,,1.0,6.0,3.0,4.0,6.0,6.0,103.0,51.0,3.0,1.0,4.0,1.0,5.0,2.0,5.0,,,7.0,10.0,,1.0,9.0,2.0,36.0,44.0,1.0,16.0,6.0,,,55.0,10.0,11.0,2.0,,3.0,1.0,,175.0,2.0,1.0,2.0,1.0,1.0,,6.0,3.0,2.0,,6.0,,12.0,12.0,3.0,3.0,212.0,60.0,47.0,3.0,1.0,1.0,9.0,9.0,673.0,1.0,1.0,,110.0,80.0,26.0,,,,,,111.0,111.0,3.0,24.0,18.0,64.8,,,,1.0,16.0,0.0,207.0,2.0,,2.0,,,1.0,1.0,,,3.0,230.0,608.0,5.0,10.0,235.0,31.0,16.0,14.0,6.0,17.0,11.0,1.0,268.0,14.0,479.0,2.0,1.0,11.0,38.0,50.0,,697.0,1.0,0.0,12.0,13.0,7.0,16.0,0.0,848.0,27.0,9.0,8.0,7.0,11.0,0.0
695177,28,2014-03-01 15:00:00,3,Arsenal,Away,204.0,13.0,,3.0,3.0,11.0,,272.0,3.0,,7.0,10.0,15.0,31.0,473.0,2.0,,23.0,29.0,23.0,8.0,1.0,1.0,,,,1.0,,,,8.0,,,,,,4.0,6.0,2.0,6.0,4.0,68.0,60.0,1.0,1.0,,3.0,11.0,3.0,4.0,,1.0,4.0,15.0,2.0,,11.0,2.0,60.0,53.0,3.0,49.0,31.0,,,75.0,11.0,13.0,,,1.0,,1.0,192.0,,,,,,,6.0,,3.0,1.0,31.0,,11.0,11.0,1.0,7.0,148.0,82.0,56.0,3.0,,4.0,5.0,2.0,532.0,,4.0,,42.0,82.0,38.0,1.0,1.0,1.0,,,148.0,148.0,1.0,24.0,27.0,56.6,,,,1.0,18.0,0.0,151.0,2.0,1.0,3.0,,,,5.0,1.0,,3.0,116.0,452.0,11.0,9.0,219.0,26.0,49.0,13.0,4.0,21.0,17.0,2.0,161.0,20.0,361.0,3.0,,26.0,18.0,52.0,,559.0,2.0,0.0,10.0,13.0,3.0,28.0,1.0,791.0,21.0,16.0,5.0,4.0,10.0,0.0
695190,29,2014-03-25 19:45:00,3,Arsenal,Home,179.0,17.0,3.0,7.0,4.0,,,433.0,2.0,,7.0,8.0,18.0,41.0,605.0,2.0,,16.0,17.0,22.0,5.0,3.0,3.0,,,,,1.0,,,8.0,,,,,2.0,8.0,6.0,3.0,9.0,4.0,110.0,73.0,2.0,,2.0,2.0,8.0,4.0,2.0,,1.0,7.0,17.0,5.0,,8.0,,51.0,56.0,2.0,23.0,14.0,,,107.0,11.0,12.0,1.0,,5.0,4.0,,235.0,2.0,,2.0,2.0,,,4.0,2.0,3.0,,14.0,,17.0,17.0,1.0,7.0,181.0,87.0,69.0,,,4.0,6.0,4.0,672.0,1.0,1.0,1.0,85.0,144.0,55.0,,,,,,153.0,153.0,12.0,22.0,29.0,60.5,,2.0,1.0,,13.0,0.0,167.0,1.0,,1.0,,,,5.0,1.0,1.0,3.0,229.0,592.0,8.0,10.0,184.0,35.0,23.0,20.0,7.0,33.0,26.0,,296.0,7.0,542.0,3.0,,24.0,20.0,63.0,,693.0,4.0,0.0,13.0,16.0,3.0,19.0,0.0,903.0,40.0,14.0,7.0,7.0,9.0,0.0
695200,30,2014-03-16 16:00:00,3,Arsenal,Away,148.0,7.0,1.0,2.0,1.0,3.0,1.0,106.0,4.0,,9.0,11.0,9.0,27.0,252.0,1.0,,7.0,16.0,22.0,5.0,,,2.0,,,,,1.0,1.0,6.0,,,,,1.0,5.0,6.0,12.0,3.0,4.0,42.0,55.0,1.0,1.0,,4.0,9.0,,9.0,1.0,2.0,2.0,,,,4.0,1.0,48.0,67.0,4.0,64.0,37.0,,1.0,59.0,11.0,17.0,,,2.0,3.0,,150.0,1.0,,,1.0,,1.0,13.0,1.0,3.0,,37.0,,31.0,31.0,2.0,9.0,82.0,90.0,44.0,5.0,1.0,4.0,2.0,3.0,308.0,11.0,1.0,,36.0,56.0,13.0,,,,,,130.0,130.0,,28.0,15.0,41.0,,,,2.0,13.0,0.0,69.0,1.0,1.0,1.0,,1.0,2.0,4.0,,,3.0,44.0,233.0,9.0,6.0,163.0,14.0,64.0,16.0,2.0,5.0,3.0,4.0,84.0,9.0,185.0,5.0,,36.0,12.0,62.0,4.0,343.0,1.0,0.0,7.0,21.0,2.0,16.0,3.0,588.0,11.0,9.0,7.0,2.0,13.0,0.0
695203,31,2014-03-22 12:45:00,3,Arsenal,Away,201.0,10.0,,2.0,2.0,4.0,1.0,194.0,7.0,,8.0,5.0,24.0,32.0,393.0,,1.0,22.0,7.0,10.0,7.0,1.0,,,,,,,1.0,,10.0,,,,,1.0,5.0,12.0,9.0,5.0,6.0,74.0,51.0,,,,3.0,10.0,3.0,8.0,,1.0,1.0,5.0,5.0,,6.0,4.0,37.0,52.0,3.0,23.0,13.0,4.0,1.0,39.0,8.0,13.0,,,4.0,2.0,,162.0,,,,,,,8.0,,2.0,1.0,13.0,,11.0,11.0,1.0,8.0,114.0,75.0,56.0,7.0,,2.0,6.0,5.0,432.0,5.0,2.0,,59.0,48.0,16.0,1.0,1.0,1.0,,,121.0,121.0,1.0,25.0,15.0,47.1,,,,,23.0,0.0,115.0,1.0,4.0,5.0,,,,3.0,,,3.0,70.0,364.0,10.0,8.0,223.0,20.0,23.0,20.0,1.0,13.0,12.0,,94.0,8.0,255.0,2.0,,19.0,25.0,49.0,2.0,465.0,,1.0,11.0,19.0,1.0,27.0,1.0,667.0,8.0,14.0,11.0,1.0,13.0,0.0
695211,32,2014-03-29 17:30:00,3,Arsenal,Home,120.0,9.0,1.0,3.0,2.0,12.0,1.0,293.0,6.0,,4.0,13.0,17.0,38.0,410.0,,,25.0,18.0,33.0,5.0,2.0,1.0,,,,,,1.0,,7.0,,,,,1.0,5.0,8.0,7.0,5.0,4.0,77.0,62.0,,1.0,,3.0,8.0,1.0,3.0,,1.0,6.0,11.0,5.0,,8.0,3.0,49.0,62.0,3.0,38.0,28.0,,1.0,67.0,8.0,10.0,,,2.0,1.0,,189.0,1.0,,1.0,1.0,,,11.0,1.0,3.0,,28.0,,11.0,11.0,2.0,4.0,122.0,82.0,48.0,6.0,1.0,5.0,3.0,3.0,478.0,3.0,3.0,,64.0,124.0,26.0,,,,,,164.0,164.0,7.0,19.0,25.0,47.8,,,1.0,1.0,21.0,0.0,114.0,2.0,1.0,3.0,,3.0,,5.0,,,2.0,128.0,395.0,8.0,8.0,137.0,15.0,38.0,21.0,6.0,23.0,17.0,,171.0,21.0,388.0,4.0,,32.0,20.0,64.0,2.0,502.0,,0.0,9.0,12.0,,31.0,1.0,722.0,12.0,20.0,8.0,6.0,10.0,0.0
