matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987693,11,2018-11-03 17:30:00,3,Arsenal,Home,280.0,32.0,,5.0,5.0,3.0,,226.0,6.0,,6.0,3.0,1.0,28.0,501.0,1.0,4.0,27.0,12.0,15.0,11.0,,,,,,,,,,,,10.0,,,,,,5.0,10.0,3.0,9.0,3.0,103.0,61.0,2.0,2.0,,,19.0,3.0,13.0,,,5.0,10.0,4.0,,7.0,2.0,44.0,47.0,,28.0,13.0,1.0,,,,,,54.0,7.0,7.0,1.0,,2.0,,,175.0,1.0,,1.0,1.0,,,8.0,1.0,,1.0,13.0,,12.0,12.0,1.0,6.0,158.0,63.0,47.0,8.0,,5.0,7.0,4.0,566.0,4.0,2.0,,93.0,51.0,39.0,,,,,135.0,135.0,3.0,13.0,38.0,61.8,,,1.0,1.0,19.0,0.0,150.0,3.0,,3.0,,2.0,,5.0,,,3.0,116.0,483.0,7.0,12.0,307.0,48.0,28.0,11.0,2.0,16.0,14.0,,159.0,4.0,295.0,,,12.0,2.0,50.0,7.0,586.0,1.0,0.0,12.0,20.0,5.0,28.0,1.0,785.0,28.0,16.0,5.0,5.0,11.0,0.0
987702,12,2018-11-11 16:30:00,3,Arsenal,Home,267.0,20.0,,2.0,2.0,1.0,,370.0,2.0,,7.0,,7.0,22.0,635.0,,,26.0,18.0,8.0,4.0,,,,,,,,,,,,6.0,,,1.0,,,5.0,7.0,6.0,5.0,5.0,94.0,71.0,1.0,1.0,,,28.0,4.0,7.0,,,11.0,19.0,2.0,,8.0,2.0,52.0,43.0,,4.0,2.0,1.0,2.0,,,,,87.0,9.0,15.0,,,,,,208.0,1.0,,,,1.0,,2.0,,,1.0,2.0,1.0,8.0,8.0,2.0,7.0,208.0,87.0,71.0,2.0,,1.0,4.0,3.0,706.0,2.0,2.0,,155.0,97.0,44.0,,,,,161.0,161.0,6.0,18.0,38.0,71.7,1.0,,1.0,,28.0,0.0,224.0,3.0,1.0,4.0,,,,3.0,1.0,,3.0,163.0,608.0,6.0,5.0,277.0,39.0,4.0,20.0,6.0,27.0,21.0,,234.0,3.0,484.0,,,4.0,7.0,38.0,1.0,734.0,1.0,0.0,10.0,12.0,,27.0,2.0,919.0,24.0,14.0,9.0,11.0,10.0,0.0
987712,13,2018-11-25 13:30:00,3,Arsenal,Away,207.0,14.0,,2.0,2.0,2.0,,259.0,4.0,,6.0,5.0,7.0,19.0,464.0,,,25.0,23.0,18.0,10.0,,,1.0,,,,,,,,,19.0,,,1.0,,,3.0,5.0,6.0,11.0,9.0,83.0,68.0,1.0,,1.0,2.0,22.0,5.0,7.0,,,8.0,15.0,1.0,,9.0,2.0,53.0,47.0,2.0,20.0,9.0,,,,,,,59.0,9.0,6.0,1.0,,,,,205.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,9.0,1.0,8.0,8.0,3.0,6.0,150.0,86.0,43.0,5.0,,6.0,5.0,4.0,549.0,4.0,3.0,,102.0,65.0,38.0,,,,,161.0,161.0,6.0,23.0,26.0,58.7,1.0,,,,22.0,0.0,136.0,3.0,1.0,5.0,,1.0,1.0,11.0,,,3.0,143.0,446.0,13.0,11.0,233.0,26.0,20.0,8.0,5.0,21.0,16.0,1.0,190.0,7.0,362.0,1.0,,28.0,7.0,58.0,2.0,574.0,,0.0,20.0,20.0,,25.0,1.0,775.0,41.0,13.0,3.0,8.0,15.0,0.0
987722,14,2018-12-02 14:05:00,3,Arsenal,Home,247.0,23.0,2.0,8.0,6.0,,,165.0,2.0,1.0,4.0,4.0,5.0,49.0,404.0,1.0,,12.0,16.0,12.0,12.0,1.0,,,,,,,,,,,12.0,1.0,,,,3.0,9.0,6.0,5.0,13.0,9.0,85.0,66.0,1.0,1.0,2.0,,23.0,4.0,7.0,,1.0,8.0,13.0,4.0,,16.0,3.0,56.0,59.0,,20.0,9.0,1.0,1.0,,,,,41.0,15.0,16.0,2.0,,4.0,2.0,,170.0,3.0,,3.0,3.0,,,5.0,3.0,,2.0,9.0,,12.0,12.0,1.0,4.0,114.0,72.0,41.0,5.0,1.0,7.0,9.0,7.0,447.0,2.0,,,67.0,64.0,29.0,1.0,1.0,1.0,1.0,136.0,136.0,6.0,29.0,26.0,59.3,,,3.0,,23.0,0.0,108.0,2.0,2.0,4.0,,1.0,,11.0,1.0,,3.0,92.0,378.0,15.0,16.0,271.0,35.0,20.0,9.0,3.0,22.0,19.0,,114.0,1.0,228.0,,1.0,20.0,6.0,76.0,5.0,477.0,1.0,0.0,22.0,27.0,4.0,18.0,3.0,707.0,32.0,17.0,4.0,8.0,16.0,0.0
987736,15,2018-12-05 20:00:00,3,Arsenal,Away,241.0,20.0,1.0,4.0,3.0,1.0,,209.0,1.0,,7.0,4.0,6.0,24.0,446.0,1.0,,21.0,14.0,12.0,6.0,,,1.0,,,,,,,,,8.0,,,,,,8.0,4.0,6.0,6.0,3.0,91.0,58.0,3.0,2.0,1.0,2.0,17.0,3.0,7.0,,,4.0,6.0,3.0,1.0,13.0,1.0,46.0,46.0,2.0,21.0,11.0,1.0,,,,,,38.0,10.0,13.0,,,1.0,,,174.0,1.0,1.0,1.0,,1.0,,2.0,,,,11.0,,7.0,7.0,1.0,7.0,151.0,64.0,37.0,4.0,,2.0,5.0,4.0,524.0,3.0,1.0,,97.0,38.0,30.0,,,,,144.0,144.0,2.0,21.0,26.0,55.2,,2.0,,1.0,17.0,0.0,129.0,,5.0,5.0,,,1.0,2.0,,,3.0,112.0,431.0,2.0,7.0,281.0,38.0,21.0,11.0,4.0,13.0,9.0,1.0,145.0,6.0,277.0,,,15.0,8.0,46.0,3.0,545.0,4.0,0.0,9.0,12.0,1.0,22.0,3.0,726.0,30.0,16.0,9.0,4.0,6.0,0.0
987743,16,2018-12-08 15:00:00,3,Arsenal,Home,239.0,16.0,2.0,3.0,1.0,1.0,,188.0,7.0,,3.0,3.0,5.0,26.0,424.0,,,22.0,24.0,19.0,10.0,2.0,,,,,,,,,,,9.0,,,,,2.0,6.0,5.0,1.0,8.0,6.0,78.0,72.0,4.0,3.0,1.0,2.0,22.0,4.0,4.0,,1.0,7.0,8.0,2.0,,10.0,,53.0,57.0,2.0,14.0,8.0,,,,,,,56.0,13.0,19.0,,,2.0,1.0,,182.0,1.0,,1.0,1.0,,,9.0,1.0,,,8.0,,11.0,11.0,2.0,3.0,134.0,82.0,49.0,1.0,1.0,7.0,6.0,2.0,494.0,1.0,1.0,,69.0,59.0,33.0,,,,,149.0,149.0,1.0,36.0,31.0,61.9,,,,1.0,22.0,0.0,131.0,,,,,1.0,,8.0,1.0,,3.0,92.0,398.0,7.0,13.0,272.0,33.0,14.0,9.0,5.0,16.0,11.0,,136.0,4.0,269.0,,,22.0,5.0,58.0,2.0,525.0,1.0,0.0,14.0,17.0,2.0,23.0,5.0,716.0,16.0,15.0,3.0,7.0,10.0,0.0
987758,17,2018-12-16 13:30:00,3,Arsenal,Away,323.0,19.0,2.0,4.0,3.0,1.0,,225.0,3.0,1.0,7.0,4.0,12.0,38.0,544.0,,2.0,31.0,8.0,8.0,7.0,3.0,,1.0,,,,,,,,,11.0,,,,,,4.0,5.0,7.0,7.0,6.0,104.0,61.0,3.0,3.0,1.0,1.0,29.0,5.0,4.0,,,5.0,16.0,,,9.0,3.0,41.0,39.0,1.0,14.0,6.0,1.0,,,,,,53.0,10.0,11.0,2.0,,,,,179.0,2.0,,1.0,2.0,,,3.0,2.0,,1.0,6.0,,12.0,12.0,1.0,8.0,184.0,68.0,49.0,4.0,,3.0,9.0,4.0,605.0,4.0,1.0,,83.0,68.0,28.0,,,,,143.0,143.0,5.0,29.0,19.0,66.2,,,,1.0,29.0,0.0,162.0,1.0,3.0,4.0,,1.0,1.0,4.0,,,3.0,89.0,521.0,13.0,12.0,352.0,43.0,14.0,16.0,3.0,18.0,16.0,1.0,123.0,6.0,295.0,,1.0,10.0,13.0,59.0,2.0,629.0,,0.0,13.0,15.0,3.0,32.0,1.0,845.0,21.0,19.0,5.0,5.0,8.0,0.0
987763,18,2018-12-22 12:30:00,3,Arsenal,Home,258.0,19.0,,1.0,1.0,1.0,,219.0,6.0,1.0,5.0,2.0,6.0,37.0,476.0,2.0,,15.0,23.0,17.0,5.0,,,1.0,,1.0,,1.0,,,,,10.0,,,,,,4.0,5.0,2.0,9.0,2.0,88.0,53.0,,,1.0,,10.0,4.0,7.0,,,1.0,4.0,,,13.0,1.0,56.0,56.0,,18.0,12.0,,,,,,,48.0,10.0,14.0,2.0,,3.0,1.0,1.0,170.0,2.0,,2.0,2.0,,1.0,11.0,3.0,1.0,1.0,12.0,,8.0,8.0,,5.0,147.0,80.0,49.0,3.0,,,7.0,6.0,522.0,2.0,1.0,,76.0,84.0,17.0,,,,,120.0,120.0,2.0,22.0,23.0,60.1,,,,1.0,14.0,0.0,148.0,1.0,,1.0,,2.0,1.0,1.0,2.0,1.0,3.0,92.0,454.0,10.0,7.0,277.0,29.0,18.0,12.0,,5.0,5.0,2.0,125.0,3.0,281.0,1.0,1.0,18.0,7.0,66.0,2.0,553.0,2.0,0.0,11.0,17.0,,17.0,2.0,726.0,29.0,17.0,8.0,1.0,8.0,0.0
987772,19,2018-12-26 17:15:00,3,Arsenal,Away,357.0,17.0,2.0,2.0,,3.0,,281.0,7.0,,3.0,2.0,4.0,24.0,636.0,,1.0,15.0,15.0,14.0,5.0,1.0,,,,,,,,,,,6.0,,,,,,2.0,7.0,5.0,4.0,3.0,101.0,56.0,2.0,1.0,1.0,1.0,15.0,2.0,2.0,,,9.0,6.0,1.0,,14.0,2.0,39.0,40.0,1.0,12.0,6.0,1.0,,,,,,55.0,4.0,10.0,1.0,,1.0,1.0,,193.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,6.0,,10.0,10.0,,3.0,215.0,71.0,50.0,4.0,,1.0,6.0,4.0,690.0,1.0,4.0,,80.0,73.0,34.0,,,,,129.0,129.0,2.0,31.0,19.0,68.0,,2.0,,1.0,15.0,0.0,202.0,1.0,1.0,2.0,,,,1.0,,,3.0,116.0,617.0,9.0,7.0,373.0,33.0,12.0,14.0,9.0,17.0,8.0,,154.0,6.0,355.0,1.0,,11.0,4.0,46.0,1.0,711.0,,0.0,7.0,7.0,1.0,18.0,1.0,869.0,23.0,12.0,9.0,9.0,6.0,0.0
987787,20,2018-12-29 17:30:00,3,Arsenal,Away,293.0,22.0,,1.0,1.0,,,172.0,7.0,1.0,11.0,1.0,4.0,28.0,464.0,,,13.0,7.0,8.0,6.0,,,,,,,,,,,,8.0,,,,,,8.0,10.0,5.0,5.0,3.0,77.0,68.0,1.0,,1.0,,12.0,3.0,13.0,,,3.0,8.0,2.0,,10.0,1.0,49.0,38.0,,14.0,6.0,,,,,,,53.0,13.0,7.0,,,1.0,,,184.0,1.0,,1.0,1.0,,,7.0,1.0,,1.0,6.0,,12.0,12.0,1.0,11.0,123.0,74.0,47.0,5.0,1.0,3.0,4.0,2.0,524.0,1.0,2.0,,65.0,68.0,21.0,2.0,2.0,2.0,,138.0,138.0,3.0,20.0,33.0,52.1,,3.0,,,12.0,0.0,167.0,3.0,2.0,5.0,,,,3.0,,,3.0,69.0,441.0,5.0,7.0,316.0,51.0,14.0,14.0,,10.0,10.0,,116.0,2.0,245.0,,1.0,15.0,4.0,60.0,5.0,551.0,,0.0,8.0,17.0,,15.0,2.0,717.0,18.0,16.0,7.0,3.0,11.0,0.0
987793,21,2019-01-01 15:00:00,3,Arsenal,Home,234.0,24.0,,3.0,3.0,,,196.0,3.0,,9.0,4.0,13.0,29.0,427.0,1.0,2.0,24.0,19.0,20.0,11.0,,,,,,,,,,,1.0,15.0,,,1.0,,,3.0,5.0,4.0,16.0,,84.0,72.0,9.0,7.0,3.0,3.0,20.0,3.0,5.0,,1.0,8.0,10.0,3.0,,10.0,1.0,49.0,60.0,3.0,16.0,11.0,,,,,,,55.0,7.0,12.0,2.0,,,,,190.0,3.0,,3.0,2.0,1.0,,8.0,3.0,,,11.0,1.0,12.0,12.0,,9.0,130.0,85.0,44.0,3.0,1.0,3.0,11.0,9.0,507.0,1.0,1.0,,84.0,73.0,38.0,,,,,166.0,166.0,4.0,30.0,23.0,59.6,1.0,,,,20.0,0.0,138.0,3.0,,3.0,,,,4.0,,,3.0,113.0,405.0,7.0,14.0,252.0,51.0,16.0,21.0,3.0,16.0,13.0,,179.0,4.0,306.0,,,20.0,14.0,70.0,4.0,542.0,3.0,0.0,16.0,15.0,6.0,26.0,0.0,743.0,47.0,13.0,13.0,9.0,10.0,0.0
987811,22,2019-01-12 12:30:00,3,Arsenal,Away,285.0,13.0,,2.0,2.0,3.0,,196.0,8.0,,9.0,1.0,3.0,24.0,479.0,,,20.0,12.0,7.0,7.0,,,,,,,,,,,,11.0,,,,,,5.0,7.0,4.0,6.0,5.0,68.0,53.0,,,,4.0,19.0,1.0,12.0,,,3.0,4.0,1.0,,6.0,1.0,45.0,44.0,4.0,11.0,7.0,1.0,,,,,,51.0,10.0,7.0,,,,,,175.0,,,,,,,9.0,,,,7.0,,11.0,11.0,1.0,9.0,154.0,66.0,49.0,7.0,,6.0,1.0,2.0,531.0,1.0,,,81.0,51.0,21.0,,,,,108.0,108.0,2.0,22.0,19.0,58.6,,,,,19.0,0.0,158.0,1.0,1.0,2.0,,1.0,,8.0,,,3.0,100.0,458.0,6.0,7.0,302.0,28.0,11.0,19.0,3.0,8.0,5.0,,140.0,5.0,261.0,,,8.0,3.0,42.0,3.0,555.0,2.0,0.0,11.0,16.0,1.0,20.0,2.0,714.0,20.0,12.0,14.0,3.0,8.0,0.0
987813,23,2019-01-19 17:30:00,3,Arsenal,Home,166.0,19.0,,9.0,9.0,,2.0,110.0,6.0,,5.0,4.0,1.0,25.0,267.0,,,18.0,15.0,11.0,8.0,1.0,,,,,,,,,1.0,,8.0,,,,,2.0,8.0,9.0,4.0,10.0,3.0,57.0,66.0,3.0,2.0,1.0,3.0,16.0,1.0,13.0,,,5.0,8.0,2.0,1.0,9.0,1.0,54.0,69.0,3.0,39.0,20.0,,,,,,,31.0,13.0,15.0,1.0,,6.0,4.0,,147.0,2.0,,2.0,,2.0,,10.0,,,,20.0,,20.0,20.0,3.0,6.0,73.0,55.0,31.0,6.0,,7.0,4.0,5.0,328.0,2.0,4.0,,56.0,45.0,21.0,,,,,128.0,128.0,5.0,29.0,21.0,35.7,,,,1.0,16.0,0.0,78.0,1.0,,1.0,,,,7.0,1.0,,3.0,60.0,247.0,5.0,11.0,199.0,29.0,39.0,12.0,,14.0,14.0,,96.0,3.0,170.0,,,23.0,2.0,54.0,1.0,355.0,,0.0,13.0,35.0,,19.0,0.0,585.0,23.0,15.0,8.0,5.0,22.0,0.0
987823,24,2019-01-29 19:45:00,3,Arsenal,Home,228.0,12.0,2.0,2.0,,4.0,,281.0,10.0,,5.0,1.0,9.0,13.0,507.0,,,23.0,21.0,9.0,10.0,2.0,,,,,,,,,,,12.0,1.0,,,,,5.0,7.0,12.0,11.0,4.0,90.0,49.0,3.0,3.0,1.0,,15.0,6.0,4.0,,1.0,4.0,6.0,,,15.0,,50.0,41.0,,25.0,15.0,,,,,,,41.0,14.0,12.0,2.0,,5.0,3.0,,183.0,1.0,,,1.0,,,11.0,1.0,,3.0,15.0,,7.0,7.0,2.0,5.0,153.0,64.0,52.0,7.0,,5.0,8.0,4.0,564.0,8.0,3.0,,73.0,100.0,33.0,,,,1.0,131.0,131.0,2.0,18.0,21.0,70.9,,,,1.0,15.0,0.0,164.0,,1.0,1.0,,,,5.0,2.0,,3.0,163.0,485.0,3.0,13.0,252.0,23.0,25.0,8.0,2.0,11.0,9.0,,209.0,7.0,349.0,,,6.0,10.0,27.0,,590.0,3.0,0.0,15.0,13.0,,25.0,3.0,785.0,42.0,18.0,7.0,4.0,8.0,0.0
987839,25,2019-02-03 16:30:00,3,Arsenal,Away,188.0,11.0,1.0,1.0,,2.0,,152.0,2.0,,6.0,3.0,1.0,15.0,339.0,1.0,,14.0,19.0,5.0,3.0,,,1.0,,,,,,,,,3.0,,,,,,4.0,12.0,7.0,2.0,2.0,55.0,47.0,1.0,,1.0,2.0,20.0,2.0,19.0,,,2.0,6.0,,1.0,9.0,4.0,58.0,35.0,2.0,26.0,8.0,1.0,,,,,,43.0,8.0,10.0,,,,,,138.0,1.0,,1.0,,1.0,,7.0,,,1.0,8.0,,16.0,16.0,4.0,6.0,114.0,53.0,25.0,4.0,,,4.0,2.0,403.0,4.0,,,66.0,43.0,12.0,,,,,122.0,122.0,2.0,27.0,10.0,41.2,,,,1.0,20.0,0.0,125.0,7.0,2.0,9.0,,,1.0,,,,3.0,54.0,322.0,7.0,4.0,217.0,41.0,26.0,14.0,1.0,7.0,6.0,1.0,89.0,5.0,222.0,,,7.0,2.0,43.0,,432.0,1.0,0.0,4.0,9.0,1.0,20.0,1.0,598.0,8.0,4.0,10.0,2.0,5.0,0.0
987845,26,2019-02-09 15:00:00,3,Arsenal,Away,186.0,21.0,,2.0,2.0,2.0,,111.0,4.0,,6.0,6.0,10.0,34.0,295.0,,,23.0,16.0,16.0,5.0,,,1.0,,,,,,,,,9.0,,,,,,6.0,8.0,8.0,9.0,,56.0,85.0,2.0,1.0,1.0,4.0,28.0,1.0,8.0,1.0,,,6.0,,,17.0,2.0,62.0,60.0,4.0,28.0,15.0,,1.0,,,,,33.0,12.0,16.0,2.0,,1.0,,,172.0,2.0,,2.0,2.0,,,7.0,2.0,,,15.0,,21.0,21.0,2.0,6.0,91.0,80.0,44.0,5.0,,3.0,4.0,4.0,381.0,4.0,,,47.0,42.0,17.0,,,,,168.0,168.0,2.0,39.0,34.0,45.4,,,,,28.0,0.0,91.0,3.0,3.0,5.0,,,1.0,4.0,,,3.0,43.0,274.0,10.0,7.0,235.0,41.0,28.0,19.0,,6.0,6.0,1.0,76.0,3.0,181.0,,,22.0,14.0,70.0,1.0,410.0,1.0,0.0,9.0,18.0,,24.0,2.0,637.0,23.0,21.0,10.0,,14.0,0.0
987853,27,2019-02-24 14:05:00,3,Arsenal,Home,244.0,17.0,1.0,3.0,2.0,3.0,,236.0,4.0,,4.0,6.0,7.0,39.0,477.0,1.0,,38.0,11.0,18.0,8.0,1.0,,,,,,,,,,,10.0,,,,,,6.0,6.0,4.0,10.0,2.0,87.0,52.0,2.0,1.0,2.0,2.0,34.0,4.0,5.0,,1.0,6.0,16.0,2.0,,11.0,2.0,39.0,59.0,2.0,21.0,11.0,,1.0,,,,,40.0,7.0,14.0,1.0,,1.0,1.0,,199.0,1.0,,,1.0,,,7.0,2.0,,,11.0,,11.0,11.0,1.0,4.0,131.0,70.0,48.0,4.0,1.0,4.0,6.0,4.0,554.0,3.0,,,100.0,79.0,33.0,,,,,162.0,162.0,2.0,29.0,16.0,62.1,,,,,34.0,0.0,165.0,3.0,1.0,4.0,,,,4.0,,,3.0,120.0,454.0,13.0,10.0,286.0,28.0,21.0,19.0,1.0,20.0,19.0,,153.0,8.0,316.0,,,23.0,8.0,67.0,3.0,582.0,2.0,0.0,12.0,14.0,,39.0,0.0,820.0,51.0,20.0,14.0,6.0,9.0,0.0
987862,28,2019-02-27 19:45:00,3,Arsenal,Home,289.0,25.0,1.0,3.0,2.0,1.0,,294.0,2.0,,3.0,2.0,5.0,23.0,580.0,2.0,2.0,20.0,15.0,10.0,10.0,,,1.0,1.0,,,1.0,,,,,12.0,,,,1.0,1.0,8.0,7.0,6.0,12.0,4.0,100.0,46.0,5.0,1.0,4.0,,26.0,5.0,6.0,,2.0,9.0,8.0,3.0,1.0,11.0,2.0,48.0,30.0,,18.0,9.0,1.0,,,,,,46.0,11.0,8.0,3.0,,2.0,,1.0,172.0,4.0,,4.0,3.0,1.0,1.0,3.0,3.0,,,9.0,1.0,8.0,8.0,2.0,3.0,178.0,52.0,40.0,4.0,,3.0,11.0,7.0,629.0,5.0,1.0,,106.0,68.0,25.0,,,,,122.0,122.0,8.0,17.0,17.0,64.8,1.0,,,,26.0,0.0,200.0,1.0,3.0,4.0,,3.0,1.0,4.0,,,3.0,158.0,561.0,10.0,14.0,313.0,38.0,18.0,10.0,5.0,16.0,11.0,2.0,186.0,6.0,353.0,,,8.0,5.0,39.0,4.0,650.0,2.0,0.0,16.0,7.0,2.0,21.0,2.0,822.0,33.0,17.0,5.0,9.0,6.0,0.0
987878,29,2019-03-02 12:30:00,3,Arsenal,Away,108.0,22.0,1.0,1.0,,,,105.0,6.0,,3.0,6.0,2.0,34.0,212.0,1.0,3.0,7.0,18.0,12.0,6.0,,,2.0,,,,,,,,,7.0,,1.0,,,1.0,8.0,7.0,4.0,7.0,2.0,37.0,65.0,3.0,4.0,1.0,1.0,24.0,3.0,12.0,,2.0,4.0,6.0,3.0,,5.0,1.0,58.0,59.0,1.0,20.0,13.0,,1.0,,,,,54.0,14.0,15.0,,,2.0,1.0,,154.0,1.0,,1.0,1.0,,1.0,12.0,1.0,,,13.0,,14.0,14.0,,3.0,70.0,70.0,24.0,3.0,1.0,1.0,6.0,4.0,301.0,1.0,2.0,,67.0,37.0,21.0,1.0,1.0,1.0,1.0,172.0,172.0,5.0,24.0,32.0,39.8,,2.0,,,24.0,0.0,73.0,2.0,,2.0,,,2.0,2.0,,,3.0,59.0,193.0,13.0,7.0,150.0,56.0,20.0,18.0,3.0,13.0,10.0,3.0,101.0,5.0,197.0,,,21.0,3.0,80.0,1.0,334.0,1.0,1.0,9.0,23.0,3.0,20.0,2.0,514.0,17.0,8.0,9.0,4.0,11.0,0.0
987882,30,2019-03-10 16:30:00,3,Arsenal,Home,138.0,17.0,1.0,3.0,2.0,,,164.0,6.0,1.0,6.0,3.0,3.0,22.0,299.0,,,18.0,25.0,9.0,9.0,1.0,,1.0,,,,,,,,,10.0,1.0,,,,1.0,6.0,7.0,7.0,9.0,5.0,51.0,60.0,1.0,1.0,1.0,,24.0,4.0,8.0,,,5.0,7.0,,,15.0,1.0,65.0,48.0,,12.0,8.0,,,,,,,54.0,12.0,18.0,1.0,,1.0,,,156.0,1.0,,,1.0,,,12.0,1.0,,,8.0,,15.0,15.0,3.0,6.0,95.0,70.0,36.0,2.0,1.0,7.0,4.0,3.0,363.0,3.0,,,78.0,46.0,23.0,,,,1.0,147.0,147.0,4.0,23.0,26.0,46.1,,,,,24.0,0.0,93.0,3.0,1.0,4.0,,,1.0,7.0,,,3.0,87.0,279.0,9.0,11.0,165.0,42.0,12.0,9.0,4.0,11.0,7.0,1.0,127.0,1.0,241.0,,1.0,18.0,3.0,63.0,5.0,395.0,,0.0,14.0,17.0,,19.0,2.0,587.0,24.0,17.0,4.0,5.0,8.0,0.0
987901,31,2019-04-24 19:45:00,3,Arsenal,Away,225.0,12.0,2.0,5.0,3.0,,1.0,392.0,3.0,,2.0,1.0,7.0,22.0,612.0,,1.0,23.0,14.0,17.0,8.0,,,,,,,1.0,,1.0,,,8.0,,,,,,4.0,8.0,3.0,5.0,6.0,108.0,44.0,1.0,,1.0,1.0,14.0,6.0,6.0,,1.0,5.0,9.0,2.0,1.0,12.0,,43.0,45.0,1.0,3.0,2.0,2.0,,,,,,63.0,9.0,12.0,,,3.0,2.0,1.0,185.0,1.0,1.0,1.0,,1.0,,6.0,,,1.0,2.0,,4.0,4.0,1.0,2.0,201.0,66.0,56.0,5.0,,3.0,6.0,1.0,669.0,3.0,,,151.0,100.0,30.0,,,,,123.0,123.0,5.0,14.0,23.0,70.4,,,,,14.0,0.0,196.0,,,,,,,4.0,,,3.0,180.0,594.0,4.0,9.0,243.0,23.0,3.0,13.0,3.0,16.0,13.0,,226.0,2.0,463.0,,,5.0,7.0,37.0,3.0,690.0,4.0,0.0,11.0,7.0,2.0,23.0,3.0,841.0,23.0,16.0,10.0,5.0,4.0,0.0
987902,32,2019-04-01 20:00:00,3,Arsenal,Home,242.0,23.0,2.0,4.0,2.0,6.0,,362.0,1.0,,7.0,1.0,12.0,26.0,600.0,,1.0,26.0,16.0,21.0,4.0,1.0,,,,,,,,,,,6.0,,,,,,4.0,1.0,2.0,6.0,1.0,101.0,79.0,2.0,1.0,1.0,,20.0,2.0,5.0,,2.0,6.0,12.0,2.0,,7.0,1.0,48.0,49.0,,17.0,7.0,,,,,,,70.0,11.0,10.0,1.0,1.0,2.0,1.0,,206.0,1.0,,1.0,1.0,,,3.0,2.0,,,7.0,,9.0,9.0,,7.0,188.0,80.0,58.0,2.0,1.0,1.0,5.0,4.0,681.0,,1.0,,168.0,68.0,41.0,,,,,157.0,157.0,6.0,26.0,39.0,70.6,,,,,20.0,0.0,205.0,1.0,,1.0,,,,1.0,,,3.0,161.0,587.0,8.0,6.0,261.0,38.0,17.0,16.0,3.0,18.0,15.0,,217.0,8.0,457.0,,,13.0,13.0,50.0,2.0,700.0,2.0,0.0,7.0,13.0,4.0,27.0,2.0,882.0,32.0,21.0,6.0,6.0,10.0,0.0
