matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755409,11.0,2014-11-09 16:00:00,3,Arsenal,Away,191.0,10.0,2.0,5.0,3.0,3.0,,196.0,4.0,,3.0,3.0,14.0,11.0,382.0,1.0,2.0,9.0,15.0,14.0,8.0,1.0,1.0,,,,,,,,,10.0,,,,,,1.0,6.0,5.0,6.0,,58.0,60.0,4.0,3.0,1.0,3.0,8.0,5.0,11.0,,,10.0,11.0,6.0,,6.0,1.0,53.0,53.0,3.0,19.0,9.0,,1.0,47.0,16.0,10.0,,1.0,3.0,3.0,,165.0,1.0,,1.0,1.0,,1.0,7.0,,,1.0,,,,,1.0,9.0,,19.0,19.0,,3.0,121.0,63.0,39.0,6.0,1.0,1.0,9.0,4.0,441.0,,,1.0,1.0,,50.0,61.0,28.0,,,,,136.0,136.0,6.0,27.0,24.0,51.9,,,8.0,0.0,,,,118.0,2.0,1.0,3.0,,,1.0,3.0,,3.0,85.0,366.0,3.0,11.0,210.0,22.0,19.0,23.0,10.0,30.0,20.0,2.0,121.0,8.0,282.0,,,24.0,14.0,39.0,,462.0,2.0,0.0,12.0,16.0,4.0,12.0,5.0,646.0,11.0,14.0,10.0,14.0,0.0
755413,12.0,2014-11-22 17:30:00,3,Arsenal,Home,194.0,24.0,4.0,8.0,4.0,1.0,,226.0,10.0,1.0,3.0,4.0,14.0,17.0,412.0,1.0,2.0,26.0,14.0,10.0,17.0,3.0,1.0,,1.0,,1.0,1.0,,,1.0,17.0,,,,,,,5.0,10.0,3.0,,63.0,56.0,2.0,2.0,,1.0,21.0,6.0,10.0,,1.0,11.0,19.0,3.0,,12.0,1.0,61.0,47.0,1.0,10.0,6.0,1.0,,69.0,12.0,7.0,,,1.0,,1.0,178.0,1.0,,,1.0,,,10.0,,,1.0,1.0,,,,1.0,6.0,,6.0,6.0,,3.0,124.0,64.0,39.0,5.0,,7.0,14.0,9.0,466.0,,,4.0,2.0,1.0,49.0,57.0,24.0,,,,,140.0,140.0,7.0,22.0,24.0,61.4,,1.0,21.0,0.0,,,,125.0,,1.0,1.0,,3.0,1.0,8.0,,3.0,131.0,389.0,13.0,21.0,203.0,41.0,10.0,26.0,11.0,33.0,22.0,1.0,189.0,10.0,320.0,1.0,1.0,18.0,16.0,42.0,1.0,490.0,1.0,0.0,23.0,19.0,5.0,26.0,2.0,695.0,7.0,11.0,11.0,14.0,0.0
755431,13.0,2014-11-29 12:45:00,3,Arsenal,Away,196.0,22.0,1.0,6.0,5.0,2.0,1.0,226.0,1.0,,7.0,7.0,26.0,26.0,416.0,,1.0,21.0,23.0,26.0,13.0,,,,,,1.0,,1.0,1.0,,15.0,,,,,,1.0,5.0,4.0,4.0,,79.0,68.0,,,,3.0,20.0,6.0,3.0,,1.0,4.0,7.0,3.0,,8.0,,49.0,58.0,3.0,35.0,17.0,,,60.0,10.0,9.0,,,4.0,2.0,1.0,188.0,1.0,,1.0,1.0,,,6.0,,,1.0,2.0,,,,1.0,17.0,,24.0,24.0,1.0,7.0,132.0,81.0,44.0,4.0,1.0,4.0,10.0,5.0,488.0,,,3.0,3.0,,47.0,58.0,20.0,,,,,130.0,130.0,3.0,29.0,26.0,51.6,,1.0,20.0,0.0,,,,108.0,,1.0,1.0,,1.0,,6.0,,2.0,124.0,406.0,15.0,14.0,216.0,39.0,35.0,20.0,4.0,16.0,12.0,,166.0,9.0,307.0,2.0,,24.0,31.0,62.0,1.0,507.0,,0.0,17.0,10.0,6.0,22.0,1.0,727.0,9.0,13.0,4.0,6.0,0.0
755433,14.0,2014-12-03 19:45:00,3,Arsenal,Home,178.0,14.0,1.0,5.0,4.0,5.0,1.0,272.0,5.0,1.0,6.0,5.0,14.0,26.0,445.0,,3.0,21.0,14.0,27.0,12.0,2.0,,,,,,,,,1.0,16.0,,,,,,1.0,1.0,3.0,3.0,,73.0,73.0,4.0,3.0,1.0,3.0,20.0,4.0,1.0,,,9.0,16.0,6.0,,16.0,1.0,43.0,79.0,3.0,16.0,11.0,,1.0,68.0,7.0,13.0,,,3.0,2.0,,205.0,1.0,,1.0,1.0,,,8.0,,,1.0,4.0,,,,1.0,11.0,,28.0,28.0,3.0,6.0,129.0,77.0,48.0,4.0,1.0,5.0,10.0,8.0,510.0,,,2.0,2.0,,85.0,81.0,24.0,,,,,167.0,167.0,3.0,31.0,29.0,58.6,,,20.0,0.0,,,,132.0,,1.0,1.0,,1.0,,7.0,1.0,2.0,127.0,426.0,10.0,15.0,197.0,33.0,16.0,20.0,6.0,30.0,24.0,,177.0,11.0,372.0,4.0,1.0,16.0,16.0,55.0,2.0,539.0,1.0,0.0,19.0,24.0,4.0,24.0,0.0,785.0,19.0,14.0,9.0,17.0,0.0
755450,15.0,2014-12-06 15:00:00,3,Arsenal,Away,152.0,16.0,3.0,9.0,6.0,2.0,,231.0,6.0,,5.0,2.0,10.0,17.0,374.0,,2.0,16.0,22.0,12.0,9.0,1.0,1.0,,1.0,,1.0,,,,,9.0,1.0,,,,1.0,1.0,4.0,8.0,5.0,,57.0,57.0,1.0,2.0,1.0,4.0,18.0,3.0,14.0,,,9.0,14.0,2.0,,13.0,,68.0,60.0,4.0,10.0,5.0,,1.0,62.0,14.0,15.0,,1.0,6.0,3.0,1.0,163.0,1.0,1.0,1.0,,1.0,,10.0,,,,3.0,,,,1.0,5.0,1.0,16.0,16.0,1.0,5.0,116.0,64.0,44.0,3.0,2.0,3.0,8.0,6.0,422.0,,,3.0,3.0,,61.0,53.0,17.0,,,,1.0,134.0,134.0,4.0,21.0,25.0,57.5,1.0,,18.0,0.0,,,,117.0,,1.0,1.0,1.0,,1.0,5.0,,3.0,120.0,349.0,9.0,11.0,173.0,31.0,10.0,26.0,8.0,27.0,19.0,1.0,163.0,7.0,307.0,3.0,,11.0,11.0,42.0,3.0,453.0,1.0,1.0,14.0,14.0,7.0,18.0,2.0,653.0,8.0,19.0,9.0,9.0,0.0
755453,16.0,2014-12-13 17:30:00,3,Arsenal,Home,149.0,18.0,2.0,5.0,3.0,5.0,,237.0,2.0,1.0,2.0,10.0,16.0,28.0,381.0,,3.0,19.0,17.0,24.0,8.0,2.0,,,,,1.0,,,,1.0,12.0,1.0,,1.0,,,1.0,6.0,4.0,6.0,,64.0,78.0,2.0,,3.0,5.0,25.0,5.0,7.0,,1.0,9.0,9.0,1.0,,11.0,3.0,59.0,79.0,5.0,25.0,13.0,,,53.0,14.0,15.0,2.0,,6.0,2.0,1.0,175.0,3.0,,2.0,3.0,,,4.0,,,3.0,3.0,,,,1.0,13.0,1.0,16.0,16.0,,3.0,115.0,63.0,41.0,6.0,2.0,7.0,6.0,4.0,446.0,,,3.0,4.0,,51.0,71.0,23.0,,,,1.0,153.0,153.0,8.0,29.0,34.0,51.3,1.0,,25.0,0.0,,,,113.0,2.0,1.0,3.0,,1.0,,8.0,2.0,3.0,133.0,362.0,11.0,13.0,169.0,27.0,25.0,27.0,9.0,21.0,12.0,1.0,178.0,12.0,319.0,3.0,1.0,20.0,19.0,45.0,3.0,467.0,,0.0,17.0,26.0,9.0,22.0,2.0,710.0,17.0,15.0,9.0,17.0,0.0
755465,17.0,2014-12-21 16:00:00,3,Arsenal,Away,113.0,8.0,1.0,2.0,1.0,2.0,,138.0,7.0,1.0,5.0,7.0,6.0,20.0,249.0,1.0,,14.0,20.0,21.0,3.0,1.0,,,,,,,,,,5.0,,,,,,1.0,8.0,15.0,12.0,,41.0,59.0,1.0,,1.0,4.0,22.0,1.0,11.0,,,6.0,3.0,1.0,1.0,21.0,4.0,76.0,64.0,4.0,21.0,9.0,1.0,,59.0,14.0,6.0,1.0,,3.0,3.0,,156.0,2.0,,2.0,1.0,1.0,,16.0,,,1.0,2.0,,,,,9.0,,19.0,19.0,1.0,5.0,69.0,73.0,26.0,10.0,,2.0,4.0,3.0,319.0,,,4.0,2.0,,45.0,48.0,9.0,,,,,163.0,163.0,5.0,20.0,22.0,36.5,,,22.0,0.0,,,,79.0,4.0,4.0,8.0,,1.0,,3.0,,3.0,65.0,236.0,16.0,6.0,125.0,20.0,21.0,23.0,6.0,13.0,7.0,,115.0,11.0,233.0,2.0,2.0,23.0,7.0,54.0,1.0,345.0,1.0,0.0,7.0,25.0,,21.0,3.0,570.0,14.0,12.0,6.0,18.0,0.0
755473,18.0,2014-12-26 17:30:00,3,Arsenal,Home,222.0,17.0,1.0,1.0,,,,227.0,4.0,,4.0,3.0,8.0,21.0,448.0,1.0,,14.0,16.0,20.0,8.0,1.0,1.0,,1.0,1.0,2.0,,,,,11.0,,1.0,,,,,5.0,7.0,9.0,,80.0,76.0,2.0,1.0,2.0,,20.0,4.0,4.0,,2.0,6.0,7.0,1.0,,15.0,1.0,52.0,70.0,,19.0,14.0,,,61.0,6.0,15.0,1.0,,4.0,1.0,2.0,178.0,2.0,,2.0,2.0,,1.0,11.0,,,2.0,1.0,,,,,14.0,,18.0,18.0,2.0,4.0,152.0,73.0,48.0,2.0,1.0,5.0,6.0,5.0,514.0,,,8.0,2.0,,56.0,60.0,19.0,1.0,1.0,1.0,1.0,149.0,149.0,5.0,31.0,34.0,55.9,,,20.0,0.0,,,,129.0,1.0,,1.0,,,1.0,6.0,,2.0,110.0,432.0,10.0,11.0,230.0,34.0,19.0,32.0,6.0,15.0,9.0,2.0,168.0,8.0,324.0,1.0,,12.0,8.0,47.0,3.0,539.0,2.0,1.0,15.0,15.0,5.0,18.0,1.0,750.0,9.0,21.0,6.0,13.0,0.0
755492,19.0,2014-12-28 15:00:00,3,Arsenal,Away,89.0,9.0,3.0,4.0,1.0,1.0,,110.0,1.0,,3.0,6.0,6.0,18.0,195.0,1.0,,16.0,34.0,26.0,11.0,4.0,2.0,,,,1.0,,,,,14.0,1.0,,,,,1.0,5.0,7.0,7.0,,31.0,63.0,3.0,2.0,2.0,3.0,19.0,6.0,7.0,,1.0,8.0,8.0,1.0,,15.0,3.0,70.0,75.0,3.0,54.0,32.0,,1.0,48.0,13.0,12.0,,,3.0,,1.0,152.0,1.0,,1.0,1.0,,,11.0,,,1.0,6.0,,,,,32.0,,18.0,18.0,3.0,4.0,57.0,77.0,27.0,7.0,2.0,5.0,11.0,7.0,263.0,,,1.0,1.0,,49.0,31.0,10.0,,,,1.0,152.0,152.0,2.0,26.0,21.0,42.2,,1.0,19.0,0.0,,,,55.0,,3.0,3.0,,1.0,2.0,8.0,1.0,2.0,59.0,185.0,12.0,16.0,109.0,26.0,54.0,15.0,7.0,16.0,9.0,2.0,101.0,8.0,202.0,6.0,,24.0,6.0,57.0,1.0,295.0,2.0,0.0,21.0,25.0,2.0,23.0,3.0,547.0,12.0,12.0,8.0,18.0,0.0
755499,20.0,2015-01-01 15:00:00,3,Arsenal,Away,217.0,25.0,1.0,5.0,4.0,3.0,,261.0,4.0,,4.0,2.0,16.0,21.0,473.0,1.0,,29.0,17.0,12.0,6.0,,,,1.0,,1.0,,,,,10.0,,,,,,,5.0,10.0,3.0,,75.0,66.0,1.0,1.0,,2.0,16.0,1.0,3.0,1.0,1.0,7.0,16.0,7.0,,14.0,2.0,47.0,52.0,2.0,11.0,5.0,3.0,1.0,48.0,7.0,13.0,,,2.0,1.0,1.0,191.0,,,,,,,6.0,,,,1.0,,,,,5.0,,13.0,13.0,1.0,4.0,138.0,79.0,51.0,2.0,,2.0,4.0,6.0,534.0,,,3.0,5.0,,78.0,94.0,19.0,,,,,152.0,152.0,5.0,31.0,25.0,58.5,,,16.0,0.0,,,,153.0,4.0,,3.0,,1.0,,4.0,,2.0,109.0,452.0,8.0,6.0,235.0,49.0,11.0,20.0,6.0,30.0,24.0,,146.0,7.0,352.0,1.0,1.0,10.0,17.0,40.0,1.0,557.0,1.0,0.0,11.0,14.0,3.0,30.0,1.0,771.0,15.0,13.0,7.0,14.0,0.0
755503,21.0,2015-01-11 13:30:00,3,Arsenal,Home,174.0,13.0,,2.0,2.0,5.0,,255.0,4.0,,2.0,6.0,14.0,17.0,427.0,,4.0,14.0,18.0,18.0,10.0,,1.0,1.0,,,1.0,,,,1.0,12.0,,,1.0,,,,4.0,4.0,3.0,,62.0,74.0,3.0,2.0,1.0,1.0,14.0,1.0,9.0,,1.0,9.0,14.0,2.0,1.0,18.0,1.0,62.0,70.0,1.0,21.0,7.0,,1.0,50.0,11.0,10.0,,,2.0,1.0,1.0,170.0,2.0,,1.0,1.0,1.0,,9.0,,,1.0,2.0,,,,1.0,7.0,1.0,21.0,21.0,,2.0,141.0,64.0,45.0,1.0,2.0,6.0,6.0,6.0,470.0,,,1.0,3.0,,85.0,54.0,14.0,,,,,136.0,136.0,5.0,27.0,34.0,53.8,1.0,,14.0,0.0,,,,123.0,1.0,1.0,2.0,,2.0,1.0,7.0,,3.0,126.0,409.0,7.0,12.0,186.0,25.0,21.0,28.0,8.0,25.0,17.0,1.0,159.0,12.0,335.0,2.0,,11.0,16.0,35.0,4.0,496.0,,0.0,14.0,22.0,7.0,14.0,0.0,713.0,12.0,21.0,9.0,19.0,0.0
755517,22.0,2015-01-18 16:00:00,3,Arsenal,Away,122.0,16.0,,1.0,1.0,1.0,,154.0,2.0,,2.0,7.0,8.0,23.0,275.0,,2.0,17.0,16.0,25.0,6.0,1.0,1.0,,,,,,,,,6.0,1.0,,,,,2.0,2.0,11.0,1.0,,48.0,73.0,1.0,,2.0,10.0,19.0,2.0,20.0,,,3.0,5.0,2.0,,16.0,2.0,69.0,90.0,10.0,50.0,23.0,,,43.0,5.0,10.0,1.0,,4.0,,,145.0,1.0,1.0,1.0,,1.0,,4.0,,,,3.0,,,,,23.0,,39.0,39.0,6.0,2.0,82.0,66.0,41.0,16.0,1.0,4.0,4.0,3.0,336.0,,,5.0,4.0,,58.0,35.0,14.0,,,,1.0,140.0,140.0,2.0,41.0,23.0,35.3,,1.0,19.0,0.0,,,,85.0,4.0,,4.0,,3.0,1.0,4.0,1.0,3.0,75.0,259.0,11.0,8.0,138.0,25.0,50.0,45.0,2.0,9.0,7.0,1.0,110.0,10.0,231.0,4.0,,18.0,10.0,42.0,,360.0,1.0,0.0,9.0,22.0,4.0,19.0,3.0,645.0,13.0,33.0,3.0,14.0,0.0
755523,23.0,2015-02-01 13:30:00,3,Arsenal,Home,174.0,17.0,1.0,5.0,4.0,6.0,1.0,251.0,5.0,,5.0,8.0,21.0,29.0,420.0,,5.0,13.0,13.0,25.0,6.0,1.0,,,,,,,,,1.0,11.0,1.0,,1.0,1.0,,1.0,5.0,4.0,5.0,,78.0,76.0,2.0,1.0,2.0,,21.0,2.0,10.0,,,7.0,13.0,2.0,1.0,11.0,3.0,47.0,63.0,,25.0,15.0,,,47.0,6.0,9.0,1.0,,2.0,2.0,,178.0,4.0,,3.0,4.0,,,6.0,,,4.0,7.0,,,,,15.0,2.0,20.0,20.0,1.0,5.0,129.0,69.0,46.0,7.0,3.0,3.0,8.0,8.0,486.0,,,2.0,2.0,,77.0,49.0,18.0,,,,1.0,138.0,138.0,1.0,35.0,27.0,48.0,2.0,,21.0,0.0,,,,123.0,1.0,1.0,2.0,,,,3.0,1.0,3.0,119.0,403.0,7.0,11.0,196.0,23.0,25.0,23.0,5.0,22.0,17.0,,156.0,18.0,334.0,7.0,,18.0,23.0,44.0,3.0,508.0,2.0,0.0,13.0,16.0,11.0,14.0,0.0,706.0,9.0,16.0,7.0,11.0,0.0
755541,24.0,2015-02-07 12:45:00,3,Arsenal,Away,104.0,12.0,2.0,3.0,1.0,3.0,,169.0,9.0,1.0,,10.0,14.0,32.0,270.0,,1.0,17.0,18.0,29.0,3.0,1.0,,,,,,,,,,6.0,,,,,,,7.0,8.0,15.0,,41.0,71.0,1.0,,1.0,2.0,22.0,1.0,11.0,,,3.0,7.0,3.0,,15.0,6.0,61.0,68.0,2.0,39.0,22.0,,,64.0,12.0,8.0,1.0,,2.0,2.0,,182.0,1.0,,,1.0,,,13.0,,,1.0,3.0,,,,,22.0,,28.0,28.0,2.0,,84.0,77.0,45.0,10.0,,2.0,3.0,3.0,348.0,,,5.0,3.0,,61.0,54.0,15.0,,,,,175.0,175.0,,35.0,25.0,44.0,,,22.0,0.0,,,,79.0,1.0,5.0,7.0,,,,3.0,,3.0,79.0,245.0,12.0,5.0,134.0,31.0,39.0,17.0,3.0,15.0,12.0,,128.0,25.0,267.0,3.0,1.0,23.0,17.0,64.0,3.0,386.0,2.0,0.0,7.0,20.0,2.0,20.0,5.0,619.0,17.0,11.0,3.0,15.0,0.0
755543,25.0,2015-02-10 19:45:00,3,Arsenal,Home,159.0,11.0,4.0,4.0,,6.0,,319.0,7.0,,4.0,6.0,14.0,18.0,474.0,,2.0,20.0,20.0,38.0,9.0,1.0,,,1.0,,2.0,,,,,9.0,,,,,,1.0,4.0,10.0,1.0,,71.0,61.0,2.0,1.0,2.0,5.0,16.0,7.0,14.0,,1.0,6.0,3.0,1.0,1.0,8.0,1.0,65.0,73.0,5.0,36.0,21.0,,,49.0,13.0,13.0,1.0,,4.0,1.0,2.0,177.0,1.0,1.0,1.0,,1.0,,8.0,,,1.0,1.0,,,,3.0,21.0,,10.0,10.0,,4.0,154.0,61.0,38.0,6.0,,1.0,10.0,7.0,539.0,,,2.0,1.0,,73.0,45.0,14.0,,,,,132.0,132.0,6.0,26.0,23.0,57.1,,2.0,16.0,0.0,,,,162.0,3.0,,3.0,,,,3.0,,3.0,169.0,452.0,9.0,11.0,178.0,23.0,36.0,22.0,5.0,10.0,5.0,,211.0,12.0,396.0,2.0,,19.0,16.0,38.0,1.0,564.0,1.0,0.0,17.0,15.0,5.0,20.0,2.0,767.0,12.0,8.0,6.0,13.0,0.0
755555,26.0,2015-02-21 15:00:00,3,Arsenal,Away,115.0,18.0,1.0,3.0,2.0,12.0,1.0,152.0,7.0,1.0,,9.0,23.0,25.0,264.0,,1.0,20.0,28.0,35.0,6.0,1.0,1.0,,,,,,,,,7.0,1.0,,1.0,,,3.0,9.0,16.0,6.0,,42.0,71.0,2.0,2.0,2.0,8.0,24.0,3.0,11.0,,,1.0,5.0,1.0,,18.0,,71.0,87.0,8.0,76.0,38.0,,,62.0,14.0,14.0,1.0,,4.0,3.0,,167.0,,,,,,,12.0,,,1.0,4.0,,,,,38.0,1.0,24.0,24.0,3.0,,75.0,79.0,43.0,10.0,1.0,3.0,4.0,4.0,326.0,,,9.0,2.0,,47.0,51.0,12.0,,,,1.0,149.0,149.0,4.0,37.0,19.0,47.1,1.0,2.0,24.0,0.0,,,,81.0,1.0,1.0,2.0,,1.0,1.0,5.0,,3.0,80.0,241.0,11.0,7.0,139.0,33.0,76.0,21.0,1.0,10.0,9.0,1.0,122.0,22.0,236.0,4.0,1.0,17.0,27.0,53.0,3.0,365.0,1.0,0.0,12.0,21.0,3.0,26.0,3.0,655.0,9.0,18.0,1.0,14.0,0.0
755563,27.0,2015-03-01 14:05:00,3,Arsenal,Home,130.0,14.0,5.0,10.0,5.0,8.0,,201.0,3.0,1.0,1.0,3.0,12.0,16.0,321.0,,,18.0,15.0,17.0,12.0,1.0,,,,,,,,,,15.0,,,,,,,8.0,4.0,4.0,,62.0,66.0,2.0,2.0,,4.0,17.0,6.0,17.0,,1.0,8.0,14.0,4.0,,10.0,2.0,56.0,64.0,4.0,45.0,25.0,,,36.0,12.0,5.0,1.0,,,,,163.0,2.0,1.0,2.0,1.0,1.0,,6.0,,,1.0,3.0,,,,1.0,25.0,,22.0,22.0,5.0,1.0,82.0,44.0,27.0,9.0,,6.0,9.0,4.0,381.0,,,2.0,4.0,,56.0,59.0,15.0,,,,,123.0,123.0,5.0,35.0,20.0,47.2,,2.0,17.0,0.0,,,,91.0,2.0,,2.0,,,,7.0,1.0,3.0,136.0,311.0,7.0,15.0,159.0,24.0,45.0,19.0,8.0,26.0,18.0,,170.0,15.0,265.0,3.0,2.0,12.0,12.0,34.0,2.0,398.0,,0.0,17.0,27.0,6.0,20.0,2.0,633.0,8.0,15.0,8.0,24.0,0.0
755576,28.0,2015-03-04 19:45:00,3,Arsenal,Away,160.0,25.0,3.0,7.0,4.0,10.0,1.0,254.0,4.0,,,7.0,12.0,37.0,407.0,1.0,,18.0,20.0,44.0,14.0,2.0,,,,,,,,,,16.0,,,,,,1.0,3.0,2.0,8.0,,73.0,80.0,1.0,1.0,1.0,3.0,18.0,7.0,11.0,,1.0,6.0,14.0,1.0,,11.0,,57.0,100.0,3.0,69.0,42.0,,,65.0,8.0,8.0,2.0,1.0,1.0,1.0,,192.0,1.0,,,1.0,,,7.0,,,2.0,4.0,,,,,42.0,1.0,20.0,20.0,1.0,,123.0,90.0,53.0,1.0,,4.0,13.0,9.0,489.0,,,3.0,4.0,,60.0,102.0,22.0,,,,,169.0,169.0,2.0,38.0,31.0,56.8,,1.0,18.0,0.0,,,,132.0,,2.0,2.0,,1.0,,4.0,,3.0,133.0,387.0,9.0,17.0,191.0,52.0,69.0,35.0,6.0,22.0,16.0,,184.0,20.0,351.0,4.0,,21.0,15.0,70.0,2.0,520.0,2.0,0.0,20.0,20.0,8.0,22.0,1.0,811.0,12.0,28.0,6.0,14.0,0.0
755583,29.0,2015-03-14 15:00:00,3,Arsenal,Home,201.0,26.0,2.0,7.0,5.0,8.0,,295.0,10.0,,2.0,5.0,21.0,29.0,489.0,1.0,2.0,18.0,14.0,20.0,13.0,,2.0,,,,,,,,,15.0,,,,,,,5.0,6.0,1.0,,81.0,66.0,4.0,3.0,2.0,1.0,23.0,5.0,16.0,,2.0,7.0,11.0,5.0,,7.0,1.0,56.0,57.0,1.0,16.0,10.0,,1.0,56.0,10.0,9.0,1.0,,2.0,1.0,,224.0,3.0,,2.0,2.0,1.0,,11.0,,,2.0,1.0,,,,1.0,10.0,,24.0,24.0,2.0,2.0,149.0,80.0,58.0,5.0,1.0,3.0,13.0,9.0,566.0,,,2.0,2.0,,72.0,57.0,35.0,,,,,155.0,155.0,3.0,33.0,28.0,67.9,,,23.0,0.0,,,,136.0,1.0,,1.0,,,2.0,5.0,1.0,3.0,158.0,468.0,12.0,16.0,226.0,47.0,16.0,24.0,6.0,23.0,17.0,2.0,204.0,16.0,387.0,3.0,,16.0,22.0,44.0,3.0,590.0,1.0,0.0,19.0,16.0,10.0,19.0,1.0,797.0,14.0,13.0,8.0,13.0,0.0
755597,30.0,2015-03-21 15:00:00,3,Arsenal,Away,142.0,24.0,1.0,4.0,3.0,7.0,1.0,202.0,4.0,1.0,1.0,6.0,13.0,23.0,340.0,2.0,3.0,16.0,10.0,25.0,3.0,1.0,,,,,,,,,2.0,3.0,,,,,,3.0,2.0,13.0,3.0,,63.0,79.0,3.0,3.0,,3.0,31.0,3.0,22.0,,,4.0,5.0,4.0,,19.0,1.0,64.0,86.0,3.0,36.0,25.0,,,70.0,7.0,11.0,2.0,,4.0,5.0,,184.0,2.0,1.0,1.0,,2.0,,6.0,,,,4.0,,,,1.0,25.0,,31.0,31.0,2.0,1.0,105.0,85.0,51.0,9.0,,1.0,5.0,3.0,417.0,,,8.0,3.0,,55.0,72.0,22.0,,,,,168.0,168.0,4.0,27.0,40.0,49.1,,,31.0,0.0,,,,89.0,3.0,,3.0,,,,1.0,1.0,3.0,90.0,326.0,12.0,8.0,163.0,37.0,36.0,25.0,4.0,18.0,14.0,,138.0,16.0,296.0,4.0,1.0,18.0,14.0,50.0,4.0,441.0,6.0,0.0,7.0,32.0,6.0,24.0,0.0,706.0,12.0,18.0,4.0,28.0,0.0
755603,31.0,2015-04-04 12:45:00,3,Arsenal,Home,165.0,18.0,2.0,6.0,4.0,7.0,,241.0,4.0,1.0,,5.0,12.0,27.0,400.0,,,15.0,8.0,9.0,8.0,2.0,,1.0,,,1.0,,,,1.0,12.0,,,,1.0,,,3.0,6.0,7.0,,62.0,72.0,1.0,1.0,,5.0,17.0,2.0,15.0,,,6.0,12.0,2.0,1.0,13.0,1.0,55.0,57.0,5.0,19.0,7.0,,1.0,63.0,7.0,9.0,1.0,,3.0,1.0,1.0,180.0,3.0,,1.0,3.0,,,11.0,,,3.0,3.0,,,,,7.0,1.0,26.0,26.0,1.0,,125.0,62.0,36.0,5.0,2.0,4.0,9.0,10.0,449.0,,,2.0,4.0,,80.0,48.0,30.0,1.0,1.0,1.0,,136.0,136.0,7.0,24.0,34.0,48.6,1.0,,17.0,0.0,,,,112.0,1.0,,1.0,,,,4.0,1.0,3.0,141.0,385.0,11.0,13.0,180.0,31.0,19.0,27.0,6.0,21.0,15.0,,189.0,10.0,320.0,3.0,1.0,18.0,15.0,60.0,4.0,479.0,,0.0,16.0,24.0,2.0,15.0,1.0,694.0,9.0,15.0,6.0,17.0,0.0
