matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284236,24,2010-01-31 13:30:00,43,Man City,Home,189.0,15.0,4.0,6.0,2.0,,,229.0,4.0,,5.0,2.0,17.0,33.0,412.0,1.0,1.0,19.0,7.0,6.0,4.0,3.0,,,,,,1.0,2.0,,,,,,1.0,,1.0,7.0,6.0,,,50.0,2.0,2.0,3.0,,10.0,16.0,2.0,1.0,9.0,2.0,33.0,50.0,2.0,17.0,9.0,,1.0,68.0,9.0,16.0,1.0,,,,2.0,2.0,1.0,2.0,1.0,1.0,,8.0,,2.0,,13.0,1.0,26.0,26.0,1.0,5.0,80.0,48.0,7.0,,5.0,4.0,5.0,,1.0,,99.0,76.0,15.0,,,,,,139.0,131.0,1.0,23.0,17.0,55.7,1.0,,,,0.0,2.0,2.0,,,2.0,,6.0,,3.0,99.0,,9.0,209.0,24.0,25.0,14.0,7.0,27.0,20.0,,140.0,1.0,317.0,3.0,,17.0,21.0,55.0,2.0,499.0,2.0,0.0,13.0,19.0,3.0,22.0,1.0,747.0,,9.0,10.0,15.0,0.0
284244,25,2010-02-06 15:00:00,43,Man City,Away,122.0,10.0,,5.0,5.0,4.0,,180.0,6.0,,3.0,11.0,25.0,25.0,297.0,1.0,2.0,17.0,18.0,22.0,12.0,,,,,,,,,,,,,,,,,4.0,6.0,,,54.0,4.0,6.0,6.0,,8.0,8.0,6.0,,13.0,,54.0,78.0,4.0,22.0,15.0,,,79.0,14.0,14.0,1.0,,,,,,,,,,,9.0,,2.0,,26.0,,19.0,19.0,,3.0,93.0,48.0,4.0,,4.0,8.0,5.0,,2.0,,76.0,52.0,18.0,,,,,,186.0,163.0,,23.0,26.0,57.9,,,,1.0,0.0,1.0,,,,1.0,,5.0,1.0,3.0,91.0,,12.0,150.0,26.0,45.0,9.0,8.0,24.0,16.0,,147.0,8.0,288.0,2.0,,43.0,26.0,57.0,6.0,414.0,1.0,0.0,16.0,36.0,9.0,19.0,4.0,703.0,,6.0,8.0,30.0,0.0
284259,26,2010-02-09 19:45:00,43,Man City,Home,172.0,20.0,1.0,2.0,1.0,2.0,,193.0,5.0,,6.0,8.0,16.0,40.0,363.0,,1.0,21.0,19.0,11.0,3.0,2.0,,,,,1.0,,1.0,,,,1.0,1.0,,,1.0,8.0,5.0,,,61.0,2.0,2.0,7.0,,6.0,12.0,7.0,,9.0,2.0,54.0,52.0,2.0,20.0,8.0,,,59.0,12.0,19.0,2.0,,,,1.0,1.0,,1.0,1.0,,,12.0,,2.0,1.0,19.0,1.0,17.0,17.0,1.0,6.0,83.0,42.0,3.0,,2.0,4.0,3.0,,1.0,,73.0,71.0,17.0,,,,,1.0,179.0,157.0,1.0,26.0,21.0,58.6,1.0,,,2.0,0.0,3.0,1.0,,,1.0,,5.0,,3.0,87.0,,6.0,202.0,31.0,42.0,14.0,5.0,27.0,22.0,,130.0,8.0,287.0,2.0,,29.0,18.0,76.0,6.0,462.0,,0.0,10.0,16.0,6.0,24.0,0.0,727.0,,6.0,6.0,11.0,0.0
284265,27,2010-02-21 15:00:00,43,Man City,Home,174.0,10.0,1.0,3.0,2.0,2.0,,142.0,4.0,,1.0,6.0,13.0,38.0,313.0,,,23.0,10.0,8.0,3.0,,,,,,,,,,,,,,,,,2.0,5.0,,,60.0,,1.0,6.0,,8.0,10.0,6.0,,15.0,,49.0,49.0,,16.0,7.0,,,70.0,9.0,15.0,,,,,,,,,,,,5.0,,1.0,1.0,12.0,,22.0,22.0,,1.0,78.0,44.0,6.0,,2.0,1.0,1.0,,4.0,,59.0,56.0,20.0,,,,,,161.0,148.0,3.0,27.0,23.0,44.1,,,,1.0,0.0,,1.0,,,1.0,,3.0,,2.0,65.0,,3.0,198.0,24.0,29.0,17.0,8.0,26.0,18.0,,107.0,7.0,228.0,1.0,,20.0,13.0,59.0,3.0,400.0,,0.0,5.0,19.0,4.0,32.0,1.0,667.0,,7.0,8.0,15.0,0.0
284273,28,2010-02-27 12:45:00,43,Man City,Away,145.0,10.0,,2.0,2.0,1.0,,118.0,2.0,1.0,8.0,5.0,11.0,24.0,261.0,,1.0,13.0,4.0,4.0,2.0,1.0,,3.0,,,,1.0,2.0,,,,1.0,,,,1.0,10.0,17.0,,,52.0,5.0,1.0,6.0,,2.0,1.0,1.0,,7.0,,34.0,51.0,5.0,16.0,12.0,,,51.0,14.0,21.0,4.0,,,,2.0,2.0,,1.0,2.0,,3.0,12.0,,2.0,1.0,25.0,,21.0,21.0,2.0,8.0,88.0,39.0,3.0,,2.0,3.0,6.0,,6.0,,73.0,40.0,7.0,1.0,1.0,1.0,,1.0,138.0,119.0,3.0,16.0,16.0,43.3,,,,,0.0,5.0,5.0,,,1.0,3.0,2.0,,3.0,42.0,,5.0,167.0,21.0,35.0,9.0,2.0,7.0,5.0,,73.0,3.0,188.0,2.0,1.0,25.0,12.0,51.0,3.0,348.0,,0.0,9.0,21.0,2.0,16.0,1.0,580.0,,5.0,2.0,13.0,0.0
284285,29,2010-05-05 20:00:00,43,Man City,Home,115.0,14.0,4.0,6.0,2.0,2.0,,185.0,1.0,1.0,5.0,9.0,16.0,18.0,294.0,,,22.0,26.0,13.0,8.0,4.0,,2.0,,,,,,,,,,,,,1.0,9.0,4.0,,,57.0,3.0,3.0,12.0,,9.0,19.0,12.0,,10.0,3.0,67.0,61.0,3.0,13.0,8.0,,,59.0,13.0,15.0,,,,,,,,,,,,9.0,,2.0,1.0,11.0,,19.0,19.0,,5.0,94.0,47.0,8.0,,7.0,5.0,3.0,,3.0,,70.0,80.0,17.0,,,,,,165.0,157.0,1.0,16.0,30.0,54.1,,,,,0.0,3.0,,,,,2.0,7.0,,3.0,90.0,,12.0,131.0,25.0,21.0,16.0,9.0,40.0,31.0,,132.0,7.0,294.0,2.0,1.0,33.0,19.0,49.0,6.0,385.0,,0.0,13.0,24.0,4.0,23.0,0.0,666.0,,9.0,9.0,19.0,0.0
284298,30,2010-03-14 16:00:00,43,Man City,Away,139.0,16.0,3.0,7.0,4.0,8.0,,167.0,6.0,2.0,4.0,10.0,9.0,25.0,299.0,,1.0,25.0,22.0,22.0,10.0,1.0,,2.0,,,,,,,,,,,,,,5.0,10.0,,,61.0,2.0,6.0,6.0,,6.0,12.0,5.0,,25.0,,68.0,63.0,2.0,11.0,7.0,,2.0,81.0,12.0,12.0,,,,,,1.0,,1.0,1.0,,,10.0,,,2.0,14.0,,22.0,22.0,3.0,4.0,119.0,48.0,3.0,1.0,3.0,9.0,7.0,,5.0,,46.0,82.0,17.0,,,,,,207.0,196.0,,22.0,26.0,55.0,,,,,0.0,1.0,2.0,,,,2.0,4.0,1.0,3.0,88.0,,12.0,167.0,37.0,22.0,15.0,6.0,23.0,17.0,,153.0,20.0,291.0,,2.0,41.0,10.0,59.0,3.0,435.0,1.0,0.0,17.0,19.0,4.0,32.0,4.0,724.0,,10.0,7.0,12.0,0.0
284304,31,2010-03-21 15:00:00,43,Man City,Away,183.0,19.0,,3.0,3.0,4.0,,182.0,5.0,1.0,1.0,10.0,17.0,45.0,362.0,,1.0,13.0,15.0,21.0,14.0,,,2.0,,,,,,,,,,,1.0,,,7.0,6.0,,,73.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,,10.0,,45.0,53.0,3.0,17.0,8.0,,,81.0,13.0,8.0,2.0,1.0,,,,1.0,,1.0,1.0,,1.0,7.0,,,3.0,19.0,2.0,25.0,25.0,2.0,1.0,113.0,49.0,4.0,,4.0,11.0,8.0,,6.0,,83.0,63.0,13.0,1.0,1.0,1.0,,,180.0,158.0,6.0,27.0,29.0,45.8,1.0,,,,0.0,2.0,,,,,2.0,5.0,,3.0,88.0,,15.0,208.0,39.0,39.0,13.0,2.0,7.0,5.0,,145.0,12.0,289.0,,1.0,41.0,20.0,90.0,1.0,490.0,1.0,0.0,17.0,18.0,5.0,18.0,0.0,748.0,,6.0,2.0,15.0,0.0
284316,32,2010-03-29 20:00:00,43,Man City,Home,173.0,16.0,,6.0,6.0,2.0,,242.0,9.0,,1.0,2.0,19.0,33.0,409.0,1.0,2.0,26.0,12.0,9.0,9.0,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,10.0,,,62.0,1.0,5.0,9.0,,3.0,16.0,1.0,,21.0,2.0,66.0,64.0,1.0,10.0,7.0,,,57.0,13.0,13.0,3.0,,,,1.0,2.0,,1.0,2.0,,,10.0,,,1.0,9.0,,16.0,16.0,1.0,1.0,72.0,52.0,4.0,,1.0,10.0,6.0,,2.0,,82.0,75.0,21.0,,,,,,148.0,144.0,2.0,23.0,34.0,59.3,,,,1.0,0.0,,2.0,,,1.0,,2.0,,3.0,102.0,,11.0,193.0,28.0,14.0,25.0,2.0,20.0,18.0,,149.0,3.0,323.0,,,14.0,23.0,46.0,8.0,496.0,1.0,0.0,13.0,29.0,9.0,27.0,3.0,775.0,,13.0,3.0,23.0,0.0
284323,33,2010-04-03 17:30:00,43,Man City,Away,145.0,19.0,3.0,4.0,1.0,2.0,,226.0,3.0,,5.0,10.0,11.0,37.0,367.0,,2.0,25.0,10.0,15.0,13.0,1.0,,4.0,,,,,,,,,,,,1.0,,7.0,10.0,,,68.0,1.0,5.0,2.0,,7.0,7.0,,1.0,8.0,2.0,37.0,47.0,1.0,17.0,8.0,,,93.0,10.0,8.0,4.0,,,,,4.0,2.0,4.0,2.0,2.0,1.0,8.0,,2.0,,17.0,2.0,27.0,27.0,3.0,5.0,96.0,46.0,6.0,1.0,6.0,12.0,9.0,,5.0,,72.0,82.0,18.0,,,,,,169.0,153.0,5.0,23.0,29.0,53.6,1.0,,,,0.0,1.0,2.0,,,1.0,4.0,6.0,,3.0,113.0,,18.0,168.0,33.0,33.0,14.0,6.0,13.0,7.0,,176.0,10.0,327.0,2.0,,30.0,11.0,67.0,1.0,482.0,,0.0,20.0,17.0,7.0,33.0,0.0,761.0,,7.0,7.0,16.0,0.0
284335,34,2010-04-11 16:00:00,43,Man City,Home,139.0,14.0,3.0,6.0,3.0,3.0,,269.0,4.0,1.0,6.0,4.0,25.0,48.0,402.0,,,15.0,14.0,8.0,12.0,2.0,,,,,,1.0,1.0,,,,1.0,,,,2.0,5.0,4.0,,,57.0,1.0,5.0,5.0,,8.0,12.0,3.0,1.0,12.0,2.0,52.0,46.0,1.0,14.0,7.0,,,59.0,12.0,10.0,4.0,,,,1.0,3.0,,1.0,2.0,1.0,,9.0,,2.0,1.0,17.0,,17.0,17.0,1.0,6.0,90.0,56.0,4.0,,8.0,9.0,8.0,,4.0,,99.0,70.0,20.0,,,,,1.0,147.0,129.0,2.0,18.0,26.0,53.0,,,,,0.0,1.0,,,,1.0,,10.0,1.0,3.0,113.0,,17.0,157.0,32.0,32.0,17.0,8.0,25.0,17.0,,150.0,5.0,350.0,2.0,1.0,17.0,28.0,70.0,3.0,482.0,2.0,0.0,23.0,21.0,4.0,15.0,0.0,746.0,,7.0,8.0,14.0,0.0
284344,35,2010-04-17 12:45:00,43,Man City,Home,112.0,21.0,2.0,2.0,,3.0,,157.0,8.0,1.0,3.0,1.0,10.0,22.0,267.0,,1.0,19.0,14.0,8.0,6.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,8.0,7.0,,,59.0,4.0,2.0,9.0,,7.0,19.0,1.0,,23.0,,61.0,48.0,4.0,18.0,6.0,,,61.0,8.0,12.0,,,,,1.0,,,,,,,11.0,,,1.0,15.0,,31.0,30.0,5.0,3.0,80.0,43.0,5.0,,3.0,4.0,4.0,,3.0,,65.0,46.0,20.0,,,,,,160.0,140.0,3.0,29.0,21.0,43.7,,,,1.0,0.0,1.0,1.0,,,2.0,1.0,3.0,1.0,3.0,83.0,,7.0,120.0,38.0,38.0,17.0,6.0,30.0,24.0,,124.0,11.0,249.0,,1.0,13.0,13.0,47.0,2.0,339.0,,0.0,9.0,19.0,6.0,23.0,2.0,628.0,,9.0,7.0,12.0,0.0
284350,36,2010-04-24 17:30:00,43,Man City,Away,126.0,18.0,1.0,1.0,,2.0,,115.0,6.0,,2.0,1.0,9.0,20.0,240.0,,3.0,18.0,12.0,7.0,2.0,1.0,,,,,,,,,,,,,,,,7.0,6.0,,,65.0,3.0,1.0,11.0,,1.0,7.0,1.0,,14.0,1.0,57.0,60.0,3.0,21.0,14.0,,,79.0,14.0,14.0,,1.0,,,,,,,,,,13.0,,2.0,,24.0,,29.0,29.0,1.0,2.0,96.0,40.0,5.0,,1.0,2.0,1.0,,2.0,,51.0,56.0,14.0,,,,,,175.0,157.0,2.0,33.0,18.0,40.7,,,,1.0,0.0,2.0,2.0,,,,,1.0,,3.0,36.0,,3.0,151.0,43.0,39.0,13.0,1.0,11.0,10.0,,87.0,7.0,208.0,2.0,,12.0,11.0,58.0,3.0,348.0,,0.0,3.0,32.0,9.0,26.0,2.0,621.0,,7.0,1.0,22.0,0.0
284364,37,2010-05-01 15:00:00,43,Man City,Home,109.0,11.0,2.0,2.0,,1.0,,226.0,,,6.0,4.0,13.0,28.0,333.0,,1.0,23.0,17.0,11.0,9.0,1.0,,2.0,,,,,,,,,1.0,,,,1.0,4.0,7.0,,,66.0,1.0,10.0,3.0,,12.0,17.0,2.0,,12.0,,48.0,50.0,1.0,21.0,11.0,,,68.0,7.0,10.0,3.0,,,,,2.0,,2.0,2.0,,,5.0,,1.0,1.0,21.0,,23.0,23.0,,6.0,72.0,39.0,5.0,,3.0,9.0,6.0,,3.0,,70.0,67.0,15.0,,,,,1.0,165.0,152.0,4.0,20.0,28.0,53.9,,,,1.0,0.0,1.0,2.0,,,1.0,2.0,4.0,1.0,2.0,104.0,,12.0,127.0,26.0,34.0,16.0,12.0,33.0,21.0,,144.0,5.0,325.0,2.0,,13.0,14.0,47.0,2.0,419.0,,0.0,20.0,23.0,7.0,29.0,1.0,708.0,,6.0,13.0,17.0,0.0
284378,38,2010-05-09 16:00:00,43,Man City,Away,252.0,30.0,1.0,4.0,3.0,,,276.0,4.0,,15.0,,14.0,51.0,524.0,,,10.0,7.0,12.0,13.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,6.0,7.0,,,79.0,2.0,4.0,11.0,,3.0,15.0,4.0,,15.0,4.0,55.0,61.0,2.0,7.0,6.0,,,74.0,7.0,13.0,,,,,1.0,1.0,,1.0,1.0,,,6.0,,2.0,,8.0,,25.0,25.0,,15.0,94.0,68.0,4.0,1.0,9.0,6.0,4.0,,3.0,,103.0,95.0,21.0,,,,,,143.0,138.0,5.0,21.0,33.0,64.1,,,,,0.0,3.0,1.0,,,,1.0,10.0,,3.0,130.0,,15.0,272.0,39.0,12.0,27.0,3.0,23.0,20.0,,171.0,4.0,358.0,2.0,,20.0,14.0,74.0,3.0,607.0,,0.0,18.0,24.0,5.0,11.0,0.0,887.0,,12.0,3.0,18.0,0.0
