matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321766,11.0,2010-11-07 15:00:00,43,Man City,Away,255.0,18.0,,1.0,1.0,3.0,,233.0,5.0,,7.0,1.0,28.0,34.0,487.0,,2.0,16.0,10.0,5.0,4.0,,,,2.0,,2.0,,1.0,,,,,,,,,5.0,8.0,,69.0,54.0,,1.0,1.0,4.0,4.0,6.0,,1.0,6.0,4.0,,6.0,1.0,49.0,50.0,4.0,14.0,5.0,,,57.0,18.0,15.0,2.0,,,,2.0,168.0,2.0,,2.0,2.0,,,9.0,,,,2.0,,,,2.0,12.0,,17.0,14.0,,7.0,156.0,80.0,55.0,6.0,,1.0,5.0,3.0,,,4.0,1.0,94.0,70.0,13.0,,,,,,136.0,121.0,1.0,27.0,18.0,60.3,,1.0,0.0,,,,164.0,,1.0,,,,,4.0,,2.0,71.0,6.0,272.0,31.0,29.0,23.0,1.0,11.0,10.0,,106.0,6.0,296.0,2.0,,10.0,30.0,51.0,3.0,557.0,,1.0,11.0,18.0,4.0,20.0,4.0,744.0,12.0,12.0,1.0,16.0,0.0
321775,12.0,2010-11-10 20:00:00,43,Man City,Home,251.0,18.0,4.0,6.0,2.0,2.0,,156.0,1.0,1.0,8.0,5.0,10.0,29.0,401.0,,,19.0,6.0,8.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,4.0,6.0,,76.0,54.0,,,,4.0,3.0,4.0,,8.0,12.0,6.0,,13.0,,45.0,44.0,4.0,16.0,7.0,,,46.0,11.0,12.0,,,,,1.0,168.0,,,,,,,3.0,,,,,,,,,12.0,,13.0,11.0,2.0,8.0,111.0,78.0,46.0,5.0,,2.0,2.0,2.0,,,5.0,3.0,55.0,64.0,13.0,,,,,,152.0,141.0,1.0,25.0,17.0,46.6,,,0.0,,,,122.0,2.0,1.0,,,2.0,,4.0,,3.0,63.0,4.0,276.0,29.0,27.0,13.0,7.0,27.0,20.0,,91.0,6.0,228.0,,1.0,19.0,11.0,48.0,,477.0,,0.0,9.0,22.0,1.0,24.0,0.0,674.0,10.0,2.0,8.0,15.0,0.0
321780,13.0,2010-11-13 15:00:00,43,Man City,Home,177.0,25.0,1.0,6.0,5.0,2.0,,252.0,,1.0,7.0,1.0,15.0,31.0,423.0,,2.0,15.0,18.0,10.0,17.0,1.0,,,,1.0,2.0,,,1.0,20.0,,,,,,,2.0,5.0,,64.0,66.0,1.0,1.0,,1.0,8.0,2.0,,6.0,23.0,7.0,,12.0,1.0,53.0,40.0,1.0,11.0,5.0,,,69.0,16.0,11.0,,,3.0,1.0,2.0,169.0,,,,,,,6.0,,,,1.0,,,,1.0,16.0,,11.0,11.0,1.0,7.0,119.0,79.0,47.0,4.0,,6.0,12.0,7.0,,,,4.0,69.0,81.0,21.0,,,,,,168.0,151.0,1.0,32.0,22.0,59.5,,1.0,0.0,,,,147.0,1.0,3.0,,,,,9.0,,3.0,145.0,18.0,197.0,31.0,28.0,14.0,6.0,37.0,31.0,,183.0,3.0,339.0,1.0,1.0,17.0,15.0,53.0,3.0,499.0,,0.0,24.0,11.0,3.0,19.0,2.0,696.0,9.0,8.0,6.0,8.0,0.0
321792,14.0,2010-11-21 16:00:00,43,Man City,Away,216.0,9.0,3.0,5.0,2.0,3.0,,236.0,4.0,1.0,5.0,6.0,38.0,34.0,447.0,,1.0,14.0,20.0,22.0,5.0,1.0,1.0,,,,,,,1.0,8.0,,,,,,,8.0,7.0,,82.0,74.0,1.0,1.0,,5.0,2.0,1.0,,6.0,11.0,2.0,1.0,15.0,,57.0,62.0,5.0,21.0,15.0,,,64.0,17.0,14.0,2.0,,2.0,2.0,,193.0,3.0,,2.0,2.0,1.0,,11.0,,,3.0,2.0,,,,2.0,27.0,,18.0,15.0,1.0,5.0,116.0,116.0,78.0,7.0,1.0,3.0,6.0,6.0,,,5.0,2.0,70.0,69.0,9.0,,,,,,170.0,147.0,3.0,27.0,34.0,54.6,,1.0,0.0,,,,131.0,1.0,,,,,1.0,3.0,1.0,3.0,81.0,9.0,231.0,17.0,44.0,14.0,6.0,21.0,15.0,1.0,120.0,10.0,312.0,2.0,1.0,27.0,40.0,57.0,3.0,522.0,,0.0,11.0,18.0,3.0,18.0,1.0,748.0,19.0,8.0,7.0,10.0,0.0
321803,15.0,2010-11-27 15:00:00,43,Man City,Away,206.0,12.0,1.0,1.0,,,,228.0,3.0,1.0,4.0,1.0,27.0,25.0,433.0,,1.0,17.0,14.0,17.0,8.0,,,,,,1.0,,,,10.0,,,,,,,14.0,5.0,,76.0,65.0,,,,5.0,2.0,4.0,1.0,3.0,12.0,2.0,1.0,14.0,2.0,44.0,56.0,5.0,18.0,8.0,,1.0,57.0,10.0,9.0,,1.0,2.0,1.0,1.0,188.0,1.0,,,1.0,,,10.0,,,1.0,3.0,,,,,27.0,,11.0,8.0,1.0,5.0,142.0,90.0,41.0,6.0,,5.0,4.0,4.0,,,6.0,4.0,65.0,61.0,10.0,,,,,,197.0,168.0,2.0,19.0,35.0,63.9,,4.0,0.0,,,,131.0,4.0,,,,,,5.0,,2.0,106.0,9.0,238.0,27.0,47.0,8.0,3.0,18.0,15.0,,140.0,2.0,317.0,3.0,1.0,12.0,28.0,54.0,2.0,537.0,,0.0,11.0,24.0,5.0,24.0,2.0,751.0,9.0,6.0,3.0,18.0,0.0
321813,16.0,2010-12-04 15:00:00,43,Man City,Home,153.0,7.0,2.0,4.0,2.0,1.0,,217.0,,,6.0,5.0,31.0,16.0,366.0,2.0,5.0,17.0,16.0,12.0,16.0,1.0,1.0,,1.0,1.0,2.0,,,,17.0,,,1.0,,1.0,,9.0,3.0,,68.0,59.0,2.0,1.0,1.0,6.0,5.0,9.0,,8.0,9.0,5.0,,15.0,,59.0,63.0,6.0,23.0,14.0,,,63.0,12.0,19.0,1.0,,3.0,2.0,2.0,176.0,1.0,,1.0,1.0,,,7.0,,,1.0,2.0,,,,,28.0,2.0,19.0,15.0,3.0,7.0,107.0,86.0,50.0,8.0,,7.0,11.0,7.0,,,5.0,,67.0,69.0,19.0,,,,,,163.0,143.0,5.0,20.0,22.0,59.0,2.0,1.0,0.0,,,,93.0,1.0,,,1.0,,1.0,9.0,1.0,3.0,100.0,18.0,171.0,15.0,43.0,21.0,6.0,22.0,16.0,1.0,135.0,3.0,295.0,3.0,,21.0,32.0,35.0,5.0,444.0,2.0,1.0,21.0,18.0,7.0,20.0,2.0,681.0,9.0,14.0,8.0,15.0,0.0
321825,17.0,2010-12-11 15:00:00,43,Man City,Away,184.0,10.0,2.0,6.0,4.0,3.0,,255.0,4.0,,3.0,3.0,32.0,22.0,433.0,,1.0,14.0,20.0,20.0,8.0,2.0,1.0,,,,,,,,10.0,,,,,,,6.0,11.0,,84.0,60.0,2.0,1.0,1.0,4.0,3.0,1.0,,6.0,12.0,6.0,,11.0,1.0,50.0,64.0,4.0,17.0,10.0,,,65.0,15.0,9.0,,,3.0,2.0,,195.0,3.0,,2.0,3.0,,,11.0,,,3.0,,,,,2.0,21.0,,14.0,11.0,,3.0,122.0,100.0,65.0,2.0,3.0,3.0,10.0,8.0,,,2.0,4.0,117.0,47.0,24.0,,,,,,160.0,140.0,3.0,24.0,26.0,61.2,,,0.0,,,,112.0,1.0,1.0,,,,1.0,3.0,,2.0,119.0,13.0,206.0,22.0,37.0,15.0,5.0,25.0,20.0,1.0,154.0,5.0,332.0,,,22.0,32.0,48.0,1.0,513.0,,0.0,14.0,25.0,2.0,18.0,3.0,721.0,9.0,10.0,6.0,21.0,0.0
321833,18.0,2010-12-20 20:00:00,43,Man City,Home,196.0,16.0,4.0,8.0,4.0,2.0,,352.0,3.0,,6.0,2.0,28.0,30.0,540.0,1.0,3.0,26.0,9.0,10.0,17.0,4.0,,,,1.0,2.0,,,,20.0,,,,,1.0,,4.0,2.0,,80.0,53.0,1.0,2.0,,4.0,16.0,8.0,,10.0,17.0,13.0,,14.0,,48.0,57.0,4.0,4.0,1.0,,1.0,85.0,10.0,13.0,,,2.0,,2.0,195.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,1.0,3.0,1.0,10.0,7.0,,7.0,174.0,61.0,43.0,,1.0,6.0,16.0,7.0,,,2.0,,60.0,109.0,33.0,,,,,,152.0,147.0,2.0,26.0,18.0,68.2,1.0,,0.0,,,,166.0,,,,1.0,,,10.0,3.0,2.0,197.0,22.0,213.0,28.0,9.0,16.0,9.0,39.0,30.0,,237.0,4.0,441.0,,,7.0,28.0,38.0,2.0,615.0,1.0,1.0,33.0,26.0,5.0,29.0,2.0,833.0,13.0,8.0,11.0,19.0,0.0
321845,19.0,2010-12-26 15:00:00,43,Man City,Away,128.0,9.0,,1.0,1.0,2.0,,130.0,5.0,1.0,5.0,7.0,17.0,19.0,257.0,,1.0,14.0,12.0,11.0,4.0,,1.0,,,,,,,1.0,8.0,,,,,,,16.0,8.0,,54.0,71.0,1.0,,1.0,2.0,3.0,8.0,,3.0,5.0,4.0,,18.0,2.0,63.0,51.0,1.0,24.0,12.0,,,60.0,16.0,7.0,1.0,,,,,156.0,2.0,,2.0,2.0,,,16.0,,,2.0,3.0,,,,1.0,25.0,,14.0,12.0,,5.0,65.0,88.0,46.0,6.0,1.0,2.0,4.0,3.0,,,4.0,2.0,42.0,53.0,14.0,,,,,,188.0,168.0,4.0,32.0,20.0,43.4,,2.0,0.0,,,,78.0,2.0,2.0,,,,1.0,4.0,,3.0,53.0,6.0,169.0,17.0,43.0,18.0,2.0,11.0,9.0,1.0,86.0,11.0,195.0,4.0,1.0,26.0,17.0,47.0,4.0,353.0,,0.0,10.0,25.0,2.0,20.0,5.0,586.0,11.0,8.0,3.0,16.0,0.0
321850,20.0,2010-12-28 15:00:00,43,Man City,Home,235.0,12.0,1.0,5.0,4.0,3.0,,184.0,6.0,1.0,,4.0,31.0,30.0,414.0,,1.0,15.0,7.0,8.0,5.0,1.0,,,,,,,,,7.0,2.0,,,,,1.0,3.0,6.0,,91.0,43.0,1.0,1.0,3.0,2.0,4.0,5.0,,7.0,8.0,2.0,1.0,10.0,2.0,43.0,53.0,2.0,10.0,5.0,,,43.0,14.0,14.0,3.0,,2.0,,,143.0,1.0,,1.0,,1.0,,12.0,,,1.0,,,,,,10.0,,17.0,14.0,1.0,,124.0,71.0,39.0,6.0,,2.0,5.0,6.0,,,1.0,1.0,63.0,57.0,12.0,,,,,2.0,121.0,112.0,2.0,18.0,21.0,49.9,,,0.0,,,,116.0,1.0,3.0,,,2.0,,3.0,,3.0,65.0,7.0,249.0,25.0,19.0,18.0,7.0,17.0,10.0,,87.0,3.0,242.0,,1.0,19.0,32.0,53.0,2.0,474.0,,0.0,13.0,20.0,3.0,18.0,1.0,648.0,11.0,11.0,8.0,14.0,0.0
321860,21.0,2011-01-01 15:00:00,43,Man City,Home,189.0,9.0,,,,2.0,,202.0,1.0,1.0,6.0,4.0,19.0,19.0,391.0,4.0,1.0,27.0,9.0,6.0,11.0,,2.0,,,,2.0,,,,13.0,,1.0,,,,,5.0,5.0,,57.0,58.0,3.0,4.0,,1.0,7.0,7.0,,10.0,10.0,4.0,,20.0,3.0,57.0,39.0,1.0,12.0,8.0,,,58.0,11.0,9.0,,,4.0,,2.0,165.0,,,,,,,8.0,,,,1.0,,,,1.0,11.0,,17.0,13.0,,6.0,107.0,76.0,45.0,4.0,1.0,6.0,5.0,3.0,,,1.0,6.0,87.0,54.0,11.0,,,,,1.0,159.0,151.0,6.0,26.0,19.0,52.2,,1.0,0.0,,,,130.0,4.0,2.0,,,1.0,2.0,12.0,,3.0,109.0,11.0,204.0,18.0,20.0,23.0,7.0,21.0,14.0,2.0,140.0,7.0,276.0,1.0,1.0,11.0,20.0,33.0,6.0,459.0,6.0,0.0,22.0,12.0,2.0,31.0,0.0,673.0,8.0,12.0,10.0,11.0,0.0
