matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987698,11,2018-11-04 15:00:00,43,Man City,Home,306.0,18.0,,5.0,5.0,1.0,1.0,363.0,5.0,1.0,5.0,2.0,9.0,21.0,664.0,1.0,1.0,9.0,11.0,16.0,11.0,,,1.0,,1.0,,,1.0,,,,16.0,,,,1.0,,,8.0,9.0,4.0,13.0,5.0,118.0,60.0,3.0,1.0,2.0,1.0,19.0,5.0,6.0,,,4.0,6.0,3.0,,12.0,2.0,48.0,52.0,1.0,17.0,13.0,,2.0,,,,,,58.0,14.0,9.0,4.0,,3.0,2.0,1.0,189.0,5.0,,3.0,5.0,,1.0,6.0,5.0,2.0,2.0,13.0,1.0,11.0,11.0,3.0,5.0,209.0,57.0,47.0,4.0,1.0,4.0,12.0,8.0,711.0,2.0,2.0,121.0,83.0,32.0,1.0,1.0,1.0,,109.0,109.0,6.0,26.0,23.0,67.3,1.0,,,,19.0,0.0,213.0,3.0,2.0,5.0,,1.0,5.0,,3.0,197.0,647.0,9.0,17.0,321.0,24.0,17.0,22.0,1.0,12.0,11.0,2.0,232.0,3.0,420.0,2.0,2.0,12.0,9.0,35.0,1.0,729.0,4.0,0.0,18.0,12.0,3.0,9.0,1.0,914.0,64.0,15.0,15.0,4.0,7.0,0.0
987709,12,2018-11-11 16:30:00,43,Man City,Home,247.0,19.0,1.0,4.0,3.0,2.0,,399.0,5.0,,6.0,2.0,11.0,28.0,642.0,,1.0,16.0,12.0,9.0,12.0,1.0,,1.0,,,,,,,,1.0,16.0,,,,,,,10.0,5.0,1.0,8.0,9.0,128.0,57.0,2.0,,2.0,4.0,26.0,6.0,4.0,,,5.0,11.0,5.0,,11.0,,46.0,44.0,4.0,14.0,9.0,,,,,,,,64.0,12.0,11.0,1.0,,3.0,4.0,,186.0,3.0,,3.0,3.0,,,5.0,3.0,,,9.0,,8.0,8.0,1.0,6.0,196.0,71.0,62.0,1.0,1.0,6.0,10.0,5.0,685.0,4.0,2.0,130.0,70.0,35.0,1.0,1.0,1.0,,109.0,109.0,5.0,20.0,25.0,64.9,,,,,26.0,0.0,190.0,,,,,1.0,6.0,1.0,3.0,183.0,627.0,7.0,16.0,263.0,25.0,14.0,18.0,5.0,25.0,20.0,1.0,214.0,3.0,462.0,,,11.0,12.0,40.0,,700.0,,0.0,17.0,13.0,4.0,19.0,1.0,888.0,36.0,7.0,11.0,6.0,12.0,0.0
987720,13,2018-11-24 15:00:00,43,Man City,Away,337.0,15.0,,,,,,410.0,5.0,,3.0,4.0,17.0,31.0,747.0,,,13.0,11.0,10.0,5.0,,,1.0,,,,,,,,1.0,9.0,,,,,,,,6.0,3.0,9.0,,143.0,71.0,2.0,,3.0,,20.0,1.0,7.0,,,1.0,4.0,,,12.0,,42.0,39.0,,14.0,5.0,,1.0,,,,,,63.0,3.0,6.0,3.0,,1.0,,,215.0,3.0,,3.0,3.0,,,9.0,4.0,,,5.0,,18.0,18.0,4.0,3.0,239.0,85.0,64.0,8.0,1.0,2.0,6.0,6.0,820.0,3.0,5.0,154.0,103.0,24.0,,,,,144.0,144.0,4.0,32.0,32.0,69.3,,,,,20.0,0.0,242.0,1.0,,1.0,,1.0,2.0,,3.0,135.0,733.0,8.0,8.0,360.0,31.0,14.0,19.0,,4.0,4.0,1.0,181.0,,483.0,,,18.0,18.0,56.0,3.0,839.0,1.0,0.0,9.0,13.0,5.0,13.0,0.0,1007.0,34.0,19.0,10.0,1.0,10.0,0.0
987729,14,2018-12-01 15:00:00,43,Man City,Home,294.0,20.0,1.0,5.0,4.0,1.0,1.0,423.0,6.0,,3.0,1.0,9.0,36.0,712.0,,2.0,18.0,26.0,13.0,9.0,2.0,,,,,,,,,,,13.0,,,,,,1.0,6.0,3.0,1.0,12.0,4.0,139.0,43.0,2.0,1.0,3.0,1.0,10.0,5.0,8.0,,,8.0,8.0,4.0,,3.0,,49.0,42.0,1.0,21.0,9.0,,,,,,,,73.0,9.0,3.0,1.0,1.0,1.0,1.0,,188.0,1.0,,1.0,,1.0,,7.0,2.0,,,9.0,1.0,11.0,11.0,1.0,3.0,219.0,79.0,66.0,4.0,2.0,4.0,8.0,6.0,768.0,1.0,2.0,112.0,117.0,36.0,,,,,114.0,114.0,1.0,19.0,19.0,73.1,,,,1.0,10.0,0.0,240.0,,,,1.0,,5.0,2.0,3.0,165.0,696.0,5.0,12.0,312.0,40.0,21.0,15.0,4.0,17.0,13.0,,213.0,3.0,491.0,,,9.0,10.0,54.0,2.0,786.0,1.0,0.0,16.0,14.0,4.0,18.0,0.0,951.0,37.0,17.0,12.0,8.0,12.0,0.0
987737,15,2018-12-04 20:00:00,43,Man City,Away,259.0,21.0,2.0,5.0,3.0,,,373.0,2.0,1.0,7.0,,10.0,25.0,627.0,,2.0,15.0,31.0,16.0,8.0,1.0,,1.0,,,,,,,,3.0,13.0,,,,,,,4.0,8.0,3.0,12.0,3.0,123.0,65.0,4.0,3.0,2.0,,23.0,3.0,7.0,1.0,1.0,11.0,8.0,5.0,,10.0,2.0,62.0,45.0,,28.0,13.0,,,,,,,,70.0,8.0,4.0,2.0,,1.0,1.0,,210.0,2.0,,2.0,2.0,,,4.0,2.0,,1.0,13.0,,6.0,6.0,1.0,7.0,182.0,71.0,53.0,3.0,,3.0,8.0,7.0,696.0,3.0,1.0,92.0,121.0,40.0,,,,,142.0,142.0,8.0,24.0,25.0,70.1,,,,,23.0,0.0,199.0,5.0,1.0,5.0,,1.0,5.0,,3.0,183.0,614.0,11.0,11.0,283.0,38.0,28.0,17.0,7.0,21.0,14.0,1.0,227.0,4.0,452.0,,1.0,12.0,10.0,47.0,6.0,714.0,,0.0,15.0,16.0,3.0,15.0,1.0,904.0,47.0,14.0,9.0,12.0,11.0,0.0
987746,16,2018-12-08 17:30:00,43,Man City,Away,305.0,19.0,2.0,3.0,1.0,1.0,,261.0,6.0,,2.0,,9.0,40.0,563.0,1.0,2.0,23.0,18.0,7.0,7.0,2.0,,1.0,,,,1.0,1.0,1.0,,,6.0,,,,,,1.0,9.0,5.0,3.0,10.0,4.0,105.0,53.0,,,,,22.0,4.0,10.0,,,13.0,9.0,6.0,,19.0,2.0,67.0,53.0,,11.0,7.0,,,,,,,,59.0,11.0,11.0,,,3.0,2.0,1.0,161.0,,,,,,,6.0,,,,7.0,,8.0,8.0,,2.0,192.0,74.0,59.0,1.0,,5.0,4.0,4.0,614.0,2.0,2.0,93.0,107.0,40.0,,,,,142.0,142.0,10.0,11.0,30.0,61.3,,,,,22.0,0.0,182.0,1.0,2.0,3.0,3.0,1.0,6.0,,3.0,113.0,538.0,11.0,9.0,320.0,37.0,11.0,25.0,6.0,23.0,17.0,1.0,152.0,3.0,343.0,,,6.0,9.0,57.0,2.0,640.0,1.0,0.0,14.0,19.0,2.0,23.0,0.0,844.0,34.0,13.0,16.0,13.0,15.0,0.0
987757,17,2018-12-15 12:30:00,43,Man City,Home,277.0,16.0,1.0,3.0,2.0,,,339.0,2.0,,1.0,5.0,7.0,34.0,613.0,,1.0,29.0,10.0,16.0,6.0,2.0,,,,,,,,,,1.0,9.0,,,,,,2.0,4.0,6.0,3.0,9.0,4.0,123.0,63.0,3.0,,3.0,2.0,19.0,4.0,12.0,,,6.0,9.0,3.0,,9.0,1.0,38.0,43.0,2.0,14.0,7.0,,2.0,,,,,,67.0,7.0,9.0,2.0,,2.0,,,201.0,3.0,,3.0,3.0,,,5.0,3.0,,1.0,7.0,,5.0,5.0,,1.0,176.0,87.0,64.0,2.0,,3.0,8.0,5.0,687.0,2.0,1.0,116.0,112.0,35.0,,,,,135.0,135.0,5.0,23.0,33.0,67.0,,,,2.0,19.0,0.0,205.0,1.0,,1.0,,,4.0,,2.0,125.0,599.0,2.0,11.0,295.0,33.0,14.0,6.0,6.0,18.0,12.0,,171.0,,428.0,,,16.0,8.0,57.0,3.0,705.0,,0.0,13.0,15.0,8.0,29.0,1.0,861.0,26.0,13.0,4.0,6.0,11.0,0.0
987768,18,2018-12-22 15:00:00,43,Man City,Home,141.0,33.0,6.0,13.0,7.0,2.0,1.0,521.0,2.0,,3.0,1.0,5.0,36.0,649.0,,,23.0,17.0,20.0,10.0,3.0,,,,,1.0,,1.0,,,,14.0,,,,,1.0,1.0,5.0,4.0,1.0,11.0,8.0,99.0,59.0,2.0,1.0,1.0,1.0,22.0,5.0,6.0,,,13.0,12.0,18.0,,9.0,,53.0,53.0,1.0,3.0,2.0,,,,,,,,93.0,7.0,6.0,,,4.0,2.0,1.0,164.0,2.0,,1.0,2.0,,,2.0,2.0,,,2.0,1.0,6.0,6.0,,3.0,242.0,54.0,42.0,,1.0,7.0,8.0,5.0,723.0,,4.0,134.0,106.0,73.0,1.0,1.0,1.0,,159.0,159.0,1.0,17.0,38.0,78.3,1.0,3.0,,,22.0,0.0,228.0,,,,,,9.0,2.0,3.0,252.0,639.0,7.0,15.0,157.0,54.0,3.0,24.0,13.0,45.0,32.0,,309.0,4.0,621.0,,,4.0,5.0,47.0,2.0,733.0,2.0,0.0,19.0,17.0,1.0,24.0,0.0,940.0,43.0,13.0,10.0,13.0,7.0,0.0
987776,19,2018-12-26 15:00:00,43,Man City,Away,198.0,27.0,1.0,1.0,,1.0,,335.0,5.0,1.0,3.0,3.0,6.0,31.0,532.0,3.0,1.0,25.0,26.0,15.0,9.0,,,,,,,,,,,1.0,11.0,,,,,,,5.0,8.0,2.0,6.0,5.0,85.0,66.0,2.0,1.0,1.0,1.0,15.0,3.0,5.0,,,7.0,18.0,8.0,,14.0,1.0,61.0,49.0,1.0,13.0,8.0,,1.0,,,,,,78.0,8.0,5.0,,,1.0,2.0,,174.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,8.0,,5.0,5.0,,4.0,190.0,65.0,50.0,3.0,1.0,3.0,7.0,4.0,600.0,1.0,4.0,106.0,89.0,53.0,,,,,167.0,167.0,7.0,22.0,32.0,66.1,,3.0,,,15.0,0.0,164.0,3.0,,3.0,,,4.0,,2.0,175.0,519.0,5.0,10.0,220.0,50.0,13.0,19.0,7.0,35.0,28.0,,222.0,4.0,428.0,1.0,1.0,17.0,6.0,66.0,3.0,613.0,3.0,1.0,11.0,18.0,1.0,26.0,2.0,817.0,38.0,21.0,11.0,7.0,9.0,0.0
987789,20,2018-12-30 14:15:00,43,Man City,Away,294.0,21.0,1.0,3.0,2.0,1.0,1.0,407.0,1.0,,4.0,3.0,3.0,29.0,698.0,1.0,,26.0,16.0,17.0,8.0,3.0,,1.0,,,,,,,,,11.0,,,,1.0,,2.0,8.0,3.0,2.0,12.0,2.0,118.0,54.0,6.0,4.0,2.0,1.0,8.0,4.0,4.0,,1.0,8.0,7.0,5.0,,11.0,2.0,55.0,53.0,1.0,19.0,16.0,1.0,,,,,,,66.0,10.0,11.0,1.0,,1.0,1.0,,205.0,2.0,,2.0,2.0,,,3.0,2.0,,,16.0,1.0,7.0,7.0,,4.0,217.0,83.0,65.0,3.0,1.0,4.0,9.0,6.0,765.0,,3.0,144.0,126.0,36.0,,,,,142.0,142.0,5.0,16.0,29.0,76.6,1.0,,,,8.0,0.0,243.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,163.0,683.0,2.0,13.0,312.0,37.0,19.0,28.0,5.0,18.0,13.0,1.0,208.0,3.0,489.0,,,10.0,3.0,45.0,2.0,783.0,3.0,0.0,14.0,12.0,1.0,27.0,3.0,971.0,36.0,11.0,14.0,8.0,9.0,0.0
987798,21,2019-01-03 20:00:00,43,Man City,Home,278.0,31.0,,1.0,1.0,1.0,,191.0,1.0,1.0,3.0,3.0,4.0,32.0,468.0,1.0,,21.0,9.0,19.0,4.0,,,1.0,,,,,,1.0,,1.0,9.0,,,,,,,7.0,7.0,,6.0,3.0,102.0,70.0,1.0,2.0,,,18.0,1.0,11.0,1.0,,2.0,8.0,2.0,,5.0,2.0,50.0,47.0,,31.0,12.0,,,,,,,,52.0,12.0,6.0,2.0,,,,,195.0,2.0,,2.0,2.0,,,3.0,2.0,1.0,,12.0,,14.0,14.0,,3.0,139.0,92.0,48.0,1.0,,2.0,4.0,4.0,562.0,1.0,,99.0,73.0,23.0,,,,,160.0,160.0,5.0,20.0,40.0,49.6,,,,1.0,18.0,0.0,142.0,4.0,,3.0,,1.0,4.0,,3.0,76.0,456.0,7.0,6.0,299.0,56.0,31.0,21.0,1.0,11.0,10.0,1.0,124.0,2.0,290.0,1.0,1.0,17.0,4.0,65.0,2.0,578.0,2.0,0.0,9.0,14.0,2.0,23.0,4.0,762.0,25.0,18.0,8.0,2.0,11.0,0.0
987809,22,2019-01-14 20:00:00,43,Man City,Home,159.0,15.0,,5.0,5.0,,,649.0,4.0,1.0,3.0,1.0,10.0,27.0,803.0,1.0,1.0,15.0,16.0,21.0,19.0,,2.0,,,,,,,,,,21.0,1.0,,,,,,5.0,2.0,1.0,13.0,11.0,135.0,63.0,2.0,1.0,1.0,,17.0,8.0,9.0,,,12.0,17.0,10.0,,9.0,,49.0,46.0,,6.0,2.0,,,,,,,,93.0,6.0,3.0,2.0,,1.0,,,203.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,,2.0,,9.0,9.0,,3.0,257.0,56.0,48.0,1.0,,5.0,15.0,9.0,856.0,2.0,1.0,157.0,137.0,63.0,,,,1.0,130.0,130.0,12.0,13.0,35.0,76.1,,,,,17.0,0.0,277.0,,,,,,7.0,,3.0,368.0,787.0,4.0,20.0,165.0,25.0,6.0,21.0,4.0,31.0,27.0,,418.0,1.0,738.0,1.0,1.0,5.0,10.0,37.0,3.0,872.0,2.0,0.0,24.0,10.0,6.0,15.0,1.0,1054.0,61.0,13.0,12.0,12.0,8.0,0.0
987815,23,2019-01-20 13:30:00,43,Man City,Away,254.0,24.0,2.0,5.0,3.0,2.0,,392.0,8.0,1.0,6.0,1.0,5.0,32.0,641.0,,1.0,20.0,14.0,15.0,7.0,2.0,,,,,,,,,,1.0,9.0,,,,,,,5.0,3.0,2.0,10.0,2.0,112.0,66.0,4.0,2.0,2.0,1.0,9.0,2.0,3.0,,1.0,4.0,7.0,1.0,1.0,17.0,1.0,47.0,53.0,1.0,12.0,6.0,,1.0,,,,,,83.0,9.0,10.0,2.0,,3.0,,,215.0,3.0,,1.0,3.0,,,9.0,3.0,1.0,1.0,6.0,,11.0,11.0,,7.0,216.0,63.0,45.0,1.0,,6.0,6.0,4.0,710.0,,3.0,100.0,76.0,34.0,,,,,143.0,143.0,4.0,22.0,31.0,67.6,,,,,9.0,0.0,191.0,1.0,1.0,2.0,2.0,,6.0,,3.0,158.0,620.0,4.0,12.0,273.0,47.0,12.0,20.0,3.0,11.0,8.0,,206.0,6.0,472.0,1.0,1.0,14.0,5.0,56.0,2.0,734.0,1.0,0.0,12.0,13.0,1.0,20.0,2.0,916.0,24.0,16.0,15.0,4.0,10.0,0.0
987829,24,2019-01-29 20:00:00,43,Man City,Away,251.0,14.0,1.0,1.0,,1.0,,432.0,3.0,,5.0,,8.0,24.0,682.0,1.0,1.0,22.0,13.0,18.0,4.0,2.0,,,,,,,1.0,,,,5.0,,,,,,2.0,3.0,4.0,3.0,8.0,4.0,128.0,66.0,1.0,,1.0,1.0,20.0,5.0,4.0,,1.0,8.0,11.0,2.0,,12.0,,44.0,64.0,1.0,11.0,7.0,,1.0,,,,,,85.0,7.0,9.0,1.0,,4.0,2.0,1.0,205.0,1.0,,1.0,1.0,,,3.0,1.0,,,7.0,,6.0,6.0,,5.0,219.0,67.0,52.0,1.0,,1.0,6.0,4.0,751.0,2.0,3.0,117.0,131.0,39.0,1.0,1.0,1.0,,152.0,152.0,9.0,28.0,24.0,76.2,,3.0,,,20.0,0.0,215.0,,,,1.0,,3.0,,3.0,174.0,666.0,6.0,7.0,266.0,31.0,11.0,23.0,6.0,21.0,15.0,,218.0,2.0,522.0,,,7.0,10.0,42.0,5.0,767.0,1.0,0.0,12.0,22.0,3.0,23.0,3.0,958.0,35.0,18.0,15.0,8.0,11.0,0.0
987839,25,2019-02-03 16:30:00,43,Man City,Home,201.0,30.0,,2.0,2.0,1.0,,338.0,2.0,1.0,4.0,2.0,5.0,31.0,537.0,,,19.0,5.0,19.0,10.0,,,,,,,,1.0,,,,14.0,,,,,,1.0,7.0,2.0,2.0,12.0,7.0,100.0,58.0,3.0,,3.0,1.0,21.0,4.0,10.0,,1.0,4.0,10.0,3.0,,4.0,,35.0,58.0,1.0,16.0,8.0,,,,,,,,69.0,11.0,7.0,3.0,,3.0,1.0,1.0,163.0,3.0,,3.0,3.0,,,2.0,3.0,,,8.0,,10.0,10.0,,4.0,169.0,57.0,44.0,2.0,,2.0,11.0,12.0,604.0,2.0,2.0,111.0,94.0,38.0,,,,,119.0,119.0,5.0,18.0,30.0,58.8,,,,,21.0,0.0,181.0,1.0,,1.0,2.0,,3.0,,2.0,171.0,528.0,12.0,13.0,219.0,45.0,16.0,25.0,4.0,18.0,14.0,,215.0,2.0,412.0,,1.0,7.0,5.0,46.0,5.0,613.0,2.0,0.0,19.0,13.0,2.0,20.0,1.0,798.0,46.0,9.0,19.0,4.0,7.0,0.0
987847,26,2019-02-10 16:00:00,43,Man City,Home,384.0,25.0,,3.0,3.0,1.0,,250.0,4.0,,8.0,2.0,5.0,35.0,631.0,,1.0,13.0,3.0,10.0,8.0,,1.0,,,,,1.0,1.0,,,,10.0,1.0,,1.0,,,2.0,5.0,6.0,6.0,10.0,5.0,137.0,52.0,4.0,3.0,4.0,1.0,13.0,1.0,15.0,,,2.0,5.0,1.0,,13.0,2.0,49.0,45.0,1.0,22.0,12.0,,,,,,,,38.0,9.0,12.0,5.0,,4.0,,1.0,162.0,2.0,,1.0,2.0,,,4.0,3.0,,,12.0,1.0,10.0,10.0,1.0,8.0,185.0,59.0,48.0,2.0,1.0,5.0,5.0,9.0,662.0,5.0,3.0,87.0,63.0,19.0,,,,1.0,93.0,93.0,6.0,15.0,23.0,55.8,1.0,,,,13.0,0.0,197.0,2.0,2.0,4.0,1.0,,5.0,,3.0,112.0,614.0,8.0,10.0,402.0,36.0,22.0,20.0,,6.0,6.0,,133.0,2.0,285.0,,,9.0,6.0,48.0,2.0,681.0,,0.0,15.0,12.0,1.0,13.0,1.0,856.0,27.0,13.0,11.0,2.0,6.0,0.0
987857,27,2019-02-06 19:45:00,43,Man City,Away,231.0,21.0,1.0,3.0,2.0,,1.0,239.0,5.0,1.0,5.0,5.0,5.0,39.0,467.0,1.0,2.0,17.0,17.0,29.0,6.0,1.0,,,,,,,,,,1.0,12.0,,,1.0,,,1.0,3.0,1.0,3.0,13.0,2.0,97.0,62.0,3.0,3.0,2.0,2.0,24.0,7.0,13.0,,1.0,6.0,5.0,1.0,1.0,19.0,,61.0,71.0,2.0,25.0,16.0,,,,,,,,69.0,6.0,12.0,,,2.0,1.0,,159.0,1.0,1.0,1.0,,1.0,,6.0,1.0,2.0,,16.0,1.0,9.0,9.0,1.0,5.0,153.0,59.0,39.0,5.0,,1.0,7.0,4.0,521.0,3.0,1.0,74.0,69.0,30.0,,,,,140.0,140.0,5.0,25.0,22.0,61.2,1.0,,,,24.0,0.0,137.0,,1.0,1.0,1.0,,4.0,,3.0,117.0,447.0,12.0,8.0,256.0,34.0,25.0,19.0,3.0,10.0,7.0,,156.0,1.0,300.0,2.0,1.0,20.0,6.0,64.0,5.0,546.0,2.0,0.0,15.0,20.0,3.0,23.0,1.0,768.0,43.0,15.0,11.0,6.0,9.0,0.0
987869,28,2019-02-27 20:00:00,43,Man City,Home,256.0,21.0,2.0,6.0,4.0,,,433.0,1.0,,2.0,1.0,8.0,23.0,683.0,1.0,,25.0,18.0,14.0,13.0,2.0,,,,,,,,,,,15.0,1.0,,,1.0,,,1.0,2.0,,15.0,5.0,138.0,55.0,4.0,5.0,1.0,,35.0,3.0,8.0,,,13.0,16.0,6.0,,9.0,1.0,41.0,44.0,,9.0,5.0,,,,,,,,75.0,2.0,6.0,1.0,,1.0,,,193.0,,,,,,,3.0,,,,5.0,1.0,8.0,8.0,,2.0,226.0,59.0,46.0,2.0,,7.0,8.0,7.0,764.0,,1.0,158.0,102.0,52.0,,,,1.0,152.0,152.0,7.0,23.0,23.0,75.6,1.0,,,,35.0,0.0,223.0,1.0,,1.0,,,10.0,1.0,3.0,239.0,670.0,13.0,15.0,276.0,37.0,9.0,16.0,8.0,30.0,22.0,,300.0,,534.0,,,9.0,10.0,43.0,7.0,780.0,4.0,0.0,20.0,14.0,,27.0,0.0,968.0,63.0,7.0,11.0,13.0,10.0,0.0
987872,29,2019-03-02 15:00:00,43,Man City,Away,191.0,16.0,5.0,5.0,,,,547.0,2.0,2.0,3.0,4.0,9.0,25.0,733.0,1.0,1.0,21.0,9.0,13.0,12.0,4.0,,1.0,,,,,,,,,13.0,,,,,,1.0,3.0,,,13.0,10.0,113.0,53.0,,1.0,,,19.0,6.0,4.0,,,14.0,8.0,10.0,,5.0,,33.0,34.0,,11.0,4.0,,,,,,,,99.0,7.0,6.0,,,1.0,,,178.0,1.0,,1.0,1.0,,,2.0,1.0,,1.0,4.0,1.0,6.0,6.0,,3.0,246.0,71.0,57.0,,,7.0,10.0,7.0,794.0,,2.0,164.0,139.0,50.0,,,,,128.0,128.0,4.0,21.0,25.0,82.0,,,,1.0,19.0,0.0,272.0,,,,1.0,1.0,10.0,1.0,3.0,254.0,721.0,6.0,17.0,203.0,29.0,11.0,15.0,10.0,28.0,18.0,1.0,306.0,3.0,634.0,,2.0,12.0,9.0,38.0,2.0,809.0,1.0,0.0,23.0,9.0,4.0,22.0,2.0,974.0,43.0,10.0,6.0,14.0,4.0,0.0
987889,30,2019-03-09 17:30:00,43,Man City,Home,137.0,17.0,2.0,4.0,2.0,1.0,,529.0,2.0,,3.0,5.0,4.0,12.0,662.0,,6.0,14.0,12.0,17.0,11.0,1.0,,2.0,,,,,1.0,,,2.0,14.0,,,,,,,5.0,1.0,1.0,14.0,5.0,99.0,56.0,6.0,5.0,1.0,1.0,7.0,3.0,9.0,,,9.0,10.0,5.0,,6.0,,49.0,40.0,1.0,9.0,5.0,1.0,,,,,,,79.0,11.0,7.0,3.0,,2.0,1.0,1.0,168.0,2.0,,2.0,2.0,,,2.0,3.0,,,5.0,,11.0,11.0,1.0,3.0,234.0,54.0,46.0,1.0,,4.0,10.0,9.0,712.0,1.0,,144.0,112.0,52.0,,,,,116.0,116.0,2.0,19.0,30.0,71.1,,,,,7.0,0.0,226.0,,,,1.0,2.0,7.0,,3.0,251.0,649.0,6.0,14.0,146.0,29.0,9.0,22.0,6.0,22.0,16.0,2.0,300.0,3.0,603.0,,,8.0,5.0,23.0,4.0,727.0,1.0,0.0,19.0,7.0,10.0,14.0,1.0,885.0,44.0,11.0,10.0,9.0,4.0,0.0
987897,31,2019-04-24 20:00:00,43,Man City,Away,308.0,25.0,,1.0,1.0,,,302.0,3.0,,11.0,5.0,5.0,28.0,609.0,,,10.0,8.0,12.0,5.0,,,1.0,,,,,,,,,8.0,,,,,1.0,,7.0,3.0,9.0,5.0,3.0,114.0,74.0,,,,,15.0,,12.0,,,1.0,5.0,2.0,,5.0,,42.0,54.0,,11.0,4.0,,,,,,,,53.0,10.0,10.0,1.0,,2.0,1.0,,196.0,2.0,,1.0,2.0,,1.0,10.0,2.0,,1.0,4.0,1.0,16.0,16.0,2.0,11.0,195.0,76.0,56.0,1.0,,2.0,5.0,5.0,680.0,5.0,,129.0,66.0,28.0,,,,,127.0,127.0,7.0,25.0,30.0,63.2,1.0,,,,15.0,0.0,197.0,,1.0,1.0,,1.0,3.0,,3.0,130.0,598.0,7.0,7.0,334.0,41.0,11.0,25.0,,8.0,8.0,2.0,176.0,1.0,376.0,1.0,,11.0,6.0,54.0,2.0,702.0,,0.0,8.0,14.0,4.0,10.0,2.0,874.0,33.0,12.0,17.0,1.0,8.0,0.0
987907,32,2019-03-30 12:30:00,43,Man City,Away,244.0,13.0,3.0,3.0,,2.0,,372.0,2.0,,2.0,,7.0,32.0,613.0,,,22.0,12.0,6.0,17.0,3.0,,,,,,,1.0,,,,18.0,,,,,1.0,1.0,7.0,3.0,2.0,14.0,10.0,102.0,51.0,2.0,2.0,,,18.0,9.0,9.0,,,11.0,8.0,3.0,,10.0,,53.0,35.0,,12.0,6.0,,,,,,,,61.0,12.0,4.0,2.0,,2.0,1.0,1.0,181.0,2.0,,1.0,2.0,,,6.0,2.0,,,6.0,1.0,7.0,7.0,,2.0,204.0,56.0,43.0,,,8.0,14.0,7.0,660.0,2.0,1.0,124.0,71.0,37.0,,,,,124.0,124.0,9.0,15.0,23.0,65.4,1.0,,,,18.0,0.0,192.0,,,,1.0,,8.0,1.0,3.0,176.0,599.0,4.0,22.0,260.0,21.0,12.0,19.0,8.0,20.0,12.0,,209.0,3.0,439.0,,,6.0,7.0,51.0,1.0,679.0,,0.0,24.0,16.0,1.0,24.0,0.0,866.0,40.0,17.0,9.0,11.0,8.0,0.0
