matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442201,21,2013-01-01 15:00:00,43,Man City,Home,158.0,11.0,1.0,5.0,4.0,,1.0,334.0,2.0,,,4.0,16.0,22.0,487.0,,2.0,28.0,22.0,18.0,14.0,2.0,,1.0,,,,1.0,,,,,,15.0,1.0,,,1.0,,3.0,3.0,2.0,,,76.0,50.0,2.0,2.0,3.0,1.0,6.0,2.0,,,7.0,16.0,4.0,1.0,19.0,1.0,52.0,47.0,1.0,12.0,7.0,,,77.0,6.0,10.0,2.0,,6.0,1.0,1.0,192.0,,,,,,,5.0,1.0,,,11.0,1.0,14.0,11.0,1.0,,156.0,65.0,41.0,2.0,,8.0,8.0,6.0,,3.0,1.0,,83.0,82.0,33.0,,,,,1.0,141.0,131.0,2.0,24.0,24.0,61.6,1.0,,1.0,0.0,143.0,,1.0,,,1.0,8.0,,3.0,201.0,,16.0,177.0,24.0,22.0,9.0,5.0,26.0,21.0,4.0,252.0,4.0,416.0,,,17.0,17.0,32.0,,567.0,2.0,0.0,20.0,13.0,7.0,29.0,2.0,750.0,,3.0,6.0,7.0,12.0,0.0
442209,22,2013-01-13 16:00:00,43,Man City,Away,217.0,16.0,1.0,4.0,3.0,,,281.0,5.0,,4.0,4.0,8.0,41.0,494.0,,,16.0,20.0,25.0,11.0,1.0,5.0,,,,,,,,,,1.0,11.0,,1.0,,,,1.0,6.0,3.0,12.0,6.0,78.0,54.0,1.0,3.0,1.0,3.0,5.0,6.0,1.0,1.0,7.0,11.0,4.0,,9.0,,58.0,58.0,3.0,17.0,11.0,,,69.0,19.0,11.0,1.0,,3.0,,,209.0,1.0,,1.0,,1.0,,7.0,1.0,2.0,1.0,18.0,1.0,13.0,10.0,,4.0,142.0,93.0,62.0,2.0,1.0,6.0,7.0,6.0,568.0,3.0,,,98.0,126.0,34.0,,,,,1.0,137.0,137.0,6.0,18.0,24.0,60.0,,,2.0,0.0,163.0,3.0,,2.0,,,7.0,,3.0,141.0,473.0,13.0,235.0,27.0,27.0,11.0,3.0,18.0,15.0,2.0,193.0,2.0,375.0,2.0,,14.0,8.0,57.0,2.0,592.0,,1.0,18.0,16.0,4.0,19.0,4.0,777.0,35.0,6.0,6.0,7.0,11.0,0.0
442221,23,2013-01-19 15:00:00,43,Man City,Home,197.0,6.0,1.0,3.0,2.0,4.0,,202.0,7.0,,1.0,7.0,10.0,28.0,396.0,,2.0,15.0,12.0,6.0,16.0,1.0,,3.0,,,,1.0,,,,,3.0,17.0,,,,,,,1.0,1.0,,,80.0,63.0,4.0,3.0,2.0,5.0,3.0,9.0,,,1.0,7.0,6.0,,13.0,,52.0,46.0,5.0,11.0,6.0,,,68.0,14.0,6.0,,,3.0,1.0,1.0,163.0,1.0,,,1.0,,,10.0,2.0,,2.0,8.0,,15.0,13.0,,1.0,99.0,77.0,44.0,2.0,2.0,10.0,8.0,7.0,,,,,76.0,60.0,17.0,,,,,,133.0,122.0,2.0,28.0,31.0,45.5,,,,0.0,126.0,,,,,3.0,10.0,1.0,3.0,106.0,,18.0,215.0,18.0,22.0,13.0,1.0,15.0,14.0,3.0,136.0,5.0,268.0,,,19.0,10.0,42.0,2.0,468.0,,0.0,20.0,27.0,2.0,18.0,1.0,646.0,,11.0,7.0,1.0,22.0,0.0
442233,24,2013-01-29 19:45:00,43,Man City,Away,196.0,8.0,1.0,5.0,4.0,,,318.0,3.0,1.0,7.0,6.0,13.0,31.0,509.0,1.0,1.0,29.0,10.0,12.0,13.0,2.0,,,,,,,,1.0,,,,14.0,,,1.0,,,,3.0,3.0,,,90.0,60.0,2.0,2.0,,3.0,4.0,11.0,,,10.0,11.0,7.0,,13.0,1.0,50.0,51.0,3.0,7.0,1.0,,,94.0,10.0,9.0,,,4.0,3.0,,215.0,,,,,,,4.0,,,1.0,3.0,1.0,7.0,4.0,,7.0,149.0,104.0,75.0,2.0,,7.0,8.0,4.0,,3.0,2.0,,152.0,62.0,21.0,,,,,,160.0,155.0,2.0,19.0,28.0,68.7,1.0,,,0.0,149.0,1.0,,,1.0,,9.0,,3.0,163.0,,15.0,206.0,19.0,12.0,21.0,9.0,30.0,21.0,,226.0,7.0,427.0,,1.0,18.0,15.0,46.0,1.0,603.0,1.0,0.0,17.0,16.0,2.0,32.0,2.0,793.0,,9.0,14.0,10.0,14.0,0.0
442242,25,2013-02-03 16:00:00,43,Man City,Home,122.0,10.0,2.0,8.0,6.0,3.0,,212.0,9.0,1.0,7.0,8.0,4.0,29.0,326.0,,,17.0,13.0,19.0,3.0,2.0,,,,,,2.0,,,,1.0,,6.0,,,,,,,10.0,12.0,,,52.0,53.0,1.0,,1.0,2.0,2.0,7.0,1.0,,9.0,8.0,5.0,,12.0,2.0,53.0,52.0,2.0,14.0,4.0,,,71.0,16.0,7.0,2.0,,1.0,,2.0,170.0,2.0,,1.0,2.0,,,13.0,2.0,,2.0,11.0,,20.0,12.0,2.0,7.0,96.0,83.0,58.0,10.0,,5.0,2.0,3.0,,8.0,2.0,,73.0,84.0,18.0,,,,,,156.0,141.0,2.0,22.0,21.0,45.7,,,3.0,0.0,101.0,2.0,1.0,,,,6.0,,3.0,89.0,,7.0,140.0,20.0,29.0,11.0,8.0,21.0,13.0,1.0,143.0,13.0,300.0,,1.0,21.0,4.0,41.0,,419.0,,0.0,11.0,22.0,3.0,18.0,2.0,619.0,,9.0,4.0,9.0,16.0,0.0
442254,26,2013-02-09 17:30:00,43,Man City,Away,189.0,15.0,,3.0,3.0,5.0,1.0,199.0,5.0,2.0,5.0,6.0,11.0,29.0,385.0,,2.0,29.0,27.0,17.0,4.0,,,1.0,,,,1.0,1.0,,,,,5.0,,,,,,1.0,11.0,5.0,,,76.0,61.0,2.0,1.0,1.0,,3.0,10.0,,,6.0,15.0,9.0,,21.0,,73.0,54.0,,21.0,9.0,1.0,,73.0,14.0,11.0,1.0,,3.0,1.0,1.0,190.0,1.0,,1.0,1.0,,1.0,9.0,1.0,1.0,2.0,18.0,,22.0,17.0,,5.0,111.0,91.0,52.0,6.0,,1.0,4.0,4.0,,4.0,1.0,1.0,70.0,89.0,22.0,,,,,,207.0,190.0,1.0,25.0,27.0,55.7,,,,0.0,129.0,2.0,,,,1.0,1.0,,3.0,92.0,,5.0,226.0,30.0,38.0,9.0,6.0,31.0,25.0,3.0,145.0,10.0,311.0,1.0,2.0,28.0,13.0,51.0,3.0,506.0,,0.0,8.0,20.0,2.0,34.0,2.0,741.0,,4.0,6.0,6.0,18.0,0.0
442262,27,2013-02-24 13:30:00,43,Man City,Home,145.0,15.0,2.0,6.0,4.0,,,199.0,3.0,,4.0,1.0,5.0,28.0,338.0,1.0,4.0,18.0,13.0,12.0,9.0,2.0,,,,,,,,,,,2.0,12.0,,,,,,,4.0,5.0,,,53.0,58.0,2.0,2.0,,4.0,4.0,10.0,,,6.0,14.0,3.0,,6.0,2.0,60.0,44.0,4.0,25.0,10.0,,,61.0,20.0,5.0,1.0,,2.0,,,147.0,2.0,,1.0,2.0,,,7.0,2.0,1.0,,23.0,,14.0,10.0,,4.0,106.0,57.0,37.0,6.0,1.0,4.0,9.0,6.0,,4.0,1.0,,64.0,64.0,20.0,,1.0,1.0,1.0,,152.0,129.0,6.0,19.0,29.0,47.0,,,,0.0,110.0,1.0,1.0,,1.0,,5.0,1.0,3.0,113.0,,13.0,159.0,25.0,48.0,18.0,5.0,22.0,17.0,4.0,164.0,4.0,279.0,1.0,1.0,10.0,5.0,40.0,2.0,416.0,2.0,0.0,15.0,20.0,7.0,22.0,3.0,627.0,,7.0,7.0,6.0,17.0,0.0
442269,28,2013-03-04 20:00:00,43,Man City,Away,162.0,10.0,1.0,2.0,1.0,4.0,,217.0,7.0,,2.0,4.0,22.0,18.0,377.0,,1.0,23.0,23.0,25.0,15.0,1.0,,,,,1.0,2.0,,,,,,14.0,,,,,,1.0,6.0,4.0,,,61.0,40.0,1.0,,1.0,3.0,5.0,8.0,1.0,,5.0,8.0,1.0,,11.0,,61.0,63.0,3.0,18.0,12.0,,,59.0,14.0,10.0,1.0,,3.0,1.0,2.0,196.0,1.0,,1.0,1.0,,,11.0,1.0,,,20.0,2.0,11.0,9.0,2.0,2.0,113.0,83.0,47.0,6.0,,7.0,10.0,8.0,,5.0,,,82.0,66.0,16.0,,,,,,162.0,148.0,2.0,16.0,19.0,52.8,,,1.0,0.0,105.0,1.0,,,,,7.0,,3.0,106.0,,17.0,192.0,21.0,32.0,9.0,4.0,14.0,10.0,1.0,143.0,14.0,297.0,,,19.0,22.0,29.0,1.0,475.0,2.0,0.0,20.0,24.0,5.0,28.0,0.0,670.0,,12.0,4.0,5.0,17.0,0.0
442282,32,2013-04-17 19:45:00,43,Man City,Home,166.0,9.0,,2.0,2.0,3.0,,229.0,4.0,2.0,8.0,3.0,20.0,18.0,393.0,,3.0,18.0,7.0,6.0,8.0,,,,,2.0,,2.0,,,,,1.0,10.0,,,,,,,5.0,5.0,,,65.0,68.0,1.0,1.0,,2.0,3.0,10.0,1.0,,5.0,11.0,1.0,,3.0,2.0,50.0,39.0,2.0,11.0,4.0,,,61.0,12.0,5.0,1.0,,3.0,,2.0,170.0,1.0,,,1.0,,,6.0,1.0,1.0,,5.0,,25.0,16.0,,8.0,101.0,74.0,44.0,4.0,,5.0,4.0,2.0,,5.0,2.0,,78.0,49.0,11.0,,,,,,134.0,132.0,5.0,28.0,25.0,50.4,,,,0.0,125.0,3.0,1.0,,1.0,,7.0,,3.0,112.0,,9.0,177.0,20.0,13.0,31.0,3.0,15.0,12.0,,149.0,5.0,299.0,1.0,2.0,9.0,20.0,33.0,6.0,461.0,1.0,0.0,12.0,15.0,11.0,22.0,2.0,668.0,,16.0,13.0,5.0,14.0,0.0
442291,29,2013-03-16 12:45:00,43,Man City,Away,106.0,8.0,2.0,5.0,3.0,4.0,,247.0,1.0,,7.0,9.0,7.0,32.0,348.0,,1.0,24.0,17.0,19.0,14.0,2.0,,,,,,2.0,,,,,,14.0,,,,,,1.0,6.0,6.0,,,59.0,54.0,4.0,5.0,,6.0,6.0,5.0,,2.0,6.0,9.0,7.0,,11.0,,52.0,47.0,6.0,22.0,8.0,,1.0,76.0,10.0,14.0,,,5.0,2.0,2.0,160.0,,,,,,,5.0,,1.0,,13.0,,9.0,8.0,1.0,8.0,110.0,76.0,45.0,13.0,,6.0,10.0,8.0,,5.0,1.0,,86.0,90.0,24.0,,,,,,159.0,145.0,3.0,19.0,24.0,59.4,,,2.0,0.0,106.0,1.0,,,,,6.0,,3.0,152.0,,16.0,128.0,16.0,36.0,13.0,6.0,24.0,18.0,,195.0,11.0,331.0,1.0,,20.0,7.0,51.0,,435.0,,0.0,20.0,10.0,1.0,28.0,3.0,636.0,,9.0,4.0,6.0,8.0,0.0
442303,30,2013-03-30 15:00:00,43,Man City,Home,193.0,12.0,5.0,13.0,8.0,1.0,,284.0,2.0,1.0,3.0,4.0,7.0,30.0,464.0,,,23.0,10.0,11.0,10.0,3.0,,,,2.0,,2.0,,,,,,14.0,,,,,,,3.0,2.0,,,68.0,56.0,4.0,3.0,2.0,3.0,4.0,9.0,,,9.0,15.0,3.0,1.0,12.0,1.0,42.0,42.0,3.0,15.0,7.0,,,69.0,7.0,9.0,1.0,,6.0,2.0,2.0,177.0,2.0,,2.0,2.0,,,4.0,3.0,,,9.0,,9.0,8.0,2.0,3.0,141.0,71.0,47.0,2.0,2.0,5.0,10.0,9.0,,,2.0,,80.0,81.0,24.0,,,,,,144.0,136.0,3.0,22.0,26.0,63.6,,,,0.0,158.0,1.0,,,,,8.0,,3.0,140.0,,15.0,204.0,28.0,23.0,12.0,8.0,28.0,20.0,,193.0,5.0,368.0,,1.0,10.0,8.0,46.0,6.0,544.0,,0.0,21.0,14.0,3.0,26.0,0.0,733.0,,12.0,8.0,9.0,12.0,0.0
442311,31,2013-04-08 20:00:00,43,Man City,Away,149.0,17.0,,4.0,4.0,1.0,,216.0,5.0,,7.0,2.0,10.0,20.0,361.0,,2.0,14.0,18.0,16.0,7.0,,,,,,,,1.0,,,,,10.0,,,,,,,11.0,5.0,,,61.0,50.0,,,,7.0,3.0,6.0,,,4.0,14.0,1.0,,25.0,2.0,73.0,57.0,7.0,24.0,10.0,,,63.0,21.0,13.0,1.0,,3.0,2.0,,163.0,2.0,,1.0,2.0,,,12.0,2.0,1.0,1.0,23.0,,9.0,8.0,,7.0,110.0,73.0,43.0,9.0,1.0,3.0,6.0,3.0,,1.0,1.0,1.0,87.0,60.0,23.0,,,,,,160.0,142.0,1.0,21.0,17.0,55.0,,,1.0,0.0,104.0,4.0,1.0,,,,4.0,1.0,3.0,130.0,,9.0,164.0,26.0,42.0,9.0,3.0,20.0,17.0,,175.0,11.0,294.0,1.0,,13.0,10.0,34.0,1.0,438.0,1.0,0.0,10.0,23.0,3.0,19.0,5.0,654.0,,6.0,5.0,4.0,19.0,0.0
442323,36,2013-05-07 19:45:00,43,Man City,Home,146.0,9.0,,7.0,7.0,,,220.0,6.0,,9.0,1.0,10.0,16.0,359.0,1.0,1.0,20.0,17.0,20.0,16.0,1.0,,3.0,,,,1.0,,,,,,21.0,,,,,1.0,2.0,8.0,12.0,,,66.0,50.0,4.0,7.0,,2.0,9.0,7.0,,,6.0,19.0,3.0,,11.0,5.0,46.0,49.0,2.0,20.0,6.0,,,57.0,10.0,9.0,1.0,,2.0,1.0,1.0,153.0,1.0,,1.0,1.0,,1.0,13.0,1.0,,,13.0,2.0,17.0,9.0,3.0,10.0,108.0,76.0,44.0,8.0,,5.0,13.0,7.0,,5.0,1.0,,75.0,76.0,17.0,,,,,,146.0,127.0,4.0,13.0,21.0,53.6,1.0,,,0.0,111.0,4.0,3.0,,,3.0,8.0,4.0,3.0,109.0,,18.0,166.0,14.0,39.0,6.0,3.0,26.0,23.0,4.0,141.0,5.0,298.0,1.0,,15.0,11.0,35.0,,438.0,2.0,0.0,24.0,15.0,1.0,22.0,2.0,658.0,,6.0,5.0,6.0,11.0,0.0
442336,33,2013-04-21 13:30:00,43,Man City,Away,166.0,9.0,1.0,2.0,1.0,2.0,,227.0,3.0,,8.0,5.0,8.0,23.0,391.0,1.0,1.0,13.0,23.0,20.0,6.0,1.0,,,,1.0,,2.0,,1.0,,,,7.0,,,,,,,7.0,4.0,,,68.0,67.0,2.0,1.0,1.0,3.0,3.0,5.0,,,5.0,6.0,1.0,,21.0,,62.0,55.0,3.0,12.0,7.0,,,77.0,10.0,10.0,,,2.0,1.0,2.0,179.0,1.0,,1.0,1.0,,,8.0,1.0,,,20.0,,13.0,12.0,2.0,8.0,116.0,102.0,62.0,4.0,1.0,3.0,5.0,4.0,,2.0,2.0,,98.0,71.0,11.0,,,,,,175.0,156.0,4.0,19.0,30.0,54.7,,,,0.0,125.0,1.0,2.0,,1.0,,4.0,,3.0,83.0,,8.0,181.0,18.0,31.0,8.0,4.0,12.0,8.0,1.0,136.0,9.0,319.0,,,20.0,9.0,42.0,2.0,488.0,1.0,0.0,11.0,20.0,4.0,18.0,2.0,679.0,,11.0,5.0,5.0,15.0,0.0
442343,34,2013-04-27 12:45:00,43,Man City,Home,176.0,9.0,,2.0,2.0,,,311.0,5.0,,8.0,3.0,18.0,20.0,485.0,3.0,3.0,18.0,18.0,8.0,11.0,,,1.0,,,,,,,,,,15.0,,,,1.0,,,10.0,1.0,,,61.0,55.0,2.0,4.0,1.0,1.0,3.0,5.0,,,9.0,10.0,,,23.0,1.0,57.0,45.0,1.0,20.0,14.0,1.0,,67.0,9.0,7.0,1.0,,1.0,,,176.0,2.0,,1.0,2.0,,,9.0,2.0,1.0,,25.0,1.0,10.0,7.0,1.0,8.0,160.0,59.0,40.0,4.0,1.0,4.0,9.0,8.0,,4.0,,,83.0,75.0,17.0,,,,,,149.0,128.0,,26.0,18.0,62.0,1.0,,,0.0,157.0,1.0,1.0,,,1.0,6.0,1.0,3.0,152.0,,13.0,193.0,18.0,41.0,13.0,7.0,17.0,10.0,2.0,188.0,2.0,378.0,2.0,,16.0,19.0,36.0,3.0,554.0,4.0,0.0,17.0,19.0,5.0,19.0,1.0,766.0,,11.0,11.0,9.0,15.0,0.0
442355,35,2013-05-04 15:00:00,43,Man City,Away,253.0,17.0,,1.0,1.0,,,308.0,4.0,,4.0,2.0,11.0,38.0,560.0,,1.0,19.0,7.0,16.0,8.0,,,,,,,,,,,,,11.0,,,,,,,4.0,3.0,,,94.0,51.0,4.0,5.0,,2.0,5.0,4.0,,,4.0,10.0,1.0,,7.0,,38.0,40.0,2.0,10.0,9.0,,,78.0,10.0,9.0,,,2.0,1.0,,202.0,,,,,,,9.0,,,,14.0,,20.0,15.0,,4.0,177.0,78.0,54.0,4.0,,1.0,7.0,3.0,,,1.0,,120.0,71.0,21.0,,,,,,132.0,125.0,4.0,22.0,20.0,61.9,,,,0.0,167.0,1.0,,,,,4.0,,3.0,164.0,,8.0,266.0,24.0,17.0,17.0,4.0,16.0,12.0,1.0,215.0,5.0,390.0,,,13.0,11.0,55.0,2.0,640.0,1.0,0.0,12.0,8.0,4.0,19.0,0.0,792.0,,5.0,7.0,4.0,7.0,0.0
442366,37,2013-05-14 20:00:00,43,Man City,Away,244.0,8.0,1.0,4.0,4.0,1.0,,285.0,1.0,,4.0,8.0,6.0,30.0,525.0,,1.0,26.0,6.0,18.0,23.0,,,,,,,,,,,,,27.0,,,,,,,6.0,6.0,,,92.0,52.0,1.0,3.0,,3.0,11.0,1.0,1.0,,10.0,15.0,1.0,,7.0,4.0,26.0,45.0,3.0,8.0,5.0,,,61.0,8.0,7.0,2.0,,,,,199.0,2.0,,2.0,1.0,1.0,,7.0,1.0,1.0,1.0,10.0,,9.0,8.0,1.0,8.0,155.0,82.0,59.0,4.0,,7.0,18.0,11.0,,3.0,,,55.0,90.0,29.0,,,,,,133.0,120.0,3.0,17.0,22.0,61.3,,,,0.0,151.0,4.0,3.0,,,,8.0,1.0,3.0,174.0,,25.0,262.0,14.0,21.0,13.0,8.0,23.0,16.0,,212.0,2.0,358.0,1.0,,22.0,7.0,39.0,2.0,597.0,,0.0,30.0,12.0,4.0,26.0,1.0,780.0,,5.0,8.0,10.0,10.0,0.0
442371,38,2013-05-19 16:00:00,43,Man City,Home,174.0,7.0,6.0,9.0,3.0,1.0,,269.0,9.0,1.0,3.0,1.0,8.0,29.0,434.0,,3.0,14.0,11.0,11.0,8.0,2.0,,2.0,,,,,,,,,,11.0,,,,,,,11.0,6.0,,,42.0,38.0,2.0,2.0,,3.0,5.0,7.0,1.0,,7.0,12.0,7.0,,13.0,1.0,42.0,45.0,3.0,11.0,4.0,,1.0,60.0,11.0,8.0,,,,,,163.0,2.0,,2.0,2.0,,1.0,11.0,2.0,1.0,1.0,15.0,,10.0,9.0,1.0,3.0,140.0,62.0,52.0,7.0,2.0,4.0,8.0,3.0,,4.0,,,60.0,92.0,35.0,,,,,,121.0,107.0,3.0,11.0,21.0,60.3,,,,0.0,152.0,2.0,2.0,,,2.0,6.0,1.0,2.0,128.0,,12.0,187.0,13.0,25.0,10.0,7.0,26.0,19.0,3.0,165.0,3.0,336.0,1.0,1.0,9.0,10.0,38.0,2.0,497.0,2.0,0.0,14.0,17.0,8.0,14.0,1.0,667.0,,9.0,9.0,7.0,16.0,0.0
