matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059808,11.0,2019-11-02 15:00:00,43,Man City,Home,131.0,14.0,2.0,13.0,11.0,,,444.0,2.0,1.0,1.0,1.0,2.0,46.0,562.0,1.0,,32.0,24.0,18.0,13.0,1.0,7.0,1.0,,,,,1.0,,,,,1.0,17.0,,,,,,1.0,3.0,1.0,2.0,19.0,7.0,,96.0,61.0,4.0,3.0,2.0,,17.0,13.0,15.0,,,17.0,35.0,22.0,1.0,10.0,,67.0,60.0,,5.0,4.0,1.0,,77.0,11.0,9.0,1.0,,3.0,,1.0,209.0,1.0,,1.0,1.0,,,2.0,,,2.0,1.0,,,,2.0,4.0,,3.0,3.0,,2.0,168.0,57.0,44.0,,,8.0,7.0,4.0,614.0,,,,4.0,,164.0,104.0,85.0,,,,,175.0,175.0,6.0,19.0,34.0,75.3,,,3.0,,17.0,0.0,,,,166.0,,2.0,2.0,,,1.0,9.0,4.0,3.0,308.0,538.0,5.0,15.0,148.0,27.0,5.0,34.0,5.0,62.0,57.0,1.0,357.0,,553.0,1.0,1.0,13.0,2.0,62.0,3.0,639.0,2.0,0.0,26.0,9.0,,34.0,3.0,885.0,87.0,19.0,24.0,17.0,8.0,0.0
1059815,12.0,2019-11-10 16:30:00,43,Man City,Away,193.0,32.0,2.0,5.0,3.0,2.0,1.0,237.0,5.0,,1.0,2.0,3.0,32.0,425.0,1.0,,14.0,13.0,14.0,9.0,2.0,5.0,1.0,,,,,,,,,,,12.0,,,,,,1.0,4.0,9.0,3.0,12.0,6.0,,75.0,58.0,2.0,2.0,,,11.0,8.0,13.0,,1.0,13.0,17.0,5.0,,9.0,2.0,44.0,58.0,,24.0,10.0,,,57.0,5.0,10.0,,,4.0,3.0,,169.0,,,,,,,6.0,,,1.0,,,,,,10.0,1.0,10.0,10.0,2.0,2.0,131.0,66.0,44.0,4.0,1.0,6.0,5.0,3.0,481.0,,,2.0,,,99.0,59.0,37.0,,,,,147.0,147.0,3.0,24.0,29.0,55.0,,,,,11.0,0.0,,,,132.0,1.0,1.0,2.0,,,1.0,7.0,,1.0,132.0,400.0,7.0,11.0,215.0,55.0,24.0,23.0,6.0,31.0,25.0,1.0,177.0,3.0,323.0,,,13.0,3.0,55.0,5.0,507.0,3.0,0.0,18.0,15.0,,17.0,2.0,717.0,48.0,17.0,19.0,13.0,10.0,0.0
1059828,13.0,2019-11-23 17:30:00,43,Man City,Home,268.0,35.0,1.0,3.0,2.0,1.0,,212.0,8.0,,3.0,1.0,6.0,29.0,477.0,1.0,,20.0,7.0,12.0,7.0,1.0,3.0,2.0,,,,,,,,,,,11.0,,,1.0,,,1.0,4.0,8.0,3.0,7.0,8.0,,99.0,52.0,,1.0,,,13.0,4.0,16.0,,1.0,8.0,11.0,3.0,,9.0,,43.0,46.0,,12.0,5.0,,1.0,50.0,5.0,9.0,1.0,,2.0,2.0,,159.0,1.0,,,1.0,,1.0,10.0,,,2.0,,,,,,5.0,1.0,10.0,10.0,2.0,3.0,152.0,64.0,45.0,3.0,1.0,5.0,4.0,4.0,529.0,,,3.0,1.0,,74.0,88.0,31.0,,,,,130.0,130.0,8.0,16.0,24.0,46.7,1.0,,3.0,,13.0,0.0,,,,148.0,1.0,,1.0,,,2.0,7.0,1.0,3.0,92.0,453.0,5.0,9.0,292.0,53.0,12.0,16.0,3.0,19.0,16.0,2.0,128.0,2.0,285.0,,,4.0,7.0,45.0,3.0,558.0,2.0,0.0,15.0,15.0,,20.0,1.0,728.0,32.0,14.0,10.0,8.0,10.0,0.0
1059837,14.0,2019-11-30 12:30:00,43,Man City,Away,199.0,21.0,4.0,10.0,6.0,2.0,,483.0,5.0,1.0,6.0,3.0,8.0,32.0,672.0,,,20.0,17.0,16.0,12.0,3.0,6.0,,,,,,,,,,,1.0,18.0,,,,,,,5.0,1.0,5.0,15.0,9.0,,86.0,69.0,2.0,3.0,1.0,,10.0,7.0,15.0,,,10.0,17.0,11.0,,13.0,,56.0,41.0,,10.0,4.0,,,82.0,6.0,3.0,1.0,,1.0,1.0,,169.0,1.0,,1.0,1.0,,,5.0,,,2.0,,,,,,4.0,,9.0,9.0,,6.0,242.0,72.0,60.0,1.0,1.0,6.0,10.0,9.0,745.0,,,,1.0,,161.0,71.0,57.0,,,,,152.0,152.0,8.0,21.0,33.0,76.4,,2.0,,,10.0,0.0,,,,263.0,,1.0,1.0,,1.0,,8.0,1.0,3.0,237.0,658.0,5.0,16.0,214.0,35.0,10.0,15.0,9.0,38.0,29.0,,296.0,3.0,584.0,,1.0,10.0,8.0,46.0,3.0,760.0,,0.0,24.0,12.0,5.0,21.0,2.0,958.0,46.0,13.0,10.0,10.0,7.0,0.0
1059843,15.0,2019-12-03 20:15:00,43,Man City,Away,299.0,23.0,2.0,4.0,3.0,1.0,,395.0,1.0,,6.0,4.0,3.0,29.0,690.0,,,17.0,22.0,13.0,10.0,1.0,1.0,1.0,,,,,,,,,,,16.0,,,,,,,1.0,3.0,1.0,9.0,8.0,,154.0,55.0,2.0,2.0,1.0,2.0,13.0,5.0,4.0,,,6.0,16.0,10.0,,8.0,,45.0,37.0,2.0,18.0,11.0,,,80.0,6.0,9.0,2.0,,2.0,,,203.0,3.0,,1.0,3.0,,,5.0,,,4.0,,,,,,11.0,,6.0,6.0,1.0,6.0,197.0,80.0,59.0,3.0,1.0,4.0,10.0,8.0,754.0,,,,1.0,,113.0,87.0,40.0,,,,,139.0,139.0,6.0,21.0,22.0,75.5,,,,,13.0,0.0,,,,220.0,,1.0,1.0,,4.0,1.0,4.0,,3.0,203.0,675.0,3.0,14.0,326.0,41.0,18.0,14.0,3.0,28.0,26.0,1.0,237.0,2.0,476.0,,,17.0,3.0,57.0,2.0,774.0,1.0,0.0,17.0,8.0,1.0,21.0,1.0,947.0,39.0,10.0,8.0,6.0,5.0,0.0
1059856,16.0,2019-12-07 17:30:00,43,Man City,Home,147.0,20.0,3.0,8.0,5.0,3.0,,448.0,4.0,,4.0,2.0,5.0,24.0,587.0,2.0,,24.0,11.0,12.0,16.0,,5.0,1.0,,1.0,,1.0,2.0,,,,,,15.0,,,,,,,8.0,9.0,2.0,17.0,5.0,,94.0,56.0,2.0,1.0,1.0,,24.0,11.0,8.0,,1.0,16.0,33.0,7.0,,13.0,3.0,48.0,48.0,,9.0,6.0,,,83.0,10.0,9.0,,,2.0,,2.0,170.0,1.0,1.0,1.0,,1.0,,4.0,,,,,,,,,6.0,,14.0,14.0,1.0,4.0,192.0,49.0,41.0,3.0,,4.0,13.0,5.0,635.0,,,2.0,1.0,,134.0,107.0,50.0,1.0,1.0,1.0,,143.0,143.0,8.0,17.0,27.0,71.9,,,,,24.0,0.0,,,,202.0,5.0,,5.0,,,1.0,6.0,3.0,3.0,247.0,565.0,9.0,17.0,156.0,31.0,9.0,19.0,8.0,48.0,40.0,1.0,302.0,6.0,550.0,,,5.0,6.0,36.0,,658.0,3.0,0.0,22.0,14.0,1.0,25.0,3.0,885.0,79.0,11.0,13.0,16.0,7.0,0.0
1059862,17.0,2019-12-15 16:30:00,43,Man City,Away,303.0,11.0,,1.0,1.0,1.0,,306.0,2.0,2.0,6.0,3.0,10.0,31.0,608.0,1.0,,18.0,9.0,15.0,9.0,,,,,,,,,,,,,,14.0,,,,,,,19.0,2.0,4.0,8.0,6.0,,119.0,51.0,,1.0,1.0,2.0,11.0,4.0,10.0,,,3.0,6.0,1.0,,6.0,1.0,58.0,55.0,2.0,20.0,13.0,,,52.0,24.0,8.0,,,1.0,1.0,,173.0,2.0,,1.0,2.0,,,4.0,,,3.0,1.0,,,,1.0,13.0,1.0,10.0,10.0,3.0,6.0,173.0,81.0,66.0,3.0,3.0,2.0,9.0,7.0,655.0,,,1.0,2.0,,95.0,80.0,23.0,,,,,107.0,107.0,3.0,18.0,23.0,57.6,,,,,11.0,0.0,,,,207.0,1.0,,1.0,,,,3.0,,3.0,122.0,595.0,5.0,11.0,320.0,21.0,20.0,21.0,2.0,10.0,8.0,,154.0,1.0,362.0,1.0,2.0,9.0,10.0,47.0,1.0,672.0,1.0,0.0,14.0,21.0,4.0,19.0,4.0,847.0,16.0,14.0,11.0,3.0,11.0,0.0
1059876,18.0,2019-12-21 17:30:00,43,Man City,Home,304.0,30.0,2.0,5.0,3.0,,,321.0,8.0,,6.0,1.0,2.0,38.0,620.0,3.0,1.0,16.0,11.0,8.0,18.0,1.0,2.0,,,1.0,,,1.0,,,,1.0,,19.0,1.0,,,,1.0,,8.0,3.0,2.0,17.0,6.0,,130.0,46.0,3.0,2.0,2.0,,15.0,4.0,8.0,,1.0,6.0,4.0,3.0,,7.0,1.0,46.0,45.0,,3.0,1.0,,,56.0,14.0,8.0,1.0,,5.0,1.0,1.0,155.0,2.0,,1.0,2.0,,,8.0,,,2.0,,,,,1.0,1.0,1.0,10.0,10.0,,6.0,212.0,71.0,52.0,1.0,2.0,6.0,15.0,12.0,671.0,,,,2.0,,91.0,82.0,32.0,,,,1.0,111.0,111.0,6.0,12.0,21.0,62.7,1.0,,3.0,,15.0,0.0,,,,193.0,,1.0,1.0,,2.0,,7.0,,3.0,145.0,603.0,6.0,21.0,317.0,47.0,3.0,17.0,6.0,14.0,8.0,,177.0,1.0,387.0,,,9.0,2.0,58.0,1.0,690.0,5.0,0.0,23.0,19.0,1.0,19.0,2.0,859.0,47.0,12.0,10.0,6.0,10.0,0.0
1059891,19.0,2019-12-27 19:45:00,43,Man City,Away,165.0,13.0,,1.0,1.0,2.0,,118.0,7.0,,9.0,1.0,3.0,18.0,282.0,,1.0,9.0,21.0,18.0,3.0,,,,,,1.0,,1.0,,,,,,4.0,,1.0,1.0,,,1.0,6.0,11.0,10.0,5.0,2.0,,54.0,55.0,1.0,1.0,2.0,5.0,9.0,1.0,18.0,,2.0,1.0,1.0,,,5.0,2.0,64.0,50.0,5.0,32.0,13.0,1.0,1.0,32.0,13.0,7.0,,,2.0,,1.0,121.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,1.0,13.0,1.0,14.0,14.0,,9.0,99.0,60.0,35.0,3.0,2.0,2.0,2.0,3.0,336.0,,,6.0,2.0,,31.0,52.0,4.0,,,,1.0,103.0,103.0,1.0,34.0,5.0,38.1,1.0,3.0,,,9.0,0.0,,,,84.0,1.0,4.0,5.0,,,,3.0,,3.0,34.0,270.0,2.0,4.0,194.0,27.0,32.0,17.0,1.0,2.0,1.0,,60.0,6.0,166.0,1.0,1.0,18.0,4.0,52.0,1.0,358.0,,1.0,7.0,16.0,1.0,12.0,1.0,530.0,14.0,7.0,9.0,1.0,6.0,0.0
1059896,20.0,2019-12-29 18:00:00,43,Man City,Home,355.0,16.0,1.0,2.0,2.0,,,436.0,8.0,,4.0,2.0,10.0,31.0,789.0,,2.0,16.0,17.0,12.0,11.0,,1.0,,,1.0,,,2.0,,,,,,13.0,,,,,,,2.0,7.0,1.0,6.0,10.0,,127.0,56.0,1.0,,1.0,,19.0,6.0,9.0,,1.0,8.0,7.0,3.0,,9.0,,45.0,34.0,,12.0,7.0,,,65.0,5.0,6.0,1.0,,2.0,,2.0,188.0,2.0,,2.0,2.0,,,8.0,,,2.0,,,,,1.0,7.0,,3.0,3.0,,4.0,275.0,64.0,50.0,5.0,1.0,4.0,9.0,4.0,850.0,,,2.0,1.0,,115.0,107.0,29.0,,,,,125.0,125.0,2.0,30.0,20.0,72.9,,,,2.0,19.0,0.0,,,,281.0,,,,,,,6.0,2.0,3.0,185.0,768.0,10.0,13.0,378.0,29.0,12.0,13.0,5.0,14.0,10.0,,228.0,,507.0,,,16.0,10.0,51.0,1.0,871.0,3.0,0.0,16.0,10.0,2.0,16.0,1.0,1021.0,26.0,13.0,6.0,8.0,8.0,0.0
1059906,21.0,2020-01-01 17:30:00,43,Man City,Home,360.0,20.0,1.0,3.0,2.0,,,343.0,2.0,,3.0,5.0,9.0,33.0,700.0,1.0,,13.0,29.0,16.0,11.0,2.0,2.0,,,,,,,,,,,,12.0,,,,1.0,,2.0,6.0,7.0,,13.0,3.0,,142.0,64.0,3.0,2.0,1.0,2.0,14.0,2.0,10.0,,2.0,3.0,3.0,5.0,,9.0,1.0,64.0,47.0,2.0,13.0,9.0,,1.0,53.0,11.0,11.0,2.0,,2.0,1.0,,192.0,2.0,,2.0,2.0,,,4.0,,,2.0,,,,,,9.0,1.0,16.0,16.0,1.0,3.0,211.0,87.0,70.0,6.0,,7.0,8.0,7.0,759.0,,,2.0,2.0,,116.0,85.0,23.0,,,,,115.0,115.0,4.0,23.0,34.0,65.4,1.0,,,,14.0,0.0,,,,232.0,1.0,,1.0,,,,7.0,,2.0,126.0,685.0,8.0,15.0,380.0,36.0,13.0,15.0,2.0,11.0,9.0,,161.0,2.0,408.0,,,13.0,9.0,52.0,3.0,777.0,1.0,0.0,16.0,10.0,2.0,13.0,0.0,943.0,25.0,11.0,10.0,3.0,8.0,0.0
1059913,22.0,2020-01-12 16:30:00,43,Man City,Away,383.0,10.0,1.0,4.0,3.0,1.0,,430.0,4.0,,4.0,4.0,11.0,26.0,809.0,1.0,2.0,12.0,12.0,11.0,11.0,1.0,4.0,1.0,,1.0,,,1.0,,,,,,17.0,,,,,,,7.0,7.0,,14.0,8.0,,131.0,60.0,4.0,2.0,4.0,,17.0,2.0,17.0,,1.0,4.0,10.0,4.0,,9.0,,54.0,49.0,,5.0,3.0,,,56.0,12.0,3.0,6.0,,1.0,,1.0,192.0,6.0,,3.0,6.0,,,4.0,,,6.0,,,,,1.0,3.0,,8.0,8.0,1.0,4.0,275.0,66.0,59.0,2.0,,5.0,13.0,12.0,865.0,,,2.0,2.0,,103.0,91.0,30.0,1.0,1.0,1.0,,111.0,111.0,12.0,18.0,26.0,70.6,,,,,17.0,0.0,,,,279.0,,,,,,1.0,8.0,1.0,3.0,185.0,797.0,9.0,18.0,403.0,23.0,5.0,25.0,2.0,16.0,14.0,1.0,222.0,2.0,490.0,,,12.0,12.0,41.0,,877.0,3.0,0.0,22.0,16.0,4.0,12.0,1.0,1037.0,49.0,14.0,19.0,4.0,8.0,0.0
1059926,23.0,2020-01-18 15:00:00,43,Man City,Home,179.0,31.0,5.0,19.0,14.0,1.0,,435.0,4.0,,6.0,4.0,6.0,28.0,595.0,1.0,2.0,20.0,24.0,21.0,16.0,1.0,3.0,1.0,,,1.0,,1.0,1.0,,,,,21.0,,,1.0,,,,4.0,5.0,1.0,16.0,9.0,,87.0,58.0,3.0,1.0,2.0,,10.0,9.0,14.0,,1.0,14.0,38.0,8.0,,12.0,,64.0,55.0,,3.0,3.0,,,71.0,9.0,6.0,2.0,,2.0,1.0,1.0,179.0,2.0,,2.0,2.0,,,5.0,,,2.0,,,,,,3.0,1.0,9.0,9.0,1.0,6.0,198.0,57.0,42.0,2.0,,6.0,13.0,6.0,649.0,,,1.0,2.0,1.0,146.0,79.0,67.0,,,,,150.0,150.0,8.0,23.0,21.0,72.5,1.0,2.0,1.0,,10.0,0.0,,,,202.0,2.0,,2.0,,2.0,1.0,10.0,1.0,3.0,263.0,579.0,2.0,19.0,195.0,44.0,3.0,21.0,11.0,58.0,47.0,1.0,304.0,5.0,529.0,,,11.0,7.0,46.0,,666.0,2.0,0.0,25.0,13.0,3.0,20.0,1.0,898.0,68.0,20.0,15.0,14.0,6.0,0.0
1059937,24.0,2020-01-21 19:30:00,43,Man City,Away,271.0,19.0,5.0,7.0,3.0,2.0,,256.0,3.0,2.0,5.0,1.0,1.0,35.0,520.0,,,22.0,23.0,21.0,13.0,2.0,6.0,3.0,,,,,1.0,,,,,,10.0,,1.0,,,,,5.0,4.0,,12.0,6.0,,84.0,51.0,2.0,2.0,1.0,2.0,15.0,5.0,9.0,,,13.0,7.0,9.0,,8.0,,57.0,50.0,2.0,24.0,8.0,,,40.0,13.0,12.0,,,5.0,2.0,1.0,158.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,,8.0,,11.0,11.0,3.0,5.0,172.0,74.0,54.0,5.0,,8.0,8.0,5.0,579.0,,,1.0,1.0,,68.0,87.0,33.0,,,,1.0,124.0,124.0,,21.0,24.0,67.3,,,,1.0,15.0,0.0,,,,186.0,1.0,,1.0,,1.0,3.0,8.0,,3.0,105.0,503.0,6.0,16.0,296.0,28.0,24.0,15.0,10.0,27.0,18.0,3.0,138.0,2.0,331.0,,2.0,13.0,1.0,57.0,1.0,600.0,,0.0,18.0,8.0,1.0,23.0,3.0,795.0,34.0,8.0,10.0,13.0,5.0,0.0
1059949,25.0,2020-02-02 16:30:00,43,Man City,Away,228.0,25.0,2.0,3.0,1.0,1.0,,383.0,1.0,2.0,5.0,1.0,9.0,30.0,608.0,1.0,,18.0,9.0,13.0,11.0,1.0,1.0,2.0,,,,,,,,1.0,,,16.0,,1.0,,,,1.0,6.0,3.0,,14.0,5.0,,95.0,58.0,2.0,4.0,,1.0,16.0,7.0,9.0,,3.0,6.0,12.0,6.0,,9.0,,51.0,44.0,1.0,13.0,3.0,,,73.0,14.0,6.0,,,2.0,1.0,,155.0,,,,,,,1.0,,,,,,,,1.0,3.0,2.0,12.0,12.0,,5.0,218.0,71.0,57.0,2.0,,5.0,7.0,6.0,679.0,,,,1.0,,90.0,74.0,38.0,,,,1.0,139.0,139.0,5.0,19.0,29.0,66.9,,,,,16.0,0.0,,,,224.0,1.0,,1.0,1.0,,2.0,6.0,2.0,3.0,176.0,598.0,5.0,12.0,247.0,44.0,13.0,22.0,5.0,24.0,19.0,2.0,219.0,3.0,469.0,,2.0,6.0,9.0,43.0,,692.0,2.0,1.0,19.0,15.0,2.0,18.0,3.0,868.0,52.0,12.0,10.0,6.0,9.0,0.0
1059957,26.0,2020-02-19 19:30:00,43,Man City,Home,263.0,34.0,2.0,3.0,2.0,,,562.0,5.0,,1.0,2.0,9.0,36.0,822.0,,3.0,16.0,11.0,8.0,13.0,,2.0,,,,,,,,,1.0,,1.0,17.0,,,,,,1.0,2.0,2.0,1.0,13.0,7.0,,109.0,58.0,3.0,3.0,,,13.0,8.0,8.0,,,6.0,23.0,7.0,,9.0,,38.0,43.0,,12.0,7.0,,,69.0,5.0,6.0,,,2.0,1.0,,221.0,2.0,1.0,1.0,1.0,1.0,,5.0,,,1.0,,,,,,7.0,,7.0,7.0,1.0,1.0,280.0,73.0,63.0,1.0,2.0,4.0,11.0,7.0,879.0,,,1.0,1.0,,108.0,95.0,48.0,,,,,132.0,132.0,6.0,25.0,26.0,77.3,,,,,13.0,0.0,,,,286.0,,,,,,,5.0,3.0,3.0,258.0,805.0,4.0,16.0,275.0,40.0,12.0,24.0,5.0,35.0,31.0,,304.0,1.0,656.0,,,9.0,10.0,47.0,1.0,896.0,,0.0,20.0,11.0,7.0,16.0,0.0,1070.0,48.0,9.0,18.0,6.0,7.0,0.0
1059966,27.0,2020-02-22 17:30:00,43,Man City,Away,262.0,15.0,2.0,2.0,,1.0,,343.0,4.0,,6.0,2.0,7.0,33.0,603.0,1.0,2.0,20.0,8.0,9.0,12.0,1.0,3.0,,,2.0,,,2.0,,,,,1.0,12.0,,1.0,,,,,7.0,5.0,5.0,10.0,8.0,,101.0,66.0,3.0,3.0,1.0,1.0,17.0,5.0,18.0,,2.0,7.0,11.0,2.0,,12.0,1.0,50.0,49.0,1.0,14.0,7.0,,,50.0,10.0,13.0,,,6.0,,2.0,150.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,7.0,,15.0,15.0,3.0,6.0,205.0,64.0,48.0,3.0,,4.0,10.0,7.0,660.0,,,3.0,1.0,,113.0,57.0,31.0,,,,1.0,121.0,121.0,8.0,30.0,22.0,68.1,,,,1.0,17.0,0.0,,,,221.0,1.0,2.0,3.0,,,,6.0,,2.0,160.0,589.0,6.0,14.0,278.0,26.0,14.0,14.0,7.0,20.0,13.0,,198.0,1.0,419.0,,,14.0,7.0,54.0,1.0,677.0,1.0,0.0,18.0,15.0,4.0,20.0,0.0,871.0,31.0,13.0,12.0,7.0,11.0,0.0
1059976,28.0,2020-06-17 20:15:00,43,Man City,Home,277.0,24.0,,3.0,3.0,,,365.0,3.0,1.0,4.0,,13.0,35.0,639.0,,3.0,18.0,2.0,6.0,13.0,1.0,1.0,,,,,2.0,2.0,,1.0,,,1.0,15.0,1.0,,,,,1.0,5.0,2.0,1.0,15.0,5.0,,118.0,38.0,3.0,3.0,1.0,1.0,12.0,3.0,3.0,,1.0,5.0,7.0,,,8.0,,29.0,33.0,1.0,6.0,5.0,,1.0,51.0,9.0,7.0,1.0,,4.0,1.0,2.0,173.0,,,,,,,5.0,,,2.0,,,,,,5.0,1.0,13.0,13.0,2.0,4.0,207.0,62.0,55.0,2.0,1.0,4.0,10.0,12.0,674.0,,,,1.0,,98.0,88.0,22.0,,,,1.0,86.0,86.0,2.0,12.0,20.0,67.1,,,,,12.0,0.0,,,,194.0,,,,,1.0,,5.0,3.0,5.0,170.0,623.0,4.0,14.0,293.0,31.0,6.0,20.0,1.0,9.0,8.0,,196.0,,408.0,,1.0,6.0,13.0,49.0,1.0,692.0,1.0,0.0,20.0,7.0,5.0,18.0,1.0,834.0,34.0,10.0,13.0,5.0,3.0,0.0
1059988,29.0,2020-03-08 16:30:00,43,Man City,Away,322.0,28.0,3.0,2.0,1.0,2.0,,356.0,2.0,1.0,3.0,1.0,4.0,44.0,676.0,,,27.0,8.0,11.0,6.0,1.0,2.0,,,,,,,,,,,,5.0,,,,,,,5.0,8.0,4.0,4.0,3.0,,122.0,52.0,1.0,1.0,,1.0,15.0,,12.0,,2.0,11.0,16.0,9.0,,11.0,1.0,47.0,54.0,1.0,8.0,4.0,2.0,1.0,69.0,9.0,10.0,,,3.0,,,175.0,,,,,,,2.0,,,,,,,,,4.0,,8.0,8.0,,4.0,237.0,78.0,58.0,2.0,,3.0,4.0,4.0,738.0,,,4.0,1.0,,132.0,86.0,36.0,,,,,151.0,151.0,3.0,23.0,21.0,72.3,,,,,15.0,0.0,,,,227.0,4.0,,4.0,,,,3.0,,3.0,148.0,655.0,2.0,7.0,337.0,44.0,8.0,26.0,8.0,31.0,25.0,,195.0,5.0,455.0,,1.0,11.0,6.0,68.0,2.0,761.0,,0.0,7.0,15.0,2.0,27.0,4.0,948.0,14.0,14.0,18.0,11.0,5.0,0.0
1059996,30.0,2020-06-22 20:00:00,43,Man City,Home,368.0,29.0,,3.0,3.0,,,381.0,3.0,,5.0,3.0,11.0,41.0,746.0,,,17.0,11.0,18.0,13.0,,2.0,,,,,,1.0,,,,,,15.0,1.0,,,,,,5.0,,1.0,11.0,8.0,,138.0,47.0,3.0,1.0,3.0,,10.0,5.0,8.0,,1.0,3.0,7.0,1.0,,4.0,,37.0,46.0,,8.0,6.0,,,74.0,8.0,7.0,4.0,,3.0,1.0,1.0,191.0,4.0,,1.0,2.0,2.0,,3.0,,,2.0,,,,,1.0,6.0,,2.0,2.0,,5.0,256.0,66.0,57.0,1.0,1.0,7.0,10.0,7.0,803.0,,,,,,88.0,109.0,27.0,,,,1.0,97.0,97.0,4.0,16.0,22.0,71.7,,,,,10.0,0.0,,,,231.0,,,,,,,7.0,5.0,4.0,164.0,733.0,3.0,17.0,390.0,48.0,8.0,16.0,,9.0,9.0,,201.0,,435.0,,,8.0,12.0,54.0,1.0,816.0,,0.0,19.0,12.0,1.0,17.0,1.0,938.0,29.0,9.0,9.0,3.0,8.0,0.0
1060003,31.0,2020-06-25 20:15:00,43,Man City,Away,274.0,22.0,1.0,5.0,4.0,1.0,1.0,381.0,4.0,,5.0,,13.0,45.0,650.0,,,14.0,11.0,5.0,8.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,6.0,,,,1.0,,3.0,1.0,14.0,1.0,5.0,6.0,,120.0,50.0,1.0,1.0,,,15.0,3.0,10.0,2.0,,7.0,6.0,5.0,,8.0,3.0,36.0,35.0,,8.0,3.0,1.0,1.0,99.0,3.0,13.0,,,8.0,3.0,1.0,187.0,,,,,,,4.0,,,,1.0,,,,1.0,3.0,1.0,5.0,5.0,1.0,5.0,202.0,73.0,53.0,5.0,1.0,6.0,4.0,2.0,692.0,,,4.0,3.0,,115.0,78.0,36.0,1.0,1.0,1.0,,114.0,114.0,7.0,18.0,20.0,64.7,1.0,,,,15.0,0.0,,,,204.0,8.0,,5.0,,2.0,1.0,6.0,,4.0,188.0,630.0,6.0,10.0,286.0,40.0,8.0,15.0,6.0,20.0,14.0,1.0,224.0,1.0,447.0,1.0,,8.0,13.0,67.0,1.0,713.0,,1.0,11.0,7.0,,16.0,1.0,875.0,28.0,17.0,10.0,7.0,5.0,0.0
