matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855279,11,2016-11-05 15:00:00,43,Man City,Home,154.0,21.0,3.0,7.0,4.0,,,407.0,3.0,,1.0,1.0,14.0,28.0,554.0,1.0,,21.0,14.0,16.0,15.0,4.0,5.0,,,,,,1.0,,,,,,19.0,,,,,1.0,,6.0,3.0,2.0,14.0,11.0,88.0,59.0,2.0,2.0,1.0,1.0,7.0,7.0,16.0,,,8.0,21.0,4.0,,10.0,1.0,54.0,62.0,1.0,14.0,12.0,,1.0,96.0,7.0,14.0,1.0,,5.0,1.0,1.0,156.0,1.0,,1.0,1.0,,,3.0,1.0,,,12.0,1.0,15.0,15.0,1.0,1.0,196.0,52.0,33.0,2.0,,10.0,10.0,7.0,611.0,1.0,1.0,,105.0,104.0,55.0,,,,,,139.0,139.0,4.0,19.0,35.0,71.0,1.0,2.0,,,7.0,0.0,192.0,1.0,1.0,2.0,1.0,,11.0,,3.0,245.0,534.0,5.0,20.0,170.0,33.0,14.0,24.0,7.0,33.0,26.0,,294.0,2.0,495.0,,,17.0,16.0,55.0,5.0,632.0,1.0,0.0,25.0,15.0,2.0,23.0,1.0,838.0,44.0,10.0,17.0,8.0,11.0,0.0
855282,12,2016-11-19 15:00:00,43,Man City,Away,160.0,8.0,2.0,6.0,4.0,1.0,,183.0,5.0,3.0,4.0,2.0,11.0,29.0,337.0,,,27.0,20.0,19.0,5.0,1.0,3.0,,,,,,,,,,,,6.0,,,,,,1.0,6.0,6.0,2.0,8.0,2.0,68.0,68.0,2.0,1.0,1.0,1.0,25.0,1.0,11.0,,,7.0,13.0,1.0,,17.0,1.0,70.0,59.0,1.0,39.0,24.0,,,57.0,15.0,12.0,,,3.0,1.0,,172.0,2.0,1.0,2.0,1.0,1.0,,7.0,1.0,3.0,1.0,24.0,,9.0,9.0,1.0,4.0,101.0,92.0,47.0,2.0,2.0,3.0,5.0,4.0,423.0,2.0,2.0,,45.0,90.0,30.0,,,,,,167.0,167.0,5.0,30.0,25.0,61.7,,,,,25.0,0.0,106.0,1.0,,1.0,1.0,,5.0,,3.0,87.0,322.0,6.0,8.0,194.0,17.0,39.0,22.0,7.0,22.0,15.0,,128.0,3.0,275.0,3.0,3.0,37.0,12.0,78.0,1.0,447.0,,0.0,10.0,15.0,1.0,29.0,2.0,662.0,25.0,10.0,13.0,7.0,15.0,0.0
855293,13,2016-11-26 12:30:00,43,Man City,Away,216.0,4.0,1.0,1.0,,2.0,,228.0,2.0,1.0,7.0,7.0,18.0,24.0,443.0,,,17.0,23.0,30.0,15.0,1.0,4.0,,,,,,,,,,,,16.0,,,,,1.0,1.0,5.0,5.0,5.0,12.0,9.0,95.0,68.0,2.0,,2.0,2.0,8.0,8.0,5.0,,,8.0,13.0,1.0,,10.0,3.0,53.0,52.0,2.0,53.0,35.0,,,54.0,15.0,7.0,2.0,,1.0,1.0,,185.0,2.0,,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,35.0,1.0,8.0,8.0,2.0,7.0,136.0,87.0,38.0,5.0,,6.0,12.0,5.0,519.0,4.0,2.0,,45.0,90.0,21.0,,,,,,150.0,150.0,3.0,28.0,22.0,66.7,1.0,,3.0,1.0,8.0,0.0,129.0,3.0,1.0,4.0,1.0,,8.0,,3.0,123.0,426.0,3.0,18.0,243.0,14.0,53.0,5.0,3.0,18.0,15.0,,159.0,7.0,320.0,1.0,1.0,37.0,18.0,69.0,3.0,545.0,,0.0,21.0,13.0,3.0,17.0,3.0,749.0,38.0,13.0,2.0,8.0,10.0,0.0
855305,14,2016-12-03 12:30:00,43,Man City,Home,189.0,6.0,2.0,6.0,4.0,,,273.0,3.0,,4.0,4.0,4.0,21.0,456.0,,1.0,19.0,6.0,13.0,10.0,2.0,2.0,1.0,,,,,,,,,,,12.0,,,1.0,,,,7.0,7.0,3.0,11.0,3.0,78.0,64.0,2.0,3.0,,1.0,27.0,2.0,18.0,,,9.0,25.0,5.0,,13.0,1.0,54.0,42.0,1.0,17.0,6.0,,,59.0,14.0,8.0,,,1.0,,,158.0,,,,,,,6.0,,,1.0,6.0,1.0,22.0,22.0,1.0,4.0,157.0,56.0,38.0,2.0,,6.0,6.0,5.0,518.0,1.0,2.0,,69.0,117.0,37.0,,,,,,149.0,149.0,11.0,28.0,19.0,60.7,1.0,3.0,,,27.0,0.0,148.0,1.0,,1.0,,1.0,7.0,,3.0,133.0,438.0,13.0,12.0,216.0,19.0,17.0,16.0,6.0,36.0,30.0,1.0,172.0,4.0,361.0,,1.0,20.0,5.0,52.0,2.0,541.0,,2.0,14.0,11.0,1.0,22.0,2.0,741.0,32.0,9.0,11.0,9.0,9.0,0.0
855316,15,2016-12-10 17:30:00,43,Man City,Away,207.0,12.0,1.0,7.0,6.0,3.0,,433.0,5.0,1.0,7.0,3.0,12.0,38.0,633.0,2.0,,20.0,18.0,19.0,14.0,,1.0,,1.0,,,,1.0,,,,,,17.0,,,,,,,5.0,8.0,3.0,11.0,8.0,100.0,53.0,,,,,11.0,7.0,6.0,,1.0,11.0,24.0,7.0,1.0,9.0,2.0,45.0,49.0,,27.0,22.0,1.0,,68.0,7.0,10.0,,,4.0,2.0,1.0,183.0,1.0,,1.0,1.0,,,5.0,1.0,,,22.0,,11.0,11.0,1.0,7.0,215.0,57.0,43.0,3.0,,7.0,8.0,4.0,680.0,1.0,,,98.0,142.0,57.0,,,,,,135.0,135.0,1.0,29.0,16.0,77.9,,,,,11.0,0.0,201.0,1.0,1.0,2.0,,,8.0,1.0,3.0,242.0,615.0,5.0,15.0,222.0,21.0,27.0,18.0,9.0,42.0,33.0,,279.0,3.0,519.0,,2.0,15.0,13.0,54.0,3.0,699.0,2.0,0.0,19.0,7.0,,21.0,1.0,903.0,43.0,16.0,13.0,11.0,3.0,0.0
855329,16,2016-12-14 20:00:00,43,Man City,Home,172.0,13.0,1.0,4.0,3.0,1.0,,237.0,2.0,,1.0,4.0,16.0,25.0,405.0,,1.0,20.0,10.0,20.0,9.0,1.0,3.0,,,,,,,,,,,,10.0,,,1.0,,,,7.0,2.0,3.0,8.0,5.0,77.0,57.0,3.0,1.0,2.0,1.0,19.0,2.0,16.0,,,5.0,12.0,3.0,1.0,8.0,1.0,53.0,68.0,1.0,34.0,26.0,,,55.0,16.0,20.0,,,8.0,4.0,,189.0,2.0,,2.0,2.0,,,4.0,2.0,,,26.0,1.0,11.0,11.0,2.0,1.0,109.0,57.0,34.0,2.0,1.0,4.0,8.0,7.0,473.0,,3.0,,93.0,69.0,36.0,,,,,,138.0,138.0,5.0,26.0,25.0,63.4,1.0,,,,19.0,0.0,126.0,1.0,1.0,2.0,1.0,,4.0,,3.0,155.0,383.0,12.0,12.0,194.0,21.0,34.0,14.0,1.0,20.0,19.0,,206.0,4.0,327.0,,,23.0,16.0,56.0,3.0,501.0,,0.0,13.0,20.0,4.0,20.0,1.0,707.0,31.0,9.0,11.0,5.0,13.0,0.0
855335,17,2016-12-18 16:00:00,43,Man City,Home,181.0,12.0,3.0,5.0,2.0,2.0,,326.0,3.0,1.0,3.0,5.0,10.0,30.0,502.0,,2.0,22.0,13.0,20.0,8.0,2.0,3.0,,,,,,,,,,,,10.0,,,,,1.0,1.0,6.0,3.0,3.0,9.0,5.0,98.0,60.0,3.0,2.0,1.0,1.0,19.0,2.0,11.0,,,8.0,13.0,2.0,,11.0,,48.0,60.0,1.0,20.0,14.0,,,75.0,9.0,12.0,1.0,,2.0,,,197.0,2.0,,1.0,2.0,,,7.0,2.0,,,14.0,1.0,11.0,11.0,,3.0,145.0,76.0,51.0,1.0,1.0,5.0,7.0,5.0,569.0,,1.0,,89.0,121.0,31.0,,,,,,141.0,141.0,7.0,11.0,39.0,60.6,1.0,,3.0,1.0,19.0,0.0,154.0,,,,,,7.0,,3.0,162.0,483.0,9.0,12.0,197.0,28.0,20.0,13.0,6.0,21.0,15.0,,219.0,5.0,418.0,,1.0,16.0,11.0,62.0,4.0,594.0,,0.0,14.0,19.0,4.0,26.0,4.0,773.0,26.0,9.0,9.0,8.0,12.0,0.0
855345,18,2016-12-26 17:15:00,43,Man City,Away,265.0,11.0,1.0,3.0,2.0,1.0,,328.0,3.0,1.0,8.0,1.0,24.0,17.0,590.0,,,12.0,14.0,15.0,11.0,1.0,2.0,,,,,1.0,1.0,,,,,,12.0,1.0,,,1.0,,,8.0,6.0,4.0,8.0,8.0,95.0,58.0,1.0,,2.0,4.0,18.0,4.0,7.0,1.0,,7.0,8.0,2.0,,6.0,,46.0,45.0,4.0,33.0,21.0,,,56.0,14.0,10.0,,,2.0,,1.0,218.0,1.0,,1.0,1.0,,,8.0,1.0,,1.0,21.0,1.0,5.0,5.0,,8.0,187.0,76.0,46.0,4.0,1.0,6.0,7.0,6.0,661.0,3.0,1.0,,94.0,68.0,30.0,,,,,1.0,131.0,131.0,4.0,20.0,24.0,67.3,1.0,,,1.0,18.0,0.0,183.0,1.0,2.0,2.0,,,6.0,,3.0,163.0,576.0,10.0,13.0,294.0,21.0,33.0,14.0,6.0,16.0,10.0,,203.0,3.0,405.0,,1.0,14.0,24.0,44.0,1.0,683.0,,0.0,16.0,14.0,1.0,12.0,0.0,857.0,32.0,9.0,6.0,7.0,6.0,0.0
855357,19,2016-12-31 17:30:00,43,Man City,Away,239.0,17.0,1.0,1.0,,1.0,,223.0,4.0,,3.0,3.0,9.0,20.0,461.0,,1.0,18.0,20.0,28.0,5.0,1.0,1.0,,,,,,1.0,,,,,,7.0,,,,,,,5.0,2.0,3.0,2.0,7.0,89.0,73.0,,,,,16.0,3.0,7.0,,,6.0,9.0,2.0,,16.0,,58.0,79.0,,33.0,23.0,,,68.0,12.0,12.0,,,3.0,1.0,1.0,185.0,,,,,,,8.0,,,1.0,23.0,,13.0,13.0,1.0,3.0,166.0,104.0,56.0,4.0,,4.0,2.0,2.0,551.0,1.0,5.0,,69.0,68.0,22.0,,,,,,185.0,185.0,1.0,25.0,43.0,57.0,,,,1.0,16.0,0.0,135.0,,,,,,4.0,,2.0,83.0,443.0,8.0,6.0,268.0,38.0,33.0,23.0,5.0,17.0,12.0,,130.0,2.0,324.0,,,19.0,9.0,58.0,2.0,575.0,,0.0,9.0,23.0,1.0,25.0,1.0,790.0,12.0,18.0,16.0,6.0,16.0,0.0
855365,20,2017-01-02 15:00:00,43,Man City,Home,186.0,7.0,,2.0,2.0,,,175.0,2.0,2.0,5.0,4.0,11.0,16.0,359.0,,1.0,15.0,31.0,34.0,10.0,,2.0,,,,,,,,,,,,12.0,,,,,,,6.0,6.0,5.0,5.0,9.0,74.0,54.0,,,,3.0,18.0,7.0,7.0,1.0,,8.0,6.0,2.0,1.0,7.0,,66.0,62.0,3.0,45.0,27.0,,,56.0,11.0,11.0,,,3.0,2.0,,173.0,1.0,,,1.0,,,6.0,2.0,,,27.0,,9.0,9.0,2.0,5.0,101.0,69.0,31.0,8.0,,4.0,7.0,3.0,426.0,3.0,2.0,,46.0,72.0,18.0,,,,,,143.0,143.0,1.0,20.0,24.0,55.0,,,,,18.0,0.0,102.0,2.0,,1.0,,,4.0,,3.0,87.0,345.0,9.0,11.0,210.0,20.0,45.0,20.0,4.0,14.0,10.0,,123.0,3.0,254.0,,2.0,31.0,11.0,56.0,3.0,450.0,,1.0,14.0,9.0,2.0,19.0,4.0,649.0,25.0,13.0,9.0,8.0,6.0,0.0
855373,21,2017-01-15 13:30:00,43,Man City,Away,253.0,15.0,2.0,5.0,3.0,4.0,1.0,345.0,1.0,2.0,7.0,3.0,22.0,25.0,593.0,,2.0,17.0,8.0,17.0,6.0,2.0,3.0,,,,,1.0,2.0,,,,,,7.0,,,,,,1.0,4.0,5.0,1.0,5.0,8.0,98.0,61.0,,,,1.0,22.0,4.0,16.0,,,6.0,8.0,2.0,,14.0,,52.0,56.0,1.0,23.0,14.0,1.0,,66.0,7.0,17.0,,,8.0,3.0,2.0,198.0,,,,,,,1.0,,3.0,,14.0,,13.0,13.0,2.0,7.0,185.0,60.0,45.0,3.0,,3.0,5.0,5.0,650.0,1.0,3.0,,89.0,61.0,38.0,,,,,,135.0,135.0,2.0,31.0,21.0,70.8,,,,,22.0,0.0,191.0,,,,,,4.0,,1.0,181.0,571.0,5.0,8.0,273.0,31.0,23.0,18.0,5.0,18.0,13.0,,230.0,7.0,417.0,3.0,2.0,11.0,25.0,39.0,4.0,672.0,,0.0,13.0,12.0,4.0,19.0,2.0,866.0,27.0,13.0,11.0,6.0,9.0,0.0
855387,22,2017-01-21 17:30:00,43,Man City,Home,154.0,18.0,1.0,4.0,4.0,1.0,1.0,211.0,2.0,4.0,5.0,7.0,8.0,32.0,361.0,,3.0,23.0,17.0,10.0,10.0,3.0,2.0,1.0,,,,,,,,,,,14.0,,,,,,1.0,7.0,3.0,3.0,14.0,3.0,83.0,69.0,2.0,2.0,2.0,2.0,26.0,1.0,11.0,,2.0,5.0,13.0,4.0,,16.0,,57.0,53.0,2.0,21.0,10.0,,,71.0,10.0,6.0,,1.0,3.0,2.0,,189.0,,,,,,1.0,3.0,2.0,1.0,,10.0,,19.0,19.0,3.0,5.0,93.0,81.0,47.0,4.0,2.0,8.0,5.0,7.0,453.0,1.0,3.0,,88.0,66.0,33.0,,,,,,169.0,169.0,10.0,24.0,27.0,54.6,,2.0,,,26.0,0.0,108.0,,,,,1.0,9.0,,3.0,120.0,342.0,14.0,13.0,185.0,35.0,21.0,18.0,4.0,22.0,19.0,1.0,179.0,3.0,310.0,1.0,4.0,29.0,9.0,71.0,3.0,473.0,,0.0,17.0,22.0,7.0,26.0,2.0,698.0,39.0,10.0,15.0,5.0,16.0,0.0
855399,23,2017-02-01 19:45:00,43,Man City,Away,363.0,19.0,1.0,4.0,3.0,1.0,,232.0,2.0,,4.0,3.0,26.0,23.0,591.0,,2.0,19.0,16.0,14.0,3.0,1.0,3.0,,,1.0,,,2.0,,,,,,5.0,1.0,,,,,,8.0,1.0,5.0,7.0,4.0,129.0,52.0,2.0,,4.0,1.0,13.0,2.0,9.0,,,4.0,11.0,,,10.0,,50.0,52.0,1.0,12.0,9.0,,,59.0,14.0,10.0,1.0,,5.0,,2.0,213.0,2.0,,2.0,2.0,,,4.0,3.0,,,9.0,,7.0,7.0,1.0,4.0,159.0,64.0,39.0,2.0,3.0,3.0,3.0,4.0,652.0,4.0,1.0,,64.0,81.0,19.0,,,,,1.0,116.0,116.0,5.0,23.0,19.0,70.3,,,,,13.0,0.0,172.0,,1.0,1.0,,,5.0,,3.0,104.0,574.0,5.0,6.0,391.0,31.0,12.0,17.0,3.0,14.0,11.0,,138.0,5.0,296.0,,1.0,16.0,27.0,46.0,3.0,673.0,1.0,0.0,11.0,13.0,3.0,21.0,3.0,816.0,25.0,5.0,14.0,4.0,10.0,0.0
855407,24,2017-02-05 13:30:00,43,Man City,Home,209.0,21.0,3.0,7.0,4.0,5.0,,422.0,3.0,1.0,4.0,8.0,13.0,38.0,624.0,,,14.0,19.0,15.0,9.0,3.0,5.0,,,,,1.0,1.0,,1.0,,,,11.0,,,,,,,5.0,1.0,3.0,14.0,3.0,107.0,59.0,3.0,3.0,2.0,1.0,19.0,7.0,5.0,,1.0,10.0,15.0,3.0,,15.0,1.0,54.0,60.0,1.0,29.0,20.0,,,80.0,9.0,13.0,2.0,,2.0,,1.0,173.0,,,,,,,5.0,2.0,,,20.0,1.0,8.0,8.0,,4.0,212.0,57.0,44.0,3.0,,5.0,7.0,5.0,681.0,,1.0,,98.0,122.0,47.0,,,,,,138.0,138.0,5.0,23.0,27.0,69.1,,,,,19.0,0.0,210.0,,1.0,1.0,,,5.0,1.0,3.0,191.0,605.0,10.0,12.0,228.0,32.0,29.0,24.0,8.0,26.0,18.0,,242.0,5.0,500.0,,1.0,20.0,13.0,57.0,4.0,702.0,1.0,0.0,17.0,17.0,2.0,15.0,2.0,905.0,46.0,12.0,16.0,10.0,14.0,0.0
855412,25,2017-02-13 20:00:00,43,Man City,Away,249.0,18.0,,3.0,3.0,1.0,1.0,276.0,1.0,1.0,6.0,5.0,12.0,31.0,522.0,,2.0,25.0,11.0,11.0,11.0,1.0,2.0,,,,,,,,,,,,14.0,,,1.0,,,1.0,6.0,1.0,4.0,11.0,6.0,116.0,60.0,4.0,4.0,1.0,2.0,21.0,4.0,16.0,,,7.0,10.0,3.0,,11.0,1.0,52.0,53.0,2.0,32.0,13.0,,,59.0,11.0,7.0,1.0,,2.0,1.0,,196.0,,,,,,,1.0,1.0,4.0,,13.0,2.0,9.0,9.0,2.0,6.0,148.0,59.0,40.0,3.0,,6.0,6.0,5.0,581.0,4.0,4.0,,100.0,73.0,26.0,,,,,,131.0,131.0,5.0,27.0,18.0,62.3,1.0,,,1.0,21.0,0.0,138.0,,1.0,1.0,,,8.0,1.0,3.0,141.0,507.0,9.0,12.0,275.0,26.0,32.0,20.0,4.0,18.0,14.0,,176.0,3.0,341.0,4.0,1.0,21.0,13.0,55.0,2.0,598.0,,0.0,17.0,20.0,5.0,29.0,3.0,816.0,34.0,14.0,15.0,7.0,12.0,0.0
855427,26,2017-04-27 20:00:00,43,Man City,Home,204.0,7.0,3.0,8.0,5.0,1.0,,360.0,1.0,,4.0,3.0,19.0,16.0,556.0,,,20.0,7.0,11.0,15.0,1.0,3.0,,,,,,,,,,,,15.0,,,,,1.0,1.0,7.0,2.0,1.0,8.0,11.0,85.0,69.0,1.0,1.0,,2.0,28.0,5.0,12.0,,,7.0,11.0,6.0,,11.0,1.0,50.0,52.0,2.0,10.0,5.0,,1.0,71.0,10.0,8.0,,,2.0,2.0,,203.0,,,,,,,1.0,,1.0,,5.0,1.0,13.0,13.0,,4.0,187.0,68.0,42.0,4.0,,6.0,10.0,6.0,632.0,1.0,7.0,,87.0,91.0,28.0,,,,,,147.0,147.0,7.0,23.0,35.0,69.2,1.0,,,,28.0,0.0,168.0,1.0,,1.0,,,8.0,1.0,3.0,183.0,545.0,15.0,16.0,216.0,20.0,10.0,24.0,5.0,24.0,19.0,,228.0,7.0,451.0,1.0,,13.0,21.0,35.0,2.0,643.0,,0.0,19.0,19.0,1.0,20.0,1.0,851.0,30.0,14.0,14.0,7.0,15.0,0.0
855436,27,2017-03-05 16:00:00,43,Man City,Away,340.0,24.0,1.0,2.0,1.0,6.0,,304.0,3.0,1.0,7.0,,18.0,23.0,642.0,,1.0,15.0,9.0,13.0,10.0,1.0,,1.0,,,,,,,,,,,13.0,,,,,,1.0,3.0,7.0,4.0,8.0,6.0,127.0,64.0,2.0,1.0,2.0,1.0,9.0,2.0,10.0,,,4.0,11.0,,,15.0,3.0,48.0,48.0,1.0,21.0,14.0,,,57.0,4.0,11.0,2.0,1.0,3.0,1.0,,207.0,1.0,,1.0,1.0,,,5.0,2.0,,,14.0,,19.0,19.0,1.0,7.0,201.0,62.0,45.0,6.0,,4.0,8.0,7.0,696.0,3.0,3.0,,83.0,74.0,26.0,,,,,,129.0,129.0,3.0,30.0,22.0,70.8,,,,,9.0,0.0,183.0,3.0,,3.0,2.0,1.0,5.0,1.0,3.0,175.0,623.0,2.0,12.0,366.0,34.0,21.0,19.0,2.0,14.0,12.0,1.0,209.0,7.0,366.0,,1.0,12.0,22.0,44.0,3.0,718.0,1.0,0.0,14.0,15.0,3.0,16.0,0.0,901.0,32.0,8.0,9.0,4.0,12.0,0.0
855449,28,2017-03-08 20:00:00,43,Man City,Home,215.0,8.0,2.0,5.0,3.0,,,305.0,2.0,,6.0,3.0,8.0,20.0,515.0,,,26.0,21.0,16.0,8.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,9.0,,,,,,,4.0,5.0,,5.0,7.0,79.0,77.0,2.0,2.0,,,21.0,4.0,11.0,,,8.0,13.0,3.0,,13.0,1.0,58.0,63.0,,27.0,17.0,,,75.0,8.0,11.0,,,1.0,,1.0,194.0,,,,,,,2.0,,,1.0,17.0,,13.0,13.0,2.0,7.0,160.0,73.0,50.0,1.0,,5.0,4.0,1.0,603.0,1.0,3.0,,65.0,111.0,40.0,,,,,,160.0,160.0,7.0,29.0,34.0,65.3,,,,,21.0,0.0,188.0,2.0,,2.0,,1.0,7.0,,2.0,139.0,499.0,10.0,9.0,228.0,26.0,27.0,22.0,4.0,20.0,16.0,1.0,209.0,2.0,413.0,,,15.0,9.0,47.0,1.0,621.0,,0.0,12.0,21.0,5.0,26.0,1.0,839.0,18.0,14.0,15.0,8.0,17.0,0.0
855455,29,2017-03-19 16:30:00,43,Man City,Home,253.0,19.0,3.0,7.0,4.0,1.0,1.0,243.0,4.0,,11.0,1.0,10.0,26.0,489.0,1.0,2.0,16.0,16.0,11.0,7.0,3.0,3.0,,,,,,,,,,,1.0,10.0,,,,,1.0,,11.0,13.0,,12.0,1.0,76.0,68.0,5.0,4.0,1.0,2.0,9.0,2.0,11.0,,1.0,9.0,12.0,,,15.0,3.0,70.0,58.0,2.0,18.0,12.0,,1.0,59.0,14.0,6.0,1.0,,2.0,2.0,,177.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,12.0,1.0,15.0,15.0,1.0,11.0,164.0,70.0,47.0,8.0,,6.0,5.0,3.0,548.0,4.0,4.0,,93.0,62.0,36.0,1.0,1.0,1.0,,,154.0,154.0,3.0,31.0,23.0,59.5,1.0,,1.0,2.0,9.0,0.0,146.0,3.0,,3.0,,,8.0,1.0,2.0,109.0,475.0,3.0,11.0,269.0,33.0,18.0,30.0,8.0,22.0,14.0,,147.0,1.0,316.0,1.0,,11.0,10.0,46.0,6.0,563.0,1.0,0.0,13.0,25.0,3.0,20.0,3.0,795.0,41.0,22.0,16.0,9.0,15.0,0.0
855462,30,2017-04-02 16:00:00,43,Man City,Away,201.0,9.0,2.0,5.0,3.0,,,202.0,7.0,4.0,4.0,5.0,14.0,24.0,398.0,,1.0,18.0,13.0,16.0,8.0,1.0,5.0,,,,,,,,,,,1.0,9.0,,,,,1.0,,11.0,6.0,2.0,9.0,5.0,84.0,65.0,2.0,1.0,1.0,2.0,14.0,3.0,14.0,,,8.0,11.0,3.0,,15.0,1.0,64.0,62.0,2.0,23.0,10.0,,,52.0,15.0,7.0,1.0,,,,,197.0,2.0,,2.0,2.0,,,13.0,2.0,1.0,1.0,10.0,1.0,22.0,22.0,3.0,4.0,112.0,66.0,33.0,3.0,1.0,6.0,5.0,5.0,472.0,,,,69.0,68.0,28.0,,,,,,165.0,165.0,6.0,25.0,28.0,55.6,1.0,2.0,,,14.0,0.0,113.0,1.0,,1.0,,,6.0,,2.0,109.0,376.0,4.0,11.0,232.0,23.0,23.0,23.0,5.0,19.0,14.0,,156.0,5.0,293.0,1.0,4.0,17.0,14.0,56.0,6.0,506.0,,0.0,14.0,25.0,1.0,22.0,2.0,715.0,33.0,9.0,14.0,8.0,19.0,0.0
855479,31,2017-04-05 20:00:00,43,Man City,Away,231.0,11.0,3.0,5.0,2.0,2.0,,315.0,2.0,,3.0,3.0,16.0,31.0,541.0,,2.0,25.0,15.0,11.0,10.0,3.0,5.0,1.0,,,,,,,,,,1.0,10.0,,,,,,2.0,9.0,6.0,4.0,11.0,6.0,103.0,53.0,3.0,3.0,1.0,1.0,17.0,4.0,8.0,,,9.0,12.0,4.0,,10.0,1.0,53.0,45.0,1.0,21.0,11.0,1.0,,64.0,14.0,10.0,1.0,,2.0,1.0,,169.0,,,,,,,4.0,1.0,,1.0,11.0,1.0,15.0,15.0,,3.0,182.0,63.0,49.0,2.0,,5.0,8.0,7.0,597.0,2.0,2.0,,122.0,79.0,36.0,,1.0,1.0,1.0,,134.0,134.0,7.0,18.0,24.0,60.7,,,,,17.0,0.0,162.0,1.0,1.0,2.0,,1.0,6.0,,2.0,145.0,526.0,9.0,13.0,250.0,18.0,21.0,20.0,9.0,26.0,17.0,1.0,182.0,3.0,392.0,,,15.0,18.0,54.0,,616.0,1.0,0.0,17.0,11.0,2.0,27.0,3.0,818.0,23.0,17.0,13.0,9.0,7.0,0.0
855485,32,2017-04-08 15:00:00,43,Man City,Home,262.0,16.0,3.0,7.0,4.0,,,389.0,4.0,,2.0,3.0,23.0,38.0,644.0,,1.0,26.0,10.0,11.0,13.0,2.0,3.0,1.0,,,,2.0,2.0,,,,,,18.0,,,,,,,1.0,5.0,2.0,15.0,8.0,112.0,55.0,,1.0,1.0,3.0,15.0,6.0,5.0,,,7.0,13.0,1.0,,15.0,,41.0,52.0,3.0,23.0,11.0,,,70.0,6.0,8.0,1.0,,3.0,,2.0,200.0,1.0,,,1.0,,1.0,6.0,2.0,,,11.0,,17.0,17.0,,2.0,201.0,62.0,42.0,3.0,1.0,7.0,9.0,7.0,693.0,2.0,2.0,,89.0,99.0,37.0,,,,,,117.0,117.0,8.0,23.0,21.0,67.4,,,,1.0,15.0,0.0,200.0,,,,,1.0,10.0,1.0,3.0,179.0,627.0,7.0,16.0,275.0,26.0,23.0,17.0,4.0,18.0,14.0,2.0,215.0,2.0,456.0,,,9.0,24.0,52.0,1.0,713.0,,0.0,23.0,22.0,4.0,27.0,0.0,918.0,42.0,12.0,11.0,7.0,17.0,0.0
