matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755507,21,2015-01-10 15:00:00,43,Man City,Away,157.0,9.0,4.0,5.0,1.0,2.0,,283.0,1.0,,4.0,2.0,12.0,17.0,435.0,1.0,1.0,19.0,15.0,17.0,13.0,2.0,1.0,,,,1.0,,,11.0,,,,,,3.0,7.0,4.0,7.0,,,71.0,66.0,,,1.0,3.0,15.0,6.0,12.0,,,9.0,10.0,1.0,,15.0,3.0,53.0,64.0,3.0,25.0,13.0,,,68.0,10.0,9.0,,,4.0,3.0,1.0,200.0,,,,,,,6.0,1.0,,,13.0,,6.0,6.0,,4.0,130.0,70.0,38.0,4.0,1.0,9.0,6.0,2.0,525.0,4.0,5.0,,88.0,95.0,25.0,,,,,,157.0,157.0,4.0,22.0,35.0,61.8,,,1.0,15.0,0.0,141.0,3.0,,3.0,,1.0,1.0,10.0,,3.0,157.0,426.0,4.0,15.0,183.0,22.0,25.0,14.0,9.0,23.0,14.0,3.0,208.0,4.0,382.0,,,16.0,12.0,54.0,1.0,542.0,1.0,0.0,18.0,26.0,1.0,22.0,2.0,741.0,,7.0,13.0,9.0,19.0,0.0
755517,22,2015-01-18 16:00:00,43,Man City,Home,187.0,12.0,2.0,6.0,4.0,3.0,,354.0,4.0,,3.0,3.0,5.0,26.0,535.0,,,22.0,25.0,16.0,9.0,1.0,,,,,,,,11.0,,,,,,,8.0,7.0,2.0,,,73.0,69.0,,,,2.0,19.0,5.0,33.0,,,16.0,23.0,4.0,,17.0,1.0,90.0,69.0,2.0,12.0,7.0,,,70.0,12.0,5.0,,,,,,213.0,,,,,,,5.0,,3.0,2.0,7.0,,17.0,17.0,2.0,3.0,169.0,68.0,48.0,3.0,,2.0,8.0,4.0,618.0,2.0,1.0,,100.0,108.0,25.0,1.0,1.0,1.0,,,173.0,173.0,8.0,25.0,31.0,64.7,,,1.0,19.0,0.0,179.0,,1.0,1.0,,,,3.0,,3.0,145.0,520.0,8.0,10.0,207.0,22.0,12.0,25.0,15.0,42.0,27.0,,201.0,6.0,469.0,3.0,,16.0,6.0,47.0,2.0,634.0,1.0,0.0,12.0,28.0,2.0,26.0,3.0,858.0,,9.0,20.0,16.0,17.0,0.0
755524,23,2015-01-31 17:30:00,43,Man City,Away,153.0,12.0,1.0,3.0,2.0,2.0,,286.0,1.0,1.0,4.0,4.0,2.0,26.0,436.0,,1.0,27.0,25.0,18.0,7.0,,1.0,,,,,,,9.0,,,,,,,8.0,2.0,1.0,,,87.0,66.0,1.0,,1.0,4.0,21.0,,13.0,,,8.0,15.0,1.0,,24.0,1.0,81.0,69.0,4.0,19.0,13.0,,,74.0,14.0,12.0,,,3.0,,,206.0,1.0,,,1.0,,,5.0,1.0,,,13.0,,11.0,11.0,1.0,4.0,128.0,84.0,49.0,1.0,1.0,3.0,5.0,5.0,521.0,,3.0,,85.0,112.0,15.0,,,,,,187.0,187.0,8.0,29.0,25.0,57.2,,,,21.0,0.0,123.0,,1.0,1.0,,,1.0,4.0,,3.0,153.0,421.0,9.0,8.0,181.0,29.0,19.0,17.0,6.0,22.0,16.0,1.0,198.0,6.0,385.0,,1.0,19.0,2.0,56.0,3.0,544.0,,0.0,9.0,27.0,2.0,32.0,2.0,773.0,,20.0,12.0,8.0,25.0,0.0
755537,24,2015-02-07 15:00:00,43,Man City,Home,185.0,18.0,2.0,8.0,6.0,3.0,,416.0,3.0,1.0,5.0,4.0,10.0,47.0,593.0,,1.0,31.0,12.0,26.0,11.0,2.0,,1.0,,1.0,3.0,,,11.0,,,1.0,,,,4.0,4.0,3.0,,,89.0,58.0,,,,1.0,19.0,8.0,4.0,,1.0,13.0,19.0,3.0,,18.0,2.0,44.0,55.0,1.0,17.0,12.0,,,77.0,9.0,8.0,,,5.0,,3.0,214.0,,,,,,,4.0,,1.0,1.0,12.0,1.0,14.0,14.0,,5.0,201.0,75.0,54.0,1.0,,4.0,9.0,5.0,676.0,1.0,2.0,,114.0,113.0,32.0,,,,,,161.0,161.0,6.0,15.0,31.0,73.6,1.0,,1.0,19.0,0.0,186.0,1.0,1.0,2.0,,1.0,,5.0,1.0,3.0,216.0,582.0,5.0,13.0,206.0,34.0,17.0,12.0,12.0,34.0,22.0,,265.0,13.0,518.0,1.0,2.0,11.0,11.0,65.0,3.0,690.0,,0.0,18.0,11.0,3.0,33.0,2.0,892.0,,11.0,10.0,13.0,4.0,0.0
755551,25,2015-02-11 19:45:00,43,Man City,Away,160.0,9.0,,3.0,3.0,4.0,,194.0,4.0,1.0,6.0,4.0,5.0,22.0,351.0,1.0,3.0,16.0,20.0,13.0,8.0,,2.0,,,,,,,11.0,1.0,,,,,,8.0,6.0,10.0,,,51.0,65.0,2.0,1.0,2.0,5.0,13.0,3.0,22.0,1.0,,2.0,11.0,,,8.0,1.0,63.0,54.0,5.0,25.0,9.0,,1.0,57.0,11.0,6.0,3.0,,1.0,,,187.0,3.0,,1.0,3.0,,1.0,9.0,3.0,6.0,1.0,9.0,,14.0,14.0,1.0,7.0,110.0,90.0,47.0,3.0,1.0,2.0,9.0,8.0,423.0,5.0,2.0,,57.0,75.0,17.0,,,,,1.0,140.0,140.0,3.0,24.0,22.0,49.1,,,,13.0,0.0,103.0,2.0,2.0,3.0,,,2.0,3.0,,3.0,91.0,337.0,5.0,11.0,179.0,25.0,25.0,16.0,1.0,12.0,11.0,3.0,140.0,9.0,284.0,6.0,1.0,21.0,5.0,68.0,4.0,451.0,1.0,0.0,14.0,22.0,9.0,17.0,2.0,646.0,,12.0,13.0,2.0,15.0,0.0
755558,26,2015-02-21 17:30:00,43,Man City,Home,208.0,15.0,4.0,5.0,1.0,1.0,,331.0,4.0,,6.0,2.0,7.0,22.0,534.0,1.0,2.0,19.0,1.0,13.0,5.0,2.0,,,,1.0,2.0,,2.0,10.0,1.0,,,,,1.0,7.0,3.0,5.0,,,84.0,51.0,3.0,2.0,4.0,4.0,13.0,1.0,12.0,,,7.0,6.0,,,14.0,1.0,42.0,56.0,4.0,22.0,14.0,,,55.0,9.0,8.0,2.0,,5.0,,2.0,179.0,3.0,,3.0,3.0,,,5.0,4.0,1.0,1.0,14.0,,12.0,12.0,1.0,6.0,175.0,66.0,51.0,3.0,3.0,5.0,5.0,9.0,591.0,2.0,,,39.0,101.0,13.0,,,,,1.0,108.0,108.0,5.0,15.0,25.0,56.9,,,,13.0,0.0,166.0,1.0,,1.0,,,,6.0,,3.0,122.0,524.0,5.0,10.0,224.0,25.0,22.0,14.0,7.0,13.0,6.0,,160.0,3.0,393.0,1.0,,7.0,8.0,36.0,1.0,604.0,2.0,0.0,16.0,28.0,5.0,19.0,3.0,785.0,,8.0,7.0,7.0,21.0,0.0
755566,27,2015-03-01 12:00:00,43,Man City,Away,188.0,14.0,,1.0,1.0,1.0,,225.0,5.0,2.0,2.0,5.0,4.0,28.0,412.0,,2.0,23.0,11.0,13.0,5.0,,,,,,,,,8.0,,,,,1.0,,6.0,7.0,4.0,,,75.0,76.0,2.0,1.0,1.0,2.0,16.0,,12.0,,,,8.0,1.0,,20.0,2.0,57.0,54.0,2.0,15.0,4.0,,1.0,68.0,16.0,7.0,1.0,,2.0,2.0,,209.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,2.0,4.0,1.0,16.0,16.0,3.0,2.0,127.0,97.0,50.0,3.0,,5.0,1.0,1.0,501.0,1.0,2.0,,49.0,100.0,24.0,,,,,,167.0,167.0,3.0,35.0,31.0,52.0,1.0,,,16.0,0.0,113.0,2.0,1.0,3.0,,,,7.0,,3.0,125.0,398.0,7.0,6.0,212.0,37.0,15.0,16.0,,11.0,11.0,,178.0,9.0,323.0,2.0,2.0,25.0,4.0,69.0,6.0,524.0,,0.0,8.0,22.0,3.0,25.0,3.0,707.0,,11.0,12.0,,17.0,0.0
755579,28,2015-03-04 19:45:00,43,Man City,Home,167.0,16.0,2.0,7.0,5.0,4.0,,449.0,2.0,2.0,5.0,5.0,17.0,31.0,609.0,2.0,3.0,23.0,20.0,28.0,17.0,1.0,,,,,,,,21.0,,,,,,,7.0,2.0,4.0,,,95.0,69.0,2.0,1.0,2.0,,19.0,6.0,8.0,,,10.0,16.0,3.0,,12.0,,55.0,63.0,,23.0,21.0,,,68.0,11.0,3.0,,,,,,210.0,1.0,,1.0,1.0,,,4.0,2.0,,2.0,21.0,,10.0,10.0,1.0,5.0,207.0,70.0,49.0,3.0,1.0,7.0,12.0,9.0,687.0,3.0,1.0,,88.0,102.0,28.0,,,,,,150.0,150.0,8.0,23.0,31.0,69.5,,,,19.0,0.0,188.0,1.0,1.0,2.0,,,,7.0,,3.0,219.0,600.0,7.0,19.0,183.0,30.0,23.0,19.0,9.0,28.0,19.0,,272.0,12.0,545.0,,2.0,12.0,18.0,50.0,4.0,700.0,2.0,0.0,22.0,18.0,5.0,26.0,0.0,906.0,,12.0,13.0,10.0,14.0,0.0
755584,29,2015-03-14 17:30:00,43,Man City,Away,250.0,12.0,1.0,5.0,4.0,3.0,,322.0,2.0,1.0,2.0,4.0,8.0,30.0,567.0,,,22.0,33.0,31.0,13.0,1.0,1.0,,,,1.0,,,19.0,,,,,,1.0,3.0,2.0,8.0,,,111.0,66.0,1.0,1.0,,2.0,25.0,8.0,7.0,,1.0,6.0,18.0,4.0,,8.0,1.0,59.0,77.0,2.0,28.0,23.0,,,61.0,9.0,5.0,,,2.0,,1.0,237.0,,,,,,,10.0,,,1.0,23.0,,19.0,19.0,3.0,2.0,172.0,103.0,64.0,2.0,,4.0,10.0,5.0,661.0,1.0,1.0,,82.0,116.0,25.0,,,,,,172.0,172.0,1.0,22.0,34.0,70.2,,,1.0,25.0,0.0,166.0,,3.0,3.0,,,1.0,9.0,,3.0,156.0,554.0,11.0,14.0,287.0,35.0,28.0,24.0,5.0,27.0,22.0,1.0,195.0,11.0,426.0,,1.0,19.0,8.0,71.0,,686.0,1.0,0.0,22.0,23.0,,25.0,1.0,911.0,,14.0,19.0,6.0,15.0,0.0
755596,30,2015-03-21 12:45:00,43,Man City,Home,165.0,10.0,2.0,4.0,3.0,,,546.0,2.0,,4.0,,11.0,35.0,707.0,,1.0,19.0,7.0,11.0,30.0,1.0,,,1.0,,2.0,,,32.0,,,1.0,1.0,,,3.0,3.0,,,,91.0,60.0,3.0,1.0,3.0,1.0,12.0,12.0,2.0,,,9.0,18.0,1.0,,14.0,,34.0,43.0,1.0,12.0,8.0,,,63.0,6.0,5.0,1.0,,2.0,,2.0,216.0,2.0,,,1.0,1.0,,2.0,,,,8.0,2.0,19.0,19.0,,4.0,228.0,51.0,43.0,2.0,2.0,9.0,24.0,16.0,748.0,,,,72.0,113.0,33.0,,,,,,104.0,104.0,5.0,24.0,27.0,77.6,2.0,,1.0,12.0,0.0,226.0,,,,,,,15.0,1.0,3.0,392.0,694.0,6.0,33.0,176.0,16.0,12.0,19.0,5.0,23.0,19.0,,426.0,1.0,608.0,,,4.0,11.0,42.0,2.0,761.0,1.0,0.0,43.0,13.0,1.0,21.0,0.0,963.0,,8.0,14.0,9.0,12.0,0.0
755606,31,2015-04-06 20:00:00,43,Man City,Away,173.0,7.0,6.0,8.0,2.0,4.0,2.0,411.0,2.0,,5.0,3.0,10.0,26.0,576.0,1.0,,24.0,27.0,14.0,19.0,1.0,1.0,,1.0,,1.0,,,15.0,,,,1.0,,,5.0,4.0,1.0,,,85.0,52.0,,,,1.0,25.0,8.0,8.0,,2.0,13.0,17.0,1.0,,18.0,1.0,69.0,60.0,1.0,14.0,8.0,,,72.0,11.0,9.0,,,3.0,2.0,1.0,212.0,,,,,,,4.0,1.0,1.0,1.0,8.0,1.0,14.0,14.0,,5.0,179.0,82.0,57.0,4.0,1.0,9.0,11.0,4.0,646.0,1.0,5.0,,82.0,106.0,26.0,,,,,,158.0,158.0,4.0,16.0,26.0,74.1,1.0,,1.0,25.0,0.0,191.0,1.0,,1.0,,,1.0,10.0,1.0,3.0,242.0,559.0,5.0,20.0,188.0,18.0,14.0,21.0,10.0,30.0,20.0,1.0,292.0,11.0,509.0,1.0,,11.0,11.0,42.0,,667.0,1.0,0.0,22.0,23.0,2.0,30.0,1.0,887.0,,10.0,15.0,13.0,18.0,0.0
755615,32,2015-04-12 16:00:00,43,Man City,Away,130.0,7.0,3.0,4.0,1.0,1.0,,147.0,1.0,2.0,2.0,3.0,6.0,13.0,273.0,1.0,3.0,21.0,14.0,17.0,5.0,2.0,,,,,,,,7.0,,,,,,,9.0,9.0,2.0,,,54.0,55.0,2.0,,2.0,1.0,12.0,4.0,12.0,,2.0,5.0,7.0,,,11.0,3.0,53.0,55.0,1.0,25.0,13.0,,,59.0,16.0,9.0,2.0,1.0,3.0,,,174.0,2.0,,2.0,2.0,,,6.0,2.0,,2.0,13.0,,19.0,19.0,,2.0,76.0,79.0,37.0,1.0,,3.0,6.0,3.0,361.0,3.0,1.0,,47.0,65.0,14.0,,,,,,153.0,153.0,2.0,25.0,23.0,41.4,,,,12.0,0.0,81.0,1.0,2.0,3.0,,,,3.0,,3.0,85.0,256.0,7.0,9.0,157.0,30.0,25.0,11.0,4.0,11.0,7.0,,138.0,7.0,239.0,,2.0,18.0,8.0,50.0,3.0,385.0,1.0,0.0,10.0,22.0,5.0,28.0,3.0,568.0,,7.0,7.0,5.0,16.0,0.0
755630,33,2015-04-19 13:30:00,43,Man City,Home,196.0,7.0,,5.0,5.0,1.0,,421.0,2.0,,5.0,1.0,19.0,20.0,612.0,2.0,,17.0,15.0,12.0,14.0,,3.0,,,,1.0,,,15.0,,,,,,,7.0,7.0,2.0,,,110.0,59.0,2.0,1.0,1.0,3.0,9.0,8.0,7.0,,,6.0,19.0,1.0,,11.0,2.0,47.0,38.0,3.0,20.0,13.0,,2.0,62.0,10.0,6.0,1.0,,2.0,1.0,1.0,212.0,1.0,,1.0,1.0,,1.0,5.0,1.0,1.0,,13.0,,13.0,13.0,1.0,5.0,169.0,66.0,46.0,3.0,,6.0,9.0,3.0,656.0,3.0,,,56.0,113.0,24.0,,,,,,111.0,111.0,5.0,15.0,31.0,66.8,,,,9.0,0.0,184.0,2.0,1.0,3.0,,,3.0,7.0,,3.0,212.0,600.0,6.0,15.0,215.0,16.0,20.0,8.0,4.0,25.0,21.0,4.0,242.0,2.0,485.0,1.0,,13.0,19.0,42.0,5.0,675.0,2.0,0.0,18.0,16.0,4.0,18.0,2.0,850.0,,7.0,4.0,6.0,12.0,0.0
755637,34,2015-04-25 17:30:00,43,Man City,Home,126.0,12.0,4.0,6.0,2.0,5.0,1.0,218.0,4.0,1.0,1.0,6.0,10.0,26.0,338.0,,,20.0,18.0,13.0,6.0,2.0,,1.0,,,1.0,,,4.0,,,,,,1.0,9.0,6.0,7.0,,,82.0,37.0,1.0,1.0,1.0,8.0,25.0,5.0,15.0,,,7.0,8.0,1.0,1.0,5.0,2.0,59.0,41.0,8.0,21.0,12.0,1.0,,55.0,13.0,11.0,1.0,,3.0,1.0,1.0,151.0,1.0,1.0,1.0,,1.0,,8.0,1.0,,,12.0,,6.0,6.0,1.0,1.0,104.0,69.0,32.0,6.0,,2.0,7.0,4.0,399.0,3.0,,,72.0,81.0,31.0,,,,,,132.0,132.0,4.0,17.0,13.0,44.9,,,2.0,25.0,0.0,91.0,1.0,1.0,2.0,,,,2.0,1.0,3.0,110.0,322.0,14.0,9.0,141.0,26.0,21.0,16.0,6.0,16.0,10.0,,148.0,8.0,303.0,,1.0,22.0,11.0,58.0,1.0,428.0,1.0,0.0,11.0,9.0,2.0,22.0,1.0,595.0,,16.0,8.0,7.0,6.0,0.0
755651,35,2015-05-03 16:00:00,43,Man City,Away,128.0,10.0,3.0,6.0,3.0,1.0,,174.0,2.0,,5.0,5.0,10.0,24.0,296.0,1.0,3.0,15.0,15.0,13.0,9.0,,1.0,,,,,,,13.0,,,,,,,7.0,13.0,8.0,,,58.0,72.0,2.0,1.0,1.0,5.0,21.0,5.0,13.0,,2.0,7.0,12.0,1.0,,16.0,3.0,58.0,48.0,5.0,26.0,15.0,,1.0,75.0,11.0,6.0,1.0,,,,,160.0,1.0,,1.0,1.0,,1.0,10.0,1.0,2.0,,15.0,,33.0,33.0,4.0,5.0,100.0,85.0,36.0,8.0,,5.0,5.0,4.0,373.0,5.0,2.0,,70.0,77.0,16.0,,,,,,157.0,157.0,1.0,34.0,25.0,45.0,,,,21.0,0.0,81.0,4.0,1.0,5.0,,,1.0,6.0,,3.0,84.0,285.0,10.0,10.0,146.0,28.0,26.0,18.0,6.0,19.0,13.0,2.0,136.0,6.0,272.0,2.0,1.0,28.0,11.0,71.0,1.0,399.0,1.0,0.0,15.0,16.0,3.0,21.0,4.0,622.0,,12.0,14.0,7.0,11.0,0.0
755660,36,2015-05-10 13:30:00,43,Man City,Home,181.0,5.0,4.0,8.0,4.0,3.0,,219.0,2.0,1.0,6.0,3.0,6.0,18.0,392.0,,4.0,13.0,18.0,20.0,10.0,3.0,3.0,1.0,,1.0,2.0,,4.0,16.0,1.0,,,,1.0,,8.0,4.0,5.0,,,70.0,69.0,3.0,2.0,5.0,2.0,16.0,3.0,10.0,,,7.0,12.0,4.0,1.0,11.0,2.0,55.0,52.0,2.0,31.0,20.0,,,45.0,12.0,7.0,3.0,1.0,4.0,,2.0,178.0,2.0,,2.0,1.0,1.0,1.0,5.0,3.0,,1.0,20.0,1.0,22.0,22.0,,6.0,126.0,80.0,42.0,4.0,2.0,7.0,8.0,11.0,474.0,1.0,2.0,,76.0,55.0,21.0,,,,,1.0,141.0,141.0,3.0,29.0,28.0,59.5,1.0,,1.0,16.0,0.0,118.0,1.0,2.0,3.0,,,3.0,9.0,,3.0,107.0,379.0,5.0,15.0,211.0,14.0,31.0,17.0,5.0,21.0,16.0,3.0,141.0,9.0,302.0,1.0,1.0,18.0,9.0,48.0,1.0,492.0,,0.0,23.0,15.0,6.0,15.0,0.0,687.0,,4.0,10.0,7.0,13.0,0.0
755669,37,2015-05-17 13:30:00,43,Man City,Away,161.0,8.0,4.0,6.0,2.0,1.0,,296.0,2.0,,2.0,3.0,9.0,24.0,451.0,,,17.0,7.0,11.0,12.0,4.0,2.0,,1.0,,1.0,,,17.0,,,,,,,5.0,7.0,6.0,,,75.0,75.0,2.0,1.0,1.0,4.0,22.0,6.0,14.0,,,7.0,14.0,,,15.0,6.0,49.0,59.0,4.0,14.0,10.0,,1.0,65.0,8.0,8.0,,,2.0,,1.0,199.0,4.0,,,4.0,,1.0,4.0,4.0,1.0,,10.0,,13.0,13.0,1.0,2.0,121.0,75.0,56.0,11.0,3.0,3.0,17.0,11.0,515.0,2.0,2.0,,85.0,80.0,17.0,,,,,,128.0,128.0,8.0,32.0,29.0,52.9,,,,22.0,0.0,135.0,4.0,3.0,7.0,,,2.0,5.0,,3.0,144.0,439.0,11.0,20.0,178.0,22.0,14.0,22.0,7.0,21.0,14.0,3.0,181.0,5.0,373.0,1.0,,13.0,9.0,45.0,2.0,530.0,1.0,0.0,22.0,23.0,2.0,21.0,3.0,732.0,,6.0,17.0,7.0,16.0,0.0
755680,38,2015-05-24 15:00:00,43,Man City,Home,115.0,15.0,2.0,3.0,1.0,1.0,,275.0,2.0,,4.0,6.0,12.0,21.0,387.0,,2.0,13.0,10.0,18.0,8.0,,,,,,,,1.0,11.0,,,,,,,7.0,8.0,5.0,,,68.0,58.0,2.0,2.0,1.0,2.0,11.0,2.0,19.0,,,8.0,10.0,2.0,,14.0,3.0,60.0,53.0,2.0,29.0,12.0,,,56.0,13.0,8.0,1.0,,2.0,1.0,,179.0,2.0,,2.0,1.0,1.0,,11.0,1.0,3.0,1.0,12.0,,20.0,20.0,1.0,4.0,119.0,76.0,39.0,4.0,1.0,5.0,5.0,6.0,443.0,3.0,1.0,,84.0,68.0,34.0,,,,,,140.0,140.0,3.0,21.0,25.0,54.5,,,2.0,11.0,0.0,109.0,3.0,1.0,4.0,,1.0,,7.0,1.0,3.0,158.0,376.0,4.0,10.0,130.0,21.0,29.0,19.0,7.0,20.0,13.0,,207.0,4.0,365.0,3.0,,26.0,13.0,61.0,,475.0,,0.0,15.0,16.0,3.0,16.0,1.0,670.0,,10.0,12.0,8.0,11.0,0.0
