matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360577,11.0,2011-11-05 17:30:00,43,Man City,Away,152.0,14.0,,3.0,3.0,1.0,,151.0,9.0,,3.0,4.0,10.0,25.0,300.0,1.0,1.0,19.0,15.0,19.0,12.0,,,,,1.0,,1.0,,,1.0,,,16.0,,,,1.0,,,12.0,10.0,,,,57.0,55.0,,,,4.0,3.0,6.0,,1.0,8.0,1.0,,11.0,1.0,51.0,45.0,4.0,19.0,10.0,,1.0,64.0,15.0,6.0,1.0,,2.0,,1.0,154.0,3.0,,2.0,3.0,,,14.0,,,3.0,1.0,,,,,22.0,1.0,12.0,12.0,1.0,3.0,93.0,93.0,46.0,3.0,2.0,7.0,8.0,5.0,,,,7.0,,,58.0,54.0,11.0,,,,,,156.0,136.0,2.0,23.0,22.0,46.9,1.0,,,0.0,,,,89.0,2.0,1.0,,,2.0,,10.0,,3.0,74.0,,15.0,179.0,25.0,39.0,11.0,,9.0,9.0,,114.0,8.0,223.0,1.0,,23.0,12.0,48.0,2.0,393.0,1.0,0.0,18.0,14.0,4.0,24.0,1.0,594.0,,9.0,6.0,1.0,11.0,0.0
360581,12.0,2011-11-19 15:00:00,43,Man City,Home,247.0,17.0,1.0,7.0,6.0,1.0,,285.0,1.0,1.0,2.0,3.0,18.0,34.0,525.0,1.0,1.0,31.0,3.0,9.0,6.0,1.0,,,,,,,,,,,,11.0,2.0,,,,,,8.0,1.0,,,,103.0,55.0,,,2.0,3.0,7.0,7.0,,4.0,11.0,4.0,1.0,12.0,2.0,38.0,49.0,3.0,14.0,7.0,,1.0,63.0,12.0,7.0,2.0,,4.0,,,189.0,,,,,,,3.0,,,1.0,1.0,,,,1.0,13.0,,22.0,18.0,,2.0,165.0,71.0,48.0,5.0,,2.0,5.0,5.0,,,,1.0,2.0,,89.0,84.0,16.0,,,,,2.0,138.0,129.0,4.0,20.0,27.0,64.4,,,1.0,0.0,,,,148.0,3.0,,,,,,2.0,,3.0,130.0,,7.0,264.0,28.0,23.0,15.0,3.0,18.0,15.0,,169.0,4.0,359.0,1.0,1.0,19.0,18.0,49.0,6.0,605.0,2.0,0.0,14.0,23.0,7.0,31.0,0.0,804.0,,11.0,10.0,4.0,16.0,0.0
360592,13.0,2011-11-27 16:00:00,43,Man City,Away,184.0,13.0,2.0,3.0,1.0,1.0,,235.0,2.0,1.0,6.0,5.0,15.0,26.0,416.0,,2.0,12.0,13.0,8.0,5.0,,,1.0,,,,,1.0,,,,,5.0,,,,,,,14.0,4.0,,,,67.0,64.0,1.0,1.0,,4.0,,9.0,,5.0,5.0,3.0,1.0,15.0,6.0,59.0,46.0,4.0,18.0,10.0,,,71.0,15.0,11.0,,,5.0,1.0,,156.0,1.0,1.0,1.0,,1.0,,13.0,,,,2.0,,,,2.0,20.0,,27.0,21.0,1.0,6.0,136.0,84.0,51.0,8.0,,3.0,3.0,3.0,,,,2.0,,1.0,82.0,66.0,13.0,,,,,,160.0,142.0,3.0,28.0,24.0,48.7,,,,0.0,,,,130.0,6.0,,,1.0,,1.0,4.0,,3.0,84.0,,6.0,199.0,23.0,36.0,16.0,4.0,13.0,9.0,1.0,123.0,2.0,303.0,2.0,1.0,22.0,17.0,44.0,2.0,489.0,,1.0,7.0,20.0,8.0,14.0,3.0,710.0,,20.0,7.0,5.0,14.0,0.0
360603,14.0,2011-12-03 15:00:00,43,Man City,Home,173.0,20.0,2.0,2.0,,1.0,,449.0,4.0,1.0,8.0,7.0,23.0,28.0,620.0,2.0,5.0,19.0,3.0,5.0,15.0,1.0,,,1.0,,,1.0,,,,,,21.0,,,,,,,4.0,2.0,,,,86.0,56.0,3.0,4.0,2.0,1.0,10.0,2.0,,12.0,8.0,5.0,,9.0,1.0,28.0,34.0,1.0,12.0,6.0,,,75.0,10.0,10.0,2.0,,6.0,3.0,1.0,197.0,3.0,,2.0,2.0,1.0,,6.0,,,3.0,4.0,,,,1.0,13.0,,17.0,15.0,,8.0,216.0,73.0,51.0,4.0,3.0,4.0,15.0,10.0,,,,,,,83.0,94.0,38.0,,,,,,140.0,130.0,5.0,17.0,24.0,68.8,,,,0.0,,,,193.0,1.0,,,,,,6.0,,3.0,235.0,,19.0,186.0,33.0,22.0,11.0,7.0,23.0,16.0,,283.0,4.0,529.0,4.0,1.0,18.0,25.0,43.0,4.0,692.0,3.0,0.0,26.0,12.0,18.0,22.0,0.0,883.0,,14.0,6.0,12.0,8.0,0.0
360611,15.0,2011-12-12 20:00:00,43,Man City,Away,232.0,13.0,,3.0,3.0,,,177.0,6.0,,5.0,3.0,16.0,20.0,406.0,,2.0,20.0,3.0,2.0,4.0,,,2.0,,1.0,,1.0,,1.0,,,,6.0,,,,,,,5.0,11.0,,,,63.0,44.0,1.0,,1.0,4.0,1.0,18.0,,1.0,5.0,4.0,,6.0,2.0,55.0,39.0,4.0,13.0,7.0,,,52.0,20.0,11.0,1.0,,1.0,1.0,1.0,163.0,1.0,,1.0,1.0,,,8.0,,,1.0,1.0,,,,2.0,17.0,,19.0,15.0,1.0,5.0,129.0,84.0,42.0,5.0,,2.0,3.0,2.0,,,,5.0,1.0,,73.0,48.0,7.0,1.0,1.0,1.0,,,131.0,116.0,2.0,16.0,20.0,50.3,,,,0.0,,,,126.0,1.0,1.0,,1.0,1.0,2.0,4.0,,3.0,73.0,,5.0,249.0,31.0,28.0,19.0,1.0,11.0,10.0,2.0,110.0,2.0,243.0,1.0,,26.0,17.0,42.0,3.0,481.0,,1.0,7.0,17.0,4.0,24.0,1.0,667.0,,7.0,9.0,1.0,13.0,0.0
360623,16.0,2011-12-18 16:10:00,43,Man City,Home,113.0,19.0,1.0,3.0,2.0,3.0,,209.0,1.0,1.0,4.0,6.0,12.0,24.0,319.0,1.0,3.0,13.0,11.0,12.0,9.0,,,3.0,,,,,,,,1.0,,14.0,,,,1.0,,1.0,6.0,8.0,,,,64.0,66.0,3.0,5.0,1.0,6.0,4.0,10.0,,4.0,8.0,5.0,,13.0,4.0,58.0,65.0,6.0,7.0,4.0,,,62.0,14.0,10.0,,,5.0,2.0,,169.0,,,,,,1.0,6.0,,,1.0,,,,,1.0,7.0,1.0,26.0,19.0,2.0,4.0,96.0,78.0,36.0,6.0,1.0,3.0,6.0,6.0,,,,5.0,2.0,,86.0,75.0,26.0,,,,,,173.0,159.0,2.0,21.0,37.0,47.0,1.0,,1.0,0.0,,,,87.0,3.0,3.0,,,1.0,3.0,5.0,1.0,3.0,105.0,,9.0,133.0,30.0,21.0,21.0,4.0,19.0,15.0,3.0,155.0,5.0,302.0,,1.0,29.0,12.0,49.0,2.0,416.0,1.0,0.0,15.0,33.0,16.0,19.0,2.0,637.0,,7.0,10.0,4.0,21.0,0.0
360637,17.0,2011-12-21 19:45:00,43,Man City,Home,319.0,18.0,,2.0,2.0,1.0,,524.0,3.0,1.0,5.0,2.0,44.0,27.0,841.0,,3.0,21.0,7.0,8.0,15.0,,,,,,1.0,1.0,,,,,,20.0,,,,,,,3.0,,,,,132.0,52.0,4.0,3.0,2.0,3.0,8.0,7.0,,5.0,9.0,2.0,,7.0,,37.0,35.0,3.0,7.0,3.0,,,86.0,7.0,5.0,2.0,1.0,2.0,,1.0,252.0,1.0,,1.0,1.0,,,4.0,,,2.0,,,,,,8.0,1.0,13.0,10.0,,5.0,280.0,86.0,63.0,2.0,1.0,2.0,14.0,11.0,,,,,1.0,,148.0,97.0,25.0,,,,,,138.0,131.0,4.0,22.0,21.0,76.0,,,,0.0,,,,260.0,,,,,,,3.0,,3.0,227.0,,16.0,339.0,32.0,14.0,16.0,1.0,12.0,11.0,,271.0,2.0,597.0,,1.0,19.0,44.0,45.0,1.0,924.0,,0.0,22.0,15.0,10.0,23.0,2.0,1092.0,,16.0,7.0,5.0,14.0,0.0
360648,18.0,2011-12-26 15:00:00,43,Man City,Away,231.0,15.0,2.0,5.0,3.0,2.0,,380.0,6.0,,3.0,6.0,13.0,51.0,606.0,,,23.0,10.0,6.0,10.0,2.0,,,,,,1.0,,,,,,12.0,,,1.0,,,,2.0,6.0,,,,76.0,53.0,2.0,2.0,,1.0,5.0,4.0,,9.0,17.0,9.0,,13.0,1.0,44.0,29.0,1.0,7.0,3.0,,,76.0,11.0,8.0,,,2.0,1.0,1.0,172.0,,,,,,,7.0,,,,,,,,2.0,12.0,1.0,13.0,13.0,1.0,3.0,212.0,72.0,58.0,5.0,,6.0,6.0,4.0,,,,2.0,2.0,,113.0,103.0,32.0,,,,,,142.0,130.0,,29.0,21.0,72.6,1.0,,,0.0,,,,211.0,,1.0,,,2.0,,8.0,,3.0,193.0,,12.0,241.0,27.0,19.0,12.0,7.0,34.0,27.0,,235.0,4.0,464.0,,,16.0,15.0,64.0,2.0,671.0,,0.0,17.0,11.0,10.0,23.0,1.0,853.0,,10.0,4.0,9.0,10.0,0.0
360656,19.0,2012-01-01 15:00:00,43,Man City,Away,231.0,15.0,1.0,6.0,5.0,1.0,1.0,346.0,5.0,1.0,5.0,1.0,24.0,34.0,571.0,,,18.0,8.0,12.0,20.0,1.0,,,,,,,,,,,1.0,21.0,,,2.0,,,2.0,3.0,5.0,,,,82.0,73.0,1.0,3.0,,3.0,7.0,4.0,,10.0,13.0,9.0,,12.0,2.0,38.0,49.0,3.0,6.0,1.0,,,84.0,7.0,7.0,,,3.0,1.0,,207.0,,,,,,,5.0,,,,,,,,1.0,4.0,2.0,17.0,15.0,,6.0,188.0,81.0,57.0,1.0,,11.0,10.0,5.0,,,,2.0,,,82.0,94.0,33.0,,,,,,159.0,154.0,4.0,27.0,35.0,68.8,2.0,,2.0,0.0,,,,188.0,1.0,1.0,,,,,15.0,,3.0,181.0,,21.0,249.0,32.0,11.0,18.0,7.0,30.0,23.0,,236.0,6.0,446.0,,1.0,17.0,25.0,57.0,2.0,665.0,1.0,0.0,27.0,20.0,5.0,19.0,1.0,872.0,,12.0,10.0,10.0,15.0,0.0
360663,20.0,2012-01-03 20:00:00,43,Man City,Home,135.0,5.0,2.0,2.0,,,,123.0,6.0,1.0,6.0,7.0,15.0,19.0,256.0,,,16.0,11.0,8.0,5.0,1.0,,1.0,,1.0,,1.0,,,,,,7.0,1.0,,,1.0,,,7.0,9.0,,,,54.0,57.0,,,1.0,5.0,3.0,8.0,,5.0,3.0,1.0,,16.0,5.0,50.0,39.0,5.0,28.0,16.0,,,55.0,13.0,7.0,1.0,,2.0,,1.0,127.0,2.0,1.0,1.0,1.0,1.0,,14.0,,,1.0,1.0,,,,,26.0,1.0,12.0,8.0,,6.0,80.0,72.0,33.0,6.0,2.0,1.0,7.0,6.0,,,,3.0,2.0,,52.0,26.0,6.0,,,,,1.0,143.0,127.0,4.0,28.0,13.0,36.0,1.0,,2.0,0.0,,,,70.0,3.0,3.0,,1.0,,1.0,2.0,,2.0,55.0,,8.0,145.0,9.0,44.0,7.0,4.0,8.0,4.0,1.0,95.0,3.0,194.0,1.0,1.0,28.0,16.0,45.0,,331.0,,1.0,11.0,19.0,4.0,18.0,0.0,539.0,,16.0,5.0,5.0,13.0,0.0
