matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695008,11,2013-11-10 14:05:00,43,Man City,Away,184.0,18.0,6.0,11.0,5.0,5.0,,401.0,5.0,1.0,2.0,4.0,26.0,28.0,574.0,1.0,,20.0,14.0,12.0,15.0,3.0,,,,,,,,,1.0,19.0,,,,,,2.0,2.0,3.0,,,91.0,50.0,2.0,3.0,,1.0,8.0,8.0,3.0,1.0,14.0,33.0,5.0,,9.0,,48.0,34.0,1.0,11.0,6.0,1.0,,69.0,13.0,6.0,,,1.0,1.0,,174.0,,,,,,,10.0,,,,6.0,,13.0,13.0,,3.0,184.0,71.0,44.0,,,10.0,8.0,4.0,625.0,1.0,2.0,,66.0,101.0,19.0,,,,,138.0,138.0,3.0,15.0,29.0,63.1,,,,8.0,0.0,186.0,,1.0,1.0,,,12.0,1.0,3.0,222.0,564.0,4.0,18.0,195.0,26.0,11.0,15.0,11.0,50.0,39.0,,254.0,10.0,490.0,,1.0,14.0,30.0,42.0,2.0,635.0,1.0,0.0,24.0,11.0,3.0,21.0,1.0,836.0,,9.0,6.0,14.0,9.0,0.0
695015,12,2013-11-24 13:30:00,43,Man City,Home,208.0,18.0,,3.0,3.0,3.0,,187.0,5.0,,2.0,6.0,18.0,32.0,392.0,,2.0,8.0,10.0,10.0,8.0,,,,,,,,,,2.0,14.0,,,,,,2.0,6.0,7.0,,,74.0,61.0,5.0,3.0,3.0,5.0,18.0,2.0,12.0,,4.0,8.0,1.0,,10.0,2.0,51.0,61.0,5.0,32.0,14.0,,1.0,62.0,7.0,11.0,3.0,,2.0,,,183.0,4.0,,4.0,4.0,,,6.0,5.0,,1.0,14.0,1.0,18.0,18.0,1.0,2.0,93.0,66.0,42.0,7.0,2.0,3.0,9.0,10.0,429.0,1.0,,,62.0,50.0,20.0,,,,,112.0,112.0,4.0,28.0,23.0,46.9,,,1.0,18.0,0.0,107.0,2.0,3.0,5.0,,,3.0,,3.0,91.0,366.0,11.0,13.0,222.0,33.0,32.0,27.0,2.0,11.0,9.0,2.0,123.0,9.0,246.0,,,12.0,18.0,49.0,1.0,457.0,,0.0,15.0,26.0,4.0,9.0,1.0,661.0,,14.0,14.0,4.0,19.0,0.0
695026,13,2013-12-01 16:10:00,43,Man City,Home,186.0,17.0,2.0,4.0,2.0,3.0,,263.0,4.0,,2.0,3.0,8.0,37.0,445.0,1.0,1.0,11.0,8.0,7.0,14.0,2.0,,2.0,1.0,,,1.0,,1.0,1.0,16.0,,,1.0,,1.0,2.0,5.0,4.0,,,77.0,54.0,3.0,1.0,2.0,4.0,13.0,4.0,6.0,,5.0,13.0,3.0,,8.0,2.0,38.0,45.0,4.0,17.0,5.0,,,55.0,7.0,7.0,1.0,,2.0,,1.0,189.0,2.0,,2.0,2.0,,,8.0,2.0,,1.0,5.0,1.0,10.0,10.0,,2.0,115.0,75.0,61.0,4.0,2.0,8.0,10.0,7.0,484.0,,1.0,,71.0,70.0,12.0,,,,,106.0,106.0,3.0,23.0,23.0,45.5,1.0,,1.0,13.0,0.0,114.0,1.0,3.0,4.0,1.0,2.0,11.0,,3.0,118.0,436.0,9.0,18.0,203.0,23.0,17.0,30.0,5.0,21.0,16.0,2.0,139.0,7.0,313.0,,,14.0,9.0,50.0,3.0,495.0,1.0,0.0,22.0,14.0,1.0,15.0,1.0,681.0,,8.0,19.0,5.0,11.0,0.0
695039,14,2013-12-04 20:00:00,43,Man City,Away,263.0,13.0,1.0,4.0,3.0,1.0,,226.0,2.0,,6.0,5.0,19.0,35.0,485.0,1.0,1.0,19.0,12.0,13.0,9.0,1.0,,1.0,,,,,1.0,,,13.0,1.0,,,,,,5.0,8.0,,,89.0,64.0,,,1.0,3.0,15.0,2.0,9.0,,3.0,9.0,4.0,,15.0,1.0,56.0,52.0,3.0,28.0,11.0,1.0,,62.0,10.0,8.0,1.0,,2.0,1.0,,196.0,2.0,,2.0,2.0,,,8.0,2.0,2.0,1.0,11.0,,12.0,12.0,1.0,6.0,136.0,91.0,52.0,3.0,2.0,7.0,5.0,5.0,558.0,3.0,2.0,1.0,68.0,66.0,11.0,,,,1.0,142.0,142.0,2.0,32.0,22.0,58.1,,,1.0,15.0,0.0,150.0,,,,,1.0,8.0,,3.0,88.0,477.0,10.0,12.0,296.0,25.0,28.0,20.0,3.0,17.0,14.0,1.0,119.0,8.0,292.0,2.0,,33.0,19.0,59.0,1.0,571.0,2.0,0.0,15.0,22.0,1.0,23.0,1.0,773.0,,4.0,9.0,3.0,17.0,0.0
695046,15,2013-12-07 15:00:00,43,Man City,Away,119.0,19.0,3.0,8.0,5.0,6.0,,156.0,5.0,,6.0,6.0,15.0,31.0,267.0,1.0,2.0,21.0,13.0,22.0,9.0,1.0,,,,,,,,,,10.0,,,,,1.0,,7.0,8.0,,,63.0,54.0,1.0,1.0,,2.0,14.0,1.0,18.0,,4.0,8.0,7.0,,7.0,2.0,59.0,65.0,2.0,32.0,17.0,,2.0,67.0,9.0,5.0,1.0,,1.0,1.0,,142.0,1.0,,1.0,1.0,,,9.0,1.0,4.0,,17.0,,16.0,16.0,1.0,6.0,71.0,70.0,36.0,5.0,,7.0,4.0,3.0,340.0,3.0,2.0,,55.0,51.0,14.0,,,,,153.0,153.0,4.0,23.0,16.0,45.3,,,,14.0,0.0,81.0,,3.0,3.0,2.0,,9.0,,3.0,67.0,256.0,11.0,11.0,140.0,36.0,32.0,24.0,4.0,20.0,16.0,,115.0,17.0,237.0,4.0,,24.0,19.0,56.0,2.0,357.0,1.0,0.0,13.0,28.0,6.0,29.0,2.0,599.0,,15.0,11.0,4.0,16.0,0.0
695056,16,2013-12-14 12:45:00,43,Man City,Home,141.0,19.0,5.0,6.0,1.0,2.0,,273.0,3.0,1.0,7.0,3.0,10.0,31.0,408.0,,3.0,16.0,10.0,12.0,12.0,4.0,5.0,,,,,,,,1.0,16.0,1.0,,,,,7.0,8.0,4.0,14.0,8.0,70.0,62.0,5.0,2.0,4.0,1.0,6.0,4.0,10.0,,8.0,13.0,3.0,,8.0,2.0,54.0,56.0,1.0,27.0,13.0,1.0,,59.0,12.0,6.0,2.0,,2.0,,,178.0,4.0,,4.0,3.0,1.0,,6.0,4.0,2.0,,13.0,,15.0,15.0,4.0,7.0,117.0,72.0,45.0,8.0,4.0,11.0,9.0,7.0,463.0,2.0,1.0,,79.0,76.0,38.0,,,,1.0,124.0,124.0,7.0,21.0,26.0,52.4,,,1.0,15.0,0.0,120.0,1.0,2.0,3.0,,,11.0,,3.0,149.0,391.0,6.0,20.0,154.0,36.0,27.0,30.0,6.0,22.0,16.0,1.0,190.0,4.0,353.0,4.0,1.0,11.0,10.0,48.0,2.0,485.0,,0.0,22.0,22.0,8.0,17.0,2.0,694.0,40.0,5.0,16.0,8.0,18.0,0.0
695063,17,2013-12-21 15:00:00,43,Man City,Away,213.0,11.0,1.0,5.0,4.0,1.0,,250.0,2.0,,10.0,5.0,16.0,17.0,458.0,,1.0,22.0,12.0,14.0,10.0,1.0,,,1.0,,,1.0,1.0,,,12.0,,,1.0,,2.0,3.0,6.0,7.0,,,90.0,57.0,4.0,3.0,1.0,3.0,14.0,4.0,11.0,,4.0,11.0,4.0,1.0,9.0,2.0,56.0,38.0,3.0,32.0,12.0,1.0,,64.0,15.0,6.0,,,2.0,,1.0,196.0,2.0,,2.0,2.0,,,4.0,2.0,1.0,,12.0,1.0,13.0,13.0,1.0,10.0,123.0,86.0,60.0,4.0,3.0,2.0,11.0,10.0,525.0,3.0,2.0,1.0,61.0,51.0,22.0,,,,,129.0,129.0,3.0,21.0,21.0,53.9,1.0,,1.0,14.0,0.0,131.0,1.0,3.0,4.0,1.0,,3.0,,3.0,108.0,445.0,6.0,13.0,229.0,19.0,32.0,14.0,3.0,18.0,15.0,,151.0,7.0,329.0,1.0,,21.0,16.0,36.0,2.0,540.0,2.0,0.0,17.0,14.0,1.0,24.0,1.0,735.0,,8.0,5.0,4.0,9.0,0.0
695076,18,2013-12-26 17:30:00,43,Man City,Home,200.0,13.0,6.0,9.0,3.0,5.0,1.0,253.0,5.0,1.0,6.0,6.0,22.0,15.0,444.0,,2.0,12.0,11.0,10.0,12.0,4.0,,3.0,,,1.0,1.0,,,1.0,14.0,,,,1.0,1.0,2.0,8.0,4.0,,,86.0,53.0,1.0,,1.0,3.0,12.0,7.0,14.0,,7.0,15.0,2.0,1.0,6.0,2.0,47.0,45.0,3.0,27.0,10.0,,1.0,52.0,10.0,7.0,1.0,,2.0,1.0,1.0,168.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,3.0,1.0,10.0,1.0,15.0,15.0,1.0,6.0,125.0,81.0,56.0,6.0,,7.0,11.0,6.0,490.0,1.0,,,52.0,76.0,15.0,,,,,104.0,104.0,2.0,19.0,21.0,51.9,1.0,,,12.0,0.0,126.0,3.0,1.0,4.0,2.0,3.0,7.0,1.0,3.0,112.0,434.0,7.0,18.0,208.0,26.0,27.0,13.0,7.0,25.0,18.0,4.0,144.0,9.0,322.0,3.0,2.0,13.0,25.0,32.0,1.0,505.0,,0.0,20.0,22.0,3.0,13.0,1.0,703.0,,9.0,6.0,7.0,17.0,0.0
695086,19,2013-12-28 15:00:00,43,Man City,Home,268.0,22.0,3.0,8.0,5.0,2.0,,465.0,9.0,1.0,7.0,2.0,25.0,45.0,725.0,,1.0,15.0,18.0,22.0,17.0,3.0,,2.0,,,,,,,,15.0,,,,,,3.0,3.0,6.0,,,122.0,52.0,2.0,1.0,1.0,,17.0,11.0,6.0,,12.0,16.0,5.0,,16.0,3.0,53.0,55.0,,17.0,9.0,,,117.0,12.0,7.0,1.0,,1.0,,,218.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,2.0,9.0,,9.0,9.0,,7.0,230.0,80.0,64.0,5.0,,7.0,14.0,4.0,793.0,,1.0,,110.0,123.0,28.0,,,,,128.0,128.0,2.0,19.0,23.0,76.3,,,2.0,17.0,0.0,233.0,1.0,3.0,4.0,,2.0,8.0,,3.0,208.0,716.0,11.0,21.0,278.0,37.0,17.0,12.0,10.0,31.0,21.0,2.0,262.0,5.0,556.0,1.0,1.0,12.0,26.0,55.0,,803.0,1.0,0.0,23.0,18.0,2.0,15.0,1.0,996.0,,5.0,8.0,12.0,13.0,0.0
695099,20,2014-01-01 12:45:00,43,Man City,Away,152.0,10.0,2.0,4.0,2.0,5.0,,221.0,8.0,,2.0,8.0,10.0,30.0,369.0,2.0,1.0,19.0,14.0,14.0,8.0,,,,,,,,,,,13.0,,,,,,4.0,3.0,13.0,,,74.0,52.0,2.0,2.0,,4.0,16.0,4.0,8.0,1.0,6.0,13.0,1.0,1.0,9.0,1.0,45.0,49.0,4.0,34.0,21.0,,1.0,74.0,10.0,5.0,,,1.0,,,168.0,,,,,,,11.0,2.0,2.0,1.0,21.0,,16.0,16.0,3.0,2.0,110.0,71.0,50.0,8.0,2.0,4.0,4.0,4.0,438.0,3.0,,,47.0,64.0,12.0,,,,,135.0,135.0,3.0,21.0,22.0,47.8,,,1.0,16.0,0.0,101.0,,2.0,2.0,1.0,,6.0,,3.0,118.0,357.0,5.0,8.0,167.0,22.0,34.0,19.0,5.0,19.0,14.0,2.0,165.0,18.0,305.0,2.0,,23.0,11.0,53.0,3.0,453.0,3.0,0.0,14.0,16.0,1.0,21.0,5.0,658.0,,14.0,14.0,6.0,14.0,0.0
