matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918996,11,2017-11-05 14:15:00,43,Man City,Home,269.0,16.0,3.0,4.0,1.0,1.0,,279.0,2.0,,6.0,1.0,19.0,23.0,544.0,,2.0,13.0,5.0,5.0,2.0,1.0,,1.0,,,,,,,,,,,5.0,1.0,,,,,,,6.0,3.0,3.0,7.0,2.0,113.0,68.0,2.0,2.0,2.0,2.0,15.0,2.0,5.0,,,5.0,8.0,1.0,,13.0,1.0,39.0,54.0,2.0,22.0,8.0,,,47.0,15.0,15.0,1.0,,3.0,,,189.0,2.0,,1.0,2.0,,,3.0,2.0,,1.0,8.0,,14.0,14.0,4.0,6.0,167.0,61.0,41.0,5.0,1.0,2.0,3.0,5.0,602.0,,,,93.0,54.0,24.0,,,,1.0,123.0,123.0,9.0,22.0,29.0,58.2,,,,,15.0,0.0,155.0,1.0,1.0,2.0,,,1.0,2.0,,3.0,99.0,524.0,9.0,6.0,291.0,32.0,22.0,19.0,4.0,13.0,9.0,1.0,137.0,5.0,346.0,,,6.0,20.0,45.0,3.0,624.0,,0.0,9.0,18.0,5.0,16.0,1.0,807.0,27.0,12.0,16.0,5.0,12.0,0.0
919008,12,2017-11-18 15:00:00,43,Man City,Away,340.0,16.0,1.0,1.0,,4.0,,366.0,5.0,4.0,2.0,1.0,19.0,30.0,705.0,,1.0,16.0,12.0,13.0,8.0,,,,,,,,,,,,,,9.0,,,,,,,1.0,6.0,1.0,1.0,7.0,5.0,126.0,56.0,2.0,1.0,1.0,1.0,23.0,2.0,10.0,,,7.0,4.0,2.0,,8.0,1.0,41.0,47.0,1.0,17.0,6.0,,,57.0,10.0,8.0,1.0,,3.0,2.0,,207.0,2.0,,1.0,2.0,,,7.0,2.0,,1.0,6.0,,9.0,9.0,,2.0,230.0,83.0,71.0,1.0,1.0,4.0,6.0,4.0,765.0,1.0,2.0,,100.0,79.0,34.0,,,,,126.0,126.0,3.0,23.0,27.0,74.7,,,,1.0,23.0,0.0,221.0,,,1.0,,1.0,,6.0,,3.0,157.0,691.0,8.0,10.0,362.0,23.0,17.0,16.0,6.0,14.0,8.0,,194.0,6.0,436.0,,4.0,6.0,21.0,45.0,1.0,784.0,3.0,0.0,12.0,13.0,4.0,19.0,1.0,943.0,45.0,17.0,13.0,7.0,10.0,0.0
919015,13,2017-11-26 16:00:00,43,Man City,Away,157.0,14.0,1.0,2.0,1.0,1.0,,487.0,7.0,1.0,5.0,1.0,21.0,20.0,642.0,,3.0,16.0,19.0,11.0,5.0,1.0,,,,,1.0,,1.0,1.0,,,,,10.0,1.0,,,1.0,,,,5.0,3.0,2.0,10.0,4.0,90.0,62.0,2.0,3.0,2.0,1.0,20.0,2.0,8.0,,,7.0,8.0,1.0,,6.0,,51.0,57.0,1.0,17.0,10.0,,,97.0,10.0,10.0,2.0,,5.0,1.0,1.0,203.0,,,,,,,7.0,1.0,,1.0,10.0,1.0,6.0,6.0,,5.0,202.0,43.0,33.0,3.0,,3.0,3.0,5.0,714.0,1.0,1.0,1.0,60.0,118.0,36.0,,,,1.0,139.0,139.0,3.0,31.0,23.0,79.5,1.0,,3.0,,20.0,0.0,238.0,,,,,,,7.0,,3.0,221.0,626.0,8.0,6.0,176.0,34.0,17.0,25.0,6.0,16.0,10.0,,285.0,1.0,573.0,,1.0,4.0,24.0,36.0,3.0,733.0,1.0,0.0,14.0,21.0,7.0,16.0,3.0,914.0,28.0,14.0,15.0,7.0,15.0,0.0
919031,14,2017-11-29 20:00:00,43,Man City,Home,185.0,9.0,1.0,4.0,3.0,1.0,1.0,487.0,3.0,3.0,6.0,1.0,20.0,18.0,668.0,,,26.0,13.0,19.0,17.0,3.0,,2.0,,,,,,,,,1.0,,18.0,,,,,,,4.0,6.0,7.0,,11.0,15.0,92.0,77.0,2.0,2.0,,,30.0,6.0,9.0,,,6.0,10.0,6.0,,12.0,,48.0,53.0,,12.0,6.0,,,87.0,12.0,11.0,1.0,,3.0,2.0,,209.0,1.0,,,1.0,,,3.0,1.0,1.0,,6.0,,9.0,9.0,,6.0,222.0,63.0,52.0,5.0,1.0,6.0,15.0,12.0,760.0,2.0,4.0,,138.0,112.0,39.0,,,,,169.0,169.0,5.0,29.0,37.0,74.3,,,,,30.0,0.0,255.0,1.0,,1.0,,,2.0,8.0,,2.0,222.0,651.0,9.0,21.0,213.0,22.0,12.0,10.0,3.0,21.0,18.0,2.0,284.0,7.0,586.0,2.0,3.0,3.0,21.0,31.0,1.0,778.0,1.0,0.0,26.0,16.0,1.0,29.0,1.0,982.0,33.0,19.0,7.0,6.0,8.0,0.0
919039,15,2017-12-03 16:00:00,43,Man City,Home,174.0,13.0,4.0,6.0,2.0,1.0,,496.0,5.0,1.0,4.0,1.0,17.0,21.0,664.0,,,19.0,15.0,17.0,18.0,1.0,,,,,,1.0,1.0,,,,,,21.0,,,,,,,,4.0,5.0,2.0,12.0,12.0,96.0,64.0,2.0,,2.0,1.0,23.0,11.0,12.0,,,10.0,13.0,8.0,1.0,15.0,1.0,52.0,58.0,1.0,9.0,5.0,,,75.0,5.0,7.0,,,4.0,1.0,1.0,186.0,2.0,,2.0,2.0,,,6.0,2.0,,,5.0,,6.0,6.0,1.0,4.0,222.0,46.0,36.0,4.0,1.0,4.0,17.0,8.0,730.0,,1.0,,112.0,137.0,53.0,,,,,149.0,149.0,6.0,24.0,28.0,77.0,,,3.0,,23.0,0.0,249.0,1.0,2.0,3.0,,1.0,,5.0,4.0,3.0,313.0,643.0,8.0,21.0,186.0,26.0,9.0,18.0,6.0,28.0,22.0,,375.0,1.0,595.0,,1.0,2.0,18.0,31.0,2.0,753.0,2.0,0.0,24.0,22.0,5.0,20.0,2.0,956.0,53.0,14.0,13.0,10.0,18.0,0.0
919047,16,2017-12-10 16:30:00,43,Man City,Away,238.0,7.0,1.0,2.0,1.0,,,266.0,3.0,1.0,3.0,3.0,8.0,19.0,502.0,,3.0,16.0,13.0,20.0,9.0,,,,,,,,,,,,,,12.0,,,,,,,1.0,7.0,6.0,2.0,7.0,7.0,97.0,62.0,1.0,2.0,2.0,1.0,15.0,4.0,14.0,,2.0,8.0,2.0,1.0,1.0,15.0,2.0,59.0,68.0,1.0,15.0,10.0,1.0,1.0,55.0,10.0,15.0,,,3.0,3.0,,169.0,,,,,,,6.0,,,,10.0,,9.0,9.0,1.0,3.0,167.0,76.0,48.0,2.0,1.0,3.0,6.0,7.0,577.0,1.0,3.0,,78.0,84.0,20.0,,,,,152.0,152.0,4.0,29.0,25.0,64.6,,,,,15.0,0.0,173.0,3.0,1.0,4.0,,,,3.0,,3.0,143.0,482.0,3.0,9.0,258.0,15.0,15.0,24.0,4.0,10.0,6.0,,200.0,,358.0,,1.0,22.0,10.0,48.0,,606.0,,0.0,14.0,18.0,3.0,20.0,2.0,789.0,43.0,11.0,17.0,8.0,12.0,0.0
919057,17,2017-12-13 19:45:00,43,Man City,Away,294.0,12.0,,5.0,5.0,3.0,1.0,474.0,2.0,,3.0,2.0,10.0,19.0,763.0,,2.0,22.0,10.0,11.0,11.0,2.0,,,1.0,,,1.0,2.0,,,,1.0,,18.0,,,,,,,1.0,3.0,3.0,4.0,17.0,6.0,137.0,56.0,5.0,3.0,2.0,,10.0,3.0,14.0,,,5.0,9.0,2.0,,6.0,3.0,42.0,58.0,,14.0,5.0,,,67.0,6.0,11.0,1.0,1.0,6.0,2.0,2.0,229.0,3.0,,2.0,3.0,,,3.0,3.0,1.0,,5.0,,2.0,2.0,,3.0,219.0,65.0,55.0,2.0,3.0,8.0,8.0,10.0,816.0,2.0,,,145.0,107.0,29.0,,,,,110.0,110.0,5.0,22.0,24.0,78.5,,,,1.0,10.0,0.0,249.0,1.0,2.0,3.0,,1.0,,10.0,,3.0,215.0,747.0,4.0,16.0,314.0,18.0,14.0,25.0,3.0,16.0,13.0,,255.0,4.0,536.0,1.0,,7.0,13.0,33.0,1.0,834.0,1.0,0.0,23.0,17.0,3.0,22.0,0.0,1010.0,43.0,14.0,19.0,5.0,14.0,0.0
919069,18,2017-12-16 17:30:00,43,Man City,Home,184.0,20.0,2.0,4.0,2.0,2.0,1.0,190.0,6.0,,5.0,3.0,7.0,33.0,370.0,,1.0,13.0,6.0,3.0,9.0,1.0,,1.0,,,,,,,,,,,16.0,,1.0,,,1.0,,2.0,9.0,1.0,6.0,16.0,4.0,81.0,59.0,4.0,4.0,3.0,1.0,22.0,2.0,13.0,,3.0,5.0,5.0,1.0,,13.0,1.0,49.0,54.0,1.0,7.0,2.0,,,56.0,13.0,19.0,2.0,,4.0,1.0,,157.0,4.0,1.0,3.0,3.0,1.0,1.0,7.0,3.0,,,2.0,2.0,11.0,11.0,2.0,5.0,113.0,52.0,31.0,1.0,2.0,3.0,11.0,11.0,425.0,1.0,,,75.0,60.0,21.0,,,,1.0,138.0,138.0,4.0,22.0,26.0,52.9,1.0,,,1.0,22.0,0.0,105.0,,1.0,1.0,,1.0,1.0,7.0,,3.0,103.0,344.0,11.0,15.0,210.0,34.0,7.0,18.0,4.0,11.0,7.0,2.0,144.0,4.0,257.0,,,14.0,9.0,57.0,4.0,456.0,,0.0,20.0,18.0,1.0,18.0,2.0,649.0,33.0,19.0,14.0,5.0,11.0,0.0
919078,19,2017-12-23 15:00:00,43,Man City,Home,303.0,25.0,1.0,3.0,2.0,,,525.0,,1.0,4.0,,16.0,30.0,825.0,,3.0,19.0,10.0,13.0,5.0,1.0,,,,,,,,,,,,1.0,12.0,,,,,,,,2.0,5.0,,6.0,8.0,167.0,54.0,3.0,,3.0,2.0,9.0,4.0,7.0,,,4.0,10.0,5.0,,7.0,,32.0,47.0,2.0,10.0,4.0,,,94.0,8.0,7.0,3.0,,1.0,1.0,,219.0,4.0,,4.0,4.0,,,,4.0,1.0,3.0,4.0,,9.0,9.0,1.0,4.0,261.0,69.0,57.0,6.0,,3.0,7.0,5.0,889.0,2.0,3.0,,141.0,165.0,37.0,,,,,122.0,122.0,3.0,26.0,20.0,78.8,,,,1.0,9.0,0.0,254.0,1.0,,1.0,,,,5.0,,3.0,215.0,813.0,2.0,10.0,328.0,44.0,10.0,12.0,2.0,18.0,16.0,,257.0,2.0,591.0,1.0,1.0,6.0,16.0,49.0,4.0,901.0,,0.0,14.0,19.0,5.0,21.0,0.0,1057.0,27.0,12.0,9.0,4.0,16.0,0.0
919089,20,2017-12-27 19:45:00,43,Man City,Away,241.0,14.0,3.0,4.0,1.0,,1.0,499.0,1.0,,3.0,3.0,16.0,18.0,736.0,,1.0,18.0,22.0,15.0,17.0,2.0,1.0,1.0,,,,,,,,,,,20.0,,,,,,2.0,1.0,3.0,3.0,3.0,12.0,10.0,124.0,64.0,2.0,2.0,,,20.0,4.0,11.0,1.0,1.0,8.0,3.0,2.0,,10.0,,51.0,52.0,,9.0,3.0,,1.0,89.0,6.0,9.0,1.0,,3.0,2.0,,192.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,2.0,3.0,4.0,11.0,11.0,,3.0,252.0,59.0,46.0,3.0,,12.0,8.0,6.0,806.0,2.0,3.0,,152.0,92.0,45.0,,,,,136.0,136.0,5.0,17.0,38.0,78.0,2.0,,,1.0,20.0,0.0,256.0,1.0,1.0,1.0,,2.0,1.0,12.0,1.0,3.0,183.0,722.0,9.0,20.0,257.0,32.0,9.0,17.0,8.0,15.0,7.0,1.0,241.0,2.0,582.0,1.0,,12.0,17.0,37.0,4.0,824.0,,0.0,22.0,15.0,4.0,19.0,0.0,1000.0,24.0,15.0,13.0,8.0,9.0,0.0
919095,21,2017-12-31 12:00:00,43,Man City,Away,241.0,22.0,3.0,3.0,,,,312.0,6.0,2.0,7.0,,4.0,20.0,550.0,3.0,,16.0,15.0,16.0,8.0,,,,,,,,4.0,,,,,,11.0,,,,,,,,5.0,6.0,4.0,5.0,10.0,83.0,52.0,,1.0,,3.0,20.0,7.0,17.0,,2.0,8.0,6.0,6.0,,14.0,1.0,62.0,58.0,3.0,26.0,19.0,,1.0,58.0,11.0,14.0,,,7.0,2.0,4.0,185.0,,,,,,,6.0,,,,19.0,1.0,7.0,7.0,,7.0,172.0,60.0,48.0,7.0,,3.0,5.0,4.0,605.0,5.0,3.0,,79.0,106.0,40.0,1.0,1.0,1.0,,140.0,140.0,7.0,27.0,10.0,74.5,,,,,20.0,0.0,186.0,2.0,,1.0,,2.0,,4.0,1.0,3.0,190.0,531.0,7.0,8.0,262.0,36.0,26.0,19.0,6.0,20.0,14.0,,236.0,5.0,384.0,,2.0,11.0,4.0,39.0,2.0,626.0,4.0,0.0,15.0,14.0,1.0,18.0,4.0,840.0,28.0,21.0,14.0,8.0,11.0,0.0
919108,22,2018-01-02 20:00:00,43,Man City,Home,377.0,29.0,1.0,5.0,4.0,1.0,,412.0,8.0,,2.0,,16.0,27.0,784.0,1.0,,19.0,5.0,6.0,12.0,1.0,,,,1.0,,1.0,2.0,,,,1.0,,11.0,,,,,,,2.0,7.0,5.0,2.0,13.0,5.0,140.0,70.0,3.0,2.0,2.0,,20.0,3.0,8.0,,,9.0,12.0,4.0,,14.0,1.0,46.0,48.0,,7.0,3.0,,,74.0,8.0,12.0,2.0,,5.0,1.0,2.0,231.0,1.0,,1.0,1.0,,,8.0,1.0,,,3.0,1.0,7.0,7.0,1.0,3.0,234.0,74.0,64.0,1.0,,6.0,8.0,7.0,828.0,1.0,2.0,,140.0,107.0,38.0,,,,,130.0,130.0,10.0,29.0,27.0,76.7,,,,1.0,20.0,0.0,249.0,3.0,,3.0,,1.0,,8.0,,3.0,189.0,758.0,9.0,14.0,393.0,41.0,7.0,27.0,4.0,21.0,17.0,,228.0,1.0,482.0,,,3.0,17.0,41.0,1.0,854.0,2.0,0.0,18.0,14.0,,20.0,1.0,1035.0,37.0,14.0,16.0,9.0,7.0,0.0
919117,23,2018-01-14 16:00:00,43,Man City,Away,352.0,22.0,1.0,3.0,2.0,4.0,,222.0,6.0,3.0,11.0,,14.0,25.0,571.0,,,17.0,4.0,22.0,7.0,1.0,,,,,,,,,,,,,10.0,,,,1.0,,,,4.0,7.0,9.0,6.0,5.0,98.0,77.0,,,1.0,,17.0,4.0,18.0,,,6.0,5.0,2.0,,25.0,2.0,61.0,76.0,,21.0,11.0,2.0,3.0,49.0,7.0,10.0,1.0,,4.0,3.0,,216.0,2.0,,1.0,2.0,,,9.0,3.0,,1.0,11.0,1.0,11.0,11.0,1.0,11.0,182.0,80.0,59.0,5.0,1.0,3.0,7.0,4.0,641.0,5.0,1.0,,64.0,74.0,27.0,,,,,164.0,164.0,4.0,28.0,32.0,64.3,1.0,,,2.0,17.0,0.0,171.0,2.0,1.0,3.0,,,,3.0,,2.0,83.0,548.0,4.0,10.0,385.0,44.0,21.0,28.0,3.0,13.0,10.0,,122.0,6.0,295.0,2.0,3.0,10.0,15.0,51.0,3.0,667.0,,0.0,11.0,24.0,2.0,20.0,3.0,890.0,16.0,18.0,20.0,6.0,11.0,0.0
919128,24,2018-01-20 17:30:00,43,Man City,Home,200.0,23.0,4.0,4.0,1.0,,,527.0,,,5.0,2.0,10.0,33.0,723.0,2.0,,22.0,16.0,17.0,12.0,3.0,,,,1.0,,,1.0,,,,1.0,,14.0,1.0,,,,,,,1.0,5.0,1.0,13.0,8.0,120.0,60.0,1.0,,2.0,1.0,25.0,2.0,10.0,,,18.0,15.0,5.0,,12.0,,47.0,71.0,1.0,20.0,13.0,,1.0,94.0,5.0,10.0,3.0,,6.0,,1.0,223.0,2.0,,2.0,2.0,,,1.0,2.0,,1.0,13.0,1.0,5.0,5.0,1.0,5.0,218.0,52.0,42.0,,,7.0,10.0,9.0,779.0,,2.0,,163.0,115.0,62.0,,,,1.0,141.0,141.0,7.0,22.0,25.0,80.5,,,,,25.0,0.0,238.0,3.0,,3.0,,,,10.0,,2.0,310.0,706.0,9.0,17.0,213.0,32.0,20.0,28.0,13.0,32.0,20.0,,364.0,1.0,618.0,,,6.0,10.0,44.0,4.0,799.0,4.0,0.0,21.0,23.0,,22.0,0.0,1019.0,49.0,13.0,22.0,18.0,9.0,0.0
919138,25,2018-01-31 20:00:00,43,Man City,Home,240.0,22.0,,,,1.0,,374.0,1.0,,3.0,,12.0,34.0,614.0,1.0,2.0,14.0,11.0,15.0,9.0,,,3.0,,,,1.0,2.0,,,1.0,,,16.0,,,,1.0,,,,5.0,2.0,1.0,12.0,7.0,131.0,71.0,3.0,2.0,1.0,1.0,28.0,2.0,6.0,,1.0,9.0,10.0,6.0,,10.0,1.0,42.0,53.0,1.0,7.0,2.0,,,73.0,10.0,10.0,1.0,,6.0,2.0,2.0,184.0,3.0,,3.0,3.0,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,8.0,8.0,,3.0,192.0,63.0,47.0,1.0,2.0,3.0,9.0,10.0,679.0,1.0,5.0,,111.0,117.0,41.0,,,,,137.0,137.0,7.0,22.0,39.0,74.3,1.0,,,,28.0,0.0,188.0,1.0,,1.0,,,3.0,7.0,,2.0,213.0,601.0,10.0,12.0,255.0,36.0,7.0,20.0,2.0,20.0,18.0,4.0,262.0,4.0,460.0,1.0,,11.0,16.0,51.0,,695.0,3.0,0.0,19.0,16.0,4.0,18.0,1.0,864.0,47.0,10.0,13.0,9.0,13.0,0.0
919146,26,2018-02-03 12:30:00,43,Man City,Away,311.0,22.0,2.0,1.0,,3.0,,295.0,7.0,1.0,2.0,4.0,9.0,42.0,605.0,,,17.0,15.0,13.0,12.0,1.0,,,,,,,1.0,,,,,,12.0,,,,,,,,3.0,6.0,2.0,10.0,10.0,137.0,49.0,1.0,2.0,,3.0,23.0,7.0,3.0,,,13.0,10.0,4.0,1.0,5.0,2.0,32.0,41.0,3.0,25.0,15.0,,,58.0,6.0,8.0,,,1.0,,1.0,185.0,1.0,,,,1.0,,12.0,,,1.0,15.0,,12.0,12.0,1.0,2.0,182.0,78.0,48.0,3.0,,4.0,10.0,7.0,661.0,1.0,3.0,,88.0,96.0,31.0,,,,,132.0,132.0,3.0,25.0,19.0,70.8,,2.0,,,23.0,0.0,191.0,2.0,,2.0,,,,6.0,1.0,1.0,189.0,578.0,10.0,14.0,335.0,40.0,25.0,11.0,3.0,16.0,14.0,,233.0,7.0,376.0,,1.0,16.0,9.0,70.0,,695.0,1.0,0.0,20.0,13.0,,20.0,1.0,870.0,52.0,12.0,7.0,13.0,6.0,0.0
919156,27,2018-02-10 17:30:00,43,Man City,Home,237.0,21.0,1.0,2.0,1.0,3.0,,381.0,1.0,2.0,2.0,3.0,11.0,29.0,616.0,1.0,1.0,22.0,17.0,11.0,12.0,1.0,,,,,,,,,,,,1.0,17.0,,,,,,,,9.0,2.0,,14.0,5.0,114.0,77.0,2.0,,3.0,,23.0,2.0,11.0,,,8.0,10.0,4.0,,11.0,,56.0,52.0,,13.0,8.0,1.0,,76.0,10.0,12.0,5.0,,4.0,3.0,,198.0,4.0,,3.0,4.0,,,1.0,5.0,,,8.0,,8.0,8.0,,2.0,198.0,72.0,59.0,2.0,,5.0,12.0,11.0,680.0,,4.0,,127.0,115.0,46.0,,,,,144.0,144.0,14.0,23.0,34.0,70.5,,,,,23.0,0.0,195.0,1.0,,1.0,,,,6.0,,3.0,198.0,596.0,9.0,17.0,253.0,37.0,13.0,25.0,1.0,18.0,17.0,,255.0,5.0,470.0,,2.0,5.0,13.0,43.0,1.0,705.0,1.0,0.0,19.0,11.0,2.0,24.0,2.0,892.0,40.0,14.0,18.0,8.0,8.0,0.0
919164,28,2018-03-01 19:45:00,43,Man City,Away,326.0,17.0,,,,1.0,,230.0,4.0,1.0,4.0,,15.0,27.0,556.0,,1.0,24.0,6.0,9.0,3.0,,,,,,,,,,,,,,8.0,,,,,,,,10.0,5.0,5.0,7.0,2.0,116.0,73.0,3.0,1.0,2.0,4.0,23.0,3.0,9.0,,,1.0,3.0,,,17.0,3.0,50.0,52.0,4.0,31.0,11.0,,,43.0,11.0,11.0,2.0,,1.0,,,182.0,3.0,,2.0,3.0,,,5.0,3.0,,,11.0,,15.0,15.0,,4.0,180.0,73.0,47.0,6.0,1.0,1.0,5.0,5.0,634.0,3.0,,,95.0,47.0,12.0,1.0,1.0,1.0,,144.0,144.0,6.0,34.0,27.0,54.2,,,,1.0,23.0,0.0,175.0,2.0,3.0,5.0,,1.0,,1.0,,3.0,87.0,540.0,9.0,6.0,373.0,29.0,31.0,28.0,,3.0,3.0,,115.0,4.0,283.0,,2.0,14.0,17.0,51.0,1.0,653.0,,0.0,9.0,11.0,2.0,26.0,1.0,859.0,15.0,17.0,21.0,1.0,5.0,0.0
919178,29,2018-03-04 16:00:00,43,Man City,Home,301.0,25.0,1.0,5.0,4.0,2.0,1.0,606.0,1.0,2.0,4.0,1.0,21.0,30.0,902.0,,,16.0,8.0,5.0,11.0,1.0,,,,,,,,,,,,,11.0,,,,,,,2.0,7.0,1.0,2.0,9.0,4.0,146.0,65.0,1.0,,1.0,2.0,17.0,5.0,8.0,,,5.0,10.0,4.0,,10.0,,35.0,44.0,2.0,10.0,3.0,,,100.0,8.0,8.0,1.0,,2.0,1.0,,203.0,1.0,,1.0,1.0,,,3.0,1.0,,,3.0,,8.0,8.0,,4.0,320.0,93.0,77.0,2.0,,5.0,8.0,3.0,963.0,,4.0,,216.0,129.0,23.0,,,,,121.0,121.0,7.0,19.0,35.0,71.2,,,,,17.0,0.0,307.0,,,,,,,5.0,,3.0,207.0,894.0,6.0,13.0,306.0,35.0,10.0,21.0,4.0,19.0,15.0,,254.0,5.0,689.0,,2.0,6.0,21.0,46.0,2.0,976.0,,0.0,13.0,11.0,1.0,17.0,2.0,1134.0,29.0,15.0,20.0,5.0,8.0,0.0
919190,30,2018-03-12 20:00:00,43,Man City,Away,387.0,19.0,1.0,2.0,1.0,,,377.0,3.0,1.0,1.0,1.0,25.0,35.0,762.0,,1.0,16.0,13.0,16.0,12.0,1.0,,1.0,,,,,,,,,,1.0,12.0,,,,,,,1.0,5.0,1.0,2.0,12.0,5.0,137.0,59.0,3.0,2.0,2.0,1.0,17.0,3.0,9.0,,1.0,10.0,7.0,1.0,,12.0,,49.0,47.0,1.0,21.0,12.0,,,59.0,8.0,6.0,,,2.0,1.0,,206.0,2.0,,2.0,2.0,,,4.0,2.0,,,12.0,,4.0,4.0,,1.0,261.0,96.0,68.0,3.0,2.0,6.0,9.0,6.0,826.0,2.0,1.0,,115.0,113.0,28.0,,,,,130.0,130.0,8.0,26.0,23.0,77.1,,,,,17.0,0.0,243.0,,,1.0,,,1.0,8.0,,2.0,174.0,742.0,4.0,15.0,405.0,28.0,21.0,17.0,1.0,10.0,9.0,1.0,216.0,1.0,452.0,,1.0,12.0,25.0,60.0,4.0,847.0,,0.0,17.0,16.0,4.0,20.0,0.0,1006.0,33.0,9.0,10.0,10.0,11.0,0.0
919198,31,2018-05-09 20:00:00,43,Man City,Home,240.0,14.0,,4.0,4.0,2.0,,548.0,5.0,1.0,4.0,,24.0,20.0,784.0,3.0,1.0,19.0,10.0,21.0,12.0,,,1.0,,,1.0,,1.0,,,,,,16.0,,,,1.0,,,,2.0,4.0,2.0,12.0,7.0,135.0,61.0,1.0,,1.0,,5.0,4.0,4.0,,,4.0,11.0,1.0,1.0,6.0,,33.0,58.0,,8.0,4.0,,,98.0,5.0,7.0,1.0,,4.0,,1.0,227.0,3.0,,3.0,2.0,1.0,1.0,5.0,2.0,1.0,,4.0,1.0,14.0,14.0,,4.0,245.0,59.0,54.0,3.0,1.0,4.0,11.0,7.0,836.0,,1.0,,110.0,67.0,44.0,,,,,110.0,110.0,9.0,17.0,30.0,73.8,1.0,,,,5.0,0.0,247.0,2.0,,2.0,,,1.0,8.0,1.0,3.0,235.0,767.0,2.0,15.0,246.0,26.0,8.0,23.0,1.0,13.0,12.0,2.0,292.0,4.0,621.0,1.0,1.0,2.0,25.0,31.0,1.0,854.0,3.0,0.0,19.0,14.0,1.0,21.0,0.0,1011.0,38.0,13.0,15.0,4.0,12.0,0.0
919207,32,2018-03-31 17:30:00,43,Man City,Away,443.0,18.0,,2.0,2.0,2.0,,464.0,5.0,1.0,4.0,1.0,25.0,32.0,905.0,2.0,,12.0,12.0,12.0,12.0,1.0,,,,,,,,,1.0,,,,15.0,,,,,,,,5.0,4.0,2.0,10.0,8.0,187.0,49.0,2.0,,2.0,1.0,13.0,6.0,4.0,,,11.0,6.0,4.0,,5.0,,36.0,37.0,1.0,13.0,8.0,,,66.0,8.0,10.0,2.0,,,,,231.0,3.0,,3.0,3.0,,,6.0,3.0,1.0,1.0,8.0,,4.0,4.0,,4.0,278.0,76.0,60.0,2.0,1.0,7.0,9.0,4.0,947.0,,2.0,,100.0,87.0,30.0,,,,,118.0,118.0,4.0,26.0,14.0,82.0,,,,,13.0,0.0,280.0,1.0,,1.0,,,,8.0,,3.0,225.0,878.0,5.0,16.0,468.0,29.0,13.0,17.0,2.0,12.0,10.0,,260.0,3.0,520.0,1.0,1.0,4.0,26.0,51.0,3.0,976.0,2.0,0.0,18.0,8.0,5.0,14.0,0.0,1115.0,36.0,17.0,9.0,11.0,6.0,0.0
