season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385381,16,8,Chelsea,Away,770677,212701,Denis Zakaria,denis-zakaria,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385381,16,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,True,,,1.0,11.0,3.0,14.0,1.0,,1.0,,,,,,,,1.0,3.0,,,0.00581693,0.0,0.0,,,,,,,1.0,,,17.0,,,,,,,4.0,,7.0,,,,,,1.0,,1.0,,12.0,5.0,16.0,0,2.0,24.0,,1.0,,1.0
2022-23,10385381,16,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,1.0,8.0,3.0,11.0,1.0,,3.0,,,,,,,1.0,5.0,3.0,,,0.0074125,0.0,0.0,1.0,,,,,,,,,45.0,,,,,,,11.0,,6.1,,,,,5.0,1.0,,1.0,,10.0,4.0,13.0,0,,25.0,2.0,1.0,2.0,
2022-23,10385381,16,8,Chelsea,Away,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,False,,,3.0,15.0,41.0,56.0,1.0,1.0,5.0,,,,1.0,,,,4.0,5.0,,,0.00596744,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,5.0,,6.9,,,,2.0,2.0,1.0,,3.0,,17.0,43.0,59.0,0,3.0,72.0,,,1.0,3.0
2022-23,10385381,16,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,1.0,5.0,7.0,12.0,1.0,,2.0,,,,,,,2.0,4.0,4.0,,,0.00565195,0.0,0.0,1.0,,,,,,,,,73.0,,,,,,,9.0,,6.7,,,,1.0,1.0,1.0,,1.0,,10.0,8.0,17.0,0,2.0,29.0,1.0,1.0,1.0,2.0
2022-23,10385381,16,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,True,,,,3.0,2.0,5.0,,1.0,1.0,,,,,,,,,3.0,,,0.00599131,0.0404,0.0,,,,,,,,,,17.0,,,,,,,1.0,,6.9,,,1.0,,,,,,,3.0,3.0,6.0,1,1.0,9.0,,1.0,,1.0
2022-23,10385381,16,8,Chelsea,Away,845074,228286,Edouard Mendy,edouard-mendy,G,False,,,8.0,3.0,24.0,27.0,,,11.0,,,,,,,,,,,,0.00035423,0.0,0.0,,,,0.711,2.0,,,,,90.0,,,,,,,12.0,,6.7,2.0,2.0,,1.0,,,,19.0,,11.0,28.0,39.0,0,,52.0,,,,
2022-23,10385381,16,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,1.0,,1.0,15.0,13.0,27.0,3.0,1.0,6.0,,,,,,,3.0,8.0,4.0,,,0.039043,0.0539,0.3501,1.0,,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,18.0,,6.9,,,,1.0,1.0,3.0,,2.0,,20.0,15.0,32.0,1,2.0,59.0,7.0,1.0,,2.0
2022-23,10385381,16,8,Chelsea,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,6.0,4.0,10.0,5.0,,4.0,,,,,,,6.0,12.0,2.0,,,0.0371111,0.1058,0.1819,1.0,,,,,,,1.0,,73.0,1.0,1.0,,,,,9.0,,6.6,,,,,1.0,,,,,7.0,4.0,11.0,1,,25.0,2.0,1.0,1.0,
2022-23,10385381,16,8,Chelsea,Away,1090963,503301,Omari Hutchinson,omari-hutchinson,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385381,16,8,Chelsea,Away,1136730,487838,Lewis Hall,lewis-hall,D,False,1.0,,4.0,6.0,12.0,17.0,1.0,,3.0,,,,2.0,,,2.0,8.0,6.0,,,0.0947224,0.0,0.0,,,,,,,3.0,2.0,,73.0,,,,,,,16.0,,6.7,,,,1.0,5.0,4.0,,5.0,,9.0,16.0,21.0,0,1.0,48.0,2.0,3.0,2.0,
2022-23,10385392,17,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,2.0,,,8.0,9.0,15.0,,,1.0,,,,1.0,,,,1.0,1.0,,,0.0439074,0.0,0.0,,,,,,,,1.0,,37.0,,,,,,,6.0,,7.0,,,,2.0,,2.0,,2.0,,10.0,11.0,19.0,0,1.0,30.0,1.0,,,1.0
2022-23,10385392,17,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,12.0,15.0,74.0,89.0,1.0,1.0,5.0,,,,,,,,3.0,2.0,,,0.00631653,0.0,0.0,2.0,,,,,,1.0,,,90.0,,,,,,,6.0,,7.5,,,,6.0,,,,14.0,,16.0,78.0,94.0,0,1.0,103.0,,,,1.0
2022-23,10385392,17,8,Chelsea,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,True,,,1.0,2.0,,2.0,2.0,,3.0,,,,,,,,3.0,,,,0.00137716,0.0,0.0,,,,,,,,,,8.0,,,,,,,1.0,,6.5,,,,1.0,1.0,,,1.0,,2.0,,2.0,0,,4.0,,,,
2022-23,10385392,17,8,Chelsea,Home,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,1.0,8.0,45.0,53.0,3.0,1.0,3.0,,,,,,,,5.0,4.0,,,0.00549206,0.0409,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,6.0,,7.1,,,1.0,3.0,1.0,,,1.0,,11.0,47.0,58.0,1,2.0,69.0,,1.0,,1.0
2022-23,10385392,17,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,3.0,28.0,33.0,61.0,1.0,,13.0,,,,2.0,,,,4.0,1.0,,,0.0743877,0.0,0.0,1.0,,,,,,1.0,2.0,,90.0,,,,,,,7.0,,6.9,,,,,,,,4.0,,30.0,36.0,66.0,0,,76.0,1.0,1.0,,
2022-23,10385392,17,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,1.0,23.0,10.0,33.0,,,2.0,1.0,,,,,,2.0,3.0,5.0,,,0.557272,0.0743,0.1961,,1.0,,,,,,3.0,,88.0,1.0,,,,,,11.0,,7.6,,,,,3.0,4.0,,1.0,,30.0,10.0,36.0,1,,52.0,1.0,3.0,2.0,
2022-23,10385392,17,8,Chelsea,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,,1.0,1.0,34.0,35.0,,,7.0,,,,,,,,,1.0,,,0.00015454,0.0,0.0,,,,0.3299,,,,,,90.0,,,,,,,6.0,,7.7,1.0,4.0,,2.0,,,,6.0,,5.0,36.0,41.0,0,,53.0,,1.0,,
2022-23,10385392,17,8,Chelsea,Home,257993,122074,Marcus Bettinelli,marcus-bettinelli,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385392,17,8,Chelsea,Home,770677,212701,Denis Zakaria,denis-zakaria,M,False,,,,12.0,17.0,29.0,1.0,,5.0,,,1.0,1.0,,,4.0,7.0,2.0,,,0.0141729,0.189,0.0,,,,,,,,,,82.0,,,,,,,10.0,,6.2,,,1.0,3.0,1.0,,,,,12.0,21.0,33.0,2,2.0,48.0,1.0,,,2.0
2022-23,10385392,17,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,1.0,,3.0,20.0,47.0,66.0,1.0,1.0,10.0,1.0,,,1.0,,,,2.0,5.0,,,0.182706,0.0,0.0,,,,,,,,1.0,1.0,90.0,,,,,,,10.0,,7.8,,,,3.0,,1.0,,8.0,,25.0,52.0,76.0,0,4.0,90.0,,,,1.0
2022-23,10385392,17,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,1.0,13.0,7.0,20.0,1.0,,4.0,,,,,,,,6.0,2.0,,,0.0272874,0.2153,0.0,1.0,,,,,,,1.0,,82.0,,,,,,,10.0,,6.6,,,3.0,,5.0,1.0,,2.0,,17.0,7.0,23.0,3,,38.0,2.0,1.0,1.0,
2022-23,10385392,17,8,Chelsea,Home,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,True,,,,,,,,,1.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,,,8.0,,,,,,,2.0,,6.5,,,,,,,,2.0,,2.0,,2.0,0,,3.0,,,,
2022-23,10385392,17,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,,,4.0,23.0,14.0,37.0,,,4.0,,,,1.0,,,1.0,3.0,5.0,,,0.0922492,0.1324,0.5075,,,1.0,,,,1.0,4.0,,90.0,2.0,1.0,,,,,15.0,,8.1,,,,,2.0,3.0,,6.0,1.0,27.0,20.0,44.0,2,3.0,64.0,3.0,1.0,1.0,2.0
2022-23,10385392,17,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,1.0,18.0,3.0,21.0,,5.0,1.0,,1.0,,,,,,3.0,6.0,,,0.0645967,0.8227,0.8804,3.0,1.0,1.0,,,,,2.0,,90.0,1.0,,,,,,10.0,,8.0,,,2.0,4.0,,,,1.0,2.0,21.0,6.0,27.0,3,1.0,42.0,4.0,,,
2022-23,10385392,17,8,Chelsea,Home,885908,225796,Reece James,reece-james,D,False,,,3.0,17.0,19.0,36.0,1.0,,4.0,,,1.0,1.0,,,1.0,3.0,5.0,,,0.0123618,0.1477,0.1107,,,,,,,1.0,,,53.0,1.0,,,,,,12.0,,6.8,,,,,1.0,5.0,,4.0,,27.0,19.0,41.0,2,2.0,62.0,1.0,2.0,1.0,1.0
2022-23,10385392,17,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,,,,,,,,,1.0,1.0,,,,1.0,2.0,,,0.0,0.219,0.0,,,,,,,,,,8.0,,,,,,,2.0,,6.6,,,,,1.0,,,,,,1.0,1.0,1,1.0,6.0,,,1.0,1.0
2022-23,10385392,17,8,Chelsea,Home,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385392,17,8,Chelsea,Home,996910,461188,Bashir Humphreys,bashir-humphreys,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385392,17,8,Chelsea,Home,1090963,503301,Omari Hutchinson,omari-hutchinson,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385392,17,8,Chelsea,Home,1136730,487838,Lewis Hall,lewis-hall,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385412,18,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,1.0,32.0,45.0,77.0,,3.0,2.0,,,1.0,,,,,2.0,6.0,,,0.070427,0.0241,0.0,2.0,,,,,,,,,90.0,,2.0,,,,,14.0,,7.1,,,,2.0,,1.0,,3.0,,40.0,49.0,88.0,1,2.0,114.0,,1.0,,1.0
2022-23,10385412,18,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,False,,,8.0,44.0,74.0,118.0,1.0,1.0,6.0,,,,,,,,2.0,5.0,,,0.146449,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,9.0,,7.3,,,,6.0,,,,15.0,,51.0,76.0,127.0,0,2.0,140.0,,2.0,,1.0
2022-23,10385412,18,8,Chelsea,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,True,,,,1.0,3.0,4.0,,,,,1.0,,,,,,,,,,0.00049545,0.256,0.0,,,,,,,,,,17.0,,,,,,,2.0,,6.1,,,1.0,,,,,,,3.0,3.0,6.0,1,,7.0,,,,
2022-23,10385412,18,8,Chelsea,Away,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,3.0,43.0,54.0,97.0,1.0,2.0,1.0,,,,1.0,,,,5.0,7.0,,,0.150038,0.0,0.0,2.0,,,,,,,2.0,,90.0,,,,,,,12.0,,6.9,,,,2.0,1.0,,,10.0,,50.0,58.0,108.0,0,3.0,118.0,,2.0,,2.0
2022-23,10385412,18,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,3.0,16.0,18.0,34.0,1.0,,5.0,,,,,,,,1.0,1.0,,,0.00692539,0.0,0.0,,,,,,,1.0,,,72.0,,,,,,,8.0,,6.7,,,,,,1.0,,4.0,,20.0,21.0,40.0,0,1.0,45.0,1.0,,,1.0
2022-23,10385412,18,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,,13.0,16.0,29.0,,,2.0,,,,,,,3.0,4.0,,,,0.0114773,0.0,0.0,1.0,,,,,,1.0,,,29.0,,,,,,,7.0,,6.1,,,,1.0,,,,1.0,,16.0,17.0,33.0,0,,38.0,,,,
2022-23,10385412,18,8,Chelsea,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,19.0,2.0,20.0,1.0,,2.0,,,,,,,2.0,6.0,3.0,,,0.0379791,0.3094,0.9398,1.0,,1.0,,,,,1.0,,73.0,1.0,,,,,,14.0,,7.1,,,,1.0,3.0,3.0,,,1.0,24.0,3.0,24.0,1,1.0,40.0,4.0,1.0,1.0,
2022-23,10385412,18,8,Chelsea,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,,3.0,1.0,25.0,26.0,,,8.0,,,,,,,,,,,,0.00031361,0.0,0.0,,,,0.0524,2.0,,,,,90.0,,,,,,,2.0,,7.2,3.0,4.0,,,,,,4.0,,2.0,26.0,28.0,0,,42.0,,,,
2022-23,10385412,18,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,1.0,,,4.0,3.0,6.0,,,3.0,1.0,,,,,,,2.0,4.0,,,0.173715,0.0,0.0,,,,,,,,1.0,,18.0,,,,,,,6.0,,7.1,,,,,2.0,2.0,,,,7.0,4.0,9.0,0,1.0,17.0,,3.0,,1.0
2022-23,10385412,18,8,Chelsea,Away,257993,122074,Marcus Bettinelli,marcus-bettinelli,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385412,18,8,Chelsea,Away,770677,212701,Denis Zakaria,denis-zakaria,M,False,,,,10.0,15.0,25.0,,,2.0,,,,,,,,,2.0,,,0.00315363,0.0,0.0,,,,,,,,,,61.0,,,,,,,3.0,,6.7,,,,,1.0,,,,,13.0,15.0,28.0,0,,31.0,,1.0,1.0,
2022-23,10385412,18,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,2.0,29.0,31.0,60.0,,1.0,7.0,,,,,,,,1.0,8.0,,,0.0207389,0.0,0.0,,,,,,,,,,90.0,,,,,,,3.0,,7.3,,,,4.0,1.0,,,2.0,,30.0,32.0,62.0,0,5.0,82.0,,2.0,,3.0
2022-23,10385412,18,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,21.0,8.0,29.0,2.0,,5.0,,,,,,,,4.0,6.0,,,0.0135152,0.1192,0.0566,,,,,,1.0,,1.0,,87.0,1.0,,,,,,12.0,,7.0,,,,,4.0,1.0,,1.0,,25.0,9.0,33.0,1,1.0,51.0,5.0,3.0,2.0,
2022-23,10385412,18,8,Chelsea,Away,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385412,18,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,,19.0,16.0,35.0,,,4.0,,,1.0,,,,,2.0,3.0,,,0.0488175,0.133,0.0,2.0,,,,,,,,,73.0,,1.0,,,,,10.0,,6.8,,,1.0,,2.0,2.0,,1.0,,27.0,17.0,42.0,2,,52.0,1.0,1.0,2.0,
2022-23,10385412,18,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,17.0,15.0,32.0,,,,,,1.0,1.0,,,1.0,7.0,1.0,,,0.00994144,0.1033,0.0,3.0,,,,,,,,,90.0,,,,,,,12.0,,6.3,,,,2.0,3.0,,,,1.0,21.0,15.0,36.0,1,,52.0,5.0,,1.0,
2022-23,10385412,18,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,12.0,18.0,30.0,,,1.0,,,,1.0,,,1.0,5.0,,,,0.0218679,0.0,0.0,2.0,,,,,,,,,17.0,,,,,,,4.0,,6.1,,,,,1.0,,,1.0,,13.0,19.0,32.0,0,,36.0,,,,
2022-23,10385412,18,8,Chelsea,Away,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,7.041e-05,0.0,0.0,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0,,2.0,1.0,,,
2022-23,10385412,18,8,Chelsea,Away,1090963,503301,Omari Hutchinson,omari-hutchinson,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385412,18,8,Chelsea,Away,1136730,487838,Lewis Hall,lewis-hall,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385429,19,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,,18.0,22.0,40.0,1.0,2.0,3.0,,,,,,,1.0,5.0,6.0,,,0.0108082,,,3.0,,,,,,,,,90.0,,1.0,,,,,11.0,,6.9,,,,2.0,1.0,2.0,,1.0,1.0,23.0,24.0,45.0,0,3.0,64.0,1.0,,1.0,1.0
2022-23,10385429,19,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,1.0,12.0,44.0,56.0,,,5.0,,,,,,,,,2.0,,,0.00626749,0.0488,,,,,,,,1.0,,,90.0,,,,,,,6.0,,7.0,,,1.0,5.0,,,,2.0,,15.0,47.0,62.0,1,2.0,72.0,,,,2.0
2022-23,10385429,19,8,Chelsea,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,True,,,,5.0,4.0,9.0,1.0,,2.0,,,,,,,,2.0,1.0,,1.0,0.00529165,,,1.0,,,,,,,,,63.0,,,,,,,3.0,,6.3,,,,,,,,,,7.0,5.0,12.0,0,1.0,13.0,,,,
2022-23,10385429,19,8,Chelsea,Home,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,3.0,12.0,65.0,77.0,1.0,2.0,4.0,,,,,,,,4.0,3.0,,,0.0037577,,,3.0,,,,,,2.0,,,90.0,,1.0,,,,,14.0,,6.8,,,,3.0,,,,9.0,,17.0,72.0,89.0,0,1.0,100.0,2.0,,,
2022-23,10385429,19,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385429,19,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,2.0,25.0,35.0,60.0,2.0,,5.0,,,,,,,1.0,4.0,5.0,,,0.0750325,0.0241,,1.0,,,,,,1.0,,,90.0,,,,,,,11.0,,7.0,,,1.0,1.0,1.0,,,3.0,,31.0,38.0,69.0,1,3.0,80.0,1.0,1.0,1.0,3.0
2022-23,10385429,19,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,9.42769e-06,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
2022-23,10385429,19,8,Chelsea,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,,5.0,4.0,21.0,25.0,,,14.0,,,,,,,,,,,,0.00145426,,,,,,0.1926,2.0,,,,,90.0,,,,,,,9.0,,6.6,,2.0,,,,,,13.0,,9.0,24.0,33.0,0,,45.0,,,,
2022-23,10385429,19,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,1.0,,,15.0,6.0,20.0,,,4.0,,,,,,,1.0,3.0,4.0,,,0.0914135,0.0224,0.4994,,,,,,,,,,69.0,1.0,,,,,,20.0,,6.6,,,,,2.0,7.0,,3.0,,28.0,7.0,28.0,1,2.0,49.0,,2.0,,1.0
2022-23,10385429,19,8,Chelsea,Home,257993,122074,Marcus Bettinelli,marcus-bettinelli,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385429,19,8,Chelsea,Home,770677,212701,Denis Zakaria,denis-zakaria,M,False,,,3.0,27.0,23.0,50.0,,,6.0,,,,2.0,,,2.0,4.0,5.0,,,0.0373762,,,,,,,,,1.0,,,90.0,,,,,,,7.0,,6.8,,,,1.0,4.0,,,3.0,,30.0,24.0,54.0,0,1.0,65.0,1.0,,4.0,1.0
2022-23,10385429,19,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,,6.0,32.0,38.0,,,7.0,,,,5.0,,,,5.0,5.0,,,0.0104168,,,,,,,,,2.0,,,68.0,,1.0,,,,,12.0,,6.5,,,,1.0,,1.0,,2.0,,9.0,40.0,48.0,0,4.0,62.0,1.0,1.0,,1.0
2022-23,10385429,19,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,1.0,3.0,4.0,,,1.0,,,1.0,,,,,,2.0,,,0.000118478,0.0468,,,,,,,,,,,22.0,,,,,,,1.0,,6.7,,,,,,,,,,1.0,4.0,5.0,1,1.0,9.0,,1.0,,
2022-23,10385429,19,8,Chelsea,Home,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385429,19,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,20.0,14.0,34.0,6.0,2.0,7.0,,,,,,,2.0,9.0,7.0,,,0.172394,0.047,0.1313,,,,,,,2.0,4.0,,90.0,1.0,,,,,,9.0,,7.1,,,,,2.0,,,,1.0,24.0,16.0,40.0,1,2.0,53.0,,2.0,1.0,
2022-23,10385429,19,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,1.0,3.0,3.0,,,0.0038112,,,1.0,,,,,,,1.0,,21.0,,,,,,,7.0,,6.5,,,,,2.0,1.0,,,,6.0,1.0,6.0,0,,15.0,2.0,2.0,1.0,
2022-23,10385429,19,8,Chelsea,Home,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,1.0,,,17.0,10.0,26.0,,,5.0,,,2.0,,,,2.0,4.0,6.0,,,0.0662768,0.1876,,,,,,,1.0,2.0,1.0,,68.0,,,,,,,10.0,,7.1,,,,,2.0,1.0,,,,20.0,11.0,30.0,2,6.0,47.0,2.0,,,2.0
2022-23,10385429,19,8,Chelsea,Home,996910,461188,Bashir Humphreys,bashir-humphreys,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385429,19,8,Chelsea,Home,1090963,503301,Omari Hutchinson,omari-hutchinson,M,True,,,,7.0,2.0,9.0,,,1.0,,,,,,,1.0,1.0,,,,0.0717326,,,,,,,,,1.0,1.0,,22.0,,,,,,,6.0,,6.4,,,,,,2.0,,,,11.0,2.0,11.0,0,,16.0,1.0,,,
2022-23,10385429,19,8,Chelsea,Home,1136730,487838,Lewis Hall,lewis-hall,D,True,1.0,,,10.0,9.0,18.0,1.0,2.0,2.0,,,,,,,,2.0,6.0,,,0.0200511,0.0347,,,,,,,,1.0,,,22.0,,,,,,,6.0,,7.1,,,1.0,1.0,3.0,2.0,,,,11.0,11.0,20.0,1,2.0,38.0,2.0,,2.0,
2022-23,10385435,20,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,10.0,,,,,,,4.0,,6.3,,,,,,,,1.0,,2.0,2.0,4.0,0,,5.0,,,,
2022-23,10385435,20,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,5.0,23.0,49.0,72.0,,6.0,6.0,,,,,,,,,11.0,,,0.0102927,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,9.0,,8.0,,,,7.0,,1.0,,8.0,,28.0,51.0,78.0,0,4.0,96.0,,1.0,,1.0
2022-23,10385435,20,8,Chelsea,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,True,,,,4.0,,4.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,3.0,1.0,,,0.00361839,0.1963,0.2517,1.0,,,,,,,,,27.0,2.0,,,,,,3.0,,6.4,,,,1.0,,,,,,6.0,,6.0,3,,14.0,,,,
2022-23,10385435,20,8,Chelsea,Home,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,True,,,,1.0,1.0,2.0,,,1.0,,,,1.0,,,,1.0,,,,0.00086856,0.0,0.0,,,,,,,,,,12.0,,,,,,,5.0,,6.2,,,,,,,,2.0,,3.0,2.0,5.0,0,,9.0,1.0,,,
2022-23,10385435,20,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,6.0,36.0,28.0,64.0,1.0,,9.0,,,,2.0,,,1.0,6.0,8.0,,,0.0389724,0.0,0.0,2.0,,,,,,,,,90.0,,,,,,,8.0,,7.3,,,,,1.0,,,7.0,,41.0,29.0,70.0,0,6.0,83.0,,1.0,1.0,2.0
2022-23,10385435,20,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,0.00057575,0.0,0.0,,,,,,,,,,10.0,,,,,,,2.0,,6.7,,,,,,,,,,1.0,,1.0,0,1.0,5.0,2.0,,,
2022-23,10385435,20,8,Chelsea,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,1.0,2.0,1.0,22.0,23.0,,1.0,5.0,,,,,,,,,1.0,,,0.00016848,0.0,0.0,,,,1.6732,,,,,,90.0,,,,,,,3.0,1.0,8.3,3.0,5.0,,2.0,,,1.0,5.0,,3.0,23.0,26.0,0,,37.0,,,,
