season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385509,1,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,,21.0,4.0,25.0,,,3.0,,,1.0,,1.0,,1.0,2.0,,,,0.0386091,0.1148,0.1561,,,,,,,,,,65.0,1.0,1.0,,,,,8.0,,7.2,,,,,1.0,2.0,,,,25.0,4.0,27.0,2,,38.0,2.0,,,
2022-23,10385509,1,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,16.0,3.0,19.0,2.0,5.0,3.0,,,1.0,1.0,,,1.0,8.0,8.0,,,0.0887976,0.2606,0.0436,3.0,,,,,,,,,75.0,1.0,,,,,,8.0,,6.9,,,1.0,,1.0,,,,,19.0,4.0,23.0,3,2.0,33.0,2.0,1.0,,
2022-23,10385509,1,8,Chelsea,Away,845074,228286,Edouard Mendy,edouard-mendy,G,False,,1.0,2.0,2.0,16.0,18.0,,2.0,9.0,,,,,,,,,2.0,,,0.00146911,0.0,0.0,,,,0.1463,1.0,,,,,90.0,,,,,,,1.0,1.0,7.7,3.0,3.0,,2.0,,,1.0,3.0,,2.0,17.0,19.0,0,,31.0,,,,
2022-23,10385509,1,8,Chelsea,Away,885908,225796,Reece James,reece-james,D,False,3.0,,2.0,46.0,16.0,59.0,,2.0,6.0,,,1.0,,,,,1.0,4.0,,,0.211353,0.0684,0.0,1.0,,,,,,1.0,3.0,,90.0,,,,,,,20.0,,7.6,,,1.0,3.0,1.0,17.0,,3.0,,63.0,18.0,64.0,2,1.0,98.0,,,1.0,
2022-23,10385509,1,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,2.0,,2.0,,1.0,,,,,,,,,,1.0,,,0.00340607,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,2.0,0,,3.0,,,,
2022-23,10385509,1,8,Chelsea,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,2.0,,2.0,,1.0,2.0,,,,,,,,,4.0,,,0.00247297,0.0318,0.4907,,,,,,,,,,15.0,1.0,,,,,,3.0,,7.1,,,,,2.0,,,,,4.0,,4.0,1,,10.0,1.0,1.0,2.0,
2022-23,10385525,2,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,,,,5.0,5.0,10.0,1.0,,1.0,,,,,,,,1.0,,,,0.00176941,0.0,0.0,,,,,,,,,,17.0,,,,,,,3.0,,6.3,,,,1.0,,,,,,5.0,6.0,11.0,0,,16.0,,,,
2022-23,10385525,2,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,3.0,25.0,39.0,64.0,2.0,2.0,5.0,,,,,,,,3.0,5.0,,,0.00952638,0.0,0.0,1.0,,,,,,,1.0,,90.0,,1.0,,,,,8.0,,6.9,,,,,,,,5.0,,31.0,41.0,72.0,0,3.0,78.0,,,,1.0
2022-23,10385525,2,8,Chelsea,Home,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,7.0,36.0,30.0,66.0,1.0,2.0,7.0,,,,,,,1.0,3.0,6.0,,,0.0223741,0.1379,0.3422,1.0,,1.0,,,,1.0,,,90.0,1.0,,,,,,10.0,,7.9,,,2.0,2.0,,,,11.0,,42.0,32.0,74.0,3,4.0,87.0,,,,4.0
2022-23,10385525,2,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,2.0,40.0,16.0,56.0,1.0,,6.0,,,1.0,1.0,,,,2.0,4.0,,,0.0683462,0.0544,0.0,,,,,,,1.0,2.0,,73.0,,,,,,,10.0,,7.0,,,,,,,,4.0,,47.0,18.0,65.0,1,1.0,72.0,1.0,3.0,,1.0
2022-23,10385525,2,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,17.0,5.0,22.0,,,2.0,1.0,,1.0,,,,3.0,8.0,1.0,,,0.161793,0.1869,0.0,,1.0,,,,,,2.0,,85.0,,,,,,,17.0,,6.5,,,1.0,,5.0,1.0,,,,22.0,5.0,26.0,2,1.0,42.0,4.0,,,
2022-23,10385525,2,8,Chelsea,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,1.0,36.0,10.0,46.0,1.0,,5.0,,,1.0,,,,,2.0,2.0,,,0.0819973,0.0515,0.0,,,,,,,1.0,1.0,,84.0,,,,,,,13.0,,6.9,,,,,2.0,2.0,,2.0,,47.0,10.0,55.0,1,1.0,66.0,1.0,,1.0,1.0
2022-23,10385525,2,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,,27.0,9.0,36.0,3.0,3.0,7.0,,,1.0,,,,3.0,7.0,12.0,,,0.627062,0.0556,0.0,,,,,,,,2.0,,90.0,,1.0,,,,,15.0,,7.2,,,,1.0,4.0,1.0,,,1.0,34.0,11.0,44.0,1,3.0,67.0,1.0,3.0,3.0,1.0
2022-23,10385525,2,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,2.0,,2.0,37.0,23.0,58.0,,,4.0,,,2.0,1.0,,,1.0,3.0,1.0,,,0.0487271,0.0748,0.0,1.0,1.0,,,,,1.0,1.0,,90.0,,,,,,,18.0,,7.1,,,,,,7.0,,3.0,,49.0,24.0,66.0,2,1.0,99.0,1.0,,,1.0
2022-23,10385525,2,8,Chelsea,Home,802695,172850,Ben Chilwell,ben-chilwell,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,,,,2.0,,,,,,,,,,2.0,,,,0.0,0.0,0.0,1.0,,,,,,,,,14.0,,,,,,,1.0,,6.3,,,,,,,,,,,,,0,,1.0,1.0,,,
2022-23,10385525,2,8,Chelsea,Home,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,1.0,,2.0,39.0,11.0,49.0,,,8.0,,,,3.0,,,4.0,9.0,11.0,,,0.075862,0.1531,0.0,1.0,,,,,,,1.0,,90.0,,1.0,,,,,22.0,,7.6,,,2.0,,3.0,6.0,,3.0,,52.0,12.0,58.0,2,7.0,91.0,1.0,2.0,2.0,4.0
2022-23,10385525,2,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,19.0,3.0,22.0,2.0,5.0,4.0,,1.0,,2.0,,,4.0,10.0,11.0,,,0.112721,0.3828,0.5933,2.0,,,,,,,1.0,,89.0,1.0,,,,,,16.0,,6.9,,,1.0,1.0,4.0,1.0,,,1.0,28.0,3.0,30.0,2,2.0,57.0,3.0,,4.0,
2022-23,10385525,2,8,Chelsea,Home,845074,228286,Edouard Mendy,edouard-mendy,G,False,,,5.0,4.0,9.0,13.0,,,6.0,,,,,,,,,,,,0.0013341,0.0,0.0,,,,-0.3425,,,,,,90.0,,,,,,,7.0,,6.5,3.0,3.0,,,,,,12.0,,11.0,9.0,20.0,0,,27.0,,,,
2022-23,10385525,2,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,8,Chelsea,Home,885908,225796,Reece James,reece-james,D,False,1.0,,5.0,46.0,23.0,68.0,,2.0,4.0,1.0,,1.0,,,,1.0,3.0,7.0,,,0.264313,0.4865,0.1298,2.0,,1.0,,,,,1.0,,90.0,1.0,,,,,,13.0,,7.8,,,,,1.0,5.0,,6.0,,54.0,25.0,74.0,2,3.0,95.0,1.0,1.0,1.0,3.0
2022-23,10385525,2,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,1.0,,1.0,,,,,,,,,,,,2.0,,,0.0572335,0.0,0.0,,,,,,,,1.0,,13.0,,,,,,,2.0,,6.7,,,,,,,,,,1.0,,1.0,0,2.0,5.0,1.0,,,2.0
2022-23,10385525,2,8,Chelsea,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,,1.0,1.0,3.0,,,,,,,,,,3.0,,,,4.037e-05,0.0,0.0,,,,,,,,,,8.0,,,,,,,,,6.5,,,,,,,,,,,1.0,1.0,0,,3.0,,,,
2022-23,10385543,3,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,,,,2.0,4.0,6.0,1.0,,,,,,,,,,2.0,2.0,,,0.00106305,0.0,0.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,2.0,4.0,6.0,0,,9.0,,1.0,1.0,
2022-23,10385543,3,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,False,,,6.0,18.0,45.0,63.0,1.0,6.0,9.0,,,,1.0,,,,2.0,8.0,,,0.00780694,0.0272,0.0,,,,,,,3.0,,,90.0,,,,,,,8.0,,6.8,,,1.0,3.0,,,,9.0,,22.0,49.0,71.0,1,1.0,80.0,,1.0,,1.0
2022-23,10385543,3,8,Chelsea,Away,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,8.0,19.0,38.0,57.0,,4.0,4.0,,,,,,,,3.0,9.0,,,0.0249081,0.0169,0.0725,3.0,,,,,,4.0,,,84.0,1.0,1.0,,,,,16.0,,6.9,,,,,1.0,,,16.0,,30.0,43.0,73.0,1,3.0,88.0,,1.0,1.0,2.0
2022-23,10385543,3,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,2.0,12.0,11.0,23.0,1.0,,6.0,,,,3.0,,,,5.0,6.0,,,0.0136023,0.0,0.0,1.0,,,,,,1.0,,,64.0,,,,,,,5.0,,6.6,,,,,,,,2.0,,15.0,12.0,27.0,0,3.0,36.0,1.0,3.0,,1.0
2022-23,10385543,3,8,Chelsea,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,12.0,5.0,17.0,,,3.0,,,,,,,,4.0,1.0,,,0.0579869,0.0525,0.0,1.0,,,,,,,1.0,,87.0,,,,,,,9.0,,6.4,,,1.0,1.0,4.0,,,,2.0,14.0,7.0,21.0,1,,33.0,,,1.0,
2022-23,10385543,3,8,Chelsea,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385543,3,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,1.0,8.0,4.0,12.0,,,,,,2.0,,,,1.0,2.0,2.0,,,0.0164023,0.0535,0.0,1.0,,,,,,,2.0,,26.0,,,,,,,10.0,,6.6,,,,,2.0,2.0,,2.0,,16.0,4.0,18.0,2,,27.0,,,2.0,
2022-23,10385543,3,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,3.0,16.0,11.0,27.0,,3.0,5.0,,,2.0,2.0,,,3.0,9.0,12.0,,,0.0451623,0.2058,0.0,1.0,,,,,,2.0,1.0,,90.0,,,,,,,21.0,,6.5,,,,3.0,6.0,1.0,,3.0,,21.0,14.0,34.0,2,3.0,67.0,4.0,3.0,3.0,1.0
2022-23,10385543,3,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,2.0,,6.0,33.0,24.0,55.0,2.0,1.0,8.0,,,,,,,,4.0,4.0,,,0.0424907,0.2033,0.0,2.0,,,,,,1.0,1.0,,90.0,,,,,,,19.0,,7.2,,,2.0,1.0,1.0,3.0,,9.0,1.0,45.0,27.0,69.0,2,,95.0,1.0,2.0,1.0,
2022-23,10385543,3,8,Chelsea,Away,802695,172850,Ben Chilwell,ben-chilwell,D,True,,,,6.0,2.0,8.0,1.0,,1.0,,,,,,,,1.0,1.0,,,0.00452982,0.0,0.0,,,,,,,,,,13.0,,,,,,,4.0,,6.6,,,,,1.0,2.0,,1.0,,10.0,2.0,10.0,0,,14.0,,,1.0,
2022-23,10385543,3,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,2.0,5.0,4.0,9.0,,,,,,,,,,,1.0,1.0,,,0.0234951,0.0,0.0,1.0,,,,,,,,,26.0,,,,,,,5.0,,6.5,,,,,,,,2.0,,8.0,4.0,12.0,0,,16.0,2.0,1.0,,
2022-23,10385543,3,8,Chelsea,Away,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385543,3,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,3.0,,2.0,20.0,7.0,24.0,,,3.0,,,2.0,1.0,,,3.0,6.0,5.0,,,0.183777,0.2653,0.2624,1.0,,,,,,,4.0,,77.0,1.0,1.0,,,,,14.0,,7.1,,,,,3.0,7.0,,4.0,,29.0,8.0,30.0,3,3.0,54.0,,,2.0,2.0
2022-23,10385543,3,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,10.0,7.0,17.0,3.0,3.0,2.0,,,,,,,4.0,11.0,6.0,,,0.00688696,0.0,0.0,3.0,,,,,,,1.0,,90.0,,,,,,,13.0,,6.3,,,,2.0,2.0,,,,2.0,12.0,7.0,19.0,0,2.0,39.0,4.0,1.0,,1.0
2022-23,10385543,3,8,Chelsea,Away,845074,228286,Edouard Mendy,edouard-mendy,G,False,,,5.0,,23.0,23.0,,,6.0,,,,,,,,1.0,,1.0,,0.00010311,0.0,0.0,,,,-0.4273,,,,,,90.0,,,,,,,5.0,,5.4,2.0,3.0,,1.0,1.0,,,9.0,,,27.0,27.0,0,,35.0,,,,
2022-23,10385543,3,8,Chelsea,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385543,3,8,Chelsea,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385543,3,8,Chelsea,Away,885908,225796,Reece James,reece-james,D,False,,,3.0,20.0,21.0,41.0,1.0,2.0,7.0,,,,1.0,,,1.0,5.0,8.0,,,0.0336318,0.0271,0.2785,,,,,,,3.0,1.0,,90.0,1.0,,,,,,12.0,,7.1,,,,1.0,3.0,2.0,,4.0,2.0,26.0,23.0,47.0,1,4.0,77.0,1.0,1.0,1.0,1.0
2022-23,10385543,3,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,,,2.0,11.0,12.0,23.0,,2.0,3.0,,,1.0,,,,,2.0,7.0,,,0.0200144,0.0293,0.0,,,,,,,3.0,1.0,,64.0,,,,,,,13.0,,6.9,,,,,2.0,3.0,,4.0,,20.0,13.0,30.0,1,3.0,49.0,1.0,2.0,,1.0
2022-23,10385543,3,8,Chelsea,Away,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,,,,2.0,6.0,8.0,,2.0,2.0,,,,,,,,,2.0,,,0.00386662,0.0,0.0,,,,,,,2.0,,,45.0,,,,,,,4.0,,6.8,,,,6.0,,1.0,,,,3.0,7.0,9.0,0,,20.0,,,,
2022-23,10385552,4,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,7.0,23.0,31.0,54.0,1.0,4.0,4.0,,,1.0,,,,,1.0,10.0,,,0.0113974,0.0997,0.0,,,,,,,,,,90.0,,2.0,,,,,8.0,,7.7,,,,4.0,1.0,,,15.0,,28.0,34.0,62.0,1,5.0,77.0,,,1.0,4.0
2022-23,10385552,4,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,5.0,30.0,19.0,49.0,,,5.0,,,,1.0,,,1.0,4.0,2.0,,,0.0122579,0.0,0.0,1.0,,,,,,,,,75.0,,,,,,,8.0,,6.6,,,,,1.0,,,5.0,,34.0,20.0,54.0,0,2.0,62.0,1.0,,,1.0
2022-23,10385552,4,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,,3.0,1.0,4.0,,1.0,1.0,,,,,,,,,2.0,,,0.005261,0.0,0.0,,,,,,,,,,15.0,,,,,,,3.0,,6.6,,,,,,,,1.0,,5.0,1.0,6.0,0,1.0,8.0,1.0,,,
2022-23,10385552,4,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,14.0,1.0,14.0,,,2.0,1.0,1.0,,,,,5.0,9.0,4.0,,,0.231813,1.1723,1.8155,1.0,,2.0,,,1.0,,1.0,,75.0,3.0,,,,,,14.0,,8.0,,,,,5.0,1.0,,,,18.0,1.0,18.0,3,,38.0,2.0,2.0,2.0,
2022-23,10385552,4,8,Chelsea,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,1.0,15.0,8.0,23.0,3.0,1.0,8.0,,1.0,,1.0,,,1.0,6.0,4.0,,,0.0215475,0.4083,0.5382,,,,,,,,,,90.0,1.0,1.0,,,,,10.0,,6.6,,,,4.0,3.0,1.0,,1.0,,19.0,10.0,28.0,1,1.0,46.0,1.0,,2.0,1.0
2022-23,10385552,4,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,1.0,27.0,16.0,43.0,1.0,1.0,6.0,,,,,,,,3.0,3.0,,,0.0212635,0.0,0.0,,1.0,,,,,1.0,2.0,,89.0,,,,,,,16.0,,6.9,,,,2.0,2.0,4.0,,2.0,,36.0,16.0,48.0,0,1.0,76.0,3.0,1.0,,1.0
2022-23,10385552,4,8,Chelsea,Home,802695,172850,Ben Chilwell,ben-chilwell,D,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,0,,2.0,,,,
2022-23,10385552,4,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,1.0,2.0,3.0,2.0,,1.0,,,,1.0,,,,3.0,,,,0.0001417,0.0,0.0,,,,,,,,,,15.0,,,,,,,3.0,,6.2,,,,,,,,1.0,,2.0,2.0,4.0,0,,6.0,,,,
2022-23,10385552,4,8,Chelsea,Home,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,False,,,3.0,16.0,33.0,49.0,1.0,1.0,4.0,,,,1.0,,,,2.0,1.0,,,0.00378685,0.0,0.0,,,,,,,,,,90.0,,1.0,,,,,9.0,,6.6,,,,3.0,,,,3.0,,19.0,37.0,56.0,0,,62.0,1.0,,,
2022-23,10385552,4,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,,,1.0,5.0,7.0,12.0,,1.0,1.0,,,,,,,,,4.0,,,0.00274036,0.0,0.0,,,,,,,1.0,1.0,,45.0,,,,,,,7.0,,7.1,,,,,,1.0,,1.0,,10.0,7.0,16.0,0,3.0,27.0,2.0,,,1.0
2022-23,10385552,4,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,15.0,6.0,21.0,7.0,4.0,1.0,,,,1.0,,,2.0,15.0,7.0,,,0.0104233,0.0,0.0,4.0,,,,,,,,,90.0,,,,,,,17.0,,6.5,,,,4.0,1.0,,,,3.0,25.0,6.0,31.0,0,1.0,50.0,3.0,2.0,,
