season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437792,10,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,1.0,,1.0,49.0,9.0,57.0,,,3.0,2.0,,,,,,,1.0,4.0,,,,,1.0,,,,7.0,,85.0,1.0,,,,,,13.0,,8.7,,,1.0,,3.0,2.0,,1.0,,56.0,10.0,64.0,2,,77.0,3.0,2.0,2.0,
2017-18,7437792,10,8,Chelsea,Away,31417,47431,Willian,willian,M,True,,,,4.0,,4.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,5.0,,,,,,,3.0,,6.7,,,,,,,,,,5.0,1.0,6.0,0,,9.0,1.0,,,
2017-18,7437792,10,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,,,1.0,26.0,8.0,34.0,,,5.0,,,,,,,,,2.0,,,,,,,,,2.0,,79.0,1.0,,,,,,14.0,,7.3,,,1.0,,1.0,3.0,,3.0,1.0,36.0,10.0,43.0,2,1.0,52.0,2.0,,1.0,
2017-18,7437792,10,8,Chelsea,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437792,10,8,Chelsea,Away,54330,61603,Danny Drinkwater,danny-drinkwater,M,True,,,2.0,2.0,5.0,7.0,,,3.0,,,,,,,,,1.0,,,,,,,,2.0,,,11.0,,,,,,,4.0,,7.0,,,,1.0,,,,2.0,,3.0,8.0,11.0,0,1.0,16.0,,,,
2017-18,7437792,10,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,4.0,20.0,20.0,40.0,,2.0,8.0,,,1.0,1.0,,,1.0,4.0,6.0,,,2.0,,,,,,,,90.0,,,,,,,16.0,,7.1,,,1.0,1.0,1.0,3.0,,5.0,1.0,27.0,22.0,46.0,2,3.0,72.0,3.0,,1.0,
2017-18,7437792,10,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,8.0,4.0,19.0,23.0,,,7.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,7.0,,7.1,1.0,1.0,,1.0,,,,15.0,,11.0,19.0,30.0,0,,39.0,,,,
2017-18,7437792,10,8,Chelsea,Away,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,2.0,14.0,2.0,16.0,2.0,2.0,3.0,,2.0,,1.0,,,2.0,7.0,4.0,,,1.0,1.0,,,,,2.0,,79.0,2.0,,,,,,15.0,,6.6,,,1.0,,1.0,2.0,,2.0,,21.0,4.0,23.0,3,1.0,37.0,3.0,1.0,,
2017-18,7437792,10,8,Chelsea,Away,132318,105700,Davide Zappacosta,davide-zappacosta,M,False,2.0,,,19.0,11.0,28.0,1.0,1.0,4.0,,,1.0,,,,,1.0,3.0,,,,,,,,1.0,1.0,,90.0,,,,,,,5.0,,7.0,,,,1.0,,5.0,,1.0,2.0,22.0,12.0,29.0,1,1.0,52.0,1.0,1.0,,
2017-18,7437792,10,8,Chelsea,Away,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,3.0,26.0,39.0,65.0,2.0,1.0,12.0,,,,,,,1.0,3.0,2.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,7.0,,7.2,,,,2.0,,,,4.0,,29.0,40.0,69.0,0,1.0,80.0,1.0,,,
2017-18,7437792,10,8,Chelsea,Away,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,,5.0,5.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,4.0,,6.7,,,1.0,,,,,1.0,,2.0,5.0,7.0,1,1.0,11.0,2.0,,,
2017-18,7437792,10,8,Chelsea,Away,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,1.0,26.0,25.0,51.0,,3.0,10.0,,,,1.0,,,1.0,3.0,7.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,13.0,,7.2,,,1.0,,1.0,,,3.0,,33.0,30.0,63.0,2,3.0,74.0,,,1.0,
2017-18,7437792,10,8,Chelsea,Away,186795,135363,Andreas Christensen,andreas-christensen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437792,10,8,Chelsea,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437866,11,8,Chelsea,Home,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,1.0,,5.0,49.0,17.0,65.0,2.0,,5.0,1.0,1.0,,1.0,,,,3.0,4.0,,,,,,,,2.0,6.0,,79.0,,1.0,,,,,18.0,,8.0,,,1.0,1.0,2.0,5.0,,8.0,,65.0,18.0,78.0,1,2.0,94.0,1.0,,2.0,
2017-18,7437866,11,8,Chelsea,Home,9628,19419,Gary Cahill,gary-cahill,D,False,,,,11.0,16.0,27.0,3.0,2.0,1.0,,,1.0,,,,,3.0,3.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,13.0,,7.1,,,,3.0,,,,5.0,,17.0,22.0,39.0,2,,48.0,1.0,2.0,,
2017-18,7437866,11,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,3.0,13.0,18.0,31.0,3.0,3.0,6.0,1.0,,,,,,,3.0,9.0,,,,1.0,,,,3.0,1.0,,90.0,,,,,,,16.0,,8.1,,,,1.0,,1.0,,8.0,,22.0,23.0,44.0,0,5.0,63.0,,1.0,,
2017-18,7437866,11,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,,,3.0,36.0,6.0,42.0,1.0,1.0,3.0,,1.0,,,,,3.0,10.0,11.0,,,3.0,,,,,,1.0,,87.0,3.0,,,,,,15.0,,7.3,,,,,7.0,,,3.0,,42.0,7.0,49.0,3,,72.0,1.0,6.0,4.0,
2017-18,7437866,11,8,Chelsea,Home,31417,47431,Willian,willian,M,True,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,6.4,,,,,,,,2.0,,2.0,1.0,3.0,0,,3.0,,,,
2017-18,7437866,11,8,Chelsea,Home,35428,49579,Pedro,pedro,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437866,11,8,Chelsea,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437866,11,8,Chelsea,Home,54330,61603,Danny Drinkwater,danny-drinkwater,M,True,,,,3.0,2.0,5.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,11.0,,,,,,,,,6.5,,,,1.0,,,,,,3.0,2.0,5.0,0,,6.0,,,,
2017-18,7437866,11,8,Chelsea,Home,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,1.0,28.0,10.0,38.0,1.0,3.0,8.0,,,,,,,1.0,4.0,6.0,,,2.0,,,,,2.0,,,90.0,,,,,,,18.0,,7.1,,,1.0,1.0,,5.0,,4.0,,37.0,14.0,46.0,1,2.0,74.0,1.0,1.0,,
2017-18,7437866,11,8,Chelsea,Home,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,7.0,2.0,6.0,8.0,,2.0,5.0,,,,,,1.0,,,2.0,,,,,,1.0,,,,,90.0,,,,,,,12.0,,7.3,1.0,2.0,,,,,,19.0,,12.0,8.0,20.0,0,,29.0,,1.0,,
2017-18,7437866,11,8,Chelsea,Home,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,,16.0,5.0,21.0,3.0,1.0,6.0,,,,,,,2.0,11.0,9.0,,,5.0,,1.0,,,,1.0,,90.0,2.0,1.0,,,,,16.0,,7.7,,,1.0,1.0,3.0,2.0,,3.0,,25.0,6.0,29.0,3,,51.0,3.0,6.0,2.0,
2017-18,7437866,11,8,Chelsea,Home,132318,105700,Davide Zappacosta,davide-zappacosta,M,False,1.0,,,8.0,6.0,13.0,,,3.0,,,1.0,1.0,,,,2.0,,,,,,,,,1.0,1.0,,66.0,1.0,,,,,,10.0,,6.7,,,,,1.0,4.0,,,,12.0,8.0,16.0,2,,38.0,,,,
2017-18,7437866,11,8,Chelsea,Home,142622,102380,Antonio Rüdiger,antonio-rudiger,D,True,,,3.0,4.0,3.0,7.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,24.0,,,,,,,4.0,,6.7,,,,2.0,,1.0,,3.0,,7.0,4.0,10.0,0,,13.0,,,,
2017-18,7437866,11,8,Chelsea,Home,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437866,11,8,Chelsea,Home,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,,20.0,10.0,30.0,3.0,,6.0,,1.0,2.0,,,,,9.0,5.0,,,4.0,,,,,2.0,1.0,,90.0,,1.0,,,,,12.0,,6.5,,,2.0,1.0,3.0,1.0,,1.0,,27.0,13.0,39.0,4,2.0,58.0,,2.0,1.0,
2017-18,7437866,11,8,Chelsea,Home,186795,135363,Andreas Christensen,andreas-christensen,D,False,,,3.0,7.0,22.0,29.0,,4.0,4.0,,,,,,,,1.0,6.0,,,1.0,,,,,4.0,,,90.0,,1.0,,,,,7.0,,7.6,,,1.0,3.0,,,,4.0,,9.0,25.0,34.0,1,2.0,48.0,2.0,,,
2017-18,7437866,11,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,5.0,30.0,23.0,53.0,1.0,,11.0,,,,2.0,,,,4.0,2.0,,,1.0,,,,,2.0,,,90.0,1.0,1.0,,,,,7.0,,7.3,,,,2.0,1.0,,,7.0,,34.0,25.0,59.0,1,1.0,68.0,1.0,,1.0,
2017-18,7437866,11,8,Chelsea,Home,847097,199598,Ethan Ampadu,ethan-ampadu,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437915,12,8,Chelsea,Away,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,2.0,,5.0,36.0,24.0,58.0,1.0,,3.0,,,,,,,2.0,4.0,1.0,,,2.0,2.0,,,,1.0,3.0,,67.0,,,,,,,16.0,,7.7,,,,,,4.0,,7.0,,46.0,25.0,67.0,0,,79.0,3.0,1.0,,
2017-18,7437915,12,8,Chelsea,Away,9628,19419,Gary Cahill,gary-cahill,D,False,,,1.0,18.0,41.0,59.0,,4.0,2.0,,,,,,,,2.0,6.0,,,2.0,,,,,2.0,,,90.0,,,,,,,7.0,,7.3,,,,6.0,1.0,,,4.0,,25.0,41.0,66.0,0,1.0,77.0,,,1.0,
2017-18,7437915,12,8,Chelsea,Away,21300,41270,David Luiz,david-luiz,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437915,12,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,8.0,30.0,49.0,79.0,2.0,2.0,10.0,,,,2.0,,,,4.0,4.0,,1.0,,,,,,1.0,1.0,,90.0,,,,,,,13.0,,7.0,,,,3.0,,1.0,,13.0,,34.0,56.0,89.0,0,1.0,100.0,1.0,1.0,,
2017-18,7437915,12,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,,,6.0,28.0,5.0,33.0,,,,,,,1.0,,,3.0,6.0,8.0,,,1.0,,2.0,,,,,,71.0,4.0,,,,,,18.0,,9.2,,,,,8.0,2.0,,7.0,,37.0,6.0,41.0,4,,64.0,3.0,1.0,7.0,
2017-18,7437915,12,8,Chelsea,Away,31417,47431,Willian,willian,M,True,,,,6.0,2.0,8.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,13.0,,,,,,,3.0,,6.5,,,,,1.0,,,,,8.0,2.0,10.0,0,,12.0,,1.0,,
2017-18,7437915,12,8,Chelsea,Away,35428,49579,Pedro,pedro,F,True,,,,4.0,2.0,6.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,19.0,,,,,,,3.0,,6.7,,,,,,1.0,,,,6.0,3.0,8.0,0,1.0,10.0,,,,
2017-18,7437915,12,8,Chelsea,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437915,12,8,Chelsea,Away,54330,61603,Danny Drinkwater,danny-drinkwater,M,True,,,1.0,16.0,4.0,20.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,23.0,,,,,,,3.0,,6.5,,,,,,,,1.0,,18.0,5.0,23.0,1,,26.0,,,,
2017-18,7437915,12,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,3.0,19.0,24.0,43.0,2.0,2.0,10.0,,,,,,,,2.0,4.0,,,,,1.0,,,2.0,,,90.0,1.0,,,,,,16.0,,7.7,,,1.0,3.0,,4.0,,10.0,,32.0,25.0,53.0,2,1.0,74.0,1.0,1.0,,
2017-18,7437915,12,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,5.0,3.0,17.0,20.0,,,11.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,9.0,1.0,7.2,1.0,2.0,,1.0,,,,13.0,,9.0,20.0,29.0,0,,42.0,,,,
2017-18,7437915,12,8,Chelsea,Away,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,2.0,12.0,2.0,14.0,2.0,2.0,1.0,1.0,,,1.0,,,3.0,9.0,6.0,,,3.0,1.0,1.0,,,1.0,1.0,,90.0,2.0,,,,,,13.0,,8.4,,,1.0,,3.0,,,2.0,1.0,15.0,3.0,18.0,3,,35.0,4.0,2.0,2.0,
2017-18,7437915,12,8,Chelsea,Away,132318,105700,Davide Zappacosta,davide-zappacosta,M,False,1.0,,,20.0,18.0,37.0,1.0,1.0,3.0,,,,,,,,6.0,10.0,,,1.0,,,,,1.0,,,90.0,,,,,,,14.0,,7.4,,,,1.0,6.0,5.0,,,,28.0,19.0,42.0,0,6.0,74.0,,1.0,2.0,
2017-18,7437915,12,8,Chelsea,Away,142622,102380,Antonio Rüdiger,antonio-rudiger,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437915,12,8,Chelsea,Away,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,1.0,26.0,13.0,39.0,4.0,,6.0,,,1.0,2.0,,,1.0,10.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,6.0,,6.4,,,,1.0,4.0,,,1.0,,28.0,14.0,42.0,1,1.0,54.0,,2.0,2.0,
2017-18,7437915,12,8,Chelsea,Away,186795,135363,Andreas Christensen,andreas-christensen,D,False,,,3.0,9.0,39.0,48.0,5.0,1.0,5.0,,,,,,,,5.0,4.0,,,,,,,,,,,90.0,,,,,,,2.0,,7.0,,,,5.0,1.0,,,5.0,,10.0,40.0,50.0,0,,59.0,,2.0,1.0,
2017-18,7437915,12,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,5.0,30.0,35.0,65.0,2.0,,7.0,,,,3.0,,,,6.0,3.0,,,2.0,,,,,2.0,3.0,,77.0,,,,,,,8.0,,7.2,,,,,,,,6.0,,32.0,40.0,72.0,0,3.0,79.0,1.0,,,
2017-18,7437915,12,8,Chelsea,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437888,13,8,Chelsea,Away,518,17878,Cesc Fàbregas,cesc-fabregas,M,True,1.0,,2.0,13.0,5.0,17.0,,,,,,,,,,,,1.0,,,,,,,,,,,16.0,,,,,,,7.0,,6.7,,,,,,1.0,,5.0,,19.0,5.0,23.0,0,1.0,26.0,,,,
2017-18,7437888,13,8,Chelsea,Away,9628,19419,Gary Cahill,gary-cahill,D,False,,,1.0,13.0,22.0,35.0,,,4.0,,,,1.0,,,,1.0,1.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,7.0,,6.9,,,1.0,3.0,,,,2.0,,14.0,26.0,40.0,1,1.0,54.0,,,,
2017-18,7437888,13,8,Chelsea,Away,21300,41270,David Luiz,david-luiz,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437888,13,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,2.0,21.0,45.0,66.0,1.0,1.0,5.0,,,,,,,,2.0,9.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,10.0,,7.7,,,,7.0,,,,5.0,,27.0,48.0,75.0,0,8.0,96.0,1.0,,,
2017-18,7437888,13,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,4.0,,4.0,30.0,6.0,32.0,,,4.0,1.0,,,,,,5.0,7.0,14.0,,,,1.0,,,,,5.0,,90.0,1.0,,,,,,17.0,,8.8,,,,,12.0,8.0,,4.0,1.0,36.0,7.0,35.0,1,1.0,70.0,2.0,3.0,10.0,
2017-18,7437888,13,8,Chelsea,Away,31417,47431,Willian,willian,M,True,,,,3.0,1.0,4.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,7.0,1.0,,,,,,1.0,,7.3,,,,,,,,,,3.0,1.0,4.0,1,,8.0,,,,
2017-18,7437888,13,8,Chelsea,Away,31585,49013,Victor Moses,victor-moses,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437888,13,8,Chelsea,Away,35428,49579,Pedro,pedro,F,True,,,1.0,4.0,5.0,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,3.0,,6.6,,,,,,1.0,,1.0,,7.0,5.0,11.0,0,,12.0,,,,
2017-18,7437888,13,8,Chelsea,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437888,13,8,Chelsea,Away,54330,61603,Danny Drinkwater,danny-drinkwater,M,False,,,3.0,11.0,11.0,22.0,,,3.0,,2.0,1.0,3.0,,,,5.0,2.0,,,1.0,,,,,1.0,2.0,,74.0,,1.0,,,,,6.0,,6.2,,,,1.0,2.0,1.0,,4.0,,14.0,12.0,25.0,1,1.0,36.0,1.0,,1.0,
2017-18,7437888,13,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,,19.0,15.0,34.0,1.0,2.0,10.0,,1.0,,1.0,,,1.0,5.0,8.0,,,2.0,,,,,2.0,,,90.0,,,,,,,18.0,,6.9,,,2.0,2.0,,2.0,,6.0,,28.0,21.0,47.0,2,5.0,75.0,2.0,1.0,,
2017-18,7437888,13,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,1.0,5.0,4.0,15.0,19.0,,,9.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,10.0,,7.0,1.0,3.0,,,,,1.0,14.0,,10.0,18.0,28.0,0,,41.0,1.0,,,
2017-18,7437888,13,8,Chelsea,Away,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,3.0,18.0,3.0,21.0,1.0,3.0,2.0,,,1.0,1.0,,,1.0,3.0,6.0,,,,,,,,,,,90.0,,1.0,,,,,14.0,,7.1,,,2.0,,2.0,,,4.0,2.0,24.0,7.0,31.0,3,,43.0,2.0,1.0,2.0,
2017-18,7437888,13,8,Chelsea,Away,132318,105700,Davide Zappacosta,davide-zappacosta,M,False,2.0,,2.0,11.0,12.0,21.0,,2.0,4.0,1.0,,,1.0,,,3.0,6.0,7.0,,,,,,,,1.0,2.0,,83.0,1.0,,,,,,26.0,,7.3,,,,3.0,4.0,10.0,,2.0,2.0,25.0,14.0,29.0,1,1.0,69.0,2.0,2.0,2.0,
2017-18,7437888,13,8,Chelsea,Away,142622,102380,Antonio Rüdiger,antonio-rudiger,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437888,13,8,Chelsea,Away,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,,12.0,14.0,26.0,2.0,1.0,9.0,,,1.0,2.0,,,1.0,6.0,4.0,,,2.0,,,,,2.0,,,77.0,,1.0,,,,,11.0,,6.6,,,,,,1.0,,,,18.0,16.0,33.0,1,1.0,44.0,2.0,2.0,,
2017-18,7437888,13,8,Chelsea,Away,186795,135363,Andreas Christensen,andreas-christensen,D,False,,,2.0,7.0,40.0,47.0,,2.0,8.0,,,,,,,,,3.0,,,,,,,,1.0,,,90.0,,3.0,,,,,2.0,,7.4,,,,5.0,,,,2.0,,7.0,42.0,49.0,0,1.0,60.0,,,,
2017-18,7437888,13,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,3.0,22.0,36.0,58.0,2.0,1.0,10.0,1.0,,,4.0,,,2.0,9.0,8.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,14.0,,7.2,,,,1.0,3.0,2.0,,7.0,,29.0,40.0,67.0,0,3.0,88.0,,1.0,3.0,
2017-18,7437874,14,8,Chelsea,Home,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,3.0,,5.0,55.0,20.0,72.0,,,5.0,1.0,,1.0,1.0,,,1.0,3.0,5.0,,,1.0,,,,,,6.0,,90.0,,,,,,,31.0,,8.0,,,,2.0,1.0,10.0,,12.0,,84.0,21.0,95.0,1,3.0,116.0,,1.0,1.0,
2017-18,7437874,14,8,Chelsea,Home,9628,19419,Gary Cahill,gary-cahill,D,False,,,3.0,18.0,30.0,48.0,2.0,9.0,1.0,,,,1.0,,,1.0,6.0,14.0,,,2.0,,,,,2.0,,,90.0,,,,,,,9.0,,7.6,,,,5.0,,,,4.0,,21.0,35.0,56.0,0,5.0,72.0,,,,
2017-18,7437874,14,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437874,14,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,True,,,2.0,6.0,,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,2.0,,6.6,,,,,1.0,,,2.0,,7.0,,7.0,0,,9.0,1.0,,1.0,
2017-18,7437874,14,8,Chelsea,Home,31417,47431,Willian,willian,M,False,3.0,,3.0,30.0,1.0,28.0,1.0,,4.0,,,1.0,1.0,,,,2.0,5.0,,,,,,,,1.0,6.0,,81.0,1.0,,,,,,15.0,,8.2,,,,,3.0,11.0,,3.0,,43.0,2.0,34.0,2,1.0,56.0,1.0,1.0,3.0,
2017-18,7437874,14,8,Chelsea,Home,31585,49013,Victor Moses,victor-moses,F,True,,,,4.0,4.0,8.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,15.0,,,,,,,9.0,,6.7,,,,1.0,,,,1.0,,6.0,7.0,13.0,0,2.0,26.0,,,,
2017-18,7437874,14,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,1.0,,2.0,21.0,12.0,32.0,,,3.0,,,,,,,1.0,3.0,2.0,,,,,,,,2.0,2.0,,81.0,2.0,,,,,,12.0,,7.2,,,2.0,,3.0,5.0,,3.0,,28.0,12.0,35.0,4,1.0,54.0,2.0,,1.0,
2017-18,7437874,14,8,Chelsea,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437874,14,8,Chelsea,Home,54330,61603,Danny Drinkwater,danny-drinkwater,M,True,,,,2.0,8.0,10.0,,,4.0,,,,,,,1.0,2.0,1.0,,,1.0,,,,,1.0,,,9.0,,,,,,,4.0,,6.8,,,,,,,,,,4.0,9.0,13.0,0,1.0,17.0,,,,
2017-18,7437874,14,8,Chelsea,Home,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,1.0,30.0,18.0,48.0,,4.0,9.0,1.0,,1.0,,,,2.0,4.0,5.0,,,1.0,,,,,2.0,2.0,,90.0,1.0,,,,,,23.0,,7.0,,,3.0,1.0,1.0,4.0,,6.0,,46.0,19.0,61.0,5,,95.0,2.0,1.0,,
2017-18,7437874,14,8,Chelsea,Home,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,4.0,2.0,8.0,10.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,3.0,,6.9,,,,,,,,7.0,,4.0,9.0,13.0,0,,18.0,,,,
2017-18,7437874,14,8,Chelsea,Home,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,2.0,10.0,4.0,14.0,1.0,2.0,2.0,,2.0,,,,,,3.0,5.0,,,1.0,,,,,1.0,,,90.0,4.0,,,,,,14.0,,7.0,,,2.0,1.0,2.0,,,3.0,,15.0,6.0,21.0,6,1.0,42.0,5.0,1.0,1.0,
2017-18,7437874,14,8,Chelsea,Home,132318,105700,Davide Zappacosta,davide-zappacosta,M,False,2.0,,,33.0,20.0,51.0,,,8.0,,,,,,,1.0,2.0,3.0,,,1.0,,,,,,,,75.0,1.0,,,,,,14.0,,7.2,,,,1.0,1.0,10.0,,,,44.0,20.0,54.0,1,2.0,78.0,2.0,,1.0,
2017-18,7437874,14,8,Chelsea,Home,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,5.0,28.0,48.0,76.0,1.0,4.0,11.0,,,,,,,1.0,3.0,8.0,,,1.0,,1.0,,,2.0,,,90.0,1.0,1.0,,,,,10.0,,8.3,,,,4.0,3.0,1.0,,8.0,,34.0,49.0,82.0,1,1.0,99.0,2.0,,3.0,
2017-18,7437874,14,8,Chelsea,Home,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437874,14,8,Chelsea,Home,186795,135363,Andreas Christensen,andreas-christensen,D,False,,,12.0,15.0,30.0,45.0,3.0,1.0,3.0,,,,,,,,3.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,7.4,,,,,,,,12.0,,15.0,30.0,45.0,0,1.0,49.0,,2.0,,
