season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437076,1,8,Chelsea,Home,147745,94245,Michy Batshuayi,michy-batshuayi,F,False,,,,5.0,7.0,12.0,4.0,,,,,,1.0,,,,5.0,,,,,,,,,,,,59.0,1.0,,,,,,10.0,,6.3,,,,,,,,,,9.0,9.0,18.0,1,,23.0,4.0,,,
2017-18,7437076,1,8,Chelsea,Home,186795,135363,Andreas Christensen,andreas-christensen,D,True,,,3.0,11.0,31.0,42.0,2.0,2.0,4.0,,,,,,,,2.0,5.0,,,,,,,,1.0,1.0,,71.0,,,,,,,6.0,,6.6,,,,1.0,1.0,,,3.0,,14.0,32.0,46.0,0,1.0,55.0,1.0,2.0,1.0,1.0
2017-18,7437076,1,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,2.0,40.0,14.0,54.0,,,10.0,,,3.0,1.0,,,,2.0,3.0,,,,,,,,2.0,1.0,,90.0,,,,,,,11.0,,7.0,,,1.0,1.0,1.0,1.0,,2.0,,47.0,14.0,60.0,4,2.0,77.0,3.0,1.0,,2.0
2017-18,7437076,1,8,Chelsea,Home,285937,,Charly Musonda Jr,charly-musonda-jr,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437076,1,8,Chelsea,Home,367056,135365,Jérémie Boga,jeremie-boga,F,False,,,,4.0,,4.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,18.0,,,,,,,1.0,,6.4,,,,,,,,,,4.0,,4.0,0,,5.0,1.0,,,
2017-18,7437076,1,8,Chelsea,Home,788255,194794,Fikayo Tomori,fikayo-tomori,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437076,1,8,Chelsea,Home,788257,181911,Kyle Scott,kyle-scott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437076,1,8,Chelsea,Home,801391,167767,Kenedy,kenedy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437731,2,8,Chelsea,Away,21300,41270,David Luiz,david-luiz,D,False,,,,8.0,14.0,22.0,1.0,,10.0,,,,2.0,,,,8.0,9.0,,,4.0,,,,,1.0,,,90.0,,,,,,,12.0,,6.8,,,1.0,4.0,1.0,,,5.0,,15.0,16.0,31.0,1,5.0,53.0,2.0,4.0,,
2017-18,7437731,2,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,1.0,,4.0,8.0,15.0,22.0,2.0,2.0,2.0,1.0,,,2.0,,,1.0,5.0,5.0,,,2.0,,,,,2.0,1.0,,90.0,,2.0,,,,,11.0,,7.2,,,,7.0,,1.0,,9.0,,14.0,19.0,32.0,0,3.0,51.0,,,,
2017-18,7437731,2,8,Chelsea,Away,31417,47431,Willian,willian,M,False,1.0,,,11.0,9.0,19.0,,1.0,2.0,,,,3.0,,,1.0,6.0,6.0,,,,,,,1.0,,3.0,,78.0,,,,,,,20.0,,7.1,,,1.0,,4.0,5.0,,1.0,,20.0,12.0,27.0,1,3.0,48.0,5.0,,2.0,
2017-18,7437731,2,8,Chelsea,Away,31585,49013,Victor Moses,victor-moses,F,False,1.0,,1.0,7.0,7.0,13.0,,1.0,5.0,,,,1.0,,,,4.0,11.0,,,3.0,,,,,,1.0,,90.0,,1.0,,,,,7.0,,7.5,,,1.0,3.0,3.0,2.0,,3.0,,12.0,8.0,18.0,1,4.0,39.0,1.0,3.0,3.0,
2017-18,7437731,2,8,Chelsea,Away,35428,49579,Pedro,pedro,F,True,1.0,,,2.0,,1.0,,,,,,,1.0,,,,2.0,1.0,,,1.0,1.0,,,,,1.0,,12.0,,,,,,,,,6.9,,,,,,1.0,,,,2.0,,1.0,0,,4.0,,1.0,,
2017-18,7437731,2,8,Chelsea,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437731,2,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,1.0,,,11.0,11.0,21.0,1.0,3.0,5.0,,,,,,,,1.0,7.0,,,,,2.0,,,1.0,,,90.0,2.0,1.0,,,,,13.0,,8.9,,,,7.0,1.0,1.0,,5.0,,17.0,15.0,31.0,2,1.0,58.0,1.0,3.0,1.0,
2017-18,7437731,2,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,1.0,10.0,6.0,8.0,14.0,,1.0,15.0,,,,,,,,,1.0,,,,,,4.0,,,,,90.0,,,,,,,16.0,,7.5,2.0,6.0,,,,,1.0,25.0,,19.0,10.0,29.0,0,,47.0,,1.0,,
2017-18,7437731,2,8,Chelsea,Away,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,,11.0,,11.0,1.0,4.0,2.0,,1.0,3.0,2.0,,,2.0,6.0,4.0,,,1.0,,,,,,1.0,,79.0,,,,,,,13.0,,6.2,,,1.0,2.0,,2.0,,,,18.0,1.0,17.0,4,,33.0,3.0,,,
2017-18,7437731,2,8,Chelsea,Away,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,4.0,3.0,17.0,20.0,,,4.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,1.0,,,90.0,,,,,,,8.0,,6.5,,,,4.0,,,,8.0,,7.0,21.0,28.0,0,2.0,37.0,,,,
2017-18,7437731,2,8,Chelsea,Away,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,11.0,,,1.0,,,,4.0,,6.1,,,,,,,,,,1.0,1.0,2.0,0,2.0,8.0,2.0,,,
2017-18,7437731,2,8,Chelsea,Away,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,,8.0,2.0,10.0,5.0,3.0,2.0,,,,2.0,,,3.0,15.0,7.0,,,6.0,,,,,3.0,,,90.0,,,,,,,12.0,,6.0,,,,3.0,2.0,,,,,11.0,5.0,16.0,0,1.0,33.0,1.0,2.0,1.0,
2017-18,7437731,2,8,Chelsea,Away,186795,135363,Andreas Christensen,andreas-christensen,D,False,,,2.0,3.0,13.0,16.0,1.0,1.0,3.0,,,,1.0,,,,3.0,5.0,,1.0,1.0,,,,,1.0,,,90.0,,2.0,,,,,1.0,,7.0,,,,8.0,,,,2.0,,3.0,13.0,16.0,0,4.0,36.0,1.0,,,
2017-18,7437731,2,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,1.0,,2.0,12.0,14.0,25.0,1.0,,11.0,,,,1.0,,,,6.0,8.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,12.0,,7.5,,,,2.0,4.0,3.0,,2.0,,19.0,16.0,32.0,0,6.0,51.0,1.0,,2.0,
2017-18,7437731,2,8,Chelsea,Away,285937,,Charly Musonda Jr,charly-musonda-jr,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437731,2,8,Chelsea,Away,788255,194794,Fikayo Tomori,fikayo-tomori,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437731,2,8,Chelsea,Away,788257,181911,Kyle Scott,kyle-scott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437731,2,8,Chelsea,Away,801391,167767,Kenedy,kenedy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437762,3,8,Chelsea,Home,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,1.0,,4.0,57.0,18.0,74.0,1.0,,4.0,,,,1.0,,,1.0,4.0,1.0,,,1.0,,1.0,,,,3.0,,90.0,2.0,,,,,,18.0,,7.9,,,,2.0,,2.0,,8.0,,72.0,19.0,89.0,2,,98.0,1.0,1.0,,
2017-18,7437762,3,8,Chelsea,Home,21300,41270,David Luiz,david-luiz,D,False,,,6.0,14.0,38.0,52.0,2.0,3.0,4.0,,,,,,,,3.0,5.0,,,1.0,,,,,,,,90.0,1.0,,,,,,5.0,,7.4,,,,6.0,,,,11.0,,19.0,38.0,57.0,1,1.0,67.0,,2.0,,
2017-18,7437762,3,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,1.0,,1.0,23.0,35.0,57.0,,3.0,3.0,1.0,,1.0,1.0,,,1.0,3.0,4.0,,,1.0,1.0,,,,2.0,1.0,,90.0,,,,,,,17.0,,7.2,,,,4.0,1.0,4.0,,6.0,,32.0,42.0,70.0,1,,85.0,,,1.0,
2017-18,7437762,3,8,Chelsea,Home,31417,47431,Willian,willian,M,False,,,1.0,38.0,10.0,48.0,,,3.0,,,2.0,,,,2.0,3.0,5.0,,,,,,,,,4.0,,90.0,1.0,,,,,,16.0,,7.5,,,,,5.0,3.0,,3.0,,48.0,11.0,56.0,3,1.0,73.0,2.0,,4.0,
2017-18,7437762,3,8,Chelsea,Home,31585,49013,Victor Moses,victor-moses,F,False,,,,9.0,4.0,13.0,1.0,1.0,5.0,,,,,,,,5.0,3.0,,,3.0,,,,,1.0,1.0,,89.0,1.0,,,,,,10.0,,6.9,,,1.0,1.0,3.0,3.0,,1.0,,13.0,4.0,14.0,2,,33.0,1.0,,2.0,
2017-18,7437762,3,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,,,1.0,15.0,14.0,29.0,1.0,,6.0,,,,,,,4.0,5.0,3.0,,,,,,,,,1.0,,75.0,1.0,,,,,,11.0,,7.3,,,3.0,,2.0,1.0,,1.0,,19.0,15.0,33.0,4,,48.0,1.0,1.0,2.0,
2017-18,7437762,3,8,Chelsea,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437762,3,8,Chelsea,Home,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,3.0,16.0,23.0,39.0,1.0,3.0,11.0,,,1.0,1.0,,,,3.0,11.0,,,2.0,,,,,,,,90.0,,1.0,,,,,12.0,,7.8,,,,2.0,1.0,4.0,,4.0,,23.0,24.0,43.0,1,6.0,82.0,1.0,1.0,1.0,
2017-18,7437762,3,8,Chelsea,Home,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,7.0,2.0,30.0,32.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,9.0,,6.9,,,,,,,,15.0,,9.0,32.0,41.0,0,,47.0,,,,
2017-18,7437762,3,8,Chelsea,Home,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,,12.0,2.0,14.0,1.0,2.0,2.0,,,1.0,2.0,,,4.0,9.0,3.0,,,,1.0,1.0,,,,3.0,,78.0,1.0,,,,,,15.0,,7.5,,,,,2.0,1.0,,,,17.0,2.0,18.0,2,,33.0,4.0,1.0,,
2017-18,7437762,3,8,Chelsea,Home,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,7.0,20.0,48.0,68.0,2.0,3.0,9.0,,,,1.0,,,,3.0,4.0,,,,,,,,1.0,,,90.0,,1.0,,,,,12.0,,7.2,,,,4.0,,,,12.0,,26.0,53.0,79.0,0,,90.0,,1.0,,
2017-18,7437762,3,8,Chelsea,Home,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,3.0,,3.0,1.0,,1.0,,,1.0,,,,,2.0,,,,1.0,,,,,1.0,,,12.0,,,,,,,2.0,,6.5,,,,1.0,,,,,,3.0,,3.0,1,,8.0,,,,
2017-18,7437762,3,8,Chelsea,Home,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,True,,,,5.0,4.0,9.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,15.0,,,,,,,1.0,,6.7,,,,2.0,,,,,,6.0,4.0,10.0,1,1.0,14.0,,,,
2017-18,7437762,3,8,Chelsea,Home,186795,135363,Andreas Christensen,andreas-christensen,D,True,,,,2.0,6.0,8.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,6.0,8.0,0,,8.0,,,,
2017-18,7437762,3,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,2.0,37.0,17.0,54.0,,,5.0,,,,1.0,,,1.0,5.0,6.0,,,3.0,,,,,2.0,,,90.0,,,,,,,10.0,,7.3,,,,1.0,1.0,,,2.0,,42.0,20.0,62.0,0,5.0,75.0,,,1.0,
2017-18,7437762,3,8,Chelsea,Home,285937,,Charly Musonda Jr,charly-musonda-jr,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437762,3,8,Chelsea,Home,788255,194794,Fikayo Tomori,fikayo-tomori,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437762,3,8,Chelsea,Home,801391,167767,Kenedy,kenedy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437779,4,8,Chelsea,Away,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,,,1.0,24.0,12.0,36.0,,,3.0,1.0,,,2.0,,,2.0,4.0,2.0,,,,,,,,,2.0,,78.0,,,,,,,21.0,,7.2,,,1.0,,,7.0,,4.0,,40.0,13.0,46.0,1,2.0,61.0,2.0,,,
2017-18,7437779,4,8,Chelsea,Away,21300,41270,David Luiz,david-luiz,D,False,,,8.0,17.0,35.0,52.0,,,5.0,,,,1.0,,,1.0,2.0,4.0,,,,,,,,2.0,1.0,,90.0,1.0,,,,,,6.0,,7.4,,,1.0,1.0,,,,10.0,,21.0,35.0,56.0,2,3.0,67.0,,1.0,,
2017-18,7437779,4,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,1.0,,2.0,19.0,41.0,59.0,1.0,,3.0,1.0,,,,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,,90.0,,,,,,,11.0,,7.1,,,,3.0,,1.0,,7.0,,28.0,43.0,70.0,0,2.0,80.0,,,,
2017-18,7437779,4,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,True,,,1.0,13.0,,13.0,,,1.0,,,,,,,1.0,2.0,2.0,,,,,,,,,2.0,,12.0,,,,,,,6.0,,6.7,,,,,2.0,,,1.0,,16.0,,16.0,0,,22.0,1.0,1.0,1.0,
2017-18,7437779,4,8,Chelsea,Away,31417,47431,Willian,willian,M,True,,,2.0,10.0,,10.0,1.0,,2.0,,,,,,,,2.0,5.0,,,,,,,,,,,27.0,1.0,,,,,,3.0,,7.3,,,1.0,1.0,2.0,,,2.0,,12.0,,12.0,2,1.0,21.0,,3.0,1.0,
2017-18,7437779,4,8,Chelsea,Away,31585,49013,Victor Moses,victor-moses,F,False,1.0,,2.0,14.0,6.0,19.0,3.0,,2.0,,,,,,,,6.0,2.0,,,2.0,,,,,,,,74.0,1.0,2.0,,,,,6.0,,7.1,,,,,1.0,3.0,,2.0,,19.0,6.0,22.0,1,2.0,36.0,,,,
2017-18,7437779,4,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,,,1.0,11.0,7.0,18.0,,,4.0,,,1.0,1.0,,,,5.0,3.0,,,1.0,,,,,,2.0,,63.0,,,,,,,13.0,,6.6,,,,,5.0,1.0,,1.0,1.0,16.0,8.0,23.0,1,,37.0,4.0,1.0,2.0,
2017-18,7437779,4,8,Chelsea,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437779,4,8,Chelsea,Away,54330,61603,Danny Drinkwater,danny-drinkwater,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437779,4,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,2.0,,1.0,27.0,10.0,35.0,3.0,2.0,5.0,,,1.0,,,,1.0,4.0,5.0,,,,,,,,1.0,2.0,,90.0,,,,,,,16.0,,7.2,,,1.0,3.0,1.0,6.0,,3.0,1.0,36.0,13.0,43.0,2,2.0,80.0,1.0,,1.0,
2017-18,7437779,4,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,1.0,3.0,1.0,15.0,16.0,,,10.0,,,,,,,,1.0,,,,1.0,,,3.0,,,,,90.0,,,,1.0,1.0,,10.0,1.0,6.1,1.0,1.0,,2.0,,,1.0,12.0,,7.0,19.0,26.0,0,,41.0,,,,
2017-18,7437779,4,8,Chelsea,Away,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,2.0,14.0,2.0,16.0,3.0,,2.0,,1.0,3.0,3.0,,,2.0,10.0,1.0,,,2.0,,1.0,,,,1.0,,90.0,2.0,,,,,,9.0,,6.8,,,,2.0,,2.0,,2.0,1.0,19.0,2.0,19.0,5,1.0,33.0,,,,
2017-18,7437779,4,8,Chelsea,Away,132318,105700,Davide Zappacosta,davide-zappacosta,M,True,,,,6.0,2.0,8.0,,,2.0,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,3.0,,6.6,,,1.0,,,1.0,,1.0,,7.0,4.0,10.0,1,,15.0,,,,
2017-18,7437779,4,8,Chelsea,Away,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,4.0,14.0,34.0,48.0,1.0,2.0,3.0,,,,,,,1.0,2.0,6.0,,,,1.0,,,,1.0,1.0,,90.0,,,,,,,6.0,,7.2,,,,4.0,,,,6.0,,17.0,36.0,53.0,0,1.0,65.0,,3.0,,
2017-18,7437779,4,8,Chelsea,Away,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437779,4,8,Chelsea,Away,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,2.0,26.0,25.0,51.0,,2.0,13.0,,,,,,,2.0,4.0,11.0,,,2.0,,,,,3.0,1.0,,90.0,,,,,,,15.0,,7.7,,,,1.0,5.0,,,4.0,,35.0,28.0,63.0,0,4.0,80.0,,,5.0,
2017-18,7437779,4,8,Chelsea,Away,186795,135363,Andreas Christensen,andreas-christensen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437779,4,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,2.0,33.0,20.0,53.0,,1.0,10.0,,,,,,,2.0,2.0,5.0,,,,,1.0,,,4.0,3.0,,90.0,1.0,,,,,,13.0,,7.9,,,,3.0,1.0,,,4.0,,40.0,22.0,62.0,1,2.0,81.0,2.0,1.0,1.0,
2017-18,7437763,5,8,Chelsea,Home,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,1.0,,1.0,40.0,20.0,59.0,1.0,,10.0,1.0,,,2.0,,,,4.0,5.0,,,1.0,,,,,,4.0,,90.0,,,,,,,19.0,,7.7,,,1.0,1.0,1.0,6.0,,5.0,1.0,55.0,24.0,73.0,1,3.0,88.0,,1.0,1.0,
2017-18,7437763,5,8,Chelsea,Home,9628,19419,Gary Cahill,gary-cahill,D,False,,,5.0,11.0,42.0,53.0,,1.0,3.0,,,,,,,,,3.0,,,,,,,,2.0,,,90.0,,,,,,,12.0,,7.3,,,,6.0,1.0,,,13.0,,19.0,46.0,65.0,0,1.0,76.0,,,1.0,
2017-18,7437763,5,8,Chelsea,Home,21300,41270,David Luiz,david-luiz,D,False,,,3.0,7.0,42.0,49.0,2.0,1.0,11.0,,,,1.0,,,1.0,6.0,5.0,,,2.0,,,,,6.0,,,87.0,,1.0,,,,,16.0,,6.9,,,,2.0,2.0,,,8.0,,17.0,46.0,63.0,0,1.0,79.0,1.0,1.0,2.0,
2017-18,7437763,5,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,3.0,20.0,57.0,77.0,2.0,6.0,6.0,,,,1.0,,,,4.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,18.0,,6.9,,,,6.0,,1.0,,11.0,,33.0,61.0,93.0,0,,103.0,,,,
2017-18,7437763,5,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,True,,,2.0,11.0,1.0,12.0,1.0,,1.0,,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,,1.0,,20.0,1.0,,,,,,6.0,,6.9,,,,,3.0,1.0,,2.0,,15.0,1.0,15.0,1,,25.0,,3.0,2.0,
2017-18,7437763,5,8,Chelsea,Home,31417,47431,Willian,willian,M,False,,,2.0,14.0,2.0,16.0,,,1.0,,,,,,,2.0,5.0,6.0,,,1.0,,,,,,1.0,,70.0,1.0,,,,,,12.0,,7.1,,,1.0,,4.0,1.0,,2.0,,19.0,3.0,21.0,2,1.0,39.0,2.0,3.0,2.0,
2017-18,7437763,5,8,Chelsea,Home,31585,49013,Victor Moses,victor-moses,F,False,1.0,,1.0,8.0,9.0,16.0,3.0,1.0,9.0,,,2.0,,,,2.0,10.0,7.0,,1.0,2.0,,,,,1.0,1.0,,90.0,,,,,,,23.0,,6.3,,,,2.0,3.0,4.0,,5.0,,19.0,10.0,25.0,2,3.0,67.0,2.0,3.0,,
2017-18,7437763,5,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,,,1.0,9.0,1.0,10.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,45.0,2.0,,,,,,4.0,,6.5,,,,,,,,1.0,2.0,11.0,1.0,12.0,3,,19.0,2.0,,,
2017-18,7437763,5,8,Chelsea,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
